id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value
2743571167,6,1,1,0,11,59as3grjvj19voay31j3yfgni,1,29.2,59.1,2024-11-03T13:00:31.652Z,2024-11-03T16:34:25Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5338049731,212,47.2,5338049727,140,71.7,5338049733,213,5.95,5338049725,56,Center,5338049729,141,36.7,5338049735,1,,5338049723,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743845181,874,1,1,0,12,59as3grjvj19voay31j3yfgni,1,37.0,64.0,2024-11-03T13:00:32.862Z,2024-11-03T16:34:25Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5339523775,141,45.0,5339523761,3,,5339523763,168,,5339523769,140,47.6,5339523785,213,5.42,5339523765,56,Back,5339523779,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743570993,6,43,1,0,12,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-11-03T13:00:33.401Z,2024-11-03T16:33:49Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5338049015,56,Center,5339518701,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571229,7,1,1,0,17,59as3grjvj19voay31j3yfgni,1,72.5,36.3,2024-11-03T13:00:38.261Z,2024-11-03T16:34:58Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,1.0,,5338050037,56,Center,5338050045,141,56.9,5338109951,154,,5338050049,212,20.3,5338109949,210,15,5338050041,140,86.5,5338050053,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571235,8,15,1,0,19,59as3grjvj19voay31j3yfgni,1,85.2,54.0,2024-11-03T13:00:39.851Z,2024-11-03T16:35:25Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5338053991,147,50.7,5338109979,154,,5338053985,328,,5338053979,78,,5338053981,102,50.0,5338050083,17,,5338053989,146,96.8,5338109981,55,7,5338050085,56,Center,5338054017,233,7,5338050081,22,5338109977,29,5338053983,103,4.4,5338053015,72,,,,,,,,,,,,,,,,,,,,,,,,
2743571199,7,10,1,0,19,9qsmopgutr7ut5g6workk8w4i,1,4.6,50.0,2024-11-03T13:00:39.951Z,2024-11-03T19:58:12Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5338049885,182,,5339539741,376,,5338050115,177,,5338049887,56,Back,5338049883,178,,5338053113,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571243,8,52,1,0,22,9qsmopgutr7ut5g6workk8w4i,1,4.6,50.0,2024-11-03T13:00:42.961Z,2024-11-03T16:36:27Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5339539933,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571397,9,1,1,0,26,9qsmopgutr7ut5g6workk8w4i,1,10.0,48.8,2024-11-03T13:00:46.776Z,2024-11-03T13:00:54Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5338050925,123,,5338050927,56,Back,5338050931,141,13.2,5338050935,213,5.26,5338050929,140,24.2,5338050933,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743848831,876,83,1,0,30,59as3grjvj19voay31j3yfgni,1,73.9,92.2,2024-11-03T13:00:50.996Z,2024-11-03T16:36:55Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5339543605,399,56sjqxlsf5iitgww0hogez8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571407,10,61,1,0,33,9qsmopgutr7ut5g6workk8w4i,0,28.1,4.0,2024-11-03T13:00:54.006Z,2024-11-03T13:00:54Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338050969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571443,9,5,1,0,34,59as3grjvj19voay31j3yfgni,1,71.3,100.8,2024-11-03T13:00:54.659Z,2024-11-03T13:27:49Z,elhmf9cc26ec5p1wnwonuxf4l,A. Buksa,,,5338051143,56,Left,5338051169,233,11,5338051145,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571419,11,5,1,0,34,9qsmopgutr7ut5g6workk8w4i,0,28.7,-0.8,2024-11-03T13:00:54.659Z,2024-11-03T13:27:49Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338051197,233,9,5338051019,56,Back,5338051021,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571495,10,1,1,0,37,59as3grjvj19voay31j3yfgni,1,69.8,100.0,2024-11-03T13:00:57.472Z,2024-11-03T13:01:00Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5338051413,213,4.64,5338051403,107,,5338051411,212,17.0,5338051409,141,76.0,5338051405,56,Center,5338051407,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571521,11,1,1,0,40,59as3grjvj19voay31j3yfgni,1,68.7,76.0,2024-11-03T13:01:00.878Z,2024-11-03T13:01:02Z,5cjx2i2perp5vr62en4cyer1m,K. Askildsen,,,5338051551,212,13.9,5338051553,213,6.12,5338051545,56,Center,5338051547,140,81.8,5338051549,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571535,12,1,1,0,42,59as3grjvj19voay31j3yfgni,0,81.8,72.6,2024-11-03T13:01:02.878Z,2024-11-03T13:01:04Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5338051611,212,14.2,5338051605,56,Center,5338051613,213,6.23,5338051607,140,95.3,5338051609,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571969,13,1,1,1,7,9qsmopgutr7ut5g6workk8w4i,1,7.1,44.2,2024-11-03T13:01:27.591Z,2024-11-03T13:54:34Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5338053825,141,74.4,5338053827,212,23.4,5338387739,189,,5338053821,56,Back,5338053823,140,17.7,5338053829,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743571989,14,1,1,1,8,9qsmopgutr7ut5g6workk8w4i,1,17.7,74.4,2024-11-03T13:01:28.727Z,2024-11-03T13:54:38Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5338053963,141,96.6,5338053961,140,31.0,5338053959,56,Back,5338387929,189,,5338053965,212,20.6,5338053967,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572003,15,1,1,1,9,9qsmopgutr7ut5g6workk8w4i,1,31.0,96.6,2024-11-03T13:01:29.975Z,2024-11-03T13:01:31Z,1gr0k94d0nh7msa32f6728aok,C. Bischoff,,,5338054053,212,15.7,5338054055,213,4.66,5338054051,141,73.6,5338054049,140,30.2,5338054047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572017,16,1,1,1,10,9qsmopgutr7ut5g6workk8w4i,1,30.2,73.6,2024-11-03T13:01:31.206Z,2024-11-03T13:01:32Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5338054155,212,22.6,5338054153,141,50.4,5338054151,140,14.8,5338054149,56,Back,5338054157,213,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572057,17,1,1,1,11,9qsmopgutr7ut5g6workk8w4i,1,14.8,50.4,2024-11-03T13:01:32.374Z,2024-11-03T13:01:35Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5338054365,141,12.6,5338054373,213,5.15,5338054357,56,Back,5338054361,140,26.3,5338054369,212,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572109,18,1,1,1,16,9qsmopgutr7ut5g6workk8w4i,1,23.3,5.0,2024-11-03T13:01:36.534Z,2024-11-03T13:01:38Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338054665,141,17.9,5338054667,212,9.5,5338054661,56,Back,5338054663,140,19.9,5338054669,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572147,19,1,1,1,17,9qsmopgutr7ut5g6workk8w4i,1,19.8,15.8,2024-11-03T13:01:38.006Z,2024-11-03T13:01:40Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338054879,56,Back,5338054887,141,5.0,5338054895,213,5.64,5338054883,140,29.1,5338054891,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572157,20,50,1,1,19,9qsmopgutr7ut5g6workk8w4i,1,29.4,7.8,2024-11-03T13:01:40.040Z,2024-11-03T13:55:41Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5338054947,56,Back,5338055639,233,13,5338054951,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572281,13,7,1,1,19,59as3grjvj19voay31j3yfgni,0,70.6,92.2,2024-11-03T13:01:40.041Z,2024-11-03T16:37:44Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5338392941,233,20,5339550301,385,,5338055567,56,Left,5338392905,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572163,21,1,1,1,20,9qsmopgutr7ut5g6workk8w4i,0,30.9,8.4,2024-11-03T13:01:40.725Z,2024-11-03T13:55:47Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5338054981,56,Back,5338393321,140,26.8,5338393325,212,5.5,5338393323,141,3.3,5338393327,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743635469,430,50,1,1,21,59as3grjvj19voay31j3yfgni,1,77.2,93.8,2024-11-03T13:01:41.441Z,2024-11-03T15:05:23Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5338391391,56,Left,5338391487,233,22,5338391393,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572225,22,7,1,1,21,9qsmopgutr7ut5g6workk8w4i,1,22.8,6.2,2024-11-03T13:01:41.442Z,2024-11-03T16:37:56Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5338055273,167,,5338055277,285,,5339551861,385,,5338055275,56,Back,5338391433,233,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572335,15,5,1,1,22,59as3grjvj19voay31j3yfgni,1,74.4,101.1,2024-11-03T13:01:43.062Z,2024-11-03T13:27:50Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5338055839,56,Left,5338055863,233,23,5338055841,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572251,23,5,1,1,22,9qsmopgutr7ut5g6workk8w4i,0,25.6,-1.1,2024-11-03T13:01:43.062Z,2024-11-03T13:27:50Z,94didhw8o1blxonn4amoahcr9,J. Radošević,,,5338055413,56,Back,5338055415,347,,5338055895,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572369,16,1,1,1,23,59as3grjvj19voay31j3yfgni,1,78.2,100.0,2024-11-03T13:01:43.458Z,2024-11-03T16:38:57Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5338056009,140,91.5,5338056011,141,91.2,5338056013,212,15.5,5338056007,56,Left,5338056005,107,,5338056015,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572285,14,43,1,1,24,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-03T13:01:45.411Z,2024-11-03T13:55:31Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5338392213,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743851641,906,83,1,1,25,9qsmopgutr7ut5g6workk8w4i,1,19.1,10.4,2024-11-03T13:01:46.143Z,2024-11-03T16:38:54Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5339559517,399,10esz9pvzonegry7p78n3ce09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743851939,907,83,1,1,25,9qsmopgutr7ut5g6workk8w4i,1,19.1,10.4,2024-11-03T13:01:46.243Z,2024-11-03T16:39:11Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5339561127,399,10esz9pvzonegry7p78n3ce09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572375,17,50,1,1,27,59as3grjvj19voay31j3yfgni,1,91.0,91.6,2024-11-03T13:01:48.005Z,2024-11-03T16:39:37Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5338056199,233,24,5338056045,56,Left,5338056047,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572383,24,7,1,1,27,9qsmopgutr7ut5g6workk8w4i,0,9.0,8.4,2024-11-03T13:01:48.006Z,2024-11-03T16:39:39Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5338056101,56,Back,5338056147,233,17,5338056103,285,,5339564015,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743852551,877,61,1,1,28,59as3grjvj19voay31j3yfgni,1,88.1,93.4,2024-11-03T13:01:48.703Z,2024-11-03T16:39:33Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5339564685,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743636641,431,43,1,1,31,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2024-11-03T13:01:51.441Z,2024-11-03T16:40:56Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5338397529,233,491,5338397431,56,Left,5338397433,286,0,5339574547,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743636653,491,43,1,1,31,9qsmopgutr7ut5g6workk8w4i,1,0.0,0.0,2024-11-03T13:01:51.441Z,2024-11-03T16:40:58Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338397497,56,Back,5338397499,285,0,5339574711,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743854465,878,83,1,1,31,59as3grjvj19voay31j3yfgni,1,92.2,95.4,2024-11-03T13:01:51.775Z,2024-11-03T16:41:04Z,10esz9pvzonegry7p78n3ce09,J. Kuchta,,,5339575525,399,56sjqxlsf5iitgww0hogez8ph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572467,26,1,1,1,31,9qsmopgutr7ut5g6workk8w4i,1,8.1,4.9,2024-11-03T13:01:52.159Z,2024-11-03T16:42:57Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5338056513,140,24.1,5338056511,56,Back,5338056519,213,0.01,5338056515,141,5.2,5338056517,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743856873,879,83,1,1,32,59as3grjvj19voay31j3yfgni,1,76.7,95.1,2024-11-03T13:01:53.140Z,2024-11-03T16:43:14Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5339589051,399,hsobzlp177f9755mpsi7szmy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572469,27,61,1,1,33,9qsmopgutr7ut5g6workk8w4i,0,22.1,5.0,2024-11-03T13:01:53.903Z,2024-11-03T16:42:18Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338056529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572549,18,1,1,1,33,59as3grjvj19voay31j3yfgni,0,57.4,93.6,2024-11-03T13:01:53.904Z,2024-11-03T16:42:06Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5339582937,140,67.4,5339582939,141,92.2,5338056975,56,Left,5339582943,213,6.19,5339582941,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743573311,33,61,1,1,34,9qsmopgutr7ut5g6workk8w4i,1,28.8,2.0,2024-11-03T13:01:54.886Z,2024-11-03T13:02:41Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338060871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572683,19,5,1,1,35,59as3grjvj19voay31j3yfgni,1,80.1,101.4,2024-11-03T13:01:55.719Z,2024-11-03T13:27:50Z,8yfw9f74h0yfz51bkxxc8p39x,J. Andersson,,,5338057659,233,28,5338057639,56,Left,5338057641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743572499,28,5,1,1,35,9qsmopgutr7ut5g6workk8w4i,0,19.9,-1.4,2024-11-03T13:01:55.719Z,2024-11-03T13:27:50Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5338056725,56,Back,5338057683,233,19,5338056727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
