id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2709231421,5,7,1,0,13,anga7587r1zv4ey71ge9zxol3,1,48.0,92.0,2024-08-16T17:01:33.662Z,2024-08-16T17:58:18Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150097535,285,,5150097537,233,6,5150097531,167,,5150097533,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231445,6,5,1,0,15,anga7587r1zv4ey71ge9zxol3,0,53.9,101.4,2024-08-16T17:01:35.613Z,2024-08-16T17:22:38Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150097827,233,7,5150097641,347,,5150097639,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231485,7,5,1,0,15,59as3grjvj19voay31j3yfgni,1,46.1,-1.4,2024-08-16T17:01:35.613Z,2024-08-16T17:49:42Z,78kzajya12k4sm0ebfl37d6ok,D. Castillo,,,5150097799,56,Back,5150097819,233,6,5150097803,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231513,8,1,1,0,23,59as3grjvj19voay31j3yfgni,1,53.6,0.0,2024-08-16T17:01:43.533Z,2024-08-16T17:01:46Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150097923,212,20.5,5150097921,141,17.9,5150097925,213,2.44,5150097911,107,,5150097919,140,38.7,5150097915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231539,9,1,1,0,27,59as3grjvj19voay31j3yfgni,1,40.2,29.2,2024-08-16T17:01:46.845Z,2024-08-16T17:01:50Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150098075,140,38.5,5150098077,141,88.8,5150098079,212,40.6,5150098083,1,,5150098073,56,Back,5150098081,213,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231557,10,1,1,0,30,59as3grjvj19voay31j3yfgni,0,44.4,89.3,2024-08-16T17:01:50.510Z,2024-08-16T17:01:53Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5150098185,213,6.00,5150098187,1,,5150098181,141,68.2,5150098177,56,Center,5150098175,155,,5150098183,212,51.7,5150098179,140,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231639,8,1,1,0,41,anga7587r1zv4ey71ge9zxol3,1,7.5,32.4,2024-08-16T17:02:01.285Z,2024-08-16T17:02:05Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5150098603,212,16.2,5150098599,140,13.0,5150098595,123,,5150098597,56,Back,5150098601,141,10.2,5150098605,213,5.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231663,9,1,1,0,45,anga7587r1zv4ey71ge9zxol3,0,15.6,7.0,2024-08-16T17:02:05.525Z,2024-08-16T17:02:09Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5150098725,1,,5150098721,213,0.15,5150098709,141,20.6,5150098701,140,75.7,5150098693,157,,5150098715,212,63.8,5150098697,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231687,11,44,1,0,48,59as3grjvj19voay31j3yfgni,1,24.8,78.2,2024-08-16T17:02:08.227Z,2024-08-16T17:58:24Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150098809,56,Back,5150098811,285,,5150098819,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231671,10,44,1,0,48,anga7587r1zv4ey71ge9zxol3,0,75.2,21.8,2024-08-16T17:02:08.228Z,2024-08-16T17:58:25Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150098823,233,11,5150098743,56,Center,5150098745,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231695,12,1,1,0,48,59as3grjvj19voay31j3yfgni,1,25.6,76.3,2024-08-16T17:02:08.550Z,2024-08-16T18:03:18Z,4fhpb0b8muboggvquj2pvsiqx,Juninho,,,5150098871,141,67.8,5150098875,213,5.45,5150098869,140,30.6,5150098873,212,7.8,5150098865,3,,5150098867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231701,14,1,1,0,53,59as3grjvj19voay31j3yfgni,1,31.2,64.5,2024-08-16T17:02:13.103Z,2024-08-16T17:02:13Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150098891,213,4.42,5150098883,56,Back,5150098885,140,27.0,5150098887,141,42.6,5150098889,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231715,15,1,1,0,53,59as3grjvj19voay31j3yfgni,1,26.3,41.4,2024-08-16T17:02:13.741Z,2024-08-16T17:02:15Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150098961,212,15.9,5150098965,213,4.93,5150098955,56,Back,5150098957,140,29.5,5150098959,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231737,16,1,1,0,55,59as3grjvj19voay31j3yfgni,1,29.5,18.6,2024-08-16T17:02:15.181Z,2024-08-16T17:02:18Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150099079,141,6.3,5150099083,213,5.86,5150099075,56,Back,5150099077,140,47.1,5150099081,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231743,17,1,1,0,58,59as3grjvj19voay31j3yfgni,1,56.6,5.4,2024-08-16T17:02:18.733Z,2024-08-16T17:02:27Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5150099121,212,4.0,5150099125,213,0.27,5150099113,140,60.3,5150099109,56,Right,5150099117,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231995,15,83,1,1,0,anga7587r1zv4ey71ge9zxol3,0,73.2,77.5,2024-08-16T17:02:20.460Z,2024-08-16T17:03:08Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150100725,399,1sdsqfn743j5tqem8ra7sppn8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231783,18,61,1,1,2,59as3grjvj19voay31j3yfgni,0,59.4,4.2,2024-08-16T17:02:22.340Z,2024-08-16T17:03:16Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5150099323,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231789,11,43,1,1,2,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-16T17:02:22.341Z,2024-08-16T17:02:43Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150099333,285,0,5150099331,56,Back,5150099337,233,18,5150099917,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231823,13,1,1,1,4,anga7587r1zv4ey71ge9zxol3,1,41.8,94.6,2024-08-16T17:02:24.372Z,2024-08-16T17:02:29Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,,,5150099477,212,25.2,5150099475,141,76.9,5150099479,213,5.79,5150099471,56,Center,5150099473,140,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231825,14,4,1,1,9,anga7587r1zv4ey71ge9zxol3,1,75.2,76.4,2024-08-16T17:02:29.476Z,2024-08-16T17:22:43Z,9pnirb3qt48zeui3su8cvu1ka,J. Amon,,,5150099491,286,,5150099483,13,,5150099487,152,,5150099485,56,Center,5150099489,265,,5150099649,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231835,19,4,1,1,9,59as3grjvj19voay31j3yfgni,0,24.8,23.6,2024-08-16T17:02:29.477Z,2024-08-16T17:50:30Z,arhoud4vfjvmjaf2pkbm6s48a,E. Martínez,,,5150099667,233,14,5150099625,56,Back,5150099627,152,,5150099629,265,,5150099631,285,,5150099623,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232119,16,1,1,1,51,anga7587r1zv4ey71ge9zxol3,0,79.1,80.3,2024-08-16T17:03:11.499Z,2024-08-16T17:03:59Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150100997,5,,5150100999,155,,5150100993,2,,5150101015,1,,5150101003,152,,5150101011,212,38.0,5150101009,141,35.4,5150101013,213,5.35,5150101007,140,100.0,5150101005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2709232121,17,43,1,1,55,anga7587r1zv4ey71ge9zxol3,1,0.0,0.0,2024-08-16T17:03:15.011Z,2024-08-16T17:03:27Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150101023,56,Center,5150101019,22,0,5150101347,144,39,5150101029,252,0,5150101021,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232125,18,5,1,1,57,anga7587r1zv4ey71ge9zxol3,0,100.8,34.7,2024-08-16T17:03:16.852Z,2024-08-16T17:22:38Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150101043,56,Center,5150101045,346,,5150101405,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232187,20,5,1,1,57,59as3grjvj19voay31j3yfgni,1,-0.8,65.3,2024-08-16T17:03:16.852Z,2024-08-16T17:22:38Z,bidudbkachfl6126lhlr254wk,A. Gabriel,,,5150101401,233,18,5150101397,346,,5150101395,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232199,21,1,1,2,8,59as3grjvj19voay31j3yfgni,1,3.8,55.5,2024-08-16T17:03:28.253Z,2024-08-16T17:50:48Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150234745,189,,5150101467,155,,5150101465,124,,5150101469,56,Center,5150101473,141,22.5,5150101477,213,5.94,5150101475,212,67.1,5150101479,1,,5150101483,74,,5150101471,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,
2709232217,22,1,1,2,9,59as3grjvj19voay31j3yfgni,1,66.9,21.6,2024-08-16T17:03:29.757Z,2024-08-16T17:03:31Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5150101539,213,1.13,5150101531,56,Center,5150101535,141,31.8,5150101537,212,7.7,5150101533,140,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232251,23,1,1,2,11,59as3grjvj19voay31j3yfgni,1,74.4,31.5,2024-08-16T17:03:31.276Z,2024-08-16T17:03:36Z,e6p5i2ujvk0t9mo0h2gvrlka1,O. Brynhildsen,,,5150101707,212,9.2,5150101705,141,19.7,5150101709,213,5.22,5150101701,56,Right,5150101703,140,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232255,24,1,1,2,16,59as3grjvj19voay31j3yfgni,0,78.2,28.4,2024-08-16T17:03:36.621Z,2024-08-16T17:59:54Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5150101729,56,Center,5150101733,141,30.9,5150101735,212,2.8,5150101737,213,0.66,5150101731,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232259,19,61,1,2,17,anga7587r1zv4ey71ge9zxol3,1,16.4,74.4,2024-08-16T17:03:36.930Z,2024-08-16T17:03:37Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150101753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232273,25,13,1,2,19,59as3grjvj19voay31j3yfgni,1,86.9,32.7,2024-08-16T17:03:38.844Z,2024-08-16T17:51:51Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150101829,63,,5150101959,20,,5150101827,22,,5150101831,56,Center,5150102641,230,99.1,5150102639,458,,5150102635,102,43.4,5150102637,103,59.7,5150102643,231,46.6,5150235829,87,,,,,,,,,,,,,,,,,,,,,,,,,
2709232307,20,5,1,2,19,anga7587r1zv4ey71ge9zxol3,1,-1.0,54.9,2024-08-16T17:03:39.236Z,2024-08-16T17:22:38Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150102003,233,26,5150101983,346,,5150101981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232281,26,5,1,2,19,59as3grjvj19voay31j3yfgni,0,101.0,45.1,2024-08-16T17:03:39.236Z,2024-08-16T17:22:39Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5150101873,56,Center,5150102013,233,20,5150101875,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232451,21,1,1,2,43,anga7587r1zv4ey71ge9zxol3,1,5.6,61.7,2024-08-16T17:04:03.109Z,2024-08-16T17:04:04Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150102789,212,9.3,5150102781,124,,5150102785,140,3.0,5150102787,141,48.7,5150102795,237,,5150102783,56,Back,5150102791,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232475,22,1,1,2,44,anga7587r1zv4ey71ge9zxol3,1,3.0,48.1,2024-08-16T17:04:04.467Z,2024-08-16T17:04:07Z,15fo180vixn0lb65fujttit3p,J. Storch,,,5150102931,213,4.80,5150102923,56,Back,5150102925,140,4.4,5150102927,141,23.1,5150102929,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232521,23,1,1,2,47,anga7587r1zv4ey71ge9zxol3,1,4.4,23.1,2024-08-16T17:04:07.747Z,2024-08-16T17:04:11Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5150103177,157,,5150103179,56,Back,5150103183,141,21.9,5150103187,213,6.27,5150103185,212,44.9,5150103189,1,,5150103181,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232537,24,1,1,2,51,anga7587r1zv4ey71ge9zxol3,0,47.2,21.9,2024-08-16T17:04:11.331Z,2024-08-16T17:04:12Z,bpw4cd5vmghjhelb3uxupmqjt,S. Magnússon,,,5150103297,213,5.79,5150103295,212,19.3,5150103291,140,63.4,5150103289,56,Right,5150103287,168,,5150103285,3,,5150103293,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232551,27,61,1,2,54,59as3grjvj19voay31j3yfgni,1,28.0,89.3,2024-08-16T17:04:13.815Z,2024-08-16T17:04:13Z,8mcb1hiuk9rzf48cx3vj5i3th,C. Sørensen,,,5150103365,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232635,25,1,1,2,59,anga7587r1zv4ey71ge9zxol3,1,86.2,12.7,2024-08-16T17:04:19.475Z,2024-08-16T17:04:23Z,4bstdc3zla1sn85ev3bcmw1lg,T. Storm,,,5150103805,140,74.4,5150103807,141,29.5,5150103809,212,16.9,5150103811,213,2.40,5150103803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232645,26,1,1,3,3,anga7587r1zv4ey71ge9zxol3,1,73.0,30.7,2024-08-16T17:04:23.027Z,2024-08-16T17:04:24Z,6d0lxiep13vdv32bdb0xwyrys,L. Sandgrav,,,5150103873,141,42.3,5150103881,213,2.84,5150103869,140,48.6,5150103865,56,Back,5150103877,212,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232677,27,1,1,3,4,anga7587r1zv4ey71ge9zxol3,1,48.6,42.3,2024-08-16T17:04:24.148Z,2024-08-16T17:04:26Z,6ul2nma4j0a7e2li6wyyrpal1,M. Jensen,,,5150104053,56,Center,5150104059,212,20.5,5150104057,141,72.1,5150104055,140,51.3,5150104063,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232695,28,1,1,3,6,anga7587r1zv4ey71ge9zxol3,1,48.9,72.1,2024-08-16T17:04:26.691Z,2024-08-16T17:04:30Z,5kghds186740jygx97bihh6mt,B. Hämäläinen,,,5150104163,189,,5150104139,56,Center,5150104141,140,74.1,5150104145,212,26.7,5150104147,213,0.12,5150104143,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232735,29,1,1,3,13,anga7587r1zv4ey71ge9zxol3,1,79.7,74.3,2024-08-16T17:04:33.315Z,2024-08-16T17:04:34Z,d854rlweyk5wq6d2veyviukq2,C. Winther,,,5150104371,212,12.0,5150104365,56,Left,5150104367,140,89.2,5150104369,141,84.0,5150104373,213,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232757,30,1,1,3,14,anga7587r1zv4ey71ge9zxol3,1,89.2,84.0,2024-08-16T17:04:34.404Z,2024-08-16T17:04:42Z,2sgey1g99rmupumezjo9rkxcl,K. Finnsson,1.0,,5150104503,213,4.84,5150104493,155,,5150104679,210,15,5150104495,56,Center,5150104497,140,91.7,5150104501,212,19.9,5150104491,2,,5150104499,141,55.0,5150104681,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232759,31,15,1,3,16,anga7587r1zv4ey71ge9zxol3,1,89.6,51.9,2024-08-16T17:04:36.355Z,2024-08-16T17:04:48Z,deyq3zqd0vwc821ngqldxqor9,F. Gytkjær,,,5150104709,146,99.7,5150104701,103,16.5,5150104685,78,,5150104707,328,,5150104697,102,49.6,5150104717,233,28,5150104683,15,,5150104691,55,30,5150104711,147,50.4,5150104515,22,,5150104689,154,5150104687,29,5150104519,56,Center,5150104517,17,,,,,,,,,,,,,,,
2709232765,28,10,1,3,16,59as3grjvj19voay31j3yfgni,1,1.3,50.5,2024-08-16T17:04:36.455Z,2024-08-16T17:04:43Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150104669,176,,5150104561,182,,5150104559,178,,5150104563,56,Back,5150104725,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232861,30,1,1,3,35,59as3grjvj19voay31j3yfgni,1,12.6,54.4,2024-08-16T17:04:55.021Z,2024-08-16T17:04:56Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5150105189,123,,5150105193,140,12.8,5150105195,141,32.2,5150105197,212,15.1,5150105199,213,4.73,5150105191,56,Back,5150105225,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709232877,31,1,1,3,37,59as3grjvj19voay31j3yfgni,0,12.8,31.3,2024-08-16T17:04:57.693Z,2024-08-16T17:05:00Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5150105305,141,38.7,5150105307,212,35.2,5150105309,213,0.14,5150105299,157,,5150105301,56,Back,5150105311,1,,5150105303,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
