id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2722768339,14,1,1,0,24,77tfx9me4aaqhzv78bmgsy9bg,1,33.8,93.9,2024-09-20T17:02:48.421Z,2024-09-20T17:02:50Z,c9e54hwefvwos94ri459uylbe,D. Svensson,,,5224457035,212,8.5,5224457031,140,31.2,5224457029,56,Back,5224457037,213,4.38,5224457033,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768349,15,1,1,0,25,77tfx9me4aaqhzv78bmgsy9bg,0,31.2,82.1,2024-09-20T17:02:49.988Z,2024-09-20T17:02:51Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224457091,212,5.1,5224457093,213,2.40,5224457087,140,27.6,5224457089,141,87.2,5224457085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768353,4,8,1,0,26,cftj6g399tknheudaxsdpfdgb,1,71.9,17.0,2024-09-20T17:02:51.076Z,2024-09-20T17:02:51Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5224457095,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768389,5,3,1,0,28,cftj6g399tknheudaxsdpfdgb,0,72.0,24.8,2024-09-20T17:02:53.140Z,2024-09-20T17:02:59Z,195o7hchielt14ic49r3k06sq,Serginho,,,5224457275,56,Center,5224457453,233,16,5224457277,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768437,16,7,1,0,28,77tfx9me4aaqhzv78bmgsy9bg,0,28.0,75.2,2024-09-20T17:02:53.141Z,2024-09-20T19:11:16Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5224457439,56,Back,5224457447,233,5,5224457441,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768417,7,1,1,0,30,cftj6g399tknheudaxsdpfdgb,1,68.7,23.6,2024-09-20T17:02:54.868Z,2024-09-20T17:02:56Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224457379,212,9.1,5224457375,140,67.5,5224457373,56,Center,5224457377,141,36.9,5224457381,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768501,8,1,1,0,31,cftj6g399tknheudaxsdpfdgb,1,67.8,39.1,2024-09-20T17:02:55.892Z,2024-09-20T17:03:03Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5224457735,212,31.8,5224457733,141,84.8,5224457737,213,1.35,5224457729,56,Left,5224457731,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768543,9,1,1,0,39,cftj6g399tknheudaxsdpfdgb,1,80.1,85.7,2024-09-20T17:03:03.284Z,2024-09-20T17:03:06Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5224457969,212,11.4,5224457961,140,71.4,5224457965,141,75.6,5224457973,213,3.79,5224457959,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768583,10,1,1,0,42,cftj6g399tknheudaxsdpfdgb,1,70.0,76.3,2024-09-20T17:03:06.772Z,2024-09-20T17:03:10Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5224458121,56,Left,5224458127,212,15.3,5224458123,140,77.3,5224458129,213,1.04,5224458125,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768603,17,83,1,0,45,77tfx9me4aaqhzv78bmgsy9bg,0,28.0,9.1,2024-09-20T17:03:09.748Z,2024-09-20T17:07:48Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5224470657,399,73lwz4he5erpp25zi8crjvztg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768587,11,61,1,0,46,cftj6g399tknheudaxsdpfdgb,0,76.8,92.0,2024-09-20T17:03:10.260Z,2024-09-20T17:03:10Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5224458145,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768637,18,61,1,0,50,77tfx9me4aaqhzv78bmgsy9bg,0,29.0,13.5,2024-09-20T17:03:14.868Z,2024-09-20T17:03:14Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5224458337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768669,12,1,1,0,51,cftj6g399tknheudaxsdpfdgb,1,70.7,60.9,2024-09-20T17:03:15.444Z,2024-09-20T17:03:17Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5224458485,141,28.9,5224458483,140,65.2,5224458487,212,22.5,5224458481,56,Center,5224458489,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768697,13,1,1,0,52,cftj6g399tknheudaxsdpfdgb,1,65.2,26.4,2024-09-20T17:03:17.044Z,2024-09-20T17:03:18Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224458615,141,4.4,5224458611,56,Right,5224458617,212,15.0,5224458613,140,66.5,5224458619,213,4.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768735,14,1,1,0,54,cftj6g399tknheudaxsdpfdgb,1,66.5,4.4,2024-09-20T17:03:18.581Z,2024-09-20T17:03:23Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5224458807,141,13.5,5224458803,56,Back,5224458811,213,2.90,5224458805,140,42.8,5224458809,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768767,15,1,1,0,58,cftj6g399tknheudaxsdpfdgb,1,41.3,15.2,2024-09-20T17:03:23.059Z,2024-09-20T17:03:25Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224458957,140,30.8,5224458961,212,28.2,5224458955,56,Back,5224458959,141,53.4,5224458963,213,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768807,16,1,1,1,1,cftj6g399tknheudaxsdpfdgb,1,29.4,58.1,2024-09-20T17:03:25.540Z,2024-09-20T17:03:30Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5224459163,141,92.9,5224459159,56,Back,5224459167,213,1.04,5224459161,140,42.6,5224459165,212,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768827,17,1,1,1,5,cftj6g399tknheudaxsdpfdgb,1,35.3,82.0,2024-09-20T17:03:30.100Z,2024-09-20T17:03:32Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224459287,213,4.57,5224459281,140,30.2,5224459283,141,27.4,5224459289,1,,5224459285,212,37.5,5224459279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768861,18,1,1,1,8,cftj6g399tknheudaxsdpfdgb,1,30.2,27.4,2024-09-20T17:03:32.292Z,2024-09-20T17:03:37Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224459449,140,7.9,5224459453,212,26.4,5224459451,141,45.4,5224459455,213,2.66,5224459447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768881,19,1,1,1,13,cftj6g399tknheudaxsdpfdgb,1,8.1,51.9,2024-09-20T17:03:37.796Z,2024-09-20T17:03:40Z,dk9nlp77b6q38p751f8w3o8np,O. Hedvall,,,5224459553,212,41.9,5224459549,140,48.0,5224459551,141,52.5,5224459557,1,,5224459547,56,Back,5224459545,155,,5224459555,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768891,20,1,1,1,16,cftj6g399tknheudaxsdpfdgb,1,45.0,53.3,2024-09-20T17:03:40.547Z,2024-09-20T17:03:41Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5224459601,141,50.0,5224459599,140,43.1,5224459603,212,3.0,5224459605,213,3.99,5224459597,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768909,21,1,1,1,17,cftj6g399tknheudaxsdpfdgb,1,43.2,50.6,2024-09-20T17:03:41.444Z,2024-09-20T17:03:43Z,vrzye4jqrafujmjw3wakjpxw,T. Jørgensen,,,5224459693,56,Center,5224459697,141,74.8,5224459699,212,19.9,5224459701,213,0.97,5224459695,140,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768973,22,1,1,1,19,cftj6g399tknheudaxsdpfdgb,1,54.0,75.1,2024-09-20T17:03:43.476Z,2024-09-20T17:03:49Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5224459961,141,83.9,5224459959,140,41.0,5224459957,56,Back,5224459965,212,14.9,5224459969,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722768997,23,1,1,1,25,cftj6g399tknheudaxsdpfdgb,1,38.2,61.4,2024-09-20T17:03:49.555Z,2024-09-20T17:03:52Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224460087,212,22.9,5224460081,56,Back,5224460083,140,35.4,5224460089,213,4.58,5224460085,141,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769005,24,1,1,1,27,cftj6g399tknheudaxsdpfdgb,1,32.4,23.0,2024-09-20T17:03:52.020Z,2024-09-20T17:03:54Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224460135,56,Back,5224460139,141,7.0,5224460141,212,15.6,5224460137,140,43.1,5224460143,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769033,25,1,1,1,29,cftj6g399tknheudaxsdpfdgb,1,43.0,5.2,2024-09-20T17:03:53.892Z,2024-09-20T17:03:56Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5224460293,141,2.5,5224460297,213,6.14,5224460291,140,55.0,5224460289,56,Right,5224460295,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769047,26,1,1,1,32,cftj6g399tknheudaxsdpfdgb,1,54.6,4.6,2024-09-20T17:03:56.788Z,2024-09-20T17:03:59Z,195o7hchielt14ic49r3k06sq,Serginho,,,5224460353,56,Back,5224460357,141,7.4,5224460359,212,11.8,5224460355,140,43.5,5224460361,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769077,27,1,1,1,34,cftj6g399tknheudaxsdpfdgb,1,43.3,7.6,2024-09-20T17:03:58.948Z,2024-09-20T17:04:01Z,bitixkzgt5p65rlo2bnllcf6x,J. Mbom,,,5224460517,212,16.5,5224460511,56,Back,5224460513,140,33.7,5224460519,213,2.23,5224460515,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769097,28,1,1,1,37,cftj6g399tknheudaxsdpfdgb,1,33.4,30.6,2024-09-20T17:04:01.700Z,2024-09-20T17:04:04Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5224460633,213,1.68,5224460625,56,Back,5224460631,212,24.6,5224460629,141,66.6,5224460627,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769117,29,1,1,1,40,cftj6g399tknheudaxsdpfdgb,1,31.6,69.1,2024-09-20T17:04:04.387Z,2024-09-20T17:04:06Z,auk14ut8cwaqop549u2zmfgt1,N. Bürgy,,,5224460717,213,0.78,5224460711,140,46.8,5224460713,141,92.1,5224460709,56,Back,5224460715,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769131,30,1,1,1,42,cftj6g399tknheudaxsdpfdgb,1,46.8,90.9,2024-09-20T17:04:06.372Z,2024-09-20T17:04:07Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5224460783,212,10.8,5224460777,56,Back,5224460781,141,75.0,5224460779,140,46.7,5224460785,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769141,31,1,1,1,43,cftj6g399tknheudaxsdpfdgb,1,46.7,75.0,2024-09-20T17:04:07.700Z,2024-09-20T17:04:09Z,5f3wfx327z9hef9k9l37c90wl,J. Grønning,,,5224460827,140,64.8,5224460833,213,0.32,5224460825,56,Left,5224460829,141,84.4,5224460831,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769153,32,1,1,1,44,cftj6g399tknheudaxsdpfdgb,1,65.0,84.5,2024-09-20T17:04:08.964Z,2024-09-20T17:04:10Z,73lwz4he5erpp25zi8crjvztg,I. Jensen,,,5224460875,141,70.0,5224460879,213,4.94,5224460877,212,10.1,5224460871,56,Center,5224460873,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769163,33,1,1,1,46,cftj6g399tknheudaxsdpfdgb,0,73.0,63.7,2024-09-20T17:04:10.884Z,2024-09-20T17:04:12Z,3bvc29bootgmo9tsapvygvnu2,M. Westergaard,,,5224460919,141,44.0,5224460917,140,69.7,5224460923,213,4.46,5224460913,56,Center,5224460921,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769175,20,1,1,1,49,77tfx9me4aaqhzv78bmgsy9bg,1,30.8,45.5,2024-09-20T17:04:13.844Z,2024-09-20T17:04:15Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5224460971,212,11.5,5224460967,140,21.8,5224460973,213,3.75,5224460965,56,Back,5224460969,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769213,21,1,1,1,51,77tfx9me4aaqhzv78bmgsy9bg,1,21.5,34.9,2024-09-20T17:04:15.364Z,2024-09-20T17:04:18Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5224461165,141,10.6,5224461159,56,Back,5224461169,213,4.80,5224461163,140,22.9,5224461167,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769235,22,1,1,1,54,77tfx9me4aaqhzv78bmgsy9bg,1,20.2,11.1,2024-09-20T17:04:18.212Z,2024-09-20T17:04:20Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5224461253,212,12.7,5224461249,141,20.4,5224461247,140,9.7,5224461245,56,Back,5224461255,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769293,23,1,1,1,56,77tfx9me4aaqhzv78bmgsy9bg,1,10.0,25.0,2024-09-20T17:04:20.629Z,2024-09-20T17:04:27Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5224461577,140,4.1,5224461581,212,18.0,5224461583,213,1.92,5224461575,56,Back,5224461579,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769317,24,1,1,2,3,77tfx9me4aaqhzv78bmgsy9bg,1,9.3,52.4,2024-09-20T17:04:27.731Z,2024-09-20T17:04:30Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5224461699,213,1.01,5224461695,141,82.6,5224461693,140,21.7,5224461691,56,Back,5224461697,212,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722769339,25,1,1,2,5,77tfx9me4aaqhzv78bmgsy9bg,1,22.6,80.9,2024-09-20T17:04:30.005Z,2024-09-20T17:04:33Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5224461835,140,10.1,5224461839,212,18.7,5224461841,213,3.93,5224461837,141,61.4,5224461833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
