id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/13/value
2777197075,368,1,1,0,13,c165yjiny1qnmfdvefxvflnkc,1,71.4,28.2,2025-02-16T13:01:16.411Z,2025-02-16T13:49:30Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5520671147,212,12.7,5520671141,56,Right,5520671145,141,12.7,5520671139,155,,5520671149,213,5.31,5520671143,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152061,8,1,1,0,13,c165yjiny1qnmfdvefxvflnkc,0,91.0,11.1,2025-02-16T13:01:17.139Z,2025-02-16T16:46:01Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520433109,141,100.0,5520433111,212,61.3,5520433105,56,Left,5521773975,345,,5520433107,140,95.7,5520433113,213,1.49,5521773733,155,,5520433115,1,,5521770825,20,5520433591,2,5521770823,224,,,,,,,,,,,,,,,,,,,,,
2777152267,4,5,1,0,18,ahnt9ejgwj58ul8auzdvi3czf,1,4.3,-1.4,2025-02-16T13:01:21.885Z,2025-02-16T13:24:41Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5520434227,56,Back,5520434229,347,,5520434235,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152067,9,5,1,0,18,c165yjiny1qnmfdvefxvflnkc,0,95.7,101.4,2025-02-16T13:01:21.885Z,2025-02-16T13:24:42Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5520433137,56,Left,5520433139,347,,5520434243,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152283,5,1,1,0,37,ahnt9ejgwj58ul8auzdvi3czf,0,17.2,0.0,2025-02-16T13:01:40.797Z,2025-02-16T16:46:18Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520434305,107,,5520434309,140,54.6,5520434311,141,15.0,5520434315,213,0.27,5521775185,1,,5520434313,212,40.8,5520434307,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152347,10,1,1,0,43,c165yjiny1qnmfdvefxvflnkc,1,39.2,86.0,2025-02-16T13:01:46.706Z,2025-02-16T13:01:47Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5520434615,56,Back,5520434625,1,,5520434613,157,,5520434619,141,87.5,5520434623,213,0.16,5520434621,212,6.3,5520434617,140,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152353,11,61,1,0,44,c165yjiny1qnmfdvefxvflnkc,1,45.1,87.5,2025-02-16T13:01:47.756Z,2025-02-16T13:01:48Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5520434655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152379,12,1,1,0,45,c165yjiny1qnmfdvefxvflnkc,0,38.2,87.1,2025-02-16T13:01:49.186Z,2025-02-16T13:01:50Z,1ykl08k2c2kwxukw0gvslf6qd,S. Velkov,,,5520434795,1,,5520434785,141,82.6,5520434793,213,6.19,5520434781,56,Left,5520434779,157,,5520434791,212,32.3,5520434783,140,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152429,6,1,1,0,46,ahnt9ejgwj58ul8auzdvi3czf,1,25.6,15.4,2025-02-16T13:01:50.045Z,2025-02-16T13:01:54Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520434971,140,39.2,5520434967,3,,5520434977,213,0.69,5520434969,56,Back,5520434973,141,32.6,5520434975,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152441,7,1,1,0,50,ahnt9ejgwj58ul8auzdvi3czf,1,34.9,32.1,2025-02-16T13:01:53.933Z,2025-02-16T13:01:54Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5520435029,140,48.6,5520435031,141,40.5,5520435027,56,Back,5520435033,212,15.5,5520435025,3,,5520435035,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777401595,692,83,1,0,50,c165yjiny1qnmfdvefxvflnkc,1,45.4,75.8,2025-02-16T13:01:54.380Z,2025-02-16T16:47:27Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5521782693,399,n2annzbap7hll02zo2v0ccgk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152449,8,61,1,0,51,ahnt9ejgwj58ul8auzdvi3czf,1,50.1,41.8,2025-02-16T13:01:54.780Z,2025-02-16T13:57:13Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5520435109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152457,9,1,1,0,52,ahnt9ejgwj58ul8auzdvi3czf,0,47.8,50.7,2025-02-16T13:01:56.141Z,2025-02-16T13:01:56Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5520435159,141,71.5,5520435161,212,19.0,5520435157,140,59.9,5520435163,213,0.84,5520435155,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152463,13,8,1,0,53,c165yjiny1qnmfdvefxvflnkc,1,37.5,19.2,2025-02-16T13:01:57.234Z,2025-02-16T16:47:36Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5521783869,383,,5520435191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152535,15,1,1,0,55,c165yjiny1qnmfdvefxvflnkc,1,42.4,12.5,2025-02-16T13:01:58.611Z,2025-02-16T13:02:03Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5520435511,56,Right,5520435517,212,19.4,5520435513,140,60.6,5520435519,213,6.11,5520435515,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152539,16,50,1,1,0,c165yjiny1qnmfdvefxvflnkc,1,75.4,4.0,2025-02-16T13:02:03.490Z,2025-02-16T13:02:06Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5520435571,233,10,5520435533,56,Right,5520435535,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152545,10,7,1,1,0,ahnt9ejgwj58ul8auzdvi3czf,0,24.6,96.0,2025-02-16T13:02:03.491Z,2025-02-16T16:47:49Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5521785343,178,,5520435545,233,16,5521785341,385,,5520435543,285,,5520435541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152613,17,1,1,1,1,c165yjiny1qnmfdvefxvflnkc,1,71.2,4.6,2025-02-16T13:02:05.075Z,2025-02-16T13:02:08Z,1hbucfyn2l3bxcw5r4zcb1dlg,C. Gammelgaard,,,5520435845,141,15.8,5520435849,213,2.02,5520435843,140,67.7,5520435847,212,8.5,5520435841,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152655,18,1,1,1,4,c165yjiny1qnmfdvefxvflnkc,0,74.4,23.3,2025-02-16T13:02:08.178Z,2025-02-16T16:48:01Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5520436025,213,0.74,5520436015,155,,5520436023,212,38.5,5520436013,2,,5521786673,224,,5520436019,140,100.0,5520436021,141,61.5,5521786677,20,,5520436017,56,5520436027,1,,,Center,,,,,,,,,,,,,,,,,,,,
2777152707,11,5,1,1,7,ahnt9ejgwj58ul8auzdvi3czf,1,-1.2,36.0,2025-02-16T13:02:10.426Z,2025-02-16T13:57:33Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520436245,346,,5520436243,56,Back,5520441849,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153805,19,5,1,1,7,c165yjiny1qnmfdvefxvflnkc,0,101.2,64.0,2025-02-16T13:02:10.426Z,2025-02-16T13:24:42Z,22zuxw8lez5w4vjd8spzzysyc,T. Lauritsen,,,5520441831,346,,5520441887,233,11,5520441829,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152811,12,1,1,1,12,ahnt9ejgwj58ul8auzdvi3czf,1,3.1,45.1,2025-02-16T13:02:16.088Z,2025-02-16T13:02:18Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5520436679,140,4.6,5520436681,141,37.1,5520436675,124,,5520436703,189,,5520436683,212,5.7,5520436689,237,,5520436677,56,Back,5520436685,213,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152891,13,1,1,1,15,ahnt9ejgwj58ul8auzdvi3czf,1,10.4,36.0,2025-02-16T13:02:19.277Z,2025-02-16T13:02:23Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520437037,213,0.70,5520437031,140,18.4,5520437029,56,Back,5520437035,212,11.0,5520437033,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152947,14,1,1,1,19,ahnt9ejgwj58ul8auzdvi3czf,1,26.0,48.2,2025-02-16T13:02:22.909Z,2025-02-16T13:02:25Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520437297,140,24.7,5520437301,212,6.5,5520437299,141,38.9,5520437303,213,4.50,5520437295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777152985,15,1,1,1,22,ahnt9ejgwj58ul8auzdvi3czf,1,28.6,32.2,2025-02-16T13:02:25.532Z,2025-02-16T13:02:28Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520437531,56,Back,5520437537,212,20.3,5520437539,213,5.19,5520437533,140,37.4,5520437535,141,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153009,16,1,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,1,38.1,6.0,2025-02-16T13:02:28.812Z,2025-02-16T13:02:30Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520437663,213,1.60,5520437657,140,37.8,5520437661,212,11.2,5520437659,141,22.5,5520437655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153027,17,1,1,1,27,ahnt9ejgwj58ul8auzdvi3czf,1,38.1,24.2,2025-02-16T13:02:30.508Z,2025-02-16T13:02:31Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520437775,213,1.38,5520437769,140,39.9,5520437771,141,38.9,5520437767,56,Back,5520437773,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153085,18,1,1,1,28,ahnt9ejgwj58ul8auzdvi3czf,1,39.3,37.8,2025-02-16T13:02:31.772Z,2025-02-16T13:02:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5520438039,141,31.3,5520438037,140,31.1,5520438043,213,3.62,5520438035,56,Back,5520438041,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153143,19,1,1,1,31,ahnt9ejgwj58ul8auzdvi3czf,1,30.9,34.2,2025-02-16T13:02:34.701Z,2025-02-16T13:02:37Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520438305,56,Back,5520438307,140,37.1,5520438311,212,21.7,5520438309,141,64.7,5520438313,213,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153177,20,1,1,1,33,ahnt9ejgwj58ul8auzdvi3czf,1,37.6,65.2,2025-02-16T13:02:37.164Z,2025-02-16T13:02:38Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520438465,213,0.78,5520438457,56,Left,5520438461,141,93.2,5520438459,140,55.8,5520438463,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153235,21,1,1,1,35,ahnt9ejgwj58ul8auzdvi3czf,1,54.1,91.6,2025-02-16T13:02:38.845Z,2025-02-16T13:02:43Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5520438729,141,77.7,5520438727,140,38.2,5520438731,212,19.2,5520438733,213,3.66,5520438725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153249,22,1,1,1,39,ahnt9ejgwj58ul8auzdvi3czf,1,38.8,66.6,2025-02-16T13:02:43.357Z,2025-02-16T13:02:44Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520438845,56,Back,5520438853,213,0.57,5520438849,141,74.9,5520438851,212,10.5,5520438847,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153297,23,1,1,1,41,ahnt9ejgwj58ul8auzdvi3czf,1,46.9,74.9,2025-02-16T13:02:44.780Z,2025-02-16T13:02:50Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5520439051,140,38.1,5520439057,213,3.57,5520439049,56,Back,5520439055,212,10.2,5520439053,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153391,24,1,1,1,47,ahnt9ejgwj58ul8auzdvi3czf,1,40.9,64.2,2025-02-16T13:02:50.620Z,2025-02-16T13:02:57Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520439499,141,53.7,5520439497,140,43.2,5520439503,213,5.04,5520439495,56,Back,5520439501,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153415,25,1,1,1,54,ahnt9ejgwj58ul8auzdvi3czf,1,44.9,55.6,2025-02-16T13:02:57.756Z,2025-02-16T16:49:08Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520439633,141,14.3,5520439641,213,5.09,5520439625,56,Right,5520439637,212,30.2,5520439629,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153443,26,1,1,1,57,ahnt9ejgwj58ul8auzdvi3czf,1,57.1,10.9,2025-02-16T13:03:00.492Z,2025-02-16T13:03:02Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5520439775,141,14.1,5520439771,56,Back,5520439779,213,3.00,5520439773,140,42.8,5520439777,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153509,27,1,1,1,59,ahnt9ejgwj58ul8auzdvi3czf,1,42.4,25.4,2025-02-16T13:03:02.636Z,2025-02-16T13:03:06Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520440209,213,1.78,5520440203,140,37.9,5520440205,141,57.7,5520440201,56,Back,5520440207,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153567,28,1,1,2,2,ahnt9ejgwj58ul8auzdvi3czf,1,40.2,60.9,2025-02-16T13:03:06.252Z,2025-02-16T13:03:10Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520440505,140,59.9,5520440509,212,30.9,5520440503,56,Left,5520440507,141,94.7,5520440511,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153613,29,1,1,2,6,ahnt9ejgwj58ul8auzdvi3czf,1,61.4,95.2,2025-02-16T13:03:10.284Z,2025-02-16T13:03:14Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5520440775,141,85.0,5520440771,56,Left,5520440779,213,4.27,5520440773,140,58.3,5520440777,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153631,30,1,1,2,11,ahnt9ejgwj58ul8auzdvi3czf,1,56.5,78.7,2025-02-16T13:03:14.652Z,2025-02-16T13:03:15Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5520440877,141,64.2,5520440875,140,45.2,5520440881,213,3.83,5520440873,56,Back,5520440879,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153671,31,1,1,2,12,ahnt9ejgwj58ul8auzdvi3czf,1,44.0,62.4,2025-02-16T13:03:15.820Z,2025-02-16T13:03:18Z,ew91bx066dre4xck30vmz10yc,A. Busch,,,5520441073,213,4.80,5520441069,141,27.2,5520441071,212,24.0,5520441067,140,46.0,5520441065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153701,32,1,1,2,14,ahnt9ejgwj58ul8auzdvi3czf,1,53.4,20.3,2025-02-16T13:03:17.996Z,2025-02-16T13:03:20Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520441221,213,6.22,5520441217,141,18.4,5520441213,56,Right,5520441219,212,20.7,5520441215,140,73.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153729,33,1,1,2,16,ahnt9ejgwj58ul8auzdvi3czf,1,72.8,15.9,2025-02-16T13:03:20.220Z,2025-02-16T13:03:21Z,349g9rdismqpb1aarjp011bd,C. McCowatt,,,5520441405,213,4.76,5520441395,56,Right,5520441401,141,3.5,5520441403,212,8.4,5520441399,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153759,34,1,1,2,18,ahnt9ejgwj58ul8auzdvi3czf,1,73.3,3.5,2025-02-16T13:03:21.612Z,2025-02-16T13:03:23Z,7h39w16zvj1lbfb0rqr7kvt1x,J. Gammelby,,,5520441581,212,13.3,5520441577,140,60.6,5520441583,213,3.12,5520441579,141,3.9,5520441575,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153771,35,1,1,2,20,ahnt9ejgwj58ul8auzdvi3czf,1,61.2,6.3,2025-02-16T13:03:23.612Z,2025-02-16T13:03:25Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5520441661,141,28.6,5520441657,140,67.5,5520441651,56,Center,5520441667,212,16.5,5520441669,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153791,36,1,1,2,21,ahnt9ejgwj58ul8auzdvi3czf,1,66.8,28.6,2025-02-16T13:03:25.276Z,2025-02-16T13:03:26Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5520441779,141,14.8,5520441781,212,9.8,5520441775,56,Right,5520441783,213,5.02,5520441777,140,69.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153795,37,61,1,2,23,ahnt9ejgwj58ul8auzdvi3czf,0,69.6,14.8,2025-02-16T13:03:26.460Z,2025-02-16T13:03:26Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5520441797,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777153867,20,1,1,2,24,c165yjiny1qnmfdvefxvflnkc,1,32.8,91.5,2025-02-16T13:03:27.538Z,2025-02-16T13:03:30Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5520442131,141,83.8,5520442127,56,Back,5520442129,140,37.7,5520442133,212,7.3,5520442135,213,5.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
