id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2721526771,9,1,1,0,18,77tfx9me4aaqhzv78bmgsy9bg,1,27.0,48.1,2024-09-16T17:00:26.371Z,2024-09-16T17:00:29Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217558091,141,14.2,5217558095,213,4.96,5217558089,140,32.5,5217558093,212,23.8,5217558087,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721526789,10,61,1,0,21,77tfx9me4aaqhzv78bmgsy9bg,1,32.5,14.2,2024-09-16T17:00:29.187Z,2024-09-16T17:03:05Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217562029,238,,5217558209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721526787,3,5,1,0,22,9w3sjm5ml4sjr2v81oxzdrt8v,1,68.6,100.3,2024-09-16T17:00:30.031Z,2024-09-16T17:35:13Z,6w9yjs87tue7noq71ftksxez8,T. Bany,,,5217558203,347,,5217558201,56,Left,5217558227,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721526791,11,5,1,0,22,77tfx9me4aaqhzv78bmgsy9bg,0,31.4,-0.30000000000000004,2024-09-16T17:00:30.031Z,2024-09-16T17:35:13Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217558225,347,,5217558231,233,3,5217558223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721526933,4,27,1,1,3,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-16T17:01:11.583Z,2024-09-16T17:35:22Z,,,,,5217648485,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721526969,12,27,1,1,3,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-09-16T17:01:11.583Z,2024-09-16T17:35:21Z,,,,,5217559223,41,Injury,5217648467,233,4,5217559225,53,55gunqozsj8gs6oua7ee5xxhx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527117,5,28,1,1,53,9w3sjm5ml4sjr2v81oxzdrt8v,1,0.0,0.0,2024-09-16T17:02:00.745Z,2024-09-16T17:02:04Z,,,,,5217560253,233,13,5217560223,55,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527107,13,28,1,1,53,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2024-09-16T17:02:00.745Z,2024-09-16T17:02:04Z,,,,,5217560227,233,5,5217560141,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527129,6,1,1,1,56,9w3sjm5ml4sjr2v81oxzdrt8v,0,69.5,100.0,2024-09-16T17:02:03.854Z,2024-09-16T17:02:10Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5217560317,189,,5217560315,238,,5217560301,107,,5217560309,212,15.7,5217560303,56,Left,5217560311,213,5.61,5217560307,141,87.5,5217560305,140,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527133,15,1,1,1,59,77tfx9me4aaqhzv78bmgsy9bg,1,13.4,9.8,2024-09-16T17:02:07.288Z,2024-09-16T17:02:10Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217560345,213,2.07,5217560341,141,38.3,5217560339,140,3.4,5217560337,56,Back,5217560343,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527145,16,1,1,2,2,77tfx9me4aaqhzv78bmgsy9bg,1,4.7,39.1,2024-09-16T17:02:10.230Z,2024-09-16T17:02:14Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5217560427,141,64.8,5217560425,140,2.4,5217560423,56,Back,5217560431,213,1.71,5217560429,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527157,17,1,1,2,6,77tfx9me4aaqhzv78bmgsy9bg,1,7.4,69.2,2024-09-16T17:02:14.022Z,2024-09-16T17:02:17Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217560503,140,14.5,5217560505,141,91.2,5217560509,213,1.11,5217560507,212,16.7,5217560501,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527187,18,1,1,2,9,77tfx9me4aaqhzv78bmgsy9bg,1,11.3,81.8,2024-09-16T17:02:17.575Z,2024-09-16T17:02:22Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217560677,212,40.6,5217560675,141,22.4,5217560673,140,15.5,5217560681,1,,5217560665,155,,5217560679,213,4.82,5217560669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527193,19,1,1,2,14,77tfx9me4aaqhzv78bmgsy9bg,1,26.0,20.0,2024-09-16T17:02:22.374Z,2024-09-16T17:02:24Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217560727,141,34.0,5217560725,140,33.4,5217560723,56,Back,5217560731,213,0.89,5217560729,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527205,20,1,1,2,17,77tfx9me4aaqhzv78bmgsy9bg,1,33.2,34.0,2024-09-16T17:02:24.679Z,2024-09-16T17:02:29Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217560807,141,31.0,5217560805,140,45.8,5217560811,213,6.13,5217560803,56,Back,5217560809,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527213,21,1,1,2,21,77tfx9me4aaqhzv78bmgsy9bg,1,62.5,16.7,2024-09-16T17:02:29.382Z,2024-09-16T17:02:31Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5217560853,212,10.5,5217560855,213,5.26,5217560847,56,Right,5217560849,140,67.7,5217560851,141,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527219,22,1,1,2,23,77tfx9me4aaqhzv78bmgsy9bg,1,69.0,3.4,2024-09-16T17:02:31.126Z,2024-09-16T17:02:36Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217560889,140,71.4,5217560893,212,15.1,5217560887,56,Center,5217560895,213,1.40,5217560891,141,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527225,23,1,1,2,28,77tfx9me4aaqhzv78bmgsy9bg,1,63.8,30.2,2024-09-16T17:02:36.039Z,2024-09-16T17:02:37Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217560953,213,2.41,5217560947,140,49.1,5217560949,141,50.6,5217560951,212,20.8,5217560945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527247,24,1,1,2,30,77tfx9me4aaqhzv78bmgsy9bg,1,49.1,50.6,2024-09-16T17:02:37.847Z,2024-09-16T17:02:40Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217561071,213,5.41,5217561069,212,9.1,5217561063,56,Center,5217561067,141,40.3,5217561065,140,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527257,25,1,1,2,32,77tfx9me4aaqhzv78bmgsy9bg,1,58.8,35.6,2024-09-16T17:02:40.567Z,2024-09-16T17:02:43Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217561133,56,Back,5217561139,212,16.0,5217561137,141,21.8,5217561135,140,46.5,5217561141,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527275,26,1,1,2,35,77tfx9me4aaqhzv78bmgsy9bg,1,47.2,22.1,2024-09-16T17:02:42.902Z,2024-09-16T17:02:48Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217561247,141,53.1,5217561249,212,21.5,5217561245,140,43.0,5217561251,213,1.78,5217561243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527293,27,1,1,2,40,77tfx9me4aaqhzv78bmgsy9bg,1,42.0,57.6,2024-09-16T17:02:48.119Z,2024-09-16T17:02:49Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217561333,212,25.2,5217561329,140,36.7,5217561327,56,Back,5217561331,141,21.4,5217561335,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527301,28,1,1,2,42,77tfx9me4aaqhzv78bmgsy9bg,1,37.6,20.0,2024-09-16T17:02:49.863Z,2024-09-16T17:02:52Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217561381,56,Back,5217561385,141,2.3,5217561389,213,5.20,5217561387,212,13.6,5217561383,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527331,29,1,1,2,44,77tfx9me4aaqhzv78bmgsy9bg,1,44.5,3.2,2024-09-16T17:02:52.439Z,2024-09-16T17:02:55Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217561531,141,38.5,5217561527,56,Center,5217561525,155,,5217561537,1,,5217561535,213,0.68,5217561533,212,38.4,5217561529,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527345,30,61,1,2,47,77tfx9me4aaqhzv78bmgsy9bg,0,73.0,38.5,2024-09-16T17:02:55.479Z,2024-09-16T17:02:56Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5217561593,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527381,8,1,1,2,48,9w3sjm5ml4sjr2v81oxzdrt8v,1,28.1,86.3,2024-09-16T17:02:56.593Z,2024-09-16T17:02:59Z,60z63hezwwosjnhvamcwxtre1,N. Dyhr,,,5217561775,140,32.3,5217561777,141,94.2,5217561779,212,7.0,5217561781,213,0.88,5217561773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527385,9,61,1,2,51,9w3sjm5ml4sjr2v81oxzdrt8v,0,29.4,94.7,2024-09-16T17:02:58.632Z,2024-09-16T20:04:33Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5217561799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527391,10,5,1,2,52,9w3sjm5ml4sjr2v81oxzdrt8v,0,30.0,101.2,2024-09-16T17:03:00.104Z,2024-09-16T17:35:13Z,6uj3c69lgu6boblkjiuhoy6eh,J. Björkengren,,,5217561987,233,31,5217561829,56,Back,5217561831,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527417,31,5,1,2,52,77tfx9me4aaqhzv78bmgsy9bg,1,70.0,-1.2,2024-09-16T17:03:00.104Z,2024-09-16T17:35:13Z,4rgz5z372h6sbwhpxl69cb6c5,M. Ingvartsen,,,5217561977,233,10,5217561971,347,,5217561969,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527493,32,1,1,3,6,77tfx9me4aaqhzv78bmgsy9bg,1,61.8,0.0,2024-09-16T17:03:13.696Z,2024-09-16T20:05:17Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5218197511,189,,5217562493,56,Right,5217562497,141,8.8,5217562495,140,61.5,5217562501,213,1.61,5217562499,212,7.2,5217562491,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721640841,1132,61,1,3,8,77tfx9me4aaqhzv78bmgsy9bg,1,60.8,11.8,2024-09-16T17:03:16.375Z,2024-09-16T20:05:25Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5218199715,189,,5218199547,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721640909,1133,1,1,3,9,77tfx9me4aaqhzv78bmgsy9bg,1,62.2,4.9,2024-09-16T17:03:17.375Z,2024-09-16T20:05:32Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5218199981,213,2.99,5218199969,189,,5218199973,140,37.0,5218199975,141,11.0,5218199977,212,26.8,5218199971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527523,33,1,1,3,13,77tfx9me4aaqhzv78bmgsy9bg,1,30.7,19.4,2024-09-16T17:03:21.256Z,2024-09-16T17:03:26Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217562645,140,28.6,5217562651,213,1.65,5217562649,212,29.1,5217562647,141,62.1,5217562643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527535,34,1,1,3,19,77tfx9me4aaqhzv78bmgsy9bg,1,32.9,66.9,2024-09-16T17:03:26.744Z,2024-09-16T20:05:39Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217562723,212,7.4,5217562717,56,Back,5218200313,189,,5217562725,213,5.52,5217562719,140,38.0,5217562721,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527539,35,1,1,3,20,77tfx9me4aaqhzv78bmgsy9bg,1,38.0,59.4,2024-09-16T17:03:27.896Z,2024-09-16T17:03:28Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217562733,56,Back,5217562739,212,7.6,5217562737,141,48.4,5217562741,213,4.55,5217562735,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527551,36,1,1,3,21,77tfx9me4aaqhzv78bmgsy9bg,1,36.8,48.4,2024-09-16T17:03:28.760Z,2024-09-16T17:03:30Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217562817,141,59.0,5217562815,140,31.6,5217562813,56,Back,5217562819,212,9.0,5217562821,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527563,37,1,1,3,22,77tfx9me4aaqhzv78bmgsy9bg,1,31.6,59.0,2024-09-16T17:03:30.376Z,2024-09-16T17:03:32Z,ddsv1cx4vopu1xis5xwkx2qz8,L. Hey,,,5217562899,212,22.0,5217562897,141,27.4,5217562895,140,27.2,5217562901,213,4.50,5217562893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527581,38,1,1,3,26,77tfx9me4aaqhzv78bmgsy9bg,1,29.1,27.2,2024-09-16T17:03:33.928Z,2024-09-16T17:03:36Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217563011,212,20.4,5217563013,213,2.45,5217563007,140,14.2,5217563009,141,46.4,5217563005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527597,39,1,1,3,28,77tfx9me4aaqhzv78bmgsy9bg,1,14.2,46.3,2024-09-16T17:03:36.472Z,2024-09-16T17:03:38Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5217563101,140,26.3,5217563099,56,Back,5217563105,212,20.9,5217563107,213,0.92,5217563103,141,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527607,40,1,1,3,31,77tfx9me4aaqhzv78bmgsy9bg,1,24.9,70.4,2024-09-16T17:03:38.632Z,2024-09-16T17:03:39Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217563139,56,Back,5217563141,140,25.6,5217563145,212,7.4,5217563147,213,4.81,5217563143,141,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527645,41,1,1,3,31,77tfx9me4aaqhzv78bmgsy9bg,1,25.6,59.6,2024-09-16T17:03:39.304Z,2024-09-16T17:03:43Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5217563357,213,1.29,5217563355,212,19.7,5217563349,56,Back,5217563353,141,87.5,5217563351,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527679,42,1,1,3,35,77tfx9me4aaqhzv78bmgsy9bg,1,35.5,92.3,2024-09-16T17:03:43.512Z,2024-09-16T17:03:47Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5217563581,212,12.4,5217563575,56,Back,5217563577,140,41.0,5217563579,141,76.1,5217563583,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527697,43,1,1,3,39,77tfx9me4aaqhzv78bmgsy9bg,1,40.9,68.4,2024-09-16T17:03:47.400Z,2024-09-16T17:03:50Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5217563661,213,4.29,5217563653,56,Back,5217563655,140,31.3,5217563657,141,35.8,5217563659,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527725,44,1,1,3,42,77tfx9me4aaqhzv78bmgsy9bg,1,35.9,30.4,2024-09-16T17:03:50.488Z,2024-09-16T17:03:53Z,etfoa7t308eq1xdmo9m2gfcgl,J. Tverskov,,,5217563811,212,25.1,5217563803,56,Right,5217563805,140,53.9,5217563809,141,6.1,5217563813,213,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721527741,45,1,1,3,45,77tfx9me4aaqhzv78bmgsy9bg,1,47.3,11.6,2024-09-16T17:03:53.432Z,2024-09-16T17:03:55Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5217563895,212,11.0,5217563897,213,1.86,5217563889,56,Back,5217563893,141,27.1,5217563891,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
