id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/11/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/15/value,qualifier/13/value
2800841191,9,1,1,0,16,9w3sjm5ml4sjr2v81oxzdrt8v,1,56.8,95.9,2025-04-13T16:00:34.129Z,2025-04-13T16:00:35Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650322189,212,11.7,5650322185,140,66.4,5650322187,141,87.2,5650322191,213,5.75,5650322183,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841313,10,1,1,0,18,9w3sjm5ml4sjr2v81oxzdrt8v,1,70.5,86.5,2025-04-13T16:00:35.601Z,2025-04-13T16:00:42Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5650322889,213,6.27,5650322881,56,Left,5650322887,212,25.0,5650322883,140,94.3,5650322885,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841321,3,45,1,0,25,77tfx9me4aaqhzv78bmgsy9bg,0,8.4,27.4,2025-04-13T16:00:42.785Z,2025-04-13T19:48:37Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650322917,56,Back,5650323063,233,11,5650322919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841331,11,3,1,0,25,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.6,72.6,2025-04-13T16:00:42.785Z,2025-04-13T19:18:47Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5650322959,56,Center,5651213329,464,,5650323031,233,3,5650322961,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841359,12,1,1,0,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.3,70.8,2025-04-13T16:00:43.810Z,2025-04-13T16:00:45Z,1329qhvvxpp6j4q5esh4n3hii,M. Touré,,,5650323139,140,79.5,5650323145,213,3.63,5650323137,56,Center,5650323141,141,61.1,5650323143,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841377,13,1,1,0,27,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.3,61.1,2025-04-13T16:00:45.297Z,2025-04-13T16:00:46Z,606hufq6dapf3qxcgilbc8tt5,S. Nordli,,,5650323233,213,1.57,5650323231,212,7.8,5650323225,56,Center,5650323227,140,79.3,5650323229,141,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841397,14,1,1,0,28,9w3sjm5ml4sjr2v81oxzdrt8v,1,79.3,72.6,2025-04-13T16:00:46.098Z,2025-04-13T16:00:47Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5650323327,213,0.71,5650323321,140,87.4,5650323323,141,83.3,5650323325,212,11.2,5650323319,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841409,15,1,1,0,29,9w3sjm5ml4sjr2v81oxzdrt8v,1,87.4,83.3,2025-04-13T16:00:47.409Z,2025-04-13T16:00:48Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650323361,56,Left,5650323363,140,78.3,5650323369,141,84.7,5650323377,212,9.6,5650323383,213,3.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841431,16,1,1,0,30,9w3sjm5ml4sjr2v81oxzdrt8v,1,81.9,87.5,2025-04-13T16:00:48.226Z,2025-04-13T16:00:49Z,o7nooyu95nab78ys541e3uuh,F. Lauenborg,,,5650323499,141,87.8,5650323503,213,0.02,5650323501,212,9.8,5650323493,56,Left,5650323497,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841517,17,1,1,0,31,9w3sjm5ml4sjr2v81oxzdrt8v,1,91.2,87.8,2025-04-13T16:00:48.977Z,2025-04-13T16:00:54Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650323915,212,20.4,5650323917,213,3.05,5650323913,141,90.6,5650323909,56,Left,5650323911,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841549,18,1,1,0,36,9w3sjm5ml4sjr2v81oxzdrt8v,1,58.3,83.2,2025-04-13T16:00:54.466Z,2025-04-13T16:00:56Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650324039,56,Back,5650324045,212,18.3,5650324047,213,3.85,5650324041,140,45.0,5650324043,141,65.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841599,19,1,1,0,38,9w3sjm5ml4sjr2v81oxzdrt8v,1,45.0,65.7,2025-04-13T16:00:56.322Z,2025-04-13T16:00:58Z,effgiwtme6eu08o1ninlnqqqd,D. Høegh,,,5650324239,213,1.50,5650324233,140,45.9,5650324237,212,14.2,5650324231,56,Back,5650324235,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841623,20,1,1,0,41,9w3sjm5ml4sjr2v81oxzdrt8v,0,45.9,86.6,2025-04-13T16:00:58.738Z,2025-04-13T16:01:00Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650324379,212,24.0,5650324377,141,100.0,5650324371,56,Left,5650324375,140,66.5,5650324381,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841735,4,5,1,0,42,77tfx9me4aaqhzv78bmgsy9bg,1,34.7,-1.8,2025-04-13T16:01:00.174Z,2025-04-13T16:51:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650324967,56,Back,5650324989,233,21,5650324969,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841631,21,5,1,0,42,9w3sjm5ml4sjr2v81oxzdrt8v,0,65.3,101.8,2025-04-13T16:01:00.174Z,2025-04-13T16:01:07Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650324413,347,,5650324411,56,Left,5650325009,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841947,5,1,1,0,59,77tfx9me4aaqhzv78bmgsy9bg,0,39.9,0.0,2025-04-13T16:01:16.613Z,2025-04-13T16:01:19Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650326097,56,Right,5650326095,107,,5650326105,212,17.7,5650326107,213,0.31,5650326103,141,6.7,5650326101,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801001681,792,44,1,1,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,44.0,94.8,2025-04-13T16:01:18.549Z,2025-04-13T19:19:26Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5651215813,233,1138,5651215781,56,Back,5651215783,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801001687,1138,44,1,1,1,77tfx9me4aaqhzv78bmgsy9bg,0,56.0,5.2,2025-04-13T16:01:18.550Z,2025-04-13T19:19:27Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5651215807,233,792,5651215801,56,Right,5651215805,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800841961,22,12,1,1,1,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.0,91.7,2025-04-13T16:01:19.010Z,2025-04-13T16:01:21Z,8cox96ikk1k4c24f0y5ef45x,W. Dammers,,,5650326149,141,93.6,5650326145,56,Back,5650326147,140,47.8,5650326237,15,,5650326153,213,0.21,5650326151,212,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842001,23,12,1,1,2,9w3sjm5ml4sjr2v81oxzdrt8v,1,47.8,93.6,2025-04-13T16:01:19.898Z,2025-04-13T19:19:31Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650326389,213,0.80,5650326385,141,100.0,5650326387,212,7.1,5650326381,56,Left,5650326383,140,52.5,5651216145,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842027,6,5,1,1,3,77tfx9me4aaqhzv78bmgsy9bg,1,47.8,-1.0,2025-04-13T16:01:21.283Z,2025-04-13T16:01:24Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650326555,233,24,5650326481,56,Back,5650326483,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842005,24,5,1,1,3,9w3sjm5ml4sjr2v81oxzdrt8v,0,52.2,101.0,2025-04-13T16:01:21.283Z,2025-04-13T16:57:52Z,6m5ftd7c68b2d4d2931xs5srt,O. Olsen,,,5650326649,233,6,5650326397,56,Left,5650326399,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842123,7,1,1,1,8,77tfx9me4aaqhzv78bmgsy9bg,1,51.7,0.0,2025-04-13T16:01:26.003Z,2025-04-13T16:01:27Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650326979,212,13.8,5650326981,213,1.16,5650326975,140,57.0,5650326973,56,Right,5650326977,141,17.3,5650326971,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842171,8,1,1,1,10,77tfx9me4aaqhzv78bmgsy9bg,1,57.0,17.3,2025-04-13T16:01:27.571Z,2025-04-13T16:01:30Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5650327229,3,,5650327239,213,4.62,5650327237,212,7.0,5650327233,140,56.4,5650327231,56,Right,5650327235,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842185,9,1,1,1,12,77tfx9me4aaqhzv78bmgsy9bg,1,56.4,7.0,2025-04-13T16:01:29.843Z,2025-04-13T16:01:31Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650327305,155,,5650327307,56,Right,5650327315,213,1.03,5650327311,141,14.7,5650327313,212,6.1,5650327309,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842249,10,1,1,1,13,77tfx9me4aaqhzv78bmgsy9bg,1,59.4,14.7,2025-04-13T16:01:30.979Z,2025-04-13T16:01:34Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5650327677,140,52.6,5650327675,56,Center,5650327679,141,30.0,5650327683,213,2.17,5650327681,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842279,11,1,1,1,17,77tfx9me4aaqhzv78bmgsy9bg,1,52.1,30.9,2025-04-13T16:01:34.803Z,2025-04-13T16:01:36Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650327933,56,Back,5650327937,141,54.9,5650327935,140,45.5,5650327941,213,1.97,5650327939,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842309,12,1,1,1,18,77tfx9me4aaqhzv78bmgsy9bg,1,45.6,56.3,2025-04-13T16:01:36.499Z,2025-04-13T16:01:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650328169,212,23.5,5650328171,213,0.84,5650328165,140,60.5,5650328167,141,82.1,5650328163,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842345,13,1,1,1,20,77tfx9me4aaqhzv78bmgsy9bg,1,60.5,82.1,2025-04-13T16:01:38.323Z,2025-04-13T16:01:39Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650328311,213,4.31,5650328309,212,9.4,5650328303,56,Center,5650328307,141,69.4,5650328305,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842381,14,1,1,1,21,77tfx9me4aaqhzv78bmgsy9bg,1,56.9,69.3,2025-04-13T16:01:39.411Z,2025-04-13T16:01:42Z,5r1v2w303bvj0vv1893qr5d5h,M. Brink,,,5650328509,56,Back,5650328517,213,3.35,5650328513,141,65.8,5650328511,140,46.2,5650328515,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842409,15,1,1,1,24,77tfx9me4aaqhzv78bmgsy9bg,1,45.9,63.6,2025-04-13T16:01:42.003Z,2025-04-13T16:01:43Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650328649,56,Center,5650328661,213,5.81,5650328657,212,8.5,5650328651,140,53.1,5650328653,141,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842421,16,1,1,1,25,77tfx9me4aaqhzv78bmgsy9bg,0,53.1,57.9,2025-04-13T16:01:43.187Z,2025-04-13T16:01:43Z,3zc9hy5uicgp21wr6z5wyuntg,C. Yirenkyi,,,5650328711,212,11.4,5650328713,213,1.10,5650328709,141,72.9,5650328707,140,58.0,5650328705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842429,25,8,1,1,26,9w3sjm5ml4sjr2v81oxzdrt8v,1,42.9,29.8,2025-04-13T16:01:44.179Z,2025-04-13T19:19:59Z,brsecgiiou4wcogoimzawyhp0,L. Pedersen,,,5650328755,56,Back,5651218037,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842511,26,61,1,1,31,9w3sjm5ml4sjr2v81oxzdrt8v,0,60.8,6.7,2025-04-13T16:01:48.676Z,2025-04-13T16:01:48Z,ag40mk09zc8tzbkr7dnnqumay,N. Campbell,,,5650329103,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842543,17,43,1,1,33,77tfx9me4aaqhzv78bmgsy9bg,1,0.0,0.0,2025-04-13T16:01:50.628Z,2025-04-13T16:01:55Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650329675,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842675,18,1,1,1,38,77tfx9me4aaqhzv78bmgsy9bg,1,20.8,79.9,2025-04-13T16:01:56.148Z,2025-04-13T16:01:57Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650329931,213,4.08,5650329923,56,Back,5650329927,141,59.0,5650329925,140,10.8,5650329929,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842723,19,1,1,1,40,77tfx9me4aaqhzv78bmgsy9bg,1,11.4,58.4,2025-04-13T16:01:57.556Z,2025-04-13T16:01:59Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650330149,141,78.5,5650330145,140,15.2,5650330141,56,Back,5650330153,213,1.29,5650330151,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842773,20,1,1,1,41,77tfx9me4aaqhzv78bmgsy9bg,1,14.7,75.6,2025-04-13T16:01:59.508Z,2025-04-13T16:02:02Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5650330421,141,49.3,5650330423,212,19.4,5650330425,213,4.32,5650330419,140,7.6,5650330417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842841,21,1,1,1,44,77tfx9me4aaqhzv78bmgsy9bg,1,7.7,46.3,2025-04-13T16:02:02.452Z,2025-04-13T16:02:05Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5650330747,140,20.4,5650330743,56,Back,5650330753,141,15.3,5650330757,212,24.9,5650330761,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800842937,22,1,1,1,47,77tfx9me4aaqhzv78bmgsy9bg,1,23.3,14.7,2025-04-13T16:02:05.332Z,2025-04-13T16:02:09Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650331195,141,46.4,5650331191,56,Back,5650331197,212,22.6,5650331193,140,29.9,5650331199,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800843025,23,1,1,1,51,77tfx9me4aaqhzv78bmgsy9bg,1,31.2,50.6,2025-04-13T16:02:09.012Z,2025-04-13T16:02:14Z,6rd6a2f1k124dzp1p904yq3h0,Z. Sertdemir,,,5650331679,213,0.79,5650331681,1,,5650331675,141,86.2,5650331673,140,54.2,5650331677,212,34.2,5650331671,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800843079,24,1,1,1,56,77tfx9me4aaqhzv78bmgsy9bg,1,68.0,75.0,2025-04-13T16:02:14.437Z,2025-04-13T16:02:17Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5650331965,56,Center,5650331977,213,4.96,5650331969,140,75.5,5650331973,141,29.5,5650331975,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800843119,25,1,1,2,0,77tfx9me4aaqhzv78bmgsy9bg,0,78.2,27.8,2025-04-13T16:02:17.748Z,2025-04-13T19:20:25Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5650332183,212,29.6,5650332181,141,62.4,5650332185,213,0.92,5651219669,224,,5651219671,20,,5650332179,140,95.3,5650332175,155,,5650332177,56,Center,5651219465,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
