id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2705948971,5,61,1,0,11,ahnt9ejgwj58ul8auzdvi3czf,0,27.3,96.4,2024-08-04T12:00:39.729Z,2024-08-04T12:31:08Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5131859409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705948945,7,61,1,0,11,cftj6g399tknheudaxsdpfdgb,1,76.6,1.9,2024-08-04T12:00:39.730Z,2024-08-04T17:25:10Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5131859287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705948989,6,5,1,0,12,ahnt9ejgwj58ul8auzdvi3czf,1,22.8,101.6,2024-08-04T12:00:40.354Z,2024-08-04T12:16:36Z,lioz4hr2umpne2bwar18qa96,A. Klynge,,,5131859529,233,8,5131859499,347,,5131859497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705948947,8,5,1,0,12,cftj6g399tknheudaxsdpfdgb,0,77.2,-1.6,2024-08-04T12:00:40.354Z,2024-08-04T12:00:48Z,b6q0tf252xvikt39g8jevju38,J. Vester,,,5131859295,56,Right,5131859547,233,6,5131859297,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949037,7,1,1,0,19,ahnt9ejgwj58ul8auzdvi3czf,1,28.2,100.0,2024-08-04T12:00:47.728Z,2024-08-04T12:00:50Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5131859739,56,Back,5131859745,212,17.2,5131859747,213,3.70,5131859737,107,,5131859743,141,88.2,5131859741,140,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949055,8,1,1,0,22,ahnt9ejgwj58ul8auzdvi3czf,1,13.5,85.6,2024-08-04T12:00:50.781Z,2024-08-04T12:00:52Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5131859821,141,53.6,5131859823,212,23.5,5131859819,140,5.1,5131859817,56,Back,5131859825,213,4.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949091,9,1,1,0,24,ahnt9ejgwj58ul8auzdvi3czf,1,5.1,51.4,2024-08-04T12:00:52.622Z,2024-08-04T12:00:55Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5131859981,212,37.4,5131859983,213,5.31,5131859979,141,6.0,5131859977,140,25.2,5131859985,1,,5131859975,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949109,10,1,1,0,27,ahnt9ejgwj58ul8auzdvi3czf,1,29.4,5.5,2024-08-04T12:00:55.549Z,2024-08-04T12:00:57Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5131860069,141,13.0,5131860065,56,Back,5131860067,140,40.3,5131860071,212,12.5,5131860073,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949133,11,1,1,0,29,ahnt9ejgwj58ul8auzdvi3czf,1,40.4,13.0,2024-08-04T12:00:57.518Z,2024-08-04T12:00:59Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5131860167,56,Back,5131860175,213,2.27,5131860169,140,36.2,5131860173,212,6.8,5131860171,141,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949141,12,1,1,0,31,ahnt9ejgwj58ul8auzdvi3czf,1,37.4,19.4,2024-08-04T12:00:59.549Z,2024-08-04T12:01:00Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5131860215,140,40.9,5131860217,141,9.3,5131860221,213,5.20,5131860213,56,Back,5131860219,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949193,13,1,1,0,32,ahnt9ejgwj58ul8auzdvi3czf,1,41.9,7.6,2024-08-04T12:01:00.301Z,2024-08-04T12:49:51Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5132001467,155,,5131860501,213,2.35,5131860499,212,18.7,5131860497,141,27.1,5131860495,140,29.4,5131860493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949245,14,1,1,0,37,ahnt9ejgwj58ul8auzdvi3czf,1,26.2,33.1,2024-08-04T12:01:05.982Z,2024-08-04T17:27:11Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5131860729,140,24.4,5131860735,213,1.64,5131860727,56,Back,5131860733,212,27.9,5131860731,141,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949257,15,1,1,0,43,ahnt9ejgwj58ul8auzdvi3czf,1,30.3,84.7,2024-08-04T12:01:11.757Z,2024-08-04T12:50:01Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5131860803,140,38.9,5131860809,213,6.03,5131860801,56,Back,5131860805,141,81.3,5131860807,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949271,16,1,1,0,44,ahnt9ejgwj58ul8auzdvi3czf,1,38.9,81.3,2024-08-04T12:01:12.605Z,2024-08-04T18:35:56Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5131860889,141,77.9,5131860887,140,27.3,5131860885,56,Back,5133048845,156,,5131860891,212,12.4,5131860893,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705975903,453,1,1,0,45,ahnt9ejgwj58ul8auzdvi3czf,1,31.8,78.1,2024-08-04T12:01:13.079Z,2024-08-04T12:50:24Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5132003009,141,67.7,5132003011,212,8.8,5132003013,213,4.07,5132003007,140,26.8,5132003005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949297,17,1,1,0,46,ahnt9ejgwj58ul8auzdvi3czf,1,28.3,67.7,2024-08-04T12:01:14.398Z,2024-08-04T12:01:18Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,,5131860993,212,29.5,5131860991,141,24.3,5131860989,140,28.9,5131860995,213,4.73,5131860987,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949339,18,1,1,0,49,ahnt9ejgwj58ul8auzdvi3czf,0,36.8,15.2,2024-08-04T12:01:17.885Z,2024-08-04T12:01:22Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5131861199,140,100.0,5131861197,56,Right,5131861203,212,67.5,5131861201,141,16.9,5131861195,155,,5131861205,213,0.02,5131861207,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949377,9,5,1,0,54,cftj6g399tknheudaxsdpfdgb,1,-1.0,83.0,2024-08-04T12:01:22.369Z,2024-08-04T12:01:26Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5131861393,56,Back,5131861413,233,19,5131861395,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949343,19,5,1,0,54,ahnt9ejgwj58ul8auzdvi3czf,0,101.0,17.0,2024-08-04T12:01:22.369Z,2024-08-04T12:50:36Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5131861229,346,,5131861429,233,9,5131861227,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949509,10,1,1,1,8,cftj6g399tknheudaxsdpfdgb,1,5.4,62.4,2024-08-04T12:01:36.723Z,2024-08-04T12:02:41Z,bp2ellllifbtxgf0p8qlbm1nt,S. Radić,,,5131861997,124,,5131862011,237,,5131862007,213,4.63,5131863157,189,,5131862005,212,7.6,5131861999,56,Back,5131862003,141,51.3,5131862001,140,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950041,19,1,1,1,9,cftj6g399tknheudaxsdpfdgb,1,4.5,51.0,2024-08-04T12:01:37.249Z,2024-08-04T12:02:38Z,9lgnm175tw163z53b8bmiu5pm,L. Lund,,,5131864789,212,17.4,5131864785,140,7.6,5131864787,141,25.8,5131864783,56,Back,5131864791,213,4.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949561,11,1,1,1,12,cftj6g399tknheudaxsdpfdgb,1,11.9,20.3,2024-08-04T12:01:40.138Z,2024-08-04T12:01:45Z,6ja2xnbktah4mog04g3kmjgmh,Ž. Zaletel,,,5131862227,141,9.8,5131862217,157,,5131862225,140,61.4,5131862233,1,,5131862231,213,6.15,5131862223,56,Right,5131862229,212,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949577,12,1,1,1,17,cftj6g399tknheudaxsdpfdgb,0,61.4,18.8,2024-08-04T12:01:45.601Z,2024-08-04T12:01:47Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5131862333,213,1.16,5131862331,212,28.8,5131862329,141,57.6,5131862327,140,72.4,5131862325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949579,20,43,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,0.0,0.0,2024-08-04T12:01:48.378Z,2024-08-04T18:36:29Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5133051009,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949593,21,1,1,1,20,ahnt9ejgwj58ul8auzdvi3czf,1,29.3,36.1,2024-08-04T12:01:48.525Z,2024-08-04T12:01:51Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5131862399,56,Back,5131862403,141,62.2,5131862401,140,24.9,5131862407,213,1.83,5131862405,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949609,22,1,1,1,23,ahnt9ejgwj58ul8auzdvi3czf,1,24.9,63.0,2024-08-04T12:01:51.821Z,2024-08-04T12:01:53Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5131862515,213,5.17,5131862507,56,Back,5131862511,141,53.8,5131862513,212,7.0,5131862509,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949615,23,1,1,1,25,ahnt9ejgwj58ul8auzdvi3czf,1,29.2,51.1,2024-08-04T12:01:53.613Z,2024-08-04T12:01:54Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,,5131862541,212,9.1,5131862543,213,4.28,5131862539,141,38.9,5131862537,140,25.6,5131862535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949629,24,1,1,1,26,ahnt9ejgwj58ul8auzdvi3czf,1,25.9,32.8,2024-08-04T12:01:54.717Z,2024-08-04T12:01:56Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5131862611,213,5.10,5131862609,212,15.4,5131862603,56,Back,5131862607,141,11.8,5131862605,140,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949651,25,1,1,1,28,ahnt9ejgwj58ul8auzdvi3czf,1,32.3,8.9,2024-08-04T12:01:56.173Z,2024-08-04T12:01:57Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5131862733,56,Back,5131862741,213,1.74,5131862735,140,29.2,5131862737,141,37.3,5131862739,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949675,26,1,1,1,29,ahnt9ejgwj58ul8auzdvi3czf,1,29.4,39.1,2024-08-04T12:01:57.309Z,2024-08-04T12:01:59Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,,5131862833,213,4.24,5131862831,212,7.1,5131862827,140,26.3,5131862825,56,Back,5131862829,141,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949699,27,1,1,1,31,ahnt9ejgwj58ul8auzdvi3czf,1,26.6,28.0,2024-08-04T12:01:59.213Z,2024-08-04T12:02:02Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5131862969,140,33.5,5131862965,56,Back,5131862977,213,5.16,5131862975,212,16.8,5131862973,141,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949731,28,1,1,1,34,ahnt9ejgwj58ul8auzdvi3czf,1,34.8,8.9,2024-08-04T12:02:02.429Z,2024-08-04T12:02:05Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5131863169,212,16.3,5131863163,56,Back,5131863171,213,2.37,5131863165,140,23.7,5131863167,141,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949757,29,1,1,1,37,ahnt9ejgwj58ul8auzdvi3czf,1,23.3,28.0,2024-08-04T12:02:05.485Z,2024-08-04T12:02:09Z,7zaveckhldl5rieo5ddsqtt2i,P. Rödin,,,5131863293,213,1.88,5131863283,56,Back,5131863289,212,15.4,5131863285,140,18.9,5131863287,141,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949793,30,1,1,1,40,ahnt9ejgwj58ul8auzdvi3czf,1,18.9,56.8,2024-08-04T12:02:08.893Z,2024-08-04T12:02:11Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,,5131863485,213,1.40,5131863477,56,Back,5131863479,140,22.9,5131863483,212,24.6,5131863481,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949801,31,1,1,1,43,ahnt9ejgwj58ul8auzdvi3czf,1,23.2,93.2,2024-08-04T12:02:11.613Z,2024-08-04T12:02:13Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5131863523,212,12.9,5131863521,141,95.0,5131863519,140,35.4,5131863525,213,0.10,5131863517,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949805,32,1,1,1,45,ahnt9ejgwj58ul8auzdvi3czf,0,35.0,95.0,2024-08-04T12:02:13.117Z,2024-08-04T12:02:14Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5131863549,141,92.9,5131863547,140,38.7,5131863545,56,Back,5131863543,168,,5131863551,212,4.1,5131863553,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949817,13,61,1,1,46,cftj6g399tknheudaxsdpfdgb,1,71.4,4.1,2024-08-04T12:02:14.378Z,2024-08-04T12:03:10Z,4n3t1p3zn5yzjv4w0clo3xvjd,D. Anyembe,,,5131863595,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949835,14,61,1,1,48,cftj6g399tknheudaxsdpfdgb,0,76.1,22.5,2024-08-04T12:02:16.969Z,2024-08-04T12:02:17Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5131863689,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949849,33,3,1,1,49,ahnt9ejgwj58ul8auzdvi3czf,0,29.2,72.6,2024-08-04T12:02:17.596Z,2024-08-04T18:37:36Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5131863883,285,,5131863879,233,15,5133055153,465,,5131863763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949863,15,7,1,1,49,cftj6g399tknheudaxsdpfdgb,1,70.8,27.4,2024-08-04T12:02:17.597Z,2024-08-04T18:37:39Z,9wgpudcet9m8doz9ezbjxzkrt,J. Jacobs,1.0,,5133055255,384,,5131863811,56,Center,5131867979,286,,5131863833,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949891,17,13,1,1,52,cftj6g399tknheudaxsdpfdgb,1,75.4,45.2,2024-08-04T12:02:20.161Z,2024-08-04T18:37:54Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5131863937,18,,5131869883,230,96.4,5131869881,215,,5131863939,56,Center,5131869877,102,47.7,5131863935,22,,5131869873,55,15,5131869871,29,,5131868891,72,5131869885,231,48.2,5133056153,74,5131869879,103,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705949905,18,5,1,1,53,cftj6g399tknheudaxsdpfdgb,0,101.0,47.6,2024-08-04T12:02:21.745Z,2024-08-04T12:16:37Z,akxcr1xe62dyl5jmh3ataq13o,Renato Júnior,,,5131865073,233,34,5131864001,346,,5131863999,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950097,34,5,1,1,53,ahnt9ejgwj58ul8auzdvi3czf,1,-1.0,52.4,2024-08-04T12:02:21.745Z,2024-08-04T12:16:37Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5131865047,346,,5131865069,233,18,5131865045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705950121,35,1,1,2,16,ahnt9ejgwj58ul8auzdvi3czf,1,4.6,52.3,2024-08-04T12:02:44.940Z,2024-08-04T12:02:47Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5131865133,56,Back,5131865141,213,4.71,5131865137,141,33.2,5131865145,237,,5131865135,140,4.6,5131865139,212,13.0,5131865129,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
