id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2725066457,7,1,1,0,27,36g6ifzjliec1jqnbtf7yesme,1,29.7,66.3,2024-09-23T17:02:05.441Z,2024-09-23T17:02:08Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5236878255,212,10.4,5236878257,213,0.31,5236878251,140,39.1,5236878253,141,70.9,5236878249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066461,8,1,1,0,30,36g6ifzjliec1jqnbtf7yesme,0,38.7,66.0,2024-09-23T17:02:08.817Z,2024-09-23T17:02:09Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5236878285,213,5.14,5236878279,140,46.9,5236878281,141,38.2,5236878277,56,Back,5236878283,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066505,6,1,1,0,32,b3r6d8ydtmtjckam6pku9y400,1,59.0,66.9,2024-09-23T17:02:11.119Z,2024-09-23T17:02:15Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5236878557,141,75.1,5236878553,56,Center,5236878561,213,0.66,5236878555,140,65.9,5236878559,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066513,7,3,1,0,37,b3r6d8ydtmtjckam6pku9y400,0,75.1,68.3,2024-09-23T17:02:15.679Z,2024-09-23T19:46:44Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236878597,56,Center,5236878607,233,9,5237510483,464,,5236878599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066509,9,7,1,0,37,36g6ifzjliec1jqnbtf7yesme,0,24.9,31.7,2024-09-23T17:02:15.680Z,2024-09-23T19:46:48Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5236878601,233,7,5236878589,56,Back,5237510959,385,,5236878591,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066553,8,1,1,0,39,b3r6d8ydtmtjckam6pku9y400,1,67.4,63.3,2024-09-23T17:02:17.711Z,2024-09-23T17:02:21Z,al9l7egkwbc0pv68zk42gegut,L. Lerager,,,5236878825,212,16.4,5236878819,140,60.0,5236878817,56,Left,5236878823,141,84.5,5236878827,213,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066569,9,1,1,0,43,b3r6d8ydtmtjckam6pku9y400,1,60.8,80.1,2024-09-23T17:02:21.775Z,2024-09-23T19:47:00Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236878893,212,30.3,5236878887,56,Center,5236878891,141,36.0,5236878889,140,57.0,5236878895,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066605,10,1,1,0,45,b3r6d8ydtmtjckam6pku9y400,1,56.3,36.0,2024-09-23T17:02:23.519Z,2024-09-23T17:02:26Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236879127,213,5.41,5236879121,140,70.7,5236879123,141,9.5,5236879119,56,Right,5236879125,212,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066629,11,1,1,0,48,b3r6d8ydtmtjckam6pku9y400,1,70.1,11.4,2024-09-23T17:02:26.415Z,2024-09-23T17:02:29Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5236879263,140,57.6,5236879261,56,Right,5236879267,212,13.4,5236879269,213,2.93,5236879265,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066657,12,1,1,0,50,b3r6d8ydtmtjckam6pku9y400,0,57.9,15.3,2024-09-23T17:02:29.167Z,2024-09-23T17:02:32Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236879431,1,,5236879425,141,0.0,5236879429,213,5.94,5236879423,140,87.3,5236879427,212,32.8,5236879421,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066811,10,5,1,0,53,36g6ifzjliec1jqnbtf7yesme,1,15.3,101.2,2024-09-23T17:02:32.087Z,2024-09-23T17:14:56Z,8bi1tlz62rjwyak4pnnzgp562,A. Jasson,,,5236880353,347,,5236880351,56,Back,5236880363,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066659,13,5,1,0,53,b3r6d8ydtmtjckam6pku9y400,0,84.7,-1.2,2024-09-23T17:02:32.087Z,2024-09-23T17:14:56Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236880389,233,10,5236879443,56,Right,5236879445,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066837,11,1,1,1,8,36g6ifzjliec1jqnbtf7yesme,0,19.8,100.0,2024-09-23T17:02:46.881Z,2024-09-23T17:02:50Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5236880515,213,5.97,5236880507,56,Back,5236880505,107,,5236880511,141,91.8,5236880517,1,,5236880509,140,40.1,5236880513,212,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066841,14,44,1,1,11,b3r6d8ydtmtjckam6pku9y400,1,60.0,10.2,2024-09-23T17:02:49.997Z,2024-09-23T17:14:42Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5236880533,56,Right,5236880535,286,,5236880545,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066843,12,44,1,1,11,36g6ifzjliec1jqnbtf7yesme,0,40.0,89.8,2024-09-23T17:02:49.998Z,2024-09-23T17:14:43Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5236880539,56,Back,5236880561,233,14,5236880541,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066863,15,1,1,1,12,b3r6d8ydtmtjckam6pku9y400,1,60.3,13.4,2024-09-23T17:02:50.397Z,2024-09-23T17:02:52Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,,,5236880615,140,67.1,5236880619,212,16.5,5236880613,56,Center,5236880621,213,1.12,5236880617,141,35.2,5236880611,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066869,16,1,1,1,13,b3r6d8ydtmtjckam6pku9y400,1,68.0,33.0,2024-09-23T17:02:51.564Z,2024-09-23T18:05:15Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5236880677,140,56.5,5237101337,156,,5236880679,141,47.3,5236880681,212,15.5,5236880683,213,2.46,5236880675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066889,18,1,1,1,15,b3r6d8ydtmtjckam6pku9y400,1,56.5,47.3,2024-09-23T17:02:53.899Z,2024-09-23T17:02:55Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236880753,141,41.9,5236880757,213,5.94,5236880745,56,Center,5236880751,140,66.4,5236880755,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066897,19,1,1,1,16,b3r6d8ydtmtjckam6pku9y400,1,66.3,42.1,2024-09-23T17:02:55.215Z,2024-09-23T17:02:56Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5236880799,213,1.57,5236880795,141,55.7,5236880793,140,66.3,5236880797,212,9.2,5236880791,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066901,20,1,1,1,18,b3r6d8ydtmtjckam6pku9y400,0,68.1,55.8,2024-09-23T17:02:56.351Z,2024-09-23T19:47:30Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236880829,213,4.31,5236880827,212,1.6,5236880821,56,Center,5236880845,286,,5236880823,140,67.5,5236880825,141,53.6,5236880841,233,13,5236880839,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066903,13,74,1,1,18,36g6ifzjliec1jqnbtf7yesme,1,32.6,48.1,2024-09-23T17:02:56.352Z,2024-09-23T19:47:33Z,3q4tnk1z46lop4rbdpjtfoc2c,M. Widell,,,5236880837,285,,5236880865,233,20,5236880835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066929,21,1,1,1,21,b3r6d8ydtmtjckam6pku9y400,1,67.6,94.2,2024-09-23T17:03:00.207Z,2024-09-23T17:03:01Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5236880957,140,69.8,5236880959,141,87.1,5236880955,56,Left,5236880961,212,5.4,5236880967,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066961,22,1,1,1,23,b3r6d8ydtmtjckam6pku9y400,1,70.2,86.8,2024-09-23T17:03:01.295Z,2024-09-23T17:03:03Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236881099,213,2.54,5236881097,212,8.9,5236881091,56,Left,5236881093,140,63.2,5236881095,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066977,23,1,1,1,25,b3r6d8ydtmtjckam6pku9y400,1,63.2,94.2,2024-09-23T17:03:03.293Z,2024-09-23T17:03:06Z,8inyievyp1az6q3dtlkpynf56,M. Mattsson,,,5236881249,56,Back,5236881253,141,71.1,5236881251,140,42.1,5236881257,213,3.76,5236881255,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067035,24,1,1,1,28,b3r6d8ydtmtjckam6pku9y400,1,45.0,58.3,2024-09-23T17:03:06.335Z,2024-09-23T19:47:46Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5236881563,56,Back,5236881567,141,34.4,5236881571,213,4.84,5236881569,212,16.4,5236881565,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067073,25,1,1,1,35,b3r6d8ydtmtjckam6pku9y400,1,55.7,31.9,2024-09-23T17:03:13.263Z,2024-09-23T17:03:18Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236881787,140,54.9,5236881793,213,1.60,5236881791,212,29.8,5236881785,56,Center,5236881789,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067113,26,1,1,1,40,b3r6d8ydtmtjckam6pku9y400,1,55.1,72.0,2024-09-23T17:03:18.879Z,2024-09-23T17:03:22Z,4gqnyyx3i92fayq6cxvekqwut,T. Delaney,,,5236881981,212,18.6,5236881977,140,65.8,5236881983,213,0.92,5236881975,56,Left,5236881979,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067141,27,1,1,1,44,b3r6d8ydtmtjckam6pku9y400,1,63.0,83.8,2024-09-23T17:03:22.396Z,2024-09-23T17:03:25Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236882143,140,54.0,5236882147,212,26.4,5236882141,56,Center,5236882149,213,4.35,5236882145,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067171,28,1,1,1,47,b3r6d8ydtmtjckam6pku9y400,1,54.4,44.0,2024-09-23T17:03:25.519Z,2024-09-23T17:03:28Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5236882335,212,32.9,5236882329,56,Right,5236882339,1,,5236882333,141,4.0,5236882331,140,72.0,5236882337,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067191,29,1,1,1,50,b3r6d8ydtmtjckam6pku9y400,1,76.5,3.3,2024-09-23T17:03:28.669Z,2024-09-23T19:48:06Z,9ic9msq3tj4gx8wqa6wfwk50q,G. Gocholeishvili,1.0,,5236882439,141,53.0,5237517003,224,,5236882443,213,1.23,5236882433,155,,5236882431,2,,5236882441,212,35.8,5236882437,140,87.8,5236882919,210,13,5236882435,56,5236882445,1,,Center,5237517005,20,5236882921,154,,,,,,,,,,,,,,,,,,,,
2725067203,30,44,1,1,52,b3r6d8ydtmtjckam6pku9y400,1,88.2,58.8,2024-09-23T17:03:30.911Z,2024-09-23T17:03:39Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236882775,233,15,5236882523,56,Center,5236882525,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067245,15,44,1,1,52,36g6ifzjliec1jqnbtf7yesme,0,11.8,41.2,2024-09-23T17:03:30.912Z,2024-09-23T17:14:43Z,de0dokhb6u6hts2hu5aupgiga,K. Jørgensen,,,5236882743,285,,5236882741,56,Back,5236882893,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067213,31,13,1,1,53,b3r6d8ydtmtjckam6pku9y400,1,87.8,55.5,2024-09-23T17:03:31.647Z,2024-09-23T19:48:39Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236882947,154,,5236882575,22,,5236882959,231,51.8,5236882943,77,,5236882957,230,99.4,5236882953,102,64.2,5236882949,55,29,5236882955,103,43.1,5236882579,56,5236882577,17,,Center,5236882813,15,5236882945,29,5236882817,328,,,,,,,,,,,,,,,,,,
2725067223,14,5,1,1,54,36g6ifzjliec1jqnbtf7yesme,1,-0.6000000000000001,39.8,2024-09-23T17:03:32.256Z,2024-09-23T17:03:35Z,rv6r0bwbl75er38wklyfpsr9,N. Helenius,,,5236882629,346,,5236882627,56,Back,5236882645,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067219,32,5,1,1,54,b3r6d8ydtmtjckam6pku9y400,0,100.6,60.2,2024-09-23T17:03:32.256Z,2024-09-23T17:14:56Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236882607,56,Center,5236882691,233,14,5236882609,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067425,16,1,1,2,17,36g6ifzjliec1jqnbtf7yesme,1,3.5,51.9,2024-09-23T17:03:55.304Z,2024-09-23T19:49:15Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236883867,237,,5236883845,56,Back,5236883841,124,,5237520223,189,,5236883859,213,1.28,5236883857,212,19.2,5236883853,141,79.0,5236883849,140,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725182065,675,1,1,2,18,36g6ifzjliec1jqnbtf7yesme,1,10.4,74.3,2024-09-23T17:03:56.539Z,2024-09-23T19:49:17Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5237522441,212,16.1,5237522437,140,17.3,5237522433,189,,5237522443,213,1.10,5237522435,56,Back,5237522439,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725181999,674,1,1,2,19,36g6ifzjliec1jqnbtf7yesme,1,21.7,94.8,2024-09-23T17:03:57.539Z,2024-09-23T19:49:09Z,8mkrj5bnkyhx8kutc4656cy96,M. Jiménez,,,5237522083,212,15.4,5237522077,56,Back,5237522081,141,83.0,5237522079,140,9.2,5237522085,213,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067433,17,1,1,2,20,36g6ifzjliec1jqnbtf7yesme,1,9.4,80.2,2024-09-23T17:03:58.496Z,2024-09-23T19:49:42Z,hpzxgnwobdttfgd04dykf26t,O. Diakhité,,,5236883915,141,78.5,5236883919,213,6.13,5236883917,212,7.4,5236883911,56,Back,5236883913,140,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067471,18,1,1,2,20,36g6ifzjliec1jqnbtf7yesme,1,16.4,78.5,2024-09-23T17:03:59.025Z,2024-09-23T17:04:13Z,6v1kpakd3t0jhnoh1eh75ev4k,K. Davidsen,,,5236884139,56,Back,5236884143,141,65.7,5236884147,213,3.70,5236884141,140,3.0,5236884485,156,,5236884145,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067481,19,1,1,2,26,36g6ifzjliec1jqnbtf7yesme,0,3.5,58.2,2024-09-23T17:04:04.528Z,2024-09-23T17:04:18Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236884189,212,55.7,5236884729,157,,5236884183,56,Back,5236884187,141,0.0,5236884185,140,39.8,5236884191,213,5.47,5236884193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067485,20,5,1,2,27,36g6ifzjliec1jqnbtf7yesme,0,41.6,-1.3,2024-09-23T17:04:05.444Z,2024-09-23T17:14:57Z,cul6phe87idi5dn1hsfywxhwp,R. de Boer,,,5236884349,233,33,5236884213,347,,5236884211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067503,33,5,1,2,27,b3r6d8ydtmtjckam6pku9y400,1,58.4,101.3,2024-09-23T17:04:05.444Z,2024-09-23T17:14:56Z,ssluj1c3ft94nkfs58dc8cq2,E. Achouri,,,5236884333,56,Left,5236884341,233,20,5236884335,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067529,34,1,1,2,31,b3r6d8ydtmtjckam6pku9y400,1,55.6,100.0,2024-09-23T17:04:09.360Z,2024-09-23T17:04:13Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236884499,212,17.8,5236884491,107,,5236884497,141,88.1,5236884493,56,Back,5236884495,140,40.8,5236884501,213,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067559,35,1,1,2,35,b3r6d8ydtmtjckam6pku9y400,1,41.0,71.8,2024-09-23T17:04:13.456Z,2024-09-23T17:04:17Z,ayqy2vql1oumokqly9ahfrnx1,P. Hatzidiakos,,,5236884705,56,Back,5236884711,212,20.2,5236884713,213,4.66,5236884709,141,42.2,5236884707,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067597,36,1,1,2,39,b3r6d8ydtmtjckam6pku9y400,1,44.7,44.0,2024-09-23T17:04:17.791Z,2024-09-23T19:50:00Z,4cbaoo2irqtme9goxuz6s3ey2,Gabriel Pereira,,,5236884929,212,32.3,5236884921,140,52.1,5236884917,56,Left,5236884925,141,90.1,5236884933,213,1.33,5236884937,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067657,37,1,1,2,43,b3r6d8ydtmtjckam6pku9y400,1,51.0,79.7,2024-09-23T17:04:21.856Z,2024-09-23T19:50:08Z,7xc0qldxpidl07vij2wgu1sk5,K. Diks,,,5236885289,212,29.5,5236885285,140,44.2,5236885291,213,4.47,5236885283,56,Back,5236885287,141,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
