id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/15/value
2793814563,7,44,1,0,14,9qsmopgutr7ut5g6workk8w4i,0,63.8,63.2,2025-03-30T16:00:51.739Z,2025-03-30T16:59:26Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611667301,286,,5611667299,56,Center,5611667457,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814621,5,1,1,0,14,59as3grjvj19voay31j3yfgni,1,33.6,35.1,2025-03-30T16:00:52.178Z,2025-03-30T20:30:04Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611667577,213,1.25,5611667573,212,23.0,5611667571,141,67.2,5611667565,3,,5611667567,56,Back,5611667569,140,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814631,6,61,1,0,17,59as3grjvj19voay31j3yfgni,0,40.4,67.2,2025-03-30T16:00:54.994Z,2025-03-30T20:30:11Z,4zrsiizdbzwwkmit3ta0f0dbe,A. Şimşir,,,5611667633,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814661,8,1,1,0,19,9qsmopgutr7ut5g6workk8w4i,0,61.2,39.5,2025-03-30T16:00:56.492Z,2025-03-30T16:00:58Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611667817,140,60.8,5611667815,56,Center,5611667823,213,1.65,5611667821,212,5.3,5611667813,3,,5611667819,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814655,7,44,1,0,19,59as3grjvj19voay31j3yfgni,1,38.2,51.0,2025-03-30T16:00:57.162Z,2025-03-30T16:59:27Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611667787,285,,5611667785,56,Back,5611667915,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814667,9,44,1,0,19,9qsmopgutr7ut5g6workk8w4i,0,61.8,49.0,2025-03-30T16:00:57.163Z,2025-03-30T16:59:27Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611667849,56,Center,5611667949,233,7,5611667851,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814693,8,1,1,0,20,59as3grjvj19voay31j3yfgni,1,36.6,48.1,2025-03-30T16:00:57.531Z,2025-03-30T16:01:00Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611668011,213,0.23,5611668001,140,46.3,5611668005,141,51.6,5611668009,212,10.5,5611667997,56,Back,5611667993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814713,10,1,1,0,21,59as3grjvj19voay31j3yfgni,0,45.6,51.6,2025-03-30T16:00:58.475Z,2025-03-30T20:30:29Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5611668133,212,12.0,5611668131,141,68.8,5611668135,213,1.78,5611668123,155,,5611668125,56,Back,5611668127,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814701,9,43,1,0,21,59as3grjvj19voay31j3yfgni,1,0.0,0.0,2025-03-30T16:00:59.195Z,2025-03-30T16:01:07Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5611668625,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814731,10,1,1,0,22,9qsmopgutr7ut5g6workk8w4i,0,56.1,32.1,2025-03-30T16:00:59.796Z,2025-03-30T20:30:34Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611668277,140,92.3,5611668275,56,Center,5611668285,1,,5611668273,157,,5611668281,212,40.5,5611668283,213,0.35,5611668279,141,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814733,11,52,1,0,24,59as3grjvj19voay31j3yfgni,1,8.4,49.1,2025-03-30T16:01:01.650Z,2025-03-30T20:30:37Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5612804495,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814893,12,1,1,0,26,59as3grjvj19voay31j3yfgni,1,8.4,49.1,2025-03-30T16:01:03.930Z,2025-03-30T16:01:12Z,7yim2aepctujr2m4p20a97755,E. Ólafsson,,,5611669083,140,24.8,5611669081,56,Back,5611669087,212,19.1,5611669085,141,37.1,5611669079,123,,5611669089,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793814937,13,1,1,0,34,59as3grjvj19voay31j3yfgni,1,34.6,28.8,2025-03-30T16:01:12.266Z,2025-03-30T16:01:14Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611669351,141,5.3,5611669353,212,16.6,5611669349,140,38.8,5611669355,213,4.98,5611669347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815029,14,1,1,0,37,59as3grjvj19voay31j3yfgni,1,39.4,4.6,2025-03-30T16:01:14.491Z,2025-03-30T16:01:21Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611669969,56,Right,5611669979,1,,5611669973,141,12.6,5611669967,155,,5611669971,140,75.2,5611669977,213,0.14,5611669975,212,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815089,15,1,1,0,44,59as3grjvj19voay31j3yfgni,1,73.6,19.7,2025-03-30T16:01:21.666Z,2025-03-30T16:01:26Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611670321,213,2.57,5611670313,56,Center,5611670315,140,69.0,5611670317,141,24.3,5611670319,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815143,16,1,1,0,48,59as3grjvj19voay31j3yfgni,1,67.0,28.5,2025-03-30T16:01:26.185Z,2025-03-30T16:01:30Z,1qcf5gb8wf8f4tu94xh96yqy,Dani Silva,,,5611670657,56,Center,5611670661,141,26.8,5611670665,212,4.8,5611670659,140,71.4,5611670669,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815117,11,83,1,0,51,9qsmopgutr7ut5g6workk8w4i,0,29.2,73.0,2025-03-30T16:01:28.587Z,2025-03-30T16:01:32Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611670907,399,bwfg9frq2ecbzg7wlzqjtnv2s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815153,17,1,1,0,52,59as3grjvj19voay31j3yfgni,0,68.1,13.2,2025-03-30T16:01:29.362Z,2025-03-30T20:31:01Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611670713,140,65.8,5611670717,141,13.8,5611670729,213,2.97,5611670709,56,Right,5611670723,212,2.4,5611671413,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815149,12,61,1,0,53,9qsmopgutr7ut5g6workk8w4i,1,37.5,82.3,2025-03-30T16:01:30.363Z,2025-03-30T16:01:36Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5611670701,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815215,18,61,1,0,55,59as3grjvj19voay31j3yfgni,0,48.3,5.8,2025-03-30T16:01:32.913Z,2025-03-30T16:01:41Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611671077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815243,13,5,1,0,56,9qsmopgutr7ut5g6workk8w4i,1,53.0,101.3,2025-03-30T16:01:33.755Z,2025-03-30T16:55:19Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5611769045,233,19,5611671265,347,,5611671263,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815271,19,5,1,0,56,59as3grjvj19voay31j3yfgni,0,47.0,-1.3,2025-03-30T16:01:33.755Z,2025-03-30T16:55:20Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611671397,347,,5611671395,56,Back,5611769079,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815581,14,1,1,1,19,9qsmopgutr7ut5g6workk8w4i,1,57.1,100.0,2025-03-30T16:01:56.834Z,2025-03-30T16:01:59Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611673103,213,5.23,5611673101,212,11.5,5611673099,141,86.9,5611673093,107,,5611673097,140,62.5,5611673095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815585,15,1,1,1,21,9qsmopgutr7ut5g6workk8w4i,0,61.2,85.3,2025-03-30T16:01:58.339Z,2025-03-30T20:31:20Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611673121,213,0.15,5611673119,212,14.1,5611673115,140,74.5,5611977319,168,,5611673117,141,88.3,5611673113,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815611,20,12,1,1,22,59as3grjvj19voay31j3yfgni,1,23.2,17.7,2025-03-30T16:02:00.234Z,2025-03-30T16:02:02Z,ddl5g7raihnc9s4u3wetz8v10,O. Diao,,,5611673223,15,,5611673209,56,Back,5611673215,212,14.8,5611673217,213,6.21,5611673211,140,37.3,5611673213,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815629,16,61,1,1,25,9qsmopgutr7ut5g6workk8w4i,1,61.3,85.1,2025-03-30T16:02:02.273Z,2025-03-30T20:31:34Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611673323,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815647,21,83,1,1,27,59as3grjvj19voay31j3yfgni,0,27.4,9.1,2025-03-30T16:02:04.521Z,2025-03-30T20:31:35Z,drlp4xtkta08jiu0px6m4ocq2,O. Sørensen,,,5611673529,399,chteizjcvxpvze9p77gcttcoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815659,17,50,1,1,28,9qsmopgutr7ut5g6workk8w4i,1,68.2,90.8,2025-03-30T16:02:06.251Z,2025-03-30T16:57:21Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611673475,286,,5611673473,56,Left,5611673627,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815679,22,7,1,1,28,59as3grjvj19voay31j3yfgni,1,31.8,9.2,2025-03-30T16:02:06.252Z,2025-03-30T20:31:38Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611673593,233,17,5611673591,285,,5611673589,56,Back,5612807829,385,,5612807831,178,,5611673587,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815695,18,5,1,1,29,9qsmopgutr7ut5g6workk8w4i,1,67.9,101.9,2025-03-30T16:02:07.050Z,2025-03-30T16:55:20Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5611673685,347,,5611673683,56,Left,5611673861,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815717,23,5,1,1,29,59as3grjvj19voay31j3yfgni,0,32.1,-1.9,2025-03-30T16:02:07.050Z,2025-03-30T16:55:20Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611673841,347,,5611673837,56,Back,5611673885,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815821,19,1,1,1,39,9qsmopgutr7ut5g6workk8w4i,1,58.8,100.0,2025-03-30T16:02:17.099Z,2025-03-30T16:02:19Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611674423,213,3.50,5611674421,212,16.7,5611674413,107,,5611674417,140,43.9,5611674415,56,Back,5611674419,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815869,20,1,1,1,42,9qsmopgutr7ut5g6workk8w4i,1,39.4,90.9,2025-03-30T16:02:19.579Z,2025-03-30T16:02:23Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611674703,140,15.2,5611674701,56,Back,5611674705,141,64.8,5611674707,212,31.0,5611674709,213,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815941,21,1,1,1,46,9qsmopgutr7ut5g6workk8w4i,1,13.4,59.0,2025-03-30T16:02:23.707Z,2025-03-30T16:02:28Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5611675079,213,6.13,5611675073,140,24.5,5611675071,56,Back,5611675077,212,11.8,5611675075,141,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793815981,22,1,1,1,50,9qsmopgutr7ut5g6workk8w4i,1,27.3,53.4,2025-03-30T16:02:28.267Z,2025-03-30T16:02:30Z,56sjqxlsf5iitgww0hogez8ph,J. Vanlerberghe,,,5611675305,212,10.1,5611675307,213,5.46,5611675303,141,42.5,5611675301,140,33.9,5611675299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816057,23,1,1,1,53,9qsmopgutr7ut5g6workk8w4i,1,35.8,37.1,2025-03-30T16:02:30.474Z,2025-03-30T16:02:35Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5611675749,213,4.34,5611675741,56,Back,5611675743,140,29.1,5611675747,212,19.5,5611675745,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816085,24,1,1,1,57,9qsmopgutr7ut5g6workk8w4i,1,28.5,35.7,2025-03-30T16:02:35.131Z,2025-03-30T16:02:37Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611675923,213,0.82,5611675921,212,12.2,5611675915,56,Back,5611675917,140,36.4,5611675919,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816091,25,1,1,2,0,9qsmopgutr7ut5g6workk8w4i,1,34.9,53.9,2025-03-30T16:02:37.483Z,2025-03-30T16:02:39Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5611675933,140,30.5,5611675935,141,53.0,5611675945,213,3.27,5611675971,156,,5611675929,56,Back,5611675939,212,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816127,26,1,1,2,1,9qsmopgutr7ut5g6workk8w4i,0,30.1,54.2,2025-03-30T16:02:39.130Z,2025-03-30T16:02:40Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5611676159,141,73.3,5611676163,213,0.78,5611676155,56,Back,5611676157,140,42.6,5611676161,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816215,25,1,1,2,3,59as3grjvj19voay31j3yfgni,1,62.0,10.9,2025-03-30T16:02:40.849Z,2025-03-30T16:02:45Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611676689,213,1.04,5611676683,140,65.2,5611676681,56,Right,5611676687,212,6.7,5611676685,141,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816227,26,1,1,2,7,59as3grjvj19voay31j3yfgni,1,71.3,14.3,2025-03-30T16:02:44.833Z,2025-03-30T16:02:46Z,djlyi0ad4x1p0k4thn8n0axw4,D. Osorio,,,5611676793,56,Right,5611676795,140,77.6,5611676797,141,15.0,5611676801,213,0.07,5611676799,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816231,27,1,1,2,8,59as3grjvj19voay31j3yfgni,0,77.6,15.0,2025-03-30T16:02:46.185Z,2025-03-30T16:02:46Z,1sdsqfn743j5tqem8ra7sppn8,Franculino Djú,,,5611676829,213,1.36,5611676825,141,22.8,5611676827,212,5.4,5611676823,140,78.7,5611676821,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816251,27,1,1,2,9,9qsmopgutr7ut5g6workk8w4i,1,27.3,70.0,2025-03-30T16:02:46.843Z,2025-03-30T16:02:47Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5611676969,213,2.27,5611676967,212,6.5,5611676965,141,77.3,5611676961,56,Back,5611676963,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816281,29,1,1,2,10,9qsmopgutr7ut5g6workk8w4i,1,23.8,77.8,2025-03-30T16:02:48.267Z,2025-03-30T16:02:49Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5611677109,213,1.34,5611677101,56,Back,5611677103,140,25.5,5611677107,212,7.8,5611677105,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816285,30,1,1,2,11,9qsmopgutr7ut5g6workk8w4i,0,24.5,89.9,2025-03-30T16:02:48.419Z,2025-03-30T20:32:57Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5611677139,213,5.46,5611677133,140,28.1,5611677131,56,Back,5611677135,141,83.9,5611677137,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2794020959,923,8,1,2,12,59as3grjvj19voay31j3yfgni,1,70.7,15.3,2025-03-30T16:02:49.967Z,2025-03-30T20:33:05Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5612812815,383,,5612812631,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816335,29,1,1,2,14,59as3grjvj19voay31j3yfgni,1,69.9,13.8,2025-03-30T16:02:51.505Z,2025-03-30T16:02:53Z,bwfg9frq2ecbzg7wlzqjtnv2s,P. Bravo,,,5611677387,56,Right,5611677397,212,6.8,5611677389,140,71.3,5611677401,213,4.93,5611677393,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793816359,30,1,1,2,16,59as3grjvj19voay31j3yfgni,1,71.1,4.0,2025-03-30T16:02:53.336Z,2025-03-30T16:02:54Z,fwu0bja02waqct7l682s5mfp,K. Mbabu,,,5611677473,213,2.10,5611677467,140,66.3,5611677471,212,10.0,5611677465,56,Right,5611677469,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
