id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/21/id,qualifier/21/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/19/value
2777280251,4,1,1,0,12,aljua8crr0vkwit0j3m59jw9j,1,24.1,59.4,2025-02-16T15:02:04.194Z,2025-02-16T15:02:04Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5521118793,141,73.6,5521118795,212,9.8,5521118797,213,1.43,5521118791,140,25.4,5521118789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280263,5,1,1,0,13,aljua8crr0vkwit0j3m59jw9j,1,25.4,74.1,2025-02-16T15:02:05.008Z,2025-02-16T15:02:05Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521118839,140,39.3,5521118841,141,72.1,5521118845,213,6.19,5521118843,212,14.7,5521118837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280417,7,1,1,0,21,aljua8crr0vkwit0j3m59jw9j,1,82.8,88.4,2025-02-16T15:02:12.948Z,2025-02-16T15:02:15Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5521119539,140,92.5,5521119541,141,72.4,5521119543,212,14.9,5521119545,213,5.46,5521119537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280455,8,1,1,0,24,aljua8crr0vkwit0j3m59jw9j,0,93.4,74.1,2025-02-16T15:02:15.329Z,2025-02-16T16:01:47Z,7foqorbwhgqjghtxa2nax6kgk,A. Lyng,,,5521119725,212,3.5,5521119723,141,69.0,5521119719,56,Center,5521119727,213,4.62,5521119721,140,93.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280441,8,61,1,0,25,5rz9enoyknpg8ji78za5b82p0,1,9.1,24.7,2025-02-16T15:02:16.572Z,2025-02-16T16:01:20Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5521119673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777351379,364,12,1,0,26,5rz9enoyknpg8ji78za5b82p0,1,8.5,27.2,2025-02-16T15:02:17.290Z,2025-02-16T16:01:30Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5521508369,140,30.4,5521508371,141,5.2,5521508373,212,27.4,5521508375,213,5.71,5521508367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777351475,365,43,1,0,29,5rz9enoyknpg8ji78za5b82p0,1,0.0,0.0,2025-02-16T15:02:20.290Z,2025-02-16T18:59:14Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5522411243,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280513,9,4,1,0,30,5rz9enoyknpg8ji78za5b82p0,1,26.8,4.7,2025-02-16T15:02:21.789Z,2025-02-16T18:59:19Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5521120011,285,,5521120007,152,,5521120105,233,9,5522411569,294,,5521120005,56,Back,5521120003,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280509,9,4,1,0,30,aljua8crr0vkwit0j3m59jw9j,0,73.2,95.3,2025-02-16T15:02:21.790Z,2025-02-16T18:59:21Z,3361cs2j60yxzy9mir80byqc5,A. Oggesen,,,5521120109,233,9,5521120069,152,,5521120063,13,,5521120065,56,Left,5521120077,286,,5522411637,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280857,10,1,1,0,48,5rz9enoyknpg8ji78za5b82p0,1,27.5,4.1,2025-02-16T15:02:39.837Z,2025-02-16T16:02:03Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5521121823,140,48.6,5521121813,5,,5521510585,189,,5521121821,56,Back,5521121825,141,85.4,5521121815,155,,5521121819,152,,5521121829,213,1.19,5521121831,1,5521121827,212,59.6,5521121817,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280889,11,61,1,0,50,5rz9enoyknpg8ji78za5b82p0,1,46.4,87.5,2025-02-16T15:02:41.765Z,2025-02-16T16:02:26Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5521512061,189,,5521121971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280919,12,1,1,0,52,5rz9enoyknpg8ji78za5b82p0,1,28.9,91.4,2025-02-16T15:02:44.253Z,2025-02-16T16:02:20Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5521122119,140,11.7,5521122125,213,3.73,5521122123,212,21.7,5521122121,141,73.6,5521122117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280933,13,1,1,0,54,5rz9enoyknpg8ji78za5b82p0,0,11.7,69.3,2025-02-16T15:02:46.109Z,2025-02-16T15:02:48Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5521122189,1,,5521122179,56,Back,5521122185,212,40.3,5521122183,141,91.4,5521122181,140,47.3,5521122177,155,,5521122187,213,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281237,10,44,1,0,56,aljua8crr0vkwit0j3m59jw9j,1,50.2,6.7,2025-02-16T15:02:47.532Z,2025-02-16T16:02:07Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521132063,233,14,5521132159,286,,5521123721,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777280943,14,44,1,0,56,5rz9enoyknpg8ji78za5b82p0,0,49.8,93.3,2025-02-16T15:02:47.533Z,2025-02-16T16:01:21Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521507917,285,,5521132097,233,10,5521122239,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281247,11,1,1,0,56,aljua8crr0vkwit0j3m59jw9j,0,46.9,4.0,2025-02-16T15:02:47.666Z,2025-02-16T19:58:58Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521123791,140,53.9,5521123789,56,Right,5521123797,213,0.20,5521123787,3,,5521123793,141,6.2,5521123795,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281063,15,5,1,0,59,5rz9enoyknpg8ji78za5b82p0,1,51.9,101.6,2025-02-16T15:02:51.101Z,2025-02-16T15:04:37Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521122927,347,,5521133033,233,26,5521122925,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282903,26,5,1,0,59,aljua8crr0vkwit0j3m59jw9j,0,48.1,-1.6,2025-02-16T15:02:51.101Z,2025-02-16T15:04:37Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521132559,56,Back,5521132561,347,,5521133075,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281271,16,1,1,1,14,5rz9enoyknpg8ji78za5b82p0,1,49.4,100.0,2025-02-16T15:03:05.583Z,2025-02-16T15:04:04Z,4vmgmzg2004twoc39sk7zkzqh,G. Links,,,5521123915,212,24.0,5521123913,141,87.5,5521123907,107,,5521123911,140,28.5,5521129033,189,,5521123917,213,3.56,5521123919,1,,5521123909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281347,17,1,1,1,15,5rz9enoyknpg8ji78za5b82p0,1,26.1,84.8,2025-02-16T15:03:06.637Z,2025-02-16T16:02:45Z,654obqy73ov2t5800r2woo6w9,M. Akoto,,,5521513445,189,,5521124359,140,14.1,5521124361,141,44.9,5521124357,56,Back,5521124365,213,4.28,5521124363,212,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281393,18,1,1,1,20,5rz9enoyknpg8ji78za5b82p0,0,18.9,36.8,2025-02-16T15:03:12.093Z,2025-02-16T15:03:17Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5521124649,212,63.2,5521124651,213,6.00,5521124641,157,,5521124647,141,10.9,5521124643,56,Right,5521124645,140,76.7,5521124653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281415,14,44,1,1,24,aljua8crr0vkwit0j3m59jw9j,1,24.8,84.4,2025-02-16T15:03:16.221Z,2025-02-16T15:03:20Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521124733,285,,5521124773,233,19,5521124731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281397,19,44,1,1,24,5rz9enoyknpg8ji78za5b82p0,0,75.2,15.6,2025-02-16T15:03:16.222Z,2025-02-16T15:03:22Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5521124671,286,,5521124669,56,Right,5521124779,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281477,16,1,1,1,27,aljua8crr0vkwit0j3m59jw9j,1,30.1,76.6,2025-02-16T15:03:18.419Z,2025-02-16T15:03:21Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521124995,56,Center,5521125003,213,6.03,5521124999,141,67.0,5521125001,212,26.3,5521124997,140,54.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281497,17,1,1,1,28,aljua8crr0vkwit0j3m59jw9j,0,56.0,66.6,2025-02-16T15:03:20.195Z,2025-02-16T16:02:37Z,828b7y3phhpb62srvtrjhtgk4,I. Djantou,,,5521125069,213,3.61,5521125061,56,Back,5521125067,212,20.1,5521125145,156,,5521125065,141,53.3,5521125063,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777285701,44,83,1,1,30,aljua8crr0vkwit0j3m59jw9j,0,42.8,51.2,2025-02-16T15:03:22.281Z,2025-02-16T19:00:26Z,1902oagnhlo7x9xpumxvg1t78,L. Björklund,,,5521147883,399,43q9ytkbmtk5y3tgv77v7pmg9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281543,21,1,1,1,31,5rz9enoyknpg8ji78za5b82p0,1,54.2,41.6,2025-02-16T15:03:22.461Z,2025-02-16T15:03:24Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5521125337,141,36.4,5521125341,213,3.83,5521125335,140,50.1,5521125333,56,Center,5521125339,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281535,18,43,1,1,32,aljua8crr0vkwit0j3m59jw9j,1,0.0,0.0,2025-02-16T15:03:23.795Z,2025-02-16T19:00:53Z,5j9d1plbsd5ic01r3ggziutwp,R. Vinderslev,,,5521125455,399,7je01bs3a4q6c2gd02ee6da3u,5522417087,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281555,22,1,1,1,33,5rz9enoyknpg8ji78za5b82p0,1,53.1,34.9,2025-02-16T15:03:24.366Z,2025-02-16T16:03:01Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5521125409,212,22.4,5521125405,140,64.5,5521125403,56,Right,5521125407,141,7.0,5521125411,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281599,23,1,1,1,35,5rz9enoyknpg8ji78za5b82p0,0,68.7,6.5,2025-02-16T15:03:26.350Z,2025-02-16T15:03:28Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5521125637,141,13.1,5521125639,212,14.4,5521125635,140,81.7,5521125641,213,0.32,5521125633,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281603,19,8,1,1,37,aljua8crr0vkwit0j3m59jw9j,1,18.5,90.6,2025-02-16T15:03:28.709Z,2025-02-16T19:01:05Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5522417827,383,,5521125649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281621,20,4,1,1,38,aljua8crr0vkwit0j3m59jw9j,1,17.6,88.0,2025-02-16T15:03:29.886Z,2025-02-16T16:03:20Z,7sbdudf1vycn8hinw0giakpyi,E. Duru,,,5521125865,152,,5521125863,56,Back,5521125859,13,,5521126003,233,24,5521515667,294,,5521125869,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777281633,24,4,1,1,38,5rz9enoyknpg8ji78za5b82p0,0,82.4,12.0,2025-02-16T15:03:29.887Z,2025-02-16T15:17:49Z,bz77hr28a1yskifpuvzu8smsq,Y. Badji,,,5521125975,294,,5521125973,13,,5521126031,233,20,5521125979,152,,5521125977,56,Right,5521125981,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282369,21,1,1,2,17,aljua8crr0vkwit0j3m59jw9j,0,21.2,88.7,2025-02-16T15:04:09.252Z,2025-02-16T16:03:01Z,dcocgxtuabo0rwzwukvqky9uy,M. Bundgaard,,,5521129723,140,77.7,5521129741,1,,5521129715,157,,5521129713,5,,5521129719,56,Left,5521129731,212,59.3,5521129727,141,88.0,5521129737,213,6.28,5521129717,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282425,25,1,1,2,19,5rz9enoyknpg8ji78za5b82p0,0,23.7,14.2,2025-02-16T15:04:10.303Z,2025-02-16T15:04:11Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5521130049,3,,5521130057,140,32.1,5521130063,213,0.74,5521130059,141,26.0,5521130061,212,11.9,5521130055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282507,22,1,1,2,20,aljua8crr0vkwit0j3m59jw9j,0,66.8,75.3,2025-02-16T15:04:12.253Z,2025-02-16T16:03:37Z,a8opuarwq9byw73nhfgvo9nca,K. Ingason,,,5521130425,3,,5521130435,141,76.1,5521130443,213,0.06,5521130431,140,74.9,5521130427,56,Center,5521130439,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282471,26,1,1,2,21,5rz9enoyknpg8ji78za5b82p0,0,24.2,21.4,2025-02-16T15:04:12.831Z,2025-02-16T15:04:13Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5521130301,212,4.1,5521130295,56,Back,5521130299,141,15.5,5521130297,140,23.6,5521130303,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282495,27,83,1,2,23,5rz9enoyknpg8ji78za5b82p0,0,23.7,14.3,2025-02-16T15:04:14.751Z,2025-02-16T15:04:16Z,61sojkdsmaz9hbwaskt4rws15,M. Anderson,,,5521130661,399,3ejggtt1du1cui3wc1f8oqx62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282521,23,3,1,2,24,aljua8crr0vkwit0j3m59jw9j,0,80.8,89.2,2025-02-16T15:04:15.700Z,2025-02-16T19:01:30Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521130511,286,,5521130507,56,Left,5521130801,233,28,5522419777,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282545,28,7,1,2,24,5rz9enoyknpg8ji78za5b82p0,0,19.2,10.8,2025-02-16T15:04:15.701Z,2025-02-16T19:01:45Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5521130753,233,23,5521130615,56,Back,5522419995,385,,5522420861,178,,5521130617,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282581,24,61,1,2,27,aljua8crr0vkwit0j3m59jw9j,1,84.1,89.7,2025-02-16T15:04:18.458Z,2025-02-16T15:04:18Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521130833,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282619,25,5,1,2,28,aljua8crr0vkwit0j3m59jw9j,0,101.4,72.2,2025-02-16T15:04:19.909Z,2025-02-16T15:04:38Z,3ejggtt1du1cui3wc1f8oqx62,L. Qamili,,,5521131009,346,,5521132783,233,29,5521131007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777282937,29,5,1,2,28,5rz9enoyknpg8ji78za5b82p0,1,-1.4,27.8,2025-02-16T15:04:19.909Z,2025-02-16T15:04:38Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5521132763,233,25,5521132735,346,,5521132733,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2777283181,30,1,1,2,52,5rz9enoyknpg8ji78za5b82p0,0,4.1,50.3,2025-02-16T15:04:43.424Z,2025-02-16T15:04:48Z,1h31bvtbae4q0edlp0u672hn9,J. Hansen,,,5521134113,124,,5521134115,56,Center,5521134125,1,,5521134123,213,0.13,5521134119,141,62.7,5521134117,140,65.1,5521134121,212,64.6,5521134127,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
