id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2818877621,6,1,1,0,24,9qsmopgutr7ut5g6workk8w4i,1,22.2,75.3,2025-05-25T15:02:02.536Z,2025-05-25T15:02:03Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5750006811,212,11.8,5750006801,152,,5750006805,56,Back,5750006797,5,,5750006813,213,5.59,5750006807,140,30.9,5750006809,141,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877633,7,1,1,0,25,9qsmopgutr7ut5g6workk8w4i,1,30.9,64.2,2025-05-25T15:02:03.656Z,2025-05-25T15:02:04Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5750006877,141,75.8,5750006869,56,Back,5750006875,140,31.9,5750006883,213,1.44,5750006881,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877645,8,1,1,0,26,9qsmopgutr7ut5g6workk8w4i,1,31.9,75.8,2025-05-25T15:02:04.408Z,2025-05-25T15:02:05Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5750006941,213,2.88,5750006935,140,21.3,5750006933,56,Back,5750006937,141,80.1,5750006939,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877671,9,1,1,0,27,9qsmopgutr7ut5g6workk8w4i,1,21.3,80.1,2025-05-25T15:02:05.513Z,2025-05-25T15:02:07Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5750007073,56,Back,5750007075,140,7.8,5750007081,213,3.78,5750007077,141,64.5,5750007079,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877821,10,1,1,0,29,9qsmopgutr7ut5g6workk8w4i,1,7.8,64.5,2025-05-25T15:02:06.976Z,2025-05-25T15:02:14Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5750007761,213,5.52,5750007751,155,,5750007763,1,,5750007755,140,32.3,5750007753,56,Back,5750007759,212,35.6,5750007757,141,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877847,11,1,1,0,36,9qsmopgutr7ut5g6workk8w4i,1,61.1,24.4,2025-05-25T15:02:14.152Z,2025-05-25T15:02:16Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5750007919,213,5.23,5750007917,212,15.9,5750007909,56,Right,5750007915,141,4.1,5750007911,140,68.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877927,12,1,1,0,38,9qsmopgutr7ut5g6workk8w4i,1,69.1,5.5,2025-05-25T15:02:16.128Z,2025-05-25T15:02:22Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5750008355,141,24.2,5750008353,140,63.1,5750008351,56,Center,5750008359,213,2.03,5750008357,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818877957,13,1,1,0,45,9qsmopgutr7ut5g6workk8w4i,1,64.0,23.5,2025-05-25T15:02:22.865Z,2025-05-25T15:02:25Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5750008489,212,11.1,5750008487,141,39.8,5750008491,213,1.48,5750008485,140,65.0,5750008483,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878017,14,1,1,0,47,9qsmopgutr7ut5g6workk8w4i,1,65.1,39.8,2025-05-25T15:02:25.081Z,2025-05-25T15:02:27Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5750008761,56,Back,5750008769,213,3.50,5750008767,212,21.6,5750008765,141,28.7,5750008763,140,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878063,15,1,1,0,49,9qsmopgutr7ut5g6workk8w4i,1,45.8,28.7,2025-05-25T15:02:27.569Z,2025-05-25T15:02:30Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5750009001,213,5.33,5750008997,141,3.9,5750008999,212,20.7,5750008995,140,57.2,5750008993,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878103,16,1,1,0,52,9qsmopgutr7ut5g6workk8w4i,1,56.7,4.3,2025-05-25T15:02:30.617Z,2025-05-25T15:02:33Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5750009247,213,1.31,5750009243,141,33.0,5750009239,56,Center,5750009245,212,20.2,5750009241,140,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878149,17,1,1,0,55,9qsmopgutr7ut5g6workk8w4i,0,66.6,36.6,2025-05-25T15:02:33.369Z,2025-05-25T15:02:36Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5750009553,1,,5750009541,196,,5750009543,56,Left,5750009545,140,87.6,5750009539,155,,5750009551,213,1.11,5750009547,141,100.0,5750009549,212,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878395,6,5,1,0,58,5rz9enoyknpg8ji78za5b82p0,1,11.8,-1.5,2025-05-25T15:02:36.346Z,2025-05-25T15:38:26Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5750010881,233,18,5750010815,347,,5750010813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878157,18,5,1,0,58,9qsmopgutr7ut5g6workk8w4i,0,88.2,101.5,2025-05-25T15:02:36.346Z,2025-05-25T15:38:26Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5750009595,56,Left,5750010935,233,6,5750009597,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878433,7,1,1,1,15,5rz9enoyknpg8ji78za5b82p0,0,16.9,0.0,2025-05-25T15:02:52.704Z,2025-05-25T15:02:54Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5750010979,212,27.9,5750010977,141,5.9,5750010981,213,0.19,5750010971,107,,5750010975,140,43.0,5750010983,1,,5750010973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878519,19,1,1,1,19,9qsmopgutr7ut5g6workk8w4i,0,57.6,94.6,2025-05-25T15:02:57.018Z,2025-05-25T15:02:58Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5750011381,56,Left,5750011385,141,86.4,5750011383,140,77.6,5750011387,212,21.7,5750011379,3,,5750011389,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878585,8,1,1,1,21,5rz9enoyknpg8ji78za5b82p0,1,22.2,13.1,2025-05-25T15:02:59.183Z,2025-05-25T21:37:06Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5750011691,157,,5750011699,141,20.3,5750011707,1,,5750011693,56,Back,5750011695,140,35.6,5750011705,213,0.33,5750011703,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878591,9,61,1,1,24,5rz9enoyknpg8ji78za5b82p0,0,32.0,25.9,2025-05-25T15:03:02.063Z,2025-05-25T15:03:02Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5750011723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878623,20,50,1,1,25,9qsmopgutr7ut5g6workk8w4i,1,64.0,66.8,2025-05-25T15:03:03.166Z,2025-05-25T15:03:06Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5750011883,56,Center,5750011971,233,10,5750011887,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878627,10,7,1,1,25,5rz9enoyknpg8ji78za5b82p0,0,36.0,33.2,2025-05-25T15:03:03.167Z,2025-05-25T21:37:14Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5750011939,233,20,5750011907,56,Back,5751725407,385,,5750011909,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878695,11,45,1,1,28,5rz9enoyknpg8ji78za5b82p0,0,28.2,51.6,2025-05-25T15:03:06.559Z,2025-05-25T15:38:34Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5750012335,233,21,5750012227,56,Back,5750012229,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878701,21,3,1,1,28,9qsmopgutr7ut5g6workk8w4i,1,71.8,48.4,2025-05-25T15:03:06.559Z,2025-05-25T21:37:19Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5750012259,286,,5751725729,465,,5750012257,56,Center,5750012307,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878743,23,1,1,1,30,9qsmopgutr7ut5g6workk8w4i,1,77.2,30.7,2025-05-25T15:03:08.372Z,2025-05-25T21:37:24Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5750012519,141,55.0,5750012517,140,81.6,5750012523,213,1.30,5750012515,56,Center,5750012521,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878755,24,3,1,1,32,9qsmopgutr7ut5g6workk8w4i,0,76.4,60.2,2025-05-25T15:03:09.838Z,2025-05-25T21:37:30Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5750012593,286,,5750012639,233,12,5751726271,464,,5750012591,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878749,12,7,1,1,32,5rz9enoyknpg8ji78za5b82p0,1,23.6,39.8,2025-05-25T15:03:09.839Z,2025-05-25T21:37:33Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5751726353,384,,5750012563,285,,5750012561,56,Back,5750012611,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878813,14,1,1,1,34,5rz9enoyknpg8ji78za5b82p0,1,9.9,34.2,2025-05-25T15:03:12.287Z,2025-05-25T15:03:14Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5750012857,141,34.2,5750012859,212,14.7,5750012847,56,Back,5750012851,140,23.9,5750012861,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878815,15,50,1,1,36,5rz9enoyknpg8ji78za5b82p0,1,25.2,32.2,2025-05-25T15:03:13.887Z,2025-05-25T21:37:45Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5750012865,56,Back,5750013029,233,25,5750012867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878833,25,7,1,1,36,9qsmopgutr7ut5g6workk8w4i,0,74.8,67.8,2025-05-25T15:03:13.888Z,2025-05-25T21:37:59Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5750013013,233,15,5751726763,385,,5750012981,56,Center,5750012985,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2819182169,853,61,1,1,37,5rz9enoyknpg8ji78za5b82p0,0,26.5,39.2,2025-05-25T15:03:14.767Z,2025-05-25T21:38:09Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5751728325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878857,26,1,1,1,38,9qsmopgutr7ut5g6workk8w4i,1,73.6,62.9,2025-05-25T15:03:16.066Z,2025-05-25T15:03:18Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5750013121,141,68.3,5750013117,56,Center,5750013123,212,5.4,5750013125,213,2.40,5750013119,140,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878877,28,1,1,1,39,9qsmopgutr7ut5g6workk8w4i,1,69.8,68.3,2025-05-25T15:03:17.306Z,2025-05-25T15:03:19Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5750013221,141,87.7,5750013217,56,Left,5750013225,213,2.32,5750013219,140,58.1,5750013223,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878907,29,1,1,1,41,9qsmopgutr7ut5g6workk8w4i,1,59.1,88.7,2025-05-25T15:03:19.122Z,2025-05-25T15:03:20Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5750013399,212,10.3,5750013397,141,96.4,5750013401,213,0.54,5750013393,56,Left,5750013395,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878985,30,1,1,1,43,9qsmopgutr7ut5g6workk8w4i,1,69.0,96.4,2025-05-25T15:03:20.826Z,2025-05-25T15:03:25Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5750013845,212,7.9,5750013839,141,91.4,5750013831,56,Left,5750013847,213,3.59,5750013835,140,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878975,16,45,1,1,46,5rz9enoyknpg8ji78za5b82p0,0,32.8,18.9,2025-05-25T15:03:24.455Z,2025-05-25T15:38:34Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5750013987,233,31,5750013789,285,,5750013787,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818878989,31,3,1,1,46,9qsmopgutr7ut5g6workk8w4i,1,67.2,81.1,2025-05-25T15:03:24.455Z,2025-05-25T21:38:23Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5750013883,286,,5750013881,56,Left,5751729335,465,,5750013919,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879023,32,3,1,1,47,9qsmopgutr7ut5g6workk8w4i,0,71.8,93.2,2025-05-25T15:03:25.395Z,2025-05-25T21:38:26Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5750014189,233,17,5750014055,286,,5750014053,56,Left,5751729533,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879043,17,7,1,1,47,5rz9enoyknpg8ji78za5b82p0,1,28.2,6.8,2025-05-25T15:03:25.396Z,2025-05-25T21:38:28Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5751729741,385,,5750014151,56,Back,5750014153,285,,5750014157,233,32,5750014149,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879093,18,5,1,1,48,5rz9enoyknpg8ji78za5b82p0,0,24.4,-2.0,2025-05-25T15:03:26.610Z,2025-05-25T15:38:26Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5750014411,347,,5750014807,233,33,5750014409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879143,33,5,1,1,48,9qsmopgutr7ut5g6workk8w4i,1,75.6,102.0,2025-05-25T15:03:26.610Z,2025-05-25T15:38:26Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5750014723,233,18,5750014683,347,,5750014681,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879211,34,1,1,1,55,9qsmopgutr7ut5g6workk8w4i,1,66.5,100.0,2025-05-25T15:03:33.659Z,2025-05-25T15:03:35Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5750015057,107,,5750015067,213,3.56,5750015059,56,Left,5750015065,212,12.8,5750015063,141,94.3,5750015061,140,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879245,35,1,1,1,58,9qsmopgutr7ut5g6workk8w4i,1,55.4,94.3,2025-05-25T15:03:35.795Z,2025-05-25T15:03:37Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5750015207,213,6.19,5750015201,140,72.7,5750015203,141,91.8,5750015205,212,18.2,5750015199,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879279,36,1,1,1,59,9qsmopgutr7ut5g6workk8w4i,1,72.6,92.0,2025-05-25T15:03:37.466Z,2025-05-25T15:03:39Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5750015369,140,74.1,5750015367,56,Left,5750015373,212,3.9,5750015375,213,1.15,5750015371,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879311,37,1,1,2,1,9qsmopgutr7ut5g6workk8w4i,0,74.2,97.2,2025-05-25T15:03:39.011Z,2025-05-25T15:03:41Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5750015591,56,Left,5750015593,140,79.5,5750015595,141,80.3,5750015589,155,,5750015599,213,5.16,5750015597,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879335,20,1,1,2,4,5rz9enoyknpg8ji78za5b82p0,0,22.2,28.6,2025-05-25T15:03:42.368Z,2025-05-25T15:03:43Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5750015759,213,6.21,5750015747,140,46.2,5750015751,141,25.9,5750015739,157,,5750015743,56,Back,5750015763,1,,5750015755,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879369,38,1,1,2,5,9qsmopgutr7ut5g6workk8w4i,1,61.1,87.7,2025-05-25T15:03:43.331Z,2025-05-25T15:03:45Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5750015955,213,0.80,5750015951,212,8.1,5750015943,3,,5750015945,56,Left,5750015949,141,96.3,5750015947,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879391,40,1,1,2,7,9qsmopgutr7ut5g6workk8w4i,1,66.5,96.3,2025-05-25T15:03:45.659Z,2025-05-25T15:03:46Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5750016059,56,Left,5750016067,213,4.49,5750016065,212,7.2,5750016063,141,85.9,5750016061,140,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879437,41,1,1,2,9,9qsmopgutr7ut5g6workk8w4i,1,65.0,85.9,2025-05-25T15:03:46.730Z,2025-05-25T15:03:49Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5750016319,212,10.2,5750016317,141,72.1,5750016321,213,4.31,5750016315,140,61.2,5750016313,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818879459,42,1,1,2,11,9qsmopgutr7ut5g6workk8w4i,1,60.8,71.9,2025-05-25T15:03:49.195Z,2025-05-25T15:03:51Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5750016457,56,Back,5750016461,141,57.9,5750016459,140,46.2,5750016463,212,18.0,5750016465,213,3.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
