id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value,qualifier/18/value
2813429799,9,15,1,0,22,9qsmopgutr7ut5g6workk8w4i,1,97.0,67.8,2025-05-11T12:01:03.225Z,2025-05-11T13:01:31Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5719817865,215,,5719816645,65,,5719817863,103,19,5719817857,55,8,5719817853,76,,5719817861,102,53.0,5719816641,22,,5719817855,29,,5719817867,100,5719817065,82,5719817059,72,5719817875,231,50.7,5719817873,230,100,5719817881,233,3,5719817869,146,98.0,5719816649,56,Center,5719817871,147,63,,,,,,,,,
2813429807,3,10,1,0,22,77tfx9me4aaqhzv78bmgsy9bg,1,2.0,37.0,2025-05-11T12:01:03.325Z,2025-05-11T12:01:15Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5719817917,233,9,5719816707,94,,5719816709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429845,4,6,1,0,23,77tfx9me4aaqhzv78bmgsy9bg,0,0.5,33.0,2025-05-11T12:01:04.201Z,2025-05-11T18:07:10Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5719816873,73,,5719816939,233,10,5719816871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813429813,10,6,1,0,23,9qsmopgutr7ut5g6workk8w4i,1,99.5,67.0,2025-05-11T12:01:04.201Z,2025-05-11T12:58:23Z,7z1pv1wezn5rydamnknklv2ay,M. Kvistgaarden,,,5719816903,233,4,5719816759,73,,5719816757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430315,11,1,1,0,47,9qsmopgutr7ut5g6workk8w4i,0,99.5,99.5,2025-05-11T12:01:27.802Z,2025-05-11T18:07:12Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719819271,6,,5719819283,212,35.9,5719819285,213,4.67,5719819277,56,Center,5719819273,155,,5721677637,20,,5719819287,1,,5719819275,223,,5719819281,141,5719819279,140,5719819269,2,,,,,,,,,,,,,,,,,,,46.7,98.2,,,,,,,
2813430337,5,12,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,1,0.7,54.5,2025-05-11T12:01:32.078Z,2025-05-11T12:01:33Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719819413,141,62.0,5719819475,167,,5719819415,212,5.4,5719819411,140,0.0,5719819409,56,Back,5719819417,213,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430343,6,6,1,0,51,77tfx9me4aaqhzv78bmgsy9bg,0,0.1,58.7,2025-05-11T12:01:32.265Z,2025-05-11T18:07:29Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719819557,73,,5719819553,56,Back,5719819619,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430325,12,6,1,0,51,9qsmopgutr7ut5g6workk8w4i,1,99.9,41.3,2025-05-11T12:01:32.265Z,2025-05-11T12:58:23Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719819517,75,,5719819515,56,Center,5719819595,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430959,13,1,1,1,18,9qsmopgutr7ut5g6workk8w4i,0,99.5,0.5,2025-05-11T12:01:59.419Z,2025-05-11T18:07:31Z,etz3rjq7chhaomst5u28nnff9,D. Wass,,,5719822521,213,1.81,5719822513,56,Center,5721679219,20,,5719822515,140,91.5,5719822511,224,,5719822509,155,,5719822507,6,,5719822523,1,,5719822505,2,5719822519,212,5719822517,141,,,,,,,,,,,,,,,,,,,,35.6,51.3,,,,,,
2813431113,9,44,1,1,20,77tfx9me4aaqhzv78bmgsy9bg,1,7.6,50.8,2025-05-11T12:02:01.327Z,2025-05-11T12:02:12Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719823317,285,,5719823313,56,Back,5719823375,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430977,14,44,1,1,20,9qsmopgutr7ut5g6workk8w4i,0,92.4,49.2,2025-05-11T12:02:01.328Z,2025-05-11T12:02:12Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5719823387,233,9,5719822613,286,,5719822611,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813430971,7,12,1,1,20,77tfx9me4aaqhzv78bmgsy9bg,1,6.6,52.8,2025-05-11T12:02:01.574Z,2025-05-11T19:14:07Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719822639,15,,5719822567,213,6.24,5719822561,140,16.7,5719822565,212,10.6,5719822559,56,Back,5719822563,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431019,8,12,1,1,24,77tfx9me4aaqhzv78bmgsy9bg,1,16.7,52.1,2025-05-11T12:02:04.990Z,2025-05-11T12:02:07Z,7a1vtc0e7ubua2t0dwx9ufk7o,S. Egeli,,,5719822853,141,49.0,5719822903,15,,5719822855,212,13.9,5719822851,140,29.8,5719822849,56,Back,5719822857,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431137,15,1,1,1,24,9qsmopgutr7ut5g6workk8w4i,1,68.4,63.7,2025-05-11T12:02:05.386Z,2025-05-11T12:02:11Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5719823471,212,22.1,5719823465,56,Center,5719823473,213,3.69,5719823467,140,50.4,5719823469,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431157,16,1,1,1,30,9qsmopgutr7ut5g6workk8w4i,1,54.3,41.9,2025-05-11T12:02:11.066Z,2025-05-11T18:07:55Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5719823539,213,2.73,5719823529,56,Back,5719823533,141,59.1,5719823535,212,28.9,5719823531,140,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431245,17,1,1,1,32,9qsmopgutr7ut5g6workk8w4i,0,29.6,58.5,2025-05-11T12:02:13.195Z,2025-05-11T12:02:15Z,4ilnnpfgjfz35lni9ppzd93v9,P. Pentz,,,5719823953,1,,5719823945,140,89.5,5719823941,56,Center,5719823951,213,6.16,5719823949,212,63.4,5719823937,157,,5719823947,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431291,10,52,1,1,36,77tfx9me4aaqhzv78bmgsy9bg,1,10.1,60.6,2025-05-11T12:02:17.039Z,2025-05-11T18:08:00Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5721681723,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431333,11,1,1,1,37,77tfx9me4aaqhzv78bmgsy9bg,1,12.3,64.3,2025-05-11T12:02:18.512Z,2025-05-11T12:02:22Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719824371,56,Back,5719824375,141,95.3,5719824373,140,25.3,5719824395,287,,5719824377,212,25.1,5719824379,213,1.00,5719824369,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431475,12,1,1,1,41,77tfx9me4aaqhzv78bmgsy9bg,1,26.3,95.9,2025-05-11T12:02:21.968Z,2025-05-11T12:02:26Z,4cubrfqgrc5ivbd6fdj3k3zf8,M. Dorgeles,,,5719825217,141,75.0,5719825219,212,19.1,5719825213,56,Back,5719825221,213,3.98,5719825215,140,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431675,13,1,1,1,46,77tfx9me4aaqhzv78bmgsy9bg,1,15.2,71.4,2025-05-11T12:02:26.831Z,2025-05-11T12:02:36Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719826231,141,37.7,5719826235,213,4.84,5719826233,212,23.1,5719826227,56,Back,5719826229,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431711,14,1,1,1,55,77tfx9me4aaqhzv78bmgsy9bg,1,20.5,30.0,2025-05-11T12:02:36.447Z,2025-05-11T12:02:38Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5719826403,140,25.6,5719826401,56,Back,5719826413,213,1.36,5719826421,189,,5719826407,141,66.4,5719826411,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431811,15,1,1,2,0,77tfx9me4aaqhzv78bmgsy9bg,0,25.1,65.8,2025-05-11T12:02:40.879Z,2025-05-11T18:08:26Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719826903,56,Center,5719826905,140,53.6,5719826911,213,0.10,5719826909,212,30.1,5719826907,141,70.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431917,19,1,1,2,2,9qsmopgutr7ut5g6workk8w4i,1,51.8,22.7,2025-05-11T12:02:42.685Z,2025-05-11T12:02:46Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719827393,212,9.6,5719827395,213,5.18,5719827391,141,10.1,5719827385,56,Right,5719827389,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813431943,20,1,1,2,5,9qsmopgutr7ut5g6workk8w4i,1,53.7,12.0,2025-05-11T12:02:46.284Z,2025-05-11T12:02:49Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5719827537,213,3.09,5719827533,141,13.8,5719827529,56,Back,5719827531,140,32.5,5719827535,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432179,21,1,1,2,15,9qsmopgutr7ut5g6workk8w4i,1,22.5,46.4,2025-05-11T12:02:55.932Z,2025-05-11T18:08:46Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5719828721,213,1.31,5719828713,140,28.6,5719828715,141,81.6,5719828719,212,24.8,5719828711,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432221,22,1,1,2,17,9qsmopgutr7ut5g6workk8w4i,1,26.1,78.4,2025-05-11T12:02:57.676Z,2025-05-11T12:02:59Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5719828931,141,91.8,5719828935,213,0.69,5719828933,212,14.3,5719828927,56,Back,5719828929,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432275,23,1,1,2,18,9qsmopgutr7ut5g6workk8w4i,1,37.3,91.1,2025-05-11T12:02:59.644Z,2025-05-11T12:03:02Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5719829233,212,5.9,5719829227,56,Back,5719829229,140,37.5,5719829231,141,82.4,5719829235,213,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432289,16,45,1,2,21,77tfx9me4aaqhzv78bmgsy9bg,0,61.6,14.4,2025-05-11T12:03:02.332Z,2025-05-11T12:58:56Z,5uqf7a0y0fd1hf2rrmgx11tuy,B. Nygren,,,5719829305,56,Right,5719829307,285,,5719829437,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432309,24,3,1,2,21,9qsmopgutr7ut5g6workk8w4i,1,38.4,85.6,2025-05-11T12:03:02.332Z,2025-05-11T18:09:02Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5719829421,233,16,5721686835,464,,5719829387,56,Back,5719829389,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432419,25,1,1,2,22,9qsmopgutr7ut5g6workk8w4i,1,37.7,74.1,2025-05-11T12:03:03.629Z,2025-05-11T12:03:08Z,chteizjcvxpvze9p77gcttcoa,N. Vallys,,,5719829955,56,Right,5719829951,155,,5719829963,213,5.20,5719829953,196,,5719829961,212,52.9,5719829965,1,,5719829959,141,5.3,5719829957,140,61.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432451,26,1,1,2,27,9qsmopgutr7ut5g6workk8w4i,0,64.3,8.6,2025-05-11T12:03:08.524Z,2025-05-11T18:09:12Z,hsobzlp177f9755mpsi7szmy,S. Sebulonsen,,,5719830133,140,88.0,5721687981,155,,5719830137,212,30.7,5719830131,56,Center,5719830139,213,0.63,5719830135,141,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432485,17,52,1,2,30,77tfx9me4aaqhzv78bmgsy9bg,1,14.7,54.0,2025-05-11T12:03:11.408Z,2025-05-11T18:09:19Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5721688607,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432591,18,1,1,2,33,77tfx9me4aaqhzv78bmgsy9bg,1,15.0,54.3,2025-05-11T12:03:14.496Z,2025-05-11T12:03:16Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719830949,140,18.8,5719830947,56,Back,5719830945,123,,5719830951,141,18.5,5719830955,213,4.87,5719830953,212,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432683,19,1,1,2,36,77tfx9me4aaqhzv78bmgsy9bg,1,19.4,18.8,2025-05-11T12:03:16.768Z,2025-05-11T12:03:20Z,7cpkykvmy8ujrahzdz7ksk2c5,P. Ankersen,,,5719831433,140,13.4,5719831431,56,Back,5719831435,141,35.4,5719831437,212,12.9,5719831439,213,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432775,20,1,1,2,39,77tfx9me4aaqhzv78bmgsy9bg,1,13.8,36.1,2025-05-11T12:03:20.528Z,2025-05-11T12:03:25Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5719831843,56,Back,5719831849,212,19.9,5719831845,140,14.5,5719831851,213,1.53,5719831847,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432937,21,1,1,2,44,77tfx9me4aaqhzv78bmgsy9bg,1,19.4,65.7,2025-05-11T12:03:25.472Z,2025-05-11T12:03:32Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719832647,213,4.65,5719832639,56,Back,5719832645,212,18.7,5719832641,140,18.3,5719832643,141,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813432979,22,1,1,2,52,77tfx9me4aaqhzv78bmgsy9bg,1,26.9,36.7,2025-05-11T12:03:32.864Z,2025-05-11T12:03:35Z,chjcbjc5nv8uyiusfafts5zv9,T. Salquist,,,5719832889,141,61.4,5719832887,140,22.8,5719832891,212,17.3,5719832885,56,Back,5719832893,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433079,23,1,1,2,54,77tfx9me4aaqhzv78bmgsy9bg,1,23.0,60.6,2025-05-11T12:03:35.377Z,2025-05-11T12:03:38Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719833407,213,3.85,5719833399,56,Back,5719833405,212,14.6,5719833401,140,12.4,5719833403,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433115,24,1,1,2,58,77tfx9me4aaqhzv78bmgsy9bg,1,12.4,46.7,2025-05-11T12:03:38.801Z,2025-05-11T12:03:40Z,49wkw0wkn4ta18b6657vjvglx,A. Hansen,,,5719833587,212,13.0,5719833583,141,38.8,5719833581,140,23.7,5719833595,213,5.86,5719833579,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433147,25,1,1,2,59,77tfx9me4aaqhzv78bmgsy9bg,1,23.7,38.8,2025-05-11T12:03:40.209Z,2025-05-11T12:03:41Z,2r8s61bmydlumhg62wd0y6fis,J. Janssen,,,5719833723,141,67.8,5719833721,140,19.7,5719833725,212,20.2,5719833719,56,Back,5719833727,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433189,26,1,1,3,0,77tfx9me4aaqhzv78bmgsy9bg,1,19.7,67.8,2025-05-11T12:03:41.377Z,2025-05-11T12:03:43Z,2rvx2wlfj2rxzcgye6wiw0v84,L. Høgsberg,,,5719833989,212,20.7,5719833987,141,95.7,5719833991,213,1.15,5719833985,140,27.7,5719833983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433219,27,1,1,3,2,77tfx9me4aaqhzv78bmgsy9bg,0,27.7,94.7,2025-05-11T12:03:43.073Z,2025-05-11T12:03:44Z,5ucbttulfcdufwr751zj0zcic,J. Lähteenmäki,,,5719834137,213,0.03,5719834131,140,47.2,5719834135,212,20.5,5719834133,141,95.7,5719834129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433249,27,1,1,3,3,9qsmopgutr7ut5g6workk8w4i,1,59.1,8.6,2025-05-11T12:03:44.317Z,2025-05-11T18:09:55Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5719834287,213,0.42,5719834285,212,10.8,5719834281,140,68.5,5719834279,56,Right,5719834283,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433263,28,1,1,3,3,9qsmopgutr7ut5g6workk8w4i,1,67.5,14.9,2025-05-11T12:03:44.469Z,2025-05-11T18:10:04Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5719834371,212,4.0,5719834375,213,3.02,5719834365,56,Right,5719834369,141,15.6,5719834367,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433349,29,1,1,3,6,9qsmopgutr7ut5g6workk8w4i,1,63.7,15.6,2025-05-11T12:03:47.181Z,2025-05-11T12:03:49Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5719834861,213,5.75,5719834853,56,Right,5719834855,140,67.3,5719834859,212,4.4,5719834857,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
