id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2780175297,9,1,1,0,19,9qsmopgutr7ut5g6workk8w4i,1,45.5,48.8,2025-02-23T15:01:32.813Z,2025-02-23T15:01:35Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5536959287,212,15.9,5536959285,141,72.1,5536959289,213,1.60,5536959281,56,Back,5536959283,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175349,10,1,1,0,21,9qsmopgutr7ut5g6workk8w4i,1,44.4,72.3,2025-02-23T15:01:34.868Z,2025-02-23T15:49:32Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5536959525,141,74.7,5536959527,212,9.8,5536959529,213,0.17,5536959523,140,53.6,5536959521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175385,11,1,1,0,25,9qsmopgutr7ut5g6workk8w4i,1,54.0,75.6,2025-02-23T15:01:38.917Z,2025-02-23T15:01:40Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5536959723,141,92.1,5536959717,56,Left,5536959719,140,55.6,5536959725,212,11.3,5536959727,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175415,12,1,1,0,27,9qsmopgutr7ut5g6workk8w4i,1,55.6,92.1,2025-02-23T15:01:40.637Z,2025-02-23T15:01:42Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536959845,140,36.9,5536959847,141,85.0,5536959851,213,3.38,5536959849,212,20.2,5536959843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175453,13,1,1,0,28,9qsmopgutr7ut5g6workk8w4i,1,36.9,85.0,2025-02-23T15:01:42.262Z,2025-02-23T15:01:45Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5536960095,56,Back,5536960103,213,4.59,5536960101,212,26.7,5536960097,140,33.7,5536960099,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175513,14,1,1,0,32,9qsmopgutr7ut5g6workk8w4i,1,32.6,48.4,2025-02-23T15:01:46.453Z,2025-02-23T15:01:48Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5536960479,140,19.6,5536960477,56,Back,5536960483,141,56.6,5536960487,212,14.7,5536960491,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175529,15,1,1,0,35,9qsmopgutr7ut5g6workk8w4i,1,19.4,56.6,2025-02-23T15:01:48.836Z,2025-02-23T15:01:49Z,3hi7nroqhsvj8elv8nd9a8ted,T. Mikkelsen,,,5536960545,140,26.6,5536960551,213,6.18,5536960547,141,55.4,5536960549,212,7.6,5536960543,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175553,16,1,1,0,36,9qsmopgutr7ut5g6workk8w4i,1,26.6,55.4,2025-02-23T15:01:49.757Z,2025-02-23T15:01:52Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5536960659,140,14.8,5536960665,213,2.67,5536960657,56,Back,5536960663,212,13.9,5536960661,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175569,17,1,1,0,38,9qsmopgutr7ut5g6workk8w4i,1,16.5,64.8,2025-02-23T15:01:52.493Z,2025-02-23T17:56:20Z,3hi7nroqhsvj8elv8nd9a8ted,T. Mikkelsen,,,5536960743,56,Back,5536960745,140,23.9,5536960747,141,64.0,5536960751,213,6.21,5536960749,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175649,18,1,1,0,40,9qsmopgutr7ut5g6workk8w4i,1,22.1,65.4,2025-02-23T15:01:53.740Z,2025-02-23T15:01:59Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5536961237,213,4.76,5536961235,212,24.0,5536961229,56,Back,5536961231,140,23.2,5536961233,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175709,19,1,1,0,45,9qsmopgutr7ut5g6workk8w4i,1,37.1,26.1,2025-02-23T15:01:58.892Z,2025-02-23T15:02:02Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5536961547,213,5.83,5536961545,212,23.7,5536961539,56,Right,5536961541,140,57.4,5536961543,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175783,20,1,1,0,48,9qsmopgutr7ut5g6workk8w4i,1,58.7,18.5,2025-02-23T15:02:02.140Z,2025-02-23T15:02:07Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5536961951,56,Left,5536961945,196,,5536961963,213,1.47,5536961939,155,,5536961961,212,45.3,5536961955,140,63.2,5536961959,141,84.7,5536961965,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175805,21,1,1,0,53,9qsmopgutr7ut5g6workk8w4i,1,69.5,87.4,2025-02-23T15:02:07.141Z,2025-02-23T15:02:09Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536962085,141,75.4,5536962087,212,8.2,5536962089,213,4.66,5536962083,140,69.1,5536962081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175837,22,1,1,0,55,9qsmopgutr7ut5g6workk8w4i,1,69.1,75.3,2025-02-23T15:02:08.860Z,2025-02-23T15:02:10Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5536962269,212,9.4,5536962267,141,71.5,5536962265,140,60.5,5536962271,213,3.42,5536962263,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175847,23,1,1,0,56,9qsmopgutr7ut5g6workk8w4i,1,60.5,71.5,2025-02-23T15:02:10.293Z,2025-02-23T15:02:11Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5536962363,141,66.1,5536962361,140,68.3,5536962365,212,9.0,5536962359,56,Center,5536962367,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175859,24,1,1,0,57,9qsmopgutr7ut5g6workk8w4i,1,68.3,66.1,2025-02-23T15:02:11.077Z,2025-02-23T15:02:12Z,d2itdjj8bx0aztqggfgv7amay,B. Tahirović,,,5536962423,212,8.3,5536962417,56,Center,5536962421,141,68.2,5536962419,140,60.5,5536962437,156,,5536962425,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175957,25,1,1,0,59,9qsmopgutr7ut5g6workk8w4i,1,58.5,66.2,2025-02-23T15:02:12.533Z,2025-02-23T17:56:46Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5536962835,56,Center,5536962837,140,54.7,5536962839,141,38.0,5536962843,213,4.51,5536962841,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780175995,26,1,1,1,2,9qsmopgutr7ut5g6workk8w4i,1,52.8,31.2,2025-02-23T15:02:15.758Z,2025-02-23T15:02:18Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5536963009,140,57.5,5536963015,213,5.03,5536963007,56,Right,5536963013,212,15.8,5536963011,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176109,3,83,1,1,4,c165yjiny1qnmfdvefxvflnkc,0,51.5,80.3,2025-02-23T15:02:18.469Z,2025-02-23T15:02:32Z,6xjbcik3a56d0vqy4vrq5eokp,D. Čolina,,,5536964345,399,6anvl82jyio52wo87cbxdp4np,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176049,27,1,1,1,5,9qsmopgutr7ut5g6workk8w4i,1,48.8,17.3,2025-02-23T15:02:18.741Z,2025-02-23T15:02:22Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5536963339,213,2.27,5536963335,141,49.7,5536963337,212,28.8,5536963333,140,31.2,5536963331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176151,28,1,1,1,8,9qsmopgutr7ut5g6workk8w4i,1,32.6,48.5,2025-02-23T15:02:22.245Z,2025-02-23T15:02:27Z,3hi7nroqhsvj8elv8nd9a8ted,T. Mikkelsen,,,5536963861,140,33.9,5536963863,141,61.2,5536963867,213,1.41,5536963859,56,Back,5536963865,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176197,29,1,1,1,14,9qsmopgutr7ut5g6workk8w4i,1,39.4,61.1,2025-02-23T15:02:27.564Z,2025-02-23T15:02:29Z,bnar4f48vnx4oaz2lzch48es5,J. Rasmussen,,,5536964099,213,4.57,5536964097,212,13.5,5536964095,141,41.5,5536964091,56,Back,5536964093,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176235,30,1,1,1,15,9qsmopgutr7ut5g6workk8w4i,1,37.1,41.5,2025-02-23T15:02:28.941Z,2025-02-23T15:02:32Z,506kxojakimt5s0v2c4q6b33e,F. Alves,,,5536964359,140,43.7,5536964365,213,5.06,5536964357,56,Back,5536964361,141,13.5,5536964363,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176323,31,1,1,1,22,9qsmopgutr7ut5g6workk8w4i,1,43.6,17.4,2025-02-23T15:02:35.740Z,2025-02-23T15:02:38Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5536964797,213,6.16,5536964789,140,55.1,5536964795,212,12.2,5536964785,56,Right,5536964793,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176393,32,1,1,1,24,9qsmopgutr7ut5g6workk8w4i,1,54.3,14.7,2025-02-23T15:02:38.092Z,2025-02-23T15:02:41Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5536965223,140,66.1,5536965221,56,Center,5536965229,213,0.62,5536965225,141,27.6,5536965227,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176399,4,83,1,1,25,c165yjiny1qnmfdvefxvflnkc,0,36.6,67.1,2025-02-23T15:02:39.325Z,2025-02-23T15:02:47Z,6ylzm57bvpufg3cenadtv7qhh,D. van Bruggen,,,5536965501,399,91suopiz6irxqevhzv8lx76ne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176409,33,1,1,1,27,9qsmopgutr7ut5g6workk8w4i,1,66.1,27.6,2025-02-23T15:02:41.141Z,2025-02-23T15:02:42Z,91suopiz6irxqevhzv8lx76ne,M. Rajović,,,5536965305,212,3.8,5536965307,213,2.70,5536965299,56,Center,5536965303,141,30.0,5536965301,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176411,34,1,1,1,28,9qsmopgutr7ut5g6workk8w4i,1,62.8,30.0,2025-02-23T15:02:41.940Z,2025-02-23T15:02:45Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5536965329,212,40.9,5536965311,155,,5536965325,141,88.0,5536965641,1,,5536965335,213,1.30,5536965321,140,73.2,5536965315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176513,35,1,1,1,31,9qsmopgutr7ut5g6workk8w4i,1,74.6,90.8,2025-02-23T15:02:45.524Z,2025-02-23T15:02:48Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536965855,141,81.7,5536965857,212,18.9,5536965859,213,5.95,5536965853,140,91.6,5536965851,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176551,36,1,1,1,35,9qsmopgutr7ut5g6workk8w4i,1,92.0,84.1,2025-02-23T15:02:48.741Z,2025-02-23T15:02:50Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5536966099,56,Left,5536966103,141,88.4,5536966101,140,82.6,5536966105,212,10.3,5536966107,213,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176573,37,1,1,1,36,9qsmopgutr7ut5g6workk8w4i,0,82.0,88.7,2025-02-23T15:02:50.164Z,2025-02-23T17:57:52Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536966223,140,88.2,5536966217,2,,5536966221,56,Center,5536966219,155,,5537834203,72,,5537834201,224,,5536966225,141,56.6,5536966227,212,22.8,5536966229,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176771,5,12,1,1,38,c165yjiny1qnmfdvefxvflnkc,1,11.0,44.3,2025-02-23T15:02:52.445Z,2025-02-23T15:03:02Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5536967319,213,6.20,5536967317,212,21.2,5536967315,141,41.8,5536967311,56,Back,5536967313,140,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176655,38,1,1,1,39,9qsmopgutr7ut5g6workk8w4i,1,66.2,54.8,2025-02-23T15:02:53.396Z,2025-02-23T15:02:56Z,aa0888u38mjc1euhofseazb2t,S. Spierings,,,5536966655,141,45.8,5536966657,212,6.5,5536966659,213,5.04,5536966653,140,68.2,5536966651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176675,39,1,1,1,42,9qsmopgutr7ut5g6workk8w4i,1,66.2,50.1,2025-02-23T15:02:56.204Z,2025-02-23T15:02:57Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5536966783,140,70.0,5536966781,56,Center,5536966785,141,65.2,5536966787,212,11.0,5536966789,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176707,40,1,1,1,44,9qsmopgutr7ut5g6workk8w4i,1,70.0,65.2,2025-02-23T15:02:57.836Z,2025-02-23T15:02:59Z,2xp7fbcl6a4nua9jpm7b4k1sk,N. Nartey,,,5536966985,212,14.7,5536966979,56,Left,5536966989,213,0.96,5536966983,141,83.0,5536966981,140,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176743,41,1,1,1,45,9qsmopgutr7ut5g6workk8w4i,0,80.8,83.8,2025-02-23T15:02:59.276Z,2025-02-23T17:58:07Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536967187,141,78.8,5536967193,213,5.59,5536967173,2,,5536967191,212,5.3,5537835407,72,,5537835405,224,,5536967177,155,,5536967183,140,84.7,5536967181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176773,6,61,1,1,48,c165yjiny1qnmfdvefxvflnkc,1,15.6,21.1,2025-02-23T15:03:01.552Z,2025-02-23T15:57:19Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5536967371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176779,7,6,1,1,48,c165yjiny1qnmfdvefxvflnkc,0,15.4,21.2,2025-02-23T15:03:01.988Z,2025-02-23T18:02:16Z,6lap0wrnichfxxqm5kgtoflec,L. Flø,,,5536967417,73,,5536967415,56,Back,5536967509,233,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780176761,42,6,1,1,48,9qsmopgutr7ut5g6workk8w4i,1,84.6,78.8,2025-02-23T15:03:01.988Z,2025-02-23T15:36:11Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536967363,73,,5536967439,233,7,5536967359,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780177399,43,1,1,2,27,9qsmopgutr7ut5g6workk8w4i,0,99.5,99.5,2025-02-23T15:03:41.276Z,2025-02-23T18:02:23Z,53nd6a4o02ebb0w2s12prijje,Y. Suzuki,,,5537854235,20,,5536970883,6,,5536970897,213,4.63,5536970895,212,35.1,5536970899,1,,5536970891,140,96.6,5536970893,141,48.1,5536970889,56,Center,5536970887,223,,5536970885,155,5536971177,233,8,5536970879,2,,,,,,,,,,,,,,,,,,,,,,
2780177443,8,41,1,2,31,c165yjiny1qnmfdvefxvflnkc,1,3.7,50.7,2025-02-23T15:03:44.814Z,2025-02-23T18:02:38Z,53y263xxfdf1itytiqhg3v6c5,I. Vekić,,,5536971129,140,15.7,5536971133,212,18.5,5536971241,233,43,5537854761,378,,5536971131,141,70.7,5536971135,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780177547,9,12,1,2,33,c165yjiny1qnmfdvefxvflnkc,1,15.7,70.7,2025-02-23T15:03:46.814Z,2025-02-23T18:02:45Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5536971737,140,37.3,5536971735,56,Back,5536971739,141,88.5,5536971741,212,25.7,5536971743,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780177527,44,1,1,2,37,9qsmopgutr7ut5g6workk8w4i,1,55.0,10.9,2025-02-23T15:03:51.428Z,2025-02-23T15:03:52Z,2tthm6h5o033dz440e476rhbe,M. Divković,,,5536971659,213,0.12,5536971657,212,18.8,5536971655,141,14.3,5536971649,155,,5536971651,56,Right,5536971653,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780177531,45,1,1,2,38,9qsmopgutr7ut5g6workk8w4i,0,72.8,14.3,2025-02-23T15:03:52.147Z,2025-02-23T15:03:53Z,6anvl82jyio52wo87cbxdp4np,S. Klaiber,,,5536971673,212,4.0,5536971671,141,14.4,5536971705,156,,5536971675,213,3.12,5536971667,56,Right,5536971669,140,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780177661,11,1,1,2,40,c165yjiny1qnmfdvefxvflnkc,1,31.3,83.2,2025-02-23T15:03:53.742Z,2025-02-23T18:02:58Z,7uia9zlz3axnuc6usdn9u4kfe,L. Hetemi,,,5536972309,140,49.9,5536972321,213,0.27,5536972317,212,20.2,5536972313,141,91.0,5536972303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780177665,12,4,1,2,45,c165yjiny1qnmfdvefxvflnkc,1,62.8,82.0,2025-02-23T15:03:58.626Z,2025-02-23T18:03:17Z,3ylgelxr6ssp42hidfnchqp2i,K. Kirkegaard,,,5537859125,294,,5536972393,286,,5536972439,233,46,5536972389,152,,5536972387,56,Left,5536972385,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
