id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2754260111,9,1,1,0,16,ahnt9ejgwj58ul8auzdvi3czf,1,31.9,86.9,2024-12-01T17:00:59.153Z,2024-12-01T17:01:00Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5396342823,141,67.8,5396342827,213,5.41,5396342821,140,42.3,5396342819,56,Back,5396342825,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260135,10,1,1,0,18,ahnt9ejgwj58ul8auzdvi3czf,1,42.3,67.8,2024-12-01T17:01:00.288Z,2024-12-01T17:01:02Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5396342979,140,60.6,5396342977,56,Center,5396342985,212,19.2,5396342983,141,66.4,5396342989,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260141,3,83,1,0,18,5rz9enoyknpg8ji78za5b82p0,0,39.6,35.8,2024-12-01T17:01:01.272Z,2024-12-01T17:01:08Z,6my7s0ezr6jldotm1w6nk7b9x,F. Tingager,,,5396343301,399,n2annzbap7hll02zo2v0ccgk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260159,11,1,1,0,20,ahnt9ejgwj58ul8auzdvi3czf,1,60.1,66.7,2024-12-01T17:01:02.688Z,2024-12-01T17:01:04Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5396343077,141,73.9,5396343079,212,8.5,5396343081,213,2.53,5396343073,56,Center,5396343075,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260167,12,1,1,0,21,ahnt9ejgwj58ul8auzdvi3czf,1,53.5,73.9,2024-12-01T17:01:04.129Z,2024-12-01T17:01:04Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5396343133,141,68.4,5396343137,213,6.01,5396343131,140,66.2,5396343129,56,Center,5396343135,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260173,13,1,1,0,22,ahnt9ejgwj58ul8auzdvi3czf,1,66.2,68.4,2024-12-01T17:01:04.720Z,2024-12-01T17:01:05Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5396343163,140,61.8,5396343167,212,5.1,5396343169,213,2.73,5396343161,56,Center,5396343185,156,,5396343165,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260193,14,1,1,0,23,ahnt9ejgwj58ul8auzdvi3czf,0,62.5,71.4,2024-12-01T17:01:06.240Z,2024-12-01T17:01:12Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5396343523,1,,5396343275,56,Left,5396343283,213,0.61,5396343277,140,90.6,5396343279,141,100.0,5396343281,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260227,4,5,1,0,28,5rz9enoyknpg8ji78za5b82p0,1,9.7,-1.5,2024-12-01T17:01:10.584Z,2024-12-01T17:30:18Z,aswmi1pnkzkvkexp8ngief6j9,F. Beijmo,,,5396343561,233,15,5396343491,347,,5396343489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260239,15,5,1,0,28,ahnt9ejgwj58ul8auzdvi3czf,0,90.3,101.5,2024-12-01T17:01:10.584Z,2024-12-01T17:30:18Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5396343593,233,4,5396343539,347,,5396343537,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260437,5,1,1,0,44,5rz9enoyknpg8ji78za5b82p0,0,14.1,0.0,2024-12-01T17:01:27.193Z,2024-12-01T17:01:30Z,e9lrzsiy94y46h62rnawi3sgl,H. Dalsgaard,,,5396344655,107,,5396344661,141,4.6,5396344665,213,0.21,5396344663,212,20.3,5396344659,140,33.0,5396344657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260457,16,1,1,0,48,ahnt9ejgwj58ul8auzdvi3czf,0,55.4,88.6,2024-12-01T17:01:30.897Z,2024-12-01T17:01:31Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5396344763,56,Left,5396344769,212,16.1,5396344767,141,86.3,5396344771,213,6.19,5396344761,155,,5396344765,140,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260489,6,1,1,0,49,5rz9enoyknpg8ji78za5b82p0,1,29.3,6.7,2024-12-01T17:01:31.623Z,2024-12-01T17:01:34Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5396344941,141,14.9,5396344937,56,Back,5396344939,140,35.1,5396344945,213,0.74,5396344943,212,8.3,5396344935,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260499,7,44,1,0,50,5rz9enoyknpg8ji78za5b82p0,1,35.0,23.4,2024-12-01T17:01:33.263Z,2024-12-01T17:04:00Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5396344991,233,17,5396344981,285,,5396344979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260481,17,44,1,0,50,ahnt9ejgwj58ul8auzdvi3czf,0,65.0,76.6,2024-12-01T17:01:33.264Z,2024-12-01T17:01:37Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5396344899,56,Center,5396345017,233,7,5396344901,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260555,8,1,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,35.1,14.9,2024-12-01T17:01:33.784Z,2024-12-01T17:49:38Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5396345243,213,0.51,5396345237,140,37.9,5396345239,141,17.3,5396345233,168,,5396345235,56,Back,5396345231,3,,5396345241,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260561,9,50,1,0,51,5rz9enoyknpg8ji78za5b82p0,1,38.4,20.2,2024-12-01T17:01:34.278Z,2024-12-01T17:54:11Z,3sadup8mjwu4dc96wz6lmixn9,P. Mortensen,,,5396643681,233,449,5396614651,286,,5396345271,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754314363,449,7,1,0,52,ahnt9ejgwj58ul8auzdvi3czf,0,61.6,79.8,2024-12-01T17:01:34.279Z,2024-12-01T17:54:11Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5396643563,285,,5396643557,56,Left,5396643609,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260567,10,1,1,0,53,5rz9enoyknpg8ji78za5b82p0,0,31.7,18.2,2024-12-01T17:01:35.768Z,2024-12-01T17:47:48Z,43q9ytkbmtk5y3tgv77v7pmg9,M. Madsen,,,5396345315,141,20.0,5396345355,236,,5396345311,56,Back,5396345361,286,,5396345317,212,1.3,5396345319,213,1.90,5396345357,233,18,5396345313,140,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260575,18,74,1,0,53,ahnt9ejgwj58ul8auzdvi3czf,1,70.2,61.1,2024-12-01T17:01:35.769Z,2024-12-01T17:56:30Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5396345329,56,Center,5396345331,285,,5396345397,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260623,20,1,1,0,57,ahnt9ejgwj58ul8auzdvi3czf,1,74.1,61.5,2024-12-01T17:01:39.856Z,2024-12-01T17:56:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5396345645,140,77.6,5396345643,56,Center,5396345649,212,6.4,5396345651,213,5.32,5396345647,141,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754315103,450,1,1,0,58,ahnt9ejgwj58ul8auzdvi3czf,1,73.2,52.8,2024-12-01T17:01:40.279Z,2024-12-01T17:54:54Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5396647563,212,5.9,5396647561,141,60.2,5396647557,56,Center,5396647559,140,76.1,5396647565,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260641,21,1,1,0,59,ahnt9ejgwj58ul8auzdvi3czf,1,79.4,59.3,2024-12-01T17:01:41.384Z,2024-12-01T17:56:31Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,1.0,,5396345747,141,50.4,5396345749,212,6.2,5396345743,56,Center,5396355695,210,15,5396345751,213,4.95,5396355699,154,,5396345745,140,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260645,22,15,1,0,59,ahnt9ejgwj58ul8auzdvi3czf,1,83.5,51.4,2024-12-01T17:01:42.116Z,2024-12-01T17:03:58Z,n2annzbap7hll02zo2v0ccgk,T. Adamsen,,,5396355749,147,51.3,5396355747,146,84.5,5396355763,233,11,5396355753,231,50.7,5396355733,78,,5396355735,29,,5396345777,56,Center,5396353825,82,,5396355743,102,49.1,5396355737,154,5396355739,55,21,5396355751,230,98.5,5396353821,17,5396353819,72,5396355745,103,19,5396345773,22,,,,,,,,,,,,,
2754260619,11,10,1,0,59,5rz9enoyknpg8ji78za5b82p0,1,15.5,48.7,2024-12-01T17:01:42.216Z,2024-12-01T17:03:59Z,7je01bs3a4q6c2gd02ee6da3u,K. Arnstad,,,5396355779,233,22,5396345629,94,,5396345631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260661,12,12,1,1,1,5rz9enoyknpg8ji78za5b82p0,1,15.2,50.4,2024-12-01T17:01:43.624Z,2024-12-01T17:02:25Z,cgkvw4q8ddcjl0po181upzwx6,E. Kahl,,,5396345883,212,16.9,5396345879,140,29.7,5396345885,213,0.45,5396345877,56,Back,5396345881,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260689,23,1,1,1,3,ahnt9ejgwj58ul8auzdvi3czf,1,75.3,38.0,2024-12-01T17:01:45.984Z,2024-12-01T17:56:36Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5396346063,212,13.4,5396346061,141,21.5,5396346057,56,Center,5396346059,140,68.3,5396346065,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260763,24,1,1,1,5,ahnt9ejgwj58ul8auzdvi3czf,1,68.3,21.5,2024-12-01T17:01:47.776Z,2024-12-01T17:55:14Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5396346437,141,10.6,5396346439,212,16.5,5396346433,56,Right,5396346435,140,54.3,5396346441,213,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260815,25,1,1,1,11,ahnt9ejgwj58ul8auzdvi3czf,1,43.2,22.4,2024-12-01T17:01:53.744Z,2024-12-01T17:55:23Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5396346731,140,17.8,5396346729,56,Back,5396346735,212,28.7,5396346733,141,37.9,5396346737,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260907,26,1,1,1,16,ahnt9ejgwj58ul8auzdvi3czf,1,18.5,45.1,2024-12-01T17:01:59.056Z,2024-12-01T17:02:06Z,b2492j7qzdo7g3ysxz6gq4g5x,N. Larsen,,,5396347265,140,23.6,5396347263,56,Back,5396347269,212,17.1,5396347271,213,1.25,5396347267,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260955,27,1,1,1,24,ahnt9ejgwj58ul8auzdvi3czf,1,35.1,52.8,2024-12-01T17:02:06.720Z,2024-12-01T17:02:10Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5396347579,56,Back,5396347597,213,4.77,5396347593,212,16.1,5396347587,141,29.1,5396347583,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260979,28,1,1,1,28,ahnt9ejgwj58ul8auzdvi3czf,1,35.2,27.0,2024-12-01T17:02:10.480Z,2024-12-01T17:02:11Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5396347709,212,6.3,5396347697,56,Back,5396347713,213,0.95,5396347705,141,34.6,5396347701,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754260997,29,1,1,1,29,ahnt9ejgwj58ul8auzdvi3czf,1,38.7,34.6,2024-12-01T17:02:11.712Z,2024-12-01T17:02:13Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5396347829,156,,5396347807,140,34.5,5396347811,212,7.9,5396347809,141,24.9,5396347813,213,4.12,5396347805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261041,30,1,1,1,31,ahnt9ejgwj58ul8auzdvi3czf,1,34.5,25.0,2024-12-01T17:02:13.392Z,2024-12-01T17:02:16Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5396348075,140,38.9,5396348077,141,34.8,5396348079,212,8.1,5396348073,56,Back,5396348081,213,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261051,31,1,1,1,33,ahnt9ejgwj58ul8auzdvi3czf,1,38.9,34.8,2024-12-01T17:02:16.096Z,2024-12-01T17:02:16Z,cuufy3ioo1kio56er2cfn0mqc,M. Freundlich,,,5396348139,141,27.9,5396348141,212,8.4,5396348137,140,32.3,5396348135,56,Back,5396348143,213,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261075,32,1,1,1,34,ahnt9ejgwj58ul8auzdvi3czf,1,32.3,27.9,2024-12-01T17:02:16.751Z,2024-12-01T17:02:18Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5396348315,213,1.76,5396348307,141,69.1,5396348301,56,Back,5396348305,140,27.2,5396348313,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261093,33,1,1,1,36,ahnt9ejgwj58ul8auzdvi3czf,1,27.2,69.1,2024-12-01T17:02:18.640Z,2024-12-01T17:02:20Z,4qo7eu3xwhkpssbuyk4n70fe1,Pedro Ganchas,,,5396348393,140,39.7,5396348399,213,0.62,5396348397,212,16.1,5396348391,56,Back,5396348395,141,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261135,34,1,1,1,37,ahnt9ejgwj58ul8auzdvi3czf,1,38.0,84.8,2024-12-01T17:02:19.984Z,2024-12-01T17:02:22Z,bb8q9cgqzw9n2tmkl8s3bth0q,Y. Bakiz,,,5396348561,212,9.7,5396348555,56,Back,5396348557,140,43.2,5396348559,141,96.6,5396348563,213,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261175,35,1,1,1,39,ahnt9ejgwj58ul8auzdvi3czf,1,41.8,91.7,2024-12-01T17:02:22.032Z,2024-12-01T17:02:25Z,2513579m13glsous1p82fbjzd,A. Poulsen,,,5396348847,140,32.8,5396348851,212,22.7,5396348849,141,61.4,5396348845,56,Back,5396348853,213,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261215,36,1,1,1,43,ahnt9ejgwj58ul8auzdvi3czf,1,32.7,48.4,2024-12-01T17:02:25.631Z,2024-12-01T17:02:29Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5396349067,140,45.9,5396349071,212,27.8,5396349069,141,12.9,5396349073,213,5.23,5396349065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261239,37,1,1,1,46,ahnt9ejgwj58ul8auzdvi3czf,1,41.7,17.1,2024-12-01T17:02:28.911Z,2024-12-01T17:02:31Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5396349203,56,Back,5396349207,141,21.5,5396349211,213,2.96,5396349209,212,16.7,5396349205,140,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261259,38,1,1,1,48,ahnt9ejgwj58ul8auzdvi3czf,1,26.1,21.5,2024-12-01T17:02:31.055Z,2024-12-01T17:02:32Z,9zhmwx3g0m6xi2oh57g4z35nu,R. Østrøm,,,5396349341,56,Back,5396349345,140,30.3,5396349349,212,9.3,5396349351,213,1.08,5396349347,141,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261281,39,1,1,1,49,ahnt9ejgwj58ul8auzdvi3czf,1,30.3,33.6,2024-12-01T17:02:32.112Z,2024-12-01T17:02:34Z,bplpqy3ierwlm12d1f3prue7e,P. Mattsson,,,5396349475,56,Right,5396349483,213,5.84,5396349479,141,12.0,5396349485,1,,5396349477,140,59.8,5396349481,212,34.3,5396349473,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261299,40,1,1,1,51,ahnt9ejgwj58ul8auzdvi3czf,1,60.3,11.7,2024-12-01T17:02:33.935Z,2024-12-01T17:02:36Z,6wrch4yhbs6utcc0doguj90q,M. Larsen,,,5396349623,141,24.6,5396349627,213,2.12,5396349621,140,55.2,5396349619,56,Center,5396349625,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261323,41,1,1,1,53,ahnt9ejgwj58ul8auzdvi3czf,1,57.0,20.1,2024-12-01T17:02:36.064Z,2024-12-01T17:02:37Z,avtms6bcr8i7qdacuv225evo5,J. Andersen,,,5396349765,56,Right,5396349773,213,5.61,5396349769,141,9.8,5396349771,212,11.3,5396349767,140,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754261335,42,1,1,1,55,ahnt9ejgwj58ul8auzdvi3czf,1,65.4,9.8,2024-12-01T17:02:37.744Z,2024-12-01T17:02:38Z,55u45p7vwom7civ3xy3hdf71m,O. Sonne,,,5396349823,140,57.1,5396349829,213,2.98,5396349827,212,8.8,5396349821,56,Right,5396349825,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
