id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/12/value,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2792605665,4,74,1,0,12,czkf5t3ai00ghwbga03i5aqxw,1,63.3,96.6,2025-03-29T14:04:10.457Z,2025-03-29T14:13:13Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605181665,285,,5605184313,233,7,5605181663,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792605683,5,5,1,0,16,czkf5t3ai00ghwbga03i5aqxw,0,62.8,101.6,2025-03-29T14:04:13.846Z,2025-03-29T14:04:17Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605181787,56,Left,5605181937,233,8,5605181789,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792605703,8,5,1,0,16,93ohqui2qgqm8408viwmm1ken,1,37.2,-1.6,2025-03-29T14:04:13.846Z,2025-03-29T14:08:28Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5605181877,56,Back,5605181895,233,5,5605181879,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792605893,9,1,1,0,25,93ohqui2qgqm8408viwmm1ken,1,38.7,0.0,2025-03-29T14:04:23.443Z,2025-03-29T14:04:26Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5605183017,141,13.8,5605183011,56,Back,5605183021,213,1.22,5605183007,107,,5605183013,140,42.3,5605183019,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792605941,10,2,1,0,27,93ohqui2qgqm8408viwmm1ken,1,44.1,18.3,2025-03-29T14:04:24.977Z,2025-03-29T14:04:30Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605183263,141,22.1,5605183313,56,Center,5605183261,140,61.9,5605183311,7,90eoelhr2oxpg3ejr2whwwu6t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792605967,6,55,1,0,27,czkf5t3ai00ghwbga03i5aqxw,1,34.8,90.0,2025-03-29T14:04:24.978Z,2025-03-29T14:14:27Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5605244193,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606153,7,1,1,0,42,czkf5t3ai00ghwbga03i5aqxw,1,34.4,89.3,2025-03-29T14:04:39.895Z,2025-03-29T14:14:23Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5605184393,56,Back,5605184399,212,17.1,5605184389,241,,5605184395,140,27.3,5605184385,5,,5605184397,141,66.6,5605184401,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606211,8,1,1,0,44,czkf5t3ai00ghwbga03i5aqxw,1,27.1,62.6,2025-03-29T14:04:42.150Z,2025-03-29T14:04:46Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5605184747,56,Back,5605184753,212,36.4,5605184761,1,,5605184757,213,5.04,5605184751,141,11.9,5605184749,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606287,9,1,1,0,48,czkf5t3ai00ghwbga03i5aqxw,1,54.3,9.7,2025-03-29T14:04:46.438Z,2025-03-29T14:04:57Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605185175,140,88.1,5605185181,212,36.0,5605185187,213,0.17,5605185177,141,18.9,5605185853,4,,5605185173,56,Right,5605185193,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606325,10,1,1,0,52,czkf5t3ai00ghwbga03i5aqxw,0,95.4,19.8,2025-03-29T14:04:49.910Z,2025-03-29T14:15:14Z,3xughe5ngeamjas70lyheyezu,P. Åslund,,5605185379,140,99.5,5605185383,212,16.8,5605185373,2,,5605185381,141,43.7,5605185385,213,1.31,5605185377,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606653,13,1,1,1,6,93ohqui2qgqm8408viwmm1ken,1,9.2,52.1,2025-03-29T14:05:04.072Z,2025-03-29T14:05:10Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5605187163,212,14.5,5605187157,56,Back,5605187165,213,1.48,5605187159,140,10.4,5605187161,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606713,14,1,1,1,11,93ohqui2qgqm8408viwmm1ken,1,21.7,81.4,2025-03-29T14:05:08.935Z,2025-03-29T14:05:13Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5605187463,212,8.2,5605187451,56,Back,5605187455,140,20.3,5605187467,213,1.75,5605187459,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606735,15,1,1,1,14,93ohqui2qgqm8408viwmm1ken,0,20.3,93.2,2025-03-29T14:05:12.288Z,2025-03-29T14:05:14Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5605187571,212,21.7,5605187575,213,5.96,5605187565,140,39.9,5605187567,141,83.2,5605187563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606743,11,8,1,1,17,czkf5t3ai00ghwbga03i5aqxw,1,68.6,18.3,2025-03-29T14:05:15.221Z,2025-03-29T14:05:15Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605187593,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606807,12,1,1,1,18,czkf5t3ai00ghwbga03i5aqxw,1,71.9,34.9,2025-03-29T14:05:16.358Z,2025-03-29T14:05:17Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605187931,213,3.07,5605187923,56,Back,5605187929,212,31.9,5605187927,141,38.3,5605187925,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606837,14,1,1,1,20,czkf5t3ai00ghwbga03i5aqxw,1,41.6,38.3,2025-03-29T14:05:17.816Z,2025-03-29T14:05:19Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5605188087,140,61.3,5605188091,212,28.2,5605188085,56,Center,5605188093,213,0.75,5605188089,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606867,15,1,1,1,21,czkf5t3ai00ghwbga03i5aqxw,0,60.1,64.9,2025-03-29T14:05:18.982Z,2025-03-29T14:05:20Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605188265,213,5.40,5605188259,140,75.7,5605188261,141,35.4,5605188263,212,25.9,5605188257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606927,16,1,1,1,24,93ohqui2qgqm8408viwmm1ken,0,30.2,64.9,2025-03-29T14:05:21.688Z,2025-03-29T14:05:24Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5605188593,212,3.1,5605188589,140,32.3,5605188633,233,16,5605188595,213,5.50,5605188637,286,,5605188631,236,,5605188587,56,Back,5605188591,141,61.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792606903,16,74,1,1,24,czkf5t3ai00ghwbga03i5aqxw,1,73.6,35.8,2025-03-29T14:05:21.689Z,2025-03-29T14:05:24Z,3xughe5ngeamjas70lyheyezu,P. Åslund,,5605188473,56,Center,5605188475,285,,5605188657,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607007,17,3,1,1,25,czkf5t3ai00ghwbga03i5aqxw,0,84.1,45.5,2025-03-29T14:05:23.278Z,2025-03-29T14:21:35Z,3xughe5ngeamjas70lyheyezu,P. Åslund,,5605189037,56,Center,5605189039,286,,5605189091,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607065,17,12,1,1,26,93ohqui2qgqm8408viwmm1ken,1,10.1,54.0,2025-03-29T14:05:24.544Z,2025-03-29T14:21:37Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5605189325,140,15.0,5605189327,141,52.1,5605189329,212,5.3,5605189323,56,Back,5605189331,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607061,18,61,1,1,27,czkf5t3ai00ghwbga03i5aqxw,1,85.0,47.9,2025-03-29T14:05:25.540Z,2025-03-29T14:21:45Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605189317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607081,18,1,1,1,30,93ohqui2qgqm8408viwmm1ken,1,16.6,56.7,2025-03-29T14:05:28.493Z,2025-03-29T14:05:30Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5605189443,141,36.0,5605189439,56,Back,5605189447,213,4.39,5605189445,212,14.8,5605189441,140,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607153,20,1,1,1,32,93ohqui2qgqm8408viwmm1ken,1,12.1,36.0,2025-03-29T14:05:29.832Z,2025-03-29T14:05:33Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5605189797,56,Back,5605189805,141,49.9,5605189809,212,28.5,5605189801,140,37.7,5605189793,155,,5605189811,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607175,21,1,1,1,34,93ohqui2qgqm8408viwmm1ken,1,40.9,49.7,2025-03-29T14:05:31.944Z,2025-03-29T14:05:34Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5605189925,141,44.0,5605189919,56,Back,5605189927,212,7.2,5605189929,213,5.72,5605189923,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607219,22,1,1,1,35,93ohqui2qgqm8408viwmm1ken,1,46.7,44.0,2025-03-29T14:05:33.072Z,2025-03-29T14:05:37Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5605190189,56,Back,5605190193,141,36.3,5605190191,140,42.9,5605190195,212,6.6,5605190197,213,4.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607221,23,4,1,1,38,93ohqui2qgqm8408viwmm1ken,1,44.4,35.7,2025-03-29T14:05:35.992Z,2025-03-29T14:06:01Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5605190335,56,Back,5605190399,233,19,5605190351,286,,5605190345,265,,5605190333,13,,5605190339,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607217,19,4,1,1,38,czkf5t3ai00ghwbga03i5aqxw,0,55.6,64.3,2025-03-29T14:05:35.993Z,2025-03-29T14:06:01Z,bhaqw4112j43c753dlxhy61ud,D. Stensson,,5605190237,265,,5605190231,13,,5605190235,152,,5605190473,233,23,5605190233,56,Center,5605190239,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607819,24,1,1,2,11,93ohqui2qgqm8408viwmm1ken,1,44.4,35.1,2025-03-29T14:06:09.303Z,2025-03-29T14:22:42Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5605193645,152,,5605193651,141,21.9,5605193649,140,24.4,5605193643,5,,5605193655,213,3.55,5605193647,56,Back,5605294235,189,,5605193653,212,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607841,25,1,1,2,13,93ohqui2qgqm8408viwmm1ken,1,24.4,21.9,2025-03-29T14:06:10.880Z,2025-03-29T14:23:05Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5605193765,141,40.1,5605193769,213,2.47,5605193763,140,9.7,5605193761,56,Back,5605193767,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607859,26,1,1,2,14,93ohqui2qgqm8408viwmm1ken,0,9.7,40.1,2025-03-29T14:06:12.473Z,2025-03-29T14:06:14Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5605193897,140,43.1,5605193905,1,,5605193903,213,6.03,5605193895,56,Back,5605193901,212,36.3,5605193893,157,,5605193899,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607901,20,1,1,2,17,czkf5t3ai00ghwbga03i5aqxw,1,63.5,83.8,2025-03-29T14:06:15.606Z,2025-03-29T14:06:17Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,5605194141,56,Center,5605194147,212,21.3,5605194149,213,5.36,5605194139,157,,5605194165,1,,5605194143,140,75.8,5605194145,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792627269,150,43,1,2,18,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:06:16.147Z,2025-03-29T14:24:20Z,3bepi58wwope38a478y7jwlxw,A. Priske,,5605301573,141,54.4,5605301567,168,0,5605301575,212,6.1,5605301569,56,Center,5605301577,213,5.54,5605301571,140,78.8,5605302871,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607955,21,1,1,2,19,czkf5t3ai00ghwbga03i5aqxw,0,80.1,55.2,2025-03-29T14:06:16.713Z,2025-03-29T14:29:29Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,5605303639,168,,5605194451,212,6.8,5605194445,141,50.3,5605194435,56,Center,5605194441,140,85.8,5605194457,213,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792607979,22,43,1,2,22,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:06:20.056Z,2025-03-29T14:24:55Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605194571,56,Center,5605305865,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608011,27,12,1,2,22,93ohqui2qgqm8408viwmm1ken,1,12.9,46.1,2025-03-29T14:06:20.441Z,2025-03-29T14:06:23Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5605194751,141,100.0,5605194749,140,5.4,5605194755,213,1.78,5605194747,56,Back,5605194819,167,,5605194753,212,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608219,24,5,1,2,23,czkf5t3ai00ghwbga03i5aqxw,1,93.1,-1.2,2025-03-29T14:06:21.625Z,2025-03-29T14:08:29Z,5t5ib5l818gj98xrztrj0kbca,O. Fallenius,,5605195849,56,Right,5605196473,233,28,5605195851,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608013,28,5,1,2,23,93ohqui2qgqm8408viwmm1ken,0,6.9,101.2,2025-03-29T14:06:21.625Z,2025-03-29T14:08:29Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5605194785,347,,5605196501,233,24,5605194783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608441,25,1,1,2,49,czkf5t3ai00ghwbga03i5aqxw,0,92.8,0.0,2025-03-29T14:06:47.046Z,2025-03-29T14:06:51Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605197203,212,25.3,5605197197,56,Center,5605197195,107,,5605197207,1,,5605197205,213,1.52,5605197201,141,35.1,5605197199,140,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608451,29,44,1,2,51,93ohqui2qgqm8408viwmm1ken,1,12.4,64.6,2025-03-29T14:06:49.128Z,2025-03-29T15:15:38Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5605197415,233,26,5605197275,56,Back,5605197277,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608465,26,44,1,2,51,czkf5t3ai00ghwbga03i5aqxw,0,87.6,35.4,2025-03-29T14:06:49.129Z,2025-03-29T15:15:40Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5605197349,286,,5605197347,56,Center,5605199215,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608471,30,12,1,2,51,93ohqui2qgqm8408viwmm1ken,1,5.9,64.6,2025-03-29T14:06:49.255Z,2025-03-29T15:15:43Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5605609489,213,0.44,5605609895,15,,5605197371,56,Back,5605197375,141,78.2,5605197373,140,24.4,5605609487,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792701767,425,1,1,2,53,czkf5t3ai00ghwbga03i5aqxw,1,72.4,17.0,2025-03-29T14:06:50.654Z,2025-03-29T15:15:51Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5605691345,141,6.0,5605691343,140,83.5,5605691349,213,5.71,5605691347,212,13.8,5605691341,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792689925,423,2,1,2,54,czkf5t3ai00ghwbga03i5aqxw,1,91.3,2.3,2025-03-29T14:06:51.654Z,2025-03-29T15:14:52Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605626955,141,12.7,5605626951,56,Right,5605626953,140,97.7,5605626949,7,370kkwnidcltqyooh51z6uzqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608619,27,43,1,3,2,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:06:59.798Z,2025-03-29T14:28:18Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5605198149,56,Right,5605198153,141,7.3,5605198151,140,90.2,5605198155,212,18.7,5605198157,213,5.45,5605321055,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608721,28,43,1,3,4,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:07:02.438Z,2025-03-29T14:27:29Z,bv57jiquzqjnzuxzw5r663aad,A. Ståhl,,5605198629,212,15.3,5605317303,144,1,5605198625,141,23.5,5605198617,56,Center,5605198633,213,0.63,5605198621,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792608733,29,43,1,3,9,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-03-29T14:07:07.313Z,2025-03-29T15:10:50Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,5605198693,346,0,5605629747,144,5,5605198691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
