id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/11/value,qualifier/15/value,qualifier/17/value
2807186583,9,1,1,0,20,7hlumphk42363z3i2nry2wrzj,0,84.6,42.5,2025-04-27T14:30:54.323Z,2025-04-27T14:30:55Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,,,5685282255,141,35.7,5685282251,140,95.0,5685282257,212,11.9,5685282247,56,Center,5685282259,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186559,7,12,1,0,21,durq4oppf7c08tnbzrlebt0uz,1,8.6,72.7,2025-04-27T14:30:54.916Z,2025-04-27T14:30:54Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5685282219,167,,5685282091,56,Back,5685282093,140,6.6,5685282097,141,100.0,5685282099,212,20.0,5685282101,213,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186571,8,5,1,0,21,durq4oppf7c08tnbzrlebt0uz,0,6.2,101.7,2025-04-27T14:30:55.625Z,2025-04-27T15:31:09Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5685282187,347,,5685282185,56,Back,5685360059,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186763,10,5,1,0,21,7hlumphk42363z3i2nry2wrzj,1,93.8,-1.7,2025-04-27T14:30:55.625Z,2025-04-27T15:31:09Z,3v40cf58jryvu4l4cxu4w9ht6,T. Prica,,,5685283217,56,Right,5685360035,233,8,5685283221,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186793,11,1,1,0,28,7hlumphk42363z3i2nry2wrzj,1,94.5,0.0,2025-04-27T14:31:02.547Z,2025-04-27T14:42:18Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5685283405,107,,5685283409,140,87.0,5685283413,212,14.4,5685283411,141,16.5,5685283407,56,Right,5685283415,213,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186817,12,3,1,0,30,7hlumphk42363z3i2nry2wrzj,0,89.7,26.3,2025-04-27T14:31:04.405Z,2025-04-27T14:40:15Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685283541,286,,5685283677,233,9,5685283539,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186797,9,7,1,0,30,durq4oppf7c08tnbzrlebt0uz,0,10.3,73.7,2025-04-27T14:31:04.406Z,2025-04-27T14:40:15Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5685283425,56,Back,5685283427,285,,5685283609,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807186967,13,1,1,0,32,7hlumphk42363z3i2nry2wrzj,1,91.4,27.4,2025-04-27T14:31:06.563Z,2025-04-27T14:31:11Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685284317,141,72.1,5685284311,56,Center,5685284315,140,88.9,5685284319,212,30.5,5685284307,155,,5685284321,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187011,14,1,1,0,37,7hlumphk42363z3i2nry2wrzj,0,90.7,75.0,2025-04-27T14:31:11.219Z,2025-04-27T14:31:12Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5685284557,213,4.88,5685284549,56,Center,5685284555,212,15.2,5685284551,140,93.1,5685284547,155,,5685284545,2,,5685284553,141,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187045,10,12,1,0,40,durq4oppf7c08tnbzrlebt0uz,1,8.0,48.5,2025-04-27T14:31:14.518Z,2025-04-27T14:31:36Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5685284745,141,69.4,5685284743,140,24.3,5685284741,56,Back,5685284747,212,22.2,5685284771,15,,5685284749,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187117,15,1,1,0,41,7hlumphk42363z3i2nry2wrzj,1,75.4,41.3,2025-04-27T14:31:14.883Z,2025-04-27T14:31:17Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685285129,212,16.6,5685285123,56,Center,5685285131,213,3.19,5685285127,141,40.0,5685285125,140,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187145,16,1,1,0,44,7hlumphk42363z3i2nry2wrzj,1,59.6,40.0,2025-04-27T14:31:18.020Z,2025-04-27T14:31:20Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685285305,56,Center,5685285309,141,62.9,5685285311,212,15.6,5685285313,213,1.51,5685285307,140,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187223,17,1,1,0,46,7hlumphk42363z3i2nry2wrzj,1,60.5,65.1,2025-04-27T14:31:20.291Z,2025-04-27T14:31:23Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5685285687,213,1.29,5685285679,56,Left,5685285685,212,19.8,5685285683,141,93.0,5685285681,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187291,18,1,1,0,49,7hlumphk42363z3i2nry2wrzj,1,64.1,95.1,2025-04-27T14:31:23.315Z,2025-04-27T14:31:25Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5685286001,56,Left,5685286005,141,83.3,5685286007,212,12.5,5685286003,140,55.0,5685286009,213,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187355,19,1,1,0,52,7hlumphk42363z3i2nry2wrzj,1,53.9,85.4,2025-04-27T14:31:26.004Z,2025-04-27T14:31:28Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5685286389,212,25.3,5685286377,56,Back,5685286381,140,44.8,5685286391,213,4.32,5685286385,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187399,20,1,1,0,54,7hlumphk42363z3i2nry2wrzj,1,44.6,47.5,2025-04-27T14:31:28.164Z,2025-04-27T14:31:30Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685286627,141,18.6,5685286625,140,49.3,5685286629,212,20.3,5685286623,56,Back,5685286631,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187479,21,1,1,0,56,7hlumphk42363z3i2nry2wrzj,1,46.6,24.0,2025-04-27T14:31:30.596Z,2025-04-27T14:31:33Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685287055,213,1.12,5685287051,141,44.6,5685287049,140,53.0,5685287053,212,15.5,5685287047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187517,22,1,1,1,0,7hlumphk42363z3i2nry2wrzj,1,53.0,44.6,2025-04-27T14:31:33.939Z,2025-04-27T14:31:35Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5685287293,213,0.68,5685287289,141,61.2,5685287285,56,Center,5685287291,212,17.9,5685287287,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187537,23,61,1,1,2,7hlumphk42363z3i2nry2wrzj,0,65.9,61.2,2025-04-27T14:31:35.700Z,2025-04-27T14:44:15Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5685287425,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807206459,134,1,1,1,2,durq4oppf7c08tnbzrlebt0uz,1,32.9,31.5,2025-04-27T14:31:35.964Z,2025-04-27T14:44:35Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5685394611,141,39.1,5685394613,212,13.6,5685394601,56,Back,5685394617,213,2.75,5685394605,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187601,12,1,1,1,4,durq4oppf7c08tnbzrlebt0uz,1,23.7,54.0,2025-04-27T14:31:38.637Z,2025-04-27T14:31:39Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5685287831,212,14.9,5685287823,56,Back,5685287827,141,32.1,5685287825,140,22.6,5685287833,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187627,13,1,1,1,6,durq4oppf7c08tnbzrlebt0uz,0,22.6,32.1,2025-04-27T14:31:39.925Z,2025-04-27T14:45:09Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5685287975,140,34.1,5685287971,56,Back,5685287981,212,16.0,5685287983,213,5.57,5685287979,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187631,24,61,1,1,6,7hlumphk42363z3i2nry2wrzj,1,66.5,79.4,2025-04-27T14:31:40.411Z,2025-04-27T14:31:40Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5685287995,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187711,14,1,1,1,9,durq4oppf7c08tnbzrlebt0uz,0,23.7,20.1,2025-04-27T14:31:42.717Z,2025-04-27T14:45:11Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5685288361,157,,5685288365,56,Back,5685288371,141,7.1,5685288377,212,21.7,5685288383,1,,5685288369,140,42.6,5685288379,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187807,25,1,1,1,10,7hlumphk42363z3i2nry2wrzj,0,60.0,96.6,2025-04-27T14:31:43.699Z,2025-04-27T14:31:46Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5685289001,212,16.7,5685288993,140,75.9,5685288991,56,Left,5685288997,141,97.2,5685289009,213,0.02,5685288989,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187861,15,1,1,1,14,durq4oppf7c08tnbzrlebt0uz,1,29.3,2.6,2025-04-27T14:31:48.589Z,2025-04-27T14:31:49Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5685289309,141,14.0,5685289313,213,1.41,5685289311,212,7.9,5685289307,140,30.5,5685289305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187883,16,1,1,1,15,durq4oppf7c08tnbzrlebt0uz,0,31.3,14.4,2025-04-27T14:31:48.973Z,2025-04-27T14:45:26Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5685289465,213,5.28,5685289457,56,Back,5685289463,212,13.2,5685289461,141,0.0,5685289459,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187887,17,5,1,1,16,durq4oppf7c08tnbzrlebt0uz,0,39.2,-2.0,2025-04-27T14:31:50.327Z,2025-04-27T15:31:10Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5685289487,56,Back,5685289489,347,,5685289653,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807187897,26,5,1,1,16,7hlumphk42363z3i2nry2wrzj,1,60.8,102.0,2025-04-27T14:31:50.327Z,2025-04-27T14:31:53Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5685289617,233,17,5685289541,56,Left,5685289543,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188035,27,1,1,1,18,7hlumphk42363z3i2nry2wrzj,1,58.3,100.0,2025-04-27T14:31:52.516Z,2025-04-27T14:31:57Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5685290329,107,,5685290337,212,19.7,5685290331,56,Back,5685290335,141,90.8,5685290339,213,3.54,5685290333,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188131,28,1,1,1,23,7hlumphk42363z3i2nry2wrzj,1,41.0,90.8,2025-04-27T14:31:57.107Z,2025-04-27T14:32:01Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5685290859,56,Back,5685290863,141,64.5,5685290861,140,36.2,5685290865,212,18.6,5685290867,213,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188195,29,1,1,1,28,7hlumphk42363z3i2nry2wrzj,1,44.3,54.0,2025-04-27T14:32:01.829Z,2025-04-27T14:32:05Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685291247,140,55.0,5685291245,56,Left,5685291253,213,1.18,5685291249,141,93.8,5685291251,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188259,30,1,1,1,31,7hlumphk42363z3i2nry2wrzj,1,54.9,95.9,2025-04-27T14:32:05.124Z,2025-04-27T14:32:08Z,2lafgzvhv0er31i6c2nb6xqfo,M. Baggesen,,,5685291651,212,18.1,5685291649,141,83.2,5685291645,56,Back,5685291653,213,3.64,5685291647,140,39.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188327,31,1,1,1,34,7hlumphk42363z3i2nry2wrzj,1,39.9,77.9,2025-04-27T14:32:08.435Z,2025-04-27T14:32:11Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5685292043,56,Back,5685292051,213,4.67,5685292049,212,20.1,5685292045,140,39.0,5685292047,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188353,32,1,1,1,37,7hlumphk42363z3i2nry2wrzj,1,37.4,49.7,2025-04-27T14:32:11.188Z,2025-04-27T14:32:13Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685292219,56,Back,5685292227,213,4.88,5685292223,141,20.7,5685292221,140,40.5,5685292225,212,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188451,33,1,1,1,39,7hlumphk42363z3i2nry2wrzj,1,39.1,20.3,2025-04-27T14:32:13.556Z,2025-04-27T14:32:18Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685292787,213,2.41,5685292785,212,15.7,5685292781,140,28.0,5685292779,56,Back,5685292783,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188507,34,1,1,1,44,7hlumphk42363z3i2nry2wrzj,1,26.6,35.7,2025-04-27T14:32:18.275Z,2025-04-27T14:32:20Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685293137,212,12.7,5685293131,56,Back,5685293135,141,52.7,5685293139,213,1.14,5685293133,140,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188537,35,1,1,1,47,7hlumphk42363z3i2nry2wrzj,1,31.7,52.7,2025-04-27T14:32:20.757Z,2025-04-27T14:32:22Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5685293289,212,15.9,5685293283,56,Back,5685293287,141,37.4,5685293285,140,20.3,5685293291,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188617,36,1,1,1,48,7hlumphk42363z3i2nry2wrzj,1,20.3,37.4,2025-04-27T14:32:22.084Z,2025-04-27T14:32:25Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685293735,212,13.6,5685293731,140,31.5,5685293737,213,5.76,5685293729,56,Back,5685293733,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188663,37,1,1,1,51,7hlumphk42363z3i2nry2wrzj,1,36.4,35.5,2025-04-27T14:32:25.557Z,2025-04-27T14:32:27Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5685294005,213,2.82,5685294001,141,42.1,5685293997,56,Back,5685294003,212,14.2,5685293999,140,23.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188735,38,1,1,1,54,7hlumphk42363z3i2nry2wrzj,1,24.0,40.1,2025-04-27T14:32:28.020Z,2025-04-27T14:32:30Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5685294419,140,31.1,5685294417,56,Back,5685294423,212,21.9,5685294421,141,9.8,5685294425,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
