id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId
2817131839,21,1,1,1,12,spvvjmk37iid7hsky9g3nce7,1,34.0,7.7,2025-05-19T17:02:56.334Z,2025-05-19T17:02:58Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740200111,141,31.5,5740200113,212,20.5,5740200107,56,Back,5740200109,140,22.0,5740200115,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131849,22,1,1,1,14,spvvjmk37iid7hsky9g3nce7,1,21.2,25.0,2025-05-19T17:02:58.415Z,2025-05-19T17:03:01Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740200241,212,10.4,5740200233,140,30.8,5740200245,213,0.24,5740200237,141,28.6,5740200229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131855,23,1,1,1,17,spvvjmk37iid7hsky9g3nce7,1,32.0,30.7,2025-05-19T17:03:00.974Z,2025-05-19T17:03:02Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740200303,213,4.52,5740200299,141,12.0,5740200301,212,13.0,5740200295,56,Back,5740200297,140,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131865,24,1,1,1,18,spvvjmk37iid7hsky9g3nce7,1,29.5,12.9,2025-05-19T17:03:01.950Z,2025-05-19T17:03:02Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740200331,140,24.8,5740200333,141,36.3,5740200337,213,1.87,5740200335,212,16.7,5740200329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131879,25,1,1,1,19,spvvjmk37iid7hsky9g3nce7,1,24.8,36.3,2025-05-19T17:03:02.719Z,2025-05-19T17:03:05Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740200453,141,72.1,5740200451,140,29.1,5740200457,213,1.39,5740200449,56,Back,5740200455,212,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131891,26,1,1,1,21,spvvjmk37iid7hsky9g3nce7,1,28.4,75.6,2025-05-19T17:03:05.375Z,2025-05-19T17:03:07Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740200513,140,37.0,5740200519,213,0.92,5740200517,212,14.9,5740200515,141,93.0,5740200511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131909,27,1,1,1,23,spvvjmk37iid7hsky9g3nce7,1,33.6,92.7,2025-05-19T17:03:07.593Z,2025-05-19T17:19:58Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5740200595,212,5.0,5740200597,213,4.65,5740200589,56,Back,5740200593,141,85.4,5740200591,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131955,28,1,1,1,25,spvvjmk37iid7hsky9g3nce7,1,31.6,84.4,2025-05-19T17:03:08.974Z,2025-05-19T17:03:14Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740200841,141,66.0,5740200843,212,14.6,5740200837,56,Back,5740200845,213,4.17,5740200839,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131929,13,43,1,1,27,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-19T17:03:11.540Z,2025-05-19T17:20:25Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5740245355,144,83,5740200925,399,a0i74nqik3lbi02ngno0m0ys4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131965,29,1,1,1,30,spvvjmk37iid7hsky9g3nce7,1,25.9,66.4,2025-05-19T17:03:14.270Z,2025-05-19T17:03:19Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740200905,213,1.01,5740200903,212,8.7,5740200901,141,77.2,5740200897,56,Back,5740200899,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132013,30,1,1,1,35,spvvjmk37iid7hsky9g3nce7,1,34.9,78.1,2025-05-19T17:03:19.598Z,2025-05-19T17:03:20Z,5h6xr50d54zcxnktz7q58oa1h,T. Pettersson,,,5740201171,140,30.1,5740201173,141,64.0,5740201169,56,Back,5740201177,213,4.23,5740201175,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132057,31,1,1,1,37,spvvjmk37iid7hsky9g3nce7,1,29.6,60.8,2025-05-19T17:03:20.792Z,2025-05-19T17:03:24Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5740201363,213,4.79,5740201361,212,16.7,5740201357,140,30.8,5740201355,56,Back,5740201359,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132083,32,1,1,1,41,spvvjmk37iid7hsky9g3nce7,1,39.5,24.9,2025-05-19T17:03:24.767Z,2025-05-19T17:03:26Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740201513,213,5.72,5740201503,140,60.3,5740201509,212,25.8,5740201499,56,Right,5740201507,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132101,33,1,1,1,43,spvvjmk37iid7hsky9g3nce7,1,62.0,4.7,2025-05-19T17:03:26.734Z,2025-05-19T17:03:29Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740201635,213,1.72,5740201629,140,61.4,5740201627,56,Right,5740201633,212,4.3,5740201631,141,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132113,34,1,1,1,45,spvvjmk37iid7hsky9g3nce7,1,61.9,15.0,2025-05-19T17:03:29.567Z,2025-05-19T17:03:30Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5740201687,141,6.8,5740201691,213,3.89,5740201685,140,56.2,5740201689,212,8.2,5740201683,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132133,35,1,1,1,46,spvvjmk37iid7hsky9g3nce7,1,56.2,6.8,2025-05-19T17:03:30.607Z,2025-05-19T17:03:32Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740201799,212,20.3,5740201793,56,Back,5740201797,141,27.3,5740201795,140,42.2,5740201803,213,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132151,36,1,1,1,48,spvvjmk37iid7hsky9g3nce7,1,39.8,31.0,2025-05-19T17:03:32.427Z,2025-05-19T17:03:35Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5740201919,140,46.1,5740201925,213,5.17,5740201917,56,Back,5740201921,141,11.4,5740201923,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132181,37,1,1,1,52,spvvjmk37iid7hsky9g3nce7,0,47.9,7.3,2025-05-19T17:03:35.807Z,2025-05-19T17:03:40Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5740202095,56,Center,5740202097,140,85.3,5740202099,141,32.1,5740202105,1,,5740202101,212,42.7,5740202091,155,,5740202103,213,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132253,15,1,1,2,0,ac8jow4mdkvnsv5s0och4qqm,1,6.0,47.2,2025-05-19T17:03:43.853Z,2025-05-19T17:03:50Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5740202469,56,Back,5740202473,141,21.8,5740202467,123,,5740202471,140,15.7,5740202475,212,20.1,5740202477,213,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132261,16,1,1,2,6,ac8jow4mdkvnsv5s0och4qqm,0,24.0,16.7,2025-05-19T17:03:50.060Z,2025-05-19T17:03:53Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5740202551,213,0.10,5740202541,157,,5740202553,1,,5740202543,56,Center,5740202547,141,25.0,5740202545,140,79.4,5740202549,212,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132267,38,59,1,2,10,spvvjmk37iid7hsky9g3nce7,1,19.0,68.1,2025-05-19T17:03:54.382Z,2025-05-19T17:03:55Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5740202625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132271,39,12,1,2,11,spvvjmk37iid7hsky9g3nce7,1,19.0,68.1,2025-05-19T17:03:55.119Z,2025-05-19T17:03:56Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5740202631,56,Back,5740202645,167,,5740202633,140,27.4,5740202639,213,1.20,5740202637,212,24.5,5740202635,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132275,17,5,1,2,12,ac8jow4mdkvnsv5s0och4qqm,1,71.0,-1.6,2025-05-19T17:03:55.809Z,2025-05-19T17:43:53Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5740202649,347,,5740202647,56,Right,5740202651,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132273,40,5,1,2,12,spvvjmk37iid7hsky9g3nce7,0,29.0,101.6,2025-05-19T17:03:55.809Z,2025-05-19T17:03:59Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5740202657,233,17,5740202643,347,,5740202641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
