id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2797267333,5,1,1,0,20,46yo78zak2j7kaxc5ak1fnm60,1,59.0,33.7,2025-04-06T14:32:06.711Z,2025-04-06T14:32:08Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630662297,56,Back,5630662303,212,27.8,5630662293,5,,5630662299,140,35.8,5630662301,141,53.4,5630662305,213,2.64,5630662295,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267359,6,1,1,0,22,46yo78zak2j7kaxc5ak1fnm60,1,37.4,56.7,2025-04-06T14:32:08.007Z,2025-04-06T14:32:09Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,5630662449,213,0.92,5630662445,141,76.0,5630662441,56,Back,5630662447,212,16.5,5630662443,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267391,7,1,1,0,23,46yo78zak2j7kaxc5ak1fnm60,1,47.5,75.7,2025-04-06T14:32:09.847Z,2025-04-06T14:32:12Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630662633,212,14.9,5630662629,140,60.0,5630662627,56,Left,5630662635,213,0.49,5630662631,141,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267409,8,1,1,0,26,46yo78zak2j7kaxc5ak1fnm60,0,59.2,90.8,2025-04-06T14:32:12.535Z,2025-04-06T14:32:13Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630662717,56,Left,5630662745,236,,5630662749,233,7,5630662723,141,90.9,5630662727,212,3.8,5630662753,286,,5630662731,213,0.02,5630662719,140,62.8,5630662715,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267401,7,74,1,0,26,durq4oppf7c08tnbzrlebt0uz,1,44.9,7.7,2025-04-06T14:32:12.536Z,2025-04-06T14:32:14Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,5630662685,285,,5630662805,233,8,5630662683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267459,8,61,1,0,30,durq4oppf7c08tnbzrlebt0uz,1,46.4,9.1,2025-04-06T14:32:16.109Z,2025-04-06T14:32:16Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,5630663035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267493,9,4,1,0,31,durq4oppf7c08tnbzrlebt0uz,1,39.4,15.8,2025-04-06T14:32:17.829Z,2025-04-06T14:32:22Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,5630663355,295,,5630663359,152,,5630663409,233,9,5630663361,286,,5630663357,56,Back,5630663353,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267485,9,4,1,0,31,46yo78zak2j7kaxc5ak1fnm60,0,60.6,84.2,2025-04-06T14:32:17.830Z,2025-04-06T14:32:23Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630663429,233,9,5630663323,295,,5630663327,152,,5630663325,56,Left,5630663321,13,,5630663329,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267651,10,1,1,0,38,durq4oppf7c08tnbzrlebt0uz,1,34.7,12.3,2025-04-06T14:32:24.005Z,2025-04-06T14:32:28Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,5630664097,152,,5630664109,213,2.33,5630664101,140,23.8,5630664105,212,16.7,5630664099,56,Back,5630664103,141,30.1,5630664095,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267771,11,1,1,0,42,durq4oppf7c08tnbzrlebt0uz,1,26.7,34.6,2025-04-06T14:32:28.565Z,2025-04-06T14:32:36Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630664761,141,86.9,5630664765,213,1.46,5630664757,56,Back,5630664759,140,30.5,5630664763,212,35.8,5630664767,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267809,12,1,1,0,50,durq4oppf7c08tnbzrlebt0uz,1,38.1,87.7,2025-04-06T14:32:36.317Z,2025-04-06T14:32:39Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,5630665009,141,75.9,5630665005,140,27.4,5630665013,212,13.8,5630665015,213,3.76,5630665003,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267887,13,1,1,0,53,durq4oppf7c08tnbzrlebt0uz,1,27.7,74.1,2025-04-06T14:32:39.049Z,2025-04-06T14:32:46Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630665517,213,5.01,5630665513,141,16.1,5630665511,140,39.2,5630665515,212,41.2,5630665519,1,,5630665509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267929,14,1,1,1,0,durq4oppf7c08tnbzrlebt0uz,1,69.2,18.8,2025-04-06T14:32:46.652Z,2025-04-06T14:32:50Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630665765,212,11.7,5630665761,140,76.3,5630665767,213,5.40,5630665763,141,5.5,5630665759,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267975,15,1,1,1,3,durq4oppf7c08tnbzrlebt0uz,1,76.0,7.1,2025-04-06T14:32:49.941Z,2025-04-06T14:32:54Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,5630666077,213,2.99,5630666069,56,Right,5630666073,141,11.3,5630666071,140,57.7,5630666075,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797267995,16,1,1,1,8,durq4oppf7c08tnbzrlebt0uz,1,58.3,12.0,2025-04-06T14:32:53.998Z,2025-04-06T14:32:55Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630666187,212,10.2,5630666183,140,67.5,5630666189,213,5.94,5630666181,56,Right,5630666185,141,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268037,17,1,1,1,9,durq4oppf7c08tnbzrlebt0uz,1,67.5,7.0,2025-04-06T14:32:55.389Z,2025-04-06T14:32:58Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630666423,140,55.9,5630666427,212,12.3,5630666421,56,Right,5630666425,141,9.7,5630666429,213,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268043,18,1,1,1,12,durq4oppf7c08tnbzrlebt0uz,0,55.9,9.7,2025-04-06T14:32:58.118Z,2025-04-06T14:33:00Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630666683,236,,5630666473,56,Right,5630666477,141,11.3,5630666471,155,,5630666689,286,,5630666475,140,61.4,5630666685,233,10,5630666481,212,5.9,5630666485,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268069,10,74,1,1,12,46yo78zak2j7kaxc5ak1fnm60,1,55.0,67.9,2025-04-06T14:32:58.119Z,2025-04-06T15:27:43Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5630666695,233,18,5630666617,56,Center,5630666619,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268103,19,1,1,1,14,durq4oppf7c08tnbzrlebt0uz,1,58.6,5.2,2025-04-06T14:33:00.783Z,2025-04-06T14:33:02Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630666793,56,Back,5630666797,141,11.1,5630666795,140,41.7,5630666791,3,,5630666799,212,18.2,5630666801,213,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268125,20,1,1,1,16,durq4oppf7c08tnbzrlebt0uz,1,41.7,11.1,2025-04-06T14:33:02.373Z,2025-04-06T14:33:03Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630666929,141,4.1,5630666939,213,5.66,5630666935,212,8.1,5630666917,56,Back,5630666923,140,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268149,21,1,1,1,17,durq4oppf7c08tnbzrlebt0uz,1,48.0,4.1,2025-04-06T14:33:03.653Z,2025-04-06T14:33:04Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630667029,140,46.2,5630667031,141,20.9,5630667035,212,11.6,5630667039,213,1.73,5630667027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268167,22,1,1,1,18,durq4oppf7c08tnbzrlebt0uz,0,46.2,20.9,2025-04-06T14:33:04.789Z,2025-04-06T14:33:05Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,5630667097,56,Right,5630667101,141,7.4,5630667105,213,5.72,5630667099,140,60.2,5630667103,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268195,11,1,1,1,21,46yo78zak2j7kaxc5ak1fnm60,0,55.4,82.4,2025-04-06T14:33:07.271Z,2025-04-06T14:33:08Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630667281,141,65.2,5630667285,213,5.57,5630667279,140,68.4,5630667271,157,,5630667275,56,Center,5630667287,1,,5630667283,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268387,23,12,1,1,23,durq4oppf7c08tnbzrlebt0uz,1,32.0,28.6,2025-04-06T14:33:09.590Z,2025-04-06T14:33:18Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,5630668391,213,5.46,5630668387,141,5.6,5630668383,56,Back,5630668385,140,45.7,5630668389,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268299,12,83,1,1,27,46yo78zak2j7kaxc5ak1fnm60,0,63.4,80.5,2025-04-06T14:33:13.527Z,2025-04-06T14:42:55Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630670729,399,4w8yuib6lrya8ucle0j9maxka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268355,13,83,1,1,30,46yo78zak2j7kaxc5ak1fnm60,0,64.1,92.0,2025-04-06T14:33:16.647Z,2025-04-06T14:42:59Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,5630670723,399,4w8yuib6lrya8ucle0j9maxka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268391,24,61,1,1,32,durq4oppf7c08tnbzrlebt0uz,0,38.3,11.4,2025-04-06T14:33:18.678Z,2025-04-06T14:33:23Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,5630668409,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268377,14,5,1,1,33,46yo78zak2j7kaxc5ak1fnm60,1,66.1,101.8,2025-04-06T14:33:19.622Z,2025-04-06T14:33:39Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,5630668341,347,,5630668339,56,Left,5630668553,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268401,25,5,1,1,33,durq4oppf7c08tnbzrlebt0uz,0,33.9,-1.8,2025-04-06T14:33:19.622Z,2025-04-06T15:31:26Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,5630668557,233,14,5630668477,56,Back,5630668479,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797268899,15,1,1,1,56,46yo78zak2j7kaxc5ak1fnm60,1,67.3,100.0,2025-04-06T14:33:42.634Z,2025-04-06T14:33:44Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630671031,140,63.9,5630671035,212,13.0,5630671027,107,,5630671029,56,Left,5630671037,213,4.43,5630671033,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269011,16,1,1,1,58,46yo78zak2j7kaxc5ak1fnm60,1,64.1,83.2,2025-04-06T14:33:44.775Z,2025-04-06T14:33:49Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,5630671629,213,0.52,5630671625,141,88.7,5630671621,56,Left,5630671623,140,70.3,5630671627,212,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269071,17,1,1,2,2,46yo78zak2j7kaxc5ak1fnm60,1,69.0,85.1,2025-04-06T14:33:48.983Z,2025-04-06T14:33:52Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630671945,56,Center,5630671951,212,10.3,5630671949,141,72.9,5630671953,213,4.08,5630671947,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269143,18,1,1,2,6,46yo78zak2j7kaxc5ak1fnm60,1,65.2,65.8,2025-04-06T14:33:52.120Z,2025-04-06T14:33:55Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630672313,213,5.61,5630672305,56,Center,5630672309,141,35.5,5630672303,155,,5630672307,140,89.6,5630672311,212,32.9,5630672315,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269157,19,1,1,2,9,46yo78zak2j7kaxc5ak1fnm60,0,92.9,32.8,2025-04-06T14:33:55.528Z,2025-04-06T14:33:56Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,5630672403,56,Center,5630672407,141,56.3,5630672405,140,83.3,5630672401,3,,5630672409,212,18.9,5630672411,213,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269191,26,1,1,2,10,durq4oppf7c08tnbzrlebt0uz,1,25.1,58.8,2025-04-06T14:33:56.822Z,2025-04-06T14:33:59Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,5630672613,140,29.9,5630672617,212,17.5,5630672611,56,Back,5630672615,141,83.5,5630672619,213,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269217,28,3,1,2,13,durq4oppf7c08tnbzrlebt0uz,0,30.4,80.9,2025-04-06T14:33:59.629Z,2025-04-06T15:27:29Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,5630672743,56,Back,5630672745,285,,5630673041,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269253,20,7,1,2,13,46yo78zak2j7kaxc5ak1fnm60,1,69.6,19.1,2025-04-06T14:33:59.630Z,2025-04-06T15:27:29Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630672997,233,28,5630672929,286,,5630672927,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269335,22,1,1,2,18,46yo78zak2j7kaxc5ak1fnm60,1,79.1,12.9,2025-04-06T14:34:04.103Z,2025-04-06T14:34:07Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630673349,213,2.43,5630673345,141,31.2,5630673341,56,Center,5630673343,140,65.3,5630673347,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269355,23,1,1,2,21,46yo78zak2j7kaxc5ak1fnm60,1,59.8,30.0,2025-04-06T14:34:07.015Z,2025-04-06T14:34:08Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630673459,213,2.57,5630673455,141,36.1,5630673451,56,Center,5630673457,212,7.7,5630673453,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269421,24,1,1,2,22,46yo78zak2j7kaxc5ak1fnm60,1,53.6,36.1,2025-04-06T14:34:08.086Z,2025-04-06T14:34:12Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630673871,213,5.45,5630673869,212,12.0,5630673865,140,61.3,5630673863,56,Center,5630673867,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269467,25,1,1,2,26,46yo78zak2j7kaxc5ak1fnm60,1,61.0,24.1,2025-04-06T14:34:12.487Z,2025-04-06T14:34:15Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,5630674149,213,5.27,5630674141,140,65.3,5630674145,141,13.5,5630674147,212,8.5,5630674139,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269517,26,1,1,2,29,46yo78zak2j7kaxc5ak1fnm60,1,60.8,16.4,2025-04-06T14:34:15.160Z,2025-04-06T14:34:17Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630674435,213,2.60,5630674431,141,31.6,5630674427,56,Back,5630674429,140,44.3,5630674433,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269579,27,1,1,2,31,46yo78zak2j7kaxc5ak1fnm60,1,44.3,31.6,2025-04-06T14:34:17.608Z,2025-04-06T14:34:21Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,5630674775,213,5.03,5630674771,141,14.1,5630674769,140,48.0,5630674767,56,Back,5630674773,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269623,28,1,1,2,34,46yo78zak2j7kaxc5ak1fnm60,1,52.9,19.5,2025-04-06T14:34:20.983Z,2025-04-06T14:34:22Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630675015,56,Right,5630675019,141,12.9,5630675023,213,5.94,5630675021,212,13.4,5630675017,140,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269683,29,1,1,2,36,46yo78zak2j7kaxc5ak1fnm60,1,60.0,8.8,2025-04-06T14:34:22.711Z,2025-04-06T14:34:46Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,5630675303,56,Right,5630675307,141,20.3,5630675311,213,2.48,5630675305,140,50.5,5630675309,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797269807,30,1,1,2,39,46yo78zak2j7kaxc5ak1fnm60,1,49.8,23.7,2025-04-06T14:34:25.703Z,2025-04-06T14:34:31Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,5630675981,1,,5630675979,213,1.95,5630675971,56,Back,5630675975,141,67.5,5630675973,140,38.5,5630675977,212,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797284079,97,1,1,2,40,46yo78zak2j7kaxc5ak1fnm60,1,40.5,62.2,2025-04-06T14:34:26.268Z,2025-04-06T14:47:46Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,5630760817,141,96.3,5630760813,56,Left,5630760821,213,0.81,5630760815,140,61.4,5630760819,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
