id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId
2802975491,6,5,1,0,9,6i936isoyj6d0uuxdj537uc97,1,60.5,-1.2,2025-04-19T13:00:40.959Z,2025-04-19T13:02:18Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5662277425,233,5,5662277403,56,Right,5662277405,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975455,6,43,1,0,13,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-19T13:00:45.437Z,2025-04-19T13:00:47Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662277269,144,61,5662277215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975537,7,1,1,0,17,6i936isoyj6d0uuxdj537uc97,1,63.9,0.0,2025-04-19T13:00:49.247Z,2025-04-19T13:00:53Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5662277661,140,83.7,5662277667,213,0.29,5662277663,141,7.1,5662277657,107,,5662277659,56,Right,5662277669,1,,5662277665,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975541,8,50,1,0,21,6i936isoyj6d0uuxdj537uc97,1,84.6,6.6,2025-04-19T13:00:53.328Z,2025-04-19T13:00:58Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5662277687,56,Right,5662277689,286,,5662277817,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975553,7,7,1,0,21,7hlumphk42363z3i2nry2wrzj,1,15.4,93.4,2025-04-19T13:00:53.329Z,2025-04-19T13:00:58Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662277751,167,,5662277753,56,Back,5662277767,233,8,5662277755,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975593,8,5,1,0,23,7hlumphk42363z3i2nry2wrzj,0,16.8,101.8,2025-04-19T13:00:54.583Z,2025-04-19T13:02:19Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662277949,56,Back,5662277951,347,,5662278727,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975755,9,5,1,0,23,6i936isoyj6d0uuxdj537uc97,1,83.2,-1.8,2025-04-19T13:00:54.583Z,2025-04-19T13:01:13Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5662278715,56,Right,5662278719,233,8,5662278717,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975855,10,1,1,0,48,6i936isoyj6d0uuxdj537uc97,0,85.3,0.0,2025-04-19T13:01:20.479Z,2025-04-19T13:01:23Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662279265,1,,5662279255,56,Center,5662279259,141,34.5,5662279263,213,1.21,5662279257,140,94.2,5662279253,107,,5662279261,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975889,9,12,1,0,52,7hlumphk42363z3i2nry2wrzj,1,2.1,54.9,2025-04-19T13:01:24.305Z,2025-04-19T13:01:30Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662279459,213,1.41,5662279455,141,100.0,5662279467,15,,5662279453,140,6.9,5662279451,56,Back,5662279457,212,32.0,5662279511,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975893,10,5,1,0,55,7hlumphk42363z3i2nry2wrzj,0,7.2,101.6,2025-04-19T13:01:27.161Z,2025-04-19T13:01:34Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662279471,56,Back,5662279671,233,11,5662279473,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975927,11,5,1,0,55,6i936isoyj6d0uuxdj537uc97,1,92.8,-1.6,2025-04-19T13:01:27.161Z,2025-04-19T13:02:19Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662279649,347,,5662279665,233,10,5662279647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975985,12,1,1,1,5,6i936isoyj6d0uuxdj537uc97,0,91.6,0.0,2025-04-19T13:01:36.983Z,2025-04-19T13:01:40Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662280055,212,30.6,5662280059,1,,5662280047,107,,5662280049,56,Center,5662280053,141,43.1,5662280057,213,1.41,5662280051,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976007,11,41,1,1,9,7hlumphk42363z3i2nry2wrzj,1,3.4,54.6,2025-04-19T13:01:41.489Z,2025-04-19T13:01:42Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5662280177,140,0.0,5662280183,213,2.03,5662280179,141,70.2,5662280181,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976015,12,6,1,1,10,7hlumphk42363z3i2nry2wrzj,0,0.6,64.8,2025-04-19T13:01:42.183Z,2025-04-19T13:34:24Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5662280303,73,,5662280353,233,13,5662280301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802975999,13,6,1,1,10,6i936isoyj6d0uuxdj537uc97,1,99.4,35.2,2025-04-19T13:01:42.183Z,2025-04-19T13:01:47Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662280319,75,,5662280339,233,12,5662280317,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976265,14,1,1,1,34,6i936isoyj6d0uuxdj537uc97,1,99.5,0.5,2025-04-19T13:02:06.176Z,2025-04-19T13:11:36Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5662281619,212,27.5,5662281621,213,1.77,5662281609,155,,5662281613,56,Center,5662281611,224,,5662281615,140,94.4,5662281607,6,,5662281605,2,,5662281617,141,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976273,15,43,1,1,37,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-19T13:02:09.304Z,2025-04-19T13:11:33Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662281677,56,Center,5662281737,233,13,5662322521,144,44,5662281679,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976267,13,43,1,1,37,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-04-19T13:02:09.305Z,2025-04-19T13:11:34Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5662281631,285,0,5662322619,144,44,5662281629,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976281,16,61,1,1,38,6i936isoyj6d0uuxdj537uc97,0,94.4,40.1,2025-04-19T13:02:09.696Z,2025-04-19T13:02:10Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662281721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976293,14,56,1,1,39,7hlumphk42363z3i2nry2wrzj,1,1.5,68.7,2025-04-19T13:02:11.185Z,2025-04-19T13:02:11Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662281779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976299,15,5,1,1,40,7hlumphk42363z3i2nry2wrzj,1,-0.6,62.0,2025-04-19T13:02:11.960Z,2025-04-19T13:02:19Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662281825,56,Back,5662281827,346,,5662281901,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976305,17,5,1,1,40,6i936isoyj6d0uuxdj537uc97,0,100.6,38.0,2025-04-19T13:02:11.960Z,2025-04-19T13:02:20Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662281857,56,Center,5662281859,346,,5662281925,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976445,16,1,1,1,51,7hlumphk42363z3i2nry2wrzj,1,3.7,58.2,2025-04-19T13:02:23.320Z,2025-04-19T13:02:24Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662282673,56,Back,5662282677,141,81.4,5662282685,237,,5662282671,124,,5662282679,212,25.9,5662282681,213,0.65,5662282675,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976479,17,1,1,1,53,7hlumphk42363z3i2nry2wrzj,1,23.3,81.4,2025-04-19T13:02:24.735Z,2025-04-19T13:02:27Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662282875,212,14.2,5662282871,140,11.9,5662282869,56,Back,5662282877,213,3.71,5662282873,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976519,18,1,1,1,56,7hlumphk42363z3i2nry2wrzj,1,10.1,64.5,2025-04-19T13:02:27.560Z,2025-04-19T13:02:30Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662283047,141,29.4,5662283051,213,4.70,5662283049,212,23.9,5662283043,56,Back,5662283045,140,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976543,19,1,1,1,58,7hlumphk42363z3i2nry2wrzj,1,9.8,27.4,2025-04-19T13:02:29.960Z,2025-04-19T13:02:31Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662283195,141,9.7,5662283193,140,11.9,5662283199,213,4.89,5662283197,212,12.2,5662283191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976569,20,1,1,1,59,7hlumphk42363z3i2nry2wrzj,1,12.3,9.2,2025-04-19T13:02:31.416Z,2025-04-19T13:02:33Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5662283339,141,3.5,5662283335,56,Back,5662283341,212,17.3,5662283347,213,6.06,5662283337,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976577,21,1,1,2,1,7hlumphk42363z3i2nry2wrzj,0,28.4,3.5,2025-04-19T13:02:33.065Z,2025-04-19T13:02:34Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5662283375,56,Back,5662283381,212,5.3,5662283379,141,2.6,5662283373,168,,5662283383,213,6.17,5662283377,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976591,18,61,1,2,2,6i936isoyj6d0uuxdj537uc97,1,68.0,85.4,2025-04-19T13:02:34.191Z,2025-04-19T13:02:34Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662283457,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976627,19,43,1,2,3,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-19T13:02:35.216Z,2025-04-19T13:13:11Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,,5662283661,212,2.9,5662283653,168,0,5662283663,213,5.83,5662283657,140,76.8,5662283651,3,0,5662283659,141,79.3,5662283655,56,Left,5662330833,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976607,22,61,1,2,3,7hlumphk42363z3i2nry2wrzj,0,24.2,11.1,2025-04-19T13:02:35.452Z,2025-04-19T13:13:22Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662283521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976671,20,5,1,2,4,6i936isoyj6d0uuxdj537uc97,1,72.1,101.1,2025-04-19T13:02:36.337Z,2025-04-19T13:04:04Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,,5662283911,347,,5662283939,233,23,5662283909,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976621,23,5,1,2,4,7hlumphk42363z3i2nry2wrzj,0,27.9,-1.1,2025-04-19T13:02:36.337Z,2025-04-19T13:04:04Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662283621,56,Back,5662283971,233,20,5662283623,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976703,21,1,1,2,8,6i936isoyj6d0uuxdj537uc97,1,77.6,100.0,2025-04-19T13:02:39.550Z,2025-04-19T13:02:42Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5662284113,141,84.8,5662284111,140,45.8,5662284119,213,3.48,5662284103,107,,5662284115,212,35.4,5662284107,56,Back,5662284121,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976753,22,1,1,2,11,6i936isoyj6d0uuxdj537uc97,1,42.9,85.9,2025-04-19T13:02:42.856Z,2025-04-19T13:02:46Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5662284425,141,54.6,5662284429,213,4.48,5662284423,140,38.1,5662284421,56,Back,5662284427,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976769,23,1,1,2,15,6i936isoyj6d0uuxdj537uc97,1,43.7,44.8,2025-04-19T13:02:46.680Z,2025-04-19T13:02:49Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5662284515,141,17.6,5662284513,140,39.1,5662284519,213,4.46,5662284511,56,Back,5662284517,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976799,24,1,1,2,17,6i936isoyj6d0uuxdj537uc97,0,39.5,16.1,2025-04-19T13:02:49.248Z,2025-04-19T13:02:51Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662284703,213,5.56,5662284697,140,52.7,5662284699,141,0.0,5662284701,212,18.5,5662284695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976817,24,5,1,2,19,7hlumphk42363z3i2nry2wrzj,1,50.0,102.0,2025-04-19T13:02:51.458Z,2025-04-19T13:04:04Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662284779,233,25,5662284763,56,Left,5662284765,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976803,25,5,1,2,19,6i936isoyj6d0uuxdj537uc97,0,50.0,-2.0,2025-04-19T13:02:51.458Z,2025-04-19T13:02:56Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5662284785,233,24,5662284717,347,,5662284713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976881,25,1,1,2,25,7hlumphk42363z3i2nry2wrzj,1,54.4,100.0,2025-04-19T13:02:56.858Z,2025-04-19T13:02:58Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662285127,107,,5662285137,213,3.58,5662285131,140,37.7,5662285133,141,89.7,5662285135,212,19.4,5662285129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976893,26,1,1,2,26,7hlumphk42363z3i2nry2wrzj,1,37.1,89.3,2025-04-19T13:02:58.303Z,2025-04-19T13:03:00Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662285207,140,41.6,5662285213,213,5.16,5662285209,141,75.0,5662285205,56,Back,5662285211,212,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976925,27,1,1,2,28,7hlumphk42363z3i2nry2wrzj,1,41.5,77.0,2025-04-19T13:03:00.088Z,2025-04-19T13:03:03Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5662285357,141,86.8,5662285353,56,Back,5662285361,213,2.52,5662285355,140,32.7,5662285359,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976965,28,1,1,2,31,7hlumphk42363z3i2nry2wrzj,1,27.6,88.3,2025-04-19T13:03:03.048Z,2025-04-19T13:03:06Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662285571,56,Back,5662285577,212,19.9,5662285573,140,22.1,5662285575,141,60.3,5662285579,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802976985,29,1,1,2,34,7hlumphk42363z3i2nry2wrzj,1,25.4,66.9,2025-04-19T13:03:06.168Z,2025-04-19T13:03:08Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5662285735,140,21.6,5662285739,212,16.9,5662285733,56,Back,5662285741,213,1.81,5662285737,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802977075,30,1,1,2,36,7hlumphk42363z3i2nry2wrzj,1,22.2,91.1,2025-04-19T13:03:08.344Z,2025-04-19T13:03:15Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662286243,56,Back,5662286249,141,51.8,5662286245,140,8.0,5662286253,212,30.6,5662286257,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802977099,31,1,1,2,44,7hlumphk42363z3i2nry2wrzj,1,6.4,50.1,2025-04-19T13:03:15.680Z,2025-04-19T13:03:17Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5662286387,212,19.3,5662286381,56,Back,5662286389,213,1.33,5662286383,140,10.8,5662286385,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802977133,32,1,1,2,45,7hlumphk42363z3i2nry2wrzj,1,11.1,78.7,2025-04-19T13:03:17.232Z,2025-04-19T13:03:20Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5662286535,212,15.2,5662286539,213,0.88,5662286529,56,Back,5662286533,141,96.0,5662286531,140,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802977143,26,45,1,2,48,6i936isoyj6d0uuxdj537uc97,0,72.1,5.3,2025-04-19T13:03:19.960Z,2025-04-19T13:45:06Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5662286575,286,,5662286573,56,Right,5662286653,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802977151,33,3,1,2,48,7hlumphk42363z3i2nry2wrzj,1,27.9,94.7,2025-04-19T13:03:19.960Z,2025-04-19T13:45:06Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5662286607,285,,5662286645,233,26,5662286605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
