id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2817822375,8,1,1,0,16,5mbo4f0vps12dr0fcvjn3wyp5,1,43.2,14.9,2025-05-22T17:01:55.297Z,2025-05-22T17:01:56Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,5744158127,56,Back,5744158133,212,9.7,5744158129,140,40.9,5744158135,213,4.46,5744158131,141,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822383,9,1,1,0,17,5mbo4f0vps12dr0fcvjn3wyp5,1,40.9,1.1,2025-05-22T17:01:56.321Z,2025-05-22T17:01:57Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5744158175,212,23.9,5744158169,56,Center,5744158171,140,58.5,5744158173,141,23.3,5744158177,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822391,10,1,1,0,18,5mbo4f0vps12dr0fcvjn3wyp5,0,58.5,23.3,2025-05-22T17:01:57.777Z,2025-05-22T17:02:00Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5744158207,141,40.4,5744158205,140,50.1,5744158209,212,14.6,5744158203,56,Center,5744158211,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822399,6,1,1,0,21,93ohqui2qgqm8408viwmm1ken,1,46.6,50.9,2025-05-22T17:02:00.549Z,2025-05-22T17:02:01Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5744158263,140,39.9,5744158269,213,4.26,5744158261,56,Back,5744158267,212,16.2,5744158265,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822421,8,1,1,0,26,93ohqui2qgqm8408viwmm1ken,1,41.5,14.1,2025-05-22T17:02:05.221Z,2025-05-22T17:02:06Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744158379,212,23.3,5744158377,141,29.2,5744158381,213,0.46,5744158373,56,Center,5744158375,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822425,9,1,1,0,27,93ohqui2qgqm8408viwmm1ken,0,60.6,28.3,2025-05-22T17:02:06.405Z,2025-05-22T17:02:07Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744158395,140,67.3,5744158397,141,0.0,5744158393,56,Right,5744158401,213,5.04,5744158399,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822427,10,5,1,0,27,93ohqui2qgqm8408viwmm1ken,0,66.4,-2.0,2025-05-22T17:02:07.020Z,2025-05-22T17:02:11Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744158405,347,,5744158403,56,Right,5744158457,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822435,11,5,1,0,27,5mbo4f0vps12dr0fcvjn3wyp5,1,33.6,102.0,2025-05-22T17:02:07.020Z,2025-05-22T17:02:14Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5744158449,347,,5744158451,233,10,5744158447,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822479,12,1,1,0,42,5mbo4f0vps12dr0fcvjn3wyp5,0,35.9,100.0,2025-05-22T17:02:21.681Z,2025-05-22T17:02:22Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744158733,213,5.98,5744158727,140,61.6,5744158731,212,28.2,5744158729,141,88.9,5744158735,1,,5744158725,56,Left,5744158723,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822481,11,1,1,0,43,93ohqui2qgqm8408viwmm1ken,0,35.4,16.2,2025-05-22T17:02:22.341Z,2025-05-22T17:07:19Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5744158743,141,19.7,5744158739,56,Back,5744158745,212,4.8,5744158741,140,39.4,5744158737,3,,5744158747,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817825001,60,1,1,0,44,5mbo4f0vps12dr0fcvjn3wyp5,1,62.3,84.8,2025-05-22T17:02:23.532Z,2025-05-22T17:10:05Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5744173967,141,91.0,5744173965,140,64.0,5744173971,213,1.17,5744173963,56,Left,5744173969,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822497,13,4,1,0,46,5mbo4f0vps12dr0fcvjn3wyp5,1,62.0,93.6,2025-05-22T17:02:25.476Z,2025-05-22T17:08:34Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5744158835,56,Left,5744158833,13,,5744158841,286,,5744158865,233,12,5744158837,152,,5744158839,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822495,12,4,1,0,46,93ohqui2qgqm8408viwmm1ken,0,38.0,6.4,2025-05-22T17:02:25.477Z,2025-05-22T17:08:34Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744158855,13,,5744158869,233,13,5744158861,265,,5744158859,152,,5744158863,285,,5744158857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822547,14,1,1,0,55,5mbo4f0vps12dr0fcvjn3wyp5,1,64.0,94.0,2025-05-22T17:02:34.522Z,2025-05-22T17:10:40Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5744159147,213,6.25,5744159135,5,,5744159143,141,92.8,5744159139,56,Left,5744160093,189,,5744159141,140,86.3,5744159137,152,,5744159145,212,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817825393,62,61,1,0,56,5mbo4f0vps12dr0fcvjn3wyp5,1,87.5,93.0,2025-05-22T17:02:35.508Z,2025-05-22T17:11:00Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744175359,56,Left,5744175441,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817825593,105,1,1,1,0,93ohqui2qgqm8408viwmm1ken,1,8.4,4.9,2025-05-22T17:02:39.327Z,2025-05-22T17:11:36Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744176543,140,9.1,5744176545,141,21.5,5744176541,56,Back,5744176549,213,1.51,5744176547,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822575,14,1,1,1,2,93ohqui2qgqm8408viwmm1ken,1,11.0,11.7,2025-05-22T17:02:41.717Z,2025-05-22T17:02:44Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744159245,141,6.5,5744159241,56,Back,5744159243,140,12.0,5744159247,212,3.7,5744159249,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822577,15,4,1,1,5,93ohqui2qgqm8408viwmm1ken,1,18.9,4.8,2025-05-22T17:02:44.560Z,2025-05-22T17:08:34Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5744159295,13,,5744159301,152,,5744159299,56,Back,5744159303,285,,5744159315,233,15,5744159297,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822573,15,4,1,1,5,5mbo4f0vps12dr0fcvjn3wyp5,0,81.1,95.2,2025-05-22T17:02:44.561Z,2025-05-22T17:08:34Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5744159311,152,,5744159305,13,,5744159353,233,15,5744159313,286,,5744159309,56,Left,5744159307,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822729,16,1,1,1,33,93ohqui2qgqm8408viwmm1ken,0,25.1,7.4,2025-05-22T17:03:12.245Z,2025-05-22T17:03:15Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744160191,212,47.5,5744160179,5,,5744160187,140,65.9,5744160195,1,,5744160193,213,0.45,5744160189,141,37.7,5744160185,56,Center,5744160181,157,,5744160183,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822739,18,44,1,1,35,5mbo4f0vps12dr0fcvjn3wyp5,1,32.3,59.2,2025-05-22T17:03:14.419Z,2025-05-22T17:30:13Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5744160259,285,,5744160275,233,17,5744160257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822731,17,44,1,1,35,93ohqui2qgqm8408viwmm1ken,0,67.7,40.8,2025-05-22T17:03:14.420Z,2025-05-22T17:30:14Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5744160199,56,Center,5744160279,233,18,5744160201,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822763,19,1,1,1,35,5mbo4f0vps12dr0fcvjn3wyp5,1,29.5,55.4,2025-05-22T17:03:14.731Z,2025-05-22T18:01:43Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5744160383,213,3.53,5744160375,56,Back,5744160381,212,26.2,5744160373,3,,5744160377,140,6.4,5744160379,141,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822851,21,1,1,1,55,5mbo4f0vps12dr0fcvjn3wyp5,1,15.8,32.1,2025-05-22T17:03:34.225Z,2025-05-22T17:03:37Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,5744160919,212,43.2,5744160923,1,,5744160917,141,48.8,5744160921,213,0.27,5744160913,56,Center,5744160911,199,,5744160915,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822859,22,1,1,1,57,5mbo4f0vps12dr0fcvjn3wyp5,0,55.5,48.8,2025-05-22T17:03:36.234Z,2025-05-22T17:13:13Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744160957,168,,5744160963,141,51.8,5744160965,212,31.4,5744160959,56,Center,5744160961,140,85.3,5744160967,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822945,19,1,1,2,5,93ohqui2qgqm8408viwmm1ken,1,10.3,51.0,2025-05-22T17:03:45.013Z,2025-05-22T17:03:48Z,7iv79dtpsplpjl1jxod3swmlm,M. Ellborg,,5744161383,140,10.6,5744161381,56,Back,5744161385,141,72.9,5744161389,213,1.55,5744161387,212,14.9,5744161379,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822967,20,1,1,2,8,93ohqui2qgqm8408viwmm1ken,1,12.0,72.7,2025-05-22T17:03:47.860Z,2025-05-22T17:07:24Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744161495,213,0.85,5744161487,56,Back,5744161491,141,92.7,5744161489,140,23.3,5744161493,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822995,21,1,1,2,11,93ohqui2qgqm8408viwmm1ken,1,22.8,89.3,2025-05-22T17:03:50.821Z,2025-05-22T17:03:55Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5744161647,141,69.6,5744161651,213,4.56,5744161649,212,13.6,5744161639,56,Back,5744161643,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823011,22,1,1,2,15,93ohqui2qgqm8408viwmm1ken,1,21.3,61.8,2025-05-22T17:03:54.900Z,2025-05-22T17:03:57Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744161767,141,20.4,5744161765,140,12.3,5744161763,56,Back,5744161769,212,29.7,5744161771,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823029,23,1,1,2,18,93ohqui2qgqm8408viwmm1ken,1,12.8,18.2,2025-05-22T17:03:57.141Z,2025-05-22T17:07:28Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5744161867,213,5.78,5744161863,141,5.3,5744161861,140,27.8,5744161859,56,Back,5744161865,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823033,24,1,1,2,20,93ohqui2qgqm8408viwmm1ken,0,29.0,5.0,2025-05-22T17:03:59.653Z,2025-05-22T17:04:01Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744161931,286,,5744161883,56,Back,5744161885,140,32.5,5744161927,233,23,5744161889,212,4.3,5744161923,236,,5744161891,213,0.53,5744161887,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823037,23,74,1,2,20,5mbo4f0vps12dr0fcvjn3wyp5,1,57.4,94.4,2025-05-22T17:03:59.654Z,2025-05-22T17:08:33Z,6oaqk4pdojnlefa3zubsysmvp,J. Uronen,,5744161917,56,Left,5744161951,233,24,5744161919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817827291,150,1,1,2,21,93ohqui2qgqm8408viwmm1ken,0,36.5,24.2,2025-05-22T17:04:00.308Z,2025-05-22T17:16:52Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5744187139,213,0.89,5744187133,140,39.6,5744187131,56,Back,5744187137,212,5.2,5744187135,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823069,24,43,1,2,22,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-05-22T17:04:01.699Z,2025-05-22T17:16:55Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5744162089,140,54.9,5744162093,212,9.1,5744162095,213,3.95,5744187171,144,1,5744162087,56,Center,5744162091,141,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823093,26,1,1,2,24,5mbo4f0vps12dr0fcvjn3wyp5,1,54.9,73.3,2025-05-22T17:04:03.130Z,2025-05-22T17:04:14Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,5744162187,141,87.1,5744162191,213,1.39,5744162185,140,56.5,5744162189,212,9.5,5744162183,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823105,27,1,1,2,25,5mbo4f0vps12dr0fcvjn3wyp5,1,56.5,87.1,2025-05-22T17:04:04.810Z,2025-05-22T17:04:15Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5744162257,213,3.10,5744162253,141,87.8,5744162255,212,12.7,5744162251,140,44.4,5744162249,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823121,28,1,1,2,26,5mbo4f0vps12dr0fcvjn3wyp5,0,44.4,87.8,2025-05-22T17:04:05.818Z,2025-05-22T17:04:16Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5744162319,157,,5744162323,140,77.5,5744162325,141,67.5,5744162321,56,Center,5744162331,1,,5744162329,213,5.91,5744162327,212,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823113,25,44,1,2,27,93ohqui2qgqm8408viwmm1ken,1,22.4,32.4,2025-05-22T17:04:06.869Z,2025-05-22T17:17:42Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744162415,233,29,5744162299,285,,5744162297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823127,29,44,1,2,27,5mbo4f0vps12dr0fcvjn3wyp5,0,77.6,67.6,2025-05-22T17:04:06.870Z,2025-05-22T17:17:43Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5744162431,233,25,5744162345,56,Center,5744162347,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823133,26,1,1,2,28,93ohqui2qgqm8408viwmm1ken,1,21.9,31.3,2025-05-22T17:04:07.365Z,2025-05-22T17:17:45Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5744162365,140,27.2,5744162367,141,31.9,5744162361,3,,5744162369,212,5.6,5744162363,56,Back,5744162371,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823147,27,1,1,2,29,93ohqui2qgqm8408viwmm1ken,1,28.9,33.0,2025-05-22T17:04:08.292Z,2025-05-22T17:04:10Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5744162479,212,19.2,5744162477,141,59.3,5744162481,213,1.94,5744162473,56,Back,5744162497,156,,5744162475,140,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823175,29,1,1,2,33,93ohqui2qgqm8408viwmm1ken,1,23.6,50.3,2025-05-22T17:04:12.340Z,2025-05-22T17:04:15Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5744162679,140,14.0,5744162677,56,Back,5744162685,213,4.13,5744162681,141,27.6,5744162683,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823191,30,1,1,2,36,93ohqui2qgqm8408viwmm1ken,1,14.6,26.5,2025-05-22T17:04:15.492Z,2025-05-22T17:18:12Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5744162795,56,Back,5744162799,141,7.3,5744162803,213,5.51,5744162797,140,27.3,5744162801,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823201,31,1,1,2,40,93ohqui2qgqm8408viwmm1ken,1,25.7,9.5,2025-05-22T17:04:19.717Z,2025-05-22T17:04:22Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5744162863,140,26.7,5744162869,213,1.46,5744162865,141,23.7,5744162861,56,Back,5744162867,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823219,32,1,1,2,43,93ohqui2qgqm8408viwmm1ken,1,24.8,24.3,2025-05-22T17:04:22.069Z,2025-05-22T17:04:25Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5744162999,140,21.2,5744163003,212,26.4,5744163005,213,1.71,5744162997,56,Back,5744163001,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
