id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2805190729,18,1,1,1,13,9zqn9ugvg64it0lr5z8cq4g9v,1,38.4,67.0,2025-04-23T17:01:45.839Z,2025-04-23T17:01:53Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674393139,140,53.3,5674393137,56,Left,5674393145,213,0.90,5674393143,212,25.0,5674393141,141,95.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190753,19,1,1,1,21,9zqn9ugvg64it0lr5z8cq4g9v,1,68.6,93.3,2025-04-23T17:01:53.716Z,2025-04-23T17:01:56Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5674393235,140,69.6,5674393233,56,Center,5674393239,212,10.7,5674393237,141,77.6,5674393241,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190775,20,1,1,1,24,9zqn9ugvg64it0lr5z8cq4g9v,1,73.0,70.3,2025-04-23T17:01:56.803Z,2025-04-23T17:02:00Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5674393367,212,29.0,5674393363,140,76.2,5674393361,56,Center,5674393365,141,28.0,5674393369,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190803,21,1,1,1,27,9zqn9ugvg64it0lr5z8cq4g9v,1,75.1,25.6,2025-04-23T17:01:59.908Z,2025-04-23T17:02:02Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5674393529,141,32.1,5674393525,56,Center,5674393531,212,13.7,5674393533,213,2.81,5674393527,140,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190869,22,1,1,1,30,9zqn9ugvg64it0lr5z8cq4g9v,1,62.7,32.7,2025-04-23T17:02:02.645Z,2025-04-23T17:02:08Z,17jltcnnaha4707duh52hirit,M. Lode,,,5674393927,213,1.58,5674393925,212,19.5,5674393919,56,Center,5674393921,140,62.6,5674393923,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190881,23,1,1,1,36,9zqn9ugvg64it0lr5z8cq4g9v,1,61.8,66.7,2025-04-23T17:02:08.691Z,2025-04-23T17:02:09Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674393999,141,65.2,5674393995,56,Center,5674393997,140,69.7,5674394001,212,8.4,5674394003,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190891,24,1,1,1,37,9zqn9ugvg64it0lr5z8cq4g9v,1,69.7,65.2,2025-04-23T17:02:09.732Z,2025-04-23T17:02:11Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674394047,212,10.9,5674394045,141,69.9,5674394041,56,Center,5674394043,140,59.8,5674394049,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190921,25,1,1,1,38,9zqn9ugvg64it0lr5z8cq4g9v,1,57.9,67.8,2025-04-23T17:02:10.947Z,2025-04-23T17:02:13Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5674394187,140,55.6,5674394191,212,17.8,5674394193,213,4.58,5674394185,56,Center,5674394189,141,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190949,26,1,1,1,41,9zqn9ugvg64it0lr5z8cq4g9v,1,56.2,39.8,2025-04-23T17:02:13.171Z,2025-04-23T17:02:15Z,17jltcnnaha4707duh52hirit,M. Lode,,,5674394337,212,26.2,5674394331,56,Right,5674394333,140,72.5,5674394335,141,10.7,5674394339,213,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190975,27,1,1,1,43,9zqn9ugvg64it0lr5z8cq4g9v,1,75.1,12.9,2025-04-23T17:02:15.684Z,2025-04-23T17:02:17Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5674394457,212,9.8,5674394455,141,26.8,5674394453,140,72.8,5674394451,56,Center,5674394459,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190997,28,1,1,1,45,9zqn9ugvg64it0lr5z8cq4g9v,1,74.1,20.7,2025-04-23T17:02:17.540Z,2025-04-23T17:02:19Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5674394577,56,Right,5674394585,213,5.60,5674394581,141,5.9,5674394583,212,15.9,5674394579,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191023,29,1,1,1,47,9zqn9ugvg64it0lr5z8cq4g9v,1,83.8,6.8,2025-04-23T17:02:19.263Z,2025-04-23T17:02:22Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5674394721,212,16.4,5674394723,213,2.17,5674394719,141,26.8,5674394715,56,Center,5674394717,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191033,30,50,1,1,49,9zqn9ugvg64it0lr5z8cq4g9v,1,66.2,24.4,2025-04-23T17:02:21.870Z,2025-04-23T17:02:27Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674394891,233,16,5674394761,286,,5674394757,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191047,16,7,1,1,49,46yo78zak2j7kaxc5ak1fnm60,0,33.8,75.6,2025-04-23T17:02:21.871Z,2025-04-25T13:36:02Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5677365627,178,,5674394803,285,,5674394865,233,30,5677365623,383,,5674394799,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191065,31,61,1,1,49,9zqn9ugvg64it0lr5z8cq4g9v,1,63.7,31.8,2025-04-23T17:02:22.062Z,2025-04-25T13:36:09Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674394943,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191109,18,1,1,1,50,46yo78zak2j7kaxc5ak1fnm60,0,37.0,73.2,2025-04-23T17:02:22.819Z,2025-04-25T13:36:17Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5674395151,212,19.1,5674395153,213,5.40,5674395149,141,51.5,5674395143,140,48.5,5674395141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191093,32,8,1,1,51,9zqn9ugvg64it0lr5z8cq4g9v,1,59.4,35.6,2025-04-23T17:02:23.669Z,2025-04-25T13:36:27Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5677366123,384,,5674395093,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191139,19,45,1,1,55,46yo78zak2j7kaxc5ak1fnm60,0,35.0,57.4,2025-04-23T17:02:27.346Z,2025-04-23T17:48:01Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5674395351,233,33,5674395301,285,,5674395297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191129,33,3,1,1,55,9zqn9ugvg64it0lr5z8cq4g9v,1,65.0,42.6,2025-04-23T17:02:27.346Z,2025-04-25T13:36:37Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5677366337,465,,5674395345,233,19,5674395269,56,Center,5674395271,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191165,35,1,1,1,56,9zqn9ugvg64it0lr5z8cq4g9v,1,70.7,53.7,2025-04-23T17:02:28.323Z,2025-04-23T17:02:31Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5674395471,213,1.37,5674395457,56,Center,5674395465,141,75.6,5674395461,140,73.6,5674395467,212,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191169,36,43,1,1,59,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-23T17:02:31.316Z,2025-04-23T17:02:34Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5674395709,144,45,5674395513,286,0,5674395511,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191173,37,61,1,1,59,9zqn9ugvg64it0lr5z8cq4g9v,0,77.2,71.7,2025-04-23T17:02:31.524Z,2025-04-23T17:02:32Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5674395529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191213,21,1,1,2,1,46yo78zak2j7kaxc5ak1fnm60,1,20.3,25.5,2025-04-23T17:02:33.459Z,2025-04-23T17:02:34Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5674395725,213,2.49,5674395719,140,17.4,5674395721,141,28.9,5674395723,212,3.8,5674395717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191269,22,1,1,2,1,46yo78zak2j7kaxc5ak1fnm60,1,17.4,28.9,2025-04-23T17:02:34.083Z,2025-04-23T17:02:40Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5674396025,212,18.7,5674396019,56,Back,5674396023,141,10.3,5674396021,140,30.5,5674396027,213,5.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
