id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2810981293,3,5,1,0,15,33hzf6j2rd9r50g2n4agsytkd,1,51.0,-1.6,2025-05-05T17:11:06.856Z,2025-05-05T18:07:01Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5706258193,56,Right,5706258195,347,,5706258217,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981299,9,5,1,0,15,1939bnru25svvgv15k2c7tw2y,0,49.0,101.6,2025-05-05T17:11:06.856Z,2025-05-05T18:07:02Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706258221,233,3,5706258215,347,,5706258213,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981403,4,1,1,0,24,33hzf6j2rd9r50g2n4agsytkd,1,50.6,0.0,2025-05-05T17:11:15.719Z,2025-05-05T17:11:18Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706258847,56,Back,5706258853,212,29.4,5706258849,140,29.5,5706258857,1,,5706258851,141,27.4,5706258845,107,,5706258855,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981429,5,1,1,0,26,33hzf6j2rd9r50g2n4agsytkd,1,24.2,29.4,2025-05-05T17:11:18.551Z,2025-05-05T17:11:21Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706259033,213,1.46,5706259031,212,19.9,5706259029,141,58.5,5706259027,140,26.3,5706259025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981463,6,1,1,0,29,33hzf6j2rd9r50g2n4agsytkd,1,29.0,59.6,2025-05-05T17:11:21.416Z,2025-05-05T17:11:23Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706259225,141,43.1,5706259229,213,4.59,5706259227,212,11.3,5706259221,56,Back,5706259223,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981503,7,1,1,0,32,33hzf6j2rd9r50g2n4agsytkd,1,27.1,42.2,2025-05-05T17:11:23.655Z,2025-05-05T17:11:26Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706259413,141,34.2,5706259409,56,Back,5706259417,213,5.41,5706259415,212,7.1,5706259411,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981529,8,1,1,0,34,33hzf6j2rd9r50g2n4agsytkd,1,31.2,31.0,2025-05-05T17:11:25.991Z,2025-05-05T17:11:28Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706259619,212,8.9,5706259617,141,18.0,5706259613,56,Back,5706259621,213,4.64,5706259615,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981521,10,83,1,0,34,1939bnru25svvgv15k2c7tw2y,0,59.2,69.1,2025-05-05T17:11:26.327Z,2025-05-05T17:17:07Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706260071,399,5ijbt4bhic3y1zasavky12311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981567,9,1,1,0,36,33hzf6j2rd9r50g2n4agsytkd,1,29.6,19.1,2025-05-05T17:11:27.911Z,2025-05-05T17:11:30Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706259845,141,42.8,5706259841,56,Back,5706259849,213,1.91,5706259847,212,17.1,5706259843,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981595,10,1,1,0,38,33hzf6j2rd9r50g2n4agsytkd,1,25.0,45.1,2025-05-05T17:11:30.439Z,2025-05-05T17:11:32Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706260003,140,25.7,5706260007,212,14.0,5706260009,213,1.52,5706260005,141,65.7,5706260001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981631,11,1,1,0,40,33hzf6j2rd9r50g2n4agsytkd,1,24.5,68.5,2025-05-05T17:11:31.928Z,2025-05-05T17:11:34Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706260203,212,9.9,5706260197,56,Back,5706260199,140,25.7,5706260201,141,83.0,5706260205,213,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981665,12,1,1,0,42,33hzf6j2rd9r50g2n4agsytkd,0,26.5,82.9,2025-05-05T17:11:34.440Z,2025-05-05T17:11:38Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706260405,140,63.2,5706260401,56,Center,5706260409,141,67.9,5706260413,212,39.9,5706260395,155,,5706260417,1,,5706260415,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981673,11,44,1,0,45,1939bnru25svvgv15k2c7tw2y,1,33.2,31.6,2025-05-05T17:11:36.702Z,2025-05-05T18:06:40Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706260431,56,Back,5706260539,233,13,5706260433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981677,13,44,1,0,45,33hzf6j2rd9r50g2n4agsytkd,0,66.8,68.4,2025-05-05T17:11:36.703Z,2025-05-05T18:06:40Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5706260439,56,Center,5706260441,286,,5706260547,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981697,12,1,1,0,45,1939bnru25svvgv15k2c7tw2y,0,27.1,30.6,2025-05-05T17:11:37.630Z,2025-05-05T17:11:40Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706260623,56,Back,5706260621,3,,5706260627,141,4.3,5706260629,212,20.0,5706260631,213,5.18,5706260625,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981719,14,1,1,0,50,33hzf6j2rd9r50g2n4agsytkd,1,59.1,88.1,2025-05-05T17:11:42.056Z,2025-05-05T17:11:44Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706260763,212,21.7,5706260761,141,87.2,5706260759,140,38.4,5706260757,56,Back,5706260765,213,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981733,15,1,1,0,52,33hzf6j2rd9r50g2n4agsytkd,1,38.4,87.2,2025-05-05T17:11:44.535Z,2025-05-05T17:11:45Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706260871,213,3.21,5706260869,212,8.9,5706260867,141,86.3,5706260861,56,Back,5706260865,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981745,16,1,1,0,54,33hzf6j2rd9r50g2n4agsytkd,0,29.9,86.3,2025-05-05T17:11:45.656Z,2025-05-05T17:11:46Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706260925,213,5.51,5706260919,140,39.4,5706260917,56,Back,5706260915,157,,5706260921,141,72.0,5706260927,1,,5706260923,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981759,13,8,1,0,56,1939bnru25svvgv15k2c7tw2y,1,57.3,16.4,2025-05-05T17:11:47.888Z,2025-05-05T17:18:26Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706282637,15,,5706261037,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981829,17,1,1,1,1,33hzf6j2rd9r50g2n4agsytkd,1,67.3,42.4,2025-05-05T17:11:53.560Z,2025-05-05T17:11:54Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5706261493,56,Right,5706261499,212,18.7,5706261497,141,18.2,5706261495,140,75.8,5706261501,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981833,18,61,1,1,2,33hzf6j2rd9r50g2n4agsytkd,1,75.8,18.0,2025-05-05T17:11:54.637Z,2025-05-05T17:11:55Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706261525,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981899,19,1,1,1,5,33hzf6j2rd9r50g2n4agsytkd,1,84.0,12.3,2025-05-05T17:11:56.647Z,2025-05-05T17:12:00Z,bi57bgog4e5pmkde5tl4bvxg4,R. Niklasson Petrovic,,,5706261831,140,65.3,5706261835,212,19.8,5706261827,56,Right,5706261837,213,3.02,5706261833,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981933,20,1,1,1,9,33hzf6j2rd9r50g2n4agsytkd,1,62.0,18.3,2025-05-05T17:12:00.824Z,2025-05-05T17:12:05Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706262095,140,55.6,5706262093,56,Center,5706262097,141,48.4,5706262099,212,21.5,5706262101,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981963,21,1,1,1,13,33hzf6j2rd9r50g2n4agsytkd,1,60.6,57.0,2025-05-05T17:12:05.223Z,2025-05-05T17:12:07Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706262221,141,39.1,5706262223,212,12.2,5706262225,213,4.70,5706262217,56,Center,5706262219,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810981979,22,1,1,1,15,33hzf6j2rd9r50g2n4agsytkd,0,61.1,36.6,2025-05-05T17:12:07.560Z,2025-05-05T17:12:09Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5706262299,56,Center,5706262303,141,31.6,5706262297,155,,5706262305,212,17.4,5706262301,140,77.4,5706262307,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982019,14,12,1,1,20,1939bnru25svvgv15k2c7tw2y,1,21.4,73.5,2025-05-05T17:12:11.679Z,2025-05-05T17:12:20Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706262505,56,Back,5706262511,212,21.8,5706262523,15,,5706262507,140,42.1,5706262509,141,75.4,5706262515,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982015,23,61,1,1,20,33hzf6j2rd9r50g2n4agsytkd,1,71.1,31.6,2025-05-05T17:12:11.799Z,2025-05-05T17:12:11Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5706262493,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982043,24,1,1,1,22,33hzf6j2rd9r50g2n4agsytkd,1,63.2,19.2,2025-05-05T17:12:14.168Z,2025-05-05T17:12:17Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5706262697,140,72.6,5706262703,213,5.85,5706262699,141,12.5,5706262701,212,10.9,5706262695,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982055,25,1,1,1,26,33hzf6j2rd9r50g2n4agsytkd,1,75.0,10.7,2025-05-05T17:12:17.832Z,2025-05-05T17:12:19Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5706262783,213,1.80,5706262775,56,Center,5706262781,212,21.3,5706262777,140,70.3,5706262779,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982061,26,61,1,1,27,33hzf6j2rd9r50g2n4agsytkd,0,70.3,41.2,2025-05-05T17:12:19.433Z,2025-05-05T17:12:19Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5706262815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982077,16,1,1,1,28,1939bnru25svvgv15k2c7tw2y,1,20.3,57.3,2025-05-05T17:12:20.239Z,2025-05-05T17:12:22Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5706262909,213,0.42,5706262907,212,10.0,5706262901,56,Back,5706262905,141,63.3,5706262903,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982087,17,1,1,1,30,1939bnru25svvgv15k2c7tw2y,1,29.0,63.3,2025-05-05T17:12:21.886Z,2025-05-05T17:12:22Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5706262955,141,46.3,5706262953,140,36.6,5706262951,56,Back,5706262957,212,14.0,5706262959,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982111,18,1,1,1,31,1939bnru25svvgv15k2c7tw2y,1,36.6,46.3,2025-05-05T17:12:22.767Z,2025-05-05T17:19:33Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706263093,140,32.4,5706263099,213,4.49,5706263097,212,20.3,5706263091,56,Back,5706286439,156,,5706263095,141,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982157,19,1,1,1,33,1939bnru25svvgv15k2c7tw2y,1,40.9,14.3,2025-05-05T17:12:25.551Z,2025-05-05T17:12:30Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5706263351,212,33.2,5706263347,140,72.2,5706263353,213,6.14,5706263349,141,7.4,5706263355,1,,5706263345,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982173,20,1,1,1,39,1939bnru25svvgv15k2c7tw2y,0,75.3,8.0,2025-05-05T17:12:30.783Z,2025-05-05T17:20:03Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5706263437,140,79.7,5706263439,141,16.4,5706263431,2,,5706263433,155,,5706263441,212,7.3,5706263435,56,Right,5706263443,213,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982171,27,61,1,1,40,33hzf6j2rd9r50g2n4agsytkd,1,13.2,89.0,2025-05-05T17:12:31.784Z,2025-05-05T17:12:31Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706263429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982189,21,6,1,1,41,1939bnru25svvgv15k2c7tw2y,1,84.0,13.2,2025-05-05T17:12:32.760Z,2025-05-05T18:06:58Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5706263599,75,,5706263609,233,28,5706263597,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982185,28,6,1,1,41,33hzf6j2rd9r50g2n4agsytkd,0,16.0,86.8,2025-05-05T17:12:32.760Z,2025-05-05T17:12:38Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706263627,233,21,5706263541,56,Back,5706263543,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982715,22,1,1,2,26,1939bnru25svvgv15k2c7tw2y,1,99.5,0.5,2025-05-05T17:13:17.775Z,2025-05-05T17:13:29Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,1.0,,5706266285,212,28.2,5706266279,56,Center,5706266807,154,,5706266275,155,,5706266267,2,,5706266271,6,,5706266277,224,,5706266283,141,39.7,5706266805,210,13,5706266281,140,90.6,5706266287,213,1.91,,,,,,,,,,,,,,,,,,,,
2810982723,23,13,1,2,28,1939bnru25svvgv15k2c7tw2y,1,92.4,38.0,2025-05-05T17:13:20.255Z,2025-05-05T17:58:33Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5706266577,15,,5706266305,56,Center,5706266823,103,81.9,5706266827,231,48.2,5706266821,102,51.3,5706266573,25,,5706266815,154,,5706266583,328,,5706266813,29,,5706266303,17,,5706266817,55,22,5706266825,230,98.9,5706293315,74,,,,,,,,,,,,,,,
2810982735,24,5,1,2,30,1939bnru25svvgv15k2c7tw2y,0,101.6,37.6,2025-05-05T17:13:21.760Z,2025-05-05T17:13:25Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5706266373,346,,5706266449,233,29,5706266371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982747,29,5,1,2,30,33hzf6j2rd9r50g2n4agsytkd,1,-1.6,62.4,2025-05-05T17:13:21.760Z,2025-05-05T18:07:02Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5706266433,56,Back,5706266435,346,,5706266437,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982811,30,1,1,2,36,33hzf6j2rd9r50g2n4agsytkd,0,5.0,59.0,2025-05-05T17:13:27.991Z,2025-05-05T17:21:47Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5706266905,212,64.1,5706293949,189,,5706266911,74,,5706266901,140,65.7,5706266909,1,,5706266907,213,0.11,5706266897,124,,5706266899,56,Center,5706266903,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982849,26,1,1,2,40,1939bnru25svvgv15k2c7tw2y,1,33.5,32.7,2025-05-05T17:13:32.048Z,2025-05-05T17:21:55Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5706267105,213,2.87,5706267103,212,29.2,5706267101,141,44.3,5706267099,140,6.7,5706267097,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982891,27,1,1,2,42,1939bnru25svvgv15k2c7tw2y,0,6.7,44.3,2025-05-05T17:13:34.463Z,2025-05-05T17:13:39Z,2qac7z5bt0grylf296n67j384,S. Eriksson,,,5706267359,1,,5706267357,213,6.14,5706267351,140,66.2,5706267355,212,63.1,5706267347,157,,5706267349,56,Center,5706267353,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982895,31,44,1,2,46,33hzf6j2rd9r50g2n4agsytkd,1,35.0,72.0,2025-05-05T17:13:37.992Z,2025-05-05T18:06:40Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706267467,233,28,5706267371,285,,5706267369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982899,28,44,1,2,46,1939bnru25svvgv15k2c7tw2y,0,65.0,28.0,2025-05-05T17:13:37.993Z,2025-05-05T18:06:41Z,116vh3v105pa9vyw10hpvuwdm,F. Ihler,,,5706267477,233,31,5706267377,56,Center,5706267381,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810982925,32,1,1,2,46,33hzf6j2rd9r50g2n4agsytkd,0,37.2,77.0,2025-05-05T17:13:38.504Z,2025-05-05T17:13:40Z,b3jbj4ayr4x1x0ynt9dcu5u6s,F. Beckman,,,5706267533,3,,5706267543,213,0.45,5706267535,56,Left,5706267537,140,60.3,5706267541,212,27.0,5706267539,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
