id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId
2804402815,5,1,1,0,11,33hzf6j2rd9r50g2n4agsytkd,1,35.8,67.6,2025-04-21T12:00:46.587Z,2025-04-21T12:00:48Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5669931247,56,Back,5669931251,141,62.6,5669931245,3,,5669931249,140,39.8,5669931253,212,5.4,5669931255,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402833,6,1,1,0,13,33hzf6j2rd9r50g2n4agsytkd,0,39.8,62.6,2025-04-21T12:00:47.977Z,2025-04-21T12:00:49Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669931343,140,44.8,5669931345,141,61.4,5669931347,212,5.3,5669931351,1,,5669931349,213,6.13,5669931341,56,Back,5669931339,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402845,7,61,1,0,13,czkf5t3ai00ghwbga03i5aqxw,0,53.2,48.2,2025-04-21T12:00:48.433Z,2025-04-21T12:05:47Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669931395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402851,8,50,1,0,14,czkf5t3ai00ghwbga03i5aqxw,1,51.3,46.6,2025-04-21T12:00:49.182Z,2025-04-21T12:47:56Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669931447,233,7,5669931425,286,,5669931423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402857,7,7,1,0,14,33hzf6j2rd9r50g2n4agsytkd,1,48.7,53.4,2025-04-21T12:00:49.183Z,2025-04-21T12:47:56Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669931431,56,Back,5669931443,233,8,5669931433,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402897,9,1,1,0,19,33hzf6j2rd9r50g2n4agsytkd,1,55.6,52.2,2025-04-21T12:00:54.569Z,2025-04-21T12:01:01Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669931637,140,72.3,5669931643,213,5.65,5669931635,56,Center,5669931641,212,21.8,5669931639,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402901,10,61,1,0,21,33hzf6j2rd9r50g2n4agsytkd,0,76.5,43.0,2025-04-21T12:00:56.032Z,2025-04-21T12:06:41Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,5669931659,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402937,10,1,1,0,25,czkf5t3ai00ghwbga03i5aqxw,0,22.7,60.5,2025-04-21T12:01:00.576Z,2025-04-21T12:01:04Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,5669931833,140,27.3,5669931843,213,5.08,5669931835,141,42.1,5669931839,212,13.4,5669931831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402947,11,8,1,0,29,33hzf6j2rd9r50g2n4agsytkd,1,71.3,75.6,2025-04-21T12:01:04.664Z,2025-04-21T12:01:04Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,5669931877,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402979,13,1,1,0,32,33hzf6j2rd9r50g2n4agsytkd,1,71.6,74.2,2025-04-21T12:01:06.953Z,2025-04-21T12:01:07Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,5669932053,212,6.4,5669932049,140,70.0,5669932055,213,4.45,5669932051,141,65.1,5669932047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804402999,14,1,1,0,33,33hzf6j2rd9r50g2n4agsytkd,1,70.0,65.1,2025-04-21T12:01:07.736Z,2025-04-21T12:01:10Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,5669932171,56,Center,5669932179,213,2.43,5669932177,212,6.2,5669932175,141,71.1,5669932173,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403019,15,1,1,0,35,33hzf6j2rd9r50g2n4agsytkd,1,57.9,72.3,2025-04-21T12:01:10.536Z,2025-04-21T12:01:12Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,5669932279,56,Back,5669932289,212,14.9,5669932291,213,3.54,5669932287,141,63.9,5669932283,140,44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403043,16,1,1,0,38,33hzf6j2rd9r50g2n4agsytkd,1,40.4,60.3,2025-04-21T12:01:12.856Z,2025-04-21T12:01:16Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669932403,141,32.4,5669932411,213,4.72,5669932397,56,Back,5669932407,212,19.0,5669932401,140,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403063,17,1,1,0,41,33hzf6j2rd9r50g2n4agsytkd,1,43.2,24.4,2025-04-21T12:01:16.522Z,2025-04-21T12:01:19Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669932547,56,Right,5669932551,141,9.4,5669932555,213,5.67,5669932549,140,57.1,5669932553,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403071,18,1,1,0,42,33hzf6j2rd9r50g2n4agsytkd,0,57.2,9.2,2025-04-21T12:01:16.872Z,2025-04-21T12:07:36Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669932599,140,57.2,5669932603,141,14.4,5669932607,212,3.5,5669932611,213,1.57,5669932597,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403079,11,8,1,0,43,czkf5t3ai00ghwbga03i5aqxw,1,37.1,93.8,2025-04-21T12:01:17.686Z,2025-04-21T12:01:20Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669932627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403127,19,1,1,0,48,33hzf6j2rd9r50g2n4agsytkd,1,55.7,18.9,2025-04-21T12:01:22.889Z,2025-04-21T12:01:26Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669932891,56,Back,5669932899,213,1.92,5669932897,212,25.3,5669932895,141,53.9,5669932893,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403143,20,1,1,0,51,33hzf6j2rd9r50g2n4agsytkd,1,48.3,56.4,2025-04-21T12:01:26.392Z,2025-04-21T12:01:30Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669932995,56,Left,5669933001,141,80.6,5669933005,212,17.9,5669933007,213,1.16,5669932999,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403161,21,1,1,0,55,33hzf6j2rd9r50g2n4agsytkd,1,55.3,70.9,2025-04-21T12:01:29.881Z,2025-04-21T12:01:32Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,5669933079,56,Back,5669933081,140,37.7,5669933087,213,3.28,5669933085,212,18.7,5669933083,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403187,22,1,1,0,57,33hzf6j2rd9r50g2n4agsytkd,1,37.1,61.4,2025-04-21T12:01:32.616Z,2025-04-21T12:01:37Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669933269,212,19.4,5669933267,141,33.1,5669933271,213,4.58,5669933263,56,Back,5669933265,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403223,23,1,1,1,2,33hzf6j2rd9r50g2n4agsytkd,1,31.9,35.5,2025-04-21T12:01:37.224Z,2025-04-21T12:01:42Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669933493,140,26.6,5669933495,141,55.5,5669933499,213,1.96,5669933491,56,Back,5669933497,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403257,24,1,1,1,7,33hzf6j2rd9r50g2n4agsytkd,1,34.2,63.6,2025-04-21T12:01:42.441Z,2025-04-21T12:01:47Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669933661,140,34.6,5669933665,212,22.2,5669933663,141,31.0,5669933667,213,4.73,5669933659,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403287,25,1,1,1,12,33hzf6j2rd9r50g2n4agsytkd,1,37.0,31.0,2025-04-21T12:01:47.080Z,2025-04-21T12:01:52Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669933837,141,59.0,5669933839,212,19.4,5669933841,213,1.77,5669933835,140,33.3,5669933833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403307,26,1,1,1,17,33hzf6j2rd9r50g2n4agsytkd,1,42.1,70.2,2025-04-21T12:01:52.137Z,2025-04-21T12:01:56Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,5669933941,212,13.9,5669933939,141,90.5,5669933937,140,41.0,5669933943,213,1.65,5669933935,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403333,27,1,1,1,21,33hzf6j2rd9r50g2n4agsytkd,1,46.0,70.5,2025-04-21T12:01:56.552Z,2025-04-21T12:01:59Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,5669934061,56,Center,5669934069,213,5.17,5669934067,212,21.9,5669934065,141,41.6,5669934063,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403393,28,1,1,1,25,33hzf6j2rd9r50g2n4agsytkd,1,58.6,24.1,2025-04-21T12:01:59.704Z,2025-04-21T12:02:06Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669934321,212,16.7,5669934317,140,71.1,5669934319,141,8.8,5669934315,56,Right,5669934323,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403395,29,3,1,1,28,33hzf6j2rd9r50g2n4agsytkd,0,87.7,21.6,2025-04-21T12:02:03.248Z,2025-04-21T12:58:51Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669934337,56,Center,5669934339,286,,5669956595,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403385,12,7,1,1,28,czkf5t3ai00ghwbga03i5aqxw,0,12.3,78.4,2025-04-21T12:02:03.249Z,2025-04-21T12:58:51Z,3bepi58wwope38a478y7jwlxw,A. Priske,,5669934275,56,Back,5669934277,285,,5669934359,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804407137,130,1,1,1,30,33hzf6j2rd9r50g2n4agsytkd,0,87.2,11.3,2025-04-21T12:02:04.891Z,2025-04-21T12:11:04Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669956309,155,,5669956311,56,Center,5669956319,213,1.34,5669956315,141,46.2,5669956307,2,,5669956313,140,92.6,5669956317,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403433,13,43,1,1,33,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-21T12:02:07.887Z,2025-04-21T12:02:17Z,6n7sw8r0fhcoa8hfuxrtm96tx,A. Ekdal,,5669934911,144,12,5669934581,56,Back,5669934589,213,5.13,5669934641,15,0,5669934587,212,5.7,5669934585,141,48.2,5669934583,140,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403427,30,43,1,1,33,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-21T12:02:08.233Z,2025-04-21T12:02:19Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669934561,140,92.5,5669934555,2,0,5669934567,213,1.59,5669934557,155,0,5669934559,56,Center,5669935015,144,1,5669934565,212,17.9,5669934563,141,41.0,,,,,,,,,,,,,,,,,,,,,,,
2804403495,14,4,1,1,58,czkf5t3ai00ghwbga03i5aqxw,1,4.8,50.0,2025-04-21T12:02:33.432Z,2025-04-21T12:58:49Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,5669939357,285,,5669939349,13,,5669939351,56,Back,5669940939,294,,5669939353,152,,5669941157,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403581,31,4,1,1,58,33hzf6j2rd9r50g2n4agsytkd,0,95.2,50.0,2025-04-21T12:02:33.433Z,2025-04-21T12:04:43Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,5669935441,56,Center,5669935439,13,,5669935447,286,,5669940757,294,,5669935443,152,,5669939397,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403589,15,1,1,1,59,czkf5t3ai00ghwbga03i5aqxw,1,6.4,50.3,2025-04-21T12:02:34.062Z,2025-04-21T12:10:30Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,5669935507,213,0.67,5669935497,241,,5669935501,140,27.9,5669935499,56,Back,5669935495,5,,5669935505,212,28.7,5669935503,141,76.4,5669955025,189,,,,,,,,,,,,,,,,,,,,,,,,
2804403603,16,1,1,1,59,czkf5t3ai00ghwbga03i5aqxw,1,27.9,76.4,2025-04-21T12:02:34.205Z,2025-04-21T12:11:42Z,ebhyx7fm13sy9qjf4vylzg89h,J. Une Larsson,,5669935571,56,Back,5669935579,213,0.60,5669935577,212,17.7,5669959329,189,,5669935575,141,91.2,5669935573,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403609,17,3,1,2,1,czkf5t3ai00ghwbga03i5aqxw,0,42.4,91.2,2025-04-21T12:02:35.877Z,2025-04-21T12:02:39Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,5669935607,211,,5669935603,286,,5669935601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403613,32,1,1,2,3,33hzf6j2rd9r50g2n4agsytkd,1,44.4,5.8,2025-04-21T12:02:38.376Z,2025-04-21T12:12:07Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669935627,56,Center,5669935631,141,24.4,5669935629,140,55.3,5669935633,212,17.1,5669935635,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804408069,144,61,1,2,4,33hzf6j2rd9r50g2n4agsytkd,1,57.4,31.5,2025-04-21T12:02:39.303Z,2025-04-21T12:12:37Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,5669962247,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403627,18,43,1,2,5,czkf5t3ai00ghwbga03i5aqxw,1,0.0,0.0,2025-04-21T12:02:39.708Z,2025-04-21T12:12:39Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5669935679,56,Back,5669962379,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403653,34,1,1,2,7,33hzf6j2rd9r50g2n4agsytkd,1,57.2,28.8,2025-04-21T12:02:42.153Z,2025-04-21T12:02:45Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,5669935861,212,13.5,5669935857,140,65.7,5669935855,56,Right,5669935859,141,14.0,5669935863,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403667,35,1,1,2,10,33hzf6j2rd9r50g2n4agsytkd,1,72.7,12.8,2025-04-21T12:02:45.224Z,2025-04-21T12:02:47Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669935947,213,5.89,5669935943,141,5.3,5669935945,212,13.2,5669935941,140,84.3,5669935939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403675,36,1,1,2,13,33hzf6j2rd9r50g2n4agsytkd,1,81.1,9.5,2025-04-21T12:02:47.689Z,2025-04-21T12:02:49Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669936013,56,Right,5669936021,213,5.85,5669936015,140,87.9,5669936017,141,4.7,5669936019,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403685,37,1,1,2,14,33hzf6j2rd9r50g2n4agsytkd,1,87.5,5.8,2025-04-21T12:02:49.033Z,2025-04-21T12:02:50Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669936079,212,8.2,5669936077,141,16.1,5669936081,213,2.12,5669936073,56,Right,5669936075,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403695,38,1,1,2,15,33hzf6j2rd9r50g2n4agsytkd,1,83.4,16.1,2025-04-21T12:02:49.977Z,2025-04-21T12:02:52Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,5669936141,212,6.2,5669936131,56,Right,5669936135,140,82.6,5669936143,213,4.58,5669936137,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403723,39,1,1,2,17,33hzf6j2rd9r50g2n4agsytkd,1,79.7,11.7,2025-04-21T12:02:51.944Z,2025-04-21T12:02:58Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669936329,141,21.9,5669936333,213,2.12,5669936327,140,75.7,5669936331,212,8.1,5669936325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403729,40,1,1,2,23,33hzf6j2rd9r50g2n4agsytkd,1,78.4,18.6,2025-04-21T12:02:58.345Z,2025-04-21T12:02:59Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669936361,56,Right,5669936369,213,6.12,5669936367,212,6.7,5669936365,141,17.0,5669936363,140,84.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403739,41,1,1,2,24,33hzf6j2rd9r50g2n4agsytkd,1,84.7,17.0,2025-04-21T12:02:59.353Z,2025-04-21T12:03:00Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,5669936427,212,5.4,5669936425,141,18.8,5669936423,140,79.7,5669936421,56,Right,5669936429,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403755,42,1,1,2,25,33hzf6j2rd9r50g2n4agsytkd,1,79.7,18.8,2025-04-21T12:03:00.216Z,2025-04-21T12:03:02Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,5669936519,213,5.59,5669936511,56,Right,5669936517,212,10.9,5669936513,140,87.7,5669936515,141,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403775,43,1,1,2,25,33hzf6j2rd9r50g2n4agsytkd,0,91.0,8.5,2025-04-21T12:03:00.265Z,2025-04-21T12:03:11Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669936629,56,Right,5669936637,213,0.65,5669936633,141,21.0,5669936635,212,14.0,5669936631,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403771,19,5,1,2,26,czkf5t3ai00ghwbga03i5aqxw,1,-1.6,78.4,2025-04-21T12:03:01.206Z,2025-04-21T13:10:49Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,5669936823,233,44,5669936615,346,,5669936613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804403807,44,5,1,2,26,33hzf6j2rd9r50g2n4agsytkd,0,101.6,21.6,2025-04-21T12:03:01.206Z,2025-04-21T13:10:50Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,5669964395,233,19,5669936819,56,Center,5669936821,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
