id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/17/value
2805190383,4,61,1,0,9,spvvjmk37iid7hsky9g3nce7,1,26.3,62.7,2025-04-23T17:01:19.071Z,2025-04-23T17:17:06Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674391295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190453,5,1,1,0,12,spvvjmk37iid7hsky9g3nce7,1,29.4,56.3,2025-04-23T17:01:21.208Z,2025-04-23T17:01:24Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5674391635,140,59.9,5674391633,56,Left,5674391637,141,89.7,5674391643,1,,5674391641,213,0.62,5674391639,212,39.3,5674391631,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190469,6,3,1,0,15,spvvjmk37iid7hsky9g3nce7,1,57.2,91.4,2025-04-23T17:01:24.551Z,2025-04-25T12:46:09Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5674391737,56,Left,5674391755,233,7,5677299217,465,,5674391739,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190461,7,45,1,0,15,6i936isoyj6d0uuxdj537uc97,0,42.8,8.6,2025-04-23T17:01:24.551Z,2025-04-23T17:58:56Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5674391675,56,Back,5674391763,233,6,5674391677,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190477,8,45,1,0,17,6i936isoyj6d0uuxdj537uc97,0,41.8,10.8,2025-04-23T17:01:26.429Z,2025-04-23T17:01:31Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5674391771,56,Back,5674391829,233,8,5674391773,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190481,8,3,1,0,17,spvvjmk37iid7hsky9g3nce7,1,58.2,89.2,2025-04-23T17:01:26.429Z,2025-04-25T12:46:23Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5674391781,56,Left,5674391801,233,8,5674391785,286,,5677299509,464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190523,9,1,1,0,17,spvvjmk37iid7hsky9g3nce7,1,62.4,86.5,2025-04-23T17:01:26.825Z,2025-04-23T17:17:47Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5674392049,56,Left,5674392055,212,12.0,5674392057,213,3.00,5674392053,141,88.9,5674392051,140,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190527,10,1,1,0,20,spvvjmk37iid7hsky9g3nce7,1,59.2,91.1,2025-04-23T17:01:29.352Z,2025-04-23T17:01:31Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5674392073,212,4.2,5674392075,213,5.39,5674392069,140,61.7,5674392067,56,Left,5674392071,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190539,11,50,1,0,21,spvvjmk37iid7hsky9g3nce7,1,61.6,86.3,2025-04-23T17:01:30.919Z,2025-04-23T17:58:48Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674392119,56,Left,5674459587,286,,5674462307,233,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202497,151,7,1,0,21,6i936isoyj6d0uuxdj537uc97,1,38.4,13.7,2025-04-23T17:01:30.920Z,2025-04-25T12:46:47Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5674462285,56,Back,5677299823,384,,5674462287,285,,5674462291,233,11,5677299825,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805202501,152,1,1,0,22,6i936isoyj6d0uuxdj537uc97,1,36.0,7.8,2025-04-23T17:01:31.147Z,2025-04-23T17:19:22Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5674463455,140,35.3,5674463453,56,Back,5674463457,141,13.1,5674463461,213,1.77,5674463459,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190551,12,43,1,0,23,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-23T17:01:32.280Z,2025-04-23T17:19:25Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5674392181,140,63.8,5674463677,144,1,5674392185,212,3.3,5674392183,141,86.0,5674392179,56,Left,5674392187,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805203369,159,1,1,0,23,6i936isoyj6d0uuxdj537uc97,1,34.5,14.1,2025-04-23T17:01:32.644Z,2025-04-23T17:20:01Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5674466043,141,17.0,5674466047,213,2.85,5674466045,212,6.8,5674466041,140,28.3,5674466039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190571,9,1,1,0,24,6i936isoyj6d0uuxdj537uc97,0,30.2,15.9,2025-04-23T17:01:33.612Z,2025-04-23T17:01:35Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5674392277,140,53.2,5674392281,212,27.0,5674392273,157,,5674392275,56,Right,5674392285,1,,5674392283,213,5.82,5674392279,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190583,10,5,1,0,26,6i936isoyj6d0uuxdj537uc97,0,50.3,-2.0,2025-04-23T17:01:35.792Z,2025-04-23T17:39:56Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5674392321,347,,5674392319,56,Right,5674392343,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190579,13,5,1,0,26,spvvjmk37iid7hsky9g3nce7,1,49.7,102.0,2025-04-23T17:01:35.792Z,2025-04-23T17:39:56Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5674392303,56,Back,5674392335,233,10,5674392305,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190671,14,1,1,0,33,spvvjmk37iid7hsky9g3nce7,1,57.4,100.0,2025-04-23T17:01:42.952Z,2025-04-23T17:20:25Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674392831,140,35.8,5674392839,212,25.0,5674392825,107,,5674392841,213,3.57,5674392827,56,Back,5674392843,1,,5674467481,189,,5674392835,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190737,15,1,1,0,37,spvvjmk37iid7hsky9g3nce7,1,34.9,75.1,2025-04-23T17:01:46.568Z,2025-04-23T17:01:55Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674393183,213,3.80,5674393179,141,51.9,5674393175,56,Back,5674393181,212,25.8,5674393177,140,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190755,16,1,1,0,45,spvvjmk37iid7hsky9g3nce7,0,16.2,51.6,2025-04-23T17:01:54.968Z,2025-04-23T17:01:56Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5674393245,155,,5674393251,141,74.7,5674393247,56,Back,5674393249,140,42.3,5674393255,213,0.52,5674393253,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190765,11,1,1,0,48,6i936isoyj6d0uuxdj537uc97,1,56.9,19.8,2025-04-23T17:01:57.788Z,2025-04-23T17:01:59Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5674393315,141,24.3,5674393317,212,14.7,5674393313,140,70.6,5674393311,56,Center,5674393319,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190791,13,1,1,0,49,6i936isoyj6d0uuxdj537uc97,1,70.6,24.3,2025-04-23T17:01:59.053Z,2025-04-23T17:02:01Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5674393469,56,Center,5674393475,212,12.1,5674393473,141,41.6,5674393477,213,1.34,5674393471,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190813,14,1,1,0,51,6i936isoyj6d0uuxdj537uc97,1,72.5,42.4,2025-04-23T17:02:00.957Z,2025-04-23T17:02:03Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5674393615,140,65.6,5674393617,141,37.3,5674393613,56,Center,5674393619,212,8.0,5674393621,213,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190821,15,1,1,0,54,6i936isoyj6d0uuxdj537uc97,1,65.6,37.3,2025-04-23T17:02:03.500Z,2025-04-23T17:21:28Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,,5674393669,212,6.3,5674393665,140,60.4,5674393667,141,41.9,5674393663,56,Center,5674393671,213,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190839,16,1,1,0,55,6i936isoyj6d0uuxdj537uc97,1,60.4,41.9,2025-04-23T17:02:04.396Z,2025-04-23T17:02:05Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5674393755,141,9.7,5674393757,212,22.3,5674393753,140,64.6,5674393759,213,4.91,5674393751,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190847,17,61,1,0,56,6i936isoyj6d0uuxdj537uc97,0,64.6,9.7,2025-04-23T17:02:05.660Z,2025-04-23T17:21:57Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5674393813,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190857,17,12,1,0,58,spvvjmk37iid7hsky9g3nce7,1,23.2,95.3,2025-04-23T17:02:07.545Z,2025-04-23T17:22:15Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674393859,56,Back,5674473975,140,28.1,5674473973,167,,5674473977,141,100.0,5674473979,212,6.6,5674473981,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190877,18,5,1,1,0,spvvjmk37iid7hsky9g3nce7,0,40.2,101.8,2025-04-23T17:02:09.176Z,2025-04-23T17:02:14Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674393971,347,,5674393969,56,Back,5674394147,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190905,18,5,1,1,0,6i936isoyj6d0uuxdj537uc97,1,59.8,-1.8,2025-04-23T17:02:09.176Z,2025-04-23T17:39:56Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5674394119,56,Right,5674394121,347,,5674394137,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191163,19,1,1,1,14,6i936isoyj6d0uuxdj537uc97,1,60.7,0.0,2025-04-23T17:02:24.124Z,2025-04-23T17:02:31Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5674395455,56,Right,5674395453,107,,5674395469,212,30.1,5674395477,1,,5674395473,213,0.29,5674395459,140,88.2,5674395463,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191141,19,83,1,1,18,spvvjmk37iid7hsky9g3nce7,0,25.6,89.0,2025-04-23T17:02:28.072Z,2025-04-23T17:02:36Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674395811,399,8uzx6yb66zjn0ke2rwqlg7wus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191167,20,3,1,1,21,6i936isoyj6d0uuxdj537uc97,0,81.4,4.0,2025-04-23T17:02:30.695Z,2025-04-25T12:47:59Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5674395481,56,Right,5674395625,233,20,5674395487,286,,5677301003,465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191179,20,7,1,1,21,spvvjmk37iid7hsky9g3nce7,1,18.6,96.0,2025-04-23T17:02:30.696Z,2025-04-25T12:48:07Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674395553,167,,5674395557,285,,5674395555,56,Back,5677301099,178,,5677301097,385,,5674395603,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191233,21,5,1,1,23,spvvjmk37iid7hsky9g3nce7,0,23.3,101.8,2025-04-23T17:02:32.200Z,2025-04-23T17:39:57Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5674395823,347,,5674395821,56,Back,5674395847,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191209,21,5,1,1,23,6i936isoyj6d0uuxdj537uc97,1,76.7,-1.8,2025-04-23T17:02:32.200Z,2025-04-23T17:39:56Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5674395715,347,,5674395713,56,Right,5674395833,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191475,22,1,1,1,50,6i936isoyj6d0uuxdj537uc97,0,89.5,0.0,2025-04-23T17:02:59.132Z,2025-04-23T17:03:02Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5674397175,140,91.0,5674397173,56,Center,5674397177,141,29.1,5674397171,107,,5674397179,212,21.2,5674397181,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191535,22,4,1,1,57,spvvjmk37iid7hsky9g3nce7,1,3.1,58.7,2025-04-23T17:03:06.664Z,2025-04-23T19:47:16Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5674397485,56,Back,5674482843,295,,5674397483,13,,5674397491,285,,5674397487,152,,5674397553,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191541,23,4,1,1,57,6i936isoyj6d0uuxdj537uc97,0,96.9,41.3,2025-04-23T17:03:06.665Z,2025-04-23T17:24:59Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5674483091,295,,5674397519,286,,5674397511,56,Center,5674397513,152,,5674397509,13,,5674397577,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191733,23,1,1,2,13,spvvjmk37iid7hsky9g3nce7,1,8.5,52.1,2025-04-23T17:03:22.154Z,2025-04-23T17:27:12Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5674398717,5,,5674398725,141,65.8,5674398727,212,10.9,5674398723,140,13.8,5674490193,189,,5674398721,56,Back,5674398729,213,1.03,5674398719,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191745,24,1,1,2,19,spvvjmk37iid7hsky9g3nce7,1,15.2,68.2,2025-04-23T17:03:28.584Z,2025-04-23T17:27:31Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5674490349,189,,5674398795,212,18.7,5674398789,56,Back,5674398797,213,4.09,5674398793,141,45.8,5674398791,140,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191811,25,1,1,2,21,spvvjmk37iid7hsky9g3nce7,1,4.8,45.8,2025-04-23T17:03:30.200Z,2025-04-23T17:03:34Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5674399131,56,Back,5674399139,213,5.10,5674399137,212,20.4,5674399133,140,12.2,5674399135,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191879,26,1,1,2,25,spvvjmk37iid7hsky9g3nce7,1,12.4,26.7,2025-04-23T17:03:34.776Z,2025-04-23T17:03:39Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5674399501,212,26.7,5674399497,140,5.6,5674399495,56,Back,5674399499,141,64.5,5674399503,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191921,27,1,1,2,29,spvvjmk37iid7hsky9g3nce7,1,8.0,70.6,2025-04-23T17:03:38.873Z,2025-04-23T17:03:41Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5674399679,140,17.5,5674399681,141,92.1,5674399685,213,0.97,5674399683,212,17.7,5674399677,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191983,28,1,1,2,31,spvvjmk37iid7hsky9g3nce7,1,18.5,92.3,2025-04-23T17:03:41.064Z,2025-04-23T17:03:44Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674399971,56,Back,5674399975,141,91.1,5674399981,213,6.21,5674399977,212,11.1,5674399973,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191997,29,1,1,2,34,spvvjmk37iid7hsky9g3nce7,1,30.3,90.6,2025-04-23T17:03:44.009Z,2025-04-23T17:27:51Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5674400035,140,25.4,5674400037,141,82.9,5674400033,56,Back,5674492153,156,,5674400039,212,7.3,5674400041,213,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805192011,30,1,1,2,35,spvvjmk37iid7hsky9g3nce7,1,25.4,82.9,2025-04-23T17:03:44.680Z,2025-04-23T17:03:46Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5674400115,213,5.76,5674400107,141,77.8,5674400103,56,Back,5674400105,140,31.1,5674400111,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805192025,31,1,1,2,36,spvvjmk37iid7hsky9g3nce7,1,32.6,74.5,2025-04-23T17:03:45.784Z,2025-04-23T17:03:47Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5674400175,140,29.5,5674400213,156,,5674400173,56,Back,5674400177,141,67.6,5674400179,212,5.7,5674400181,213,4.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
