id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805491733,7,1,1,0,12,evf5hhqgnjhwjsth1m6pawxdp,1,38.0,61.5,2025-04-24T17:00:46.290Z,2025-04-24T17:00:52Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676087995,141,11.4,5676087993,140,78.1,5676087999,213,5.60,5676087991,56,Right,5676088001,1,,5676087989,157,,5676087997,212,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491725,4,83,1,0,17,7hlumphk42363z3i2nry2wrzj,0,28.6,90.5,2025-04-24T17:00:50.966Z,2025-04-24T17:00:53Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676088037,399,4w0adddkbx4642lkebbcmxbzd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491737,5,45,1,0,18,7hlumphk42363z3i2nry2wrzj,0,25.9,91.1,2025-04-24T17:00:51.986Z,2025-04-24T17:56:27Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676088005,56,Back,5676088007,285,,5676099189,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491743,8,3,1,0,18,evf5hhqgnjhwjsth1m6pawxdp,1,74.1,8.9,2025-04-24T17:00:51.986Z,2025-04-24T17:56:27Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5676099163,233,5,5676088031,286,,5676088029,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491755,9,1,1,0,20,evf5hhqgnjhwjsth1m6pawxdp,1,79.2,4.1,2025-04-24T17:00:54.242Z,2025-04-24T17:00:57Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5676088125,141,7.3,5676088123,140,71.5,5676088129,213,2.88,5676088127,212,8.4,5676088121,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491759,10,1,1,0,24,evf5hhqgnjhwjsth1m6pawxdp,1,71.5,7.3,2025-04-24T17:00:57.842Z,2025-04-24T17:00:58Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5676088141,141,14.7,5676088137,56,Right,5676088143,212,5.0,5676088145,213,1.57,5676088139,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491765,11,1,1,0,25,evf5hhqgnjhwjsth1m6pawxdp,1,71.5,14.7,2025-04-24T17:00:58.690Z,2025-04-24T17:01:00Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5676088171,141,7.0,5676088173,212,5.5,5676088175,213,5.00,5676088167,56,Right,5676088169,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491775,12,1,1,0,26,evf5hhqgnjhwjsth1m6pawxdp,1,73.0,7.0,2025-04-24T17:00:59.954Z,2025-04-24T17:01:02Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5676088231,213,2.89,5676088227,141,11.7,5676088225,140,61.0,5676088223,56,Right,5676088229,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491793,13,1,1,0,29,evf5hhqgnjhwjsth1m6pawxdp,1,60.8,7.3,2025-04-24T17:01:02.789Z,2025-04-24T17:01:06Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5676088315,140,91.6,5676088323,213,0.18,5676088325,1,,5676088321,212,32.9,5676088307,155,,5676088311,56,Right,5676088319,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491795,14,1,1,0,32,evf5hhqgnjhwjsth1m6pawxdp,1,89.7,20.3,2025-04-24T17:01:06.258Z,2025-04-24T17:01:29Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,1.0,,5676088745,154,,5676088339,141,44.2,5676088743,210,15,5676088335,56,Center,5676088341,212,17.4,5676088337,140,83.8,5676088343,213,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491797,15,15,1,0,34,evf5hhqgnjhwjsth1m6pawxdp,1,83.7,47.0,2025-04-24T17:01:07.778Z,2025-04-24T17:09:49Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5676088767,147,47.5,5676088353,56,Center,5676088351,17,,5676088789,233,6,5676088751,29,,5676088755,55,14,5676088753,154,,5676088457,20,,5676088749,80,5676088761,103,3.8,5676088759,102,46.0,5676088349,22,5676088763,328,5676088765,146,98.4,,,,,,,,,,,,,,,,,,
2805491817,6,10,1,0,34,7hlumphk42363z3i2nry2wrzj,1,1.8,50.4,2025-04-24T17:01:07.878Z,2025-04-24T17:01:29Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5676088455,56,Back,5676088453,182,,5676088667,179,,5676088665,174,,5676088795,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491823,7,12,1,0,36,7hlumphk42363z3i2nry2wrzj,1,1.8,50.4,2025-04-24T17:01:10.118Z,2025-04-24T17:01:22Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5676088481,141,56.1,5676088483,212,14.5,5676088477,56,Back,5676088485,213,0.27,5676088479,140,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491805,16,13,1,0,39,evf5hhqgnjhwjsth1m6pawxdp,1,89.5,34.2,2025-04-24T17:01:12.450Z,2025-04-24T17:10:36Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5676107665,458,,5676107663,328,,5676088399,22,,5676088401,63,,5676088403,56,Center,5676107659,103,9.7,5676107657,102,40.7,5676107655,75,,5676107191,20,5676107669,231,43.5,5676107667,230,95.9,,,,,,,,,,,,,,,,,,,,,,,,,
2805491825,8,5,1,0,44,7hlumphk42363z3i2nry2wrzj,1,-1.3,62.0,2025-04-24T17:01:17.479Z,2025-04-24T17:57:36Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5676108975,233,103,5676088491,346,,5676088489,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805495311,103,5,1,0,44,evf5hhqgnjhwjsth1m6pawxdp,0,101.3,38.0,2025-04-24T17:01:17.479Z,2025-04-24T17:57:37Z,,,,,5676108607,346,,5676108605,56,Center,5676108979,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491913,9,1,1,1,1,7hlumphk42363z3i2nry2wrzj,0,3.7,54.3,2025-04-24T17:01:34.805Z,2025-04-24T17:01:36Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5676088929,212,63.4,5676088921,124,,5676088923,56,Left,5676088925,140,61.4,5676088927,141,81.7,5676088931,213,0.30,5676088997,189,,5676088935,74,,5676088933,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491935,17,1,1,1,4,evf5hhqgnjhwjsth1m6pawxdp,0,43.1,20.3,2025-04-24T17:01:38.292Z,2025-04-24T17:01:38Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5676089059,213,1.36,5676089051,56,Back,5676089057,212,6.1,5676089055,141,29.1,5676089053,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491945,19,1,1,1,7,evf5hhqgnjhwjsth1m6pawxdp,1,33.6,33.7,2025-04-24T17:01:41.123Z,2025-04-24T17:01:42Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5676089117,56,Back,5676089121,141,50.3,5676089119,140,15.6,5676089123,212,22.0,5676089125,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491957,20,1,1,1,9,evf5hhqgnjhwjsth1m6pawxdp,1,15.6,50.3,2025-04-24T17:01:42.546Z,2025-04-24T17:01:45Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5676089195,212,17.9,5676089193,141,73.9,5676089191,140,23.1,5676089189,56,Back,5676089197,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491973,21,1,1,1,11,evf5hhqgnjhwjsth1m6pawxdp,1,25.9,74.4,2025-04-24T17:01:45.395Z,2025-04-24T17:01:49Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5676089305,141,91.1,5676089303,140,43.3,5676089307,212,21.5,5676089309,213,0.56,5676089301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491987,22,1,1,1,14,evf5hhqgnjhwjsth1m6pawxdp,0,43.2,89.5,2025-04-24T17:01:47.556Z,2025-04-24T17:06:23Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676089369,56,Left,5676089365,3,,5676089377,213,0.43,5676089375,212,18.4,5676089373,141,100.0,5676089367,168,,5676089371,140,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491981,10,5,1,1,15,7hlumphk42363z3i2nry2wrzj,1,43.1,-1.7,2025-04-24T17:01:49.080Z,2025-04-24T17:06:25Z,ekiy8mogxcfn05kwouydbdwr8,A. Brönner,,,5676089345,56,Back,5676089397,233,23,5676089347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491989,23,5,1,1,15,evf5hhqgnjhwjsth1m6pawxdp,0,56.9,101.7,2025-04-24T17:01:49.080Z,2025-04-24T17:57:37Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676089387,347,,5676089385,56,Left,5676089405,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491999,11,1,1,1,17,7hlumphk42363z3i2nry2wrzj,1,45.1,0.0,2025-04-24T17:01:50.599Z,2025-04-24T17:01:53Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676089439,141,23.6,5676089433,107,,5676089435,56,Back,5676089437,140,31.9,5676089441,212,22.0,5676089445,1,,5676089443,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492005,12,1,1,1,19,7hlumphk42363z3i2nry2wrzj,1,31.9,23.6,2025-04-24T17:01:52.918Z,2025-04-24T17:02:07Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5676089479,212,11.3,5676089477,141,8.8,5676089473,56,Back,5676089475,140,36.7,5676089481,213,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492009,13,1,1,1,21,7hlumphk42363z3i2nry2wrzj,1,36.8,8.6,2025-04-24T17:01:54.742Z,2025-04-24T17:01:55Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5676089489,140,30.3,5676089493,212,9.1,5676089495,213,2.42,5676089491,141,17.4,5676089487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492065,14,1,1,1,22,7hlumphk42363z3i2nry2wrzj,1,30.3,17.6,2025-04-24T17:01:55.478Z,2025-04-24T17:02:07Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5676089847,140,7.7,5676089853,213,2.53,5676089851,212,29.0,5676089849,141,42.1,5676089845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492083,15,1,1,1,34,7hlumphk42363z3i2nry2wrzj,1,7.4,41.9,2025-04-24T17:02:08.343Z,2025-04-24T17:02:10Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5676089943,212,12.4,5676089945,213,0.62,5676089941,141,52.4,5676089937,56,Back,5676089939,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492109,16,1,1,1,36,7hlumphk42363z3i2nry2wrzj,1,17.1,52.4,2025-04-24T17:02:10.246Z,2025-04-24T17:02:12Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5676090037,141,12.9,5676090041,213,4.48,5676090033,56,Back,5676090035,140,11.1,5676090039,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492121,17,1,1,1,38,7hlumphk42363z3i2nry2wrzj,0,11.1,12.9,2025-04-24T17:02:11.974Z,2025-04-24T17:02:12Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5676090081,212,15.7,5676090075,56,Back,5676090077,140,22.8,5676090079,141,0.0,5676090083,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492125,18,5,1,1,39,7hlumphk42363z3i2nry2wrzj,0,30.2,-1.6,2025-04-24T17:02:12.644Z,2025-04-24T17:02:17Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5676090085,56,Back,5676090139,233,24,5676090087,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492131,24,5,1,1,39,evf5hhqgnjhwjsth1m6pawxdp,1,69.8,101.6,2025-04-24T17:02:12.644Z,2025-04-24T17:57:37Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676090117,347,,5676090115,56,Left,5676090133,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492157,25,1,1,1,42,evf5hhqgnjhwjsth1m6pawxdp,1,58.3,100.0,2025-04-24T17:02:16.322Z,2025-04-24T17:02:18Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5676090271,212,16.9,5676090263,107,,5676090265,56,Center,5676090267,140,59.2,5676090269,141,77.2,5676090273,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492145,19,45,1,1,43,7hlumphk42363z3i2nry2wrzj,0,36.4,27.5,2025-04-24T17:02:17.014Z,2025-04-24T17:56:27Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5676090213,56,Back,5676090215,285,,5676090313,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492161,26,3,1,1,43,evf5hhqgnjhwjsth1m6pawxdp,1,63.6,72.5,2025-04-24T17:02:17.014Z,2025-04-24T17:56:27Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5676090309,233,19,5676090285,286,,5676090283,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492385,27,1,1,1,45,evf5hhqgnjhwjsth1m6pawxdp,0,75.9,72.0,2025-04-24T17:02:18.530Z,2025-04-24T17:12:55Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5676112007,212,2.4,5676112037,286,,5676091459,56,Center,5676112031,236,,5676112009,213,6.17,5676112003,140,78.2,5676112033,233,20,5676112005,141,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492163,20,74,1,1,45,7hlumphk42363z3i2nry2wrzj,1,33.4,29.4,2025-04-24T17:02:18.531Z,2025-04-24T17:57:32Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5676112041,233,27,5676090287,56,Back,5676090289,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492207,22,1,1,1,47,7hlumphk42363z3i2nry2wrzj,1,27.8,29.1,2025-04-24T17:02:20.791Z,2025-04-24T17:02:26Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5676090515,213,0.99,5676090513,212,17.1,5676090511,141,50.1,5676090507,56,Back,5676090509,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492227,23,1,1,1,52,7hlumphk42363z3i2nry2wrzj,1,41.9,84.2,2025-04-24T17:02:26.246Z,2025-04-24T17:02:29Z,8ntq70sdmvbmmvchvu5jd6ndh,C. Nyman,,,5676090615,56,Left,5676090623,213,0.55,5676090621,212,17.0,5676090617,140,55.7,5676090619,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492239,24,1,1,1,55,7hlumphk42363z3i2nry2wrzj,1,55.7,97.4,2025-04-24T17:02:29.302Z,2025-04-24T17:02:31Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5676090693,56,Back,5676090695,140,36.3,5676090701,213,3.24,5676090697,141,94.4,5676090699,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492245,25,1,1,1,57,7hlumphk42363z3i2nry2wrzj,1,36.3,94.4,2025-04-24T17:02:31.046Z,2025-04-24T17:02:33Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5676090735,212,7.1,5676090733,141,85.0,5676090731,140,39.2,5676090729,56,Back,5676090737,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492269,26,1,1,1,59,7hlumphk42363z3i2nry2wrzj,1,38.5,78.7,2025-04-24T17:02:33.351Z,2025-04-24T17:02:39Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5676090883,212,26.6,5676090885,213,4.31,5676090877,56,Back,5676090881,141,42.8,5676090879,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492299,27,1,1,2,5,7hlumphk42363z3i2nry2wrzj,1,34.8,36.0,2025-04-24T17:02:39.174Z,2025-04-24T17:02:41Z,sxahqo62pj3wu3yfeah4fiay,A. Sögaard,,,5676090985,140,46.4,5676090983,56,Back,5676090989,212,16.4,5676090991,213,0.74,5676090987,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492323,28,1,1,2,7,7hlumphk42363z3i2nry2wrzj,1,54.2,48.8,2025-04-24T17:02:41.206Z,2025-04-24T17:02:44Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5676091121,213,5.59,5676091119,212,14.8,5676091117,141,34.9,5676091115,140,65.0,5676091113,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492339,29,1,1,2,11,7hlumphk42363z3i2nry2wrzj,1,65.1,34.8,2025-04-24T17:02:44.599Z,2025-04-24T17:02:47Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5676091233,213,3.66,5676091225,56,Center,5676091227,140,54.3,5676091229,141,25.2,5676091231,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
