id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2817131371,5,1,1,0,9,evf5hhqgnjhwjsth1m6pawxdp,0,23.9,28.5,2025-05-19T17:01:25.030Z,2025-05-19T17:01:27Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5740197457,212,40.0,5740197451,56,Center,5740197455,141,23.0,5740197453,140,61.8,5740197449,157,,5740197461,1,,5740197459,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131385,7,1,1,0,12,46yo78zak2j7kaxc5ak1fnm60,1,41.4,76.9,2025-05-19T17:01:27.868Z,2025-05-19T17:01:29Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740197519,3,,5740197529,213,6.15,5740197523,140,45.6,5740197527,212,4.5,5740197525,141,76.0,5740197521,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131389,8,1,1,0,13,46yo78zak2j7kaxc5ak1fnm60,0,45.6,76.0,2025-05-19T17:01:29.005Z,2025-05-19T17:01:30Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740197563,212,24.3,5740197567,1,,5740197565,213,0.79,5740197555,157,,5740197557,56,Left,5740197559,140,61.9,5740197561,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131401,6,5,1,0,15,evf5hhqgnjhwjsth1m6pawxdp,1,39.8,-1.0,2025-05-19T17:01:30.668Z,2025-05-19T17:54:31Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5740197615,347,,5740197613,56,Back,5740197619,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131391,9,5,1,0,15,46yo78zak2j7kaxc5ak1fnm60,0,60.2,101.0,2025-05-19T17:01:30.668Z,2025-05-19T17:01:35Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740197569,56,Left,5740197625,233,6,5740197571,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131459,7,1,1,0,27,evf5hhqgnjhwjsth1m6pawxdp,1,41.0,0.0,2025-05-19T17:01:42.726Z,2025-05-19T17:01:46Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5740197941,141,17.3,5740197939,140,69.1,5740197943,212,32.2,5740197945,213,0.41,5740197947,1,,5740197937,56,Right,5740197935,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131461,8,50,1,0,30,evf5hhqgnjhwjsth1m6pawxdp,1,64.6,13.8,2025-05-19T17:01:45.926Z,2025-05-19T17:01:51Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5740198005,233,10,5740197953,286,,5740197951,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131465,10,7,1,0,30,46yo78zak2j7kaxc5ak1fnm60,0,35.4,86.2,2025-05-19T17:01:45.927Z,2025-05-19T17:01:50Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740197999,233,8,5740197981,285,,5740197979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131491,9,1,1,0,34,evf5hhqgnjhwjsth1m6pawxdp,0,87.8,6.4,2025-05-19T17:01:49.688Z,2025-05-19T17:01:52Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740198155,2,,5740198157,155,,5740198167,213,1.06,5740198165,212,28.1,5740198163,141,42.4,5740198161,140,100.0,5740198159,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131613,10,5,1,0,37,evf5hhqgnjhwjsth1m6pawxdp,0,101.0,40.6,2025-05-19T17:01:52.157Z,2025-05-19T17:54:32Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740198949,233,11,5740198919,56,Center,5740198921,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131495,11,5,1,0,37,46yo78zak2j7kaxc5ak1fnm60,1,-1.0,59.4,2025-05-19T17:01:52.157Z,2025-05-19T17:54:31Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5740198925,233,10,5740198173,346,,5740198171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131637,12,1,1,1,4,46yo78zak2j7kaxc5ak1fnm60,0,4.7,51.2,2025-05-19T17:02:19.326Z,2025-05-19T17:02:25Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5740199039,212,69.8,5740199041,213,0.11,5740199031,124,,5740199043,1,,5740199047,74,,5740199037,141,62.4,5740199035,140,70.8,5740199033,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131621,11,44,1,1,7,evf5hhqgnjhwjsth1m6pawxdp,1,29.6,33.7,2025-05-19T17:02:22.183Z,2025-05-19T17:55:02Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5740199111,233,13,5740198945,56,Back,5740198947,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131641,13,44,1,1,7,46yo78zak2j7kaxc5ak1fnm60,0,70.4,66.3,2025-05-19T17:02:22.184Z,2025-05-19T17:55:03Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5740199123,233,11,5740199067,56,Center,5740199069,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131629,12,1,1,1,7,evf5hhqgnjhwjsth1m6pawxdp,1,30.5,27.3,2025-05-19T17:02:22.631Z,2025-05-19T17:02:24Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5740198991,3,,5740198999,212,11.9,5740198995,140,41.3,5740199001,213,5.97,5740198997,141,21.9,5740198993,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131639,13,1,1,1,9,evf5hhqgnjhwjsth1m6pawxdp,0,41.3,21.9,2025-05-19T17:02:24.343Z,2025-05-19T17:02:25Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740199059,140,51.5,5740199063,212,12.2,5740199065,213,5.79,5740199061,141,13.4,5740199057,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131737,14,2,1,1,13,46yo78zak2j7kaxc5ak1fnm60,1,62.9,90.6,2025-05-19T17:02:28.574Z,2025-05-19T17:02:36Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740199499,140,91.2,5740199501,141,90.2,5740199495,7,2mk86jc25lu7lqklnvntxmtxw,5740199497,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131877,15,1,1,1,47,evf5hhqgnjhwjsth1m6pawxdp,0,12.5,9.8,2025-05-19T17:03:02.535Z,2025-05-19T17:03:05Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5740200431,5,,5740200441,141,15.9,5740200439,140,65.5,5740200437,56,Right,5740200435,241,,5740200433,157,,5740200443,212,55.8,5740200445,213,0.07,5740200447,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131907,15,1,1,1,51,46yo78zak2j7kaxc5ak1fnm60,0,33.0,78.2,2025-05-19T17:03:06.589Z,2025-05-19T17:03:09Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740200581,212,10.1,5740200573,3,,5740200577,140,42.6,5740200575,56,Back,5740200583,213,0.01,5740200579,141,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131901,16,44,1,1,52,evf5hhqgnjhwjsth1m6pawxdp,1,58.8,22.2,2025-05-19T17:03:07.751Z,2025-05-19T17:55:03Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740200643,233,16,5740200551,56,Center,5740200553,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131911,16,44,1,1,52,46yo78zak2j7kaxc5ak1fnm60,0,41.2,77.8,2025-05-19T17:03:07.752Z,2025-05-19T17:55:03Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5740200671,233,16,5740200603,285,,5740200601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131917,17,1,1,1,53,evf5hhqgnjhwjsth1m6pawxdp,1,61.0,23.0,2025-05-19T17:03:08.102Z,2025-05-19T17:03:09Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740200627,213,5.79,5740200625,212,6.4,5740200623,141,18.5,5740200619,56,Right,5740200621,140,66.4,5740200617,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131925,18,1,1,1,54,evf5hhqgnjhwjsth1m6pawxdp,1,67.6,17.9,2025-05-19T17:03:09.446Z,2025-05-19T17:03:12Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5740200693,141,13.5,5740200697,213,3.40,5740200695,212,11.8,5740200717,156,,5740200687,3,,5740200691,140,56.7,5740200689,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131943,19,3,1,1,56,evf5hhqgnjhwjsth1m6pawxdp,0,58.4,14.2,2025-05-19T17:03:11.548Z,2025-05-19T17:24:42Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5740200805,233,17,5740200781,56,Right,5740200783,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131941,17,7,1,1,56,46yo78zak2j7kaxc5ak1fnm60,1,41.6,85.8,2025-05-19T17:03:11.549Z,2025-05-19T17:24:41Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5740200779,285,,5740200777,56,Back,5740200801,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131953,18,1,1,1,57,46yo78zak2j7kaxc5ak1fnm60,0,41.6,87.1,2025-05-19T17:03:12.718Z,2025-05-19T17:04:28Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740200829,141,93.6,5740200831,212,7.1,5740200833,213,0.67,5740200825,56,Back,5740200827,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131969,20,45,1,1,59,evf5hhqgnjhwjsth1m6pawxdp,0,47.2,5.2,2025-05-19T17:03:14.622Z,2025-05-19T17:04:04Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5740202789,233,24,5740200921,56,Back,5740200923,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132299,24,3,1,1,59,46yo78zak2j7kaxc5ak1fnm60,1,52.8,94.8,2025-05-19T17:03:14.622Z,2025-05-19T17:04:03Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5740202779,233,20,5740202761,56,Left,5740202763,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817131987,20,1,1,2,1,46yo78zak2j7kaxc5ak1fnm60,0,65.4,91.4,2025-05-19T17:03:16.526Z,2025-05-19T17:03:18Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5740201031,213,5.82,5740201029,212,23.4,5740201025,140,85.4,5740201027,141,76.1,5740201023,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132035,21,1,1,2,5,evf5hhqgnjhwjsth1m6pawxdp,1,12.3,24.7,2025-05-19T17:03:20.470Z,2025-05-19T17:03:22Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5740201239,213,2.13,5740201237,212,18.3,5740201231,56,Back,5740201235,141,47.5,5740201233,140,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132045,22,1,1,2,7,evf5hhqgnjhwjsth1m6pawxdp,0,3.3,45.8,2025-05-19T17:03:22.758Z,2025-05-19T17:03:23Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,,5740201299,56,Back,5740201307,213,5.91,5740201305,212,48.9,5740201303,141,19.4,5740201309,1,,5740201301,140,46.6,5740201297,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132061,21,1,1,2,8,46yo78zak2j7kaxc5ak1fnm60,1,59.9,90.3,2025-05-19T17:03:23.854Z,2025-05-19T17:03:25Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740201383,56,Left,5740201387,141,86.2,5740201385,140,65.9,5740201381,3,,5740201391,213,5.87,5740201389,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132103,22,1,1,2,9,46yo78zak2j7kaxc5ak1fnm60,1,65.9,86.2,2025-05-19T17:03:25.053Z,2025-05-19T17:03:29Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5740201643,140,63.0,5740201647,212,3.7,5740201645,141,89.4,5740201649,213,2.52,5740201641,56,Left,5740201639,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132093,23,4,1,2,13,evf5hhqgnjhwjsth1m6pawxdp,1,38.0,11.2,2025-05-19T17:03:28.326Z,2025-05-19T17:03:35Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5740201831,56,Back,5740201849,233,23,5740201827,13,,5740201833,152,,5740201835,286,,5740201829,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132107,23,4,1,2,13,46yo78zak2j7kaxc5ak1fnm60,0,62.0,88.8,2025-05-19T17:03:28.327Z,2025-05-19T17:03:35Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5740201753,56,Left,5740201755,152,,5740201869,233,23,5740201757,285,,5740201749,13,,5740201751,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132485,24,1,1,3,10,evf5hhqgnjhwjsth1m6pawxdp,1,44.7,13.8,2025-05-19T17:04:25.399Z,2025-05-19T17:04:27Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5740203807,5,,5740203813,140,34.8,5740203817,212,23.3,5740203815,141,44.5,5740203819,213,2.03,5740203809,152,,5740203811,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132509,25,1,1,3,12,evf5hhqgnjhwjsth1m6pawxdp,1,36.8,48.4,2025-05-19T17:04:27.799Z,2025-05-19T17:04:30Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5740203925,56,Back,5740203927,140,43.3,5740203931,212,16.9,5740203933,213,1.15,5740203929,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132531,26,1,1,3,15,evf5hhqgnjhwjsth1m6pawxdp,1,60.9,74.8,2025-05-19T17:04:30.343Z,2025-05-19T17:04:32Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5740204069,56,Left,5740204073,141,96.0,5740204077,213,1.12,5740204075,212,16.0,5740204071,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132541,27,1,1,3,17,evf5hhqgnjhwjsth1m6pawxdp,0,67.4,95.9,2025-05-19T17:04:32.871Z,2025-05-19T17:04:33Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740204127,140,76.1,5740204125,56,Left,5740204129,141,85.3,5740204133,213,5.62,5740204131,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132537,25,8,1,3,18,46yo78zak2j7kaxc5ak1fnm60,1,31.0,23.0,2025-05-19T17:04:33.437Z,2025-05-19T17:04:33Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5740204107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132549,26,50,1,3,20,46yo78zak2j7kaxc5ak1fnm60,1,30.1,23.7,2025-05-19T17:04:35.694Z,2025-05-19T17:24:42Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740204393,285,,5740204389,233,28,5740204173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132581,28,7,1,3,20,evf5hhqgnjhwjsth1m6pawxdp,1,69.9,76.3,2025-05-19T17:04:35.695Z,2025-05-19T17:24:42Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5740204355,56,Center,5740204357,286,,5740204371,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132567,27,45,1,3,22,46yo78zak2j7kaxc5ak1fnm60,0,29.0,23.6,2025-05-19T17:04:37.135Z,2025-05-19T17:54:53Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740204259,285,,5740204471,233,29,5740204257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132589,29,3,1,3,22,evf5hhqgnjhwjsth1m6pawxdp,1,71.0,76.4,2025-05-19T17:04:37.135Z,2025-05-19T17:54:53Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740204411,56,Center,5740204413,286,,5740204449,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132591,30,1,1,3,24,evf5hhqgnjhwjsth1m6pawxdp,0,81.2,81.2,2025-05-19T17:04:39.159Z,2025-05-19T17:04:41Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5740204433,140,81.8,5740204435,141,77.3,5740204437,212,2.7,5740204495,233,28,5740204493,236,,5740204431,56,Center,5740204499,286,,5740204439,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132593,28,74,1,3,24,46yo78zak2j7kaxc5ak1fnm60,1,35.9,27.1,2025-05-19T17:04:39.160Z,2025-05-19T17:24:39Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5740204443,285,,5740204441,56,Back,5740204517,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817132619,30,1,1,3,27,46yo78zak2j7kaxc5ak1fnm60,0,29.1,6.0,2025-05-19T17:04:42.749Z,2025-05-19T17:09:34Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5740204599,56,Back,5740204603,141,3.9,5740204607,213,6.20,5740204601,140,44.6,5740204605,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
