id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value
2813433547,9,45,1,0,11,spvvjmk37iid7hsky9g3nce7,0,53.2,66.3,2025-05-11T12:03:37.991Z,2025-05-11T12:11:00Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719851105,285,,5719841531,56,Center,5719851495,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433087,7,1,1,0,11,spvvjmk37iid7hsky9g3nce7,0,53.4,86.3,2025-05-11T12:03:38.697Z,2025-05-11T12:07:36Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719833463,140,52.6,5719833467,212,1.3,5719833461,56,Left,5719833465,141,84.8,5719833469,213,4.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433555,10,61,1,0,12,spvvjmk37iid7hsky9g3nce7,1,57.4,76.5,2025-05-11T12:03:39.530Z,2025-05-11T12:06:47Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719856969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813437839,30,61,1,0,13,5mbo4f0vps12dr0fcvjn3wyp5,1,56.6,14.3,2025-05-11T12:03:39.782Z,2025-05-11T12:07:49Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5719864325,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433233,8,1,1,0,15,spvvjmk37iid7hsky9g3nce7,0,47.2,68.4,2025-05-11T12:03:41.978Z,2025-05-11T12:03:44Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719834193,140,80.4,5719834185,56,Center,5719834199,141,21.5,5719834209,213,5.54,5719834213,1,,5719834203,212,47.2,5719834181,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433335,5,1,1,0,18,5mbo4f0vps12dr0fcvjn3wyp5,1,23.9,79.9,2025-05-11T12:03:45.644Z,2025-05-11T12:03:49Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719834803,212,16.7,5719834799,140,9.1,5719834795,3,,5719834801,141,71.1,5719834805,213,3.51,5719834797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433667,7,1,1,0,32,5mbo4f0vps12dr0fcvjn3wyp5,1,13.8,56.0,2025-05-11T12:03:58.830Z,2025-05-11T12:04:02Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5719836571,213,5.01,5719836565,140,19.4,5719836567,141,27.3,5719836569,212,20.4,5719836561,123,,5719836563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433755,8,1,1,0,35,5mbo4f0vps12dr0fcvjn3wyp5,1,21.6,26.5,2025-05-11T12:04:02.107Z,2025-05-11T12:04:05Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5719836961,1,,5719836955,141,28.5,5719836957,212,42.4,5719836949,155,,5719836959,213,0.03,5719836951,56,Center,5719836953,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813440239,45,44,1,0,37,5mbo4f0vps12dr0fcvjn3wyp5,1,68.9,40.9,2025-05-11T12:04:04.170Z,2025-05-11T13:42:23Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5719874795,233,70,5719873747,56,Center,5719873749,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813440281,70,44,1,0,37,spvvjmk37iid7hsky9g3nce7,0,31.1,59.1,2025-05-11T12:04:04.171Z,2025-05-11T13:42:23Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5719874845,233,45,5719874781,56,Back,5719874783,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433761,9,61,1,0,38,5mbo4f0vps12dr0fcvjn3wyp5,0,62.0,28.5,2025-05-11T12:04:04.836Z,2025-05-11T12:04:07Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5719836977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433805,12,1,1,0,39,spvvjmk37iid7hsky9g3nce7,1,29.9,62.0,2025-05-11T12:04:06.539Z,2025-05-11T12:04:08Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719837295,141,41.2,5719837299,213,4.73,5719837297,212,14.1,5719837293,140,30.1,5719837291,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433963,13,1,1,0,41,spvvjmk37iid7hsky9g3nce7,1,30.4,38.2,2025-05-11T12:04:08.219Z,2025-05-11T12:04:13Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719837993,213,0.79,5719837989,141,44.8,5719837985,56,Back,5719837991,212,6.3,5719837987,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433979,14,4,1,0,45,spvvjmk37iid7hsky9g3nce7,1,42.8,39.8,2025-05-11T12:04:12.587Z,2025-05-11T12:10:58Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719838169,56,Back,5719839967,233,10,5719838175,286,,5719838171,152,,5719838173,265,,5719838167,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813433945,10,4,1,0,45,5mbo4f0vps12dr0fcvjn3wyp5,0,57.2,60.2,2025-05-11T12:04:12.588Z,2025-05-11T12:10:58Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5719838015,152,,5719840001,233,14,5719838017,265,,5719839943,285,,5719838013,56,Center,5719838011,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434451,15,1,1,1,5,spvvjmk37iid7hsky9g3nce7,0,40.2,41.3,2025-05-11T12:04:31.866Z,2025-05-11T12:04:32Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719840453,56,Center,5719840451,152,,5719840447,5,,5719840459,212,49.7,5719840457,141,54.9,5719840449,155,,5719840455,140,86.7,5719840463,1,,5719840461,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434781,12,1,1,1,18,5mbo4f0vps12dr0fcvjn3wyp5,1,10.3,45.2,2025-05-11T12:04:45.564Z,2025-05-11T12:04:47Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5719842297,141,30.9,5719842295,140,14.1,5719842291,123,,5719842293,56,Back,5719842301,213,5.10,5719842299,212,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434839,13,1,1,1,20,5mbo4f0vps12dr0fcvjn3wyp5,1,14.1,30.9,2025-05-11T12:04:47.148Z,2025-05-11T12:04:50Z,9yb0exf35kl3avhdnlhv23glx,B. Hansen,,,5719842605,212,28.0,5719842601,140,18.8,5719842603,141,71.4,5719842599,56,Back,5719842607,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434867,14,1,1,1,23,5mbo4f0vps12dr0fcvjn3wyp5,1,18.8,71.4,2025-05-11T12:04:50.397Z,2025-05-11T12:04:52Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719842773,212,18.4,5719842771,141,98.0,5719842769,140,21.8,5719842767,56,Back,5719842775,213,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434901,15,1,1,1,25,5mbo4f0vps12dr0fcvjn3wyp5,1,21.7,97.5,2025-05-11T12:04:51.884Z,2025-05-11T12:04:53Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,,5719842947,140,11.2,5719842953,213,3.69,5719842949,141,87.7,5719842951,212,12.9,5719842945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434939,16,1,1,1,26,5mbo4f0vps12dr0fcvjn3wyp5,0,11.2,87.7,2025-05-11T12:04:53.180Z,2025-05-11T12:04:55Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5719843163,140,44.6,5719843167,141,85.9,5719843159,157,,5719843161,56,Back,5719843177,1,,5719843173,213,6.25,5719843171,212,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813434987,16,1,1,1,29,spvvjmk37iid7hsky9g3nce7,1,55.2,17.7,2025-05-11T12:04:56.299Z,2025-05-11T12:04:57Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719843415,140,61.1,5719843421,213,0.38,5719843417,141,21.3,5719843419,212,6.7,5719843413,56,Center,5719843411,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435039,17,1,1,1,30,spvvjmk37iid7hsky9g3nce7,0,62.8,22.7,2025-05-11T12:04:57.515Z,2025-05-11T12:05:00Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719843651,140,61.1,5719843657,213,1.93,5719843653,141,29.7,5719843649,56,Center,5719843647,3,,5719843655,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435019,17,1,1,1,31,5mbo4f0vps12dr0fcvjn3wyp5,0,40.0,63.9,2025-05-11T12:04:58.124Z,2025-05-11T12:04:59Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5719843571,56,Back,5719843573,140,41.3,5719843577,212,2.6,5719843579,213,1.02,5719843575,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435091,19,1,1,1,34,spvvjmk37iid7hsky9g3nce7,1,60.6,44.2,2025-05-11T12:05:01.451Z,2025-05-11T12:05:02Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719843947,212,9.5,5719843943,140,65.3,5719843941,56,Center,5719843945,141,56.1,5719843949,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435119,20,1,1,1,35,spvvjmk37iid7hsky9g3nce7,1,65.3,56.1,2025-05-11T12:05:02.459Z,2025-05-11T12:05:03Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719844071,56,Center,5719844073,140,53.7,5719844077,212,15.5,5719844079,213,2.47,5719844075,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435143,21,1,1,1,36,spvvjmk37iid7hsky9g3nce7,1,53.7,72.7,2025-05-11T12:05:03.626Z,2025-05-11T12:05:04Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5719844207,141,61.2,5719844205,140,53.5,5719844211,213,4.69,5719844203,56,Center,5719844209,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435175,22,1,1,1,38,spvvjmk37iid7hsky9g3nce7,1,53.0,58.4,2025-05-11T12:05:04.715Z,2025-05-11T12:05:06Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719844337,141,52.4,5719844333,56,Center,5719844343,213,4.71,5719844335,140,53.0,5719844339,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435191,23,1,1,1,39,spvvjmk37iid7hsky9g3nce7,1,53.0,52.4,2025-05-11T12:05:06.155Z,2025-05-11T12:05:07Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719844457,140,43.1,5719844463,213,2.58,5719844455,56,Back,5719844461,212,12.3,5719844459,141,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435259,24,1,1,1,40,spvvjmk37iid7hsky9g3nce7,1,41.8,65.1,2025-05-11T12:05:07.403Z,2025-05-11T12:05:10Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719844853,213,1.62,5719844849,141,75.0,5719844851,212,6.7,5719844845,56,Back,5719844847,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435337,25,1,1,1,43,spvvjmk37iid7hsky9g3nce7,1,41.5,74.8,2025-05-11T12:05:10.074Z,2025-05-11T12:05:13Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5719845257,141,65.2,5719845261,212,9.8,5719845255,140,34.5,5719845253,56,Back,5719845265,213,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435399,26,1,1,1,46,spvvjmk37iid7hsky9g3nce7,1,34.2,52.7,2025-05-11T12:05:12.923Z,2025-05-11T12:05:15Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719845613,56,Back,5719845621,213,4.43,5719845617,141,33.7,5719845615,140,30.6,5719845619,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435485,27,1,1,1,48,spvvjmk37iid7hsky9g3nce7,1,30.0,30.0,2025-05-11T12:05:14.970Z,2025-05-11T12:05:18Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719845957,56,Back,5719845965,213,5.04,5719845963,212,19.7,5719845961,141,2.6,5719845959,140,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435515,28,1,1,1,51,spvvjmk37iid7hsky9g3nce7,1,36.2,3.5,2025-05-11T12:05:18.155Z,2025-05-11T12:05:19Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719846097,212,4.9,5719846093,140,35.6,5719846091,56,Back,5719846095,141,10.6,5719846099,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435551,29,1,1,1,52,spvvjmk37iid7hsky9g3nce7,1,37.6,13.4,2025-05-11T12:05:19.467Z,2025-05-11T12:05:20Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5719846237,213,3.98,5719846235,212,8.0,5719846231,140,32.5,5719846233,141,4.7,5719846229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435639,30,1,1,1,53,spvvjmk37iid7hsky9g3nce7,1,33.9,5.2,2025-05-11T12:05:20.635Z,2025-05-11T12:05:24Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719846649,212,33.2,5719846643,56,Back,5719846645,140,8.5,5719846651,213,2.50,5719846653,1,,5719846647,141,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435695,31,1,1,1,57,spvvjmk37iid7hsky9g3nce7,1,9.4,37.9,2025-05-11T12:05:24.475Z,2025-05-11T12:05:26Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5719846937,56,Back,5719846945,212,13.4,5719846941,141,43.9,5719846939,140,21.6,5719846949,213,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435741,32,1,1,1,59,spvvjmk37iid7hsky9g3nce7,1,19.3,47.9,2025-05-11T12:05:26.683Z,2025-05-11T12:05:28Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5719847195,213,2.16,5719847189,140,11.8,5719847187,56,Back,5719847193,212,14.1,5719847191,141,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435819,33,1,1,2,1,spvvjmk37iid7hsky9g3nce7,1,11.1,65.5,2025-05-11T12:05:28.683Z,2025-05-11T12:05:31Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5719847647,56,Back,5719847655,213,4.10,5719847651,141,50.1,5719847653,212,12.8,5719847649,140,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435875,34,1,1,2,4,spvvjmk37iid7hsky9g3nce7,1,3.5,48.7,2025-05-11T12:05:31.387Z,2025-05-11T12:05:33Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5719847933,56,Back,5719847941,213,5.00,5719847937,141,17.9,5719847939,212,21.8,5719847935,140,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813435961,35,1,1,2,7,spvvjmk37iid7hsky9g3nce7,1,9.1,17.3,2025-05-11T12:05:33.723Z,2025-05-11T12:05:37Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5719848341,140,27.4,5719848345,141,3.4,5719848339,56,Back,5719848349,212,21.4,5719848353,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813436025,36,1,1,2,11,spvvjmk37iid7hsky9g3nce7,1,25.3,6.1,2025-05-11T12:05:37.835Z,2025-05-11T12:05:39Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719848683,140,29.5,5719848681,56,Back,5719848691,212,8.2,5719848693,213,1.00,5719848687,141,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813436039,37,1,1,2,12,spvvjmk37iid7hsky9g3nce7,1,31.2,17.9,2025-05-11T12:05:39.131Z,2025-05-11T12:14:00Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5719848745,213,3.19,5719848735,140,28.3,5719848731,56,Back,5719848743,212,3.0,5719905725,156,,5719848739,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813436111,38,1,1,2,12,spvvjmk37iid7hsky9g3nce7,1,28.3,17.7,2025-05-11T12:05:39.707Z,2025-05-11T12:05:43Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5719849139,140,47.5,5719849145,213,0.80,5719849141,141,48.5,5719849137,56,Back,5719849143,212,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813436277,39,1,1,2,16,spvvjmk37iid7hsky9g3nce7,1,51.8,49.1,2025-05-11T12:05:43.019Z,2025-05-11T12:14:34Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,1.0,,5719849965,212,27.6,5719849959,56,Center,5719850673,210,15,5719849967,213,5.69,5719849961,140,73.6,5719849963,141,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
