id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/15/value
2818808603,7,61,1,0,12,6i936isoyj6d0uuxdj537uc97,1,67.8,24.4,2025-05-25T12:01:34.076Z,2025-05-25T12:01:34Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5749617761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808619,8,1,1,0,15,6i936isoyj6d0uuxdj537uc97,1,51.4,51.3,2025-05-25T12:01:36.674Z,2025-05-25T12:01:41Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749617835,56,Back,5749617839,141,26.1,5749617843,213,3.93,5749617841,212,24.1,5749617837,140,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808633,9,1,1,0,20,6i936isoyj6d0uuxdj537uc97,0,37.4,24.6,2025-05-25T12:01:41.658Z,2025-05-25T12:01:45Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5749617895,56,Center,5749617905,1,,5749617903,213,0.61,5749617901,212,60.5,5749617893,155,,5749617899,141,75.9,5749617897,140,84.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808647,6,1,1,0,25,1939bnru25svvgv15k2c7tw2y,0,15.2,17.3,2025-05-25T12:01:46.618Z,2025-05-25T12:01:49Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5749617965,212,35.7,5749617961,140,48.6,5749617963,141,7.4,5749617959,56,Back,5749617969,1,,5749617967,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808657,10,1,1,0,28,6i936isoyj6d0uuxdj537uc97,1,50.4,90.9,2025-05-25T12:01:49.761Z,2025-05-25T12:01:51Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5749618025,213,6.14,5749618017,56,Left,5749618021,141,87.7,5749618019,140,65.2,5749618023,212,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808665,12,1,1,0,29,6i936isoyj6d0uuxdj537uc97,1,68.4,85.7,2025-05-25T12:01:51.474Z,2025-05-25T12:01:52Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749618061,213,4.84,5749618053,56,Center,5749618055,140,69.8,5749618057,141,68.5,5749618059,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808685,13,1,1,0,32,6i936isoyj6d0uuxdj537uc97,1,72.7,79.0,2025-05-25T12:01:54.530Z,2025-05-25T12:01:56Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5749618157,140,89.4,5749618159,141,84.8,5749618163,213,0.22,5749618161,212,18.0,5749618155,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808691,14,1,1,0,35,6i936isoyj6d0uuxdj537uc97,0,92.8,87.8,2025-05-25T12:01:56.842Z,2025-05-25T12:08:08Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749618195,213,4.72,5749618187,56,Center,5749618183,2,,5749618191,141,49.9,5749618193,212,25.8,5749618189,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808719,7,12,1,0,35,1939bnru25svvgv15k2c7tw2y,1,4.7,36.7,2025-05-25T12:01:57.241Z,2025-05-25T12:02:05Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5749618339,213,5.81,5749618335,141,21.9,5749618333,140,23.2,5749618337,212,21.9,5749618331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818811763,89,61,1,0,38,1939bnru25svvgv15k2c7tw2y,1,27.5,17.2,2025-05-25T12:01:59.677Z,2025-05-25T12:09:58Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749635113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808705,15,43,1,0,40,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-05-25T12:02:02.212Z,2025-05-25T12:09:31Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5749634069,144,61,5749618267,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808729,9,1,1,0,42,1939bnru25svvgv15k2c7tw2y,1,23.9,5.6,2025-05-25T12:02:03.770Z,2025-05-25T12:10:31Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5749618381,56,Back,5749618383,140,45.0,5749618385,141,16.5,5749618387,212,23.4,5749618389,213,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808737,10,3,1,0,44,1939bnru25svvgv15k2c7tw2y,0,52.4,18.9,2025-05-25T12:02:05.793Z,2025-05-25T12:11:37Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749618549,233,16,5749618431,286,,5749618429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808755,16,7,1,0,44,6i936isoyj6d0uuxdj537uc97,1,47.6,81.1,2025-05-25T12:02:05.794Z,2025-05-25T12:11:39Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5749618487,56,Back,5749618535,233,10,5749618489,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808771,17,1,1,0,45,6i936isoyj6d0uuxdj537uc97,0,54.8,77.3,2025-05-25T12:02:07.187Z,2025-05-25T12:11:57Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5749618579,212,2.6,5749618577,141,78.3,5749639817,286,,5749618581,213,2.88,5749618575,140,52.4,5749618573,56,Center,5749639813,233,116,5749639811,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818812555,116,74,1,0,45,1939bnru25svvgv15k2c7tw2y,1,49.3,19.2,2025-05-25T12:02:07.188Z,2025-05-25T12:11:57Z,wv67qz43iwolqireq2ttfx1w,L. Östman,,,5749639819,233,17,5749639805,56,Back,5749639807,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808783,19,43,1,0,49,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-05-25T12:02:10.938Z,2025-05-25T12:02:25Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5749618989,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808799,20,1,1,0,49,6i936isoyj6d0uuxdj537uc97,1,48.7,65.7,2025-05-25T12:02:11.299Z,2025-05-25T12:02:13Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5749618701,140,45.6,5749618707,213,1.84,5749618703,141,83.2,5749618705,212,12.3,5749618699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808805,21,1,1,0,52,6i936isoyj6d0uuxdj537uc97,0,52.3,74.1,2025-05-25T12:02:13.809Z,2025-05-25T12:02:15Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5749618745,213,2.45,5749618759,286,,5749618739,140,49.1,5749618743,212,4.4,5749618737,56,Back,5749618741,141,78.2,5749618755,233,11,5749618753,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808807,11,74,1,0,52,1939bnru25svvgv15k2c7tw2y,1,54.4,17.3,2025-05-25T12:02:13.810Z,2025-05-25T14:11:04Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749618747,56,Right,5749618761,233,21,5749618749,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818813387,143,45,1,0,54,6i936isoyj6d0uuxdj537uc97,0,53.3,88.8,2025-05-25T12:02:15.700Z,2025-05-25T14:09:15Z,bzm752bvefjt54nj6ruf9tbtg,L. Arvidsson,,,5749644759,56,Left,5749644761,285,,5749644791,233,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818813393,145,3,1,0,54,1939bnru25svvgv15k2c7tw2y,1,46.7,11.2,2025-05-25T12:02:15.700Z,2025-05-25T14:09:15Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749644765,233,143,5749644129,286,,5749644127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808841,13,1,1,0,55,1939bnru25svvgv15k2c7tw2y,1,47.1,7.9,2025-05-25T12:02:17.482Z,2025-05-25T12:02:22Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749618917,212,11.6,5749618919,213,2.89,5749618913,140,36.4,5749618911,56,Back,5749618915,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808853,14,1,1,1,1,1939bnru25svvgv15k2c7tw2y,1,39.8,16.1,2025-05-25T12:02:23.530Z,2025-05-25T12:02:24Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5749618979,140,24.1,5749618977,56,Back,5749618981,141,31.5,5749618983,212,19.5,5749618985,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808861,15,1,1,1,3,1939bnru25svvgv15k2c7tw2y,1,24.1,31.5,2025-05-25T12:02:24.571Z,2025-05-25T12:02:25Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5749619019,213,1.45,5749619017,212,16.0,5749619015,141,54.9,5749619011,56,Back,5749619013,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808887,16,1,1,1,3,1939bnru25svvgv15k2c7tw2y,1,26.0,54.9,2025-05-25T12:02:25.530Z,2025-05-25T12:02:28Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5749619129,56,Back,5749619135,212,18.3,5749619133,141,41.2,5749619137,213,5.75,5749619131,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808899,17,1,1,1,6,1939bnru25svvgv15k2c7tw2y,1,46.4,36.0,2025-05-25T12:02:28.090Z,2025-05-25T12:02:30Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5749619185,56,Right,5749619191,212,25.5,5749619193,213,5.32,5749619189,141,5.3,5749619187,140,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808927,18,1,1,1,9,1939bnru25svvgv15k2c7tw2y,1,60.9,4.3,2025-05-25T12:02:30.810Z,2025-05-25T12:02:36Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749619315,141,10.0,5749619313,140,45.5,5749619311,56,Back,5749619319,213,2.91,5749619317,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808951,19,1,1,1,14,1939bnru25svvgv15k2c7tw2y,1,45.5,10.0,2025-05-25T12:02:35.995Z,2025-05-25T12:02:39Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5749619443,141,3.1,5749619441,140,60.7,5749619445,212,16.6,5749619439,56,Right,5749619447,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808967,20,1,1,1,18,1939bnru25svvgv15k2c7tw2y,1,67.0,3.1,2025-05-25T12:02:39.562Z,2025-05-25T12:02:43Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749619523,140,51.4,5749619527,212,16.7,5749619521,56,Right,5749619525,141,8.0,5749619529,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818808977,21,1,1,1,21,1939bnru25svvgv15k2c7tw2y,0,52.9,9.4,2025-05-25T12:02:43.514Z,2025-05-25T12:02:46Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5749619573,140,77.0,5749619571,56,Center,5749619567,155,,5749619575,141,75.4,5749619581,1,,5749619569,196,,5749619577,212,51.5,5749619579,213,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809019,22,1,1,1,24,6i936isoyj6d0uuxdj537uc97,1,26.5,16.7,2025-05-25T12:02:46.466Z,2025-05-25T12:02:51Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749619677,56,Back,5749619679,140,34.2,5749619685,213,0.30,5749619675,3,,5749619681,141,20.4,5749619683,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809021,23,50,1,1,29,6i936isoyj6d0uuxdj537uc97,1,33.4,14.2,2025-05-25T12:02:50.585Z,2025-05-25T12:02:55Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5749619689,56,Back,5749619691,286,,5749619733,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809023,22,7,1,1,29,1939bnru25svvgv15k2c7tw2y,1,66.6,85.8,2025-05-25T12:02:50.586Z,2025-05-25T12:02:54Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749619703,285,,5749619693,167,,5749619695,56,Left,5749619699,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809045,23,5,1,1,30,1939bnru25svvgv15k2c7tw2y,0,69.2,101.6,2025-05-25T12:02:51.626Z,2025-05-25T12:02:58Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5749619869,233,24,5749619817,56,Left,5749619821,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809049,24,5,1,1,30,6i936isoyj6d0uuxdj537uc97,1,30.8,-1.6,2025-05-25T12:02:51.626Z,2025-05-25T14:08:40Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5749619833,56,Back,5749619835,347,,5749619839,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809091,25,1,1,1,39,6i936isoyj6d0uuxdj537uc97,1,34.8,0.0,2025-05-25T12:03:01.330Z,2025-05-25T12:03:03Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749620093,213,0.85,5749620089,141,9.4,5749620091,212,10.3,5749620087,140,41.3,5749620085,56,Back,5749620083,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809103,26,1,1,1,42,6i936isoyj6d0uuxdj537uc97,1,41.5,9.5,2025-05-25T12:03:03.569Z,2025-05-25T12:16:40Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5749620157,56,Back,5749620159,140,36.7,5749651203,156,,5749620163,212,9.1,5749620161,141,20.7,5749620165,213,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809107,27,61,1,1,43,6i936isoyj6d0uuxdj537uc97,0,36.5,22.4,2025-05-25T12:03:05.323Z,2025-05-25T12:03:05Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5749620183,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809125,25,1,1,1,44,1939bnru25svvgv15k2c7tw2y,0,54.0,75.3,2025-05-25T12:03:06.523Z,2025-05-25T12:03:07Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5749620265,56,Left,5749620269,141,95.1,5749620273,213,0.95,5749620271,212,16.6,5749620267,140,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809145,29,3,1,1,47,6i936isoyj6d0uuxdj537uc97,0,48.6,10.6,2025-05-25T12:03:09.242Z,2025-05-25T12:03:13Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749620399,233,26,5749620365,56,Back,5749620367,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809147,26,7,1,1,47,1939bnru25svvgv15k2c7tw2y,0,51.4,89.4,2025-05-25T12:03:09.243Z,2025-05-25T12:03:14Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749620375,285,,5749620373,56,Left,5749620393,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809153,30,61,1,1,49,6i936isoyj6d0uuxdj537uc97,1,41.4,9.1,2025-05-25T12:03:11.003Z,2025-05-25T12:03:11Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5749620403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809177,27,1,1,1,50,1939bnru25svvgv15k2c7tw2y,1,30.5,80.8,2025-05-25T12:03:11.978Z,2025-05-25T12:03:15Z,85mzxov9sqq8gec4e0wwt8h78,I. Buhari,,,5749620517,213,0.68,5749620511,140,41.6,5749620513,141,94.8,5749620515,212,15.0,5749620509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809191,29,1,1,1,53,1939bnru25svvgv15k2c7tw2y,0,41.6,94.8,2025-05-25T12:03:15.293Z,2025-05-25T12:03:16Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749620565,155,,5749620577,1,,5749620569,140,75.7,5749620575,213,6.11,5749620573,212,36.3,5749620571,141,85.6,5749620567,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809197,31,12,1,1,55,6i936isoyj6d0uuxdj537uc97,1,29.5,26.1,2025-05-25T12:03:16.658Z,2025-05-25T12:03:18Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5749620591,56,Back,5749620597,212,20.3,5749620593,140,36.5,5749620599,213,5.08,5749620595,141,0.0,5749620613,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818809213,30,5,1,1,55,1939bnru25svvgv15k2c7tw2y,1,63.7,101.6,2025-05-25T12:03:17.475Z,2025-05-25T14:08:40Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5749620677,347,,5749620695,233,32,5749620675,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
