id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId
2810352697,4,12,1,0,10,spvvjmk37iid7hsky9g3nce7,1,23.8,59.0,2025-05-04T14:31:20.230Z,2025-05-04T14:31:21Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5702807203,141,68.1,5702807207,213,0.46,5702807201,140,35.7,5702807205,212,13.9,5702807199,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352709,8,44,1,0,12,evf5hhqgnjhwjsth1m6pawxdp,1,62.2,31.6,2025-05-04T14:31:21.830Z,2025-05-04T14:31:25Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5702807279,56,Center,5702807319,233,5,5702807283,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352701,5,44,1,0,12,spvvjmk37iid7hsky9g3nce7,0,37.8,68.4,2025-05-04T14:31:21.831Z,2025-05-04T14:31:24Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5702807425,233,8,5702807237,56,Back,5702807241,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352833,9,1,1,0,12,evf5hhqgnjhwjsth1m6pawxdp,0,59.2,31.3,2025-05-04T14:31:22.293Z,2025-05-04T14:31:25Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5702808029,212,14.1,5702808025,140,72.2,5702808021,3,,5702808031,213,0.25,5702808023,56,Center,5702808027,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352821,6,1,1,0,15,spvvjmk37iid7hsky9g3nce7,0,31.0,68.7,2025-05-04T14:31:24.663Z,2025-05-04T14:51:00Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5702807959,56,Center,5702807963,141,55.2,5702807967,213,5.95,5702807965,212,27.8,5702807961,140,56.0,5702807969,1,,5702807957,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352879,10,1,1,0,17,evf5hhqgnjhwjsth1m6pawxdp,0,31.2,45.5,2025-05-04T14:31:27.398Z,2025-05-04T14:31:27Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5702808343,213,5.74,5702808339,141,41.8,5702808335,56,Back,5702808337,140,35.2,5702808333,3,,5702808341,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810388097,230,61,1,0,18,spvvjmk37iid7hsky9g3nce7,1,63.0,52.1,2025-05-04T14:31:28.396Z,2025-05-04T14:52:00Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5703004199,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352911,7,50,1,0,19,spvvjmk37iid7hsky9g3nce7,1,57.0,47.8,2025-05-04T14:31:28.802Z,2025-05-04T16:32:01Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5702808475,56,Center,5703005057,286,,5703008383,233,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810388767,198,7,1,0,19,evf5hhqgnjhwjsth1m6pawxdp,1,43.0,52.2,2025-05-04T14:31:28.803Z,2025-05-04T16:32:01Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5703008219,285,,5703008347,233,7,5703008217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352947,11,1,1,0,20,evf5hhqgnjhwjsth1m6pawxdp,0,23.3,64.9,2025-05-04T14:31:30.198Z,2025-05-04T14:31:32Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5702808697,1,,5702808693,212,4.4,5702808687,56,Back,5702808683,157,,5702808755,236,,5702808757,233,8,5702808761,286,,5702808689,140,27.3,5702808695,213,0.33,5702808691,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352925,8,74,1,0,20,spvvjmk37iid7hsky9g3nce7,1,56.0,35.8,2025-05-04T14:31:30.199Z,2025-05-04T14:31:32Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5702808807,233,11,5702808557,285,,5702808555,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353053,10,1,1,0,25,spvvjmk37iid7hsky9g3nce7,1,89.5,28.0,2025-05-04T14:31:34.742Z,2025-05-04T14:31:36Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5702809277,212,6.7,5702809273,140,83.7,5702809279,213,3.56,5702809271,56,Center,5702809275,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353069,11,1,1,0,26,spvvjmk37iid7hsky9g3nce7,0,84.9,25.6,2025-05-04T14:31:36.054Z,2025-05-04T14:54:08Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5702809369,56,Center,5702809379,212,12.0,5702809375,141,40.7,5702809371,140,90.9,5702809381,213,1.02,5703014997,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353079,12,12,1,0,27,evf5hhqgnjhwjsth1m6pawxdp,1,6.8,61.5,2025-05-04T14:31:37.159Z,2025-05-04T14:53:44Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5703019077,140,11.8,5703019087,213,1.38,5703019085,212,27.9,5703019081,141,100.0,5702809411,56,Back,5703019075,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353109,12,5,1,0,28,spvvjmk37iid7hsky9g3nce7,1,84.6,-1.5,2025-05-04T14:31:38.440Z,2025-05-04T16:31:16Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5702809663,233,13,5702809591,347,,5702809587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353123,13,5,1,0,28,evf5hhqgnjhwjsth1m6pawxdp,0,15.4,101.5,2025-05-04T14:31:38.440Z,2025-05-04T16:31:16Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5702809647,56,Back,5702809729,233,12,5702809649,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353877,13,1,1,0,53,spvvjmk37iid7hsky9g3nce7,0,83.5,0.0,2025-05-04T14:32:03.464Z,2025-05-04T14:32:07Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5702813983,1,,5702813977,212,23.8,5702813969,56,Center,5702813973,141,29.7,5702813967,107,,5702813971,140,93.0,5702813981,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353921,14,44,1,0,57,evf5hhqgnjhwjsth1m6pawxdp,1,5.6,66.2,2025-05-04T14:32:06.629Z,2025-05-04T14:55:05Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5702814263,285,,5702814261,56,Back,5702814277,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353895,14,44,1,0,57,spvvjmk37iid7hsky9g3nce7,0,94.4,33.8,2025-05-04T14:32:06.630Z,2025-05-04T14:32:11Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5702814061,56,Center,5702814337,233,14,5702814065,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353993,15,12,1,0,58,evf5hhqgnjhwjsth1m6pawxdp,1,3.4,59.9,2025-05-04T14:32:07.533Z,2025-05-04T14:55:09Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5702814707,56,Back,5702814711,140,4.2,5702814719,212,6.1,5702814713,141,68.8,5702814751,15,,5702814725,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354487,16,12,1,0,59,evf5hhqgnjhwjsth1m6pawxdp,1,4.2,68.8,2025-05-04T14:32:09.317Z,2025-05-04T14:55:16Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5702817595,141,93.3,5702817605,213,0.38,5702817601,212,44.9,5702817589,140,43.9,5702817585,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354091,15,1,1,1,3,spvvjmk37iid7hsky9g3nce7,1,61.3,4.7,2025-05-04T14:32:12.615Z,2025-05-04T14:55:25Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5702815313,140,63.5,5702815317,212,7.9,5702815319,213,1.27,5702815315,141,15.8,5702815311,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354203,16,1,1,1,4,spvvjmk37iid7hsky9g3nce7,1,63.3,17.0,2025-05-04T14:32:13.895Z,2025-05-04T14:32:17Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5702816037,213,2.70,5702816033,141,33.1,5702816027,56,Back,5702816035,212,25.6,5702816031,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354353,17,1,1,1,8,spvvjmk37iid7hsky9g3nce7,1,35.7,37.1,2025-05-04T14:32:17.671Z,2025-05-04T14:32:22Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5702816821,213,2.26,5702816819,212,22.7,5702816815,140,22.0,5702816813,56,Back,5702816817,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354495,18,1,1,1,13,spvvjmk37iid7hsky9g3nce7,1,22.2,68.7,2025-05-04T14:32:22.823Z,2025-05-04T14:32:28Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5702817647,212,48.4,5702817643,140,68.1,5702817639,157,,5702817641,56,Center,5702817645,141,62.9,5702817651,1,,5702817649,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354507,19,61,1,1,17,spvvjmk37iid7hsky9g3nce7,0,68.6,62.9,2025-05-04T14:32:27.246Z,2025-05-04T14:36:42Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5702817691,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354549,17,1,1,1,18,evf5hhqgnjhwjsth1m6pawxdp,1,27.1,33.4,2025-05-04T14:32:27.990Z,2025-05-04T14:32:30Z,ckwgkqxv6u28byqau4rz47efp,A. Trondsen,,,5702817909,141,40.4,5702817905,140,14.5,5702817901,56,Back,5702817913,212,14.1,5702817917,213,2.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354647,19,1,1,1,20,evf5hhqgnjhwjsth1m6pawxdp,0,14.5,40.4,2025-05-04T14:32:30.343Z,2025-05-04T14:32:33Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5702818471,213,0.71,5702818465,140,60.7,5702818461,157,,5702818469,212,64.1,5702818467,141,100.0,5702818463,56,Left,5702818473,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354665,20,5,1,1,24,spvvjmk37iid7hsky9g3nce7,1,34.0,-2.0,2025-05-04T14:32:33.729Z,2025-05-04T16:31:16Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5702818567,56,Back,5702818569,347,,5702818607,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354651,20,5,1,1,24,evf5hhqgnjhwjsth1m6pawxdp,0,66.0,102.0,2025-05-04T14:32:33.729Z,2025-05-04T14:32:38Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5702818487,56,Left,5702818625,233,20,5702818489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354909,21,1,1,1,30,spvvjmk37iid7hsky9g3nce7,1,30.6,0.0,2025-05-04T14:32:39.766Z,2025-05-04T14:32:43Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5702819935,212,11.1,5702819931,140,40.0,5702819927,107,,5702819929,56,Back,5702819933,141,5.6,5702819937,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354931,22,1,1,1,34,spvvjmk37iid7hsky9g3nce7,0,40.0,3.7,2025-05-04T14:32:43.815Z,2025-05-04T14:32:45Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5702820059,212,4.2,5702820055,140,36.1,5702820149,286,,5702820143,233,21,5702820061,213,3.37,5702820057,141,2.3,5702820053,56,Back,5702820139,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354945,21,74,1,1,34,evf5hhqgnjhwjsth1m6pawxdp,1,60.6,97.5,2025-05-04T14:32:43.816Z,2025-05-04T16:31:57Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5702820113,56,Left,5702820187,233,22,5702820115,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354965,22,5,1,1,35,evf5hhqgnjhwjsth1m6pawxdp,0,62.0,101.8,2025-05-04T14:32:45.175Z,2025-05-04T16:31:17Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5702820351,233,23,5702820233,347,,5702820231,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354973,23,5,1,1,35,spvvjmk37iid7hsky9g3nce7,1,38.0,-1.8,2025-05-04T14:32:45.175Z,2025-05-04T14:32:47Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5702820305,233,22,5702820273,56,Back,5702820275,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355289,24,1,1,1,42,spvvjmk37iid7hsky9g3nce7,0,37.7,0.0,2025-05-04T14:32:51.623Z,2025-05-04T14:57:20Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5702821937,140,58.2,5702821933,107,,5702821945,1,,5702821941,212,21.7,5702821943,213,0.12,5702821935,56,Right,5702821939,141,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355225,23,8,1,1,43,evf5hhqgnjhwjsth1m6pawxdp,1,40.9,89.0,2025-05-04T14:32:53.150Z,2025-05-04T14:56:49Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5702821639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355299,25,61,1,1,44,spvvjmk37iid7hsky9g3nce7,1,59.0,5.6,2025-05-04T14:32:53.698Z,2025-05-04T14:56:50Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5703041035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355309,26,1,1,1,45,spvvjmk37iid7hsky9g3nce7,0,58.0,5.4,2025-05-04T14:32:54.855Z,2025-05-04T14:57:04Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5703043237,157,,5703043249,1,,5703043245,212,41.6,5703043241,140,86.5,5703043247,213,0.77,5703043243,141,47.9,5703043239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355531,25,1,1,1,52,evf5hhqgnjhwjsth1m6pawxdp,1,12.8,46.4,2025-05-04T14:33:01.510Z,2025-05-04T14:33:05Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5702823219,123,,5702823235,212,10.0,5702823231,141,43.9,5702823237,213,6.11,5702823223,56,Back,5702823227,140,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355643,26,1,1,1,55,evf5hhqgnjhwjsth1m6pawxdp,1,22.5,40.4,2025-05-04T14:33:04.870Z,2025-05-04T14:33:09Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5702823897,213,1.03,5702823893,212,16.2,5702823889,141,60.9,5702823881,56,Back,5702823885,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355687,27,1,1,1,59,evf5hhqgnjhwjsth1m6pawxdp,1,30.4,60.9,2025-05-04T14:33:09.286Z,2025-05-04T14:33:11Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5702824141,141,33.4,5702824145,212,20.4,5702824137,56,Back,5702824139,140,22.6,5702824147,213,4.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355825,28,1,1,2,1,evf5hhqgnjhwjsth1m6pawxdp,1,22.6,33.4,2025-05-04T14:33:11.062Z,2025-05-04T14:33:15Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5702824887,212,17.0,5702824883,140,32.6,5702824881,56,Back,5702824885,141,13.8,5702824889,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355833,29,1,1,2,6,evf5hhqgnjhwjsth1m6pawxdp,0,29.8,8.2,2025-05-04T14:33:15.799Z,2025-05-04T14:57:51Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5703048009,233,27,5703048013,286,,5703047779,140,31.6,5703047785,213,6.00,5703047781,141,7.4,5703047783,212,2.0,5702824933,56,Back,5703048007,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355871,27,74,1,2,6,spvvjmk37iid7hsky9g3nce7,1,65.0,92.2,2025-05-04T14:33:15.800Z,2025-05-04T14:57:51Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5702825109,56,Left,5703048033,233,29,5702825257,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355969,28,5,1,2,6,spvvjmk37iid7hsky9g3nce7,0,64.8,101.5,2025-05-04T14:33:16.469Z,2025-05-04T16:31:17Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5702825699,56,Left,5702825771,233,30,5702825703,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355847,30,5,1,2,6,evf5hhqgnjhwjsth1m6pawxdp,1,35.2,-1.5,2025-05-04T14:33:16.469Z,2025-05-04T16:31:17Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5702824995,56,Back,5702825741,233,28,5702824997,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
