id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/12/value,qualifier/11/value,qualifier/16/value
2803812139,5,43,1,0,10,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-04-20T12:00:46.893Z,2025-04-20T12:08:03Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666789799,212,20.5,5666789803,213,1.01,5666789795,141,35.2,5666789791,56,Center,5666790923,144,1,5666789793,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812173,9,1,1,0,15,durq4oppf7c08tnbzrlebt0uz,1,23.6,70.5,2025-04-20T12:00:52.176Z,2025-04-20T12:08:38Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5666794287,140,10.7,5666794291,212,24.4,5666794285,56,Back,5666794289,141,40.7,5666794293,213,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812161,8,1,1,0,16,durq4oppf7c08tnbzrlebt0uz,1,10.0,40.9,2025-04-20T12:00:52.985Z,2025-04-20T12:09:48Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666796725,141,19.7,5666796723,140,8.8,5666796721,56,Back,5666796727,212,14.5,5666796729,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812215,11,1,1,0,18,durq4oppf7c08tnbzrlebt0uz,1,8.4,15.8,2025-04-20T12:00:54.833Z,2025-04-20T12:09:37Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5666800035,213,1.75,5666800031,141,34.2,5666800033,212,12.7,5666800027,56,Back,5666800029,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812225,12,1,1,0,21,durq4oppf7c08tnbzrlebt0uz,0,10.1,26.8,2025-04-20T12:00:58.018Z,2025-04-20T12:10:48Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5666802947,141,22.7,5666802943,56,Back,5666802945,140,28.6,5666802951,213,6.14,5666802949,212,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812147,6,1,1,0,25,ac8jow4mdkvnsv5s0och4qqm,0,72.4,75.2,2025-04-20T12:01:02.069Z,2025-04-20T12:12:00Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666809129,212,19.3,5666809131,213,0.22,5666809127,141,81.4,5666809125,140,90.3,5666809123,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813841,13,12,1,0,26,durq4oppf7c08tnbzrlebt0uz,1,11.0,20.7,2025-04-20T12:01:03.289Z,2025-04-20T12:11:53Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5666813859,212,18.0,5666813861,213,0.20,5666813855,140,27.8,5666813853,56,Back,5666813857,141,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812167,8,1,1,0,29,ac8jow4mdkvnsv5s0och4qqm,1,70.5,74.4,2025-04-20T12:01:05.532Z,2025-04-20T12:12:49Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666817975,141,64.6,5666817971,56,Center,5666817983,213,3.90,5666817977,212,9.7,5666817973,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812175,9,1,1,0,30,ac8jow4mdkvnsv5s0och4qqm,1,71.5,70.9,2025-04-20T12:01:06.678Z,2025-04-20T12:13:16Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666821355,56,Center,5666821363,213,3.09,5666821359,141,72.0,5666821357,140,58.1,5666821361,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812177,10,1,1,0,35,ac8jow4mdkvnsv5s0och4qqm,1,58.3,70.9,2025-04-20T12:01:11.998Z,2025-04-20T12:13:42Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666823717,56,Left,5666823725,213,1.32,5666823723,212,10.2,5666823721,141,85.4,5666823719,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812181,11,1,1,0,38,ac8jow4mdkvnsv5s0och4qqm,1,71.2,91.0,2025-04-20T12:01:15.189Z,2025-04-20T12:14:00Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666825215,141,77.3,5666825211,56,Center,5666825219,213,3.79,5666825217,212,15.5,5666825213,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812183,12,1,1,0,39,ac8jow4mdkvnsv5s0och4qqm,1,58.1,81.0,2025-04-20T12:01:16.301Z,2025-04-20T12:14:11Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666826169,213,3.65,5666826165,141,65.2,5666826163,140,39.6,5666826161,56,Back,5666826167,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812187,13,1,1,0,42,ac8jow4mdkvnsv5s0och4qqm,1,45.9,52.8,2025-04-20T12:01:18.429Z,2025-04-20T12:14:46Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666829363,213,5.28,5666829359,141,20.3,5666829355,56,Right,5666829361,212,26.3,5666829357,140,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812199,14,1,1,0,46,ac8jow4mdkvnsv5s0och4qqm,1,60.3,23.7,2025-04-20T12:01:22.572Z,2025-04-20T12:15:19Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5666832469,213,2.38,5666832467,212,21.2,5666832461,56,Back,5666832465,141,45.2,5666832463,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812115,3,1,1,0,49,ac8jow4mdkvnsv5s0och4qqm,1,44.0,48.8,2025-04-20T12:01:25.445Z,2025-04-20T12:01:27Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666754211,213,0.45,5666754207,141,54.3,5666754203,56,Center,5666754209,212,8.6,5666754205,140,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812125,4,61,1,0,50,ac8jow4mdkvnsv5s0och4qqm,1,51.3,54.3,2025-04-20T12:01:26.955Z,2025-04-20T12:01:27Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666754253,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813883,19,1,1,0,52,durq4oppf7c08tnbzrlebt0uz,0,57.0,48.9,2025-04-20T12:01:28.965Z,2025-04-20T12:16:42Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5666839457,213,6.26,5666839453,141,48.5,5666839455,212,13.3,5666839445,56,Center,5666839449,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812241,18,1,1,0,55,ac8jow4mdkvnsv5s0och4qqm,1,25.6,53.9,2025-04-20T12:01:31.574Z,2025-04-20T12:01:33Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666754559,56,Back,5666754561,140,46.3,5666754565,212,23.0,5666754563,141,42.7,5666754567,213,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812293,19,1,1,0,56,ac8jow4mdkvnsv5s0och4qqm,1,41.4,36.7,2025-04-20T12:01:33.157Z,2025-04-20T12:01:37Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666754887,213,4.88,5666754883,141,6.8,5666754885,212,20.6,5666754879,56,Back,5666754881,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812345,20,1,1,1,1,ac8jow4mdkvnsv5s0och4qqm,1,54.7,5.6,2025-04-20T12:01:37.557Z,2025-04-20T12:01:41Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5666755119,212,14.9,5666755115,140,41.7,5666755117,141,14.4,5666755121,213,2.73,5666755113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812399,21,1,1,1,4,ac8jow4mdkvnsv5s0och4qqm,1,40.7,18.0,2025-04-20T12:01:41.300Z,2025-04-20T12:18:18Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5666755395,212,25.9,5666755393,141,53.6,5666755391,140,31.8,5666755389,56,Back,5666755397,213,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812459,22,1,1,1,10,ac8jow4mdkvnsv5s0och4qqm,1,39.9,56.0,2025-04-20T12:01:46.373Z,2025-04-20T12:18:17Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666755677,140,57.3,5666755675,56,Left,5666755685,213,0.85,5666755679,141,86.3,5666755681,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812511,23,1,1,1,12,ac8jow4mdkvnsv5s0och4qqm,1,53.6,92.4,2025-04-20T12:01:49.173Z,2025-04-20T12:01:53Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5666755965,140,39.4,5666755969,212,15.0,5666755967,141,90.2,5666755963,56,Back,5666755971,213,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812533,24,1,1,1,17,ac8jow4mdkvnsv5s0och4qqm,1,38.8,88.7,2025-04-20T12:01:53.702Z,2025-04-20T12:01:55Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666756091,56,Left,5666756099,212,18.7,5666756097,141,93.0,5666756101,213,0.16,5666756093,140,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812581,25,1,1,1,18,ac8jow4mdkvnsv5s0och4qqm,1,56.5,94.1,2025-04-20T12:01:55.125Z,2025-04-20T12:01:57Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5666756311,213,4.95,5666756303,56,Center,5666756307,141,78.7,5666756309,212,10.8,5666756305,140,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812677,26,1,1,1,21,ac8jow4mdkvnsv5s0och4qqm,1,58.4,78.1,2025-04-20T12:01:57.573Z,2025-04-20T12:02:02Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666756713,212,21.7,5666756715,213,2.80,5666756709,140,38.9,5666756711,141,88.7,5666756707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812703,27,1,1,1,26,ac8jow4mdkvnsv5s0och4qqm,1,39.2,83.2,2025-04-20T12:02:02.326Z,2025-04-20T12:02:03Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666756821,212,25.2,5666756817,140,37.1,5666756819,141,46.3,5666756815,56,Back,5666756823,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803812739,28,1,1,1,27,ac8jow4mdkvnsv5s0och4qqm,1,36.3,46.0,2025-04-20T12:02:03.717Z,2025-04-20T12:02:05Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666756997,141,44.9,5666756993,56,Back,5666756995,140,48.3,5666756999,212,12.6,5666757001,213,6.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813557,29,1,1,1,29,ac8jow4mdkvnsv5s0och4qqm,1,47.7,45.5,2025-04-20T12:02:05.397Z,2025-04-20T12:02:51Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666760705,140,36.8,5666760709,212,11.4,5666760707,141,45.4,5666760703,56,Back,5666760711,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813563,30,1,1,1,30,ac8jow4mdkvnsv5s0och4qqm,1,37.9,38.5,2025-04-20T12:02:06.953Z,2025-04-20T12:19:07Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666851091,141,18.2,5666851101,213,5.68,5666851097,212,24.2,5666851085,140,56.8,5666851081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813567,31,1,1,1,31,ac8jow4mdkvnsv5s0och4qqm,1,61.8,5.6,2025-04-20T12:02:08.061Z,2025-04-20T12:19:32Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5666852519,140,65.4,5666852525,213,1.23,5666852523,212,11.3,5666852517,56,Center,5666852521,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813901,23,83,1,1,32,durq4oppf7c08tnbzrlebt0uz,0,40.0,85.9,2025-04-20T12:02:09.114Z,2025-04-20T12:20:46Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5666858643,399,ci5y030e6r9umgyjbupwske7d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813573,32,1,1,1,34,ac8jow4mdkvnsv5s0och4qqm,1,66.0,3.7,2025-04-20T12:02:11.174Z,2025-04-20T12:20:06Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5666855693,213,3.12,5666855689,141,4.5,5666855683,56,Back,5666855687,140,45.2,5666855691,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813577,33,1,1,1,37,ac8jow4mdkvnsv5s0och4qqm,1,42.4,19.9,2025-04-20T12:02:14.318Z,2025-04-20T12:20:58Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5666859525,212,10.3,5666859523,141,32.9,5666859521,140,37.3,5666859527,213,2.12,5666859519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813579,34,1,1,1,40,ac8jow4mdkvnsv5s0och4qqm,1,34.2,41.5,2025-04-20T12:02:16.461Z,2025-04-20T12:21:18Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666860735,212,10.0,5666860731,140,38.3,5666860733,141,28.2,5666860737,213,5.16,5666860729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813581,35,1,1,1,44,ac8jow4mdkvnsv5s0och4qqm,1,36.6,27.8,2025-04-20T12:02:20.620Z,2025-04-20T12:21:33Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,,5666861655,213,1.54,5666861651,141,65.6,5666861653,212,25.7,5666861647,56,Back,5666861649,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813583,36,1,1,1,47,ac8jow4mdkvnsv5s0och4qqm,1,31.3,78.7,2025-04-20T12:02:23.814Z,2025-04-20T12:21:49Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666862681,56,Back,5666862685,141,93.0,5666862683,140,43.2,5666862687,212,15.8,5666862689,213,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813589,37,1,1,1,51,ac8jow4mdkvnsv5s0och4qqm,1,38.0,79.5,2025-04-20T12:02:27.974Z,2025-04-20T12:22:08Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5666863849,140,30.3,5666863847,56,Back,5666863855,213,4.18,5666863853,212,15.9,5666863851,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813595,38,1,1,1,55,ac8jow4mdkvnsv5s0och4qqm,1,30.8,59.7,2025-04-20T12:02:31.741Z,2025-04-20T12:22:39Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666865839,141,74.0,5666865841,212,16.3,5666865835,56,Back,5666865843,213,0.64,5666865837,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803834771,253,1,1,1,58,ac8jow4mdkvnsv5s0och4qqm,1,49.7,80.1,2025-04-20T12:02:34.361Z,2025-04-20T12:24:43Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666874217,212,17.4,5666874213,140,39.9,5666874219,213,4.08,5666874215,141,59.5,5666874211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803834779,254,1,1,2,0,ac8jow4mdkvnsv5s0och4qqm,1,39.3,68.7,2025-04-20T12:02:36.521Z,2025-04-20T12:24:54Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5666874981,141,86.5,5666874985,212,16.9,5666874989,213,0.80,5666874977,140,50.6,5666874973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803834783,255,1,1,2,5,ac8jow4mdkvnsv5s0och4qqm,0,57.8,89.5,2025-04-20T12:02:41.666Z,2025-04-20T12:25:18Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,,5666876717,212,21.0,5666876715,141,85.0,5666876713,140,77.6,5666876709,56,Left,5666876719,213,6.14,5666876707,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813855,15,12,1,2,6,durq4oppf7c08tnbzrlebt0uz,1,16.7,12.3,2025-04-20T12:02:42.824Z,2025-04-20T12:26:26Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5666878437,140,12.1,5666878443,213,3.85,5666878507,15,,5666878435,56,Back,5666878441,212,6.4,5666878439,141,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803813865,17,5,1,2,9,durq4oppf7c08tnbzrlebt0uz,0,13.1,-1.4,2025-04-20T12:02:45.754Z,2025-04-20T14:05:21Z,,,,,5666883333,233,249,5666883123,56,Back,5666883127,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803834755,249,5,1,2,9,ac8jow4mdkvnsv5s0och4qqm,1,86.9,101.4,2025-04-20T12:02:45.754Z,2025-04-20T14:05:21Z,,,,,5666882195,347,,5666882193,56,Left,5666883299,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803834761,250,1,1,2,12,ac8jow4mdkvnsv5s0och4qqm,1,89.6,100.0,2025-04-20T12:02:48.929Z,2025-04-20T12:27:33Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5666884205,107,,5666884213,212,11.4,5666884209,140,93.7,5666884207,56,Left,5666884215,213,5.10,5666884211,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803834765,251,1,1,2,12,ac8jow4mdkvnsv5s0och4qqm,0,97.4,83.0,2025-04-20T12:02:49.057Z,2025-04-20T12:28:09Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5666885643,56,Left,5666885647,141,87.1,5666886403,236,,5666885651,213,1.46,5666886409,286,,5666885649,212,2.8,5666885645,140,97.7,5666886405,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
