id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/value,qualifier/8/value,qualifier/12/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2802368233,147,12,1,0,17,93ohqui2qgqm8408viwmm1ken,1,13.1,39.3,2025-04-18T13:01:08.136Z,2025-04-18T13:13:16Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5658942625,212,33.2,5658942619,56,Back,5658942627,213,0.14,5658942621,140,44.4,5658942623,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365113,6,1,1,0,19,4jg5vd59i24chckyua90dr1lg,1,49.2,44.5,2025-04-18T13:01:09.399Z,2025-04-18T13:01:11Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,5658923891,140,70.3,5658923897,213,0.57,5658923889,56,Center,5658923893,141,65.4,5658923887,3,,5658923895,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365117,7,44,1,0,21,4jg5vd59i24chckyua90dr1lg,1,75.1,66.3,2025-04-18T13:01:11.175Z,2025-04-18T13:19:56Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,5658923915,286,,5658923963,233,5,5658923913,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365125,5,44,1,0,21,93ohqui2qgqm8408viwmm1ken,0,24.9,33.7,2025-04-18T13:01:11.176Z,2025-04-18T13:19:56Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5658923985,233,7,5658923951,56,Back,5658923953,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365119,8,1,1,0,21,4jg5vd59i24chckyua90dr1lg,0,70.4,68.7,2025-04-18T13:01:11.334Z,2025-04-18T13:01:11Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,5658923929,141,67.3,5658923923,168,,5658923925,56,Center,5658923931,212,6.5,5658923921,3,,5658923927,140,76.5,5658923933,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365129,6,61,1,0,22,93ohqui2qgqm8408viwmm1ken,1,22.1,35.1,2025-04-18T13:01:12.446Z,2025-04-18T13:01:12Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5658923969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365145,7,12,1,0,23,93ohqui2qgqm8408viwmm1ken,1,17.5,27.9,2025-04-18T13:01:13.736Z,2025-04-18T13:01:16Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,5658924059,141,38.8,5658924063,213,0.37,5658924061,212,20.6,5658924057,140,35.8,5658924055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365167,9,1,1,0,28,93ohqui2qgqm8408viwmm1ken,1,45.1,25.2,2025-04-18T13:01:18.696Z,2025-04-18T13:01:23Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,5658924177,141,3.1,5658924181,213,5.48,5658924175,140,59.0,5658924173,56,Right,5658924179,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802368731,118,83,1,0,30,4jg5vd59i24chckyua90dr1lg,0,32.3,91.6,2025-04-18T13:01:20.387Z,2025-04-18T13:15:13Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,5658945659,399,4az5n8aekw6ipzu7fagqhkys4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365173,10,3,1,0,33,93ohqui2qgqm8408viwmm1ken,0,58.2,5.9,2025-04-18T13:01:23.592Z,2025-04-18T13:19:52Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,5658924217,286,,5658924215,56,Right,5658924257,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365179,9,7,1,0,33,4jg5vd59i24chckyua90dr1lg,1,41.8,94.1,2025-04-18T13:01:23.593Z,2025-04-18T13:19:51Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,5658924249,233,10,5658924237,285,,5658924235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365183,10,1,1,0,34,4jg5vd59i24chckyua90dr1lg,1,39.9,94.8,2025-04-18T13:01:24.679Z,2025-04-18T13:01:26Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,5658924273,56,Back,5658924279,212,7.6,5658924281,213,5.22,5658924277,141,85.0,5658924275,140,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802369063,130,1,1,0,35,4jg5vd59i24chckyua90dr1lg,1,36.5,91.8,2025-04-18T13:01:25.266Z,2025-04-18T13:16:13Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,5658947647,141,85.7,5658947645,140,39.2,5658947651,213,5.31,5658947649,212,5.0,5658947643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365199,12,1,1,0,36,4jg5vd59i24chckyua90dr1lg,1,43.2,77.9,2025-04-18T13:01:26.343Z,2025-04-18T13:01:28Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,5658924339,141,58.1,5658924341,212,13.6,5658924335,56,Back,5658924343,213,4.55,5658924337,140,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365203,13,1,1,0,38,4jg5vd59i24chckyua90dr1lg,1,41.2,54.6,2025-04-18T13:01:28.679Z,2025-04-18T13:01:29Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,5658924361,213,2.88,5658924359,212,21.6,5658924353,56,Back,5658924355,140,21.3,5658924357,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365227,14,1,1,0,39,4jg5vd59i24chckyua90dr1lg,1,21.3,62.7,2025-04-18T13:01:29.479Z,2025-04-18T13:01:33Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,5658924469,141,43.4,5658924471,212,14.9,5658924465,56,Back,5658924467,140,14.6,5658924473,213,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365233,15,1,1,0,43,4jg5vd59i24chckyua90dr1lg,0,14.6,40.3,2025-04-18T13:01:33.239Z,2025-04-18T13:01:34Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,5658924505,213,5.96,5658924499,140,44.4,5658924503,212,33.0,5658924507,1,,5658924501,141,25.0,5658924497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365239,11,43,1,0,45,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-18T13:01:35.480Z,2025-04-18T13:16:54Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5658948855,144,8,5658924547,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365249,13,1,1,0,46,93ohqui2qgqm8408viwmm1ken,1,54.1,71.5,2025-04-18T13:01:36.936Z,2025-04-18T13:01:37Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5658924611,212,7.1,5658924605,56,Left,5658924609,141,81.8,5658924607,140,53.2,5658924613,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365263,14,1,1,0,47,93ohqui2qgqm8408viwmm1ken,1,53.2,81.8,2025-04-18T13:01:37.847Z,2025-04-18T13:01:39Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5658924699,213,5.72,5658924693,140,63.2,5658924691,56,Center,5658924697,212,12.4,5658924695,141,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365265,15,1,1,0,48,93ohqui2qgqm8408viwmm1ken,0,63.2,72.1,2025-04-18T13:01:38.887Z,2025-04-18T13:01:40Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,5658924715,141,74.8,5658924719,213,0.41,5658924713,140,67.2,5658924709,168,,5658924717,212,4.6,5658924711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365269,16,61,1,0,49,4jg5vd59i24chckyua90dr1lg,0,31.4,26.8,2025-04-18T13:01:39.783Z,2025-04-18T13:01:39Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,5658924735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365293,16,1,1,0,51,93ohqui2qgqm8408viwmm1ken,1,69.8,70.8,2025-04-18T13:01:41.831Z,2025-04-18T13:01:43Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,5658924865,213,4.11,5658924857,56,Center,5658924861,141,62.3,5658924863,212,7.0,5658924859,140,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365305,17,1,1,0,53,93ohqui2qgqm8408viwmm1ken,1,68.8,58.2,2025-04-18T13:01:43.783Z,2025-04-18T13:03:00Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5658924937,141,28.6,5658924941,213,4.52,5658924935,140,65.1,5658924933,56,Center,5658924939,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365315,18,1,1,1,0,93ohqui2qgqm8408viwmm1ken,1,66.1,30.4,2025-04-18T13:01:50.328Z,2025-04-18T13:01:52Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,5658924985,213,1.99,5658924979,140,59.3,5658924983,212,17.7,5658924977,56,Center,5658924981,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365321,19,1,1,1,2,93ohqui2qgqm8408viwmm1ken,1,62.0,56.6,2025-04-18T13:01:52.472Z,2025-04-18T13:01:54Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5658925025,141,70.0,5658925023,140,59.3,5658925029,213,1.87,5658925027,212,9.5,5658925021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365331,20,1,1,1,4,93ohqui2qgqm8408viwmm1ken,1,58.5,70.3,2025-04-18T13:01:54.328Z,2025-04-18T13:01:55Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5658925081,140,65.2,5658925087,213,0.26,5658925079,56,Center,5658925083,141,73.0,5658925085,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365337,21,1,1,1,5,93ohqui2qgqm8408viwmm1ken,1,65.2,73.0,2025-04-18T13:01:55.688Z,2025-04-18T13:01:56Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,5658925099,141,69.4,5658925103,213,3.44,5658925131,156,,5658925095,56,Center,5658925101,212,8.4,5658925097,140,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365349,22,1,1,1,7,93ohqui2qgqm8408viwmm1ken,1,54.4,67.6,2025-04-18T13:01:57.480Z,2025-04-18T13:01:59Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5658925173,56,Center,5658925179,212,14.3,5658925177,141,46.9,5658925181,213,4.90,5658925175,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365365,23,1,1,1,9,93ohqui2qgqm8408viwmm1ken,1,62.0,40.6,2025-04-18T13:01:59.463Z,2025-04-18T13:02:01Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5658925233,140,55.6,5658925239,213,4.28,5658925235,141,19.4,5658925231,56,Right,5658925237,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365383,24,1,1,1,11,93ohqui2qgqm8408viwmm1ken,1,56.5,18.9,2025-04-18T13:02:01.272Z,2025-04-18T13:02:06Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,5658925335,140,54.9,5658925341,213,1.67,5658925337,141,43.7,5658925339,212,16.9,5658925333,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365391,25,1,1,1,15,93ohqui2qgqm8408viwmm1ken,1,54.9,43.9,2025-04-18T13:02:05.977Z,2025-04-18T13:02:09Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5658925425,212,42.2,5658925417,155,,5658925429,1,,5658925423,141,95.7,5658925419,56,Left,5658925427,213,0.99,5658925421,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365401,26,1,1,1,19,93ohqui2qgqm8408viwmm1ken,1,73.2,92.4,2025-04-18T13:02:09.544Z,2025-04-18T13:02:11Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5658925471,141,82.4,5658925469,140,61.9,5658925473,212,13.7,5658925467,56,Left,5658925475,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365407,27,1,1,1,20,93ohqui2qgqm8408viwmm1ken,1,61.4,82.3,2025-04-18T13:02:10.984Z,2025-04-18T13:02:12Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5658925519,140,67.6,5658925525,213,5.49,5658925521,141,72.6,5658925517,56,Center,5658925523,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365417,28,1,1,1,22,93ohqui2qgqm8408viwmm1ken,1,68.9,71.2,2025-04-18T13:02:12.648Z,2025-04-18T13:02:15Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5658925577,56,Left,5658925581,141,90.8,5658925583,212,13.4,5658925585,213,1.66,5658925579,140,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365421,29,1,1,1,24,93ohqui2qgqm8408viwmm1ken,0,67.8,90.8,2025-04-18T13:02:14.984Z,2025-04-18T13:02:15Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5658925597,56,Left,5658925605,213,5.25,5658925599,140,69.9,5658925603,212,4.3,5658925601,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365425,17,8,1,1,25,4jg5vd59i24chckyua90dr1lg,1,39.1,29.2,2025-04-18T13:02:15.744Z,2025-04-18T13:02:15Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,5658925619,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365435,19,1,1,1,27,4jg5vd59i24chckyua90dr1lg,0,34.9,19.2,2025-04-18T13:02:17.751Z,2025-04-18T13:19:34Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,5658953039,286,,5658925641,141,13.1,5658953033,236,,5658953035,233,30,5658925643,212,4.9,5658925635,56,Back,5658925639,140,37.3,5658925645,213,5.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365437,30,74,1,1,27,93ohqui2qgqm8408viwmm1ken,1,69.1,89.3,2025-04-18T13:02:17.752Z,2025-04-18T13:19:58Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5658953031,285,,5658953041,233,19,5658925647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365449,32,50,1,1,30,93ohqui2qgqm8408viwmm1ken,1,70.0,90.5,2025-04-18T13:02:20.777Z,2025-04-18T13:19:52Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5658925695,286,,5658925769,233,20,5658925693,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365461,20,7,1,1,30,4jg5vd59i24chckyua90dr1lg,1,30.0,9.5,2025-04-18T13:02:20.778Z,2025-04-18T13:19:52Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,5658925749,285,,5658925743,56,Back,5658925763,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370317,158,1,1,1,31,4jg5vd59i24chckyua90dr1lg,1,32.2,12.1,2025-04-18T13:02:21.292Z,2025-04-18T13:21:18Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,5658955937,212,4.8,5658955931,56,Back,5658955935,141,15.2,5658955939,213,2.69,5658955933,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365465,22,1,1,1,32,4jg5vd59i24chckyua90dr1lg,1,13.8,9.2,2025-04-18T13:02:22.942Z,2025-04-18T13:21:44Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,5658925777,141,17.0,5658925781,213,0.48,5658925775,140,23.6,5658925773,56,Back,5658925779,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365467,23,1,1,1,34,4jg5vd59i24chckyua90dr1lg,0,32.5,20.4,2025-04-18T13:02:24.855Z,2025-04-18T13:02:25Z,5k4gsy5f7ius93bbks9wbvqei,A. Pyndt,,5658925789,141,27.0,5658925791,212,20.6,5658925787,140,51.6,5658925793,213,0.22,5658925785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365485,34,1,1,1,37,93ohqui2qgqm8408viwmm1ken,1,54.7,65.4,2025-04-18T13:02:27.273Z,2025-04-18T13:02:28Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5658925851,56,Center,5658925859,213,0.84,5658925853,140,56.1,5658925855,141,67.8,5658925857,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365491,35,1,1,1,38,93ohqui2qgqm8408viwmm1ken,1,56.1,67.8,2025-04-18T13:02:28.696Z,2025-04-18T13:02:30Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5658925891,141,70.5,5658925887,56,Center,5658925893,212,15.3,5658925895,213,0.12,5658925889,140,70.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365501,36,1,1,1,40,93ohqui2qgqm8408viwmm1ken,1,71.4,70.8,2025-04-18T13:02:30.488Z,2025-04-18T13:02:35Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,5658925935,141,89.4,5658925939,213,1.27,5658925933,140,75.2,5658925937,212,13.3,5658925931,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
