id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2803954763,4,5,1,0,10,evf5hhqgnjhwjsth1m6pawxdp,1,33.2,101.8,2025-04-20T14:31:49.204Z,2025-04-20T15:06:42Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5667511299,56,Back,5667511459,233,8,5667511303,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803954779,8,5,1,0,10,9zqn9ugvg64it0lr5z8cq4g9v,0,66.8,-1.8,2025-04-20T14:31:49.204Z,2025-04-20T15:06:42Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5667511477,233,4,5667511411,56,Right,5667511413,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955017,5,1,1,0,30,evf5hhqgnjhwjsth1m6pawxdp,0,31.0,100.0,2025-04-20T14:32:08.831Z,2025-04-20T14:32:10Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5667512647,56,Back,5667512649,140,46.0,5667512655,213,5.91,5667512645,107,,5667512651,141,92.7,5667512653,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955041,9,1,1,0,32,9zqn9ugvg64it0lr5z8cq4g9v,0,53.7,7.0,2025-04-20T14:32:10.760Z,2025-04-20T14:52:23Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5667512795,213,0.64,5667512789,140,64.1,5667512787,56,Right,5667512793,212,13.6,5667512791,141,19.0,5667512785,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803970273,155,1,1,0,33,evf5hhqgnjhwjsth1m6pawxdp,1,39.3,78.7,2025-04-20T14:32:12.548Z,2025-04-20T14:53:02Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5667596577,140,44.7,5667596579,141,91.8,5667596581,212,10.6,5667596583,213,1.00,5667596575,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803970977,171,50,1,0,35,evf5hhqgnjhwjsth1m6pawxdp,1,44.0,94.4,2025-04-20T14:32:13.722Z,2025-04-20T14:57:24Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667605335,233,251,5667604877,286,,5667604875,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803970993,251,7,1,0,35,9zqn9ugvg64it0lr5z8cq4g9v,1,56.0,5.6,2025-04-20T14:32:13.723Z,2025-04-20T14:57:26Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5667605315,285,,5667605321,233,171,5667605313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803970997,252,3,1,0,36,9zqn9ugvg64it0lr5z8cq4g9v,0,56.6,6.4,2025-04-20T14:32:14.864Z,2025-04-20T14:57:29Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667606575,56,Right,5667607165,233,172,5667606577,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803970981,172,7,1,0,36,evf5hhqgnjhwjsth1m6pawxdp,1,43.4,93.6,2025-04-20T14:32:14.865Z,2025-04-20T14:57:32Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667607131,233,252,5667607115,285,,5667607113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955093,10,43,1,0,37,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-20T14:32:16.041Z,2025-04-20T14:52:31Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667595125,144,61,5667513031,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955109,6,43,1,0,39,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-20T14:32:18.063Z,2025-04-20T14:58:17Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667513155,56,Back,5667611327,144,1,5667513157,140,29.6,5667513159,141,94.7,5667513163,213,3.02,5667513161,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955133,11,43,1,0,42,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-20T14:32:20.904Z,2025-04-20T14:32:32Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667513283,56,Right,5667514007,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955155,7,43,1,0,42,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-20T14:32:21.328Z,2025-04-20T14:32:35Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667513383,56,Back,5667513385,347,0,5667514157,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955145,12,43,1,0,42,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-20T14:32:21.641Z,2025-04-20T14:32:29Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667513333,56,Right,5667513411,233,7,5667513855,144,5,5667513337,347,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955233,8,4,1,0,48,evf5hhqgnjhwjsth1m6pawxdp,1,40.4,93.4,2025-04-20T14:32:26.984Z,2025-04-20T14:57:55Z,94i0qwhb3xu4pu37gofme9mnd,K. Þórðarson,,,5667513821,13,,5667513823,56,Back,5667513863,233,13,5667513831,265,,5667513833,286,,5667513827,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955211,13,4,1,0,48,9zqn9ugvg64it0lr5z8cq4g9v,0,59.6,6.6,2025-04-20T14:32:26.985Z,2025-04-20T14:57:56Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667513741,265,,5667513735,13,,5667513743,285,,5667513737,56,Right,5667513739,152,,5667513955,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955279,9,1,1,0,50,evf5hhqgnjhwjsth1m6pawxdp,1,39.2,89.1,2025-04-20T14:32:29.119Z,2025-04-20T14:32:34Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5667514093,152,,5667514091,5,,5667514101,212,17.3,5667514103,213,3.65,5667514095,56,Back,5667514099,141,76.6,5667514097,140,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955283,10,1,1,0,52,evf5hhqgnjhwjsth1m6pawxdp,1,27.4,76.3,2025-04-20T14:32:31.439Z,2025-04-20T14:32:35Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5667514121,212,24.5,5667514123,213,4.65,5667514115,56,Back,5667514117,140,25.9,5667514119,141,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955289,11,1,1,0,53,evf5hhqgnjhwjsth1m6pawxdp,1,28.1,36.9,2025-04-20T14:32:32.543Z,2025-04-20T14:32:35Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5667514145,56,Back,5667514151,212,16.6,5667514153,213,2.66,5667514147,140,14.1,5667514149,141,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955307,12,1,1,0,55,evf5hhqgnjhwjsth1m6pawxdp,1,15.2,50.9,2025-04-20T14:32:33.871Z,2025-04-20T14:32:37Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5667514237,212,29.2,5667514239,213,0.88,5667514235,141,84.1,5667514233,140,32.8,5667514231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955329,13,1,1,0,58,evf5hhqgnjhwjsth1m6pawxdp,0,35.2,87.2,2025-04-20T14:32:37.087Z,2025-04-20T14:32:38Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5667514331,212,26.0,5667514333,213,0.40,5667514327,140,58.0,5667514329,141,100.0,5667514325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955333,14,5,1,1,0,evf5hhqgnjhwjsth1m6pawxdp,0,49.3,102.0,2025-04-20T14:32:38.697Z,2025-04-20T15:06:43Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5667514349,56,Back,5667514423,233,14,5667514351,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955339,14,5,1,1,0,9zqn9ugvg64it0lr5z8cq4g9v,1,50.7,-2.0,2025-04-20T14:32:38.697Z,2025-04-20T14:32:42Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667514387,233,14,5667514365,347,,5667514363,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955465,15,1,1,1,10,9zqn9ugvg64it0lr5z8cq4g9v,1,41.9,0.0,2025-04-20T14:32:49.225Z,2025-04-20T14:58:47Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5667515177,141,6.2,5667515169,56,Right,5667515179,212,19.9,5667515173,140,60.1,5667515165,107,,5667515181,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955467,16,1,1,1,14,9zqn9ugvg64it0lr5z8cq4g9v,0,58.0,3.3,2025-04-20T14:32:53.528Z,2025-04-20T14:59:37Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667614237,1,,5667614229,140,71.2,5667515187,56,Right,5667614235,213,0.09,5667614231,141,5.2,5667614233,212,13.9,5667614227,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955503,15,1,1,1,15,evf5hhqgnjhwjsth1m6pawxdp,1,30.3,97.2,2025-04-20T14:32:54.575Z,2025-04-20T14:32:56Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5667515383,3,,5667515385,56,Back,5667515389,141,95.3,5667515391,212,9.9,5667515387,140,39.6,5667515393,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955527,16,1,1,1,16,evf5hhqgnjhwjsth1m6pawxdp,1,38.8,96.2,2025-04-20T14:32:55.208Z,2025-04-20T14:59:59Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5667515505,140,47.1,5667515507,141,88.6,5667515509,212,10.1,5667515513,213,5.75,5667515503,56,Back,5667515501,157,,5667515515,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955533,17,1,1,1,17,evf5hhqgnjhwjsth1m6pawxdp,0,47.1,88.6,2025-04-20T14:32:56.016Z,2025-04-20T15:00:19Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667515553,140,56.6,5667515551,56,Center,5667515559,213,5.68,5667515547,3,,5667515557,212,12.1,5667515555,141,78.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955541,17,1,1,1,18,9zqn9ugvg64it0lr5z8cq4g9v,1,52.1,14.3,2025-04-20T14:32:56.976Z,2025-04-20T14:52:55Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5667515585,141,19.1,5667515587,212,16.1,5667515589,213,2.94,5667515583,140,37.1,5667515581,56,Back,5667515579,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955547,18,1,1,1,18,9zqn9ugvg64it0lr5z8cq4g9v,0,37.1,19.1,2025-04-20T14:32:57.337Z,2025-04-20T14:52:52Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5667515625,56,Right,5667515631,212,17.1,5667515633,213,6.16,5667515627,140,53.3,5667515629,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955621,18,1,1,1,22,evf5hhqgnjhwjsth1m6pawxdp,0,40.1,90.2,2025-04-20T14:33:01.248Z,2025-04-20T14:33:06Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5667516039,1,,5667516037,213,5.43,5667516035,212,72.2,5667516029,56,Right,5667516027,157,,5667516033,141,10.3,5667516031,140,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955709,19,1,1,1,29,9zqn9ugvg64it0lr5z8cq4g9v,0,16.4,95.9,2025-04-20T14:33:07.929Z,2025-04-20T14:33:12Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5667516529,140,74.8,5667516535,213,6.03,5667516531,141,72.3,5667516533,212,63.4,5667516527,56,Center,5667516525,157,,5667516537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955819,20,1,1,1,39,evf5hhqgnjhwjsth1m6pawxdp,0,31.3,20.3,2025-04-20T14:33:18.560Z,2025-04-20T15:01:31Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5667517099,141,27.9,5667517097,140,36.7,5667517095,56,Back,5667517101,212,7.7,5667517103,213,0.74,5667517093,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955843,20,61,1,1,40,9zqn9ugvg64it0lr5z8cq4g9v,1,72.4,81.4,2025-04-20T14:33:19.448Z,2025-04-20T15:02:06Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5667517229,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803974773,270,1,1,1,42,evf5hhqgnjhwjsth1m6pawxdp,0,28.3,7.8,2025-04-20T14:33:21.376Z,2025-04-20T15:02:42Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5667620527,213,0.16,5667620519,56,Back,5667620521,140,44.2,5667620523,141,11.7,5667620525,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955887,21,8,1,1,44,9zqn9ugvg64it0lr5z8cq4g9v,1,63.3,78.2,2025-04-20T14:33:23.385Z,2025-04-20T15:02:48Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5667517427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955901,22,1,1,1,45,9zqn9ugvg64it0lr5z8cq4g9v,1,53.3,72.6,2025-04-20T14:33:24.234Z,2025-04-20T14:33:25Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5667517507,56,Center,5667517515,213,5.50,5667517511,141,60.6,5667517509,140,61.1,5667517513,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955909,24,1,1,1,46,9zqn9ugvg64it0lr5z8cq4g9v,1,61.1,60.6,2025-04-20T14:33:25.316Z,2025-04-20T15:03:00Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5667517549,141,47.8,5667517547,140,56.9,5667517545,56,Center,5667517555,213,4.24,5667517551,212,9.8,5667621273,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955947,25,1,1,1,47,9zqn9ugvg64it0lr5z8cq4g9v,1,58.0,47.2,2025-04-20T14:33:26.216Z,2025-04-20T14:33:28Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5667517747,141,27.7,5667517739,56,Center,5667517743,140,66.6,5667517751,212,16.0,5667517753,213,5.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803955995,26,1,1,1,50,9zqn9ugvg64it0lr5z8cq4g9v,1,67.3,30.6,2025-04-20T14:33:28.649Z,2025-04-20T14:33:32Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667518007,213,3.23,5667518001,140,60.4,5667518003,141,29.7,5667517999,56,Center,5667518005,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956013,27,1,1,1,53,9zqn9ugvg64it0lr5z8cq4g9v,1,62.0,18.9,2025-04-20T14:33:31.881Z,2025-04-20T14:33:33Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5667518101,56,Center,5667518103,140,74.4,5667518105,141,21.9,5667518107,212,13.2,5667518109,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956075,28,1,1,1,54,9zqn9ugvg64it0lr5z8cq4g9v,1,73.3,22.5,2025-04-20T14:33:33.132Z,2025-04-20T14:33:36Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5667518407,141,37.6,5667518411,213,2.34,5667518409,212,14.3,5667518405,140,63.8,5667518403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956105,29,1,1,1,57,9zqn9ugvg64it0lr5z8cq4g9v,0,61.7,44.5,2025-04-20T14:33:36.393Z,2025-04-20T14:33:39Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5667518609,155,,5667518613,140,85.5,5667518611,56,Left,5667518615,141,100.0,5667518621,1,,5667518619,213,1.00,5667518617,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956125,21,5,1,2,0,evf5hhqgnjhwjsth1m6pawxdp,1,15.6,-1.4,2025-04-20T14:33:39.204Z,2025-04-20T15:06:43Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667518737,233,30,5667518707,347,,5667518705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956109,30,5,1,2,0,9zqn9ugvg64it0lr5z8cq4g9v,0,84.4,101.4,2025-04-20T14:33:39.204Z,2025-04-20T14:33:43Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5667518627,347,,5667518749,233,21,5667518625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956393,22,1,1,2,14,evf5hhqgnjhwjsth1m6pawxdp,0,20.3,0.0,2025-04-20T14:33:53.200Z,2025-04-20T14:33:56Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5667520013,107,,5667520025,1,,5667520017,140,40.1,5667520019,141,8.6,5667520023,213,0.33,5667520021,212,22.0,5667520015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956405,31,44,1,2,17,9zqn9ugvg64it0lr5z8cq4g9v,1,61.3,94.4,2025-04-20T14:33:56.207Z,2025-04-20T15:06:30Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5667520151,233,23,5667520101,56,Left,5667520103,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956407,23,44,1,2,17,evf5hhqgnjhwjsth1m6pawxdp,0,38.7,5.6,2025-04-20T14:33:56.208Z,2025-04-20T15:06:30Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5667520173,233,31,5667520109,56,Back,5667520111,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803956429,32,1,1,2,17,9zqn9ugvg64it0lr5z8cq4g9v,0,63.7,93.4,2025-04-20T14:33:56.521Z,2025-04-20T14:34:02Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5667520227,212,7.8,5667520229,213,0.83,5667520225,141,100.0,5667520219,3,,5667520221,56,Left,5667520223,140,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
