id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/12/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2801385323,7,1,1,0,13,93ohqui2qgqm8408viwmm1ken,1,65.9,7.7,2025-04-14T17:10:40.700Z,2025-04-14T17:10:42Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5653322881,140,72.4,5653322887,213,0.06,5653322885,212,6.8,5653322883,141,8.3,5653322879,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385331,8,61,1,0,15,93ohqui2qgqm8408viwmm1ken,0,74.0,7.7,2025-04-14T17:10:42.140Z,2025-04-14T17:10:42Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5653322893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385387,5,61,1,0,20,5mbo4f0vps12dr0fcvjn3wyp5,1,1.3,89.5,2025-04-14T17:10:47.547Z,2025-04-14T17:25:07Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5653370253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385447,6,1,1,0,22,5mbo4f0vps12dr0fcvjn3wyp5,1,3.6,91.5,2025-04-14T17:10:49.146Z,2025-04-14T17:10:52Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5653323409,212,39.9,5653323401,140,41.3,5653323397,157,,5653323405,141,84.2,5653323417,1,,5653323399,56,Back,5653323413,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385455,7,61,1,0,25,5mbo4f0vps12dr0fcvjn3wyp5,0,41.8,84.2,2025-04-14T17:10:52.235Z,2025-04-14T17:10:52Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,5653323453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385515,10,1,1,0,29,93ohqui2qgqm8408viwmm1ken,1,45.8,17.0,2025-04-14T17:10:56.605Z,2025-04-14T17:10:58Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653323777,140,36.6,5653323781,212,17.4,5653323783,213,2.16,5653323775,56,Back,5653323779,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385531,11,1,1,0,30,93ohqui2qgqm8408viwmm1ken,1,35.0,36.7,2025-04-14T17:10:58.029Z,2025-04-14T17:10:59Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653323879,141,38.5,5653323875,56,Back,5653323883,213,0.27,5653323877,140,39.2,5653323881,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385543,12,1,1,0,31,93ohqui2qgqm8408viwmm1ken,1,39.2,38.5,2025-04-14T17:10:59.037Z,2025-04-14T17:11:01Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653323967,140,34.8,5653323965,56,Back,5653323971,212,16.8,5653323973,213,4.43,5653323969,141,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385557,13,1,1,0,33,93ohqui2qgqm8408viwmm1ken,1,33.8,14.0,2025-04-14T17:11:00.972Z,2025-04-14T17:11:02Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653324047,141,21.9,5653324045,140,39.0,5653324043,56,Back,5653324051,213,0.78,5653324049,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385565,14,1,1,0,35,93ohqui2qgqm8408viwmm1ken,1,39.2,21.9,2025-04-14T17:11:02.333Z,2025-04-14T17:11:03Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5653324079,140,32.7,5653324081,141,13.7,5653324105,156,,5653324077,56,Back,5653324083,212,8.8,5653324085,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385607,15,1,1,0,37,93ohqui2qgqm8408viwmm1ken,1,26.1,13.1,2025-04-14T17:11:04.541Z,2025-04-14T17:11:07Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653324335,56,Back,5653324345,212,19.4,5653324343,141,30.4,5653324347,213,2.49,5653324341,140,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385641,16,1,1,0,39,93ohqui2qgqm8408viwmm1ken,1,11.1,31.2,2025-04-14T17:11:07.005Z,2025-04-14T17:11:10Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653324513,141,53.4,5653324515,212,17.2,5653324517,213,2.07,5653324511,140,3.2,5653324509,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385679,17,1,1,0,43,93ohqui2qgqm8408viwmm1ken,1,3.2,53.4,2025-04-14T17:11:10.238Z,2025-04-14T17:11:14Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5653324747,141,84.7,5653324751,213,1.23,5653324739,56,Back,5653324749,212,22.6,5653324743,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385683,18,1,1,0,47,93ohqui2qgqm8408viwmm1ken,0,11.0,88.6,2025-04-14T17:11:14.445Z,2025-04-14T17:11:15Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653324811,233,8,5653324777,212,2.2,5653324809,236,,5653324775,141,89.3,5653324773,140,13.0,5653324769,155,,5653324779,213,0.22,5653324771,56,Back,5653324817,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385689,8,74,1,0,47,5mbo4f0vps12dr0fcvjn3wyp5,1,89.6,6.4,2025-04-14T17:11:14.446Z,2025-04-14T17:13:42Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,5653324803,285,,5653324829,233,18,5653324801,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385691,9,5,1,0,48,5mbo4f0vps12dr0fcvjn3wyp5,0,100.8,10.6,2025-04-14T17:11:15.947Z,2025-04-14T17:11:19Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5653324833,56,Right,5653324835,346,,5653324935,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385695,19,5,1,0,48,93ohqui2qgqm8408viwmm1ken,1,-0.8,89.4,2025-04-14T17:11:15.947Z,2025-04-14T17:11:53Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653324877,233,9,5653324855,346,,5653324853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385889,20,1,1,1,6,93ohqui2qgqm8408viwmm1ken,1,4.8,40.3,2025-04-14T17:11:33.230Z,2025-04-14T17:11:34Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,5653325889,212,6.4,5653325881,140,2.1,5653325877,56,Back,5653325893,213,2.03,5653325885,141,48.7,5653325873,124,,5653325897,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385933,21,1,1,1,7,93ohqui2qgqm8408viwmm1ken,1,2.4,50.3,2025-04-14T17:11:34.478Z,2025-04-14T17:11:36Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5653326107,56,Back,5653326115,213,0.33,5653326113,212,10.4,5653326109,140,11.8,5653326111,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385939,22,1,1,1,9,93ohqui2qgqm8408viwmm1ken,1,11.8,55.2,2025-04-14T17:11:36.622Z,2025-04-14T17:11:37Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653326151,141,57.3,5653326147,56,Back,5653326149,140,2.7,5653326155,213,2.99,5653326153,212,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801385999,23,1,1,1,10,93ohqui2qgqm8408viwmm1ken,1,2.7,57.3,2025-04-14T17:11:37.135Z,2025-04-14T17:11:42Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5653326467,140,9.1,5653326469,141,85.6,5653326473,213,1.23,5653326471,212,20.4,5653326465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386011,24,1,1,1,15,93ohqui2qgqm8408viwmm1ken,0,22.2,89.9,2025-04-14T17:11:42.318Z,2025-04-14T17:11:43Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653326541,213,0.09,5653326531,140,40.8,5653326539,212,19.6,5653326527,56,Back,5653326535,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386005,10,8,1,1,16,5mbo4f0vps12dr0fcvjn3wyp5,1,57.5,5.0,2025-04-14T17:11:43.227Z,2025-04-14T17:11:43Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5653326513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386017,11,5,1,1,16,5mbo4f0vps12dr0fcvjn3wyp5,0,67.0,-1.6,2025-04-14T17:11:44.010Z,2025-04-14T17:11:49Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5653326575,347,,5653326571,56,Right,5653326835,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386061,25,5,1,1,16,93ohqui2qgqm8408viwmm1ken,1,33.0,101.6,2025-04-14T17:11:44.010Z,2025-04-14T17:11:53Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653326801,347,,5653326799,56,Back,5653326817,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386195,26,1,1,1,32,93ohqui2qgqm8408viwmm1ken,1,34.7,100.0,2025-04-14T17:11:59.359Z,2025-04-14T17:12:03Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653327667,141,91.1,5653327661,107,,5653327669,212,17.9,5653327663,56,Back,5653327665,140,19.1,5653327671,213,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386217,27,1,1,1,35,93ohqui2qgqm8408viwmm1ken,1,16.5,88.3,2025-04-14T17:12:02.815Z,2025-04-14T17:12:06Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5653327811,141,64.5,5653327813,212,20.1,5653327815,213,4.08,5653327809,140,5.2,5653327805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386247,28,1,1,1,38,93ohqui2qgqm8408viwmm1ken,0,5.7,59.7,2025-04-14T17:12:05.935Z,2025-04-14T17:12:09Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,5653327957,155,,5653327967,213,0.78,5653327963,141,92.4,5653327965,212,31.5,5653327959,56,Back,5653327961,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386257,12,44,1,1,41,5mbo4f0vps12dr0fcvjn3wyp5,1,67.7,6.6,2025-04-14T17:12:08.522Z,2025-04-14T17:18:48Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5653328011,56,Right,5653328063,233,29,5653328015,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386251,29,44,1,1,41,93ohqui2qgqm8408viwmm1ken,0,32.3,93.4,2025-04-14T17:12:08.523Z,2025-04-14T17:18:48Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5653327989,285,,5653327987,56,Back,5653328069,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386267,13,1,1,1,41,5mbo4f0vps12dr0fcvjn3wyp5,1,59.1,5.5,2025-04-14T17:12:09.067Z,2025-04-14T17:12:10Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,5653328077,3,,5653328081,140,67.7,5653328083,141,16.5,5653328085,212,11.7,5653328087,213,0.69,5653328079,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386285,15,1,1,1,43,5mbo4f0vps12dr0fcvjn3wyp5,1,68.4,16.8,2025-04-14T17:12:10.730Z,2025-04-14T17:12:12Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,5653328167,141,35.8,5653328163,56,Center,5653328165,140,67.6,5653328171,213,1.64,5653328169,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386293,16,1,1,1,44,5mbo4f0vps12dr0fcvjn3wyp5,0,67.6,35.8,2025-04-14T17:12:12.026Z,2025-04-14T17:12:12Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5653328211,213,0.21,5653328209,212,9.2,5653328203,56,Center,5653328205,140,76.2,5653328207,141,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386327,31,1,1,1,46,93ohqui2qgqm8408viwmm1ken,1,25.0,56.7,2025-04-14T17:12:13.537Z,2025-04-14T17:12:15Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653328385,140,31.9,5653328383,56,Back,5653328391,213,6.23,5653328389,212,7.3,5653328387,141,56.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386405,32,1,1,1,47,93ohqui2qgqm8408viwmm1ken,0,34.6,54.8,2025-04-14T17:12:14.993Z,2025-04-14T17:12:19Z,62w849kqrnjm00xr12suencgl,A. Christiansen,,5653328799,1,,5653328791,140,90.2,5653328789,56,Left,5653328797,213,0.32,5653328795,212,61.6,5653328793,141,83.6,5653328787,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386421,17,59,1,1,52,5mbo4f0vps12dr0fcvjn3wyp5,1,6.6,14.1,2025-04-14T17:12:19.770Z,2025-04-14T17:12:20Z,7gbgk4q4bxc1h7kcd0u96o9nt,K. Joelsson,,5653328897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386465,18,1,1,1,53,5mbo4f0vps12dr0fcvjn3wyp5,1,7.0,11.6,2025-04-14T17:12:20.828Z,2025-04-14T17:12:23Z,7gbgk4q4bxc1h7kcd0u96o9nt,K. Joelsson,,5653329111,141,32.4,5653329113,212,39.7,5653329115,213,0.36,5653329107,56,Back,5653329109,140,42.3,5653329105,157,,5653329117,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386473,19,44,1,1,56,5mbo4f0vps12dr0fcvjn3wyp5,1,40.4,30.2,2025-04-14T17:12:23.487Z,2025-04-14T17:18:48Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5653329157,56,Back,5653329215,233,33,5653329159,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386461,33,44,1,1,56,93ohqui2qgqm8408viwmm1ken,0,59.6,69.8,2025-04-14T17:12:23.488Z,2025-04-14T17:18:49Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5653329265,233,19,5653329091,286,,5653329089,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386501,20,1,1,1,57,5mbo4f0vps12dr0fcvjn3wyp5,0,42.3,32.4,2025-04-14T17:12:24.203Z,2025-04-14T17:12:25Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5653329309,140,51.9,5653329305,3,,5653329311,141,33.4,5653329313,212,10.1,5653329315,213,0.07,5653329307,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386521,34,61,1,1,59,93ohqui2qgqm8408viwmm1ken,0,45.5,68.8,2025-04-14T17:12:26.815Z,2025-04-14T17:29:13Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,5653329393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386553,21,1,1,1,59,5mbo4f0vps12dr0fcvjn3wyp5,1,55.8,31.7,2025-04-14T17:12:26.816Z,2025-04-14T17:29:17Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,5653385893,213,5.95,5653385889,141,26.8,5653385891,212,10.3,5653329531,56,Center,5653385887,140,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386569,23,1,1,2,2,5mbo4f0vps12dr0fcvjn3wyp5,1,64.0,34.2,2025-04-14T17:12:29.179Z,2025-04-14T17:12:30Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,,5653329597,140,57.1,5653329603,213,3.85,5653329595,56,Center,5653329599,141,25.0,5653329601,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386581,24,1,1,2,3,5mbo4f0vps12dr0fcvjn3wyp5,0,57.1,25.0,2025-04-14T17:12:30.378Z,2025-04-14T17:12:31Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,5653329681,140,53.3,5653329679,56,Center,5653329687,213,1.92,5653329685,212,11.7,5653329683,141,41.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386585,35,8,1,2,4,93ohqui2qgqm8408viwmm1ken,1,45.3,67.2,2025-04-14T17:12:31.984Z,2025-04-14T17:12:32Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5653329707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386677,25,1,1,2,6,5mbo4f0vps12dr0fcvjn3wyp5,1,42.4,38.8,2025-04-14T17:12:33.130Z,2025-04-14T17:12:42Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,5653330237,140,41.4,5653330243,213,1.60,5653330235,56,Back,5653330239,141,85.3,5653330241,212,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801386691,26,1,1,2,15,5mbo4f0vps12dr0fcvjn3wyp5,1,40.1,86.5,2025-04-14T17:12:42.378Z,2025-04-14T17:12:43Z,eqfhoh81e8uj2as95ev3yfnx1,T. Isherwood,,5653330337,140,58.6,5653330339,141,93.5,5653330341,212,20.0,5653330343,213,0.24,5653330335,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
