id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value
2805190169,6,1,1,0,22,4jg5vd59i24chckyua90dr1lg,0,67.5,5.9,2025-04-23T17:00:56.692Z,2025-04-23T17:21:01Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5674390077,212,5.5,5674390073,140,70.3,5674390081,1,,5674390285,236,,5674390071,56,Right,5674390291,286,,5674390287,233,7,5674390075,141,12.8,5674390069,157,5674390079,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190207,7,74,1,0,22,1939bnru25svvgv15k2c7tw2y,1,38.2,98.7,2025-04-23T17:00:56.693Z,2025-04-25T12:18:04Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5674390305,233,6,5674390257,285,,5674390255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190211,7,5,1,0,25,4jg5vd59i24chckyua90dr1lg,1,64.2,-1.8,2025-04-23T17:01:00.228Z,2025-04-23T17:43:43Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5674390275,56,Right,5674390337,233,8,5674390277,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190219,8,5,1,0,25,1939bnru25svvgv15k2c7tw2y,0,35.8,101.8,2025-04-23T17:01:00.228Z,2025-04-23T17:43:44Z,25ytwmg2c5xcqp5ta12oznm22,A. Sigurpálsson,,,5674390321,347,,5674390341,233,7,5674390319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190295,8,1,1,0,33,4jg5vd59i24chckyua90dr1lg,1,67.4,0.0,2025-04-23T17:01:07.684Z,2025-04-23T17:22:31Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5674390791,212,29.9,5674390787,140,40.2,5674390793,213,2.84,5674390783,107,,5674390795,1,,5674474815,189,,5674390785,56,Back,5674390789,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190343,9,1,1,0,35,4jg5vd59i24chckyua90dr1lg,1,40.2,11.3,2025-04-23T17:01:09.412Z,2025-04-23T17:01:14Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674391035,56,Back,5674391039,141,34.3,5674391043,213,1.80,5674391037,140,36.7,5674391041,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190361,10,1,1,0,40,4jg5vd59i24chckyua90dr1lg,1,32.0,51.6,2025-04-23T17:01:14.836Z,2025-04-23T17:01:17Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5674391165,56,Back,5674391169,141,28.0,5674391173,213,4.60,5674391167,140,30.3,5674391171,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190427,11,1,1,0,42,4jg5vd59i24chckyua90dr1lg,0,30.3,28.0,2025-04-23T17:01:17.028Z,2025-04-23T17:01:23Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674391539,155,,5674391551,1,,5674391545,141,0.0,5674391549,213,6.00,5674391541,56,Right,5674391547,212,73.0,5674391543,140,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190447,9,5,1,0,48,1939bnru25svvgv15k2c7tw2y,1,2.8,101.6,2025-04-23T17:01:22.964Z,2025-04-23T17:43:44Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674391627,233,12,5674391617,347,,5674391615,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190431,12,5,1,0,48,4jg5vd59i24chckyua90dr1lg,0,97.2,-1.6,2025-04-23T17:01:22.964Z,2025-04-23T17:01:26Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674391681,233,9,5674391555,347,,5674391553,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190721,10,1,1,1,15,1939bnru25svvgv15k2c7tw2y,0,3.7,100.0,2025-04-23T17:01:49.788Z,2025-04-23T17:01:52Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5674393101,141,79.9,5674393097,56,Back,5674393105,213,5.88,5674393099,140,37.1,5674393103,212,38.2,5674393107,1,,5674393095,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190725,13,61,1,1,19,4jg5vd59i24chckyua90dr1lg,1,69.1,12.8,2025-04-23T17:01:53.464Z,2025-04-23T17:23:21Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5674393121,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190757,15,1,1,1,21,4jg5vd59i24chckyua90dr1lg,0,63.4,38.0,2025-04-23T17:01:55.670Z,2025-04-23T17:01:57Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5674393263,141,41.8,5674393257,155,,5674393259,56,Center,5674393267,213,0.18,5674393265,212,14.3,5674393261,140,76.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190787,11,1,1,1,23,1939bnru25svvgv15k2c7tw2y,1,21.3,57.0,2025-04-23T17:01:57.772Z,2025-04-23T17:02:00Z,1qyvk3eveiz8n40houjgtko9h,D. Granli,,,5674393453,213,5.71,5674393449,141,48.1,5674393451,212,11.2,5674393445,56,Back,5674393443,3,,5674393447,140,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205941,157,43,1,1,24,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-23T17:01:58.523Z,2025-04-25T12:19:54Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5674481141,233,238,5677273511,144,3,5674481145,285,0,5674480691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805205947,238,43,1,1,24,4jg5vd59i24chckyua90dr1lg,1,0.0,0.0,2025-04-23T17:01:58.523Z,2025-04-25T12:19:55Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5674481131,56,Center,5677273537,144,45,5674481133,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190829,12,1,1,1,26,1939bnru25svvgv15k2c7tw2y,1,29.3,49.9,2025-04-23T17:02:00.989Z,2025-04-23T17:24:02Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5674393713,140,55.1,5674393719,213,0.03,5674393717,212,27.1,5674393711,56,Center,5674393715,141,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805206661,177,50,1,1,30,1939bnru25svvgv15k2c7tw2y,1,68.0,34.4,2025-04-23T17:02:04.715Z,2025-04-23T17:50:14Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674485189,56,Center,5674485239,233,16,5674485191,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190843,16,7,1,1,30,4jg5vd59i24chckyua90dr1lg,0,32.0,65.6,2025-04-23T17:02:04.716Z,2025-04-25T12:20:14Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5677274089,384,,5674485225,233,177,5674483373,285,,5677274091,178,,5674483371,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190885,14,1,1,1,35,1939bnru25svvgv15k2c7tw2y,0,91.4,14.3,2025-04-23T17:02:09.567Z,2025-04-23T17:02:11Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674394021,141,20.9,5674394091,236,,5674394023,212,4.7,5674394097,286,,5674394017,56,Right,5674394093,233,17,5674394025,213,1.30,5674394019,140,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190895,17,74,1,1,35,4jg5vd59i24chckyua90dr1lg,1,13.1,91.1,2025-04-23T17:02:09.568Z,2025-04-23T17:43:53Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5674394067,285,,5674394065,56,Back,5674394123,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805190919,15,61,1,1,38,1939bnru25svvgv15k2c7tw2y,0,84.0,10.6,2025-04-23T17:02:13.181Z,2025-04-23T17:02:13Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674394183,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191003,19,1,1,1,42,4jg5vd59i24chckyua90dr1lg,1,26.0,89.7,2025-04-23T17:02:16.996Z,2025-04-23T17:02:19Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5674394601,56,Back,5674394605,141,85.4,5674394603,140,18.4,5674394609,213,3.49,5674394607,212,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191019,20,1,1,1,45,4jg5vd59i24chckyua90dr1lg,1,20.1,84.8,2025-04-23T17:02:19.860Z,2025-04-23T17:02:21Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5674394703,140,18.8,5674394709,212,8.7,5674394699,56,Back,5674394707,141,72.1,5674394711,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191073,21,1,1,1,47,4jg5vd59i24chckyua90dr1lg,1,18.8,72.1,2025-04-23T17:02:21.844Z,2025-04-23T17:02:25Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5674394981,56,Back,5674394985,141,36.1,5674394987,212,25.0,5674394983,140,14.0,5674394989,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191107,22,1,1,1,50,4jg5vd59i24chckyua90dr1lg,1,14.5,30.4,2025-04-23T17:02:24.900Z,2025-04-23T17:02:26Z,4ly7t29cozmc49wu7avkvv3yt,T. Carlsson,,,5674395125,56,Back,5674395133,213,5.62,5674395127,140,30.1,5674395131,212,20.8,5674395129,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191161,23,1,1,1,52,4jg5vd59i24chckyua90dr1lg,1,31.7,10.1,2025-04-23T17:02:26.836Z,2025-04-23T17:02:30Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5674395443,212,10.9,5674395437,56,Back,5674395445,213,1.62,5674395441,141,26.1,5674395439,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191187,24,1,1,1,56,4jg5vd59i24chckyua90dr1lg,0,35.3,28.2,2025-04-23T17:02:30.755Z,2025-04-23T17:29:11Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674395577,56,Right,5674395581,141,13.7,5674395587,1,,5674395583,212,35.1,5674395579,140,67.4,5674395585,213,6.00,5674395575,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191193,16,12,1,1,58,1939bnru25svvgv15k2c7tw2y,1,28.9,86.9,2025-04-23T17:02:32.557Z,2025-04-23T17:27:32Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5674395647,141,86.0,5674491097,15,,5674395649,212,11.0,5674395651,213,6.23,5674395641,56,Back,5674395645,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191277,25,4,1,2,2,4jg5vd59i24chckyua90dr1lg,1,69.4,11.4,2025-04-23T17:02:36.764Z,2025-04-23T17:27:46Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5674396067,56,Right,5674396071,265,,5674396073,286,,5674396075,233,17,5674396069,152,,5674396065,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191237,17,4,1,2,2,1939bnru25svvgv15k2c7tw2y,0,30.6,88.6,2025-04-23T17:02:36.765Z,2025-04-23T17:02:44Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5674396125,233,25,5674395903,56,Back,5674395907,265,,5674395901,13,,5674395909,285,,5674395905,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191571,26,1,1,2,34,4jg5vd59i24chckyua90dr1lg,0,71.5,10.3,2025-04-23T17:03:08.804Z,2025-04-25T12:22:17Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5674397729,56,Center,5674397725,155,,5677277195,20,,5674397733,141,47.2,5674397721,2,,5674397737,213,0.85,5674397735,212,33.3,5674397739,1,,5674397723,5,5674397731,140,92.4,5677277193,224,5674397727,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191603,18,52,1,2,38,1939bnru25svvgv15k2c7tw2y,1,6.6,49.9,2025-04-23T17:03:12.989Z,2025-04-25T12:22:25Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5677277359,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191783,20,1,1,2,54,1939bnru25svvgv15k2c7tw2y,1,10.2,53.1,2025-04-23T17:03:29.181Z,2025-04-23T17:03:32Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5674398991,212,11.3,5674398983,56,Back,5674398989,141,36.7,5674398987,140,8.2,5674398993,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191825,21,1,1,2,58,1939bnru25svvgv15k2c7tw2y,1,8.2,36.7,2025-04-23T17:03:32.893Z,2025-04-23T17:03:35Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674399205,141,25.3,5674399201,56,Back,5674399207,212,26.1,5674399209,213,5.98,5674399203,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191851,22,1,1,3,1,1939bnru25svvgv15k2c7tw2y,1,30.9,24.4,2025-04-23T17:03:35.820Z,2025-04-23T17:03:36Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674399325,141,26.4,5674399329,213,3.03,5674399321,56,Back,5674399323,140,19.5,5674399327,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191869,23,1,1,3,2,1939bnru25svvgv15k2c7tw2y,1,19.5,26.4,2025-04-23T17:03:36.988Z,2025-04-23T17:32:16Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5674399437,213,0.69,5674399433,141,48.1,5674399435,212,23.2,5674399431,140,36.5,5674399429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805210627,231,50,1,3,3,1939bnru25svvgv15k2c7tw2y,1,33.2,26.4,2025-04-23T17:03:37.592Z,2025-04-23T17:50:15Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5674513381,233,28,5674573815,285,,5674513329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191941,28,7,1,3,3,4jg5vd59i24chckyua90dr1lg,0,66.8,73.6,2025-04-23T17:03:37.593Z,2025-04-25T12:23:00Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5674513361,233,231,5677278183,384,,5674513387,286,,5677278185,178,,5674507145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805210615,230,12,1,3,4,1939bnru25svvgv15k2c7tw2y,1,27.8,22.5,2025-04-23T17:03:38.433Z,2025-04-23T17:34:39Z,1qyvk3eveiz8n40houjgtko9h,D. Granli,,,5674514713,56,Back,5674514719,212,17.9,5674514717,141,45.2,5674514715,140,36.5,5674514721,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805191989,29,1,1,3,8,4jg5vd59i24chckyua90dr1lg,1,61.3,46.9,2025-04-23T17:03:43.268Z,2025-04-23T17:03:44Z,546vmchsyl1wt10pr13r5oup6,M. Heier,,,5674400005,140,60.2,5674400001,56,Center,5674400011,213,1.68,5674400009,212,10.8,5674400007,141,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805192155,30,1,1,3,9,4jg5vd59i24chckyua90dr1lg,1,60.2,62.7,2025-04-23T17:03:44.340Z,2025-04-23T17:03:54Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5674400911,212,25.0,5674400905,56,Left,5674400907,140,74.8,5674400913,213,0.91,5674400909,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805192189,31,1,1,3,20,4jg5vd59i24chckyua90dr1lg,1,86.1,90.0,2025-04-23T17:03:54.515Z,2025-04-23T17:03:57Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5674401097,213,2.96,5674401093,141,92.6,5674401091,140,77.1,5674401089,56,Left,5674401095,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
