id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/12/value,qualifier/16/value,qualifier/11/value,qualifier/9/value,qualifier/15/value
2815027779,6,1,1,0,21,spvvjmk37iid7hsky9g3nce7,0,12.3,4.7,2025-05-15T17:00:55.300Z,2025-05-15T17:00:57Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728746459,212,50.4,5728746461,213,0.31,5728746463,1,,5728746455,140,58.0,5728746451,155,,5728746453,56,Center,5728746457,141,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027803,7,1,1,0,26,czkf5t3ai00ghwbga03i5aqxw,1,44.3,65.7,2025-05-15T17:00:59.388Z,2025-05-15T17:01:00Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728746583,140,45.4,5728746581,56,Back,5728746589,213,4.79,5728746585,141,42.8,5728746587,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027825,8,1,1,0,27,czkf5t3ai00ghwbga03i5aqxw,1,45.4,42.8,2025-05-15T17:01:00.829Z,2025-05-15T17:01:05Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728746703,141,56.0,5728746711,213,2.74,5728746699,140,25.3,5728746695,56,Back,5728746707,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027867,9,1,1,0,31,czkf5t3ai00ghwbga03i5aqxw,1,25.1,58.2,2025-05-15T17:01:04.908Z,2025-05-15T17:01:10Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728746889,212,25.3,5728746885,140,26.2,5728746887,141,95.4,5728746883,56,Back,5728746891,213,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027899,10,1,1,0,37,czkf5t3ai00ghwbga03i5aqxw,1,25.6,90.0,2025-05-15T17:01:10.829Z,2025-05-15T17:01:17Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728747039,140,19.7,5728747037,56,Back,5728747041,141,61.2,5728747043,212,20.5,5728747045,213,4.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027929,11,1,1,0,44,czkf5t3ai00ghwbga03i5aqxw,1,28.5,60.5,2025-05-15T17:01:17.709Z,2025-05-15T17:01:21Z,26dlb4txygf7qzukjikr23mxh,J. Rinne,,,5728747207,141,32.5,5728747209,212,19.0,5728747211,213,4.70,5728747205,140,28.3,5728747203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027943,12,1,1,0,48,czkf5t3ai00ghwbga03i5aqxw,1,27.5,26.4,2025-05-15T17:01:21.644Z,2025-05-15T17:01:23Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5728747281,213,6.09,5728747277,141,21.2,5728747273,56,Back,5728747279,212,18.7,5728747275,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027947,13,61,1,0,48,czkf5t3ai00ghwbga03i5aqxw,0,45.0,21.2,2025-05-15T17:01:21.806Z,2025-05-15T17:08:00Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5728747297,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030447,75,44,1,0,49,spvvjmk37iid7hsky9g3nce7,1,63.3,80.2,2025-05-15T17:01:22.460Z,2025-05-15T18:43:57Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728762625,233,68,5728762621,56,Left,5728762623,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030457,68,44,1,0,49,czkf5t3ai00ghwbga03i5aqxw,0,36.7,19.8,2025-05-15T17:01:22.461Z,2025-05-15T18:43:57Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5728762289,56,Back,5728762291,285,,5728762643,233,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027951,7,1,1,0,49,spvvjmk37iid7hsky9g3nce7,0,56.6,71.7,2025-05-15T17:01:22.572Z,2025-05-15T17:08:48Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728747323,213,4.89,5728747321,212,11.9,5728747313,3,,5728747317,140,58.6,5728747315,56,Center,5728747319,141,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027963,14,3,1,0,52,czkf5t3ai00ghwbga03i5aqxw,0,37.6,38.0,2025-05-15T17:01:26.243Z,2025-05-15T17:56:15Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5728747385,286,,5728747427,233,8,5728747383,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027967,8,7,1,0,52,spvvjmk37iid7hsky9g3nce7,1,62.4,62.0,2025-05-15T17:01:26.244Z,2025-05-15T17:56:14Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5728747423,233,14,5728747397,285,,5728747395,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028031,10,1,1,0,57,spvvjmk37iid7hsky9g3nce7,1,64.3,49.9,2025-05-15T17:01:31.188Z,2025-05-15T17:01:39Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5728747765,212,26.6,5728747767,213,1.56,5728747759,56,Left,5728747761,140,64.6,5728747763,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028035,11,1,1,1,5,spvvjmk37iid7hsky9g3nce7,0,90.9,85.4,2025-05-15T17:01:39.013Z,2025-05-15T17:01:42Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728747795,213,4.75,5728747849,236,,5728747787,56,Left,5728747793,212,2.9,5728747791,141,81.2,5728747789,140,91.0,5728747851,233,15,5728747783,2,,5728747855,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028045,15,12,1,1,5,czkf5t3ai00ghwbga03i5aqxw,1,4.6,20.0,2025-05-15T17:01:39.113Z,2025-05-15T17:10:32Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728747869,233,11,5728747845,185,,5728747847,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028041,12,6,1,1,7,spvvjmk37iid7hsky9g3nce7,1,93.8,80.5,2025-05-15T17:01:41.092Z,2025-05-15T17:26:42Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728747829,56,Left,5728747985,233,16,5728747831,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028061,16,6,1,1,7,czkf5t3ai00ghwbga03i5aqxw,0,6.2,19.5,2025-05-15T17:01:41.092Z,2025-05-15T17:26:42Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728747969,56,Back,5728748005,233,12,5728747971,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028199,13,1,1,1,37,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-05-15T17:02:10.692Z,2025-05-15T17:02:12Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728748747,141,60.0,5728748751,213,4.49,5728748735,2,,5728748739,155,,5728748745,140,93.8,5728748749,212,27.5,5728748737,6,,5728748741,223,,5728748743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028209,17,12,1,1,41,czkf5t3ai00ghwbga03i5aqxw,1,2.6,39.8,2025-05-15T17:02:14.782Z,2025-05-15T17:02:16Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728748797,141,29.8,5728748801,213,4.19,5728748799,212,7.8,5728748821,167,,5728748795,140,0.0,5728748793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028217,14,6,1,1,42,spvvjmk37iid7hsky9g3nce7,1,98.0,66.2,2025-05-15T17:02:15.366Z,2025-05-15T17:26:42Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728748865,73,,5728748875,233,18,5728748863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028213,18,6,1,1,42,czkf5t3ai00ghwbga03i5aqxw,0,2.0,33.8,2025-05-15T17:02:15.366Z,2025-05-15T17:02:20Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5728748885,233,14,5728748831,73,,5728748829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028359,15,1,1,1,59,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-05-15T17:02:32.916Z,2025-05-15T17:02:36Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728749539,6,,5728749553,213,4.57,5728749551,212,27.6,5728749547,140,95.7,5728749543,223,,5728749541,155,,5728749537,2,,5728749549,141,59.4,5728749545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028363,19,12,1,1,59,czkf5t3ai00ghwbga03i5aqxw,1,5.3,40.1,2025-05-15T17:02:33.205Z,2025-05-15T17:14:04Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5728749577,212,1.6,5728749581,15,,5728749575,141,40.5,5728749579,213,0.17,5728749571,56,Back,5728749573,140,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032055,116,61,1,2,3,spvvjmk37iid7hsky9g3nce7,1,95.0,60.5,2025-05-15T17:02:36.617Z,2025-05-15T17:11:54Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5728771241,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028477,20,12,1,2,6,czkf5t3ai00ghwbga03i5aqxw,1,3.4,23.9,2025-05-15T17:02:39.981Z,2025-05-15T17:13:38Z,a3jetivxcnpp4z36nhboz5ysq,S. Haarala,,,5728775361,397,,5728775363,233,16,5728750235,212,0.8,5728750233,141,23.5,5728750231,140,4.1,5728750229,56,Back,5728750237,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028385,16,74,1,2,6,spvvjmk37iid7hsky9g3nce7,1,87.2,85.9,2025-05-15T17:02:39.982Z,2025-05-15T17:56:21Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5728749693,56,Left,5728775345,397,,5728775261,285,,5728775367,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028407,17,1,1,2,9,spvvjmk37iid7hsky9g3nce7,1,79.8,93.8,2025-05-15T17:02:43.046Z,2025-05-15T17:02:44Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728749829,213,5.84,5728749825,141,91.5,5728749823,140,82.9,5728749821,56,Left,5728749827,212,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028425,18,1,1,2,10,spvvjmk37iid7hsky9g3nce7,1,77.4,83.9,2025-05-15T17:02:44.164Z,2025-05-15T17:02:47Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728749941,140,88.9,5728749939,56,Left,5728749943,141,91.8,5728749945,212,13.2,5728749947,213,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028437,19,1,1,2,14,spvvjmk37iid7hsky9g3nce7,1,77.0,89.4,2025-05-15T17:02:47.605Z,2025-05-15T17:02:49Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728750005,140,87.4,5728750011,213,0.16,5728750009,212,11.1,5728750003,56,Left,5728750007,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028451,20,1,1,2,16,spvvjmk37iid7hsky9g3nce7,1,87.9,89.1,2025-05-15T17:02:49.812Z,2025-05-15T17:02:51Z,9dfl060r1skgp74piehh2uvhl,T. Stavitski,,,5728750077,213,4.52,5728750069,56,Center,5728750071,140,85.5,5728750073,141,69.6,5728750075,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028461,21,1,1,2,18,spvvjmk37iid7hsky9g3nce7,1,85.5,69.6,2025-05-15T17:02:51.701Z,2025-05-15T17:02:53Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5728750115,56,Center,5728750131,213,3.49,5728750129,212,9.5,5728750125,141,64.9,5728750121,140,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028495,24,3,1,2,19,spvvjmk37iid7hsky9g3nce7,1,84.0,66.0,2025-05-15T17:02:52.737Z,2025-05-15T17:16:41Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728781581,233,134,5728750313,286,,5728750311,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033197,134,45,1,2,19,czkf5t3ai00ghwbga03i5aqxw,0,16.0,34.0,2025-05-15T17:02:52.737Z,2025-05-15T17:16:41Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5728780641,285,,5728780639,56,Back,5728781585,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028471,22,1,1,2,19,spvvjmk37iid7hsky9g3nce7,1,85.3,65.8,2025-05-15T17:02:53.108Z,2025-05-15T17:16:46Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728750203,56,Center,5728750209,212,7.0,5728750211,213,0.04,5728750205,140,92.0,5728750207,141,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028521,22,45,1,2,20,czkf5t3ai00ghwbga03i5aqxw,0,9.9,30.8,2025-05-15T17:02:54.025Z,2025-05-15T17:17:14Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5728750425,56,Back,5728781605,233,145,5728750427,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033175,145,3,1,2,20,spvvjmk37iid7hsky9g3nce7,1,90.1,69.2,2025-05-15T17:02:54.025Z,2025-05-15T17:17:11Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5728781103,56,Center,5728781105,286,,5728781107,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028479,21,45,1,2,21,czkf5t3ai00ghwbga03i5aqxw,0,12.4,32.2,2025-05-15T17:02:54.500Z,2025-05-15T17:17:30Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5728750245,285,,5728784407,233,23,5728750243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028473,23,3,1,2,21,spvvjmk37iid7hsky9g3nce7,1,87.6,67.8,2025-05-15T17:02:54.500Z,2025-05-15T17:17:27Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5728750227,286,,5728750225,56,Center,5728784423,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028531,25,1,1,2,23,spvvjmk37iid7hsky9g3nce7,1,87.1,65.7,2025-05-15T17:02:56.821Z,2025-05-15T17:03:00Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5728750491,212,5.7,5728750493,213,0.99,5728750487,140,90.1,5728750485,56,Center,5728750489,141,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028535,26,1,1,2,25,spvvjmk37iid7hsky9g3nce7,0,91.9,74.4,2025-05-15T17:02:59.021Z,2025-05-15T17:17:42Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5728750501,2,,5728750503,155,,5728750511,212,19.4,5728750505,56,Center,5728750513,213,4.90,5728750509,141,46.3,5728750507,140,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028545,23,12,1,2,26,czkf5t3ai00ghwbga03i5aqxw,1,3.5,52.4,2025-05-15T17:02:59.869Z,2025-05-15T17:03:03Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728750573,212,37.6,5728750571,141,100.0,5728750567,56,Back,5728750575,213,1.11,5728750595,167,,5728750577,15,,5728750569,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028549,24,5,1,2,29,czkf5t3ai00ghwbga03i5aqxw,0,22.4,101.6,2025-05-15T17:03:03.085Z,2025-05-15T17:03:08Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728750717,233,27,5728750593,347,,5728750591,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028569,27,5,1,2,29,spvvjmk37iid7hsky9g3nce7,1,77.6,-1.6,2025-05-15T17:03:03.085Z,2025-05-15T17:26:35Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5728750711,233,24,5728750695,347,,5728750693,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028683,28,1,1,2,51,spvvjmk37iid7hsky9g3nce7,0,71.4,0.0,2025-05-15T17:03:24.325Z,2025-05-15T17:18:25Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5728751385,1,,5728751377,140,89.2,5728751383,213,0.94,5728751381,212,31.7,5728751375,56,Center,5728751379,141,35.7,5728751373,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028691,25,12,1,2,52,czkf5t3ai00ghwbga03i5aqxw,1,6.6,60.6,2025-05-15T17:03:26.081Z,2025-05-15T17:03:27Z,23p0dby12ymf55wwi0xz2fnx1,M. Danielson,,,5728751415,56,Back,5728751419,141,49.7,5728751421,212,9.5,5728751423,213,5.39,5728751417,140,12.3,5728751437,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028727,26,12,1,2,54,czkf5t3ai00ghwbga03i5aqxw,1,12.4,44.3,2025-05-15T17:03:28.126Z,2025-05-15T17:03:31Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5728751587,141,62.6,5728751585,140,41.2,5728751589,212,32.7,5728751591,213,0.39,5728751583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
