id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2820661171,64,1,1,0,10,evf5hhqgnjhwjsth1m6pawxdp,0,41.6,28.9,2025-06-01T12:00:39.861Z,2025-06-01T12:06:57Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,5759993859,212,3.5,5759993861,213,5.24,5759994061,236,,5759994063,233,7,5759993857,141,24.4,5759993855,140,43.3,5759993853,56,Back,5759994067,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659297,7,74,1,0,10,ac8jow4mdkvnsv5s0och4qqm,1,60.9,72.4,2025-06-01T12:00:39.862Z,2025-06-01T14:18:13Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5759994073,233,64,5759994059,285,,5759982673,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659301,8,43,1,0,14,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-06-01T12:00:44.098Z,2025-06-01T12:07:02Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5759994179,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659349,9,1,1,0,15,ac8jow4mdkvnsv5s0och4qqm,1,78.9,41.2,2025-06-01T12:00:44.449Z,2025-06-01T12:00:50Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5759982905,213,5.16,5759982897,56,Right,5759982901,141,7.3,5759982899,140,89.4,5759982903,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659351,10,61,1,0,21,ac8jow4mdkvnsv5s0och4qqm,0,70.1,2.5,2025-06-01T12:00:50.273Z,2025-06-01T12:00:50Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5759982911,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659365,5,5,1,0,21,evf5hhqgnjhwjsth1m6pawxdp,1,30.2,101.6,2025-06-01T12:00:50.865Z,2025-06-01T14:19:00Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5759982957,347,,5759982955,56,Back,5759982975,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659355,11,5,1,0,21,ac8jow4mdkvnsv5s0och4qqm,0,69.8,-1.6,2025-06-01T12:00:50.865Z,2025-06-01T12:00:56Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5759982915,347,,5759983015,233,5,5759982913,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659411,6,1,1,0,33,evf5hhqgnjhwjsth1m6pawxdp,1,27.3,100.0,2025-06-01T12:01:02.521Z,2025-06-01T12:01:06Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5759983217,212,12.8,5759983215,141,94.2,5759983209,107,,5759983213,140,16.2,5759983219,213,3.56,5759983211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659421,7,1,1,0,36,evf5hhqgnjhwjsth1m6pawxdp,1,16.5,94.2,2025-06-01T12:01:06.025Z,2025-06-01T12:01:07Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5759983265,56,Back,5759983267,140,27.1,5759983273,213,0.19,5759983269,141,97.4,5759983271,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659427,8,1,1,0,38,evf5hhqgnjhwjsth1m6pawxdp,1,27.1,97.4,2025-06-01T12:01:07.769Z,2025-06-01T12:01:09Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5759983293,141,95.1,5759983295,212,1.6,5759983297,213,4.78,5759983291,140,27.2,5759983289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659439,9,1,1,0,39,evf5hhqgnjhwjsth1m6pawxdp,1,27.0,94.5,2025-06-01T12:01:08.873Z,2025-06-01T12:01:10Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5759983343,213,2.18,5759983335,56,Back,5759983337,140,25.0,5759983341,212,3.7,5759983339,141,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659437,12,43,1,0,40,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-06-01T12:01:09.890Z,2025-06-01T12:08:22Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5759983465,399,8s2p8s6huogpkao0lce8m5n8,5759997449,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659449,10,1,1,0,41,evf5hhqgnjhwjsth1m6pawxdp,1,24.9,98.3,2025-06-01T12:01:10.193Z,2025-06-01T12:01:12Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,5759983409,212,8.2,5759983411,213,3.85,5759983407,141,90.5,5759983393,56,Back,5759983403,140,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659457,11,1,1,0,42,evf5hhqgnjhwjsth1m6pawxdp,0,19.0,90.5,2025-06-01T12:01:12.089Z,2025-06-01T12:01:15Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5759983429,56,Left,5759983431,140,67.1,5759983433,141,92.4,5759983427,157,,5759983435,212,50.5,5759983441,1,,5759983437,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659497,14,1,1,0,46,ac8jow4mdkvnsv5s0och4qqm,1,26.2,11.7,2025-06-01T12:01:16.074Z,2025-06-01T12:01:20Z,6a6ki8j5n8w1oa3wvdc00chqt,E. Björkander,,5759983631,212,32.8,5759983625,56,Back,5759983629,141,45.7,5759983633,213,2.36,5759983627,140,4.1,5759983635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659503,15,1,1,0,51,ac8jow4mdkvnsv5s0och4qqm,1,4.1,45.7,2025-06-01T12:01:20.338Z,2025-06-01T12:01:22Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,5759983685,56,Back,5759983687,140,6.8,5759983693,213,4.82,5759983683,155,,5759983689,141,5.3,5759983691,212,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659517,16,1,1,0,53,ac8jow4mdkvnsv5s0och4qqm,0,5.3,5.5,2025-06-01T12:01:22.561Z,2025-06-01T12:01:25Z,6a6ki8j5n8w1oa3wvdc00chqt,E. Björkander,,5759983791,1,,5759983781,56,Back,5759983789,213,6.14,5759983779,157,,5759983783,140,31.8,5759983787,212,28.1,5759983785,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659533,12,5,1,0,55,evf5hhqgnjhwjsth1m6pawxdp,1,65.8,101.0,2025-06-01T12:01:24.982Z,2025-06-01T14:19:01Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,5759983843,56,Left,5759983845,347,,5759983847,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659523,17,5,1,0,55,ac8jow4mdkvnsv5s0och4qqm,0,34.2,-1.0,2025-06-01T12:01:24.982Z,2025-06-01T12:01:29Z,6a6ki8j5n8w1oa3wvdc00chqt,E. Björkander,,5759983811,347,,5759983877,233,12,5759983809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659551,13,1,1,0,59,evf5hhqgnjhwjsth1m6pawxdp,1,62.2,100.0,2025-06-01T12:01:28.745Z,2025-06-01T12:01:32Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,5759983937,107,,5759983941,140,60.3,5759983939,56,Left,5759983943,141,88.9,5759983947,213,4.49,5759983945,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659571,14,1,1,1,2,evf5hhqgnjhwjsth1m6pawxdp,1,63.6,77.5,2025-06-01T12:01:31.961Z,2025-06-01T12:01:34Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5759984029,140,60.3,5759984033,212,12.0,5759984027,56,Center,5759984031,141,60.6,5759984035,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659575,15,1,1,1,5,evf5hhqgnjhwjsth1m6pawxdp,0,61.5,55.5,2025-06-01T12:01:34.745Z,2025-06-01T12:01:35Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5759984051,56,Right,5759984053,140,69.1,5759984059,213,5.04,5759984057,212,24.8,5759984055,141,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659579,18,8,1,1,7,ac8jow4mdkvnsv5s0och4qqm,1,31.5,88.6,2025-06-01T12:01:36.321Z,2025-06-01T12:01:36Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,5759984073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659653,20,1,1,1,14,ac8jow4mdkvnsv5s0och4qqm,1,79.5,80.0,2025-06-01T12:01:43.362Z,2025-06-01T12:01:57Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,1.0,5759984747,210,13,5759984441,212,21.2,5759984437,140,95.6,5759984435,56,Center,5759984439,141,61.2,5759984749,154,,5759984443,213,5.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659657,21,13,1,1,17,ac8jow4mdkvnsv5s0och4qqm,1,93.1,63.4,2025-06-01T12:01:46.626Z,2025-06-01T18:37:27Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,5760891191,64,,5759984767,230,99.3,5759984753,29,,5759984757,55,20,5759984763,103,80.6,5759984533,20,,5760000809,23,,5759984769,231,53.4,5759984751,77,5759984463,56,Center,5759984761,102,56.0,5759984765,328,5759984755,154,,,,,,,,,,,,,,,,,,,,
2820659669,16,5,1,1,19,evf5hhqgnjhwjsth1m6pawxdp,1,-1.2,47.0,2025-06-01T12:01:48.162Z,2025-06-01T14:19:01Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5759984549,233,22,5759984531,346,,5759984529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659667,22,5,1,1,19,ac8jow4mdkvnsv5s0och4qqm,0,101.2,53.0,2025-06-01T12:01:48.162Z,2025-06-01T12:01:51Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,5759984525,56,Center,5759984567,233,16,5759984527,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659739,17,1,1,1,37,evf5hhqgnjhwjsth1m6pawxdp,1,3.6,59.3,2025-06-01T12:02:06.408Z,2025-06-01T12:02:08Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5759984991,237,,5759984981,140,7.7,5759984979,56,Back,5759984993,189,,5759984983,141,50.9,5759984987,213,5.36,5759984977,124,,5759984985,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659759,18,1,1,1,41,evf5hhqgnjhwjsth1m6pawxdp,1,11.8,43.0,2025-06-01T12:02:10.297Z,2025-06-01T12:02:13Z,1k2svnzs4woe6gpegqlrxjjf8,E. Bishesari,,5759985097,56,Back,5759985101,141,80.8,5759985105,213,0.91,5759985099,140,31.0,5759985107,1,,5759985103,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659769,19,1,1,1,44,evf5hhqgnjhwjsth1m6pawxdp,0,31.0,80.8,2025-06-01T12:02:13.546Z,2025-06-01T12:02:17Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5759985199,212,47.0,5759985191,157,,5759985201,213,0.31,5759985197,141,100.0,5759985195,140,73.6,5759985203,1,,5759985193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659773,23,56,1,1,47,ac8jow4mdkvnsv5s0och4qqm,1,24.8,4.3,2025-06-01T12:02:16.419Z,2025-06-01T12:02:22Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5759985209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659777,20,5,1,1,48,evf5hhqgnjhwjsth1m6pawxdp,0,74.4,101.4,2025-06-01T12:02:17.168Z,2025-06-01T12:02:21Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,5759985271,233,24,5759985229,347,,5759985227,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659787,24,5,1,1,48,ac8jow4mdkvnsv5s0och4qqm,1,25.6,-1.4,2025-06-01T12:02:17.168Z,2025-06-01T14:19:01Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5759985253,233,20,5759985249,56,Back,5759985251,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659889,25,1,1,2,2,ac8jow4mdkvnsv5s0och4qqm,0,24.4,0.0,2025-06-01T12:02:31.938Z,2025-06-01T12:02:33Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5759985733,107,,5759985741,212,20.4,5759985737,140,43.6,5759985739,141,3.2,5759985743,213,0.14,5759985735,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659911,22,1,1,2,7,evf5hhqgnjhwjsth1m6pawxdp,0,60.5,93.4,2025-06-01T12:02:36.569Z,2025-06-01T12:12:12Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5760005497,140,62.3,5760005673,286,,5760005501,212,2.1,5759985855,56,Left,5760005667,236,,5760005503,213,5.82,5760005499,141,92.0,5760005669,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659931,26,74,1,2,7,ac8jow4mdkvnsv5s0och4qqm,1,43.3,5.4,2025-06-01T12:02:36.570Z,2025-06-01T12:12:17Z,c9qk8n9d4130okk9go1brzskq,K. Ackermann,,5759985977,56,Back,5759985979,285,,5760005675,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820663755,103,1,1,2,12,ac8jow4mdkvnsv5s0och4qqm,1,35.2,4.7,2025-06-01T12:02:41.207Z,2025-06-01T12:13:31Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,5760008423,141,4.7,5760008425,212,9.4,5760008427,213,0.00,5760008421,140,44.2,5760008419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659943,28,1,1,2,12,ac8jow4mdkvnsv5s0och4qqm,0,46.4,4.7,2025-06-01T12:02:42.067Z,2025-06-01T12:02:43Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5759986093,233,23,5759986037,56,Back,5759986041,141,5.0,5759986101,286,,5759986043,212,5.8,5759986091,236,,5759986039,140,40.9,5759986045,213,3.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659951,23,74,1,2,12,evf5hhqgnjhwjsth1m6pawxdp,1,54.5,97.8,2025-06-01T12:02:42.068Z,2025-06-01T14:18:13Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5759986073,285,,5759986103,233,28,5759986071,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659961,24,5,1,2,14,evf5hhqgnjhwjsth1m6pawxdp,0,55.1,102.0,2025-06-01T12:02:43.762Z,2025-06-01T14:19:02Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,5759986139,56,Left,5759986141,347,,5759986171,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659957,29,5,1,2,14,ac8jow4mdkvnsv5s0och4qqm,1,44.9,-2.0,2025-06-01T12:02:43.762Z,2025-06-01T14:19:02Z,9niqy9wbsy6b03fa5iyx22gic,E. Alladoh,,5759986153,233,24,5759986119,56,Back,5759986121,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820659989,30,1,1,2,20,ac8jow4mdkvnsv5s0och4qqm,1,43.3,0.0,2025-06-01T12:02:49.314Z,2025-06-01T12:02:50Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,5759986337,213,2.37,5759986335,212,11.1,5759986331,140,35.7,5759986327,107,,5759986333,141,9.5,5759986329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660023,31,1,1,2,21,ac8jow4mdkvnsv5s0och4qqm,1,35.7,9.5,2025-06-01T12:02:50.707Z,2025-06-01T12:02:55Z,17zz0x6tm20e9yfh4q5ehaf9x,S. Martinsson Ngouali,,5759986511,1,,5759986507,212,39.2,5759986505,141,37.3,5759986499,157,,5759986503,140,68.4,5759986509,213,0.50,5759986501,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660029,32,44,1,2,26,ac8jow4mdkvnsv5s0och4qqm,1,66.4,35.1,2025-06-01T12:02:55.426Z,2025-06-01T14:18:46Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,5759986625,233,26,5759986539,56,Center,5759986541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660047,26,44,1,2,26,evf5hhqgnjhwjsth1m6pawxdp,0,33.6,64.9,2025-06-01T12:02:55.427Z,2025-06-01T14:18:47Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5759986619,56,Back,5759986621,285,,5759986629,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660031,33,61,1,2,26,ac8jow4mdkvnsv5s0och4qqm,1,68.3,38.5,2025-06-01T12:02:55.554Z,2025-06-01T12:14:10Z,32xfhqnf7sa2pyyttqac9u385,N. Bahoui,,5759986551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660027,25,61,1,2,27,evf5hhqgnjhwjsth1m6pawxdp,1,34.7,67.0,2025-06-01T12:02:56.456Z,2025-06-01T12:14:27Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,5759986523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
