id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2814692723,3,1,1,0,13,33hzf6j2rd9r50g2n4agsytkd,0,27.4,97.4,2025-05-14T17:01:08.599Z,2025-05-14T17:05:19Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726855335,1,,5726846825,141,97.2,5726846829,213,6.25,5726855327,157,,5726846823,140,31.4,5726846827,212,4.2,5726846821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692683,9,43,1,0,13,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-05-14T17:01:08.615Z,2025-05-14T17:01:20Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5726846637,56,Right,5726847033,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692719,10,4,1,0,19,6i936isoyj6d0uuxdj537uc97,1,72.2,2.6,2025-05-14T17:01:14.546Z,2025-05-14T17:01:17Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5726846891,265,,5726846887,56,Right,5726846893,286,,5726846895,233,4,5726846889,152,,5726846885,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692727,4,4,1,0,19,33hzf6j2rd9r50g2n4agsytkd,0,27.8,97.4,2025-05-14T17:01:14.547Z,2025-05-14T17:01:17Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726846861,13,,5726846867,265,,5726846863,56,Back,5726846869,285,,5726846865,152,,5726846901,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692851,11,1,1,0,42,6i936isoyj6d0uuxdj537uc97,0,71.2,3.1,2025-05-14T17:01:37.154Z,2025-05-14T17:01:40Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5726847605,213,0.93,5726847591,5,,5726847597,56,Center,5726847603,212,39.5,5726847595,152,,5726847599,140,93.6,5726847589,2,,5726847601,141,49.7,5726847593,155,5726847607,1,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692855,5,12,1,0,45,33hzf6j2rd9r50g2n4agsytkd,1,8.8,51.6,2025-05-14T17:01:40.477Z,2025-05-14T17:01:43Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5726847659,15,,5726847617,141,18.2,5726847613,56,Back,5726847619,212,27.6,5726847615,140,23.7,5726847621,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692873,12,1,1,0,47,6i936isoyj6d0uuxdj537uc97,0,78.7,66.7,2025-05-14T17:01:41.857Z,2025-05-14T17:01:42Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5726847709,56,Center,5726847719,213,4.94,5726847715,212,4.7,5726847713,141,59.9,5726847711,140,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692893,6,3,1,0,48,33hzf6j2rd9r50g2n4agsytkd,1,19.3,30.4,2025-05-14T17:01:43.517Z,2025-05-14T19:02:05Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726847841,233,13,5726847791,285,,5726847789,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692907,13,45,1,0,48,6i936isoyj6d0uuxdj537uc97,0,80.7,69.6,2025-05-14T17:01:43.517Z,2025-05-14T19:02:06Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5726847835,286,,5726847833,56,Center,5726847877,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692925,8,1,1,0,53,33hzf6j2rd9r50g2n4agsytkd,0,40.6,5.2,2025-05-14T17:01:48.504Z,2025-05-14T17:01:49Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726847947,140,53.9,5726847951,141,22.2,5726847945,56,Center,5726847955,212,18.1,5726847959,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692931,14,8,1,0,54,6i936isoyj6d0uuxdj537uc97,1,42.5,72.9,2025-05-14T17:01:49.506Z,2025-05-14T17:01:49Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5726847979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692961,16,1,1,0,57,6i936isoyj6d0uuxdj537uc97,1,38.3,86.0,2025-05-14T17:01:52.578Z,2025-05-14T17:01:54Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5726848099,140,37.2,5726848105,213,4.63,5726848103,212,13.4,5726848097,56,Back,5726848101,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692981,17,1,1,1,0,6i936isoyj6d0uuxdj537uc97,1,36.8,66.0,2025-05-14T17:01:54.849Z,2025-05-14T17:01:58Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5726848229,141,83.6,5726848227,140,23.3,5726848231,212,18.6,5726848223,56,Back,5726848233,213,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814692995,18,1,1,1,3,6i936isoyj6d0uuxdj537uc97,0,25.0,87.4,2025-05-14T17:01:58.690Z,2025-05-14T17:02:01Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5726848305,141,70.5,5726848309,213,6.06,5726848303,140,73.0,5726848299,155,,5726848307,212,51.7,5726848311,1,,5726848301,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693007,9,1,1,1,6,33hzf6j2rd9r50g2n4agsytkd,1,23.2,26.1,2025-05-14T17:02:01.382Z,2025-05-14T17:02:04Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726848381,56,Back,5726848387,141,23.6,5726848391,213,6.19,5726848379,3,,5726848385,140,41.5,5726848389,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693017,10,1,1,1,9,33hzf6j2rd9r50g2n4agsytkd,1,44.4,32.2,2025-05-14T17:02:04.166Z,2025-05-14T17:02:06Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5726848465,212,11.9,5726848461,140,44.3,5726848459,56,Back,5726848463,141,49.7,5726848467,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693053,12,1,1,1,12,33hzf6j2rd9r50g2n4agsytkd,1,53.5,45.4,2025-05-14T17:02:06.886Z,2025-05-14T17:02:13Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726848649,212,55.1,5726848645,140,92.9,5726848651,213,0.72,5726848643,56,Left,5726848647,141,98.9,5726848641,155,,5726848653,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693067,13,1,1,1,18,33hzf6j2rd9r50g2n4agsytkd,0,91.2,96.6,2025-05-14T17:02:13.567Z,2025-05-14T17:02:15Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5726848735,141,54.0,5726848739,213,4.56,5726848727,2,,5726848733,140,87.1,5726848729,155,,5726848731,56,Center,5726848737,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693113,19,12,1,1,21,6i936isoyj6d0uuxdj537uc97,1,11.7,44.2,2025-05-14T17:02:16.066Z,2025-05-14T17:02:26Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5726848961,56,Back,5726848963,140,38.9,5726848967,212,32.8,5726848965,141,20.6,5726848969,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693089,14,1,1,1,24,33hzf6j2rd9r50g2n4agsytkd,1,60.3,84.5,2025-05-14T17:02:19.238Z,2025-05-14T17:02:21Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726848833,212,10.6,5726848827,56,Center,5726848835,213,5.48,5726848831,141,73.3,5726848829,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693115,15,1,1,1,26,33hzf6j2rd9r50g2n4agsytkd,0,66.0,78.3,2025-05-14T17:02:21.318Z,2025-05-14T17:02:32Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726848977,141,89.5,5726848971,155,,5726848983,1,,5726848973,56,Left,5726848981,213,0.20,5726848975,140,100.0,5726848979,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693117,16,5,1,1,31,33hzf6j2rd9r50g2n4agsytkd,0,101.2,82.8,2025-05-14T17:02:26.114Z,2025-05-14T18:03:00Z,c8uz8jj2xzomls23oz4rcuiqy,J. Åberg,,,5726848989,346,,5726849069,233,20,5726848987,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693129,20,5,1,1,31,6i936isoyj6d0uuxdj537uc97,1,-1.2,17.2,2025-05-14T17:02:26.114Z,2025-05-14T17:02:30Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5726849047,56,Back,5726849063,233,16,5726849049,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693271,21,1,1,1,55,6i936isoyj6d0uuxdj537uc97,0,5.3,37.9,2025-05-14T17:02:50.738Z,2025-05-14T17:03:00Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726849867,212,52.1,5726849861,56,Right,5726849871,1,,5726849863,140,50.9,5726849859,124,,5726849875,74,,5726849865,141,7.7,5726849869,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693273,22,1,1,2,0,6i936isoyj6d0uuxdj537uc97,0,50.9,7.7,2025-05-14T17:02:54.898Z,2025-05-14T17:07:45Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5726849887,212,13.0,5726849883,140,63.2,5726849881,56,Right,5726849889,213,0.14,5726849877,3,,5726849885,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693275,17,44,1,2,2,33hzf6j2rd9r50g2n4agsytkd,1,36.2,82.2,2025-05-14T17:02:56.879Z,2025-05-14T19:02:09Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726849893,285,,5726850025,233,23,5726849891,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693295,23,44,1,2,2,6i936isoyj6d0uuxdj537uc97,0,63.8,17.8,2025-05-14T17:02:56.880Z,2025-05-14T19:02:09Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5726850007,286,,5726850041,233,17,5726850005,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693285,18,1,1,2,2,33hzf6j2rd9r50g2n4agsytkd,1,38.0,80.5,2025-05-14T17:02:57.383Z,2025-05-14T17:02:59Z,7ctf2925tg7mc3a05unhxsd1w,H. Ibrahim,,,5726849941,141,98.1,5726849937,56,Back,5726849943,212,14.1,5726849945,213,1.01,5726849939,140,45.1,5726849935,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693287,19,1,1,2,4,33hzf6j2rd9r50g2n4agsytkd,0,44.7,96.5,2025-05-14T17:02:58.934Z,2025-05-14T17:02:59Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5726849953,140,53.4,5726849957,212,15.4,5726849951,56,Center,5726849949,3,,5726849955,141,78.2,5726849959,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693317,24,1,1,2,8,6i936isoyj6d0uuxdj537uc97,1,40.5,29.4,2025-05-14T17:03:02.787Z,2025-05-14T17:03:04Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5726850135,213,2.02,5726850127,56,Back,5726850133,212,34.2,5726850125,155,,5726850129,140,26.3,5726850131,141,74.7,5726850137,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693381,25,1,1,2,9,6i936isoyj6d0uuxdj537uc97,1,26.3,76.3,2025-05-14T17:03:04.434Z,2025-05-14T17:03:16Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5726850441,141,50.3,5726850437,56,Back,5726850439,140,8.8,5726850445,213,3.91,5726850443,212,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693413,26,1,1,2,21,6i936isoyj6d0uuxdj537uc97,0,20.3,38.3,2025-05-14T17:03:16.210Z,2025-05-14T17:03:21Z,87x84p759ef1d1qyffeghbp3p,T. Erlandsson,,,5726850627,141,15.0,5726850621,157,,5726850633,1,,5726850623,56,Right,5726850631,213,5.98,5726850625,140,68.1,5726850629,212,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693409,20,44,1,2,24,33hzf6j2rd9r50g2n4agsytkd,1,33.1,82.6,2025-05-14T17:03:19.757Z,2025-05-14T19:02:09Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726850667,233,27,5726850607,285,,5726850605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693415,27,44,1,2,24,6i936isoyj6d0uuxdj537uc97,0,66.9,17.4,2025-05-14T17:03:19.758Z,2025-05-14T19:02:09Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5726850639,286,,5726850637,56,Right,5726850673,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693419,21,1,1,2,25,33hzf6j2rd9r50g2n4agsytkd,0,35.4,79.1,2025-05-14T17:03:20.582Z,2025-05-14T17:03:21Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5726850653,213,0.72,5726850651,212,11.7,5726850647,140,43.8,5726850643,3,,5726850649,141,90.5,5726850645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693441,28,1,1,2,28,6i936isoyj6d0uuxdj537uc97,1,57.8,11.4,2025-05-14T17:03:23.347Z,2025-05-14T17:03:24Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5726850805,212,7.0,5726850799,56,Right,5726850803,141,18.8,5726850797,3,,5726850801,140,62.4,5726850807,213,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693449,29,1,1,2,29,6i936isoyj6d0uuxdj537uc97,1,62.4,18.8,2025-05-14T17:03:24.338Z,2025-05-14T17:09:47Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5726850857,213,2.39,5726850851,140,54.5,5726850849,56,Center,5726864785,3,,5726850855,212,11.4,5726864929,156,,5726850853,141,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693469,30,1,1,2,31,6i936isoyj6d0uuxdj537uc97,1,54.4,30.4,2025-05-14T17:03:25.890Z,2025-05-14T17:03:28Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5726850943,213,6.11,5726850941,212,19.1,5726850937,140,72.3,5726850939,141,25.5,5726850935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693451,22,83,1,2,31,33hzf6j2rd9r50g2n4agsytkd,0,29.0,72.7,2025-05-14T17:03:26.126Z,2025-05-14T17:03:29Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726850973,399,8uzx6yb66zjn0ke2rwqlg7wus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693473,31,50,1,2,32,6i936isoyj6d0uuxdj537uc97,1,71.8,26.2,2025-05-14T17:03:26.812Z,2025-05-14T18:03:17Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5726850969,233,23,5726850961,56,Center,5726850963,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693463,23,7,1,2,32,33hzf6j2rd9r50g2n4agsytkd,0,28.2,73.8,2025-05-14T17:03:26.813Z,2025-05-14T18:03:17Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5726850905,56,Back,5726850965,233,31,5726850907,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693495,32,1,1,2,34,6i936isoyj6d0uuxdj537uc97,1,55.2,22.1,2025-05-14T17:03:29.099Z,2025-05-14T17:10:11Z,bpzni5riygngh99pfbcu8f78q,A. Damnjanovic Nilsson,,,5726851107,56,Center,5726851117,1,,5726851111,141,73.5,5726851109,140,67.3,5726851115,213,1.22,5726851105,155,,5726851113,212,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693497,33,1,1,2,36,6i936isoyj6d0uuxdj537uc97,0,69.9,70.8,2025-05-14T17:03:31.026Z,2025-05-14T17:10:15Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5726851147,56,Center,5726851151,141,56.4,5726851153,212,24.7,5726851155,213,5.88,5726851145,3,,5726851149,140,91.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693623,26,1,1,2,57,33hzf6j2rd9r50g2n4agsytkd,0,12.1,46.3,2025-05-14T17:03:52.613Z,2025-05-14T17:03:55Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5726851829,140,61.5,5726851825,198,,5726851837,1,,5726851831,141,72.9,5726851823,157,,5726851835,213,0.34,5726851833,212,54.9,5726851827,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693631,34,44,1,2,59,6i936isoyj6d0uuxdj537uc97,1,36.0,29.8,2025-05-14T17:03:54.324Z,2025-05-14T19:02:10Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5726851875,285,,5726851905,233,27,5726851873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693627,27,44,1,2,59,33hzf6j2rd9r50g2n4agsytkd,0,64.0,70.2,2025-05-14T17:03:54.325Z,2025-05-14T19:02:10Z,4psxc0t1nm2o7a984utuzwciy,I. Diabate,,,5726851911,233,34,5726851857,286,,5726851855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2814693633,35,1,1,3,0,6i936isoyj6d0uuxdj537uc97,0,31.9,34.5,2025-05-14T17:03:54.962Z,2025-05-14T17:03:55Z,bdw87kq6mx8rdkkpb9w5nar1m,F. Schyberg,,,5726851883,141,27.3,5726851885,212,13.1,5726851877,3,,5726851881,140,43.5,5726851879,56,Back,5726851887,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
