id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/13/value
2818809993,19,45,1,1,38,93ohqui2qgqm8408viwmm1ken,0,43.4,92.7,2025-05-25T12:05:09.695Z,2025-05-25T12:57:22Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5749624535,285,,5749624533,56,Back,5749649987,233,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814581,119,3,1,1,38,evf5hhqgnjhwjsth1m6pawxdp,1,56.6,7.3,2025-05-25T12:05:09.695Z,2025-05-25T12:57:22Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5749649933,286,,5749649931,56,Right,5749649957,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818814823,128,61,1,1,40,evf5hhqgnjhwjsth1m6pawxdp,0,60.8,5.4,2025-05-25T12:05:12.138Z,2025-05-25T12:16:57Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5749651737,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810031,21,1,1,1,43,93ohqui2qgqm8408viwmm1ken,1,28.8,74.5,2025-05-25T12:05:14.791Z,2025-05-25T12:05:17Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5749624689,213,4.83,5749624681,56,Back,5749624685,141,69.1,5749624683,140,29.2,5749624687,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810055,22,1,1,1,45,93ohqui2qgqm8408viwmm1ken,1,29.1,65.5,2025-05-25T12:05:16.974Z,2025-05-25T12:05:20Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5749624773,213,4.76,5749624769,141,38.3,5749624765,56,Back,5749624767,140,30.0,5749624771,212,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810091,23,1,1,1,49,93ohqui2qgqm8408viwmm1ken,1,31.2,34.8,2025-05-25T12:05:20.389Z,2025-05-25T12:05:25Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5749624925,212,31.7,5749624923,141,6.4,5749624927,213,5.63,5749624919,56,Right,5749624921,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810095,24,61,1,1,54,93ohqui2qgqm8408viwmm1ken,0,67.3,6.4,2025-05-25T12:05:25.550Z,2025-05-25T12:17:39Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5749624935,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810103,17,61,1,1,54,evf5hhqgnjhwjsth1m6pawxdp,0,32.7,93.6,2025-05-25T12:05:25.551Z,2025-05-25T12:17:42Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5749624981,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810123,18,5,1,1,55,evf5hhqgnjhwjsth1m6pawxdp,0,30.4,101.5,2025-05-25T12:05:27.118Z,2025-05-25T12:09:32Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5749625077,56,Back,5749625111,233,25,5749625079,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810109,25,5,1,1,55,93ohqui2qgqm8408viwmm1ken,1,69.6,-1.5,2025-05-25T12:05:27.118Z,2025-05-25T12:09:32Z,1pkp4fqrgj87mk6x7lhryt6vo,A. Skogmar,,,5749625009,56,Right,5749625011,347,,5749625105,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810205,26,1,1,2,12,93ohqui2qgqm8408viwmm1ken,1,68.2,0.0,2025-05-25T12:05:43.591Z,2025-05-25T12:18:07Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749625519,212,24.0,5749625511,107,,5749625523,1,,5749625521,213,2.52,5749625515,140,49.6,5749625513,56,Back,5749625517,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810213,27,1,1,2,15,93ohqui2qgqm8408viwmm1ken,1,49.8,18.9,2025-05-25T12:05:46.758Z,2025-05-25T12:05:48Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5749625551,140,58.5,5749625553,141,10.0,5749625555,212,11.0,5749625549,56,Right,5749625557,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810225,28,1,1,2,16,93ohqui2qgqm8408viwmm1ken,1,59.6,9.8,2025-05-25T12:05:48.118Z,2025-05-25T12:18:23Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749625639,212,5.9,5749625633,56,Right,5749625635,140,63.0,5749625641,213,0.92,5749625637,141,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810233,29,1,1,2,19,93ohqui2qgqm8408viwmm1ken,0,60.4,12.5,2025-05-25T12:05:50.831Z,2025-05-25T12:05:51Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5749625667,141,9.1,5749625671,213,5.65,5749625665,140,63.4,5749625669,212,3.9,5749625663,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810237,19,8,1,2,20,evf5hhqgnjhwjsth1m6pawxdp,1,32.5,96.6,2025-05-25T12:05:51.686Z,2025-05-25T12:05:51Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5749625683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810247,20,5,1,2,21,evf5hhqgnjhwjsth1m6pawxdp,0,34.6,101.6,2025-05-25T12:05:52.815Z,2025-05-25T12:05:56Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5749625719,56,Back,5749625755,233,30,5749625721,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810253,30,5,1,2,21,93ohqui2qgqm8408viwmm1ken,1,65.4,-1.6,2025-05-25T12:05:52.815Z,2025-05-25T12:09:33Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5749625735,233,20,5749625729,56,Right,5749625731,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810325,31,1,1,2,30,93ohqui2qgqm8408viwmm1ken,0,65.1,0.0,2025-05-25T12:06:01.383Z,2025-05-25T12:18:43Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749626109,56,Right,5749626115,212,17.8,5749626113,141,10.9,5749626117,213,0.50,5749626111,140,80.0,5749626107,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810331,21,44,1,2,31,evf5hhqgnjhwjsth1m6pawxdp,1,20.0,90.7,2025-05-25T12:06:02.495Z,2025-05-25T12:42:33Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749626135,56,Back,5749626183,233,32,5749626137,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810335,32,44,1,2,31,93ohqui2qgqm8408viwmm1ken,0,80.0,9.3,2025-05-25T12:06:02.496Z,2025-05-25T12:42:33Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5749626149,286,,5749626147,56,Right,5749626189,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810339,22,12,1,2,31,evf5hhqgnjhwjsth1m6pawxdp,1,19.8,93.2,2025-05-25T12:06:03.080Z,2025-05-25T12:19:02Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749626165,56,Back,5749656267,167,,5749626171,212,9.2,5749656265,15,,5749626167,140,26.8,5749626169,141,100.0,5749626173,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810341,23,5,1,2,32,evf5hhqgnjhwjsth1m6pawxdp,0,25.8,101.6,2025-05-25T12:06:03.749Z,2025-05-25T12:06:08Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5749626175,56,Back,5749626177,347,,5749626289,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810349,33,5,1,2,32,93ohqui2qgqm8408viwmm1ken,1,74.2,-1.6,2025-05-25T12:06:03.749Z,2025-05-25T12:09:33Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5749626279,233,23,5749626273,347,,5749626271,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818810423,34,1,1,2,45,93ohqui2qgqm8408viwmm1ken,1,73.6,0.0,2025-05-25T12:06:16.334Z,2025-05-25T12:06:17Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5749626749,56,Right,5749626757,213,1.38,5749626755,212,11.4,5749626753,141,14.4,5749626751,140,75.7,5749626747,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
