id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2792852231,3,12,1,0,21,ac8jow4mdkvnsv5s0och4qqm,1,10.9,8.8,2025-03-29T16:31:19.284Z,2025-03-29T16:31:20Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5606470447,140,8.8,5606470453,213,4.42,5606470451,212,7.7,5606470445,56,Back,5606470449,141,0.0,5606470559,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792852239,4,5,1,0,21,ac8jow4mdkvnsv5s0och4qqm,0,7.9,-1.4,2025-03-29T16:31:19.615Z,2025-03-29T17:17:23Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5606470491,56,Back,5606470611,233,9,5606470493,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792852211,9,5,1,0,21,9zqn9ugvg64it0lr5z8cq4g9v,1,92.1,101.4,2025-03-29T16:31:19.615Z,2025-03-29T17:17:23Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5606470323,56,Left,5606470325,347,,5606470591,233,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853379,10,1,1,0,59,9zqn9ugvg64it0lr5z8cq4g9v,1,92.4,100.0,2025-03-29T16:31:58.121Z,2025-03-29T16:32:00Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5606476371,212,13.8,5606476367,140,83.4,5606476373,213,3.96,5606476363,107,,5606476369,141,86.6,5606476365,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853409,11,1,1,1,1,9zqn9ugvg64it0lr5z8cq4g9v,1,83.4,86.9,2025-03-29T16:31:59.817Z,2025-03-29T16:32:00Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5606476547,56,Left,5606476553,141,79.4,5606476559,213,5.63,5606476549,140,89.7,5606476557,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853453,12,1,1,1,2,9zqn9ugvg64it0lr5z8cq4g9v,1,89.7,79.4,2025-03-29T16:32:00.696Z,2025-03-29T16:32:02Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5606476715,213,2.68,5606476779,156,,5606476705,56,Left,5606476709,141,87.5,5606476707,140,79.2,5606476711,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853497,13,1,1,1,4,9zqn9ugvg64it0lr5z8cq4g9v,0,79.2,87.5,2025-03-29T16:32:02.263Z,2025-03-29T16:32:03Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5606476945,141,73.8,5606476949,213,5.85,5606476943,140,98.2,5606476941,56,Center,5606476947,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853577,5,61,1,1,7,ac8jow4mdkvnsv5s0och4qqm,0,4.6,14.4,2025-03-29T16:32:05.238Z,2025-03-29T16:32:05Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5606477343,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853629,6,5,1,1,8,ac8jow4mdkvnsv5s0och4qqm,0,2.0,-1.4,2025-03-29T16:32:06.680Z,2025-03-29T16:32:10Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5606477671,56,Back,5606477673,347,,5606478039,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853671,14,5,1,1,8,9zqn9ugvg64it0lr5z8cq4g9v,1,98.0,101.4,2025-03-29T16:32:06.680Z,2025-03-29T17:17:24Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5606478015,233,6,5606477961,347,,5606477955,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853847,15,1,1,1,14,9zqn9ugvg64it0lr5z8cq4g9v,1,97.8,100.0,2025-03-29T16:32:12.793Z,2025-03-29T16:32:14Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5606478863,56,Left,5606478867,141,90.8,5606478861,107,,5606478871,213,3.86,5606478865,140,89.8,5606478869,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853873,16,1,1,1,15,9zqn9ugvg64it0lr5z8cq4g9v,1,89.8,90.8,2025-03-29T16:32:14.153Z,2025-03-29T16:32:15Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5606479005,141,93.6,5606479009,213,0.45,5606479001,56,Left,5606479007,212,4.4,5606479003,140,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792853923,17,1,1,1,16,9zqn9ugvg64it0lr5z8cq4g9v,1,93.6,93.6,2025-03-29T16:32:15.033Z,2025-03-29T16:32:16Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5606479245,212,12.2,5606479239,56,Center,5606479243,141,76.6,5606479247,213,4.39,5606479241,140,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854001,18,1,1,1,17,9zqn9ugvg64it0lr5z8cq4g9v,1,89.9,76.6,2025-03-29T16:32:16.073Z,2025-03-29T16:32:18Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5606479659,56,Left,5606479661,140,90.3,5606479667,213,1.50,5606479663,141,85.1,5606479665,212,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854021,19,1,1,1,20,9zqn9ugvg64it0lr5z8cq4g9v,1,94.9,85.0,2025-03-29T16:32:18.650Z,2025-03-29T16:32:19Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5606479803,141,97.5,5606479801,140,95.6,5606479807,213,1.48,5606479805,212,8.5,5606479799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854075,20,1,1,1,21,9zqn9ugvg64it0lr5z8cq4g9v,1,95.6,97.5,2025-03-29T16:32:19.577Z,2025-03-29T16:32:21Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5606480089,141,96.2,5606480085,56,Left,5606480097,213,3.23,5606480087,140,85.9,5606480091,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854131,21,1,1,1,22,9zqn9ugvg64it0lr5z8cq4g9v,1,84.3,93.6,2025-03-29T16:32:20.825Z,2025-03-29T16:32:22Z,9l9q0mke2dk7pwbzlfqixmcmi,Z. Inoussa,,,5606480397,56,Left,5606480409,212,12.8,5606480407,141,97.4,5606480401,140,72.4,5606480411,213,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854207,22,1,1,1,24,9zqn9ugvg64it0lr5z8cq4g9v,1,71.2,93.3,2025-03-29T16:32:22.665Z,2025-03-29T16:32:24Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606480815,56,Center,5606480821,140,80.2,5606480835,213,5.42,5606480825,141,77.0,5606480829,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854329,23,1,1,1,25,9zqn9ugvg64it0lr5z8cq4g9v,1,76.7,79.1,2025-03-29T16:32:23.649Z,2025-03-29T16:39:29Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5606481493,141,83.9,5606481481,56,Left,5606481503,213,2.96,5606481487,140,60.0,5606481499,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792868801,140,1,1,1,26,9zqn9ugvg64it0lr5z8cq4g9v,1,52.1,77.1,2025-03-29T16:32:24.619Z,2025-03-29T16:40:05Z,17jltcnnaha4707duh52hirit,M. Lode,,,5606563383,140,59.5,5606563395,213,0.91,5606563379,56,Left,5606563391,212,12.7,5606563387,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792870663,152,1,1,1,28,9zqn9ugvg64it0lr5z8cq4g9v,1,51.0,89.3,2025-03-29T16:32:27.037Z,2025-03-29T16:40:53Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606571993,56,Back,5606571999,212,31.9,5606571995,140,24.4,5606572001,213,3.64,5606571997,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854373,24,43,1,1,29,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-03-29T16:32:27.688Z,2025-03-29T16:41:16Z,xtbkmjbqwop0n2jvmnovidp1,A. Linde,,,5606481727,56,Left,5606481733,212,7.4,5606481731,141,94.1,5606481735,213,1.21,5606576157,144,1,5606481729,140,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854585,25,43,1,1,30,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-03-29T16:32:28.825Z,2025-03-29T16:41:19Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606482857,56,Back,5606482865,213,3.72,5606482859,140,24.0,5606576637,144,1,5606482861,141,55.1,5606482867,1,0,5606482863,212,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854713,26,1,1,1,37,9zqn9ugvg64it0lr5z8cq4g9v,1,24.0,55.1,2025-03-29T16:32:36.091Z,2025-03-29T16:32:40Z,xtbkmjbqwop0n2jvmnovidp1,A. Linde,,,5606483591,140,26.5,5606483597,213,1.43,5606483593,141,83.0,5606483589,56,Back,5606483595,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854779,27,1,1,1,42,9zqn9ugvg64it0lr5z8cq4g9v,1,29.2,78.1,2025-03-29T16:32:40.362Z,2025-03-29T16:32:42Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606483981,212,14.8,5606483975,56,Back,5606483979,141,80.2,5606483983,213,0.10,5606483977,140,43.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854809,28,1,1,1,44,9zqn9ugvg64it0lr5z8cq4g9v,1,43.2,80.2,2025-03-29T16:32:42.506Z,2025-03-29T16:32:43Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5606484083,212,13.3,5606484153,156,,5606484077,56,Back,5606484087,213,4.17,5606484081,141,63.4,5606484079,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854867,29,1,1,1,46,9zqn9ugvg64it0lr5z8cq4g9v,1,36.7,63.4,2025-03-29T16:32:44.330Z,2025-03-29T16:32:45Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5606484415,212,16.3,5606484407,140,22.7,5606484411,141,73.8,5606484403,56,Back,5606484417,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854911,30,1,1,1,46,9zqn9ugvg64it0lr5z8cq4g9v,1,22.7,73.8,2025-03-29T16:32:45.130Z,2025-03-29T16:32:46Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606484637,140,26.2,5606484647,213,4.83,5606484639,141,28.3,5606484635,56,Back,5606484643,212,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792854981,31,1,1,1,48,9zqn9ugvg64it0lr5z8cq4g9v,1,29.4,32.1,2025-03-29T16:32:46.474Z,2025-03-29T16:32:48Z,17jltcnnaha4707duh52hirit,M. Lode,,,5606485001,141,5.5,5606484999,140,34.9,5606484997,56,Back,5606485003,212,19.0,5606485005,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855021,32,1,1,1,50,9zqn9ugvg64it0lr5z8cq4g9v,1,34.2,5.9,2025-03-29T16:32:48.554Z,2025-03-29T16:32:50Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5606485205,140,42.0,5606485209,212,8.5,5606485207,141,2.5,5606485213,213,6.01,5606485203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855089,33,1,1,1,52,9zqn9ugvg64it0lr5z8cq4g9v,1,37.7,4.4,2025-03-29T16:32:50.410Z,2025-03-29T16:32:52Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5606485605,56,Back,5606485609,141,16.1,5606485611,212,10.3,5606485607,140,31.4,5606485613,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855213,34,1,1,1,54,9zqn9ugvg64it0lr5z8cq4g9v,1,31.1,13.1,2025-03-29T16:32:52.649Z,2025-03-29T16:32:56Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5606486341,213,0.08,5606486337,212,3.6,5606486331,141,13.5,5606486323,56,Back,5606486327,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855239,35,1,1,1,57,9zqn9ugvg64it0lr5z8cq4g9v,1,34.5,13.5,2025-03-29T16:32:56.170Z,2025-03-29T16:42:01Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5606486453,212,9.4,5606486441,56,Back,5606486455,213,2.46,5606486503,156,,5606486445,140,27.6,5606486449,141,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855369,36,1,1,2,1,9zqn9ugvg64it0lr5z8cq4g9v,1,58.4,19.7,2025-03-29T16:32:59.210Z,2025-03-29T16:42:13Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5606487103,140,65.7,5606487107,212,8.3,5606487101,56,Center,5606487109,213,0.39,5606487105,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855385,37,1,1,2,1,9zqn9ugvg64it0lr5z8cq4g9v,0,66.1,28.3,2025-03-29T16:33:00.122Z,2025-03-29T16:33:00Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5606487193,213,0.96,5606487185,56,Center,5606487189,141,56.0,5606487187,140,78.6,5606487191,212,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855535,8,1,1,2,5,ac8jow4mdkvnsv5s0och4qqm,1,23.3,25.9,2025-03-29T16:33:03.991Z,2025-03-29T16:33:05Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5606487973,140,31.6,5606487965,56,Back,5606487979,141,32.5,5606487985,212,9.8,5606487989,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855619,9,1,1,2,7,ac8jow4mdkvnsv5s0och4qqm,1,32.1,33.7,2025-03-29T16:33:05.430Z,2025-03-29T16:33:08Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5606488393,213,3.44,5606488389,141,28.3,5606488385,56,Back,5606488387,140,20.9,5606488391,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855729,10,1,1,2,9,ac8jow4mdkvnsv5s0och4qqm,1,20.9,28.9,2025-03-29T16:33:08.007Z,2025-03-29T16:33:11Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5606488987,141,54.9,5606488983,56,Back,5606488991,213,1.62,5606488985,140,20.1,5606488989,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855783,11,61,1,2,13,ac8jow4mdkvnsv5s0och4qqm,1,21.1,55.0,2025-03-29T16:33:11.559Z,2025-03-29T16:43:37Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5606601461,238,,5606489267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792855795,12,5,1,2,15,ac8jow4mdkvnsv5s0och4qqm,0,19.5,-1.2,2025-03-29T16:33:13.208Z,2025-03-29T16:43:02Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5606595015,347,,5606489307,56,Back,5606594333,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792856625,38,5,1,2,15,9zqn9ugvg64it0lr5z8cq4g9v,1,80.5,101.2,2025-03-29T16:33:13.208Z,2025-03-29T17:17:24Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606594987,347,,5606493467,56,Left,5606594273,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792880449,201,1,1,2,16,9zqn9ugvg64it0lr5z8cq4g9v,0,74.6,100.0,2025-03-29T16:33:14.640Z,2025-03-29T16:46:14Z,9l9q0mke2dk7pwbzlfqixmcmi,Z. Inoussa,,,5606628097,140,89.6,5606628093,107,,5606628319,238,,5606628109,213,5.66,5606628105,212,19.5,5606628591,189,,5606628099,141,83.8,5606628095,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792856765,13,1,1,2,34,ac8jow4mdkvnsv5s0och4qqm,0,8.8,45.8,2025-03-29T16:33:32.841Z,2025-03-29T16:45:34Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5606603553,189,,5606494195,140,12.0,5606494199,212,12.3,5606494201,213,4.99,5606494193,56,Back,5606494197,141,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792857031,14,1,1,2,43,ac8jow4mdkvnsv5s0och4qqm,1,19.2,20.4,2025-03-29T16:33:41.703Z,2025-03-29T16:33:56Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,1.0,,5606496839,154,,5606495653,56,Center,5606495657,140,89.4,5606495669,213,0.12,5606495665,212,74.3,5606495661,141,33.7,5606495673,1,,5606496837,210,14,5606495649,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792857175,41,51,1,2,49,9zqn9ugvg64it0lr5z8cq4g9v,1,7.3,62.2,2025-03-29T16:33:47.660Z,2025-03-29T17:18:24Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5606496603,169,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792857045,15,14,1,2,50,ac8jow4mdkvnsv5s0och4qqm,1,93.0,33.1,2025-03-29T16:33:48.582Z,2025-03-29T17:29:19Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5606495723,56,Center,5606496899,55,14,5606496895,29,,5606495719,22,,5606496907,102,44.5,5606874583,75,,5606496915,103,7.0,5606496935,231,46.2,5606496127,20,5606495721,63,5606586413,468,41,5606496921,214,5606496933,230,98.8,5606496927,328,5606496897,154,,,,,,,,,,,,,,,,
