id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2820710911,30,1,1,1,24,spvvjmk37iid7hsky9g3nce7,1,22.7,29.5,2025-06-01T14:32:46.866Z,2025-06-01T14:32:49Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760276345,212,22.3,5760276339,56,Back,5760276343,141,60.0,5760276347,213,1.95,5760276341,140,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710921,31,1,1,1,27,spvvjmk37iid7hsky9g3nce7,1,19.3,63.7,2025-06-01T14:32:49.219Z,2025-06-01T14:32:50Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760276401,213,0.21,5760276393,56,Back,5760276395,140,23.8,5760276399,212,4.8,5760276397,141,65.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710923,32,1,1,1,28,spvvjmk37iid7hsky9g3nce7,1,24.1,65.2,2025-06-01T14:32:50.850Z,2025-06-01T14:47:03Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760276407,140,19.8,5760276413,213,2.93,5760276417,156,,5760276409,141,66.6,5760276405,56,Back,5760276411,212,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710929,33,1,1,1,33,spvvjmk37iid7hsky9g3nce7,1,22.0,66.7,2025-06-01T14:32:55.346Z,2025-06-01T14:32:56Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760276465,213,5.64,5760276461,141,60.3,5760276459,140,27.5,5760276463,212,7.2,5760276457,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710941,34,1,1,1,34,spvvjmk37iid7hsky9g3nce7,1,28.4,59.7,2025-06-01T14:32:56.242Z,2025-06-01T14:47:29Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760276503,212,5.0,5760276497,56,Back,5760276499,140,25.1,5760276505,213,2.35,5760302205,156,,5760276501,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820715445,260,1,1,1,35,spvvjmk37iid7hsky9g3nce7,1,20.9,61.5,2025-06-01T14:32:57.646Z,2025-06-01T14:48:02Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760302943,213,6.27,5760302939,141,61.3,5760302935,56,Back,5760302937,140,29.9,5760302941,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710943,35,1,1,1,36,spvvjmk37iid7hsky9g3nce7,1,30.4,68.8,2025-06-01T14:32:58.098Z,2025-06-01T14:32:58Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5760276523,156,,5760276511,56,Back,5760276517,212,7.0,5760276513,140,23.8,5760276515,141,66.9,5760276519,213,3.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710973,36,1,1,1,40,spvvjmk37iid7hsky9g3nce7,1,26.3,54.6,2025-06-01T14:33:02.626Z,2025-06-01T14:33:05Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5760276683,56,Back,5760276689,212,17.0,5760276685,140,27.2,5760276691,213,4.77,5760276687,141,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710979,37,1,1,1,43,spvvjmk37iid7hsky9g3nce7,1,27.8,28.5,2025-06-01T14:33:05.362Z,2025-06-01T14:33:07Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5760276721,141,4.0,5760276719,140,39.6,5760276723,212,20.8,5760276717,56,Back,5760276725,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710983,38,1,1,1,45,spvvjmk37iid7hsky9g3nce7,1,40.5,4.4,2025-06-01T14:33:07.698Z,2025-06-01T14:33:10Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5760276787,140,40.8,5760276793,213,1.54,5760276791,212,11.4,5760276789,141,21.2,5760276785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710985,39,50,1,1,48,spvvjmk37iid7hsky9g3nce7,1,43.3,19.1,2025-06-01T14:33:10.274Z,2025-06-01T15:24:37Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5760276835,233,15,5760276811,286,,5760276809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710987,15,7,1,1,48,durq4oppf7c08tnbzrlebt0uz,1,56.7,80.9,2025-06-01T14:33:10.275Z,2025-06-01T15:24:37Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5760276813,56,Left,5760276815,285,,5760276819,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710993,17,1,1,1,49,durq4oppf7c08tnbzrlebt0uz,1,48.5,91.5,2025-06-01T14:33:11.924Z,2025-06-01T14:33:13Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5760276845,212,15.6,5760276839,56,Back,5760276843,141,82.3,5760276847,213,3.55,5760276841,140,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820710995,18,1,1,1,50,durq4oppf7c08tnbzrlebt0uz,1,34.9,82.3,2025-06-01T14:33:12.499Z,2025-06-01T14:33:13Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5760276857,212,16.1,5760276853,140,49.3,5760276851,56,Back,5760276859,213,5.93,5760276855,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820711001,19,1,1,1,51,durq4oppf7c08tnbzrlebt0uz,1,49.3,74.2,2025-06-01T14:33:13.395Z,2025-06-01T14:33:48Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,1.0,,5760276893,140,63.8,5760277547,210,15,5760276897,212,20.8,5760276895,141,53.4,5760276899,213,5.53,5760276891,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
