id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2820660597,7,57,1,0,22,93ohqui2qgqm8408viwmm1ken,1,71.3,100.0,2025-06-01T12:04:37.578Z,2025-06-01T12:17:00Z,,,,5759989595,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660625,8,1,1,0,28,93ohqui2qgqm8408viwmm1ken,1,71.3,100.0,2025-06-01T12:04:43.095Z,2025-06-01T12:04:45Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5759989737,141,93.6,5759989733,56,Left,5759989741,213,3.52,5759989739,212,15.5,5759989731,107,,5759989735,140,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660639,9,1,1,0,30,93ohqui2qgqm8408viwmm1ken,1,58.4,88.7,2025-06-01T12:04:45.462Z,2025-06-01T12:04:48Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,5759989815,213,4.13,5759989811,141,57.9,5759989813,212,25.1,5759989809,140,45.3,5759989807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660667,10,1,1,0,33,93ohqui2qgqm8408viwmm1ken,1,45.6,56.0,2025-06-01T12:04:48.614Z,2025-06-01T12:04:54Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5759989977,141,72.3,5759989983,1,,5759989979,212,54.8,5759989973,56,Center,5759989971,155,,5759989981,213,0.20,5759989975,140,96.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660669,11,3,1,0,38,93ohqui2qgqm8408viwmm1ken,0,95.6,72.6,2025-06-01T12:04:53.686Z,2025-06-01T12:04:57Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5759989991,286,,5759989989,56,Center,5759990081,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660681,5,7,1,0,38,9zqn9ugvg64it0lr5z8cq4g9v,1,4.4,27.4,2025-06-01T12:04:53.687Z,2025-06-01T12:04:57Z,7sez5w47trh4xnngir0epzl04,S. Jansson,,5759990033,167,,5759990035,56,Back,5759990037,285,,5759990057,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660703,6,6,1,0,40,9zqn9ugvg64it0lr5z8cq4g9v,0,0.0,22.3,2025-06-01T12:04:55.174Z,2025-06-01T12:16:58Z,7sez5w47trh4xnngir0epzl04,S. Jansson,,5759990167,56,Back,5759990193,233,12,5759990169,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660693,12,6,1,0,40,93ohqui2qgqm8408viwmm1ken,1,100.0,77.7,2025-06-01T12:04:55.174Z,2025-06-01T12:16:58Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5759990165,73,,5759990163,56,Center,5759990183,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660855,13,1,1,1,8,93ohqui2qgqm8408viwmm1ken,1,99.5,99.5,2025-06-01T12:05:23.159Z,2025-06-01T12:05:56Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,1.0,5759991021,212,29.7,5759991007,2,,5759991009,6,,5759991951,154,,5759991023,213,4.39,5759991015,56,Center,5759991017,140,90.4,5759991949,210,15,5759991013,223,5759991019,141,58.1,5759991011,155,,,,,,,,,,,,,,,,,,,,,,,
2820660859,14,15,1,1,9,93ohqui2qgqm8408viwmm1ken,1,91.1,57.0,2025-06-01T12:05:24.982Z,2025-06-01T12:18:51Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,5759991459,231,52.0,5759991265,82,,5759991453,146,94.5,5759991457,230,99.4,5759991033,17,,5760006813,76,,5759991967,154,,5759991451,100,,5759991445,103,5759991969,55,13,5760018745,139,19,5759991439,15,5759991437,25,5759991447,328,5759991965,29,5759991443,102,52.8,5759991455,147,55.4,5759991035,56,Center,,,,,
2820660837,7,43,1,1,10,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-06-01T12:05:25.082Z,2025-06-01T12:17:40Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,5759990925,56,Back,5759991493,233,14,5759990923,94,0,5760017227,144,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660873,15,43,1,1,10,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-06-01T12:05:25.447Z,2025-06-01T12:17:31Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5760016979,144,61,5759991091,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820665459,143,61,1,1,10,93ohqui2qgqm8408viwmm1ken,1,96.4,53.2,2025-06-01T12:05:25.626Z,2025-06-01T12:18:50Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,5760019325,56,Center,5760019529,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660845,8,5,1,1,11,9zqn9ugvg64it0lr5z8cq4g9v,1,-1.4,30.2,2025-06-01T12:05:26.912Z,2025-06-01T12:18:27Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,5759991179,346,,5759995519,233,16,5759990945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660875,16,5,1,1,11,93ohqui2qgqm8408viwmm1ken,0,101.4,69.8,2025-06-01T12:05:26.912Z,2025-06-01T12:18:29Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,5759991101,56,Center,5759995461,233,8,5759991103,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660913,9,1,1,1,21,9zqn9ugvg64it0lr5z8cq4g9v,1,4.7,45.7,2025-06-01T12:05:36.648Z,2025-06-01T12:07:37Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,5759991317,212,19.0,5759991319,213,1.23,5759991313,140,10.7,5759995653,237,,5759995651,124,,5759991311,56,Back,5759991315,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660941,10,1,1,1,23,9zqn9ugvg64it0lr5z8cq4g9v,1,10.7,72.0,2025-06-01T12:05:38.471Z,2025-06-01T12:05:44Z,17jltcnnaha4707duh52hirit,M. Lode,,5759991569,140,20.8,5759991573,212,17.3,5759991575,213,0.91,5759991567,56,Back,5759991571,141,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660945,11,4,1,1,29,9zqn9ugvg64it0lr5z8cq4g9v,1,32.7,89.2,2025-06-01T12:05:44.168Z,2025-06-01T12:05:48Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,5759991705,285,,5759991665,56,Back,5759991667,152,,5759991677,233,17,5759991669,265,,5759991663,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660947,17,4,1,1,29,93ohqui2qgqm8408viwmm1ken,0,67.3,10.8,2025-06-01T12:05:44.169Z,2025-06-01T12:05:49Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,5759991685,286,,5759991641,13,,5759991645,152,,5759991647,265,,5759991687,233,11,5759991643,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820660995,12,1,1,1,36,9zqn9ugvg64it0lr5z8cq4g9v,1,31.1,90.8,2025-06-01T12:05:51.784Z,2025-06-01T12:19:20Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,5759991895,213,5.32,5759991889,140,37.7,5759991883,5,,5759991891,141,76.1,5759991887,56,Back,5759991885,152,,5759991893,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661011,13,1,1,1,40,9zqn9ugvg64it0lr5z8cq4g9v,1,37.7,76.1,2025-06-01T12:05:55.143Z,2025-06-01T12:05:56Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,5759991989,141,93.2,5759991981,56,Back,5759991985,140,28.7,5759991999,213,2.25,5759991993,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661021,14,1,1,1,41,9zqn9ugvg64it0lr5z8cq4g9v,0,30.3,90.4,2025-06-01T12:05:56.471Z,2025-06-01T12:19:40Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,5759992043,1,,5759992025,155,,5759992035,140,40.9,5759992037,141,37.4,5759992033,56,Back,5759992039,212,37.7,5759992041,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661039,18,1,1,1,44,93ohqui2qgqm8408viwmm1ken,0,62.8,70.6,2025-06-01T12:05:59.062Z,2025-06-01T12:05:59Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5759992083,141,71.2,5759992079,56,Center,5759992085,212,11.8,5759992077,3,,5759992081,140,74.0,5759992087,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661073,15,1,1,1,46,9zqn9ugvg64it0lr5z8cq4g9v,1,26.6,24.6,2025-06-01T12:06:01.368Z,2025-06-01T12:06:06Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,5759992309,141,4.4,5759992303,155,,5759992313,213,5.34,5759992307,140,36.1,5759992305,56,Back,5759992311,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661085,16,1,1,1,51,9zqn9ugvg64it0lr5z8cq4g9v,1,36.1,4.4,2025-06-01T12:06:06.294Z,2025-06-01T12:20:01Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,5759992387,141,24.7,5759992391,213,1.55,5759992389,212,13.8,5759992383,56,Back,5759992381,155,,5759992385,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661099,17,1,1,1,53,9zqn9ugvg64it0lr5z8cq4g9v,0,39.6,21.1,2025-06-01T12:06:08.031Z,2025-06-01T12:20:45Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,5759992461,140,41.7,5759992467,213,0.24,5759992459,56,Back,5759992463,141,21.9,5759992465,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820666427,184,61,1,1,54,93ohqui2qgqm8408viwmm1ken,1,61.4,78.7,2025-06-01T12:06:09.723Z,2025-06-01T12:21:04Z,8ydeghsg8bdyovqjnr56hz8x5,S. Hakšabanović,,5760023541,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661093,19,83,1,1,55,93ohqui2qgqm8408viwmm1ken,0,44.6,84.7,2025-06-01T12:06:10.807Z,2025-06-01T12:22:19Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5759992531,399,e8s9kg55x4npvg6tkuwe5wj6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661101,18,1,1,1,56,9zqn9ugvg64it0lr5z8cq4g9v,1,63.2,22.5,2025-06-01T12:06:11.703Z,2025-06-01T12:22:16Z,e8s9kg55x4npvg6tkuwe5wj6c,J. Dembe,,5759992473,140,64.8,5759992479,213,4.94,5759992475,141,11.9,5759992471,56,Right,5759992477,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661115,19,1,1,1,58,9zqn9ugvg64it0lr5z8cq4g9v,0,63.7,12.0,2025-06-01T12:06:13.584Z,2025-06-01T12:21:38Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,5759992569,213,1.73,5759992565,141,32.5,5759992563,140,61.6,5759992561,56,Center,5759992567,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661127,20,8,1,1,59,93ohqui2qgqm8408viwmm1ken,1,38.8,63.2,2025-06-01T12:06:14.239Z,2025-06-01T12:21:39Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5759992625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661139,20,61,1,2,0,9zqn9ugvg64it0lr5z8cq4g9v,1,60.8,41.2,2025-06-01T12:06:15.239Z,2025-06-01T12:21:36Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,5759992669,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661151,22,1,1,2,1,93ohqui2qgqm8408viwmm1ken,1,30.3,55.7,2025-06-01T12:06:16.887Z,2025-06-01T12:06:18Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5759992725,212,11.2,5759992723,141,47.0,5759992719,56,Back,5759992727,213,5.73,5759992721,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661153,23,61,1,2,2,93ohqui2qgqm8408viwmm1ken,0,39.4,47.0,2025-06-01T12:06:17.911Z,2025-06-01T12:06:18Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,5759992737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661183,22,1,1,2,6,9zqn9ugvg64it0lr5z8cq4g9v,1,62.5,64.6,2025-06-01T12:06:21.320Z,2025-06-01T12:06:23Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,5759992907,140,67.6,5759992909,141,90.6,5759992913,213,1.28,5759992911,212,18.5,5759992905,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661197,23,1,1,2,8,9zqn9ugvg64it0lr5z8cq4g9v,1,68.2,91.1,2025-06-01T12:06:23.112Z,2025-06-01T12:06:25Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,5759993011,140,65.5,5759993015,212,10.5,5759993017,213,4.44,5759993009,56,Center,5759993013,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661211,24,1,1,2,10,9zqn9ugvg64it0lr5z8cq4g9v,1,63.8,75.4,2025-06-01T12:06:25.127Z,2025-06-01T12:06:28Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,5759993101,212,25.1,5759993095,56,Back,5759993099,141,53.6,5759993103,213,3.77,5759993097,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661225,25,1,1,2,12,9zqn9ugvg64it0lr5z8cq4g9v,1,45.4,51.2,2025-06-01T12:06:27.928Z,2025-06-01T12:06:30Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,5759993169,213,6.11,5759993165,141,48.2,5759993163,140,56.4,5759993161,56,Center,5759993167,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661237,26,1,1,2,18,9zqn9ugvg64it0lr5z8cq4g9v,1,57.5,47.9,2025-06-01T12:06:33.944Z,2025-06-01T12:06:35Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,5759993235,141,41.3,5759993249,156,,5759993231,56,Back,5759993233,140,46.8,5759993239,213,3.52,5759993237,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661245,27,1,1,2,20,9zqn9ugvg64it0lr5z8cq4g9v,1,46.6,41.3,2025-06-01T12:06:35.655Z,2025-06-01T12:06:36Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,5759993281,140,39.6,5759993285,212,23.0,5759993287,213,1.90,5759993283,141,73.3,5759993279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661251,28,1,1,2,21,9zqn9ugvg64it0lr5z8cq4g9v,0,39.3,74.2,2025-06-01T12:06:36.712Z,2025-06-01T12:06:37Z,17jltcnnaha4707duh52hirit,M. Lode,,5759993323,140,63.1,5759993325,141,76.4,5759993329,213,0.06,5759993327,212,25.0,5759993321,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661271,24,61,1,2,23,93ohqui2qgqm8408viwmm1ken,0,44.0,18.0,2025-06-01T12:06:38.169Z,2025-06-01T12:23:27Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5759993439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661275,29,3,1,2,24,9zqn9ugvg64it0lr5z8cq4g9v,0,59.5,79.5,2025-06-01T12:06:39.624Z,2025-06-01T12:20:38Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,5759993443,286,,5759993441,56,Left,5759993537,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661287,25,7,1,2,24,93ohqui2qgqm8408viwmm1ken,1,40.5,20.5,2025-06-01T12:06:39.625Z,2025-06-01T12:20:37Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5759993503,56,Back,5759993505,285,,5759993527,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661307,27,1,1,2,28,93ohqui2qgqm8408viwmm1ken,1,38.6,10.1,2025-06-01T12:06:43.639Z,2025-06-01T12:06:46Z,27w9691m35wlxy4ujti7sppn8,K. Busuladžić,,5759993603,56,Back,5759993609,212,17.4,5759993607,141,23.9,5759993605,140,24.7,5759993611,213,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661347,28,1,1,2,31,93ohqui2qgqm8408viwmm1ken,1,24.5,27.0,2025-06-01T12:06:46.151Z,2025-06-01T12:06:51Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,5759993803,56,Back,5759993819,213,0.59,5759993807,141,30.3,5759993805,140,27.7,5759993811,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661383,29,1,1,2,36,93ohqui2qgqm8408viwmm1ken,1,34.9,43.3,2025-06-01T12:06:51.431Z,2025-06-01T12:06:56Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,5759994041,140,55.7,5759994033,155,,5759994045,212,42.4,5759994037,56,Left,5759994047,213,1.03,5759994049,1,,5759994043,141,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820661395,30,1,1,2,41,93ohqui2qgqm8408viwmm1ken,1,62.6,94.1,2025-06-01T12:06:56.023Z,2025-06-01T12:06:59Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,5759994117,140,53.3,5759994121,212,11.6,5759994115,56,Left,5759994119,141,85.0,5759994123,213,3.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
