id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/16/value
2810352351,7,1,1,0,14,2nnlsjfbcea40t4jeclcbw9lk,1,54.2,90.0,2025-05-04T14:31:09.110Z,2025-05-04T14:31:10Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702805367,56,Left,5702805371,141,92.4,5702805375,213,0.12,5702805369,140,66.8,5702805373,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352379,8,1,1,0,16,2nnlsjfbcea40t4jeclcbw9lk,1,67.8,91.8,2025-05-04T14:31:10.623Z,2025-05-04T15:02:01Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5703068287,156,,5702805519,56,Left,5702805521,140,65.7,5702805525,212,4.2,5702805527,213,2.12,5702805523,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352407,9,1,1,0,17,2nnlsjfbcea40t4jeclcbw9lk,1,70.2,95.6,2025-05-04T14:31:11.438Z,2025-05-04T14:31:12Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702805677,213,3.72,5702805673,141,93.8,5702805669,56,Left,5702805671,140,68.4,5702805675,212,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352509,10,1,1,0,18,2nnlsjfbcea40t4jeclcbw9lk,1,67.7,91.7,2025-05-04T14:31:12.446Z,2025-05-04T14:31:15Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5702806285,141,86.8,5702806281,56,Left,5702806283,140,63.7,5702806293,213,3.81,5702806289,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352551,11,1,1,0,21,2nnlsjfbcea40t4jeclcbw9lk,1,70.5,89.6,2025-05-04T14:31:15.799Z,2025-05-04T14:31:17Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5702806493,213,0.75,5702806483,140,75.1,5702806487,141,96.2,5702806481,56,Left,5702806491,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352609,12,1,1,0,22,2nnlsjfbcea40t4jeclcbw9lk,1,75.8,96.6,2025-05-04T14:31:17.270Z,2025-05-04T14:31:19Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702806791,212,4.1,5702806785,56,Left,5702806789,141,91.8,5702806793,213,5.37,5702806787,140,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352629,13,1,1,0,24,2nnlsjfbcea40t4jeclcbw9lk,1,77.6,89.9,2025-05-04T14:31:18.863Z,2025-05-04T15:02:25Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5702806871,213,2.41,5703070991,156,,5702806869,212,7.2,5702806865,140,72.5,5702806867,141,96.9,5702806863,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352639,14,1,1,0,25,2nnlsjfbcea40t4jeclcbw9lk,1,73.0,93.5,2025-05-04T14:31:19.367Z,2025-05-04T14:31:20Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702806917,56,Left,5702806923,212,5.8,5702806921,141,86.6,5702806919,140,76.3,5702806925,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352661,15,1,1,0,25,2nnlsjfbcea40t4jeclcbw9lk,1,76.3,86.6,2025-05-04T14:31:19.935Z,2025-05-04T14:31:20Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5702807027,140,78.3,5702807035,213,0.95,5702807029,141,90.9,5702807033,212,3.6,5702807025,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352699,16,1,1,0,26,2nnlsjfbcea40t4jeclcbw9lk,1,77.2,89.7,2025-05-04T14:31:20.494Z,2025-05-04T14:31:22Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702807217,140,80.1,5702807213,56,Left,5702807221,212,7.1,5702807219,141,80.2,5702807223,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352769,17,1,1,0,27,2nnlsjfbcea40t4jeclcbw9lk,1,80.1,80.2,2025-05-04T14:31:22.135Z,2025-05-04T14:31:24Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5702807637,156,,5702807589,213,2.82,5702807581,56,Left,5702807585,141,83.2,5702807587,212,6.4,5702807583,140,74.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352809,18,1,1,0,29,2nnlsjfbcea40t4jeclcbw9lk,1,74.1,83.3,2025-05-04T14:31:24.142Z,2025-05-04T14:31:25Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5702807863,212,10.6,5702807853,140,79.7,5702807871,213,0.98,5702807847,56,Left,5702807855,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352843,19,1,1,0,30,2nnlsjfbcea40t4jeclcbw9lk,0,79.5,96.2,2025-05-04T14:31:25.327Z,2025-05-04T14:31:26Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5702808109,141,83.9,5702808113,213,4.92,5702808101,2,,5702808105,56,Left,5702808103,155,,5702808107,140,81.2,5702808111,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352849,5,61,1,0,31,cfvya7igkhkas7wvsktwz6j8k,1,21.4,15.5,2025-05-04T14:31:25.960Z,2025-05-04T14:31:26Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5702808133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353125,6,12,1,0,33,cfvya7igkhkas7wvsktwz6j8k,1,12.6,27.6,2025-05-04T14:31:27.614Z,2025-05-04T14:31:39Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5702809657,212,29.6,5702809659,213,6.14,5702809653,140,40.5,5702809651,56,Back,5702809655,141,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810352991,20,1,1,0,36,2nnlsjfbcea40t4jeclcbw9lk,1,62.6,82.9,2025-05-04T14:31:30.503Z,2025-05-04T14:31:33Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5702808959,141,95.7,5702808957,140,55.9,5702808963,213,2.25,5702808961,212,11.2,5702808955,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353095,21,1,1,0,39,2nnlsjfbcea40t4jeclcbw9lk,1,43.0,95.1,2025-05-04T14:31:33.447Z,2025-05-04T14:31:37Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5702809469,56,Back,5702809473,140,20.7,5702809477,141,63.0,5702809487,213,3.89,5702809493,1,,5702809481,212,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353151,22,1,1,0,43,2nnlsjfbcea40t4jeclcbw9lk,1,20.7,63.0,2025-05-04T14:31:37.783Z,2025-05-04T14:31:40Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5702809789,213,1.19,5702809781,56,Back,5702809785,141,95.0,5702809787,212,23.4,5702809783,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353163,23,1,1,0,45,2nnlsjfbcea40t4jeclcbw9lk,0,28.9,95.0,2025-05-04T14:31:39.679Z,2025-05-04T14:31:40Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5702809871,56,Back,5702809875,141,66.7,5702809877,212,25.3,5702809869,157,,5702809873,140,44.6,5702809881,1,,5702809879,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353261,8,1,1,0,47,cfvya7igkhkas7wvsktwz6j8k,1,64.4,31.5,2025-05-04T14:31:41.392Z,2025-05-04T14:31:44Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5702810457,141,11.7,5702810453,56,Right,5702810459,212,14.3,5702810455,140,68.9,5702810461,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353265,9,3,1,0,49,cfvya7igkhkas7wvsktwz6j8k,1,63.6,11.1,2025-05-04T14:31:44.255Z,2025-05-04T15:22:48Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,,5702810473,286,,5702810587,233,24,5702810471,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353269,24,45,1,0,49,2nnlsjfbcea40t4jeclcbw9lk,0,36.4,88.9,2025-05-04T14:31:44.255Z,2025-05-04T15:22:49Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5702810487,56,Back,5702810489,285,,5702810653,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353277,10,1,1,0,50,cfvya7igkhkas7wvsktwz6j8k,1,67.8,14.6,2025-05-04T14:31:44.494Z,2025-05-04T14:31:45Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,,5702810541,141,24.6,5702810537,56,Center,5702810545,213,2.49,5702810539,140,59.3,5702810543,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353331,11,1,1,0,50,cfvya7igkhkas7wvsktwz6j8k,1,59.3,24.6,2025-05-04T14:31:45.102Z,2025-05-04T14:31:47Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5702810791,212,16.8,5702810785,56,Back,5702810793,213,3.90,5702810789,141,7.6,5702810787,140,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353377,12,1,1,0,52,cfvya7igkhkas7wvsktwz6j8k,1,47.7,7.6,2025-05-04T14:31:46.718Z,2025-05-04T14:32:17Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5702811041,140,36.2,5702811045,212,18.2,5702811039,56,Back,5702811047,213,2.29,5702811043,141,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353447,13,1,1,0,54,cfvya7igkhkas7wvsktwz6j8k,1,35.8,30.7,2025-05-04T14:31:48.942Z,2025-05-04T14:31:51Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5702811481,140,33.9,5702811493,212,21.0,5702811487,141,61.5,5702811497,213,1.67,5702811477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353583,14,1,1,0,57,cfvya7igkhkas7wvsktwz6j8k,1,29.2,62.4,2025-05-04T14:31:51.438Z,2025-05-04T14:31:56Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5702812195,140,24.1,5702812199,212,28.3,5702812193,56,Back,5702812201,213,4.52,5702812197,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353669,15,1,1,1,1,cfvya7igkhkas7wvsktwz6j8k,0,24.9,19.5,2025-05-04T14:31:55.805Z,2025-05-04T14:31:59Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5702812757,157,,5702812769,1,,5702812761,140,76.3,5702812765,212,54.0,5702812763,141,21.3,5702812759,56,Center,5702812767,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353745,25,12,1,1,6,2nnlsjfbcea40t4jeclcbw9lk,1,22.3,73.9,2025-05-04T14:32:01.247Z,2025-05-04T14:32:02Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5702813139,56,Back,5702813141,140,29.0,5702813145,141,92.0,5702813155,213,1.05,5702813149,212,14.2,5702813275,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353903,27,1,1,1,8,2nnlsjfbcea40t4jeclcbw9lk,1,28.4,91.5,2025-05-04T14:32:03.119Z,2025-05-04T14:32:07Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702814113,140,10.9,5702814119,212,19.6,5702814111,56,Back,5702814123,213,3.50,5702814115,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353937,28,1,1,1,12,2nnlsjfbcea40t4jeclcbw9lk,1,10.9,81.5,2025-05-04T14:32:07.175Z,2025-05-04T14:32:26Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5702814365,141,61.7,5702814361,56,Back,5702814363,140,7.0,5702814367,212,14.1,5702814369,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810353969,29,1,1,1,13,2nnlsjfbcea40t4jeclcbw9lk,1,7.0,61.4,2025-05-04T14:32:08.310Z,2025-05-04T14:32:10Z,ch1ehgr9guufs2wmz5dbvmvo5,W. Hahn,,,5702814599,212,42.0,5702814589,157,,5702814601,213,0.16,5702814603,1,,5702814593,56,Back,5702814597,141,71.4,5702814595,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354049,30,1,1,1,15,2nnlsjfbcea40t4jeclcbw9lk,1,46.5,71.4,2025-05-04T14:32:10.095Z,2025-05-04T14:32:12Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5702815041,141,72.7,5702815039,140,42.9,5702815047,213,2.91,5702815043,212,3.9,5702815037,56,Back,5702815033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354137,31,1,1,1,17,2nnlsjfbcea40t4jeclcbw9lk,0,44.6,74.1,2025-05-04T14:32:12.119Z,2025-05-04T14:32:15Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5702815581,1,,5702815575,141,86.3,5702815571,56,Left,5702815579,213,0.17,5702815573,140,89.4,5702815577,212,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354337,17,1,1,1,23,cfvya7igkhkas7wvsktwz6j8k,1,13.3,10.6,2025-05-04T14:32:17.614Z,2025-05-04T14:32:22Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5702816725,212,21.4,5702816721,141,41.5,5702816713,56,Back,5702816717,140,9.3,5702816729,213,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354439,18,1,1,1,27,cfvya7igkhkas7wvsktwz6j8k,0,8.8,37.4,2025-05-04T14:32:21.855Z,2025-05-04T14:32:26Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5702817341,213,6.16,5702817339,212,54.9,5702817343,1,,5702817337,141,27.4,5702817333,56,Center,5702817331,157,,5702817335,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810404169,257,61,1,1,31,cfvya7igkhkas7wvsktwz6j8k,0,63.7,32.1,2025-05-04T14:32:25.960Z,2025-05-04T15:05:52Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5703091935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354493,32,43,1,1,31,2nnlsjfbcea40t4jeclcbw9lk,1,0.0,0.0,2025-05-04T14:32:26.184Z,2025-05-04T15:05:27Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5702817629,56,Back,5703089191,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354531,33,61,1,1,32,2nnlsjfbcea40t4jeclcbw9lk,0,39.8,72.6,2025-05-04T14:32:27.045Z,2025-05-04T14:41:15Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702817807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810355187,37,83,1,1,33,2nnlsjfbcea40t4jeclcbw9lk,0,38.3,75.7,2025-05-04T14:32:27.775Z,2025-05-04T14:41:18Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5702904003,399,bmdhp0p1sqy48a5algqcdv6qx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354503,19,43,1,1,33,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-04T14:32:28.046Z,2025-05-04T14:41:04Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5702901495,144,74,5702817679,285,0,5702817677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354573,20,1,1,1,36,cfvya7igkhkas7wvsktwz6j8k,0,66.1,20.0,2025-05-04T14:32:30.478Z,2025-05-04T14:32:31Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5702818047,56,Center,5702818055,213,1.33,5702818049,140,66.6,5702818051,141,23.1,5702818053,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354597,34,61,1,1,37,2nnlsjfbcea40t4jeclcbw9lk,1,33.5,71.7,2025-05-04T14:32:31.934Z,2025-05-04T14:32:32Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5702818169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810354681,21,1,1,1,40,cfvya7igkhkas7wvsktwz6j8k,0,90.0,10.6,2025-05-04T14:32:34.350Z,2025-05-04T14:32:36Z,bs0mkqzsgcrk6tswsxj5a83c9,A. Mörfelt,,,5702818681,56,Center,5702818691,212,20.5,5702818685,140,89.6,5702818693,213,1.59,5702818687,141,40.7,5702818673,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
