id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId
2802365241,4,1,1,0,6,spvvjmk37iid7hsky9g3nce7,0,31.7,61.8,2025-04-18T13:01:32.484Z,2025-04-18T13:01:35Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5658924557,212,24.1,5658924553,140,53.3,5658924549,3,,5658924551,56,Center,5658924559,213,5.94,5658924555,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365257,8,1,1,0,9,2nnlsjfbcea40t4jeclcbw9lk,1,46.3,51.6,2025-04-18T13:01:35.070Z,2025-04-18T13:01:38Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658924665,213,4.71,5658924655,56,Back,5658924659,141,29.4,5658924661,212,15.1,5658924657,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365275,9,1,1,0,12,2nnlsjfbcea40t4jeclcbw9lk,1,60.4,14.7,2025-04-18T13:01:38.669Z,2025-04-18T13:01:41Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658924777,140,62.9,5658924781,212,7.7,5658924775,56,Right,5658924783,213,5.06,5658924779,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365301,10,1,1,0,14,2nnlsjfbcea40t4jeclcbw9lk,1,58.3,7.1,2025-04-18T13:01:40.925Z,2025-04-18T13:01:47Z,2v1tnyzorjyx7pyf3auj73ytw,Montader Madjed,,,5658924909,140,20.6,5658924911,141,27.1,5658924913,212,41.9,5658924907,56,Back,5658924917,1,,5658924915,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365313,11,1,1,0,21,2nnlsjfbcea40t4jeclcbw9lk,1,23.6,36.6,2025-04-18T13:01:47.086Z,2025-04-18T13:01:52Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658924971,212,15.1,5658924967,140,22.1,5658924973,213,1.68,5658924969,141,58.7,5658924965,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365325,12,1,1,0,26,2nnlsjfbcea40t4jeclcbw9lk,1,25.1,61.1,2025-04-18T13:01:52.077Z,2025-04-18T13:01:55Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5658925065,140,24.4,5658925069,212,13.9,5658925063,56,Back,5658925071,213,1.62,5658925067,141,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365373,13,1,1,0,28,2nnlsjfbcea40t4jeclcbw9lk,1,21.6,86.5,2025-04-18T13:01:54.909Z,2025-04-18T13:14:20Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658925265,212,13.1,5658925259,56,Back,5658925263,141,94.8,5658925267,213,0.44,5658925261,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802368765,119,1,1,0,34,2nnlsjfbcea40t4jeclcbw9lk,0,33.0,94.2,2025-04-18T13:02:00.318Z,2025-04-18T13:15:10Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658945497,213,2.70,5658945493,141,100.0,5658945489,56,Back,5658945491,140,22.4,5658945495,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365367,5,5,1,0,35,spvvjmk37iid7hsky9g3nce7,1,75.2,-2.0,2025-04-18T13:02:01.276Z,2025-04-18T13:15:14Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5658925345,233,14,5658925247,56,Right,5658925249,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365381,14,5,1,0,35,2nnlsjfbcea40t4jeclcbw9lk,0,24.8,102.0,2025-04-18T13:02:01.276Z,2025-04-18T13:27:59Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658925331,347,,5658925349,233,5,5658925329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365389,6,1,1,0,36,spvvjmk37iid7hsky9g3nce7,1,71.5,0.0,2025-04-18T13:02:02.868Z,2025-04-18T13:02:09Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658925405,56,Right,5658925411,212,11.9,5658925409,141,7.3,5658925407,140,61.9,5658925403,107,,5658925413,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365395,7,4,1,0,43,spvvjmk37iid7hsky9g3nce7,1,63.0,7.5,2025-04-18T13:02:09.493Z,2025-04-18T13:02:29Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5658925455,152,,5658925453,56,Right,5658925457,265,,5658925459,286,,5658925509,233,15,5658925451,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365403,15,4,1,0,43,2nnlsjfbcea40t4jeclcbw9lk,0,37.0,92.5,2025-04-18T13:02:09.494Z,2025-04-18T13:02:28Z,83uml6n0wlgtirmi30sa2ihd6,S. Tounekti,,,5658925501,56,Back,5658925507,285,,5658925503,152,,5658925513,233,7,5658925505,265,,5658925499,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365525,8,1,1,1,14,spvvjmk37iid7hsky9g3nce7,0,64.6,10.3,2025-04-18T13:02:40.172Z,2025-04-18T13:02:42Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658926051,212,31.4,5658926049,141,41.3,5658926041,155,,5658926043,152,,5658926053,213,0.74,5658926047,140,86.8,5658926039,5,,5658926045,56,Center,5658926037,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365531,16,12,1,1,17,2nnlsjfbcea40t4jeclcbw9lk,1,15.6,53.7,2025-04-18T13:02:43.054Z,2025-04-18T13:16:42Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,,,5658926075,141,54.3,5658926071,56,Back,5658926079,213,0.03,5658926081,15,,5658926077,212,14.3,5658926073,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365555,9,1,1,1,18,spvvjmk37iid7hsky9g3nce7,1,72.3,37.0,2025-04-18T13:02:44.796Z,2025-04-18T13:02:47Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5658926205,212,13.1,5658926199,56,Center,5658926201,140,61.6,5658926207,213,3.68,5658926203,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365561,10,1,1,1,21,spvvjmk37iid7hsky9g3nce7,0,61.6,27.1,2025-04-18T13:02:47.669Z,2025-04-18T13:02:49Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658926241,155,,5658926251,213,0.84,5658926249,212,34.6,5658926245,140,83.7,5658926253,1,,5658926247,141,64.8,5658926243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365567,17,44,1,1,23,2nnlsjfbcea40t4jeclcbw9lk,1,17.2,35.6,2025-04-18T13:02:49.517Z,2025-04-18T14:34:44Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658926271,56,Back,5658926299,233,11,5658926273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365571,11,44,1,1,23,spvvjmk37iid7hsky9g3nce7,0,82.8,64.4,2025-04-18T13:02:49.518Z,2025-04-18T14:34:45Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5658926295,56,Center,5658926303,233,17,5658926297,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365569,18,12,1,1,23,2nnlsjfbcea40t4jeclcbw9lk,1,18.4,36.4,2025-04-18T13:02:49.981Z,2025-04-18T13:03:25Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658926285,212,10.0,5658926281,140,27.5,5658926293,15,,5658926287,213,5.97,5658926279,56,Back,5658926283,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365583,12,1,1,1,27,spvvjmk37iid7hsky9g3nce7,1,70.7,84.6,2025-04-18T13:02:53.988Z,2025-04-18T13:18:01Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658926385,213,2.35,5658926381,141,88.5,5658926377,56,Left,5658926379,140,68.2,5658926383,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365593,13,1,1,1,29,spvvjmk37iid7hsky9g3nce7,1,53.4,84.4,2025-04-18T13:02:55.188Z,2025-04-18T13:18:17Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5658926443,141,59.7,5658926447,213,4.09,5658926441,140,41.9,5658926445,212,20.7,5658926439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365599,14,1,1,1,32,spvvjmk37iid7hsky9g3nce7,1,41.9,59.7,2025-04-18T13:02:58.724Z,2025-04-18T13:03:00Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5658926473,212,19.7,5658926469,140,25.3,5658926471,141,46.3,5658926467,56,Back,5658926475,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365623,15,1,1,1,34,spvvjmk37iid7hsky9g3nce7,1,24.3,43.9,2025-04-18T13:03:00.675Z,2025-04-18T13:03:05Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5658926627,213,5.38,5658926619,56,Back,5658926623,141,3.8,5658926621,140,44.6,5658926629,1,,5658926625,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365631,16,1,1,1,39,spvvjmk37iid7hsky9g3nce7,1,44.6,3.8,2025-04-18T13:03:05.676Z,2025-04-18T13:03:06Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5658926669,140,34.1,5658926673,212,11.8,5658926671,141,10.1,5658926667,56,Back,5658926675,213,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365665,17,1,1,1,40,spvvjmk37iid7hsky9g3nce7,1,34.1,10.1,2025-04-18T13:03:06.516Z,2025-04-18T13:18:47Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5658926887,140,76.3,5658926893,213,0.12,5658926883,157,,5658926891,212,44.6,5658926889,141,17.7,5658926895,1,,5658926885,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365695,18,1,1,1,47,spvvjmk37iid7hsky9g3nce7,1,77.2,14.7,2025-04-18T13:03:13.812Z,2025-04-18T13:03:20Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5658927075,141,3.4,5658927071,56,Right,5658927079,213,5.48,5658927077,212,10.7,5658927073,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365709,19,1,1,1,54,spvvjmk37iid7hsky9g3nce7,1,84.9,4.7,2025-04-18T13:03:20.333Z,2025-04-18T13:03:23Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5658927161,213,1.72,5658927159,212,9.9,5658927155,140,83.5,5658927157,141,19.1,5658927153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365711,20,1,1,1,57,spvvjmk37iid7hsky9g3nce7,0,80.4,23.7,2025-04-18T13:03:23.540Z,2025-04-18T13:03:23Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658927173,213,0.73,5658927165,56,Center,5658927169,141,30.9,5658927171,212,7.3,5658927167,140,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365741,20,1,1,1,59,2nnlsjfbcea40t4jeclcbw9lk,1,13.2,67.5,2025-04-18T13:03:25.793Z,2025-04-18T13:19:41Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658927339,56,Back,5658927345,212,14.5,5658927349,213,5.76,5658927341,140,25.2,5658927343,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365765,21,1,1,2,3,2nnlsjfbcea40t4jeclcbw9lk,1,25.2,55.1,2025-04-18T13:03:29.278Z,2025-04-18T13:19:55Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5658927477,141,20.1,5658927481,213,4.69,5658927473,56,Back,5658927479,212,23.8,5658927475,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365775,22,1,1,2,7,2nnlsjfbcea40t4jeclcbw9lk,1,39.2,11.0,2025-04-18T13:03:33.933Z,2025-04-18T13:03:35Z,8fle9xgnd83jth2i2d6vh0k16,I. Fofana,,,5658927531,212,20.0,5658927525,56,Back,5658927529,141,26.7,5658927527,140,23.1,5658927533,213,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365811,23,1,1,2,9,2nnlsjfbcea40t4jeclcbw9lk,1,23.1,26.7,2025-04-18T13:03:35.471Z,2025-04-18T13:03:44Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658927733,140,29.9,5658927737,212,15.2,5658927739,213,1.08,5658927735,141,46.4,5658927731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365823,24,1,1,2,18,2nnlsjfbcea40t4jeclcbw9lk,1,34.3,37.0,2025-04-18T13:03:44.158Z,2025-04-18T13:03:45Z,4mroygq2ruxkml5c5j4awwted,T. Tekie,,,5658927831,213,2.64,5658927829,212,12.8,5658927825,140,23.6,5658927827,141,46.0,5658927823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365835,25,1,1,2,19,2nnlsjfbcea40t4jeclcbw9lk,1,23.6,46.0,2025-04-18T13:03:45.774Z,2025-04-18T13:03:47Z,9s3boszvqn3fzsx0r1xswqyqy,V. Eriksson,,,5658927877,141,67.5,5658927881,213,1.46,5658927873,56,Back,5658927879,212,14.7,5658927875,140,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365847,26,1,1,2,21,2nnlsjfbcea40t4jeclcbw9lk,1,25.1,67.5,2025-04-18T13:03:47.198Z,2025-04-18T13:03:48Z,5s647zr10m1nxt4xxpxkpgmw9,P. Vagić,,,5658927931,141,58.5,5658927935,213,5.71,5658927929,140,34.1,5658927927,56,Back,5658927933,212,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802370405,155,83,1,2,22,spvvjmk37iid7hsky9g3nce7,0,65.2,44.2,2025-04-18T13:03:48.478Z,2025-04-18T13:20:54Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5658955153,399,cyfvxg9z9aqfsoydhz7sr3qxg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365863,27,1,1,2,23,2nnlsjfbcea40t4jeclcbw9lk,1,34.1,58.5,2025-04-18T13:03:49.206Z,2025-04-18T13:20:34Z,cyfvxg9z9aqfsoydhz7sr3qxg,M. Karlsson,,,5658928085,140,43.7,5658928083,56,Back,5658928087,141,93.2,5658928091,213,1.17,5658928089,212,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365875,28,1,1,2,27,2nnlsjfbcea40t4jeclcbw9lk,1,59.3,86.6,2025-04-18T13:03:53.837Z,2025-04-18T13:04:05Z,7eo3ceto09y3x4j4gh9m91kvd,S. Pinas,1.0,,5658928171,212,21.8,5658928167,140,66.7,5658928371,210,15,5658928173,213,5.08,5658928165,56,Center,5658928169,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365879,29,15,1,2,31,2nnlsjfbcea40t4jeclcbw9lk,1,72.9,43.2,2025-04-18T13:03:57.487Z,2025-04-18T13:21:59Z,chzhwdk4l54t2kf606bkuiaqd,N. Besara,,,5658957027,233,21,5658928401,215,,5658928193,56,Center,5658928191,18,,5658928189,22,,5658928397,102,49.9,5658928403,146,97.3,5658928405,147,49.5,5658928221,20,5658928391,29,5658928389,79,5658928399,103,29.7,5658928393,55,28,,,,,,,,,,,,,,,,,,,,,,,,
2802365883,21,10,1,2,31,spvvjmk37iid7hsky9g3nce7,1,5.0,49.5,2025-04-18T13:03:57.587Z,2025-04-18T13:21:59Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5658957019,174,,5658957023,182,,5658928217,56,Back,5658957021,179,,5658957031,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365899,22,43,1,2,33,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-18T13:03:59.980Z,2025-04-18T13:22:15Z,4cytj4f9uirlo8vb8mcsv6v6y,N. Törnqvist,,,5658928289,140,8.5,5658957311,144,1,5658928281,240,0,5658928297,213,5.91,5658928293,141,49.1,5658928285,56,Back,5658928295,212,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365911,24,1,1,2,36,spvvjmk37iid7hsky9g3nce7,1,11.9,61.5,2025-04-18T13:04:02.548Z,2025-04-18T13:04:06Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5658928419,212,16.6,5658928413,56,Back,5658928417,141,82.4,5658928421,213,1.03,5658928415,140,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802365913,25,61,1,2,39,spvvjmk37iid7hsky9g3nce7,1,19.9,81.7,2025-04-18T13:04:05.788Z,2025-04-18T13:04:06Z,bbrdybdlcobf8cc9epxzeledw,L. Małachowski Thorell,,,5658928425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
