id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793711647,7,1,1,0,20,cfvya7igkhkas7wvsktwz6j8k,1,42.9,33.7,2025-03-30T14:30:51.290Z,2025-03-30T14:44:57Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5611100061,212,15.6,5611100053,241,,5611100057,140,33.9,5611208045,189,,5611100059,141,51.9,5611100063,213,2.22,5611100051,5,,5611100055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711691,8,1,1,0,25,cfvya7igkhkas7wvsktwz6j8k,1,33.9,52.8,2025-03-30T14:30:55.746Z,2025-03-30T14:38:12Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611100325,140,35.8,5611100327,141,46.0,5611100331,212,5.0,5611100335,213,5.12,5611100323,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711703,9,1,1,0,26,cfvya7igkhkas7wvsktwz6j8k,1,35.3,40.7,2025-03-30T14:30:56.722Z,2025-03-30T14:41:10Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5611100409,141,53.6,5611100405,56,Back,5611100411,212,9.1,5611100413,213,1.84,5611100407,140,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793723695,118,1,1,0,27,cfvya7igkhkas7wvsktwz6j8k,1,36.9,61.8,2025-03-30T14:30:57.794Z,2025-03-30T14:41:11Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611166013,141,72.4,5611166011,140,40.0,5611166015,212,7.9,5611166009,56,Back,5611166019,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793725513,134,1,1,0,29,cfvya7igkhkas7wvsktwz6j8k,0,38.7,69.4,2025-03-30T14:31:00.150Z,2025-03-30T14:40:55Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5611175831,56,Center,5611175835,141,53.3,5611175833,140,53.1,5611175837,212,18.7,5611175839,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711785,4,1,1,0,32,7hlumphk42363z3i2nry2wrzj,0,59.5,57.5,2025-03-30T14:31:03.242Z,2025-03-30T14:47:01Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611100823,141,54.0,5611100819,56,Center,5611100827,213,6.18,5611100821,140,80.6,5611100825,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711797,10,8,1,0,33,cfvya7igkhkas7wvsktwz6j8k,1,29.0,39.2,2025-03-30T14:31:04.474Z,2025-03-30T14:47:56Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611100883,56,Back,5611231337,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711919,5,1,1,0,38,7hlumphk42363z3i2nry2wrzj,1,55.4,75.8,2025-03-30T14:31:08.906Z,2025-03-30T14:50:19Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5611101589,141,74.0,5611101595,213,5.90,5611101585,140,58.3,5611101593,212,3.3,5611101581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711943,6,1,1,0,41,7hlumphk42363z3i2nry2wrzj,1,59.9,64.8,2025-03-30T14:31:12.377Z,2025-03-30T14:48:52Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611101727,56,Center,5611101731,141,70.6,5611101729,140,64.2,5611101735,213,0.72,5611101733,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711949,7,4,1,0,43,7hlumphk42363z3i2nry2wrzj,1,63.4,68.4,2025-03-30T14:31:13.721Z,2025-03-30T14:50:21Z,3hn1o03lxsjzju3uorl6rnpxw,Y. Kalley,,,5611101827,13,,5611247061,294,,5611101831,152,,5611101829,56,Center,5611101867,233,11,5611101835,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793711941,11,4,1,0,43,cfvya7igkhkas7wvsktwz6j8k,0,36.6,31.6,2025-03-30T14:31:13.722Z,2025-03-30T14:50:45Z,rz5zhw17e2j2xp4h4c40pnca,Niklas Söderberg,,,5611247407,294,,5611101759,56,Back,5611101893,233,7,5611101761,152,,5611101757,13,,5611101765,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712099,8,1,1,0,53,7hlumphk42363z3i2nry2wrzj,1,64.0,70.8,2025-03-30T14:31:23.642Z,2025-03-30T14:31:25Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611102723,140,65.9,5611102727,212,11.1,5611102719,152,,5611102729,213,1.39,5611102717,5,,5611102721,56,Left,5611102725,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712119,9,1,1,0,54,7hlumphk42363z3i2nry2wrzj,1,65.9,86.9,2025-03-30T14:31:25.034Z,2025-03-30T14:31:26Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5611102867,212,9.2,5611102863,140,67.4,5611102865,141,73.5,5611102861,56,Center,5611102869,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712223,10,1,1,0,56,7hlumphk42363z3i2nry2wrzj,1,67.4,73.5,2025-03-30T14:31:26.586Z,2025-03-30T14:31:30Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611103315,140,62.4,5611103311,56,Left,5611103325,213,2.06,5611103321,212,11.2,5611103317,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712287,11,1,1,0,59,7hlumphk42363z3i2nry2wrzj,1,62.4,89.9,2025-03-30T14:31:30.313Z,2025-03-30T14:31:34Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5611103655,140,55.5,5611103659,212,8.1,5611103657,141,84.7,5611103661,213,3.60,5611103653,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712385,12,1,1,1,3,7hlumphk42363z3i2nry2wrzj,1,54.6,80.6,2025-03-30T14:31:34.154Z,2025-03-30T14:31:39Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611104177,141,38.8,5611104173,56,Center,5611104179,212,28.6,5611104175,140,51.6,5611104181,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712427,13,1,1,1,8,7hlumphk42363z3i2nry2wrzj,1,60.2,29.2,2025-03-30T14:31:39.114Z,2025-03-30T14:31:41Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5611104363,140,74.3,5611104367,212,19.7,5611104369,213,5.56,5611104361,56,Right,5611104365,141,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712541,14,1,1,1,10,7hlumphk42363z3i2nry2wrzj,1,75.8,8.6,2025-03-30T14:31:40.922Z,2025-03-30T14:31:46Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5611105053,212,14.7,5611105049,140,89.7,5611105047,56,Right,5611105055,213,0.12,5611105051,141,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712501,12,83,1,1,13,cfvya7igkhkas7wvsktwz6j8k,1,12.0,88.6,2025-03-30T14:31:44.090Z,2025-03-30T14:51:51Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611256743,399,7a08ravzlia5dhw5dm1q707pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712549,15,61,1,1,13,7hlumphk42363z3i2nry2wrzj,0,86.2,11.6,2025-03-30T14:31:44.189Z,2025-03-30T14:51:52Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611105099,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712579,14,1,1,1,14,cfvya7igkhkas7wvsktwz6j8k,1,20.3,89.7,2025-03-30T14:31:45.100Z,2025-03-30T14:31:47Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611105267,213,3.78,5611105263,212,6.9,5611105257,140,15.0,5611105261,141,83.6,5611105253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712609,15,1,1,1,16,cfvya7igkhkas7wvsktwz6j8k,0,15.0,84.5,2025-03-30T14:31:46.876Z,2025-03-30T14:31:49Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611105447,212,45.1,5611105443,140,57.5,5611105449,213,6.14,5611105439,155,,5611105451,1,,5611105445,141,74.8,5611105441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712753,17,1,1,1,21,7hlumphk42363z3i2nry2wrzj,1,40.1,34.9,2025-03-30T14:31:51.769Z,2025-03-30T14:31:54Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611106153,141,50.6,5611106157,213,1.05,5611106149,56,Back,5611106151,140,46.0,5611106155,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712817,18,1,1,1,24,7hlumphk42363z3i2nry2wrzj,1,45.5,51.3,2025-03-30T14:31:54.618Z,2025-03-30T14:31:57Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5611106529,140,47.0,5611106531,141,28.6,5611106527,56,Back,5611106535,213,4.81,5611106533,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712859,19,1,1,1,26,7hlumphk42363z3i2nry2wrzj,1,46.3,29.8,2025-03-30T14:31:57.305Z,2025-03-30T14:32:00Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5611106745,140,81.9,5611106751,213,5.92,5611106753,1,,5611106747,141,9.1,5611106749,212,39.9,5611106743,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712877,20,1,1,1,29,7hlumphk42363z3i2nry2wrzj,0,84.2,9.2,2025-03-30T14:32:00.458Z,2025-03-30T14:32:01Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5611106803,141,36.7,5611106807,213,1.61,5611106801,140,83.5,5611106799,56,Center,5611106805,212,18.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712949,16,12,1,1,31,cfvya7igkhkas7wvsktwz6j8k,1,18.0,73.8,2025-03-30T14:32:01.882Z,2025-03-30T14:32:04Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611107201,212,21.1,5611107195,56,Back,5611107203,213,0.39,5611107199,141,85.6,5611107197,140,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712953,17,83,1,1,34,cfvya7igkhkas7wvsktwz6j8k,0,35.4,85.7,2025-03-30T14:32:04.603Z,2025-03-30T14:32:08Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5611107609,399,4er21aspnwqojlenu6lhc2b4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712963,18,83,1,1,34,cfvya7igkhkas7wvsktwz6j8k,0,35.4,85.7,2025-03-30T14:32:05.067Z,2025-03-30T14:32:07Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5611107575,399,4er21aspnwqojlenu6lhc2b4l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712993,21,1,1,1,34,7hlumphk42363z3i2nry2wrzj,1,63.5,9.8,2025-03-30T14:32:05.468Z,2025-03-30T14:32:07Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5611107443,56,Center,5611107449,212,15.2,5611107447,141,27.0,5611107445,140,54.2,5611107451,213,2.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713057,22,1,1,1,36,7hlumphk42363z3i2nry2wrzj,1,54.2,27.0,2025-03-30T14:32:07.081Z,2025-03-30T14:32:09Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611107781,213,1.20,5611107775,140,60.0,5611107779,212,16.7,5611107777,141,49.9,5611107773,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713085,23,1,1,1,38,7hlumphk42363z3i2nry2wrzj,0,60.0,49.9,2025-03-30T14:32:09.098Z,2025-03-30T14:32:10Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5611107921,56,Center,5611107925,141,41.5,5611107923,140,78.3,5611107927,212,20.0,5611107929,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713119,19,61,1,1,41,cfvya7igkhkas7wvsktwz6j8k,1,31.8,69.9,2025-03-30T14:32:11.903Z,2025-03-30T14:32:12Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5611108073,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713481,21,1,1,1,52,cfvya7igkhkas7wvsktwz6j8k,1,12.0,57.9,2025-03-30T14:32:22.683Z,2025-03-30T14:32:26Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5611109865,56,Back,5611109869,141,65.7,5611109873,213,1.16,5611109871,212,5.8,5611109867,140,14.2,5611109863,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713531,22,1,1,1,55,cfvya7igkhkas7wvsktwz6j8k,1,14.5,67.5,2025-03-30T14:32:26.155Z,2025-03-30T14:32:28Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611110093,140,21.8,5611110097,212,14.3,5611110091,56,Back,5611110095,141,85.3,5611110099,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713591,23,1,1,1,57,cfvya7igkhkas7wvsktwz6j8k,1,21.7,88.1,2025-03-30T14:32:28.394Z,2025-03-30T14:32:31Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5611110421,155,,5611110425,140,62.6,5611110431,213,6.07,5611110429,212,43.9,5611110433,1,,5611110423,56,Center,5611110427,141,74.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713627,24,1,1,2,1,cfvya7igkhkas7wvsktwz6j8k,1,64.1,74.4,2025-03-30T14:32:31.739Z,2025-03-30T14:32:33Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5611110645,212,4.6,5611110641,140,63.4,5611110639,56,Left,5611110647,213,1.73,5611110637,3,,5611110643,141,81.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713657,25,1,1,2,2,cfvya7igkhkas7wvsktwz6j8k,0,66.0,84.2,2025-03-30T14:32:33.434Z,2025-03-30T14:32:35Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5611110847,140,68.3,5611110849,141,78.8,5611110843,3,,5611110851,212,4.4,5611110845,56,Center,5611110855,213,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713665,24,8,1,2,4,7hlumphk42363z3i2nry2wrzj,1,28.9,32.2,2025-03-30T14:32:35.370Z,2025-03-30T14:54:15Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611271401,15,,5611110897,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713743,26,1,1,2,7,7hlumphk42363z3i2nry2wrzj,0,49.0,25.8,2025-03-30T14:32:38.106Z,2025-03-30T14:32:39Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5611111301,141,37.7,5611111305,213,0.34,5611111303,212,24.1,5611111299,140,70.6,5611111297,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713813,27,1,1,2,9,cfvya7igkhkas7wvsktwz6j8k,1,30.4,76.3,2025-03-30T14:32:40.218Z,2025-03-30T14:32:42Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5611111677,212,15.3,5611111679,213,0.76,5611111673,140,41.0,5611111675,141,91.8,5611111671,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713837,27,45,1,2,11,7hlumphk42363z3i2nry2wrzj,0,58.6,14.6,2025-03-30T14:32:41.978Z,2025-03-30T16:10:46Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5611111811,56,Right,5611112265,233,28,5611111813,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713897,28,3,1,2,11,cfvya7igkhkas7wvsktwz6j8k,1,41.4,85.4,2025-03-30T14:32:41.978Z,2025-03-30T16:10:46Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611112143,56,Back,5611112145,286,,5611112211,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714017,29,1,1,2,15,cfvya7igkhkas7wvsktwz6j8k,1,64.8,82.3,2025-03-30T14:32:46.027Z,2025-03-30T14:32:51Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5611112893,140,65.1,5611112901,213,1.51,5611112897,212,5.0,5611112891,56,Left,5611112895,141,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714089,30,1,1,2,20,cfvya7igkhkas7wvsktwz6j8k,1,58.7,84.2,2025-03-30T14:32:51.355Z,2025-03-30T14:32:54Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5611113289,56,Back,5611113293,140,34.0,5611113303,212,42.5,5611113307,213,4.06,5611113297,141,34.6,5611113313,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714173,31,1,1,2,24,cfvya7igkhkas7wvsktwz6j8k,1,33.9,34.5,2025-03-30T14:32:54.683Z,2025-03-30T14:32:58Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5611113709,56,Back,5611113711,140,32.2,5611113715,212,13.7,5611113713,141,54.5,5611113717,213,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
