id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2816381403,8,1,1,0,17,9zqn9ugvg64it0lr5z8cq4g9v,1,32.0,37.6,2025-05-18T12:00:47.296Z,2025-05-18T12:00:54Z,e8s9kg55x4npvg6tkuwe5wj6c,J. Dembe,,,5736135613,140,34.0,5736135615,141,79.1,5736135619,213,1.50,5736135617,212,28.3,5736135611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381415,9,1,1,0,24,9zqn9ugvg64it0lr5z8cq4g9v,1,56.0,84.7,2025-05-18T12:00:54.528Z,2025-05-18T12:00:56Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5736135687,212,26.6,5736135685,141,58.8,5736135681,56,Back,5736135689,213,3.86,5736135683,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381455,10,1,1,0,26,9zqn9ugvg64it0lr5z8cq4g9v,1,36.6,59.6,2025-05-18T12:00:56.287Z,2025-05-18T12:00:58Z,17jltcnnaha4707duh52hirit,M. Lode,,,5736135809,212,14.8,5736135811,213,6.15,5736135807,141,56.6,5736135805,140,50.6,5736135803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381465,11,1,1,0,28,9zqn9ugvg64it0lr5z8cq4g9v,1,53.6,60.5,2025-05-18T12:00:58.656Z,2025-05-18T12:01:01Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5736135887,212,18.9,5736135881,56,Center,5736135885,141,61.8,5736135889,213,0.05,5736135883,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381469,5,45,1,0,31,durq4oppf7c08tnbzrlebt0uz,0,34.5,41.6,2025-05-18T12:01:01.220Z,2025-05-18T12:55:15Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5736135929,233,12,5736135907,285,,5736135905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381473,12,3,1,0,31,9zqn9ugvg64it0lr5z8cq4g9v,1,65.5,58.4,2025-05-18T12:01:01.220Z,2025-05-18T12:55:15Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5736135923,286,,5736135921,56,Center,5736135925,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381489,13,1,1,0,31,9zqn9ugvg64it0lr5z8cq4g9v,1,59.4,47.8,2025-05-18T12:01:02.127Z,2025-05-18T12:01:04Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5736136015,140,64.8,5736136019,212,16.7,5736136013,56,Center,5736136017,141,24.7,5736136021,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381501,14,1,1,0,34,9zqn9ugvg64it0lr5z8cq4g9v,1,71.5,26.5,2025-05-18T12:01:04.559Z,2025-05-18T12:01:06Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5736136107,140,81.5,5736136111,212,13.6,5736136113,213,0.68,5736136105,56,Center,5736136109,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381505,15,3,1,0,36,9zqn9ugvg64it0lr5z8cq4g9v,0,84.6,42.6,2025-05-18T12:01:06.817Z,2025-05-18T12:10:59Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5736136131,286,,5736165865,233,6,5736136129,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381511,6,7,1,0,36,durq4oppf7c08tnbzrlebt0uz,0,15.4,57.4,2025-05-18T12:01:06.818Z,2025-05-18T12:11:00Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5736165869,233,15,5736136173,285,,5736136171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816387195,111,83,1,0,37,durq4oppf7c08tnbzrlebt0uz,0,12.7,66.7,2025-05-18T12:01:07.210Z,2025-05-18T12:12:19Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5736169509,399,bar5tlyxm2vim2ewqauywgb85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381541,16,1,1,0,37,9zqn9ugvg64it0lr5z8cq4g9v,1,82.5,39.5,2025-05-18T12:01:07.615Z,2025-05-18T12:15:07Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5736136365,213,1.46,5736136357,56,Center,5736136363,212,3.9,5736136361,141,45.2,5736136359,140,82.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816388829,155,50,1,0,38,9zqn9ugvg64it0lr5z8cq4g9v,1,85.8,48.6,2025-05-18T12:01:08.357Z,2025-05-18T12:55:19Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5736177281,56,Center,5736177283,286,,5736177891,233,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816388945,135,7,1,0,38,durq4oppf7c08tnbzrlebt0uz,0,14.2,51.4,2025-05-18T12:01:08.358Z,2025-05-18T12:55:19Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5736177869,233,155,5736177845,56,Back,5736177847,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381545,17,13,1,0,41,9zqn9ugvg64it0lr5z8cq4g9v,1,84.2,51.1,2025-05-18T12:01:11.903Z,2025-05-18T12:15:29Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5736136377,22,,5736136987,102,60,5736178261,458,,5736179205,328,,5736136379,17,,5736136989,103,15.3,5736136991,215,,5736136511,72,,5736136993,230,99.0,5736136995,231,49.6,5736136979,73,5736136381,56,Center,,,,,,,,,,,,,,,,,,,,,,
2816381537,7,5,1,0,41,durq4oppf7c08tnbzrlebt0uz,1,-1.6,41.1,2025-05-18T12:01:11.940Z,2025-05-18T12:13:25Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5736136343,56,Back,5736136435,233,18,5736136345,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381553,18,5,1,0,41,9zqn9ugvg64it0lr5z8cq4g9v,0,101.6,58.9,2025-05-18T12:01:11.940Z,2025-05-18T12:13:25Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5736136425,346,,5736136469,233,7,5736136423,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381665,8,1,1,0,58,durq4oppf7c08tnbzrlebt0uz,1,5.4,45.4,2025-05-18T12:01:29.123Z,2025-05-18T12:01:31Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5736137143,189,,5736137137,213,5.19,5736137131,140,11.9,5736137127,124,,5736137133,141,25.9,5736137135,212,14.9,5736137141,237,,5736137129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381693,9,1,1,1,1,durq4oppf7c08tnbzrlebt0uz,0,11.9,25.9,2025-05-18T12:01:31.844Z,2025-05-18T12:01:35Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5736137293,212,53.1,5736137287,56,Center,5736137295,213,0.04,5736137285,157,,5736137289,140,62.4,5736137297,1,,5736137291,141,29.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381685,19,44,1,1,3,9zqn9ugvg64it0lr5z8cq4g9v,1,34.6,70.3,2025-05-18T12:01:34.093Z,2025-05-18T12:55:12Z,17jltcnnaha4707duh52hirit,M. Lode,,,5736137611,233,10,5736137235,56,Back,5736137237,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381699,10,44,1,1,3,durq4oppf7c08tnbzrlebt0uz,0,65.4,29.7,2025-05-18T12:01:34.094Z,2025-05-18T12:55:13Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5736137321,286,,5736137319,56,Center,5736137635,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381697,20,43,1,1,4,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-05-18T12:01:34.852Z,2025-05-18T12:01:43Z,17jltcnnaha4707duh52hirit,M. Lode,,,5736137313,56,Back,5736137657,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381717,21,1,1,1,4,9zqn9ugvg64it0lr5z8cq4g9v,0,31.0,73.9,2025-05-18T12:01:34.877Z,2025-05-18T12:01:47Z,17jltcnnaha4707duh52hirit,M. Lode,,,5736137391,141,76.7,5736137389,140,31.9,5736137385,3,,5736137395,213,1.11,5736137387,56,Back,5736137393,212,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381711,11,61,1,1,5,durq4oppf7c08tnbzrlebt0uz,1,62.4,29.1,2025-05-18T12:01:35.715Z,2025-05-18T12:01:36Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5736137367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381737,12,1,1,1,7,durq4oppf7c08tnbzrlebt0uz,1,60.5,12.5,2025-05-18T12:01:37.271Z,2025-05-18T12:01:38Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5736137485,213,2.64,5736137477,56,Right,5736137483,212,9.8,5736137481,141,19.4,5736137479,140,52.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381747,13,1,1,1,8,durq4oppf7c08tnbzrlebt0uz,1,52.3,19.4,2025-05-18T12:01:38.755Z,2025-05-18T12:01:41Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5736137551,141,15.0,5736137547,56,Back,5736137553,212,18.5,5736137549,140,34.9,5736137555,213,3.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381767,14,1,1,1,11,durq4oppf7c08tnbzrlebt0uz,1,34.5,12.0,2025-05-18T12:01:41.155Z,2025-05-18T12:01:43Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5736137667,141,28.8,5736137665,140,35.3,5736137669,212,11.5,5736137671,213,1.50,5736137663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381797,15,1,1,1,13,durq4oppf7c08tnbzrlebt0uz,1,35.3,28.8,2025-05-18T12:01:43.491Z,2025-05-18T12:01:47Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5736137787,140,21.8,5736137793,213,3.04,5736137785,56,Back,5736137789,141,30.9,5736137791,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381815,16,1,1,1,17,durq4oppf7c08tnbzrlebt0uz,1,23.8,33.6,2025-05-18T12:01:47.331Z,2025-05-18T12:01:49Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5736137881,213,1.61,5736137873,56,Back,5736137879,212,23.5,5736137877,141,68.2,5736137875,140,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381831,17,1,1,1,18,durq4oppf7c08tnbzrlebt0uz,1,24.0,70.0,2025-05-18T12:01:48.866Z,2025-05-18T12:01:51Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5736137997,140,29.8,5736138003,213,1.14,5736137995,56,Back,5736137999,141,89.4,5736138001,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381835,18,1,1,1,20,durq4oppf7c08tnbzrlebt0uz,0,30.3,93.6,2025-05-18T12:01:51.108Z,2025-05-18T12:16:42Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5736183927,157,,5736138027,140,66.5,5736138031,212,38.4,5736138029,141,85.6,5736138025,56,Left,5736138035,1,,5736138033,213,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381885,23,1,1,1,24,9zqn9ugvg64it0lr5z8cq4g9v,1,27.8,6.1,2025-05-18T12:01:54.591Z,2025-05-18T12:02:00Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5736138301,140,9.5,5736138297,56,Back,5736138313,213,2.55,5736138305,141,25.0,5736138309,212,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381903,24,1,1,1,29,9zqn9ugvg64it0lr5z8cq4g9v,1,15.7,32.8,2025-05-18T12:01:59.997Z,2025-05-18T12:02:02Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5736138431,212,9.7,5736138427,140,20.1,5736138425,56,Back,5736138429,141,20.3,5736138433,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381931,25,1,1,1,32,9zqn9ugvg64it0lr5z8cq4g9v,1,16.0,27.7,2025-05-18T12:02:02.493Z,2025-05-18T12:02:05Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5736138575,141,62.3,5736138573,140,3.7,5736138581,213,2.07,5736138577,212,26.8,5736138571,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381965,26,1,1,1,35,9zqn9ugvg64it0lr5z8cq4g9v,1,3.8,64.2,2025-05-18T12:02:05.404Z,2025-05-18T12:02:10Z,17jltcnnaha4707duh52hirit,M. Lode,,,5736138775,56,Back,5736138779,141,86.8,5736138781,212,16.6,5736138777,140,9.8,5736138783,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381985,27,1,1,1,39,9zqn9ugvg64it0lr5z8cq4g9v,1,23.1,79.3,2025-05-18T12:02:09.997Z,2025-05-18T12:17:12Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5736138875,140,35.0,5736138879,212,39.5,5736138873,56,Back,5736138881,213,5.03,5736138877,141,24.2,5736138869,155,,5736138883,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816381989,28,1,1,1,43,9zqn9ugvg64it0lr5z8cq4g9v,1,33.9,24.4,2025-05-18T12:02:13.308Z,2025-05-18T12:17:23Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5736138901,56,Back,5736186039,141,35.0,5736186041,212,8.1,5736186043,213,1.09,5736186037,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382027,29,1,1,1,45,9zqn9ugvg64it0lr5z8cq4g9v,1,30.3,22.1,2025-05-18T12:02:15.436Z,2025-05-18T12:02:18Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5736139083,140,48.7,5736139081,56,Back,5736139087,212,22.2,5736139085,141,6.1,5736139089,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382043,30,1,1,1,48,9zqn9ugvg64it0lr5z8cq4g9v,1,44.5,9.2,2025-05-18T12:02:18.699Z,2025-05-18T12:02:21Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5736139177,213,2.15,5736139171,140,39.4,5736139175,212,9.8,5736139169,56,Back,5736139173,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382061,31,1,1,1,50,9zqn9ugvg64it0lr5z8cq4g9v,0,38.0,22.1,2025-05-18T12:02:20.972Z,2025-05-18T12:02:24Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5736139261,213,0.38,5736139253,56,Center,5736139259,212,70.9,5736139255,140,100.0,5736139263,1,,5736139251,155,,5736139257,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382065,19,5,1,1,54,durq4oppf7c08tnbzrlebt0uz,1,-0.8,38.2,2025-05-18T12:02:24.303Z,2025-05-18T12:13:26Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5736139285,56,Back,5736139287,346,,5736140031,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382193,32,5,1,1,54,9zqn9ugvg64it0lr5z8cq4g9v,0,100.8,61.8,2025-05-18T12:02:24.303Z,2025-05-18T12:13:26Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5736140057,233,19,5736140001,56,Center,5736140003,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382147,20,1,1,2,3,durq4oppf7c08tnbzrlebt0uz,1,5.5,46.7,2025-05-18T12:02:33.235Z,2025-05-18T12:17:51Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5736139701,213,1.11,5736139697,141,70.6,5736139691,124,,5736187577,189,,5736139693,56,Back,5736139705,237,,5736139695,140,13.1,5736139699,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382163,21,1,1,2,6,durq4oppf7c08tnbzrlebt0uz,1,16.8,69.7,2025-05-18T12:02:36.162Z,2025-05-18T12:02:38Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5736139797,140,28.3,5736139801,212,20.5,5736139803,213,0.94,5736139799,141,94.1,5736139795,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382179,22,1,1,2,8,durq4oppf7c08tnbzrlebt0uz,1,28.1,94.4,2025-05-18T12:02:38.787Z,2025-05-18T12:02:40Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5736139927,56,Back,5736139931,141,95.4,5736139933,212,13.0,5736139935,213,0.05,5736139929,140,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816382183,23,1,1,2,10,durq4oppf7c08tnbzrlebt0uz,0,40.5,95.4,2025-05-18T12:02:40.483Z,2025-05-18T12:02:41Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5736139961,212,7.8,5736139977,156,,5736139959,141,93.3,5736139963,213,3.33,5736139955,56,Back,5736139957,140,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
