id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/9/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2801380353,7,1,1,0,10,6i936isoyj6d0uuxdj537uc97,1,56.5,26.4,2025-04-14T17:01:27.264Z,2025-04-14T17:01:30Z,eikthetfmpxyeqsisa7vs3hsl,G. Eyjólfsson,,,5653294273,212,23.1,5653294275,213,6.20,5653294271,141,23.6,5653294267,56,Center,5653294265,3,,5653294269,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380355,8,1,1,0,13,6i936isoyj6d0uuxdj537uc97,0,78.4,23.6,2025-04-14T17:01:30.465Z,2025-04-14T17:01:31Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5653294293,213,0.45,5653294291,212,12.4,5653294283,168,,5653294285,56,Center,5653294281,3,,5653294287,140,89.0,5653294289,141,31.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380363,5,12,1,0,14,cfvya7igkhkas7wvsktwz6j8k,1,8.0,66.3,2025-04-14T17:01:31.198Z,2025-04-14T17:01:32Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653294335,213,1.40,5653294329,140,11.8,5653294333,212,24.1,5653294331,141,100.0,5653294327,56,Back,5653294379,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380365,6,5,1,0,15,cfvya7igkhkas7wvsktwz6j8k,0,16.6,101.5,2025-04-14T17:01:31.686Z,2025-04-14T17:47:58Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653295263,233,9,5653294341,56,Back,5653294343,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380521,9,5,1,0,15,6i936isoyj6d0uuxdj537uc97,1,83.4,-1.5,2025-04-14T17:01:31.686Z,2025-04-14T17:47:58Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5653295239,56,Right,5653295241,347,,5653295257,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380549,10,1,1,0,37,6i936isoyj6d0uuxdj537uc97,0,82.4,0.0,2025-04-14T17:01:54.512Z,2025-04-14T17:02:00Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5653295397,213,1.25,5653295391,140,90.8,5653295393,141,36.9,5653295395,212,27.9,5653295399,1,,5653295387,107,,5653295389,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380541,7,44,1,0,41,cfvya7igkhkas7wvsktwz6j8k,1,6.3,59.0,2025-04-14T17:01:58.125Z,2025-04-14T17:48:14Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653295431,233,11,5653295357,285,,5653295355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380551,11,44,1,0,41,6i936isoyj6d0uuxdj537uc97,0,93.7,41.0,2025-04-14T17:01:58.126Z,2025-04-14T17:48:14Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5653295407,286,,5653295439,233,7,5653295405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380545,8,12,1,0,41,cfvya7igkhkas7wvsktwz6j8k,1,2.6,52.2,2025-04-14T17:01:58.509Z,2025-04-14T17:11:15Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653295381,15,,5653295373,140,4.5,5653295375,141,56.7,5653295371,56,Back,5653295377,212,3.7,5653295379,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380563,9,61,1,0,44,cfvya7igkhkas7wvsktwz6j8k,1,4.8,57.2,2025-04-14T17:02:00.899Z,2025-04-14T17:02:01Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5653295491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380659,10,12,1,0,48,cfvya7igkhkas7wvsktwz6j8k,1,2.2,57.3,2025-04-14T17:02:04.909Z,2025-04-14T17:02:40Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5653296063,213,6.10,5653296055,56,Center,5653296057,140,64.4,5653296061,212,66.4,5653296059,141,39.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380673,12,1,1,0,52,6i936isoyj6d0uuxdj537uc97,0,31.6,60.3,2025-04-14T17:02:09.425Z,2025-04-14T17:02:14Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5653296147,212,52.9,5653296141,56,Center,5653296143,140,75.3,5653296145,141,21.6,5653296139,157,,5653296149,213,5.76,5653296151,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380665,11,4,1,0,55,cfvya7igkhkas7wvsktwz6j8k,1,23.8,77.0,2025-04-14T17:02:12.030Z,2025-04-14T17:02:33Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653296101,285,,5653296539,152,,5653296099,56,Back,5653296537,264,,5653296535,13,,5653296749,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380675,13,43,1,0,55,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-04-14T17:02:12.031Z,2025-04-14T17:02:26Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5653296163,286,0,5653296161,56,Center,5653296835,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380721,14,4,1,0,55,6i936isoyj6d0uuxdj537uc97,0,76.2,23.0,2025-04-14T17:02:12.031Z,2025-04-14T17:02:33Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5653297187,264,,5653296513,56,Center,5653296515,152,,5653296773,233,11,5653296511,13,,5653296519,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380671,12,43,1,0,55,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-04-14T17:02:12.541Z,2025-04-14T17:02:28Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653296157,15,0,5653296897,144,12,5653296135,213,0.85,5653296129,140,31.7,5653296133,212,15.9,5653296131,141,92.1,5653296127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380961,13,1,1,1,30,cfvya7igkhkas7wvsktwz6j8k,0,26.4,74.7,2025-04-14T17:02:46.725Z,2025-04-14T17:02:50Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5653297951,1,,5653297941,56,Center,5653297947,212,44.2,5653297945,141,55.7,5653297939,152,,5653297943,140,66.7,5653297935,5,,5653297949,213,5.99,5653297937,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380975,15,44,1,1,32,6i936isoyj6d0uuxdj537uc97,1,30.6,40.5,2025-04-14T17:02:49.420Z,2025-04-14T17:13:39Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5653298035,233,14,5653298007,285,,5653298005,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380967,14,44,1,1,32,cfvya7igkhkas7wvsktwz6j8k,0,69.4,59.5,2025-04-14T17:02:49.421Z,2025-04-14T17:13:34Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5653298051,233,15,5653297975,286,,5653297973,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801380993,16,1,1,1,33,6i936isoyj6d0uuxdj537uc97,0,27.9,36.7,2025-04-14T17:02:49.629Z,2025-04-14T17:13:37Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5653298099,3,,5653298109,213,0.02,5653298105,141,37.1,5653298103,140,38.8,5653298107,212,11.4,5653298101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381003,15,1,1,1,34,cfvya7igkhkas7wvsktwz6j8k,0,61.7,46.4,2025-04-14T17:02:51.310Z,2025-04-14T17:02:52Z,1dvhwhz4n5f9cf4ts58rfu21,D. Ask,,,5653298165,3,,5653298167,56,Center,5653298169,140,64.9,5653298171,141,32.2,5653298173,212,10.2,5653298175,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381037,17,1,1,1,38,6i936isoyj6d0uuxdj537uc97,0,30.0,50.1,2025-04-14T17:02:55.522Z,2025-04-14T17:02:56Z,c3jxdm8s5meuohhv6hthhdy0a,N. Mohammed,,,5653298343,286,,5653298339,233,16,5653298325,141,50.6,5653298323,140,34.3,5653298321,56,Back,5653298327,212,4.5,5653298337,236,,5653298329,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381041,16,74,1,1,38,cfvya7igkhkas7wvsktwz6j8k,1,64.3,22.7,2025-04-14T17:02:55.523Z,2025-04-14T17:39:47Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5653298355,233,17,5653298333,56,Center,5653298335,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381113,17,4,1,1,49,cfvya7igkhkas7wvsktwz6j8k,1,64.0,4.0,2025-04-14T17:03:05.901Z,2025-04-14T17:14:29Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5653298953,233,18,5653298849,286,,5653298845,56,Right,5653298843,294,,5653298841,13,,5653298847,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381127,18,4,1,1,49,6i936isoyj6d0uuxdj537uc97,0,36.0,96.0,2025-04-14T17:03:05.902Z,2025-04-14T17:14:29Z,9bmo8w8t7slkzbb5owilyoqju,G. Friberg,,,5653298963,233,17,5653298899,152,,5653298895,294,,5653298893,13,,5653298897,56,Back,5653298901,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381157,18,1,1,1,51,cfvya7igkhkas7wvsktwz6j8k,1,57.2,9.7,2025-04-14T17:03:08.533Z,2025-04-14T17:03:10Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5653298997,5,,5653298999,152,,5653299007,212,18.2,5653299001,56,Back,5653299005,141,23.4,5653299003,140,42.3,5653299009,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381177,19,1,1,1,53,cfvya7igkhkas7wvsktwz6j8k,1,41.5,24.9,2025-04-14T17:03:10.045Z,2025-04-14T17:03:12Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5653299111,56,Back,5653299117,212,19.7,5653299115,141,51.5,5653299113,140,34.1,5653299119,213,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381221,20,1,1,1,55,cfvya7igkhkas7wvsktwz6j8k,1,34.1,51.5,2025-04-14T17:03:12.589Z,2025-04-14T17:03:18Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653299301,213,4.58,5653299297,141,25.3,5653299293,56,Back,5653299295,140,31.8,5653299299,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381243,21,1,1,2,1,cfvya7igkhkas7wvsktwz6j8k,1,28.5,35.8,2025-04-14T17:03:18.060Z,2025-04-14T17:03:20Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5653299449,56,Back,5653299451,140,11.0,5653299457,213,2.56,5653299455,212,22.0,5653299453,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381279,22,1,1,2,3,cfvya7igkhkas7wvsktwz6j8k,1,11.0,53.6,2025-04-14T17:03:20.549Z,2025-04-14T17:03:24Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5653299689,56,Back,5653299697,213,4.90,5653299691,140,15.5,5653299695,212,25.9,5653299693,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381301,23,1,1,2,7,cfvya7igkhkas7wvsktwz6j8k,0,29.8,17.4,2025-04-14T17:03:24.556Z,2025-04-14T17:03:26Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5653299811,212,53.1,5653299815,1,,5653299813,213,6.24,5653299809,141,14.1,5653299805,56,Right,5653299803,157,,5653299807,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381321,19,12,1,2,12,6i936isoyj6d0uuxdj537uc97,1,31.5,92.3,2025-04-14T17:03:28.769Z,2025-04-14T17:03:30Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5653299977,141,100.0,5653299975,140,27.3,5653299973,56,Back,5653299979,212,7.4,5653299981,213,2.21,5653300005,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381327,20,5,1,2,12,6i936isoyj6d0uuxdj537uc97,0,24.4,101.0,2025-04-14T17:03:28.806Z,2025-04-14T17:47:59Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5653300035,233,24,5653300001,56,Back,5653300003,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381319,24,5,1,2,12,cfvya7igkhkas7wvsktwz6j8k,1,75.6,-1.0,2025-04-14T17:03:28.806Z,2025-04-14T17:47:58Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5653299951,56,Right,5653299953,347,,5653300007,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381361,25,1,1,2,14,cfvya7igkhkas7wvsktwz6j8k,1,80.4,0.0,2025-04-14T17:03:31.037Z,2025-04-14T17:03:37Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5653300219,107,,5653300227,212,8.7,5653300221,56,Right,5653300223,140,73.0,5653300225,141,4.9,5653300229,213,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381371,26,1,1,2,20,cfvya7igkhkas7wvsktwz6j8k,1,92.6,10.3,2025-04-14T17:03:37.069Z,2025-04-14T17:03:38Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5653300281,56,Right,5653300287,212,6.8,5653300283,140,86.9,5653300285,141,5.5,5653300289,213,3.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381379,27,1,1,2,21,cfvya7igkhkas7wvsktwz6j8k,1,84.0,4.7,2025-04-14T17:03:38.269Z,2025-04-14T17:03:40Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5653300337,141,4.6,5653300333,56,Right,5653300335,140,77.6,5653300339,212,6.7,5653300341,213,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381437,28,1,1,2,23,cfvya7igkhkas7wvsktwz6j8k,1,74.8,6.4,2025-04-14T17:03:40.109Z,2025-04-14T17:03:46Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5653300641,213,2.93,5653300639,212,19.2,5653300635,140,56.9,5653300633,56,Right,5653300637,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381453,29,1,1,2,29,cfvya7igkhkas7wvsktwz6j8k,0,52.2,21.0,2025-04-14T17:03:46.453Z,2025-04-14T17:03:48Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5653300739,212,58.6,5653300743,1,,5653300741,213,1.22,5653300731,196,,5653300737,141,100.0,5653300735,140,71.5,5653300729,155,,5653300733,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381499,21,5,1,2,32,6i936isoyj6d0uuxdj537uc97,1,26.3,-1.8,2025-04-14T17:03:48.785Z,2025-04-14T17:47:59Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5653301011,347,,5653301025,233,30,5653301009,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381459,30,5,1,2,32,cfvya7igkhkas7wvsktwz6j8k,0,73.7,101.8,2025-04-14T17:03:48.785Z,2025-04-14T17:47:59Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5653301043,233,21,5653300773,56,Left,5653300775,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381509,22,1,1,2,39,6i936isoyj6d0uuxdj537uc97,1,25.7,0.0,2025-04-14T17:03:55.632Z,2025-04-14T17:03:57Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5653301087,213,1.16,5653301081,140,28.9,5653301085,212,8.4,5653301083,141,9.7,5653301077,107,,5653301079,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381517,23,1,1,2,40,6i936isoyj6d0uuxdj537uc97,1,28.9,9.7,2025-04-14T17:03:56.865Z,2025-04-14T17:03:58Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5653301127,141,5.0,5653301147,156,,5653301123,56,Back,5653301125,140,23.8,5653301129,212,6.2,5653301131,213,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381555,24,1,1,2,42,6i936isoyj6d0uuxdj537uc97,0,23.2,3.4,2025-04-14T17:03:58.991Z,2025-04-14T17:04:04Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5653301373,213,0.49,5653301375,1,,5653301371,212,37.3,5653301369,141,29.4,5653301367,140,54.5,5653301363,157,,5653301365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381553,31,44,1,2,46,cfvya7igkhkas7wvsktwz6j8k,1,43.1,68.5,2025-04-14T17:04:03.077Z,2025-04-14T17:48:14Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653301355,56,Back,5653301357,285,,5653301415,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381557,25,44,1,2,46,6i936isoyj6d0uuxdj537uc97,0,56.9,31.5,2025-04-14T17:04:03.078Z,2025-04-14T17:48:15Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5653301379,56,Center,5653301381,286,,5653301421,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381559,32,1,1,2,47,cfvya7igkhkas7wvsktwz6j8k,0,41.3,63.3,2025-04-14T17:04:03.852Z,2025-04-14T17:04:05Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5653301387,3,,5653301389,56,Back,5653301395,212,5.8,5653301393,141,56.4,5653301397,213,5.35,5653301391,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801381589,26,61,1,2,50,6i936isoyj6d0uuxdj537uc97,0,52.1,39.2,2025-04-14T17:04:06.889Z,2025-04-14T17:04:37Z,e9q5sweea5ymhqqwh5tucuzth,N. Mäenpää,,,5653301533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
