id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId
2816524505,10,1,1,1,5,cfvya7igkhkas7wvsktwz6j8k,1,23.6,94.1,2025-05-18T14:31:53.767Z,2025-05-18T14:31:56Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5736884545,212,46.9,5736884537,155,,5736884549,1,,5736884541,140,67.5,5736884543,141,81.7,5736884539,56,Left,5736884547,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524547,12,44,1,1,7,cfvya7igkhkas7wvsktwz6j8k,1,72.8,77.4,2025-05-18T14:31:56.237Z,2025-05-18T14:32:03Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5736884765,233,21,5736884747,286,,5736884745,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524507,21,44,1,1,7,33hzf6j2rd9r50g2n4agsytkd,0,27.2,22.6,2025-05-18T14:31:56.238Z,2025-05-18T14:32:07Z,6nh2bvbggqul1m3t1gv9k7pqs,A. Čardaklija,,,5736884559,56,Back,5736884795,233,12,5736884561,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524515,11,1,1,1,8,cfvya7igkhkas7wvsktwz6j8k,0,67.5,81.7,2025-05-18T14:31:56.662Z,2025-05-18T14:31:57Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5736884591,213,5.44,5736884587,141,60.3,5736884581,3,,5736884585,140,79.8,5736884589,212,19.5,5736884583,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524543,22,12,1,1,9,33hzf6j2rd9r50g2n4agsytkd,1,25.6,26.7,2025-05-18T14:31:57.855Z,2025-05-18T14:32:00Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5736884731,213,4.96,5736884723,56,Back,5736884783,167,,5736884727,141,0.0,5736884725,140,30.1,5736884729,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524609,13,5,1,1,10,cfvya7igkhkas7wvsktwz6j8k,1,72.6,101.4,2025-05-18T14:31:58.804Z,2025-05-18T15:18:15Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5736885069,233,23,5736885047,347,,5736885045,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524549,23,5,1,1,10,33hzf6j2rd9r50g2n4agsytkd,0,27.4,-1.4,2025-05-18T14:31:58.804Z,2025-05-18T14:32:06Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5736884751,347,,5736885103,233,13,5736884749,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524665,14,1,1,1,17,cfvya7igkhkas7wvsktwz6j8k,1,76.5,100.0,2025-05-18T14:32:06.022Z,2025-05-18T14:32:07Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5736885357,213,3.45,5736885353,141,90.8,5736885355,212,25.2,5736885351,140,53.6,5736885361,1,,5736885349,56,Left,5736885345,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524691,15,1,1,1,19,cfvya7igkhkas7wvsktwz6j8k,1,53.2,86.5,2025-05-18T14:32:07.767Z,2025-05-18T14:32:09Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5736885509,140,36.0,5736885505,56,Back,5736885511,141,35.1,5736885515,213,4.24,5736885513,212,39.3,5736885517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524729,16,1,1,1,21,cfvya7igkhkas7wvsktwz6j8k,1,35.2,34.2,2025-05-18T14:32:09.783Z,2025-05-18T14:32:12Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5736885715,213,5.49,5736885711,141,5.0,5736885707,140,53.8,5736885713,212,27.9,5736885703,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524803,17,1,1,1,24,cfvya7igkhkas7wvsktwz6j8k,1,53.4,5.3,2025-05-18T14:32:12.775Z,2025-05-18T14:32:16Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5736886033,56,Back,5736886041,213,2.75,5736886035,140,30.2,5736886039,212,26.4,5736886037,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524851,18,1,1,1,27,cfvya7igkhkas7wvsktwz6j8k,1,29.4,23.4,2025-05-18T14:32:16.311Z,2025-05-18T14:32:19Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5736886347,56,Back,5736886353,212,24.1,5736886355,213,2.38,5736886351,141,47.9,5736886349,140,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524881,19,1,1,1,31,cfvya7igkhkas7wvsktwz6j8k,1,14.2,50.1,2025-05-18T14:32:19.740Z,2025-05-18T14:32:24Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5736886603,141,80.3,5736886601,140,14.6,5736886607,213,1.55,5736886605,212,20.5,5736886599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524941,20,1,1,1,36,cfvya7igkhkas7wvsktwz6j8k,1,11.1,69.4,2025-05-18T14:32:24.710Z,2025-05-18T14:32:29Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5736887021,212,34.4,5736887017,140,18.8,5736887025,1,,5736887019,141,20.3,5736887015,56,Back,5736887023,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816524969,21,1,1,1,41,cfvya7igkhkas7wvsktwz6j8k,1,23.9,16.7,2025-05-18T14:32:29.654Z,2025-05-18T14:32:32Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5736887223,140,39.1,5736887233,213,5.78,5736887221,56,Back,5736887229,212,18.2,5736887225,141,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525011,22,1,1,1,43,cfvya7igkhkas7wvsktwz6j8k,0,39.0,4.6,2025-05-18T14:32:32.486Z,2025-05-18T14:32:36Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5736887453,155,,5736887463,141,13.4,5736887467,212,49.6,5736887475,1,,5736887471,213,0.12,5736887459,140,85.9,5736887455,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525053,24,1,1,1,47,33hzf6j2rd9r50g2n4agsytkd,1,6.7,83.2,2025-05-18T14:32:36.319Z,2025-05-18T14:32:39Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5736887693,140,3.8,5736887691,56,Back,5736887697,212,15.3,5736887695,141,61.2,5736887699,213,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525065,25,1,1,1,50,33hzf6j2rd9r50g2n4agsytkd,0,3.6,60.9,2025-05-18T14:32:39.294Z,2025-05-18T14:38:16Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5736887795,212,33.1,5736887789,56,Back,5736887791,140,21.1,5736887797,213,0.98,5736920721,1,,5736920719,155,,5736887793,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525087,23,5,1,1,51,cfvya7igkhkas7wvsktwz6j8k,1,73.4,-1.6,2025-05-18T14:32:40.159Z,2025-05-18T15:18:15Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5736887875,56,Right,5736887901,233,26,5736887877,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525069,26,5,1,1,51,33hzf6j2rd9r50g2n4agsytkd,0,26.6,101.6,2025-05-18T14:32:40.159Z,2025-05-18T14:32:44Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5736887817,347,,5736887913,233,23,5736887815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525159,24,1,1,1,58,cfvya7igkhkas7wvsktwz6j8k,1,77.1,0.0,2025-05-18T14:32:46.630Z,2025-05-18T14:38:27Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5736888299,140,84.1,5736888295,107,,5736888303,212,9.4,5736888301,141,7.1,5736921841,189,,5736888305,213,0.67,5736888297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525171,25,1,1,1,59,cfvya7igkhkas7wvsktwz6j8k,1,84.2,7.3,2025-05-18T14:32:48.487Z,2025-05-18T14:38:49Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5736888377,2,,5736888383,140,90.7,5736888387,212,13.4,5736888379,155,,5736888385,141,24.3,5736888389,213,1.04,5736888381,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525235,26,61,1,2,2,cfvya7igkhkas7wvsktwz6j8k,0,90.7,24.3,2025-05-18T14:32:50.838Z,2025-05-18T14:38:56Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5736888671,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525275,27,5,1,2,3,cfvya7igkhkas7wvsktwz6j8k,0,100.6,16.5,2025-05-18T14:32:52.271Z,2025-05-18T15:18:16Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5736888879,56,Right,5736888881,346,,5736914541,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525225,27,5,1,2,3,33hzf6j2rd9r50g2n4agsytkd,1,-0.6,83.5,2025-05-18T14:32:52.271Z,2025-05-18T15:18:15Z,1bufat0ubgsc88lkybvxb1bs9,C. Amatkarijo,,,5736888611,56,Back,5736888613,346,,5736888917,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525393,28,1,1,2,12,33hzf6j2rd9r50g2n4agsytkd,1,4.9,59.3,2025-05-18T14:33:01.424Z,2025-05-18T14:33:05Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5736889455,56,Back,5736889459,141,49.6,5736889461,212,6.7,5736889457,140,3.7,5736889467,237,,5736889453,124,,5736889463,213,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525491,29,1,1,2,16,33hzf6j2rd9r50g2n4agsytkd,1,7.1,51.5,2025-05-18T14:33:04.991Z,2025-05-18T14:33:11Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5736889969,140,19.6,5736889965,56,Back,5736889973,212,16.1,5736889971,141,65.2,5736889975,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525591,30,1,1,2,22,33hzf6j2rd9r50g2n4agsytkd,1,32.0,66.1,2025-05-18T14:33:10.895Z,2025-05-18T14:39:31Z,7wesnkwthjcluc9b83s8ab1g4,O. Ågren,,,5736928129,155,,5736890533,56,Left,5736890551,1,,5736890541,141,82.3,5736890545,212,46.6,5736890537,140,75.1,5736890549,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816525557,28,83,1,2,27,cfvya7igkhkas7wvsktwz6j8k,0,24.2,12.8,2025-05-18T14:33:16.070Z,2025-05-18T14:33:19Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5736890629,399,4psxc0t1nm2o7a984utuzwciy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
