id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/13/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2820313603,6,1,1,0,19,46yo78zak2j7kaxc5ak1fnm60,1,64.2,82.9,2025-05-31T13:01:21.798Z,2025-05-31T13:01:25Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5758041245,213,1.65,5758041239,140,63.6,5758041237,56,Left,5758041241,141,94.7,5758041243,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313601,7,43,1,0,23,cfvya7igkhkas7wvsktwz6j8k,1,0.0,0.0,2025-05-31T13:01:25.261Z,2025-05-31T13:06:50Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5758041265,399,c2pfggtw5hreyomdwogbhjpqs,5758050285,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313607,7,3,1,0,23,46yo78zak2j7kaxc5ak1fnm60,1,66.8,76.6,2025-05-31T13:01:25.814Z,2025-05-31T14:12:36Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5758041253,56,Center,5758041255,286,,5758041257,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313605,8,45,1,0,23,cfvya7igkhkas7wvsktwz6j8k,0,33.2,23.4,2025-05-31T13:01:25.814Z,2025-05-31T14:12:36Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5758041261,233,7,5758041249,56,Back,5758041251,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313611,8,1,1,0,24,46yo78zak2j7kaxc5ak1fnm60,1,70.8,89.7,2025-05-31T13:01:26.950Z,2025-05-31T13:01:28Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5758041285,212,4.3,5758041287,213,4.29,5758041279,56,Left,5758041283,141,83.9,5758041281,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313615,9,1,1,0,26,46yo78zak2j7kaxc5ak1fnm60,1,72.3,83.2,2025-05-31T13:01:28.806Z,2025-05-31T13:01:30Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5758041309,140,85.0,5758041313,212,15.6,5758041311,141,95.0,5758041315,213,0.54,5758041307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313617,10,1,1,0,28,46yo78zak2j7kaxc5ak1fnm60,0,85.0,95.0,2025-05-31T13:01:30.326Z,2025-05-31T13:01:31Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5758041331,213,4.72,5758041327,141,71.2,5758041325,140,85.1,5758041323,56,Center,5758041319,2,,5758041329,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313621,9,8,1,0,29,cfvya7igkhkas7wvsktwz6j8k,1,22.7,31.0,2025-05-31T13:01:31.374Z,2025-05-31T13:01:31Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5758041347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313631,11,1,1,0,31,46yo78zak2j7kaxc5ak1fnm60,1,84.3,80.0,2025-05-31T13:01:33.541Z,2025-05-31T13:01:35Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5758041409,56,Left,5758041413,141,95.4,5758041411,140,81.8,5758041415,212,10.8,5758041417,213,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313649,12,1,1,0,32,46yo78zak2j7kaxc5ak1fnm60,1,81.8,95.4,2025-05-31T13:01:34.901Z,2025-05-31T13:01:39Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5758041493,212,34.4,5758041483,2,,5758041489,140,88.8,5758041487,56,Center,5758041485,155,,5758041491,141,46.0,5758041495,213,4.93,5758041497,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313663,10,45,1,0,37,cfvya7igkhkas7wvsktwz6j8k,0,10.0,59.7,2025-05-31T13:01:39.701Z,2025-05-31T14:12:37Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5758041541,56,Back,5758041553,233,13,5758041543,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313661,13,3,1,0,37,46yo78zak2j7kaxc5ak1fnm60,1,90.0,40.3,2025-05-31T13:01:39.701Z,2025-05-31T14:12:37Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5758041549,233,10,5758041535,286,,5758041533,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820315673,81,83,1,0,38,cfvya7igkhkas7wvsktwz6j8k,0,4.7,71.8,2025-05-31T13:01:40.304Z,2025-05-31T13:08:33Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5758053097,399,59dtrk7ly4lepf7s0gywhu51w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313679,14,1,1,0,39,46yo78zak2j7kaxc5ak1fnm60,0,96.6,29.9,2025-05-31T13:01:41.669Z,2025-05-31T13:09:14Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5758041627,213,3.89,5758041625,212,6.8,5758041621,140,91.9,5758041623,141,23.1,5758041619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820316841,88,45,1,0,40,46yo78zak2j7kaxc5ak1fnm60,0,91.6,23.4,2025-05-31T13:01:42.992Z,2025-05-31T14:12:37Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5758059963,233,89,5758059943,286,,5758059941,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820316757,89,3,1,0,40,cfvya7igkhkas7wvsktwz6j8k,1,8.4,76.6,2025-05-31T13:01:42.992Z,2025-05-31T14:12:37Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5758059805,285,,5758059957,233,88,5758059803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313671,11,1,1,0,42,cfvya7igkhkas7wvsktwz6j8k,0,12.1,84.8,2025-05-31T13:01:44.765Z,2025-05-31T13:01:45Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5758041601,212,3.0,5758041603,213,0.56,5758041599,141,87.1,5758041597,140,14.5,5758041595,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313693,15,43,1,0,44,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-31T13:01:46.455Z,2025-05-31T13:12:18Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5758041695,140,90.7,5758041697,141,16.4,5758041699,212,2.8,5758060143,144,1,5758041701,213,0.20,5758041693,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313685,13,1,1,0,44,cfvya7igkhkas7wvsktwz6j8k,0,25.9,94.4,2025-05-31T13:01:46.899Z,2025-05-31T13:12:26Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5758041649,140,56.6,5758041653,212,32.9,5758041651,141,84.5,5758041655,213,6.08,5758041657,1,,5758041647,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313699,16,12,1,0,46,46yo78zak2j7kaxc5ak1fnm60,1,36.5,5.2,2025-05-31T13:01:48.894Z,2025-05-31T13:12:33Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5758041713,56,Right,5758041719,212,21.5,5758041721,213,6.06,5758041717,141,0.0,5758060629,167,,5758041715,140,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313695,14,5,1,0,47,cfvya7igkhkas7wvsktwz6j8k,1,46.6,101.8,2025-05-31T13:01:49.710Z,2025-05-31T14:29:09Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5758041709,347,,5758041731,233,17,5758041707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313701,17,5,1,0,47,46yo78zak2j7kaxc5ak1fnm60,0,53.4,-1.8,2025-05-31T13:01:49.710Z,2025-05-31T14:29:09Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5758041725,56,Right,5758041735,233,14,5758041727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313821,15,1,1,1,10,cfvya7igkhkas7wvsktwz6j8k,1,48.2,100.0,2025-05-31T13:02:12.527Z,2025-05-31T13:02:15Z,c09quzlxh0hscffbfzbtohi7e,L. Bergquist,,,5758042283,141,89.4,5758042289,1,,5758042279,56,Left,5758042281,140,74.9,5758042277,107,,5758042287,213,6.00,5758042285,212,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313829,16,44,1,1,13,cfvya7igkhkas7wvsktwz6j8k,1,72.4,87.6,2025-05-31T13:02:15.805Z,2025-05-31T13:02:18Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5758042339,233,18,5758042327,286,,5758042325,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313825,18,44,1,1,13,46yo78zak2j7kaxc5ak1fnm60,0,27.6,12.4,2025-05-31T13:02:15.806Z,2025-05-31T13:02:19Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5758042355,233,16,5758042311,285,,5758042309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313849,17,1,1,1,13,cfvya7igkhkas7wvsktwz6j8k,0,70.7,89.3,2025-05-31T13:02:15.933Z,2025-05-31T13:13:37Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5758042439,168,,5758042445,141,86.6,5758042447,212,2.6,5758042449,213,5.48,5758042437,3,,5758042443,140,72.4,5758042441,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317495,103,61,1,1,14,46yo78zak2j7kaxc5ak1fnm60,1,31.9,6.4,2025-05-31T13:02:16.305Z,2025-05-31T13:14:29Z,ec6qqle54cq9gck2jhnbpjzs9,E. Lindell,,,5758064065,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313845,19,1,1,1,15,46yo78zak2j7kaxc5ak1fnm60,1,32.1,18.0,2025-05-31T13:02:17.591Z,2025-05-31T13:02:18Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5758042403,56,Back,5758042411,213,1.25,5758042409,212,17.5,5758042401,3,,5758042407,141,42.5,5758042405,140,37.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313867,21,50,1,1,18,46yo78zak2j7kaxc5ak1fnm60,1,53.0,50.7,2025-05-31T13:02:21.158Z,2025-05-31T13:02:25Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5758042527,286,,5758042635,233,18,5758042525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313883,18,7,1,1,18,cfvya7igkhkas7wvsktwz6j8k,0,47.0,49.3,2025-05-31T13:02:21.159Z,2025-05-31T13:02:26Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5758042607,233,21,5758042601,285,,5758042599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313897,22,1,1,1,22,46yo78zak2j7kaxc5ak1fnm60,0,54.4,70.8,2025-05-31T13:02:24.278Z,2025-05-31T13:02:25Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5758042675,56,Left,5758042681,212,12.1,5758042683,213,0.60,5758042677,140,63.9,5758042679,141,80.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313901,19,8,1,1,24,cfvya7igkhkas7wvsktwz6j8k,1,37.2,21.0,2025-05-31T13:02:26.831Z,2025-05-31T13:02:26Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5758042691,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313925,23,1,1,1,27,46yo78zak2j7kaxc5ak1fnm60,0,78.8,72.1,2025-05-31T13:02:30.118Z,2025-05-31T13:02:33Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5758042883,236,,5758042823,213,5.91,5758042819,141,71.8,5758042815,140,79.3,5758042811,56,Center,5758042891,286,,5758042821,212,0.6,5758042885,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313941,20,74,1,1,27,cfvya7igkhkas7wvsktwz6j8k,1,21.1,27.4,2025-05-31T13:02:30.119Z,2025-05-31T14:12:48Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5758042881,285,,5758042879,56,Back,5758042907,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820317467,114,61,1,1,29,cfvya7igkhkas7wvsktwz6j8k,1,25.5,30.5,2025-05-31T13:02:31.568Z,2025-05-31T13:15:35Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5758066025,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820318105,131,12,1,1,30,cfvya7igkhkas7wvsktwz6j8k,1,22.4,37.4,2025-05-31T13:02:32.768Z,2025-05-31T13:16:00Z,4p1gi0hkamzt27nm2nf1j90bt,D. Seger,,,5758066723,140,25.1,5758066721,56,Back,5758066729,213,0.10,5758066727,212,2.8,5758066725,141,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313945,24,61,1,1,31,46yo78zak2j7kaxc5ak1fnm60,1,78.1,62.6,2025-05-31T13:02:34.031Z,2025-05-31T13:16:02Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5758042911,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820313977,25,1,1,1,33,46yo78zak2j7kaxc5ak1fnm60,1,64.1,51.0,2025-05-31T13:02:35.718Z,2025-05-31T13:02:39Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5758043137,141,29.1,5758043135,140,59.2,5758043141,213,4.38,5758043133,56,Center,5758043139,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314015,26,1,1,1,37,46yo78zak2j7kaxc5ak1fnm60,1,63.6,8.3,2025-05-31T13:02:39.462Z,2025-05-31T13:02:45Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5758043357,56,Right,5758043365,212,11.5,5758043359,140,73.5,5758043371,213,0.45,5758043361,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314021,27,1,1,1,43,46yo78zak2j7kaxc5ak1fnm60,1,60.8,4.7,2025-05-31T13:02:45.462Z,2025-05-31T13:02:47Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5758043395,56,Back,5758043397,140,47.1,5758043399,141,8.9,5758043403,213,2.95,5758043401,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314033,28,1,1,1,45,46yo78zak2j7kaxc5ak1fnm60,1,47.1,14.6,2025-05-31T13:02:47.846Z,2025-05-31T13:02:52Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5758043511,213,1.99,5758043509,212,15.9,5758043503,56,Back,5758043505,140,40.9,5758043507,141,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314049,29,1,1,1,49,46yo78zak2j7kaxc5ak1fnm60,1,44.6,48.7,2025-05-31T13:02:51.910Z,2025-05-31T13:02:55Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5758043607,56,Back,5758043615,213,4.54,5758043611,141,21.5,5758043613,212,18.8,5758043609,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314063,30,1,1,1,53,46yo78zak2j7kaxc5ak1fnm60,0,47.1,17.3,2025-05-31T13:02:55.189Z,2025-05-31T13:02:58Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5758043679,56,Center,5758043683,141,68.5,5758043689,1,,5758043687,213,0.65,5758043685,212,57.7,5758043681,140,90.9,5758043677,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314099,22,1,1,1,58,cfvya7igkhkas7wvsktwz6j8k,1,11.5,36.1,2025-05-31T13:03:00.574Z,2025-05-31T13:03:04Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5758043869,141,43.4,5758043873,213,0.99,5758043863,123,,5758043871,212,5.9,5758043865,56,Back,5758043867,140,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820314113,23,1,1,2,1,cfvya7igkhkas7wvsktwz6j8k,1,15.6,49.0,2025-05-31T13:03:04.061Z,2025-05-31T13:03:07Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5758043957,140,16.3,5758043955,56,Back,5758043963,213,1.53,5758043961,212,18.0,5758043959,141,75.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
