id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/17/value
2818865715,9,1,1,0,11,9zqn9ugvg64it0lr5z8cq4g9v,1,32.0,51.6,2025-05-25T14:30:41.628Z,2025-05-25T14:30:43Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5749939701,141,65.4,5749939699,140,23.9,5749939703,212,12.7,5749939697,56,Back,5749939705,213,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865733,10,1,1,0,13,9zqn9ugvg64it0lr5z8cq4g9v,1,22.9,66.4,2025-05-25T14:30:43.451Z,2025-05-25T14:30:46Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749939783,56,Back,5749939785,140,27.1,5749939789,212,18.7,5749939791,213,1.33,5749939787,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865745,11,1,1,0,16,9zqn9ugvg64it0lr5z8cq4g9v,1,28.8,91.5,2025-05-25T14:30:46.395Z,2025-05-25T14:30:49Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749939869,141,78.8,5749939873,213,3.51,5749939865,56,Back,5749939867,140,7.6,5749939871,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865751,12,1,1,0,20,9zqn9ugvg64it0lr5z8cq4g9v,0,7.7,79.0,2025-05-25T14:30:49.787Z,2025-05-25T14:30:50Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749939921,213,5.28,5749939913,56,Back,5749939919,212,39.3,5749939915,140,27.7,5749939911,155,,5749939923,1,,5749939917,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865769,3,61,1,0,23,czkf5t3ai00ghwbga03i5aqxw,1,64.6,75.3,2025-05-25T14:30:53.551Z,2025-05-25T14:30:53Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749940015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818869729,120,61,1,0,23,9zqn9ugvg64it0lr5z8cq4g9v,1,35.3,34.6,2025-05-25T14:30:53.607Z,2025-05-25T14:40:31Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749963281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865797,13,1,1,0,24,9zqn9ugvg64it0lr5z8cq4g9v,1,38.4,30.4,2025-05-25T14:30:54.428Z,2025-05-25T14:30:57Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5749940183,155,,5749940187,140,29.8,5749940197,212,15.8,5749940185,56,Back,5749940199,213,4.10,5749940191,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865883,14,1,1,0,26,9zqn9ugvg64it0lr5z8cq4g9v,1,30.0,11.3,2025-05-25T14:30:56.683Z,2025-05-25T14:31:06Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5749940639,141,6.1,5749940643,213,5.88,5749940635,56,Back,5749940641,212,9.1,5749940637,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865887,15,50,1,0,31,9zqn9ugvg64it0lr5z8cq4g9v,1,40.4,6.6,2025-05-25T14:31:01.239Z,2025-05-25T15:22:12Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5749940653,286,,5749940667,233,4,5749940651,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865867,4,7,1,0,31,czkf5t3ai00ghwbga03i5aqxw,1,59.6,93.4,2025-05-25T14:31:01.240Z,2025-05-25T15:22:11Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749940571,285,,5749940569,56,Left,5749940659,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865873,5,50,1,0,34,czkf5t3ai00ghwbga03i5aqxw,1,59.6,95.9,2025-05-25T14:31:04.191Z,2025-05-25T15:22:12Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749940593,286,,5749965471,233,137,5749940587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818870125,137,7,1,0,34,9zqn9ugvg64it0lr5z8cq4g9v,1,40.4,4.1,2025-05-25T14:31:04.192Z,2025-05-25T15:22:12Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5749965461,285,,5749965459,56,Back,5749965467,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865885,6,5,1,0,35,czkf5t3ai00ghwbga03i5aqxw,1,62.0,102.0,2025-05-25T14:31:05.688Z,2025-05-25T14:31:09Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749940755,233,16,5749940647,56,Left,5749940649,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865899,16,5,1,0,35,9zqn9ugvg64it0lr5z8cq4g9v,0,38.0,-2.0,2025-05-25T14:31:05.688Z,2025-05-25T15:22:22Z,acredwjpf6ou0mdqx2cpxm4no,I. Brusberg,,,5749940785,233,6,5749940737,56,Back,5749940739,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865927,7,1,1,0,39,czkf5t3ai00ghwbga03i5aqxw,1,61.9,100.0,2025-05-25T14:31:09.071Z,2025-05-25T14:31:13Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5749940893,107,,5749940901,212,17.2,5749940897,140,49.6,5749940895,56,Back,5749940899,141,85.3,5749940903,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865941,8,1,1,0,43,czkf5t3ai00ghwbga03i5aqxw,1,46.6,66.1,2025-05-25T14:31:13.087Z,2025-05-25T14:31:44Z,dkc69jkzi4e9ysgmwldz249as,M. Siltanen,,,5749940961,56,Back,5749940965,141,30.7,5749940969,213,4.37,5749940967,212,25.6,5749940963,140,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865965,9,1,1,0,44,czkf5t3ai00ghwbga03i5aqxw,1,39.5,29.8,2025-05-25T14:31:14.271Z,2025-05-25T14:31:17Z,5jos8v6hr086q8at9iuyhwded,M. Tenho,,,5749941097,212,26.5,5749941093,140,59.6,5749941091,56,Right,5749941095,141,6.2,5749941099,213,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865983,10,1,1,0,48,czkf5t3ai00ghwbga03i5aqxw,1,57.0,21.5,2025-05-25T14:31:17.831Z,2025-05-25T14:31:22Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5749941211,212,10.3,5749941205,56,Right,5749941209,141,17.9,5749941213,213,6.04,5749941207,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865977,17,83,1,0,50,9zqn9ugvg64it0lr5z8cq4g9v,0,31.8,69.7,2025-05-25T14:31:20.635Z,2025-05-25T14:42:22Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749967757,399,370kkwnidcltqyooh51z6uzqi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865985,11,61,1,0,51,czkf5t3ai00ghwbga03i5aqxw,0,66.5,17.9,2025-05-25T14:31:21.696Z,2025-05-25T14:42:20Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749941219,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818865987,18,1,1,0,52,9zqn9ugvg64it0lr5z8cq4g9v,1,31.8,71.5,2025-05-25T14:31:22.691Z,2025-05-25T14:42:22Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749941221,56,Back,5749941229,213,1.14,5749941225,141,91.1,5749941227,212,14.7,5749941223,140,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866001,20,3,1,0,55,9zqn9ugvg64it0lr5z8cq4g9v,0,40.6,92.6,2025-05-25T14:31:24.780Z,2025-05-25T14:31:25Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749941333,211,,5749941327,286,,5749941325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866009,21,83,1,0,56,9zqn9ugvg64it0lr5z8cq4g9v,0,64.1,95.4,2025-05-25T14:31:26.481Z,2025-05-25T14:31:29Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749941551,399,csd7qb9u0a9am2ltse9w31uz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866029,12,12,1,0,57,czkf5t3ai00ghwbga03i5aqxw,1,34.3,6.4,2025-05-25T14:31:27.168Z,2025-05-25T14:31:28Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5749941479,140,35.4,5749941485,213,4.94,5749941499,167,,5749941481,141,0.0,5749941483,212,5.2,5749941477,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866033,13,5,1,0,57,czkf5t3ai00ghwbga03i5aqxw,0,36.0,-1.4,2025-05-25T14:31:27.387Z,2025-05-25T15:22:22Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5749941495,347,,5749941525,233,22,5749941491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866021,22,5,1,0,57,9zqn9ugvg64it0lr5z8cq4g9v,1,64.0,101.4,2025-05-25T14:31:27.387Z,2025-05-25T15:22:22Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749941505,233,13,5749941445,347,,5749941443,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866077,23,1,1,1,7,9zqn9ugvg64it0lr5z8cq4g9v,1,62.8,100.0,2025-05-25T14:31:37.116Z,2025-05-25T14:31:38Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749941735,212,12.4,5749941733,141,83.9,5749941727,107,,5749941737,213,4.57,5749941729,56,Left,5749941731,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866083,24,1,1,1,8,9zqn9ugvg64it0lr5z8cq4g9v,1,61.1,83.9,2025-05-25T14:31:38.011Z,2025-05-25T14:31:38Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5749941767,56,Left,5749941779,212,6.1,5749941775,141,92.9,5749941781,213,1.64,5749941771,140,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866109,25,1,1,1,9,9zqn9ugvg64it0lr5z8cq4g9v,1,60.7,92.9,2025-05-25T14:31:38.797Z,2025-05-25T14:31:41Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749941871,56,Back,5749941875,141,76.6,5749941879,213,3.56,5749941877,212,27.1,5749941873,140,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866147,26,1,1,1,11,9zqn9ugvg64it0lr5z8cq4g9v,1,36.8,74.4,2025-05-25T14:31:41.212Z,2025-05-25T14:31:44Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749942091,56,Back,5749942099,213,4.66,5749942095,141,39.7,5749942097,212,23.6,5749942093,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866161,27,1,1,1,14,9zqn9ugvg64it0lr5z8cq4g9v,1,36.5,37.3,2025-05-25T14:31:44.203Z,2025-05-25T14:31:47Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5749942221,141,72.7,5749942219,140,30.9,5749942223,212,24.8,5749942217,56,Back,5749942225,213,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866175,28,1,1,1,17,9zqn9ugvg64it0lr5z8cq4g9v,1,31.0,84.1,2025-05-25T14:31:47.451Z,2025-05-25T14:31:48Z,17jltcnnaha4707duh52hirit,M. Lode,,,5749942317,141,91.2,5749942319,212,7.1,5749942315,140,35.9,5749942321,213,0.75,5749942313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866187,29,1,1,1,18,9zqn9ugvg64it0lr5z8cq4g9v,1,36.0,91.2,2025-05-25T14:31:48.460Z,2025-05-25T14:31:52Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5749942399,140,38.0,5749942401,141,76.3,5749942405,212,10.3,5749942397,56,Back,5749942409,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818871237,122,83,1,1,21,czkf5t3ai00ghwbga03i5aqxw,0,73.5,42.7,2025-05-25T14:31:51.574Z,2025-05-25T14:43:57Z,2zjl0xu23wp9j6ciq25irsq38,I. Alemayehu,,,5749972051,399,eq9x5pboy1dehdauroonsw3c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866191,30,61,1,1,22,9zqn9ugvg64it0lr5z8cq4g9v,0,37.5,75.9,2025-05-25T14:31:51.947Z,2025-05-25T14:32:07Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5749942413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866249,15,1,1,1,25,czkf5t3ai00ghwbga03i5aqxw,1,73.0,28.8,2025-05-25T14:31:55.207Z,2025-05-25T14:31:56Z,dvl8q7nwvz3o6d73220d1ag2d,T. Nguen,,,5749942661,213,6.10,5749942653,56,Center,5749942655,140,89.6,5749942659,212,17.7,5749942657,141,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866261,16,1,1,1,26,czkf5t3ai00ghwbga03i5aqxw,0,89.6,24.0,2025-05-25T14:31:56.528Z,2025-05-25T14:45:00Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749942737,140,84.8,5749942741,212,15.6,5749942739,141,45.7,5749942743,213,1.90,5749942735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866275,31,12,1,1,28,9zqn9ugvg64it0lr5z8cq4g9v,1,13.1,46.3,2025-05-25T14:31:58.604Z,2025-05-25T14:32:01Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749942817,141,42.1,5749942819,212,15.2,5749942815,140,27.3,5749942821,213,6.09,5749942813,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866291,17,15,1,1,31,czkf5t3ai00ghwbga03i5aqxw,1,79.3,47.0,2025-05-25T14:32:00.759Z,2025-05-25T15:33:46Z,ab3og2sas7q4czd31wbdbnro,K. Kosugi,,,5749942875,22,,5749942879,56,Center,5749945331,78,,5749945341,458,,5749945351,233,32,5749945333,102,50.7,5749945343,146,82.3,5749945347,230,99.4,5749945133,82,5749945337,215,5749945345,147,47.7,5749945349,231,49.6,5749945339,328,5749945335,103,19,5749945129,20,5749942877,18,,,,,,,,,,,,,,
2818866279,32,10,1,1,31,9zqn9ugvg64it0lr5z8cq4g9v,1,17.2,52.5,2025-05-25T14:32:00.859Z,2025-05-25T14:33:08Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5749942841,56,Back,5749942839,94,,5749945379,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866293,33,44,1,1,32,9zqn9ugvg64it0lr5z8cq4g9v,1,28.4,61.8,2025-05-25T14:32:02.063Z,2025-05-25T15:31:15Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749942893,285,,5749942891,56,Back,5749976531,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866311,18,44,1,1,32,czkf5t3ai00ghwbga03i5aqxw,0,71.6,38.2,2025-05-25T14:32:02.064Z,2025-05-25T15:31:15Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5749942971,56,Center,5749942973,286,,5749976537,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866297,34,1,1,1,32,9zqn9ugvg64it0lr5z8cq4g9v,0,25.8,58.7,2025-05-25T14:32:02.540Z,2025-05-25T14:46:06Z,8k4fw4zak03as07nwf1kiktuc,S. Nioule,,,5749942911,56,Back,5749942917,212,2.7,5749942909,3,,5749942913,140,26.1,5749942919,213,1.45,5749942915,141,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866323,19,61,1,1,35,czkf5t3ai00ghwbga03i5aqxw,1,71.7,35.8,2025-05-25T14:32:05.431Z,2025-05-25T14:46:02Z,3bepi58wwope38a478y7jwlxw,A. Priske,,,5749943021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866345,20,1,1,1,37,czkf5t3ai00ghwbga03i5aqxw,1,80.6,15.0,2025-05-25T14:32:06.999Z,2025-05-25T14:32:09Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749943117,212,11.9,5749943111,56,Right,5749943115,141,17.7,5749943119,213,2.99,5749943113,140,69.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866365,21,1,1,1,39,czkf5t3ai00ghwbga03i5aqxw,1,69.4,17.7,2025-05-25T14:32:09.264Z,2025-05-25T14:32:10Z,csd7qb9u0a9am2ltse9w31uz8,T. Bergvall,,,5749943209,141,14.9,5749943205,56,Right,5749943211,212,20.9,5749943207,140,89.2,5749943213,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818866373,22,1,1,1,40,czkf5t3ai00ghwbga03i5aqxw,0,89.2,14.9,2025-05-25T14:32:09.831Z,2025-05-25T14:46:24Z,370kkwnidcltqyooh51z6uzqi,T. Gulliksen,,,5749943245,2,,5749943255,212,25.7,5749943249,56,Center,5749943253,141,52.7,5749943257,213,1.53,5749943251,140,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
