id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/16/value
2805491707,5,44,1,0,16,5mbo4f0vps12dr0fcvjn3wyp5,0,46.8,16.9,2025-04-24T17:00:46.344Z,2025-04-24T17:03:35Z,azvjk1schroxi2dq22hwnqr1m,A. Kakoullis,,,5676087937,233,6,5676087883,285,,5676087879,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491713,7,1,1,0,17,durq4oppf7c08tnbzrlebt0uz,0,53.8,77.9,2025-04-24T17:00:46.765Z,2025-04-24T17:04:02Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5676087907,56,Center,5676087905,3,,5676087915,213,5.86,5676087913,212,15.8,5676087911,141,68.3,5676087909,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491749,6,1,1,0,18,5mbo4f0vps12dr0fcvjn3wyp5,1,35.7,19.2,2025-04-24T17:00:47.681Z,2025-04-24T17:03:54Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5676088063,141,71.7,5676088067,213,1.46,5676088061,140,39.5,5676088059,56,Back,5676088065,212,35.9,5676088069,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491753,7,1,1,0,22,5mbo4f0vps12dr0fcvjn3wyp5,1,42.3,82.1,2025-04-24T17:00:52.593Z,2025-04-24T17:04:10Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5676088103,56,Back,5676088111,213,4.08,5676088109,212,27.3,5676088107,141,49.6,5676088105,140,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491769,8,1,1,0,26,5mbo4f0vps12dr0fcvjn3wyp5,0,27.0,49.6,2025-04-24T17:00:55.745Z,2025-04-24T17:04:23Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5676088187,140,68.4,5676088193,213,5.87,5676094605,157,,5676088191,212,47.5,5676088185,56,Center,5676088195,1,,5676088189,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491777,8,1,1,0,29,durq4oppf7c08tnbzrlebt0uz,1,21.6,68.5,2025-04-24T17:00:58.998Z,2025-04-24T17:04:27Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5676088245,213,0.05,5676088235,3,,5676088237,56,Back,5676088239,140,46.1,5676088243,212,25.8,5676088241,141,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492097,22,83,1,0,32,5mbo4f0vps12dr0fcvjn3wyp5,1,48.6,26.8,2025-04-24T17:01:02.096Z,2025-04-24T17:05:35Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5676096885,399,cntz26i7p4q9fyzh55xswpudw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491779,9,61,1,0,33,durq4oppf7c08tnbzrlebt0uz,0,52.2,75.6,2025-04-24T17:01:03.095Z,2025-04-24T17:05:30Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5676088251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491785,9,43,1,0,34,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-24T17:01:03.705Z,2025-04-24T17:05:41Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5676097093,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491799,10,1,1,0,35,5mbo4f0vps12dr0fcvjn3wyp5,1,43.8,25.6,2025-04-24T17:01:05.249Z,2025-04-24T17:05:43Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5676088361,56,Center,5676088367,212,12.2,5676088363,140,55.4,5676088369,213,0.07,5676088365,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491801,11,1,1,0,39,5mbo4f0vps12dr0fcvjn3wyp5,1,54.9,25.9,2025-04-24T17:01:08.913Z,2025-04-24T17:05:47Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5676088377,141,13.7,5676088373,56,Back,5676088375,140,47.4,5676088381,213,3.95,5676088379,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491811,12,1,1,0,41,5mbo4f0vps12dr0fcvjn3wyp5,1,47.4,13.7,2025-04-24T17:01:10.937Z,2025-04-24T17:01:14Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5676088429,141,31.6,5676088433,213,2.25,5676088431,212,15.7,5676088425,56,Back,5676088427,140,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491819,13,1,1,0,44,5mbo4f0vps12dr0fcvjn3wyp5,1,38.0,31.8,2025-04-24T17:01:14.017Z,2025-04-24T17:01:17Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5676088465,141,19.4,5676088469,213,4.28,5676088463,140,34.3,5676088467,212,9.3,5676088461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491841,14,1,1,0,47,5mbo4f0vps12dr0fcvjn3wyp5,1,28.6,20.1,2025-04-24T17:01:17.193Z,2025-04-24T17:01:22Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5676088555,141,46.1,5676088557,212,25.1,5676088559,213,2.36,5676088553,140,11.6,5676088551,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491853,15,1,1,0,52,5mbo4f0vps12dr0fcvjn3wyp5,0,11.6,53.3,2025-04-24T17:01:21.873Z,2025-04-24T17:01:29Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5676088597,140,55.9,5676088605,1,,5676088747,155,,5676088595,56,Center,5676088601,212,47.6,5676088599,141,68.2,5676088603,213,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491883,11,1,1,0,56,durq4oppf7c08tnbzrlebt0uz,1,50.1,11.3,2025-04-24T17:01:26.383Z,2025-04-24T17:01:28Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5676088737,212,25.5,5676088735,141,14.7,5676088731,56,Right,5676088733,140,74.3,5676088739,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491897,12,1,1,0,58,durq4oppf7c08tnbzrlebt0uz,1,75.0,17.1,2025-04-24T17:01:27.751Z,2025-04-24T17:06:29Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5676088847,213,6.04,5676088845,212,15.5,5676088843,141,11.7,5676098783,168,,5676088841,140,89.3,5676088839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491899,13,1,1,1,0,durq4oppf7c08tnbzrlebt0uz,0,95.6,10.9,2025-04-24T17:01:30.135Z,2025-04-24T17:06:54Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5676088857,140,93.2,5676088861,212,16.8,5676088855,56,Center,5676088863,213,1.72,5676088851,2,,5676088853,155,,5676088859,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491905,16,12,1,1,1,5mbo4f0vps12dr0fcvjn3wyp5,1,6.9,57.6,2025-04-24T17:01:31.504Z,2025-04-24T17:07:36Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5676088915,167,,5676088905,141,72.4,5676088907,212,13.3,5676088909,213,2.28,5676088911,15,,5676088901,56,Back,5676088903,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491911,14,6,1,1,4,durq4oppf7c08tnbzrlebt0uz,1,96.6,35.2,2025-04-24T17:01:33.802Z,2025-04-24T17:03:13Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5676089009,233,17,5676088993,75,,5676088989,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805491907,17,6,1,1,4,5mbo4f0vps12dr0fcvjn3wyp5,0,3.4,64.8,2025-04-24T17:01:33.802Z,2025-04-24T17:01:50Z,eyqeg6wzhjibkt4zs5dfgzc9h,D. Beširović,,,5676088919,73,,5676089025,233,14,5676088917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492061,15,1,1,1,33,durq4oppf7c08tnbzrlebt0uz,0,99.5,0.5,2025-04-24T17:02:03.239Z,2025-04-24T17:07:41Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5676089827,141,44.6,5676089825,140,90.3,5676089819,155,,5676089823,56,Center,5676089817,6,,5676089821,223,,5676089831,213,1.88,5676089815,2,,5676089829,212,31.5,,,,,,,,,,,,,,,,,,,,,,,,
2805492067,18,44,1,1,37,5mbo4f0vps12dr0fcvjn3wyp5,1,7.5,56.9,2025-04-24T17:02:06.824Z,2025-04-24T17:08:18Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5676089863,285,,5676089861,56,Back,5676089871,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492069,16,44,1,1,37,durq4oppf7c08tnbzrlebt0uz,0,92.5,43.1,2025-04-24T17:02:06.825Z,2025-04-24T17:03:18Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5676089867,56,Center,5676089875,233,18,5676089869,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492077,19,12,1,1,37,5mbo4f0vps12dr0fcvjn3wyp5,1,4.8,54.0,2025-04-24T17:02:07.321Z,2025-04-24T17:08:33Z,8ez1awevbmegf1z0kgjtp048a,Á. Csongvai,,,5676089909,213,5.70,5676089901,56,Back,5676089903,140,19.1,5676089905,141,39.5,5676089923,15,,5676089907,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492081,17,15,1,1,38,durq4oppf7c08tnbzrlebt0uz,1,80.6,59.3,2025-04-24T17:02:08.439Z,2025-04-24T17:08:56Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5676103643,25,,5676104091,102,52.5,5676104109,231,51.1,5676103649,82,,5676104089,76,,5676104107,230,98.2,5676104095,328,,5676104139,233,20,5676104093,103,19,5676089927,18,5676104101,146,84.0,5676104105,147,58.1,5676104097,458,5676103645,20,5676089929,56,Center,,,,,,,,,
2805492085,20,10,1,1,38,5mbo4f0vps12dr0fcvjn3wyp5,1,16.0,41.9,2025-04-24T17:02:08.539Z,2025-04-24T17:08:56Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5676089951,56,Back,5676089949,94,,5676104167,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492137,18,1,1,1,40,durq4oppf7c08tnbzrlebt0uz,1,71.9,43.3,2025-04-24T17:02:10.391Z,2025-04-24T17:09:09Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5676090175,212,27.6,5676090171,140,80.0,5676090169,56,Right,5676090173,141,4.7,5676090177,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492165,19,1,1,1,46,durq4oppf7c08tnbzrlebt0uz,1,80.5,8.2,2025-04-24T17:02:16.160Z,2025-04-24T17:09:21Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5676090293,155,,5676090303,213,1.25,5676090299,141,80.3,5676090301,212,51.6,5676104867,196,,5676090305,1,,5676090297,140,95.9,5676090295,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492189,20,1,1,1,48,durq4oppf7c08tnbzrlebt0uz,1,95.9,80.3,2025-04-24T17:02:17.767Z,2025-04-24T17:09:27Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5676090409,140,87.4,5676090411,141,79.7,5676090413,212,8.9,5676105029,3,,5676090415,213,3.19,5676090407,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492197,21,3,1,1,51,durq4oppf7c08tnbzrlebt0uz,0,92.4,78.1,2025-04-24T17:02:21.159Z,2025-04-24T17:09:33Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5676090453,211,,5676090449,56,Center,5676090451,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492205,28,12,1,1,53,5mbo4f0vps12dr0fcvjn3wyp5,1,5.9,28.6,2025-04-24T17:02:22.832Z,2025-04-24T17:09:38Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5676090499,140,1.3,5676090503,212,21.1,5676090501,141,0.0,5676090505,213,4.48,5676090543,167,,5676090497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492213,22,5,1,1,56,durq4oppf7c08tnbzrlebt0uz,1,97.8,101.8,2025-04-24T17:02:25.806Z,2025-04-24T17:02:28Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5676090541,347,,5676090539,56,Left,5676090545,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492209,29,5,1,1,56,5mbo4f0vps12dr0fcvjn3wyp5,0,2.2,-1.8,2025-04-24T17:02:25.806Z,2025-04-24T17:03:15Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5676090521,347,,5676090519,56,Back,5676090575,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492271,23,1,1,2,7,durq4oppf7c08tnbzrlebt0uz,1,93.6,100.0,2025-04-24T17:02:37.327Z,2025-04-24T17:02:39Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5676090891,56,Left,5676090901,1,,5676090893,140,70.9,5676090899,213,3.38,5676090897,212,24.5,5676090889,107,,5676090895,141,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492321,31,1,1,2,11,durq4oppf7c08tnbzrlebt0uz,1,68.6,92.1,2025-04-24T17:02:41.087Z,2025-04-24T17:02:44Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5676091109,213,4.11,5676091101,56,Center,5676091103,140,55.7,5676091105,141,63.0,5676091107,212,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492329,32,1,1,2,14,durq4oppf7c08tnbzrlebt0uz,1,55.7,63.0,2025-04-24T17:02:44.415Z,2025-04-24T17:02:45Z,1t67kvg37jg2elz9voix5kcet,H. Andersson,,,5676091157,56,Center,5676091165,213,5.73,5676091163,212,11.8,5676091161,141,53.9,5676091159,140,65.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492333,33,1,1,2,15,durq4oppf7c08tnbzrlebt0uz,1,65.3,53.9,2025-04-24T17:02:45.231Z,2025-04-24T17:10:04Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5676091189,141,28.0,5676091187,140,55.8,5676091185,56,Center,5676091191,212,20.2,5676106545,156,,5676091193,213,4.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492351,34,1,1,2,17,durq4oppf7c08tnbzrlebt0uz,1,57.7,25.0,2025-04-24T17:02:46.942Z,2025-04-24T17:02:50Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5676091275,213,5.39,5676091267,56,Right,5676091273,212,17.4,5676091269,140,68.1,5676091271,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492361,35,1,1,2,20,durq4oppf7c08tnbzrlebt0uz,1,70.3,6.5,2025-04-24T17:02:50.095Z,2025-04-24T17:02:51Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5676091337,212,13.3,5676091335,141,6.1,5676091333,140,57.6,5676091331,56,Right,5676091339,213,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492371,36,1,1,2,22,durq4oppf7c08tnbzrlebt0uz,1,57.6,6.1,2025-04-24T17:02:51.759Z,2025-04-24T17:02:53Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5676091387,140,58.9,5676091389,141,20.3,5676091393,213,1.43,5676091385,56,Right,5676091391,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492403,37,1,1,2,23,durq4oppf7c08tnbzrlebt0uz,1,58.9,20.3,2025-04-24T17:02:53.602Z,2025-04-24T17:02:59Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5676091557,140,94.5,5676091561,212,38.9,5676091563,213,6.00,5676091555,56,Right,5676091553,155,,5676091565,1,,5676091559,141,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492409,38,1,1,2,29,durq4oppf7c08tnbzrlebt0uz,1,95.0,5.9,2025-04-24T17:02:59.039Z,2025-04-24T17:03:00Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5676091609,56,Right,5676091613,141,13.2,5676091611,140,84.7,5676091615,212,11.9,5676091617,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492417,39,1,1,2,30,durq4oppf7c08tnbzrlebt0uz,0,84.7,13.2,2025-04-24T17:03:00.271Z,2025-04-24T17:03:01Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5676091671,2,,5676091673,155,,5676091683,213,1.09,5676091679,141,44.6,5676091681,212,24.0,5676091677,140,95.2,5676091675,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492429,30,44,1,2,33,5mbo4f0vps12dr0fcvjn3wyp5,1,5.6,52.7,2025-04-24T17:03:02.814Z,2025-04-24T17:03:18Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5676091727,56,Back,5676091745,233,40,5676091729,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492425,40,44,1,2,33,durq4oppf7c08tnbzrlebt0uz,0,94.4,47.3,2025-04-24T17:03:02.815Z,2025-04-24T17:03:19Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5676091749,233,30,5676091721,56,Center,5676091723,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492435,31,12,1,2,33,5mbo4f0vps12dr0fcvjn3wyp5,1,6.9,48.2,2025-04-24T17:03:03.433Z,2025-04-24T17:03:05Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5676091775,213,0.90,5676091767,56,Back,5676091769,140,18.3,5676091771,141,70.3,5676091777,15,,5676091773,212,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805492441,32,1,1,2,34,5mbo4f0vps12dr0fcvjn3wyp5,1,15.2,70.7,2025-04-24T17:03:03.954Z,2025-04-24T17:12:33Z,3hz7fbme9sm4xkj5fo3moeluc,V. Andersson,,,5676091791,56,Back,5676091793,140,21.4,5676091799,213,5.63,5676091797,212,8.2,5676091795,141,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
