id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/15/value
2807851413,5,1,1,0,36,33hzf6j2rd9r50g2n4agsytkd,1,63.1,7.4,2025-04-28T17:11:05.633Z,2025-04-28T17:11:07Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5688963809,141,4.9,5688963817,213,6.17,5688963801,56,Right,5688963805,140,76.9,5688963813,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851429,6,1,1,0,38,33hzf6j2rd9r50g2n4agsytkd,0,78.4,5.2,2025-04-28T17:11:07.361Z,2025-04-28T17:11:09Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5688963941,212,31.7,5688963939,141,48.4,5688963937,140,89.7,5688963931,2,,5688963935,56,Center,5688963943,213,1.19,5688963933,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851437,6,12,1,0,40,evf5hhqgnjhwjsth1m6pawxdp,1,9.3,57.2,2025-04-28T17:11:08.880Z,2025-04-28T17:11:10Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5688963981,56,Back,5688963989,213,1.15,5688963987,212,6.1,5688963983,140,11.7,5688963985,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851473,7,12,1,0,41,evf5hhqgnjhwjsth1m6pawxdp,1,12.4,65.8,2025-04-28T17:11:09.985Z,2025-04-28T17:11:14Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5688964223,213,0.51,5688964219,141,86.9,5688964217,140,36.7,5688964215,56,Back,5688964221,212,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851477,8,61,1,0,45,evf5hhqgnjhwjsth1m6pawxdp,0,41.7,88.1,2025-04-28T17:11:14.628Z,2025-04-28T17:11:15Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5688964237,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851499,7,43,1,0,48,33hzf6j2rd9r50g2n4agsytkd,1,0.0,0.0,2025-04-28T17:11:17.233Z,2025-04-28T17:11:20Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5688964569,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851547,8,4,1,0,50,33hzf6j2rd9r50g2n4agsytkd,1,36.8,11.9,2025-04-28T17:11:19.474Z,2025-04-28T17:11:33Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5688964693,56,Back,5688965211,294,,5688964695,152,,5688964703,233,9,5688964689,13,,5688964699,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851531,9,4,1,0,50,evf5hhqgnjhwjsth1m6pawxdp,0,63.2,88.1,2025-04-28T17:11:19.475Z,2025-04-28T17:11:29Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5688964559,152,,5688964557,56,Left,5688965055,294,,5688964721,233,8,5688964563,285,,5688964555,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851661,9,1,1,1,5,33hzf6j2rd9r50g2n4agsytkd,0,35.4,12.8,2025-04-28T17:11:34.016Z,2025-04-28T17:17:33Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5688965261,212,43.4,5688965249,5,,5688965253,152,,5688965265,1,,5688984127,155,,5688965259,141,15.6,5688965257,140,76.7,5688983745,189,,5688965255,56,Right,5688965263,213,0.04,,,,,,,,,,,,,,,,,,
2807851693,10,1,1,1,6,evf5hhqgnjhwjsth1m6pawxdp,1,24.7,83.8,2025-04-28T17:11:35.393Z,2025-04-28T17:11:37Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5688965435,56,Back,5688965443,213,1.41,5688965439,141,92.3,5688965437,140,25.6,5688965441,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851697,11,1,1,1,8,evf5hhqgnjhwjsth1m6pawxdp,0,24.4,95.4,2025-04-28T17:11:37.042Z,2025-04-28T17:11:37Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5688965459,212,13.7,5688965451,157,,5688965457,141,100.0,5688965455,140,36.9,5688965463,1,,5688965461,213,0.30,5688965453,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851707,10,5,1,1,8,33hzf6j2rd9r50g2n4agsytkd,1,68.0,-1.6,2025-04-28T17:11:37.218Z,2025-04-28T17:11:41Z,4nx0njulsjs2hegiee011dxpl,R. Frej,,,5688965523,56,Right,5688965525,347,,5688965537,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851705,12,5,1,1,8,evf5hhqgnjhwjsth1m6pawxdp,0,32.0,101.6,2025-04-28T17:11:37.218Z,2025-04-28T18:06:09Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5688965569,233,10,5688965519,56,Back,5688965521,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851813,11,1,1,1,17,33hzf6j2rd9r50g2n4agsytkd,1,76.9,0.0,2025-04-28T17:11:46.225Z,2025-04-28T17:11:48Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5688966053,213,0.76,5688966047,140,84.1,5688966049,141,8.9,5688966045,56,Right,5688966051,212,10.4,5688966043,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851817,12,61,1,1,19,33hzf6j2rd9r50g2n4agsytkd,0,84.1,8.9,2025-04-28T17:11:48.700Z,2025-04-28T17:18:24Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5688966073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851851,13,1,1,1,20,evf5hhqgnjhwjsth1m6pawxdp,1,22.2,85.0,2025-04-28T17:11:49.586Z,2025-04-28T17:11:51Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5688966255,157,,5688966263,140,36.1,5688966273,1,,5688966267,141,84.2,5688966269,212,14.6,5688966271,213,6.25,5688966259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851853,14,61,1,1,22,evf5hhqgnjhwjsth1m6pawxdp,1,34.3,84.1,2025-04-28T17:11:51.692Z,2025-04-28T17:11:52Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5688966281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851867,15,61,1,1,24,evf5hhqgnjhwjsth1m6pawxdp,0,27.8,91.8,2025-04-28T17:11:52.896Z,2025-04-28T17:19:13Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5688966321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851887,13,5,1,1,24,33hzf6j2rd9r50g2n4agsytkd,1,66.6,-2.0,2025-04-28T17:11:53.261Z,2025-04-28T18:06:10Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5688966433,347,,5688966449,233,16,5688966431,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851871,16,5,1,1,24,evf5hhqgnjhwjsth1m6pawxdp,0,33.4,102.0,2025-04-28T17:11:53.261Z,2025-04-28T17:11:57Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5688966485,233,13,5688966347,56,Back,5688966349,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851965,14,1,1,1,32,33hzf6j2rd9r50g2n4agsytkd,1,67.3,0.0,2025-04-28T17:12:01.377Z,2025-04-28T17:12:05Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5688966915,107,,5688966923,212,14.5,5688966919,140,79.4,5688966917,56,Right,5688966921,141,8.2,5688966925,213,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807856559,86,50,1,1,35,33hzf6j2rd9r50g2n4agsytkd,1,76.6,12.6,2025-04-28T17:12:04.215Z,2025-04-28T19:12:06Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5688993379,56,Right,5688993381,286,,5688993579,233,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807856189,92,7,1,1,35,evf5hhqgnjhwjsth1m6pawxdp,0,23.4,87.4,2025-04-28T17:12:04.216Z,2025-04-28T19:12:06Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5688993563,233,86,5688993555,285,,5688993553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807851981,15,1,1,1,36,33hzf6j2rd9r50g2n4agsytkd,1,80.3,7.7,2025-04-28T17:12:05.217Z,2025-04-28T17:12:06Z,6ivuk1j53ybmv5hhzp55ybzzd,G. Lundgren,,,5688966993,141,6.5,5688966991,140,87.5,5688966997,213,6.18,5688966989,56,Right,5688966995,212,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852025,16,1,1,1,38,33hzf6j2rd9r50g2n4agsytkd,0,89.2,7.9,2025-04-28T17:12:06.712Z,2025-04-28T17:25:11Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5688967209,213,1.63,5688967201,56,Center,5688967207,212,31.2,5688967205,141,53.7,5688967199,155,,5688967197,2,,5688967203,140,87.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852017,17,12,1,1,41,evf5hhqgnjhwjsth1m6pawxdp,1,7.5,53.6,2025-04-28T17:12:10.578Z,2025-04-28T17:22:08Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5688967161,212,11.6,5688967155,56,Back,5688967163,213,5.20,5688967159,141,38.5,5688967157,140,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852031,17,15,1,1,43,33hzf6j2rd9r50g2n4agsytkd,1,87.5,57.3,2025-04-28T17:12:12.057Z,2025-04-28T17:25:11Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5688968521,233,18,5688967241,17,,5688968497,146,97.8,5688968469,20,,5688968471,76,,5688968483,103,4.4,5688967239,22,,5688968481,102,54.2,5688968501,147,50.9,5688968491,328,,5689005181,458,5688967243,56,Center,5688998329,108,,,,,,,,,,,
2807852021,18,10,1,1,43,evf5hhqgnjhwjsth1m6pawxdp,1,2.5,48.4,2025-04-28T17:12:12.157Z,2025-04-28T17:12:36Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5688967181,182,,5688967271,179,,5688967183,56,Back,5688967177,173,,5688968529,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852039,18,6,1,1,45,33hzf6j2rd9r50g2n4agsytkd,1,93.7,52.4,2025-04-28T17:12:13.738Z,2025-04-28T19:06:33Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5688967303,56,Center,5688967305,73,,5688967317,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852043,19,6,1,1,45,evf5hhqgnjhwjsth1m6pawxdp,0,6.3,47.6,2025-04-28T17:12:13.738Z,2025-04-28T19:06:34Z,b6xqk78ndtb9qmjtlavgj02qx,P. Dahlberg,,,5688967349,233,18,5688967315,73,,5688967313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852297,19,1,1,2,11,33hzf6j2rd9r50g2n4agsytkd,1,99.5,99.5,2025-04-28T17:12:40.369Z,2025-04-28T17:25:57Z,aybt4s09eeonv6pdk2v9c9v6c,A. Boudri,,,5688968811,1,,5688968797,155,,5688968795,6,,5688968801,56,Center,5688968809,213,4.58,5688968793,2,,5688968799,223,,5688968803,140,94.6,5688968807,212,40.2,5688968805,141,40.9,,,,,,,,,,,,,,,,,,
2807858251,120,61,1,2,12,33hzf6j2rd9r50g2n4agsytkd,1,90.7,57.3,2025-04-28T17:12:41.557Z,2025-04-28T17:24:29Z,bqid9rom7z7zb9kf10ft9ao7o,A. Henriksson,,,5689003575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852323,20,12,1,2,13,evf5hhqgnjhwjsth1m6pawxdp,1,7.5,55.4,2025-04-28T17:12:41.873Z,2025-04-28T17:12:44Z,bm0bafkutd9qb9qee06cys9re,I. Jagne,,,5688969009,56,Back,5688969017,213,5.78,5688969011,140,21.7,5688969013,141,43.4,5688969015,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852377,21,12,1,2,15,evf5hhqgnjhwjsth1m6pawxdp,1,26.0,44.0,2025-04-28T17:12:44.370Z,2025-04-28T17:12:51Z,4w0adddkbx4642lkebbcmxbzd,E. Marković,,,5688969373,212,26.0,5688969375,213,0.70,5688969371,141,68.5,5688969367,56,Back,5688969369,140,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852329,20,61,1,2,16,33hzf6j2rd9r50g2n4agsytkd,1,71.1,54.0,2025-04-28T17:12:45.459Z,2025-04-28T17:12:45Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5688969069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852359,21,1,1,2,19,33hzf6j2rd9r50g2n4agsytkd,1,55.1,25.9,2025-04-28T17:12:48.066Z,2025-04-28T17:12:49Z,f1qvh9qszr743tj8zb3kcvaei,M. de Brienne,,,5688969227,140,31.8,5688969229,141,47.2,5688969231,212,28.4,5688969233,213,2.61,5688969225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852397,22,1,1,2,20,33hzf6j2rd9r50g2n4agsytkd,1,31.8,47.2,2025-04-28T17:12:49.360Z,2025-04-28T17:12:53Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5688969463,140,73.7,5688969459,157,,5688969465,141,33.1,5688969469,213,6.07,5688969467,212,45.0,5688969461,56,Center,5688969471,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852403,23,44,1,2,22,33hzf6j2rd9r50g2n4agsytkd,1,72.1,30.0,2025-04-28T17:12:51.088Z,2025-04-28T18:05:19Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5688969499,286,,5688969497,56,Center,5688969561,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852383,22,44,1,2,22,evf5hhqgnjhwjsth1m6pawxdp,0,27.9,70.0,2025-04-28T17:12:51.089Z,2025-04-28T17:12:55Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5688969391,285,,5688969579,233,23,5688969389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852417,24,1,1,2,22,33hzf6j2rd9r50g2n4agsytkd,0,73.7,33.1,2025-04-28T17:12:51.673Z,2025-04-28T18:05:20Z,7d9e5tvw9ghew36m4mh2nr23u,W. Milovanovic,,,5688969549,140,78.2,5688969547,56,Center,5688969553,212,4.9,5688969545,168,,5688969555,213,6.03,5688969543,3,,5688969551,141,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852399,23,4,1,2,24,evf5hhqgnjhwjsth1m6pawxdp,1,22.8,71.5,2025-04-28T17:12:53.265Z,2025-04-28T18:06:22Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5688969881,233,25,5688969815,264,,5688969477,285,,5688969475,56,Back,5688969821,152,,5688969813,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852431,25,4,1,2,24,33hzf6j2rd9r50g2n4agsytkd,0,77.2,28.5,2025-04-28T17:12:53.266Z,2025-04-28T18:06:23Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5688969865,286,,5688969861,56,Center,5688969863,152,,5688969857,13,,5688969859,264,,5688969887,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852409,24,43,1,2,24,evf5hhqgnjhwjsth1m6pawxdp,1,0.0,0.0,2025-04-28T17:12:53.554Z,2025-04-28T17:12:56Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5688969513,141,84.4,5688969541,15,0,5688969509,56,Back,5688969677,144,12,5688969515,212,6.6,5688969519,213,1.28,5688969511,140,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852597,25,1,1,2,49,evf5hhqgnjhwjsth1m6pawxdp,1,27.5,78.7,2025-04-28T17:13:18.033Z,2025-04-28T17:27:22Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5688970625,141,41.9,5688971561,189,,5688970627,212,25.1,5688970629,213,4.62,5688970621,56,Back,5688970619,152,,5688970617,5,,5688970623,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,
2807852615,26,1,1,2,50,evf5hhqgnjhwjsth1m6pawxdp,1,20.5,41.3,2025-04-28T17:13:18.977Z,2025-04-28T17:28:20Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5688970725,140,31.1,5688970727,141,10.1,5688971633,189,,5688970729,212,24.0,5688970721,56,Back,5688970731,213,5.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852627,27,1,1,2,52,evf5hhqgnjhwjsth1m6pawxdp,0,40.7,12.0,2025-04-28T17:13:20.771Z,2025-04-28T17:13:23Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5688970809,56,Right,5688970807,155,,5688970813,141,8.0,5688970819,1,,5688970817,213,6.24,5688970811,140,100.0,5688970815,212,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852655,26,5,1,2,54,33hzf6j2rd9r50g2n4agsytkd,1,-1.4,88.4,2025-04-28T17:13:23.221Z,2025-04-28T18:06:10Z,5ijbt4bhic3y1zasavky12311,A. Wängberg,,,5688971587,233,28,5688971001,346,,5688970999,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852759,28,5,1,2,54,evf5hhqgnjhwjsth1m6pawxdp,0,101.4,11.6,2025-04-28T17:13:23.221Z,2025-04-28T18:06:10Z,1vla5l510mtb859zevvplneju,F. Eriksson,,,5688971531,346,,5688971529,56,Right,5688971595,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807852861,27,1,1,3,14,33hzf6j2rd9r50g2n4agsytkd,0,3.6,48.4,2025-04-28T17:13:43.264Z,2025-04-28T17:13:49Z,kod0xzh15xxa52700ufz7kyd,M. Krasniqi,,,5688972127,124,,5688972129,56,Center,5688972141,74,,5688972139,1,,5688972137,213,0.03,5688972131,140,80.7,5688972135,212,81.0,5688972133,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,
2807852919,29,1,1,3,21,evf5hhqgnjhwjsth1m6pawxdp,1,18.1,46.7,2025-04-28T17:13:49.761Z,2025-04-28T17:14:00Z,3tbz518udos9vb9bqypn9il7t,A. Erlingmark,,,5688972429,56,Back,5688972437,141,31.5,5688972441,212,31.1,5688972445,213,5.94,5688972783,157,,5688972785,1,,5688972433,140,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
