id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2818171595,5,44,1,0,8,cfvya7igkhkas7wvsktwz6j8k,0,34.1,88.4,2025-05-24T13:01:00.836Z,2025-05-24T13:46:17Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746091589,56,Back,5746091639,233,5,5746091591,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171609,6,1,1,0,9,durq4oppf7c08tnbzrlebt0uz,1,59.4,18.2,2025-05-24T13:01:01.362Z,2025-05-24T13:01:04Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746091669,56,Right,5746091673,141,12.5,5746091667,3,,5746091671,140,65.9,5746091677,213,5.77,5746091675,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171611,7,3,1,0,12,durq4oppf7c08tnbzrlebt0uz,0,69.0,5.8,2025-05-24T13:01:04.339Z,2025-05-24T13:01:12Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746091725,233,6,5746091689,286,,5746091687,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171619,6,7,1,0,12,cfvya7igkhkas7wvsktwz6j8k,0,31.0,94.2,2025-05-24T13:01:04.340Z,2025-05-24T13:05:44Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746091717,233,7,5746091709,285,,5746091707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171615,8,61,1,0,13,durq4oppf7c08tnbzrlebt0uz,1,69.5,6.7,2025-05-24T13:01:05.448Z,2025-05-24T13:01:05Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746091691,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171637,7,5,1,0,14,cfvya7igkhkas7wvsktwz6j8k,1,27.0,101.6,2025-05-24T13:01:06.402Z,2025-05-24T13:27:33Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746091791,233,9,5746091787,56,Back,5746091789,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171623,9,5,1,0,14,durq4oppf7c08tnbzrlebt0uz,0,73.0,-1.6,2025-05-24T13:01:06.402Z,2025-05-24T13:01:12Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746091715,347,,5746091825,233,7,5746091713,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171649,8,1,1,0,18,cfvya7igkhkas7wvsktwz6j8k,1,30.4,100.0,2025-05-24T13:01:10.160Z,2025-05-24T13:01:13Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746091871,212,11.2,5746091867,141,87.2,5746091865,140,25.7,5746091875,213,4.26,5746091855,107,,5746091859,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173135,37,1,1,0,19,cfvya7igkhkas7wvsktwz6j8k,1,29.8,91.2,2025-05-24T13:01:11.248Z,2025-05-24T13:06:46Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746109029,212,4.9,5746109031,213,1.70,5746109027,141,98.3,5746109025,140,29.2,5746109023,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171653,9,1,1,0,20,cfvya7igkhkas7wvsktwz6j8k,0,26.4,98.9,2025-05-24T13:01:12.152Z,2025-05-24T13:07:02Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746091885,141,96.1,5746091887,212,11.5,5746091889,213,6.12,5746091881,56,Back,5746091883,140,37.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171661,11,1,1,0,21,durq4oppf7c08tnbzrlebt0uz,1,60.9,8.2,2025-05-24T13:01:13.218Z,2025-05-24T13:01:14Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5746091909,140,65.7,5746091907,56,Right,5746091915,213,0.80,5746091911,141,15.8,5746091913,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171679,12,1,1,0,22,durq4oppf7c08tnbzrlebt0uz,1,68.6,16.5,2025-05-24T13:01:14.755Z,2025-05-24T13:01:17Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746091989,56,Right,5746091993,141,7.1,5746091995,212,18.4,5746091991,140,85.0,5746091997,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171685,13,1,1,0,25,durq4oppf7c08tnbzrlebt0uz,0,86.8,9.1,2025-05-24T13:01:17.362Z,2025-05-24T13:01:19Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5746092041,212,2.3,5746092037,140,87.9,5746092031,2,,5746092043,213,1.04,5746092035,56,Right,5746092039,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171691,10,61,1,0,26,cfvya7igkhkas7wvsktwz6j8k,1,15.5,88.4,2025-05-24T13:01:18.643Z,2025-05-24T13:01:18Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746092063,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171697,11,12,1,0,27,cfvya7igkhkas7wvsktwz6j8k,1,11.9,70.0,2025-05-24T13:01:19.721Z,2025-05-24T13:01:21Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746092101,213,0.92,5746092095,140,27.2,5746092097,141,100.0,5746092099,212,26.6,5746092123,167,,5746092093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171699,12,5,1,0,28,cfvya7igkhkas7wvsktwz6j8k,0,26.0,101.6,2025-05-24T13:01:20.314Z,2025-05-24T13:01:24Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746092103,56,Back,5746092239,233,14,5746092105,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171709,14,5,1,0,28,durq4oppf7c08tnbzrlebt0uz,1,74.0,-1.6,2025-05-24T13:01:20.314Z,2025-05-24T13:27:34Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5746092155,347,,5746092169,233,12,5746092153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171739,15,1,1,0,31,durq4oppf7c08tnbzrlebt0uz,1,76.2,0.0,2025-05-24T13:01:23.667Z,2025-05-24T13:01:25Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746092379,140,74.0,5746092381,141,3.2,5746092375,107,,5746092377,56,Right,5746092385,213,2.15,5746092383,212,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171751,16,1,1,0,32,durq4oppf7c08tnbzrlebt0uz,1,74.0,3.5,2025-05-24T13:01:24.739Z,2025-05-24T13:01:27Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746092439,56,Right,5746092447,213,6.21,5746092441,140,80.6,5746092445,212,6.9,5746092443,141,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818173131,36,83,1,0,33,cfvya7igkhkas7wvsktwz6j8k,0,30.8,96.7,2025-05-24T13:01:25.079Z,2025-05-24T13:08:21Z,3cplil800nf4znsypobvc22qy,D. Olsson,,,5746113953,399,40l3vtezw1ofwk2occi4z5w45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171759,17,1,1,0,35,durq4oppf7c08tnbzrlebt0uz,1,79.7,4.9,2025-05-24T13:01:27.091Z,2025-05-24T13:01:35Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746092473,56,Right,5746092483,212,6.3,5746092477,140,73.9,5746092481,141,7.0,5746092487,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171775,18,1,1,0,36,durq4oppf7c08tnbzrlebt0uz,1,73.9,7.0,2025-05-24T13:01:28.114Z,2025-05-24T13:01:29Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746092539,56,Right,5746092543,141,7.9,5746092547,213,0.16,5746092541,140,77.6,5746092545,212,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171783,19,1,1,0,37,durq4oppf7c08tnbzrlebt0uz,1,77.7,7.9,2025-05-24T13:01:29.698Z,2025-05-24T13:08:29Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746092591,141,5.0,5746114243,156,,5746092595,213,4.40,5746092593,212,2.1,5746092589,140,77.1,5746092587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171795,20,1,1,0,38,durq4oppf7c08tnbzrlebt0uz,0,77.5,5.0,2025-05-24T13:01:30.787Z,2025-05-24T13:08:36Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746092659,2,,5746092669,212,18.2,5746092663,56,Center,5746092665,140,90.3,5746092667,141,23.1,5746092671,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171809,13,12,1,0,41,cfvya7igkhkas7wvsktwz6j8k,1,2.3,58.7,2025-05-24T13:01:33.392Z,2025-05-24T13:01:34Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746092739,167,,5746092719,141,100.0,5746092723,213,1.48,5746092715,56,Back,5746092721,212,29.4,5746092717,140,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171811,14,5,1,0,42,cfvya7igkhkas7wvsktwz6j8k,0,6.0,101.7,2025-05-24T13:01:34.224Z,2025-05-24T13:01:37Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746092801,233,21,5746092735,56,Back,5746092737,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171813,21,5,1,0,42,durq4oppf7c08tnbzrlebt0uz,1,94.0,-1.7,2025-05-24T13:01:34.224Z,2025-05-24T13:27:34Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746092779,233,14,5746092743,347,,5746092741,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171899,22,1,1,0,53,durq4oppf7c08tnbzrlebt0uz,1,92.2,0.0,2025-05-24T13:01:45.138Z,2025-05-24T13:01:46Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5746093177,140,99.7,5746093175,56,Right,5746093181,212,14.8,5746093173,107,,5746093183,213,1.01,5746093179,141,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171921,23,1,1,0,54,durq4oppf7c08tnbzrlebt0uz,1,99.7,16.8,2025-05-24T13:01:46.562Z,2025-05-24T13:01:49Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5746093305,56,Right,5746093311,212,4.2,5746093307,140,95.7,5746093309,141,15.9,5746093313,213,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171939,24,1,1,0,57,durq4oppf7c08tnbzrlebt0uz,0,94.9,18.6,2025-05-24T13:01:49.186Z,2025-05-24T13:09:17Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5746093413,155,,5746093423,213,1.36,5746093411,2,,5746093425,1,,5746093417,140,100.0,5746093415,56,Center,5746093421,212,34.7,5746117551,345,,5746093419,141,68.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2818171955,15,5,1,1,0,cfvya7igkhkas7wvsktwz6j8k,1,-1.5,24.8,2025-05-24T13:01:52.319Z,2025-05-24T13:27:34Z,5r3h17uip2r1dlw1tde1e4hzo,Y. Sanyang,,,5746094721,233,25,5746093519,56,Back,5746093521,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172173,25,5,1,1,0,durq4oppf7c08tnbzrlebt0uz,0,101.5,75.2,2025-05-24T13:01:52.319Z,2025-05-24T13:27:35Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5746094711,56,Center,5746094729,233,15,5746094713,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172105,16,1,1,1,13,cfvya7igkhkas7wvsktwz6j8k,1,4.4,60.8,2025-05-24T13:02:05.592Z,2025-05-24T13:02:12Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5746094365,140,4.1,5746094375,237,,5746094371,213,4.67,5746094367,141,49.9,5746094361,124,,5746094363,56,Back,5746094369,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172123,17,1,1,1,20,cfvya7igkhkas7wvsktwz6j8k,1,7.5,46.1,2025-05-24T13:02:12.512Z,2025-05-24T13:02:15Z,aadwnc8p356rns7i7nyttyy5m,R. Wallinder,,,5746094445,212,58.1,5746094447,213,5.78,5746094441,140,56.0,5746094437,155,,5746094443,141,5.0,5746094449,1,,5746094439,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172129,18,1,1,1,23,cfvya7igkhkas7wvsktwz6j8k,1,56.0,5.0,2025-05-24T13:02:15.417Z,2025-05-24T13:02:16Z,9401ndwivx7fpdplnv57v965m,M. Tamminen,,,5746094477,3,,5746094485,212,11.2,5746094487,213,6.19,5746094481,140,66.6,5746094483,141,3.4,5746094479,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172133,19,1,1,1,24,cfvya7igkhkas7wvsktwz6j8k,0,66.6,3.4,2025-05-24T13:02:16.704Z,2025-05-24T13:02:17Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5746094509,212,2.2,5746094507,141,6.4,5746094505,140,65.8,5746094511,213,1.96,5746094503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172179,26,61,1,1,27,durq4oppf7c08tnbzrlebt0uz,1,27.0,95.4,2025-05-24T13:02:19.832Z,2025-05-24T13:02:20Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746094727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172185,20,5,1,1,28,cfvya7igkhkas7wvsktwz6j8k,1,65.8,-1.8,2025-05-24T13:02:20.663Z,2025-05-24T13:02:23Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5746094759,347,,5746094757,56,Right,5746094791,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172183,27,5,1,1,28,durq4oppf7c08tnbzrlebt0uz,0,34.2,101.8,2025-05-24T13:02:20.663Z,2025-05-24T13:27:35Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5746094753,56,Back,5746094807,233,20,5746094755,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172269,21,1,1,1,35,cfvya7igkhkas7wvsktwz6j8k,0,62.4,0.0,2025-05-24T13:02:27.313Z,2025-05-24T13:02:29Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746095137,56,Right,5746095139,140,76.4,5746095135,107,,5746095143,212,20.0,5746095145,213,0.75,5746095141,141,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172285,28,1,1,1,38,durq4oppf7c08tnbzrlebt0uz,0,21.2,84.4,2025-05-24T13:02:30.291Z,2025-05-24T13:02:32Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5746095233,212,8.2,5746095225,3,,5746095235,213,0.07,5746095231,141,85.3,5746095229,140,29.0,5746095227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172295,22,44,1,1,39,cfvya7igkhkas7wvsktwz6j8k,1,65.4,14.1,2025-05-24T13:02:31.555Z,2025-05-24T13:46:17Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746095283,56,Right,5746095305,233,29,5746095285,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172289,29,44,1,1,39,durq4oppf7c08tnbzrlebt0uz,0,34.6,85.9,2025-05-24T13:02:31.556Z,2025-05-24T13:46:18Z,2e1xnfe3hisebv1tytnkzk178,F. Adjei,,,5746095309,233,22,5746095255,56,Back,5746095257,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172303,23,1,1,1,40,cfvya7igkhkas7wvsktwz6j8k,1,56.2,13.1,2025-05-24T13:02:32.216Z,2025-05-24T13:02:33Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746095325,141,21.3,5746095321,56,Center,5746095327,212,21.8,5746095323,140,76.3,5746095319,3,,5746095329,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172311,24,1,1,1,41,cfvya7igkhkas7wvsktwz6j8k,0,76.3,21.3,2025-05-24T13:02:33.680Z,2025-05-24T13:10:25Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5746095373,141,37.6,5746095381,156,,5746095375,212,13.7,5746095371,140,68.6,5746095369,56,Center,5746095377,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172327,30,61,1,1,42,durq4oppf7c08tnbzrlebt0uz,0,27.7,76.4,2025-05-24T13:02:34.875Z,2025-05-24T13:10:40Z,6vy0wrnn1jz4tjp9ofxr9qesq,Wenderson,,,5746095471,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172343,25,1,1,1,43,cfvya7igkhkas7wvsktwz6j8k,1,68.2,30.1,2025-05-24T13:02:35.607Z,2025-05-24T13:02:37Z,32bvga34o0hleev3duw2342ui,Noah Söderberg,,,5746095573,213,4.22,5746095565,56,Right,5746095571,212,17.5,5746095569,141,7.4,5746095567,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172365,26,1,1,1,44,cfvya7igkhkas7wvsktwz6j8k,1,60.4,7.4,2025-05-24T13:02:36.920Z,2025-05-24T13:02:39Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5746095695,213,1.89,5746095691,141,18.8,5746095689,140,58.0,5746095687,56,Right,5746095693,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818172435,27,1,1,1,47,cfvya7igkhkas7wvsktwz6j8k,1,55.2,18.3,2025-05-24T13:02:39.120Z,2025-05-24T13:02:46Z,dl3faj0dj1z16de9rb63nxyp5,M. Christensen,,,5746096027,212,37.5,5746096021,140,25.7,5746096023,141,49.4,5746096033,1,,5746096029,213,2.54,5746096019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
