id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/15/value
2810156141,7,1,1,0,18,7hlumphk42363z3i2nry2wrzj,1,26.7,72.1,2025-05-04T12:00:48.748Z,2025-05-04T12:00:51Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701753653,56,Back,5701753657,141,82.4,5701753661,213,2.02,5701753659,212,7.8,5701753655,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156187,8,1,1,0,22,7hlumphk42363z3i2nry2wrzj,1,21.6,82.0,2025-05-04T12:00:52.172Z,2025-05-04T12:00:55Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5701753901,56,Back,5701753905,141,51.5,5701753911,213,4.05,5701753903,140,6.2,5701753907,212,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156273,9,1,1,0,25,7hlumphk42363z3i2nry2wrzj,1,6.4,50.9,2025-05-04T12:00:55.502Z,2025-05-04T12:01:02Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5701754317,141,5.0,5701754313,140,29.1,5701754309,56,Back,5701754321,212,39.3,5701754305,155,,5701754323,213,5.36,5701754327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810163479,103,83,1,0,30,9zqn9ugvg64it0lr5z8cq4g9v,0,73.8,87.9,2025-05-04T12:00:59.963Z,2025-05-04T12:09:32Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701792485,399,7a08ravzlia5dhw5dm1q707pw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156283,10,4,1,0,32,7hlumphk42363z3i2nry2wrzj,1,31.6,3.7,2025-05-04T12:01:02.749Z,2025-05-04T13:56:43Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5701754467,295,,5701754473,285,,5701754531,233,5,5701754471,152,,5701754469,56,Back,5701754465,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156293,5,4,1,0,32,9zqn9ugvg64it0lr5z8cq4g9v,0,68.4,96.3,2025-05-04T12:01:02.750Z,2025-05-04T13:56:43Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701754513,295,,5701754517,152,,5701754515,56,Left,5701754511,13,,5701754519,286,,5701754543,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156437,11,1,1,0,42,7hlumphk42363z3i2nry2wrzj,1,26.4,14.9,2025-05-04T12:01:12.398Z,2025-05-04T12:01:15Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701755241,152,,5701755245,140,5.4,5701755249,141,49.0,5701755239,5,,5701755257,213,2.33,5701755253,212,32.0,5701755243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156537,12,1,1,0,45,7hlumphk42363z3i2nry2wrzj,1,4.6,48.8,2025-05-04T12:01:15.597Z,2025-05-04T12:01:22Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5701755739,212,13.5,5701755735,140,17.3,5701755741,213,0.17,5701755733,56,Back,5701755737,141,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156561,13,1,1,0,52,7hlumphk42363z3i2nry2wrzj,1,23.9,65.8,2025-05-04T12:01:22.413Z,2025-05-04T12:01:24Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701755863,212,7.1,5701755859,140,27.0,5701755857,56,Back,5701755865,213,1.09,5701755861,141,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156593,14,1,1,0,54,7hlumphk42363z3i2nry2wrzj,1,26.9,69.0,2025-05-04T12:01:24.750Z,2025-05-04T12:01:28Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701756045,56,Back,5701756049,141,34.0,5701756051,212,23.8,5701756053,213,4.74,5701756047,140,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156607,15,1,1,0,58,7hlumphk42363z3i2nry2wrzj,1,27.6,34.0,2025-05-04T12:01:28.237Z,2025-05-04T12:01:29Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701756107,141,32.2,5701756103,56,Back,5701756105,140,34.6,5701756109,212,7.5,5701756111,213,6.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156619,16,1,1,0,59,7hlumphk42363z3i2nry2wrzj,1,34.6,32.2,2025-05-04T12:01:29.005Z,2025-05-04T12:11:52Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5701756163,140,30.2,5701756167,212,5.4,5701756169,213,2.60,5701756161,56,Back,5701756165,141,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156627,17,61,1,1,0,7hlumphk42363z3i2nry2wrzj,1,30.2,36.3,2025-05-04T12:01:30.280Z,2025-05-04T12:11:56Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5701756205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156709,18,1,1,1,1,7hlumphk42363z3i2nry2wrzj,1,32.5,30.3,2025-05-04T12:01:31.741Z,2025-05-04T12:01:38Z,7a08ravzlia5dhw5dm1q707pw,M. Neffati,,,5701756627,56,Back,5701756631,141,35.2,5701756635,213,2.69,5701756633,212,7.6,5701756629,140,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156737,19,1,1,1,8,7hlumphk42363z3i2nry2wrzj,1,32.8,32.7,2025-05-04T12:01:37.886Z,2025-05-04T12:01:39Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701756779,56,Back,5701756781,140,38.3,5701756785,212,7.0,5701756783,141,38.5,5701756787,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156757,20,1,1,1,9,7hlumphk42363z3i2nry2wrzj,1,41.0,38.9,2025-05-04T12:01:39.678Z,2025-05-04T12:01:41Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5701756883,213,5.86,5701756867,56,Back,5701756879,212,6.1,5701756875,141,35.2,5701756871,140,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156765,21,1,1,1,11,7hlumphk42363z3i2nry2wrzj,0,46.3,35.2,2025-05-04T12:01:41.166Z,2025-05-04T12:01:56Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701756937,56,Back,5701756941,141,51.6,5701756945,213,2.11,5701756947,156,,5701756943,212,13.0,5701756939,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156797,7,1,1,1,13,9zqn9ugvg64it0lr5z8cq4g9v,1,55.8,46.9,2025-05-04T12:01:43.065Z,2025-05-04T12:01:44Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5701757107,56,Center,5701757111,141,53.4,5701757115,213,2.17,5701757113,212,5.4,5701757109,140,52.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156809,8,1,1,1,14,9zqn9ugvg64it0lr5z8cq4g9v,1,52.9,53.4,2025-05-04T12:01:44.681Z,2025-05-04T12:01:46Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5701757187,213,3.55,5701757183,141,47.5,5701757179,56,Back,5701757181,140,44.1,5701757185,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156917,9,1,1,1,16,9zqn9ugvg64it0lr5z8cq4g9v,1,42.5,47.5,2025-05-04T12:01:46.202Z,2025-05-04T12:01:55Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5701757703,213,3.32,5701757695,56,Back,5701757699,141,40.9,5701757697,140,18.7,5701757701,212,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810156977,10,1,1,1,25,9zqn9ugvg64it0lr5z8cq4g9v,0,21.1,51.6,2025-05-04T12:01:55.097Z,2025-05-04T12:02:00Z,42p4op3tm9umpwxyxde5xjefp,E. Berisha,,,5701757993,56,Center,5701757997,141,38.2,5701758003,1,,5701758001,213,6.13,5701757999,212,59.9,5701757995,140,77.5,5701757991,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157005,22,12,1,1,30,7hlumphk42363z3i2nry2wrzj,1,20.5,66.4,2025-05-04T12:02:00.687Z,2025-05-04T12:02:02Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5701758139,212,13.3,5701758185,15,,5701758135,140,11.8,5701758137,141,52.2,5701758133,56,Back,5701758141,213,3.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157061,24,1,1,1,36,7hlumphk42363z3i2nry2wrzj,1,10.4,48.5,2025-05-04T12:02:05.839Z,2025-05-04T12:02:07Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5701758431,56,Back,5701758435,141,32.5,5701758439,213,5.32,5701758455,189,,5701758429,123,,5701758437,212,13.2,5701758433,140,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157087,25,1,1,1,37,7hlumphk42363z3i2nry2wrzj,1,17.6,32.5,2025-05-04T12:02:07.822Z,2025-05-04T12:02:08Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701758523,213,0.58,5701758515,56,Back,5701758519,141,37.3,5701758517,140,22.3,5701758521,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157131,26,1,1,1,38,7hlumphk42363z3i2nry2wrzj,1,22.3,37.3,2025-05-04T12:02:08.718Z,2025-05-04T12:02:13Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5701758777,212,12.2,5701758773,140,31.1,5701758771,56,Back,5701758775,141,25.5,5701758779,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157179,27,1,1,1,43,7hlumphk42363z3i2nry2wrzj,1,32.2,24.6,2025-05-04T12:02:13.758Z,2025-05-04T12:14:30Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701759005,56,Back,5701759009,141,17.1,5701759013,213,5.59,5701759011,212,8.0,5701759007,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157211,28,1,1,1,46,7hlumphk42363z3i2nry2wrzj,1,37.2,22.5,2025-05-04T12:02:16.686Z,2025-05-04T12:15:00Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5701759205,140,24.2,5701759209,212,14.8,5701759211,213,2.74,5701759207,141,31.0,5701759203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157247,29,1,1,1,48,7hlumphk42363z3i2nry2wrzj,1,24.2,31.0,2025-05-04T12:02:18.767Z,2025-05-04T12:02:20Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5701759371,140,20.1,5701759375,141,57.5,5701759379,212,18.5,5701759381,213,1.81,5701759369,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157305,30,1,1,1,50,7hlumphk42363z3i2nry2wrzj,1,20.7,56.7,2025-05-04T12:02:20.398Z,2025-05-04T12:02:24Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701759673,213,5.38,5701759667,140,30.8,5701759665,56,Back,5701759669,141,37.1,5701759671,212,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157341,31,1,1,1,54,7hlumphk42363z3i2nry2wrzj,1,32.8,32.8,2025-05-04T12:02:23.999Z,2025-05-04T12:15:19Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701759863,140,64.8,5701759867,212,39.1,5701759859,155,,5701759869,213,5.75,5701759861,56,Right,5701759865,141,3.4,5701759871,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157351,32,61,1,1,57,7hlumphk42363z3i2nry2wrzj,0,64.8,3.4,2025-05-04T12:02:27.470Z,2025-05-04T12:02:27Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701759897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157367,11,5,1,1,58,9zqn9ugvg64it0lr5z8cq4g9v,1,37.7,101.6,2025-05-04T12:02:28.415Z,2025-05-04T13:57:12Z,4iguik2n53ywq82altuqoouwa,J. Lindberg,,,5701759987,233,33,5701759969,56,Back,5701759973,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157361,33,5,1,1,58,7hlumphk42363z3i2nry2wrzj,0,62.3,-1.6,2025-05-04T12:02:28.415Z,2025-05-04T12:02:31Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701759929,56,Right,5701759931,347,,5701760015,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157405,12,1,1,2,1,9zqn9ugvg64it0lr5z8cq4g9v,1,37.7,100.0,2025-05-04T12:02:31.481Z,2025-05-04T12:02:33Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5701760121,107,,5701760125,140,35.6,5701760129,212,10.2,5701760131,213,4.50,5701760123,56,Back,5701760127,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157429,13,1,1,2,3,9zqn9ugvg64it0lr5z8cq4g9v,1,33.9,82.1,2025-05-04T12:02:33.081Z,2025-05-04T12:02:35Z,eq9x5pboy1dehdauroonsw3c9,S. Leach Holm,,,5701760285,140,17.4,5701760289,212,24.0,5701760291,213,3.91,5701760287,141,57.6,5701760283,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157473,14,1,1,2,6,9zqn9ugvg64it0lr5z8cq4g9v,1,19.1,50.4,2025-05-04T12:02:35.865Z,2025-05-04T12:02:39Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5701760523,56,Back,5701760527,141,53.4,5701760529,212,14.0,5701760525,140,32.3,5701760531,213,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157477,15,1,1,2,9,9zqn9ugvg64it0lr5z8cq4g9v,0,28.0,62.7,2025-05-04T12:02:39.721Z,2025-05-04T12:02:40Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5701760555,212,14.4,5701760549,56,Back,5701760551,140,38.0,5701760553,141,77.2,5701760557,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157491,34,43,1,2,11,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-04T12:02:41.613Z,2025-05-04T12:16:08Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5701825423,144,61,5701760611,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157509,35,43,1,2,13,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-04T12:02:43.214Z,2025-05-04T12:16:06Z,a2ggooyqi2s1berhxtm75j5qt,D. Moberg Karlsson,,,5701825283,144,61,5701760723,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157641,37,1,1,2,15,7hlumphk42363z3i2nry2wrzj,1,81.8,12.2,2025-05-04T12:02:45.134Z,2025-05-04T12:16:15Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701761401,56,Center,5701761409,141,59.1,5701761413,212,35.0,5701761399,155,,5701761419,213,1.14,5701761397,2,,5701761423,1,,5701761407,140,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157671,39,61,1,2,17,7hlumphk42363z3i2nry2wrzj,0,91.7,64.0,2025-05-04T12:02:47.767Z,2025-05-04T12:16:42Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5701828391,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157627,16,1,1,2,20,9zqn9ugvg64it0lr5z8cq4g9v,1,14.1,28.8,2025-05-04T12:02:50.761Z,2025-05-04T12:02:52Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5701761337,56,Back,5701761341,141,19.4,5701761345,213,4.35,5701761343,212,6.8,5701761339,140,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157639,17,3,1,2,22,9zqn9ugvg64it0lr5z8cq4g9v,1,13.4,25.4,2025-05-04T12:02:51.958Z,2025-05-04T13:57:16Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5701761395,285,,5701761393,56,Back,5701830501,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157677,40,45,1,2,22,7hlumphk42363z3i2nry2wrzj,0,86.6,74.6,2025-05-04T12:02:51.958Z,2025-05-04T13:57:17Z,2k1v6526ielemu1w3rayxdkkq,S. Jørgensen,,,5701830535,233,17,5701830471,56,Center,5701830473,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157655,19,1,1,2,23,9zqn9ugvg64it0lr5z8cq4g9v,1,17.0,15.2,2025-05-04T12:02:53.150Z,2025-05-04T12:18:47Z,8kkbwlif9496fekfraadrws9g,F. Öhman,,,5701761461,212,18.0,5701761457,140,33.4,5701761455,56,Back,5701761459,141,22.7,5701761463,213,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157685,41,43,1,2,23,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-04T12:02:53.237Z,2025-05-04T12:18:35Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5701834481,56,Center,5701837287,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810157651,38,43,1,2,23,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-04T12:02:53.294Z,2025-05-04T12:18:53Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5701761437,56,Center,5701838565,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
