id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2808115075,7,1,1,0,13,cfvya7igkhkas7wvsktwz6j8k,0,39.9,57.3,2025-04-29T17:00:57.713Z,2025-04-29T17:12:37Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690481129,56,Right,5690481137,213,5.16,5690481131,140,57.8,5690481139,1,,5690481135,212,43.6,5690481127,157,,5690481133,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115071,6,5,1,0,14,93ohqui2qgqm8408viwmm1ken,1,42.6,101.0,2025-04-29T17:00:57.928Z,2025-04-29T18:57:22Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690481097,56,Back,5690481177,233,8,5690481099,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115077,8,5,1,0,14,cfvya7igkhkas7wvsktwz6j8k,0,57.4,-1.0,2025-04-29T17:00:57.928Z,2025-04-29T18:57:22Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5690481145,56,Right,5690481181,233,6,5690481147,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115183,7,1,1,0,29,93ohqui2qgqm8408viwmm1ken,0,43.8,100.0,2025-04-29T17:01:13.173Z,2025-04-29T17:01:17Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690481775,140,70.4,5690481779,212,29.3,5690481783,1,,5690481777,141,88.3,5690481771,107,,5690481781,213,5.98,5690481773,56,Left,5690481787,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115191,9,4,1,0,33,cfvya7igkhkas7wvsktwz6j8k,1,31.0,11.4,2025-04-29T17:01:17.429Z,2025-05-01T09:47:37Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690481837,233,8,5692428833,295,,5690481829,56,Back,5690481831,152,,5690481827,13,,5690481835,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115187,8,4,1,0,33,93ohqui2qgqm8408viwmm1ken,0,69.0,88.6,2025-04-29T17:01:17.430Z,2025-05-01T09:47:34Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690481805,286,,5692428779,295,,5690481797,13,,5690481847,233,9,5690481801,152,,5690481799,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115217,10,1,1,0,36,cfvya7igkhkas7wvsktwz6j8k,1,35.7,3.2,2025-04-29T17:01:20.753Z,2025-04-29T17:01:23Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690481939,141,10.0,5690481935,56,Back,5690481943,213,2.81,5690481931,5,,5690481937,140,22.8,5690481933,152,,5690481941,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115231,11,1,1,0,39,cfvya7igkhkas7wvsktwz6j8k,1,26.3,15.8,2025-04-29T17:01:23.073Z,2025-04-29T17:01:27Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690482023,140,19.1,5690482029,213,1.83,5690482025,141,58.4,5690482027,212,29.9,5690482021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115249,12,1,1,0,43,cfvya7igkhkas7wvsktwz6j8k,0,18.7,51.3,2025-04-29T17:01:27.698Z,2025-04-29T17:01:30Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690482147,1,,5690482141,141,0.0,5690482137,56,Back,5690482145,213,5.10,5690482135,155,,5690482143,212,39.1,5690482139,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115263,9,5,1,0,46,93ohqui2qgqm8408viwmm1ken,1,66.0,102.0,2025-04-29T17:01:30.255Z,2025-04-29T18:57:22Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690482219,347,,5690482217,56,Left,5690482223,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115251,13,5,1,0,46,cfvya7igkhkas7wvsktwz6j8k,0,34.0,-2.0,2025-04-29T17:01:30.255Z,2025-04-29T17:01:35Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690482149,56,Back,5690482229,233,9,5690482151,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115291,10,1,1,0,55,93ohqui2qgqm8408viwmm1ken,1,64.4,100.0,2025-04-29T17:01:39.653Z,2025-04-29T17:01:43Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690482401,213,3.39,5690482393,56,Back,5690482395,140,42.6,5690482399,212,23.6,5690482397,141,93.5,5690482403,1,,5690482391,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115303,11,1,1,0,59,93ohqui2qgqm8408viwmm1ken,1,42.0,92.6,2025-04-29T17:01:43.318Z,2025-04-29T17:01:46Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690482437,56,Back,5690482441,141,86.5,5690482443,212,6.7,5690482439,140,47.0,5690482445,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115309,12,1,1,1,2,93ohqui2qgqm8408viwmm1ken,1,47.0,86.5,2025-04-29T17:01:46.101Z,2025-04-29T17:01:48Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690482491,212,9.6,5690482485,56,Left,5690482489,141,94.8,5690482487,140,54.4,5690482493,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115321,13,1,1,1,4,93ohqui2qgqm8408viwmm1ken,1,54.4,94.8,2025-04-29T17:01:48.231Z,2025-04-29T17:01:50Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690482581,212,15.5,5690482579,141,90.9,5690482575,56,Left,5690482573,155,,5690482577,140,68.9,5690482585,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115331,14,1,1,1,6,93ohqui2qgqm8408viwmm1ken,1,68.9,90.9,2025-04-29T17:01:50.518Z,2025-04-29T17:01:54Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690482623,56,Left,5690482631,213,6.08,5690482629,212,17.4,5690482625,140,85.1,5690482627,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115337,15,1,1,1,10,93ohqui2qgqm8408viwmm1ken,0,88.6,77.2,2025-04-29T17:01:54.166Z,2025-05-01T09:48:42Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690482671,212,8.6,5690482673,213,5.46,5690482667,140,94.2,5692429427,72,,5690482905,286,,5690482661,2,,5690482901,233,14,5692429425,386,,5690482665,56,Center,5690482669,141,67.9,5690482899,236,5692429423,225,,,,,,,,,,,,,,,,,,,,
2808115341,14,12,1,1,10,cfvya7igkhkas7wvsktwz6j8k,1,7.3,31.2,2025-04-29T17:01:54.266Z,2025-04-29T17:02:03Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690482873,185,,5690482679,56,Back,5690482909,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115351,15,6,1,1,12,cfvya7igkhkas7wvsktwz6j8k,0,1.6,32.7,2025-04-29T17:01:56.663Z,2025-05-01T09:48:57Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690482711,56,Back,5690482749,233,16,5690482713,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115345,16,6,1,1,12,93ohqui2qgqm8408viwmm1ken,1,98.4,67.3,2025-04-29T17:01:56.663Z,2025-04-29T18:02:02Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690482695,56,Center,5690482733,233,15,5690482697,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115469,17,1,1,1,42,93ohqui2qgqm8408viwmm1ken,0,99.5,99.5,2025-04-29T17:02:26.599Z,2025-05-01T09:49:00Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690483503,140,99.3,5690483493,2,,5690483511,1,,5690483495,6,,5690483509,213,4.71,5690483505,141,51.6,5690483499,223,,5692429627,20,,5690483507,212,32.6,5690483497,155,,5690483501,56,,,Center,,,,,,,,,,,,,,,,,,,
2808118983,123,44,1,1,45,cfvya7igkhkas7wvsktwz6j8k,1,4.6,53.8,2025-04-29T17:02:29.461Z,2025-04-29T19:05:29Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690505717,56,Back,5690505759,233,18,5690505719,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115471,18,44,1,1,45,93ohqui2qgqm8408viwmm1ken,0,95.4,46.2,2025-04-29T17:02:29.462Z,2025-04-29T19:05:30Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690483517,286,,5690483515,56,Center,5690505775,233,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115465,16,12,1,1,46,cfvya7igkhkas7wvsktwz6j8k,1,11.9,35.4,2025-04-29T17:02:29.825Z,2025-04-29T17:02:30Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690483477,15,,5690483467,56,Back,5690483471,141,36.4,5690483469,140,12.1,5690483475,213,1.27,5690483473,212,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115473,19,61,1,1,47,93ohqui2qgqm8408viwmm1ken,1,95.6,48.9,2025-04-29T17:02:31.133Z,2025-04-29T17:19:50Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5690483521,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115479,17,12,1,1,48,cfvya7igkhkas7wvsktwz6j8k,1,14.0,42.8,2025-04-29T17:02:32.290Z,2025-05-01T09:49:25Z,6bri5bqx4wq8jy49qf5hjney2,D. Ljung,,,5690483541,56,Back,5690483547,212,32.0,5690483543,140,40.4,5690483545,141,19.4,5690483549,213,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115511,20,1,1,1,53,93ohqui2qgqm8408viwmm1ken,1,65.4,81.8,2025-04-29T17:02:37.141Z,2025-04-29T17:02:40Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5690483655,56,Center,5690483661,212,22.7,5690483659,141,55.7,5690483657,140,51.9,5690483663,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115527,21,1,1,1,56,93ohqui2qgqm8408viwmm1ken,1,51.9,55.7,2025-04-29T17:02:39.878Z,2025-04-29T17:02:46Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690483727,56,Right,5690483735,213,5.03,5690483733,212,25.5,5690483729,140,59.4,5690483731,141,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115537,22,1,1,2,2,93ohqui2qgqm8408viwmm1ken,1,53.0,26.8,2025-04-29T17:02:46.630Z,2025-04-29T17:02:49Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690483791,56,Back,5690483797,212,28.2,5690483793,140,36.2,5690483795,141,59.1,5690483799,213,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115565,23,1,1,2,5,93ohqui2qgqm8408viwmm1ken,1,36.4,59.9,2025-04-29T17:02:49.046Z,2025-04-29T17:02:55Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690483941,141,91.4,5690483937,56,Back,5690483943,212,22.2,5690483939,140,41.9,5690483945,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115569,24,1,1,2,11,93ohqui2qgqm8408viwmm1ken,1,56.4,84.1,2025-04-29T17:02:54.902Z,2025-04-29T17:02:57Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690483967,141,78.8,5690483971,213,6.00,5690483969,212,12.8,5690483965,140,68.1,5690483963,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115575,25,1,1,2,13,93ohqui2qgqm8408viwmm1ken,0,64.5,72.6,2025-04-29T17:02:56.834Z,2025-04-29T17:22:08Z,90eoelhr2oxpg3ejr2whwwu6t,I. Kiese Thelin,,,5690483987,56,Center,5690510153,140,67.8,5690510157,212,3.7,5690510151,168,,5690510159,213,5.93,5690510155,141,70.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808118981,122,61,1,2,13,cfvya7igkhkas7wvsktwz6j8k,1,28.2,30.1,2025-04-29T17:02:57.326Z,2025-04-29T18:03:24Z,e96wc563k8h3w7049l1nvcokq,M. Adolfsson,,,5690511113,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115585,19,1,1,2,14,cfvya7igkhkas7wvsktwz6j8k,1,36.5,29.8,2025-04-29T17:02:58.113Z,2025-04-29T17:03:00Z,99dbjsnn2lagcp44boyghq9zo,K. Gyamfi,,,5690484053,140,31.7,5690484055,141,16.5,5690484059,213,4.20,5690484051,56,Back,5690484057,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115589,20,1,1,2,16,cfvya7igkhkas7wvsktwz6j8k,1,30.9,8.6,2025-04-29T17:03:00.369Z,2025-04-29T17:03:02Z,6son8ikuumxto9h6yiy7ylckp,T. Varmanen,,,5690484089,213,0.41,5690484085,141,30.4,5690484081,56,Center,5690484087,212,36.8,5690484083,140,63.0,5690484091,1,,5690484079,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115593,21,1,1,2,18,cfvya7igkhkas7wvsktwz6j8k,0,63.0,30.4,2025-04-29T17:03:02.530Z,2025-04-29T17:03:03Z,bmdhp0p1sqy48a5algqcdv6qx,A. Aliev,,,5690484141,156,,5690484111,141,30.9,5690484107,56,Center,5690484115,213,3.09,5690484113,212,6.3,5690484109,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115607,26,1,1,2,20,93ohqui2qgqm8408viwmm1ken,1,46.3,59.1,2025-04-29T17:03:04.055Z,2025-04-29T17:03:06Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690484169,56,Back,5690484175,212,6.8,5690484177,213,1.39,5690484167,3,,5690484171,140,47.5,5690484173,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115625,28,1,1,2,22,93ohqui2qgqm8408viwmm1ken,1,43.8,66.7,2025-04-29T17:03:06.053Z,2025-04-29T17:03:09Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690484265,212,13.7,5690484267,213,2.16,5690484261,140,36.6,5690484259,56,Back,5690484263,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115631,29,1,1,2,25,93ohqui2qgqm8408viwmm1ken,1,37.5,79.0,2025-04-29T17:03:08.902Z,2025-04-29T17:03:11Z,b9tsqyrv0xp0tt5nzwrmy9gb9,O. Berg,,,5690484305,56,Back,5690484309,141,75.7,5690484313,213,4.07,5690484311,212,2.8,5690484307,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115637,30,1,1,2,27,93ohqui2qgqm8408viwmm1ken,1,40.7,84.5,2025-04-29T17:03:11.638Z,2025-04-29T17:03:13Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5690484353,140,56.1,5690484357,212,16.2,5690484351,56,Left,5690484355,141,83.8,5690484359,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115653,31,1,1,2,29,93ohqui2qgqm8408viwmm1ken,1,56.9,85.7,2025-04-29T17:03:13.574Z,2025-04-29T17:03:18Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5690484481,213,1.22,5690484479,212,7.0,5690484475,140,59.2,5690484473,56,Left,5690484477,141,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115655,32,1,1,2,34,93ohqui2qgqm8408viwmm1ken,1,68.1,89.6,2025-04-29T17:03:18.406Z,2025-04-29T17:03:20Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690484493,213,0.12,5690484487,140,90.0,5690484491,212,23.2,5690484485,56,Left,5690484489,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115661,33,1,1,2,36,93ohqui2qgqm8408viwmm1ken,0,90.5,93.3,2025-04-29T17:03:20.374Z,2025-05-01T09:50:50Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690484533,141,50.6,5692430351,224,,5690484527,155,,5690484535,212,29.1,5692430353,72,,5690484531,140,92.0,5690484537,213,4.77,5690484529,56,Center,5690484525,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115671,22,12,1,2,38,cfvya7igkhkas7wvsktwz6j8k,1,8.2,48.1,2025-04-29T17:03:22.339Z,2025-04-29T17:03:23Z,4kmd502s272vf5wgkx8hk4vl5,I. Kričak,,,5690484597,15,,5690484589,140,29.4,5690484591,141,16.2,5690484595,213,5.51,5690484587,56,Back,5690484593,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115693,34,1,1,2,42,93ohqui2qgqm8408viwmm1ken,1,70.4,90.0,2025-04-29T17:03:25.879Z,2025-04-29T17:03:28Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5690484717,212,11.6,5690484711,56,Left,5690484715,141,95.3,5690484719,213,0.32,5690484713,140,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808115699,35,1,1,2,44,93ohqui2qgqm8408viwmm1ken,0,80.9,95.3,2025-04-29T17:03:28.743Z,2025-04-29T17:03:34Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5690484743,56,Center,5690484749,212,24.5,5690484745,140,97.4,5690484747,141,69.9,5690484751,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
