id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2797920177,16,17,1,0,50,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-07T17:11:48.404Z,2025-04-07T17:25:19Z,53dvtfms2uxd500y87x5jf2eh,E. Botheim,,,5634242781,31,,5634249143,184,,5634288651,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797918861,4,58,1,1,30,93ohqui2qgqm8408viwmm1ken,0,0.0,0.0,2025-04-07T17:12:28.505Z,2025-04-07T17:12:50Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5634235491,179,,5634235495,56,Back,5634235487,9,,5634235493,73,,5634235489,187,,5634236507,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797918795,8,15,1,1,30,1939bnru25svvgv15k2c7tw2y,1,88.5,50.0,2025-04-07T17:12:28.505Z,2025-04-07T17:12:50Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5634236389,103,17.7,5634236393,458,,5634235093,9,,5634235097,56,Center,5634236385,80,,5634235099,214,,5634236399,147,50.2,5634236387,102,47.7,5634235095,17,5634236457,233,5,5634236395,146,99.8,5634236529,353,4,5634236391,390,204812,5634235585,20,,,,,,,,
2797918871,5,10,1,1,30,93ohqui2qgqm8408viwmm1ken,1,1.8,49.7,2025-04-07T17:12:28.605Z,2025-04-07T17:16:00Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5634235539,179,,5634235545,56,Back,5634235541,182,,5634235733,174,,5634236489,233,8,5634235535,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797918825,9,13,1,1,36,1939bnru25svvgv15k2c7tw2y,1,91.3,38.8,2025-04-07T17:12:33.673Z,2025-04-07T17:21:32Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5634237501,230,98.9,5634237499,458,,5634236945,24,,5634235329,56,Center,5634237491,102,42.5,5634237495,214,,5634236947,20,,5634235327,17,,5634237489,87,5634237503,231,47.1,5634237493,103,52.8,5634237497,328,,,,,,,,,,,,,,
2797918935,6,5,1,1,37,93ohqui2qgqm8408viwmm1ken,1,-1.2,58.2,2025-04-07T17:12:35.179Z,2025-04-07T17:14:42Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5634235993,233,10,5634235859,346,,5634235857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797918837,10,5,1,1,37,1939bnru25svvgv15k2c7tw2y,0,101.2,41.8,2025-04-07T17:12:35.179Z,2025-04-07T17:14:42Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5634235379,346,,5634235377,56,Center,5634236027,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919339,7,1,1,2,12,93ohqui2qgqm8408viwmm1ken,0,4.2,42.5,2025-04-07T17:13:10.667Z,2025-04-07T17:13:14Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5634238149,74,,5634238135,56,Right,5634238133,124,,5634238137,140,56.3,5634238143,213,6.00,5634238139,141,19.1,5634238145,1,,5634238141,212,57.0,,,,,,,,,,,,,,,,,,,,,,,,
2797919369,11,44,1,2,16,1939bnru25svvgv15k2c7tw2y,1,44.4,80.8,2025-04-07T17:13:13.994Z,2025-04-07T18:07:29Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5634238307,285,,5634238305,56,Back,5634238339,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919343,8,44,1,2,16,93ohqui2qgqm8408viwmm1ken,0,55.6,19.2,2025-04-07T17:13:13.995Z,2025-04-07T18:07:29Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5634238169,286,,5634238167,56,Right,5634238351,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919399,12,1,1,2,16,1939bnru25svvgv15k2c7tw2y,0,45.5,80.5,2025-04-07T17:13:14.505Z,2025-04-07T17:25:23Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5634238469,213,4.84,5634238465,141,64.0,5634238461,56,Back,5634238463,140,46.9,5634238467,212,11.3,5634238459,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919409,13,1,1,2,19,1939bnru25svvgv15k2c7tw2y,0,37.2,67.1,2025-04-07T17:13:17.346Z,2025-04-07T17:23:16Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5634280077,141,69.5,5634280079,212,19.4,5634280073,56,Center,5634280071,3,,5634280075,140,55.6,5634280081,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919401,9,44,1,2,20,93ohqui2qgqm8408viwmm1ken,1,38.8,33.7,2025-04-07T17:13:17.723Z,2025-04-07T18:07:29Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5634238473,56,Back,5634238763,233,15,5634238475,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919441,15,44,1,2,20,1939bnru25svvgv15k2c7tw2y,0,61.2,66.3,2025-04-07T17:13:17.724Z,2025-04-07T18:07:29Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5634238869,233,9,5634238667,56,Center,5634238669,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919425,10,1,1,2,20,93ohqui2qgqm8408viwmm1ken,1,37.4,30.3,2025-04-07T17:13:18.428Z,2025-04-07T17:13:19Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5634238571,212,5.3,5634238575,213,5.71,5634238561,3,,5634238565,140,41.6,5634238563,56,Back,5634238567,141,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919463,11,1,1,2,21,93ohqui2qgqm8408viwmm1ken,0,42.2,26.1,2025-04-07T17:13:19.643Z,2025-04-07T17:13:23Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5634238799,140,53.3,5634238795,168,,5634238801,141,23.1,5634238805,213,6.11,5634238797,56,Center,5634238803,212,11.8,5634238793,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919487,16,1,1,2,22,1939bnru25svvgv15k2c7tw2y,0,42.3,76.1,2025-04-07T17:13:20.257Z,2025-04-07T17:23:57Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5634283107,213,5.41,5634283099,140,64.4,5634283103,141,35.0,5634283105,212,36.3,5634283109,1,,5634283091,157,,5634283095,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919437,14,43,1,2,24,1939bnru25svvgv15k2c7tw2y,1,0.0,0.0,2025-04-07T17:13:22.138Z,2025-04-07T17:24:24Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5634238649,141,66.3,5634238647,140,60.6,5634238643,168,0,5634238651,212,0,5634238653,213,3.14,5634238645,56,Center,5634238641,3,0,5634285185,144,1,,,,,,,,,,,,,,,,,,,,,,,,
2797919517,12,1,1,2,25,93ohqui2qgqm8408viwmm1ken,1,29.4,48.7,2025-04-07T17:13:23.588Z,2025-04-07T17:24:13Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5634239149,140,35.6,5634239147,56,Back,5634239151,141,35.4,5634239155,213,5.34,5634239145,3,,5634239153,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919565,13,1,1,2,27,93ohqui2qgqm8408viwmm1ken,0,35.0,35.8,2025-04-07T17:13:25.340Z,2025-04-07T17:13:28Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5634239453,141,65.8,5634239457,213,1.03,5634239451,140,46.6,5634239449,56,Back,5634239455,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919589,17,4,1,2,32,1939bnru25svvgv15k2c7tw2y,1,53.7,28.6,2025-04-07T17:13:29.802Z,2025-04-07T17:15:59Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5634239659,286,,5634239653,265,,5634239639,13,,5634239647,152,,5634239749,233,14,5634239643,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919615,14,4,1,2,32,93ohqui2qgqm8408viwmm1ken,0,46.3,71.4,2025-04-07T17:13:29.803Z,2025-04-07T17:16:00Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5634239695,56,Back,5634239693,13,,5634240347,55,15,5634239697,152,,5634239765,233,17,5634239699,265,,5634239701,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797919699,15,17,1,2,37,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-04-07T17:13:34.716Z,2025-04-07T17:13:37Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5634240115,13,243,5634240111,31,,5634240113,392,,5634240311,55,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920275,18,1,1,3,19,1939bnru25svvgv15k2c7tw2y,0,58.4,22.1,2025-04-07T17:14:17.322Z,2025-04-07T17:26:00Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5634243305,212,44.8,5634243301,140,92.2,5634243303,141,62.4,5634243297,152,,5634243307,213,0.66,5634291457,157,,5634243293,5,,5634243309,1,,5634243299,56,,,,,,,,,,,,,,,Center,,,,,,,
2797920293,17,12,1,3,22,93ohqui2qgqm8408viwmm1ken,1,11.9,25.8,2025-04-07T17:14:20.524Z,2025-04-07T17:14:22Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5634243409,141,0.0,5634243413,213,5.06,5634243479,167,,5634243405,56,Back,5634243407,140,18.5,5634243431,15,,5634243411,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920307,18,5,1,3,24,93ohqui2qgqm8408viwmm1ken,0,18.0,-2.0,2025-04-07T17:14:22.431Z,2025-04-07T17:14:42Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5634243461,56,Back,5634243465,347,,5634244495,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920485,19,5,1,3,24,1939bnru25svvgv15k2c7tw2y,1,82.0,102.0,2025-04-07T17:14:22.431Z,2025-04-07T17:14:42Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5634244437,347,,5634244445,233,18,5634244435,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920599,20,1,1,3,51,1939bnru25svvgv15k2c7tw2y,0,84.0,100.0,2025-04-07T17:14:49.178Z,2025-04-07T17:14:51Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5634245101,213,4.94,5634245095,140,90.1,5634245091,107,,5634245099,212,28.9,5634245093,56,Center,5634245097,141,60.5,5634245103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920613,19,12,1,3,55,93ohqui2qgqm8408viwmm1ken,1,9.8,36.9,2025-04-07T17:14:52.684Z,2025-04-07T17:14:53Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5634245205,140,29.2,5634245217,213,6.26,5634245201,56,Back,5634245213,212,20.4,5634245209,141,36.1,5634245255,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920673,21,1,1,3,57,1939bnru25svvgv15k2c7tw2y,1,75.9,56.3,2025-04-07T17:14:54.682Z,2025-04-07T17:14:58Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5634245549,141,51.5,5634245551,212,21.9,5634245547,140,55.3,5634245553,213,3.29,5634245545,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920737,22,1,1,4,0,1939bnru25svvgv15k2c7tw2y,1,55.3,51.5,2025-04-07T17:14:58.570Z,2025-04-07T17:15:02Z,2d1dh619cfgvel4bv7tpfxjo5,N. Hult,,,5634245891,213,2.98,5634245885,140,29.5,5634245887,141,57.8,5634245889,212,27.4,5634245883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920755,23,1,1,4,4,1939bnru25svvgv15k2c7tw2y,0,29.5,57.8,2025-04-07T17:15:02.618Z,2025-04-07T17:15:03Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5634245999,157,,5634246009,213,6.21,5634246005,141,52.5,5634246001,56,Center,5634246013,1,,5634246007,212,50.7,5634246003,140,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920789,20,12,1,4,7,93ohqui2qgqm8408viwmm1ken,1,18.1,37.0,2025-04-07T17:15:05.388Z,2025-04-07T17:15:06Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5634246263,15,,5634246231,140,20.1,5634246235,141,24.9,5634246239,212,8.5,5634246243,213,4.96,5634246227,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920833,21,12,1,4,9,93ohqui2qgqm8408viwmm1ken,1,20.2,24.7,2025-04-07T17:15:06.979Z,2025-04-07T17:15:10Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5634246491,212,16.9,5634246485,56,Back,5634246487,140,35.7,5634246493,213,0.28,5634246489,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920851,24,1,1,4,11,1939bnru25svvgv15k2c7tw2y,0,64.6,65.2,2025-04-07T17:15:08.699Z,2025-04-07T17:15:11Z,dp4bh2qpsagd632sfe3qq4hqt,J. Magnússon,,,5634246603,212,32.7,5634246595,3,,5634246607,1,,5634246599,140,85.4,5634246601,141,100.0,5634246597,56,Left,5634246605,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920875,22,5,1,4,13,93ohqui2qgqm8408viwmm1ken,1,17.8,-1.4,2025-04-07T17:15:11.108Z,2025-04-07T17:15:57Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5634246691,56,Back,5634246703,233,25,5634246693,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797920857,25,5,1,4,13,1939bnru25svvgv15k2c7tw2y,0,82.2,101.4,2025-04-07T17:15:11.108Z,2025-04-07T17:15:15Z,dp4bh2qpsagd632sfe3qq4hqt,J. Magnússon,,,5634246625,347,,5634246623,56,Left,5634246729,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921089,23,1,1,4,28,93ohqui2qgqm8408viwmm1ken,0,24.8,0.0,2025-04-07T17:15:25.851Z,2025-04-07T17:15:29Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5634247767,56,Back,5634247765,107,,5634247777,1,,5634247773,212,32.8,5634247769,140,48.9,5634247771,141,28.6,5634247775,213,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921103,26,8,1,4,32,1939bnru25svvgv15k2c7tw2y,1,55.2,53.9,2025-04-07T17:15:30.075Z,2025-04-07T17:28:08Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5634247851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921203,27,1,1,4,34,1939bnru25svvgv15k2c7tw2y,0,43.9,66.6,2025-04-07T17:15:32.507Z,2025-04-07T17:28:22Z,6legryh9z8lvc4bq4s456m09h,S. Holmén,,,5634248385,213,0.29,5634248381,212,44.6,5634248375,140,84.7,5634248371,157,,5634248377,141,85.1,5634248389,1,,5634248373,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921209,28,4,1,4,39,1939bnru25svvgv15k2c7tw2y,1,81.8,88.0,2025-04-07T17:15:37.115Z,2025-04-07T17:15:44Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5634248439,233,24,5634248427,13,,5634248431,152,,5634248429,56,Left,5634248693,294,,5634248435,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921189,24,4,1,4,39,93ohqui2qgqm8408viwmm1ken,0,18.2,12.0,2025-04-07T17:15:37.116Z,2025-04-07T17:15:42Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5634248349,285,,5634248335,294,,5634248331,13,,5634248447,233,28,5634248341,56,Back,5634248345,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921797,29,1,1,5,26,1939bnru25svvgv15k2c7tw2y,0,85.2,86.6,2025-04-07T17:16:23.818Z,2025-04-07T17:28:57Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5634251703,2,,5634251715,141,62.3,5634251711,56,Center,5634251713,140,92.8,5634251717,212,18.4,5634251705,5,,5634251709,152,,5634251719,213,5.16,,,,,,,,,,,,,,,,,,,,,,,,
2797921863,25,12,1,5,28,93ohqui2qgqm8408viwmm1ken,1,10.3,33.9,2025-04-07T17:16:25.756Z,2025-04-07T17:16:33Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5634252147,167,,5634252079,212,13.4,5634252081,213,3.56,5634252077,141,25.9,5634252069,56,Back,5634252073,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921869,26,6,1,5,28,93ohqui2qgqm8408viwmm1ken,0,1.8,30.3,2025-04-07T17:16:26.539Z,2025-04-07T17:46:24Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5634252473,233,30,5634252429,73,,5634252427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797921813,30,6,1,5,28,1939bnru25svvgv15k2c7tw2y,1,98.2,69.7,2025-04-07T17:16:26.539Z,2025-04-07T17:46:24Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5634251935,56,Center,5634252453,233,26,5634251937,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797922159,31,1,1,5,55,1939bnru25svvgv15k2c7tw2y,0,99.5,99.5,2025-04-07T17:16:53.322Z,2025-04-07T17:16:55Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5634253709,6,,5634253723,213,4.59,5634253725,1,,5634253721,212,33.7,5634253719,141,50.4,5634253707,2,,5634253711,155,,5634253715,56,Center,5634253713,223,5634253717,140,95.5,,,,,,,,,,,,,,,,,,,
2797922189,27,12,1,5,59,93ohqui2qgqm8408viwmm1ken,1,4.1,50.9,2025-04-07T17:16:57.259Z,2025-04-07T17:29:29Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5634253845,213,5.82,5634253841,141,33.3,5634253869,15,,5634253839,140,27.1,5634253843,212,27.0,5634253837,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797922233,32,1,1,6,3,1939bnru25svvgv15k2c7tw2y,1,76.5,70.2,2025-04-07T17:17:00.714Z,2025-04-07T17:29:30Z,5l4q2q8nszqp6k8exo9eyqnrp,S. Hedlund,,,5634254041,213,0.85,5634254039,212,12.4,5634254037,141,83.9,5634254033,56,Left,5634254031,3,,5634254035,140,84.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
