id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2815027903,6,1,1,0,20,93ohqui2qgqm8408viwmm1ken,1,18.9,89.4,2025-05-15T17:01:15.539Z,2025-05-15T17:01:18Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5728747055,140,26.5,5728747059,212,9.7,5728747057,141,81.2,5728747053,56,Back,5728747061,213,5.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027945,7,1,1,0,23,93ohqui2qgqm8408viwmm1ken,1,22.3,81.2,2025-05-15T17:01:17.987Z,2025-05-15T17:01:24Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728747291,212,19.5,5728747285,56,Back,5728747293,213,3.63,5728747289,141,67.6,5728747287,140,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027915,7,83,1,0,24,durq4oppf7c08tnbzrlebt0uz,0,78.5,24.3,2025-05-15T17:01:19.188Z,2025-05-15T17:01:26Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728747361,399,cj7aybqox4kzoicnzea7b64t1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027959,8,1,1,0,29,93ohqui2qgqm8408viwmm1ken,1,9.1,68.8,2025-05-15T17:01:23.940Z,2025-05-15T17:01:26Z,cj7aybqox4kzoicnzea7b64t1,Ricardo Friedrich,,,5728747353,213,6.26,5728747347,140,56.4,5728747349,141,66.9,5728747345,56,Center,5728747355,1,,5728747351,212,49.7,5728747343,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028009,9,1,1,0,33,93ohqui2qgqm8408viwmm1ken,1,58.3,70.9,2025-05-15T17:01:28.291Z,2025-05-15T17:09:53Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,1.0,,5728748031,210,13,5728747633,212,8.0,5728747631,141,80.9,5728747627,56,Left,5728747629,140,62.3,5728747635,213,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028011,10,13,1,0,39,93ohqui2qgqm8408viwmm1ken,1,75.6,75.0,2025-05-15T17:01:34.356Z,2025-05-15T17:56:23Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5728747643,56,Center,5728748035,81,,5728767639,121,,5728748049,230,98.6,5728748037,29,,5728747639,22,,5728748045,103,63.9,5728748047,215,,5728748039,55,9,5728748051,231,50.4,5728747965,20,5728748043,102,33.3,5728747641,18,,,,,,,,,,,,,,
2815028025,8,5,1,0,41,durq4oppf7c08tnbzrlebt0uz,1,-1.2,60.7,2025-05-15T17:01:36.451Z,2025-05-15T17:54:48Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728747723,56,Back,5728747725,346,,5728747727,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028021,11,5,1,0,41,93ohqui2qgqm8408viwmm1ken,0,101.2,39.3,2025-05-15T17:01:36.451Z,2025-05-15T17:01:39Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728747707,346,,5728747735,233,8,5728747705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028225,9,1,1,1,15,durq4oppf7c08tnbzrlebt0uz,0,4.6,47.8,2025-05-15T17:02:10.757Z,2025-05-15T17:02:17Z,27hg1g0tz1l6mt4eugz841hw5,H. Keto,,,5728748855,213,5.79,5728748851,141,4.9,5728748857,1,,5728748847,56,Right,5728748849,140,56.9,5728748853,212,62.2,5728748861,74,,5728748845,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028211,12,44,1,1,20,93ohqui2qgqm8408viwmm1ken,1,42.7,94.3,2025-05-15T17:02:14.947Z,2025-05-15T17:54:05Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728748805,285,,5728748909,233,10,5728748803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028229,10,44,1,1,20,durq4oppf7c08tnbzrlebt0uz,0,57.3,5.7,2025-05-15T17:02:14.948Z,2025-05-15T17:54:05Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728748871,56,Right,5728748873,286,,5728748933,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028223,13,1,1,1,20,93ohqui2qgqm8408viwmm1ken,0,42.3,93.8,2025-05-15T17:02:15.621Z,2025-05-15T17:02:16Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728748837,140,50.4,5728748839,141,100.0,5728748841,212,9.8,5728748833,3,,5728748843,213,0.53,5728748835,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028241,11,5,1,1,21,durq4oppf7c08tnbzrlebt0uz,1,50.2,-1.6,2025-05-15T17:02:16.383Z,2025-05-15T17:54:49Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728748945,56,Right,5728748947,347,,5728748965,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028227,14,5,1,1,21,93ohqui2qgqm8408viwmm1ken,0,49.8,101.6,2025-05-15T17:02:16.383Z,2025-05-15T17:02:21Z,lh30ckelpek3u7jbzotxuvze,J. Karlsson,,,5728748867,56,Back,5728748869,347,,5728748971,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028259,12,1,1,1,26,durq4oppf7c08tnbzrlebt0uz,1,47.9,0.0,2025-05-15T17:02:21.157Z,2025-05-15T17:02:22Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728749039,56,Right,5728749047,141,12.5,5728749049,212,12.2,5728749043,140,54.7,5728749035,107,,5728749051,213,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028267,13,3,1,1,27,durq4oppf7c08tnbzrlebt0uz,0,54.3,11.8,2025-05-15T17:02:22.148Z,2025-05-15T17:53:52Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728773767,233,15,5728749209,286,,5728749065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028287,15,7,1,1,27,93ohqui2qgqm8408viwmm1ken,1,45.7,88.2,2025-05-15T17:02:22.149Z,2025-05-15T17:53:52Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728749163,285,,5728749159,56,Back,5728773751,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028293,14,1,1,1,28,durq4oppf7c08tnbzrlebt0uz,0,42.2,18.5,2025-05-15T17:02:23.572Z,2025-05-15T17:12:55Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728749215,56,Back,5728749305,236,,5728749307,233,17,5728749219,141,20.1,5728749217,140,44.3,5728749223,213,0.46,5728749221,212,2.5,5728749311,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028309,17,74,1,1,28,93ohqui2qgqm8408viwmm1ken,1,38.7,82.0,2025-05-15T17:02:23.573Z,2025-05-15T17:53:49Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728749323,233,14,5728749289,285,,5728749287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028295,16,50,1,1,30,93ohqui2qgqm8408viwmm1ken,1,45.5,83.8,2025-05-15T17:02:24.979Z,2025-05-15T17:15:34Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5728749225,56,Back,5728778657,233,15,5728749227,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028307,15,7,1,1,30,durq4oppf7c08tnbzrlebt0uz,0,54.5,16.2,2025-05-15T17:02:24.980Z,2025-05-15T17:15:34Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728749277,56,Right,5728778649,233,16,5728778627,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028323,16,45,1,1,32,durq4oppf7c08tnbzrlebt0uz,0,44.4,19.1,2025-05-15T17:02:27.661Z,2025-05-15T17:54:01Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728749429,233,18,5728749381,285,,5728749379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028321,18,3,1,1,32,93ohqui2qgqm8408viwmm1ken,1,55.6,80.9,2025-05-15T17:02:27.661Z,2025-05-15T17:54:01Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728749411,233,16,5728749377,286,,5728749375,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028343,20,1,1,1,37,93ohqui2qgqm8408viwmm1ken,0,64.4,92.7,2025-05-15T17:02:31.878Z,2025-05-15T17:02:32Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728749463,140,68.2,5728749465,141,92.0,5728749467,212,4.0,5728749469,213,6.16,5728749461,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028377,18,1,1,1,39,durq4oppf7c08tnbzrlebt0uz,1,41.8,17.9,2025-05-15T17:02:34.725Z,2025-05-15T17:02:41Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728749665,56,Right,5728749675,1,,5728749669,141,7.3,5728749667,140,81.5,5728749671,212,42.3,5728749673,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028405,19,1,1,1,46,durq4oppf7c08tnbzrlebt0uz,1,82.5,4.3,2025-05-15T17:02:41.300Z,2025-05-15T17:02:44Z,659a50ce2qqdoptyyjyo4whjp,P. Cibicki,,,5728749815,212,6.3,5728749811,140,78.2,5728749817,213,2.37,5728749813,141,10.7,5728749809,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028415,20,1,1,1,47,durq4oppf7c08tnbzrlebt0uz,1,78.2,10.7,2025-05-15T17:02:42.118Z,2025-05-15T17:53:20Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728749881,56,Center,5728749889,212,26.9,5728749887,141,49.1,5728749891,213,1.33,5728749885,140,84.3,5728749879,155,,5728749877,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815046605,375,61,1,1,48,durq4oppf7c08tnbzrlebt0uz,0,84.5,41.2,2025-05-15T17:02:42.936Z,2025-05-15T17:52:51Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5728854627,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815046619,490,12,1,1,49,93ohqui2qgqm8408viwmm1ken,1,12.1,57.2,2025-05-15T17:02:43.836Z,2025-05-15T17:53:08Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728854693,140,14.1,5728854713,213,0.31,5728854697,141,58.2,5728854691,56,Back,5728854701,212,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028417,21,15,1,1,50,durq4oppf7c08tnbzrlebt0uz,1,83.6,43.8,2025-05-15T17:02:45.637Z,2025-05-15T17:53:40Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5728751321,233,21,5728751133,20,,5728751285,102,50.4,5728855279,78,,5728751287,103,19,5728751295,231,49.6,5728749895,22,,5728751137,82,,5728751293,230,97.2,5728749897,17,,5728751291,147,5728751289,146,86.4,5728855763,328,44.9,5728749899,56,Center,5728855281,458,,,,,,,,
2815028427,21,10,1,1,50,93ohqui2qgqm8408viwmm1ken,1,12.3,50.2,2025-05-15T17:02:45.737Z,2025-05-15T17:03:23Z,4j6a6qec8m58zgojpbv8wxnf9,P. Jansson,,,5728749957,94,,5728749959,56,Back,5728751325,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028423,22,44,1,1,52,durq4oppf7c08tnbzrlebt0uz,1,79.6,30.5,2025-05-15T17:02:47.237Z,2025-05-15T17:17:55Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728749931,56,Center,5728750023,233,22,5728749933,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028439,22,44,1,1,52,93ohqui2qgqm8408viwmm1ken,0,20.4,69.5,2025-05-15T17:02:47.238Z,2025-05-15T17:17:54Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728750015,56,Back,5728750047,233,22,5728750017,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028431,23,43,1,1,52,durq4oppf7c08tnbzrlebt0uz,1,0.0,0.0,2025-05-15T17:02:47.317Z,2025-05-15T17:02:54Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728749979,286,0,5728749977,56,Center,5728750171,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028435,24,1,1,1,52,durq4oppf7c08tnbzrlebt0uz,0,78.4,28.2,2025-05-15T17:02:47.741Z,2025-05-15T17:54:27Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5728749993,56,Center,5728749995,140,80.3,5728750001,213,1.05,5728749999,212,4.0,5728749997,141,33.3,5728750315,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028445,25,83,1,1,56,durq4oppf7c08tnbzrlebt0uz,0,68.5,40.6,2025-05-15T17:02:51.108Z,2025-05-15T17:18:18Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728750291,399,329r6jq5pn0m174v3berarh90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028443,23,1,1,1,56,93ohqui2qgqm8408viwmm1ken,1,23.2,57.5,2025-05-15T17:02:51.222Z,2025-05-15T17:18:16Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5728786091,213,0.72,5728786085,140,27.3,5728786083,56,Back,5728786087,141,63.0,5728786089,212,5.7,5728786081,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028449,24,61,1,1,56,93ohqui2qgqm8408viwmm1ken,1,33.3,63.8,2025-05-15T17:02:51.347Z,2025-05-15T17:18:44Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728787121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035187,212,1,1,2,0,93ohqui2qgqm8408viwmm1ken,1,25.8,69.7,2025-05-15T17:02:55.338Z,2025-05-15T17:19:42Z,329r6jq5pn0m174v3berarh90,D. Guðjohnsen,,,5728789373,56,Back,5728789381,213,4.71,5728789375,140,25.8,5728789379,212,3.5,5728789377,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815035465,213,1,1,2,1,93ohqui2qgqm8408viwmm1ken,1,33.5,36.2,2025-05-15T17:02:56.082Z,2025-05-15T17:20:02Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5728790333,213,3.61,5728790325,56,Back,5728790331,212,18.4,5728790329,141,23.9,5728790327,140,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028539,26,1,1,2,2,93ohqui2qgqm8408viwmm1ken,1,22.7,35.5,2025-05-15T17:02:57.380Z,2025-05-15T17:18:58Z,4yg4i2wvdz87rrxpn0rqn2xg5,J. Stryger Larsen,,,5728750533,212,16.7,5728750535,213,5.20,5728750529,140,30.1,5728750527,56,Back,5728750531,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028543,27,61,1,2,6,93ohqui2qgqm8408viwmm1ken,0,28.8,15.5,2025-05-15T17:03:01.252Z,2025-05-15T17:20:32Z,4az5n8aekw6ipzu7fagqhkys4,E. Ekong,,,5728750563,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028551,27,1,1,2,8,durq4oppf7c08tnbzrlebt0uz,1,80.6,86.3,2025-05-15T17:03:03.637Z,2025-05-15T17:20:48Z,30117qloj2vhnxq4djfktp7u1,A. Zeljković,,,5728791951,212,9.1,5728791945,56,Left,5728791949,141,80.1,5728791947,140,72.9,5728791953,213,3.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028571,29,1,1,2,10,durq4oppf7c08tnbzrlebt0uz,1,71.6,81.5,2025-05-15T17:03:05.461Z,2025-05-15T17:21:50Z,8wz2m0yj4f0ci90m0wjftnoid,S. Thern,,,5728750703,141,42.1,5728750699,56,Center,5728750697,155,,5728750705,212,32.7,5728750701,140,89.5,5728750709,1,,5728750707,213,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815036379,176,61,1,2,11,durq4oppf7c08tnbzrlebt0uz,0,90.6,36.4,2025-05-15T17:03:05.839Z,2025-05-15T17:22:11Z,5svga5s2fg0n058ms3pndyhhw,Mohammad Alsalkhadi,,,5728795813,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028587,28,12,1,2,12,93ohqui2qgqm8408viwmm1ken,1,10.0,58.8,2025-05-15T17:03:07.693Z,2025-05-15T17:21:52Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5728750799,213,0.60,5728750791,56,Back,5728750797,212,30.7,5728750795,141,84.4,5728750793,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028603,30,4,1,2,17,93ohqui2qgqm8408viwmm1ken,1,37.5,89.1,2025-05-15T17:03:12.180Z,2025-05-15T17:53:47Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5728750935,56,Back,5728750933,295,,5728750965,233,30,5728750939,286,,5728750931,13,,5728750937,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028601,30,4,1,2,17,durq4oppf7c08tnbzrlebt0uz,0,62.5,10.9,2025-05-15T17:03:12.181Z,2025-05-15T17:53:47Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5728750955,13,,5728750963,285,,5728750985,233,30,5728750959,56,Right,5728750957,295,,5728750961,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028633,31,1,1,2,21,93ohqui2qgqm8408viwmm1ken,1,38.6,83.5,2025-05-15T17:03:16.420Z,2025-05-15T17:03:17Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5728751017,140,31.7,5728751023,212,9.0,5728751013,56,Back,5728751027,213,2.50,5728751021,141,91.4,5728751009,152,,5728751007,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
