id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,qualifier/12/value,qualifier/9/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2807148695,14,1,1,2,11,1939bnru25svvgv15k2c7tw2y,0,35.0,100.0,2025-04-27T14:02:41.406Z,2025-04-27T14:09:56Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5685111935,213,6.19,5685111933,212,26.7,5685111937,1,,5685111925,107,,5685111929,140,60.3,5685111931,141,97.1,5685111927,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148565,12,1,1,2,13,5mbo4f0vps12dr0fcvjn3wyp5,1,33.0,18.0,2025-04-27T14:02:43.555Z,2025-04-27T14:10:12Z,eahcgnvlq1tkswvjuovyzxxw5,F. Benković,,,5685114725,213,0.33,5685114723,212,15.4,5685114715,3,,5685114721,141,25.4,5685114719,140,46.9,5685114717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148571,13,1,1,2,14,5mbo4f0vps12dr0fcvjn3wyp5,1,48.9,34.2,2025-04-27T14:02:44.728Z,2025-04-27T14:10:26Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5685116403,213,0.10,5685116401,212,7.9,5685116397,140,56.4,5685116395,56,Center,5685116393,3,,5685116399,141,35.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148577,14,61,1,2,15,5mbo4f0vps12dr0fcvjn3wyp5,0,55.0,32.7,2025-04-27T14:02:45.871Z,2025-04-27T14:10:42Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5685118537,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148669,12,1,1,2,16,1939bnru25svvgv15k2c7tw2y,1,37.6,65.0,2025-04-27T14:02:46.511Z,2025-04-27T14:11:14Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5685121813,212,19.9,5685121815,213,3.26,5685121809,140,18.8,5685121811,141,61.5,5685121807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148721,15,1,1,2,20,1939bnru25svvgv15k2c7tw2y,0,20.2,61.7,2025-04-27T14:02:50.915Z,2025-04-27T14:11:33Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5685125299,213,0.32,5685125283,56,Back,5685125293,141,69.7,5685125297,212,17.5,5685125287,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807157485,65,8,1,2,21,5mbo4f0vps12dr0fcvjn3wyp5,1,73.5,34.2,2025-04-27T14:02:51.475Z,2025-04-27T14:13:04Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5685131339,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807157487,66,1,1,2,23,5mbo4f0vps12dr0fcvjn3wyp5,1,77.6,31.7,2025-04-27T14:02:53.650Z,2025-04-27T14:12:27Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5685134717,140,85.5,5685134719,141,63.0,5685134721,212,22.8,5685134715,56,Center,5685134723,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148745,16,51,1,2,27,1939bnru25svvgv15k2c7tw2y,1,19.7,63.5,2025-04-27T14:02:56.950Z,2025-04-27T14:12:58Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5685139691,170,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807146853,6,1,1,2,27,5mbo4f0vps12dr0fcvjn3wyp5,1,86.1,73.6,2025-04-27T14:02:57.103Z,2025-04-27T14:03:47Z,3xx0l8c30mjstvxq7z1s0fnit,J. Guidetti,1.0,,5685062975,140,89.5,5685062973,56,Center,5685062979,212,13.4,5685062977,141,54.6,5685064775,154,,5685064773,210,16,5685062981,213,4.98,5685064777,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807146907,7,16,1,2,28,5mbo4f0vps12dr0fcvjn3wyp5,1,92.0,48.3,2025-04-27T14:02:57.982Z,2025-04-27T14:04:47Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5685063231,56,Center,5685064881,230,99.0,5685071883,80,,5685064877,102,47.0,5685064883,231,51.4,5685064879,103,2.5,5685063229,17,,5685071885,214,,5685063983,374,2025-04-27 15:02:57.473,5685063227,22,5685063979,72,5685071889,328,5685064871,154,5685064873,55,6,5685064867,29,5685063987,375,02:27.537,,,,,,,,,,,,,
2807147505,3,1,1,3,24,1939bnru25svvgv15k2c7tw2y,1,50.3,49.9,2025-04-27T14:03:54.285Z,2025-04-27T14:03:59Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5685066137,279,G,5685066135,213,3.27,5685066133,212,25.4,5685066127,56,Back,5685066129,140,26.3,5685066131,141,45.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807147531,4,1,1,3,29,1939bnru25svvgv15k2c7tw2y,1,26.9,46.9,2025-04-27T14:03:59.366Z,2025-04-27T14:04:00Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5685066241,141,59.9,5685066251,213,0.49,5685066239,140,42.5,5685066237,56,Back,5685066247,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807147573,5,1,1,3,30,1939bnru25svvgv15k2c7tw2y,1,42.5,59.9,2025-04-27T14:04:00.838Z,2025-04-27T14:04:02Z,60fbyywnjiz6l8n7gmi2mjld5,S. Olsson,,,5685066471,141,43.9,5685066469,140,39.1,5685066467,56,Back,5685066473,212,11.5,5685066475,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807147715,6,1,1,3,32,1939bnru25svvgv15k2c7tw2y,0,39.1,43.9,2025-04-27T14:04:02.487Z,2025-04-27T14:04:08Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5685067279,155,,5685067287,212,60.0,5685067283,140,88.4,5685067285,141,88.6,5685067289,213,0.53,5685067291,1,,5685067281,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807147645,8,61,1,3,35,5mbo4f0vps12dr0fcvjn3wyp5,0,15.7,9.8,2025-04-27T14:04:05.775Z,2025-04-27T14:04:05Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685066899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807147749,7,5,1,3,36,1939bnru25svvgv15k2c7tw2y,1,86.6,101.6,2025-04-27T14:04:06.783Z,2025-04-27T15:39:58Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5685067453,347,,5685067449,56,Left,5685067499,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807147685,9,5,1,3,36,5mbo4f0vps12dr0fcvjn3wyp5,0,13.4,-1.6,2025-04-27T14:04:06.783Z,2025-04-27T14:04:12Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685067119,347,,5685067117,56,Back,5685067527,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148557,8,1,1,4,6,1939bnru25svvgv15k2c7tw2y,1,85.1,100.0,2025-04-27T14:04:36.054Z,2025-04-27T14:05:01Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,1.0,5685073843,154,,5685071195,56,Center,5685071207,213,5.01,5685071193,107,,5685071199,140,92.8,5685071209,1,,5685071203,141,62.6,5685073841,210,13,5685071205,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148601,9,44,1,4,9,1939bnru25svvgv15k2c7tw2y,1,91.9,60.4,2025-04-27T14:04:39.182Z,2025-04-27T16:05:54Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5685071333,56,Center,5685071393,233,10,5685071335,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148497,10,44,1,4,9,5mbo4f0vps12dr0fcvjn3wyp5,0,8.1,39.6,2025-04-27T14:04:39.183Z,2025-04-27T16:05:55Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685070927,285,,5685070925,56,Back,5685071423,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148611,10,13,1,4,9,1939bnru25svvgv15k2c7tw2y,1,92.8,62.6,2025-04-27T14:04:39.454Z,2025-04-27T15:22:33Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5685073885,230,99.5,5685073367,24,,5685073369,15,,5685073869,29,,5685071351,17,,5685073877,55,8,5685073883,103,75,5685073887,231,52.5,5685073873,154,,5685073373,328,5685071353,56,5685073881,102,5685073865,74,,,,,,,,,Center,51.6,,,,,,,,,,,
2807148549,11,5,1,4,10,5mbo4f0vps12dr0fcvjn3wyp5,1,-1.1,43.6,2025-04-27T14:04:40.809Z,2025-04-27T15:39:58Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685071153,56,Back,5685071155,346,,5685071541,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807148637,11,5,1,4,10,1939bnru25svvgv15k2c7tw2y,0,101.1,56.4,2025-04-27T14:04:40.809Z,2025-04-27T15:39:59Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5685071473,346,,5685071471,56,Center,5685071587,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149617,17,1,1,4,44,5mbo4f0vps12dr0fcvjn3wyp5,0,3.4,43.3,2025-04-27T14:05:14.831Z,2025-04-27T15:22:28Z,a0vo94v0vvnojrnvvscd7zp3p,K. Nordfeldt,,,5685076037,213,5.91,5685076043,74,,5685076039,1,,5685076035,212,61.4,5685076033,141,10.3,5685076027,124,,5685076029,56,Right,5685076031,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149687,52,44,1,4,47,1939bnru25svvgv15k2c7tw2y,1,42.8,87.3,2025-04-27T14:05:17.295Z,2025-04-27T16:05:55Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5685076381,285,,5685076379,56,Back,5685076439,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149625,18,44,1,4,47,5mbo4f0vps12dr0fcvjn3wyp5,0,57.2,12.7,2025-04-27T14:05:17.296Z,2025-04-27T16:05:56Z,alxccjq2y6il5yjw108a0axnt,J. Hove,,,5685076073,286,,5685076469,233,52,5685076069,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149807,53,1,1,4,48,1939bnru25svvgv15k2c7tw2y,0,44.2,90.5,2025-04-27T14:05:18.215Z,2025-04-27T15:22:26Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5685077077,212,10.3,5685077071,56,Back,5685077079,213,3.16,5685077073,140,34.4,5685077075,141,90.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149709,19,43,1,4,51,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-27T14:05:21.279Z,2025-04-27T15:22:39Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685607459,399,6tqclthbz4m9kqiukixum1mhg,5685610089,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149755,20,43,1,4,52,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-27T14:05:22.025Z,2025-04-27T15:22:07Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685607371,144,7,5685076783,285,0,5685076781,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149907,21,1,1,4,55,5mbo4f0vps12dr0fcvjn3wyp5,0,50.9,14.3,2025-04-27T14:05:25.632Z,2025-04-27T15:22:09Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5685077637,212,40.2,5685077639,213,6.08,5685077635,141,2.6,5685077627,157,,5685077629,56,Right,5685077631,140,88.4,5685077641,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149913,57,12,1,4,59,1939bnru25svvgv15k2c7tw2y,1,17.1,94.7,2025-04-27T14:05:29.351Z,2025-04-27T14:05:30Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5685077673,213,1.47,5685077665,56,Back,5685077671,212,4.3,5685077749,167,,5685077669,141,100.0,5685077667,140,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149943,22,5,1,4,59,5mbo4f0vps12dr0fcvjn3wyp5,1,84.0,-1.4,2025-04-27T14:05:29.718Z,2025-04-27T15:39:59Z,cwkz9uxtres4bockr3spd4hxx,S. Papagiannopoulos,,,5685077813,56,Right,5685077815,347,,5685077853,233,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807149921,58,5,1,4,59,1939bnru25svvgv15k2c7tw2y,0,16.0,101.4,2025-04-27T14:05:29.718Z,2025-04-27T14:05:33Z,agsollzstr45ee0z17tle8d1w,T. Yegbe,,,5685077719,347,,5685077875,233,22,5685077717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150583,23,1,1,5,24,5mbo4f0vps12dr0fcvjn3wyp5,1,86.0,0.0,2025-04-27T14:05:54.449Z,2025-04-27T15:22:03Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,1.0,5685081191,140,90.6,5685081195,212,31.4,5685081193,141,44.2,5685081199,1,,5685081189,56,Center,5685607081,210,15,5685081187,107,,5685081197,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150589,24,43,1,5,29,5mbo4f0vps12dr0fcvjn3wyp5,1,0.0,0.0,2025-04-27T14:05:59.408Z,2025-04-27T15:21:59Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685606711,144,61,5685081205,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150629,25,15,1,5,29,5mbo4f0vps12dr0fcvjn3wyp5,1,76.5,39.5,2025-04-27T14:05:59.836Z,2025-04-27T16:08:55Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5685854713,160,,5685429691,103,3.8,5685081385,18,,5685429697,147,46.8,5685429307,20,,5685430173,55,23,5685081387,56,Center,5685854715,215,,5685429687,102,49.1,5685430171,29,5685429683,78,5685860267,233,5685429695,146,,,,,,,,,,986,98.4,,,,,,,,,,
2807290793,986,10,1,5,30,1939bnru25svvgv15k2c7tw2y,1,3.0,51.9,2025-04-27T14:05:59.936Z,2025-04-27T16:09:04Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5685860225,56,Back,5685860307,233,25,5685860223,182,,5685860219,177,,5685860221,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150741,26,1,1,5,34,5mbo4f0vps12dr0fcvjn3wyp5,1,81.0,41.5,2025-04-27T14:06:04.912Z,2025-04-27T14:06:06Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685081937,213,4.16,5685081935,212,9.9,5685081933,141,29.1,5685081929,56,Center,5685081931,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150761,27,1,1,5,35,5mbo4f0vps12dr0fcvjn3wyp5,1,76.0,28.9,2025-04-27T14:06:05.888Z,2025-04-27T14:06:07Z,99i96gbkvesmh3wspv8rl1ln9,A. Salétros,,,5685082041,140,80.2,5685082045,212,10.4,5685082043,141,15.0,5685082039,56,Right,5685082047,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150781,28,1,1,5,36,5mbo4f0vps12dr0fcvjn3wyp5,0,80.2,14.9,2025-04-27T14:06:06.913Z,2025-04-27T15:21:50Z,b11ffe62rpm020r3u6t1lhvx1,M. Thychosen,,,5685082159,213,1.10,5685082153,141,54.8,5685082147,155,,5685082155,212,30.5,5685082145,2,,5685082149,56,Center,5685082151,140,93.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150801,62,12,1,5,38,1939bnru25svvgv15k2c7tw2y,1,7.0,48.1,2025-04-27T14:06:08.519Z,2025-04-27T15:21:52Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5685082277,213,6.22,5685082323,15,,5685082273,212,19.9,5685082267,140,25.9,5685082269,141,46.3,5685082265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807150851,29,15,1,5,39,5mbo4f0vps12dr0fcvjn3wyp5,1,80.7,63.9,2025-04-27T14:06:09.856Z,2025-04-27T15:21:46Z,prvbf3gxwflgzxuvgvb7ls5x,B. Celina,,,5685082507,56,Center,5685085297,147,56.7,5685085341,233,63,5685085299,230,98.8,5685082503,22,,5685085293,458,,5685085291,103,19,5685085287,76,,5685085007,20,,5685085289,102,5685085295,146,5685082505,18,5685085301,231,5685085011,82,,,,,,,93.3,,50.7,52.8,,,,,,,,,
2807150871,63,10,1,5,40,1939bnru25svvgv15k2c7tw2y,1,6.7,43.3,2025-04-27T14:06:09.956Z,2025-04-27T15:21:48Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5685082631,94,,5685082633,56,Back,5685085405,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
