id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2799633719,8,1,1,0,11,spvvjmk37iid7hsky9g3nce7,0,88.8,7.4,2025-04-12T13:00:56.616Z,2025-04-12T13:00:59Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5643838617,140,89.0,5643838619,141,10.7,5643838641,236,,5643838615,56,Right,5643838623,213,1.48,5643838653,286,,5643838621,212,2.3,5643838645,233,4,5643838611,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633723,4,12,1,0,11,9zqn9ugvg64it0lr5z8cq4g9v,1,9.4,92.0,2025-04-12T13:00:56.716Z,2025-04-12T13:00:58Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5643838639,56,Back,5643838661,233,8,5643838637,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799636915,46,83,1,0,14,9zqn9ugvg64it0lr5z8cq4g9v,0,21.2,94.6,2025-04-12T13:00:59.571Z,2025-04-12T13:04:51Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643859107,399,23iwje6cgkgc05szzf2l5z97u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633763,5,43,1,0,16,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:01:01.139Z,2025-04-12T13:03:36Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5643851317,144,83,5643838865,399,23iwje6cgkgc05szzf2l5z97u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633771,9,1,1,0,16,spvvjmk37iid7hsky9g3nce7,1,86.5,8.3,2025-04-12T13:01:01.528Z,2025-04-12T13:05:25Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5643838849,141,12.6,5643838853,213,2.91,5643838845,56,Right,5643838847,140,74.7,5643838851,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633809,10,1,1,0,20,spvvjmk37iid7hsky9g3nce7,1,74.8,12.9,2025-04-12T13:01:04.896Z,2025-04-12T13:05:23Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5643839081,213,0.19,5643839079,212,16.9,5643839073,56,Right,5643839075,140,90.6,5643839077,141,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633819,11,1,1,0,22,spvvjmk37iid7hsky9g3nce7,0,96.4,21.0,2025-04-12T13:01:06.824Z,2025-04-12T13:01:07Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5643839121,155,,5643839131,213,1.57,5643839129,212,15.2,5643839123,56,Center,5643839125,140,96.4,5643839119,2,,5643839127,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633823,6,12,1,0,22,9zqn9ugvg64it0lr5z8cq4g9v,1,6.7,53.0,2025-04-12T13:01:07.524Z,2025-04-12T13:01:15Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643839753,167,,5643839153,212,16.2,5643839159,15,,5643839149,140,0.0,5643839155,213,2.10,5643839147,56,Back,5643839151,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633851,7,6,1,0,25,9zqn9ugvg64it0lr5z8cq4g9v,0,8.4,73.0,2025-04-12T13:01:10.482Z,2025-04-12T13:58:25Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643839379,73,,5643840289,233,13,5643839377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633959,13,6,1,0,25,spvvjmk37iid7hsky9g3nce7,1,91.6,27.0,2025-04-12T13:01:10.482Z,2025-04-12T13:58:25Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5643840283,233,7,5643840091,56,Center,5643840093,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799633861,12,43,1,0,26,spvvjmk37iid7hsky9g3nce7,1,0.0,0.0,2025-04-12T13:01:10.808Z,2025-04-12T13:01:16Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5643839463,56,Center,5643839833,144,6,5643839469,233,7,5643839465,73,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634171,14,1,1,0,49,spvvjmk37iid7hsky9g3nce7,1,99.5,0.5,2025-04-12T13:01:34.073Z,2025-04-12T13:01:48Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,1.0,,5643841147,141,67.6,5643841153,1,,5643841145,140,89.0,5643841139,155,,5643842031,210,13,5643841141,196,,5643841143,56,Center,5643841149,212,46.9,5643842033,154,5643841151,213,1.81,5643841137,6,,,,,,,,,,,,,,,,,,,,,,,
2799634175,15,13,1,0,52,spvvjmk37iid7hsky9g3nce7,1,89.0,67.6,2025-04-12T13:01:37.088Z,2025-04-12T13:01:48Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643842049,29,,5643842065,108,,5643842067,328,,5643842057,102,51.4,5643842071,231,54.5,5643842061,103,55.6,5643842051,154,,5643841169,56,Center,5643842069,230,5643842053,55,14,5643842047,85,98.2,5643841647,72,5643841167,64,5643841645,25,,,,,,,,,,,,,,,,
2799634169,8,5,1,0,52,9zqn9ugvg64it0lr5z8cq4g9v,1,-1.2,51.6,2025-04-12T13:01:37.627Z,2025-04-12T13:01:49Z,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,5643841223,233,16,5643841135,346,,5643841133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634179,16,5,1,0,52,spvvjmk37iid7hsky9g3nce7,0,101.2,48.4,2025-04-12T13:01:37.627Z,2025-04-12T13:01:49Z,9hg51o20uf6u2bjgshjax9soa,E. Stroud,,,5643841203,346,,5643841251,233,8,5643841201,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634635,9,1,1,1,18,9zqn9ugvg64it0lr5z8cq4g9v,0,5.1,50.1,2025-04-12T13:02:03.403Z,2025-04-12T13:02:06Z,dzdryjruyr4lpu3t7d5pgpn11,O. Jansson,,,5643843491,213,6.01,5643843481,124,,5643843493,1,,5643843487,141,24.4,5643843495,74,,5643843489,212,64.5,5643843483,56,Center,5643843485,140,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634675,17,1,1,1,24,spvvjmk37iid7hsky9g3nce7,0,40.1,71.1,2025-04-12T13:02:09.240Z,2025-04-12T13:02:09Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5643843769,3,,5643843771,56,Center,5643843777,212,26.1,5643843773,140,62.8,5643843779,213,5.86,5643843775,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634691,10,1,1,1,24,9zqn9ugvg64it0lr5z8cq4g9v,0,35.3,53.2,2025-04-12T13:02:09.555Z,2025-04-12T13:08:45Z,3durmgxmp7tzxsr234mlhot1,S. Gustafson,,,5643843893,56,Back,5643843899,212,9.3,5643843895,140,40.6,5643843891,3,,5643843897,141,42.3,5643843901,213,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799643029,86,8,1,1,26,spvvjmk37iid7hsky9g3nce7,1,66.7,72.6,2025-04-12T13:02:10.935Z,2025-04-12T13:10:01Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5643891563,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634695,11,43,1,1,26,9zqn9ugvg64it0lr5z8cq4g9v,1,0.0,0.0,2025-04-12T13:02:11.121Z,2025-04-12T13:08:38Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5643843923,56,Back,5643882947,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634727,18,1,1,1,27,spvvjmk37iid7hsky9g3nce7,1,58.7,64.0,2025-04-12T13:02:12.601Z,2025-04-12T13:02:14Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5643844091,141,53.0,5643844089,140,54.9,5643844095,213,4.22,5643844093,212,8.5,5643844087,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634749,20,1,1,1,29,spvvjmk37iid7hsky9g3nce7,0,54.9,53.0,2025-04-12T13:02:14.195Z,2025-04-12T13:02:14Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5643844175,56,Center,5643844177,140,60.3,5643844189,213,5.15,5643844181,141,35.4,5643844185,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634739,12,8,1,1,29,9zqn9ugvg64it0lr5z8cq4g9v,1,41.4,88.7,2025-04-12T13:02:14.435Z,2025-04-12T13:02:14Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643844141,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634767,13,1,1,1,31,9zqn9ugvg64it0lr5z8cq4g9v,1,46.3,47.9,2025-04-12T13:02:16.452Z,2025-04-12T13:11:46Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5643844307,141,61.7,5643844303,56,Center,5643844309,212,15.1,5643844305,140,57.6,5643844311,213,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634793,15,1,1,1,33,9zqn9ugvg64it0lr5z8cq4g9v,0,61.5,44.2,2025-04-12T13:02:18.051Z,2025-04-12T13:02:18Z,epnkff9nsysx1eyh90muhmvl6,S. Hrstić,,,5643844457,212,15.4,5643844455,141,63.1,5643844451,56,Center,5643844453,140,69.5,5643844459,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634841,21,61,1,1,35,spvvjmk37iid7hsky9g3nce7,1,31.4,33.9,2025-04-12T13:02:20.010Z,2025-04-12T13:12:02Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5643844731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634921,16,1,1,1,37,9zqn9ugvg64it0lr5z8cq4g9v,1,62.5,48.7,2025-04-12T13:02:21.955Z,2025-04-12T13:02:29Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5643845207,56,Right,5643845209,140,56.7,5643845213,212,20.0,5643845211,141,20.7,5643845215,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634925,17,3,1,1,44,9zqn9ugvg64it0lr5z8cq4g9v,0,88.3,32.7,2025-04-12T13:02:29.731Z,2025-04-12T13:02:30Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643845263,211,,5643845253,286,,5643845251,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634965,22,12,1,1,46,spvvjmk37iid7hsky9g3nce7,1,7.3,59.1,2025-04-12T13:02:31.680Z,2025-04-12T13:02:33Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5643845401,212,29.1,5643845403,213,1.54,5643845397,140,8.2,5643845395,56,Back,5643845399,141,100.0,5643845475,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634971,18,5,1,1,47,9zqn9ugvg64it0lr5z8cq4g9v,1,90.5,-2.0,2025-04-12T13:02:32.706Z,2025-04-12T13:16:35Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643845517,233,23,5643845445,56,Right,5643845447,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799634973,23,5,1,1,47,spvvjmk37iid7hsky9g3nce7,0,9.5,102.0,2025-04-12T13:02:32.706Z,2025-04-12T13:16:35Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5643845521,233,18,5643845451,347,,5643845449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635213,19,1,1,2,4,9zqn9ugvg64it0lr5z8cq4g9v,1,88.5,0.0,2025-04-12T13:02:49.402Z,2025-04-12T13:02:51Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643846717,141,10.6,5643846713,56,Right,5643846719,212,9.3,5643846715,140,84.5,5643846721,213,2.04,5643846711,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635249,20,1,1,2,7,9zqn9ugvg64it0lr5z8cq4g9v,1,80.3,7.9,2025-04-12T13:02:51.826Z,2025-04-12T13:02:55Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5643846939,140,65.0,5643846937,56,Right,5643846941,141,10.0,5643846943,212,16.1,5643846945,213,3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635297,21,1,1,2,10,9zqn9ugvg64it0lr5z8cq4g9v,1,63.3,11.6,2025-04-12T13:02:54.866Z,2025-04-12T13:02:57Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643847191,56,Center,5643847197,212,18.1,5643847195,141,36.0,5643847193,140,56.3,5643847199,213,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635337,22,1,1,2,12,9zqn9ugvg64it0lr5z8cq4g9v,1,56.0,38.8,2025-04-12T13:02:57.426Z,2025-04-12T13:02:59Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5643847355,140,68.4,5643847361,213,0.09,5643847353,56,Center,5643847359,212,13.1,5643847357,141,40.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635361,23,1,1,2,14,9zqn9ugvg64it0lr5z8cq4g9v,1,62.9,35.4,2025-04-12T13:02:59.306Z,2025-04-12T13:03:01Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5643847551,213,3.75,5643847543,56,Back,5643847549,212,23.8,5643847545,140,44.3,5643847547,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635403,24,1,1,2,16,9zqn9ugvg64it0lr5z8cq4g9v,1,43.9,15.8,2025-04-12T13:03:00.969Z,2025-04-12T13:03:03Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643847807,141,5.8,5643847803,56,Right,5643847809,212,23.4,5643847805,140,65.2,5643847811,213,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635461,25,1,1,2,18,9zqn9ugvg64it0lr5z8cq4g9v,1,63.9,5.5,2025-04-12T13:03:03.354Z,2025-04-12T13:03:07Z,a3p681d64e0k9qse621eqi9xx,B. Wembangomo,,,5643848127,141,20.3,5643848125,140,36.1,5643848129,212,30.9,5643848123,56,Back,5643848131,213,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635505,26,1,1,2,22,9zqn9ugvg64it0lr5z8cq4g9v,1,38.4,24.7,2025-04-12T13:03:07.186Z,2025-04-12T13:03:09Z,17jltcnnaha4707duh52hirit,M. Lode,,,5643848311,212,22.0,5643848307,140,45.4,5643848305,56,Back,5643848313,213,1.23,5643848309,141,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635565,27,1,1,2,24,9zqn9ugvg64it0lr5z8cq4g9v,1,44.8,63.0,2025-04-12T13:03:09.682Z,2025-04-12T13:03:13Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5643848637,212,28.8,5643848631,56,Left,5643848635,141,95.0,5643848639,213,0.86,5643848633,140,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635581,28,1,1,2,28,9zqn9ugvg64it0lr5z8cq4g9v,1,62.8,95.0,2025-04-12T13:03:13.538Z,2025-04-12T13:03:14Z,780mdhlnrheqczv6o7p5l8hzo,P. Dahbo,,,5643848717,213,3.13,5643848715,212,10.0,5643848713,141,95.1,5643848709,56,Left,5643848711,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635615,29,1,1,2,29,9zqn9ugvg64it0lr5z8cq4g9v,1,52.2,93.6,2025-04-12T13:03:14.562Z,2025-04-12T13:03:15Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643848931,56,Back,5643848935,141,77.6,5643848933,140,41.3,5643848939,213,3.90,5643848937,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635687,30,1,1,2,31,9zqn9ugvg64it0lr5z8cq4g9v,1,41.3,77.6,2025-04-12T13:03:15.818Z,2025-04-12T13:03:19Z,8h4jv2n2b8w3hmn4oec3tvevo,A. Faye,,,5643849307,141,67.2,5643849309,212,8.8,5643849303,56,Back,5643849305,140,46.3,5643849311,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635763,31,1,1,2,34,9zqn9ugvg64it0lr5z8cq4g9v,1,53.8,62.6,2025-04-12T13:03:19.410Z,2025-04-12T13:03:23Z,8j55jduxd0jfxrxh88kdqgcq2,S. Andersen,,,5643849759,141,42.1,5643849763,213,5.52,5643849755,56,Center,5643849757,140,67.7,5643849761,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635857,32,1,1,2,38,9zqn9ugvg64it0lr5z8cq4g9v,1,78.3,38.3,2025-04-12T13:03:23.570Z,2025-04-12T13:03:27Z,bar5tlyxm2vim2ewqauywgb85,M. Rygaard,,,5643850229,213,5.80,5643850223,140,91.6,5643850225,141,27.4,5643850227,212,15.8,5643850221,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799635999,33,1,1,2,42,9zqn9ugvg64it0lr5z8cq4g9v,1,96.8,29.4,2025-04-12T13:03:27.305Z,2025-04-12T13:14:04Z,dmj5oe18blqnxozkfd8q5myfp,A. Layouni,,,5643850949,141,96.8,5643850943,56,Left,5643850945,140,90.2,5643850959,1,,5643850953,212,46.4,5643917487,196,,5643850957,213,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799636031,34,1,1,2,48,9zqn9ugvg64it0lr5z8cq4g9v,1,88.1,96.3,2025-04-12T13:03:33.746Z,2025-04-12T13:03:35Z,3ks6pxe94hk9l4q46do2c628l,A. Lundkvist,,,5643851123,56,Center,5643851133,212,13.2,5643851127,140,90.5,5643851135,213,4.91,5643851131,141,77.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
