id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2815027789,4,1,1,0,7,7hlumphk42363z3i2nry2wrzj,1,22.4,29.1,2025-05-15T17:00:57.867Z,2025-05-15T17:00:59Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5728746507,56,Back,5728746513,212,8.9,5728746511,141,25.9,5728746505,3,,5728746515,213,6.04,5728746509,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027801,6,1,1,0,9,7hlumphk42363z3i2nry2wrzj,0,29.2,28.3,2025-05-15T17:00:59.789Z,2025-05-15T17:01:00Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5728746579,213,3.10,5728746575,141,29.1,5728746571,56,Back,5728746573,140,15.3,5728746577,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030875,89,8,1,0,10,46yo78zak2j7kaxc5ak1fnm60,1,81.9,71.1,2025-05-15T17:01:00.944Z,2025-05-15T17:10:30Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5728767717,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030863,86,50,1,0,12,46yo78zak2j7kaxc5ak1fnm60,1,83.5,73.4,2025-05-15T17:01:03.130Z,2025-05-15T17:12:06Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5728769003,56,Center,5728769063,233,7,5728769005,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027817,7,7,1,0,12,7hlumphk42363z3i2nry2wrzj,0,16.5,26.6,2025-05-15T17:01:03.131Z,2025-05-15T17:12:06Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5728768407,285,,5728768405,56,Back,5728769011,233,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027839,8,1,1,0,14,46yo78zak2j7kaxc5ak1fnm60,1,78.8,79.7,2025-05-15T17:01:04.838Z,2025-05-15T17:01:05Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5728746747,212,8.7,5728746743,140,71.4,5728746749,213,3.62,5728746745,141,73.8,5728746741,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027851,9,1,1,0,14,46yo78zak2j7kaxc5ak1fnm60,0,71.4,73.8,2025-05-15T17:01:05.656Z,2025-05-15T17:01:06Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5728746803,213,5.86,5728746797,140,95.7,5728746799,141,56.9,5728746795,56,Center,5728746801,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027861,8,43,1,0,17,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-15T17:01:08.108Z,2025-05-15T17:01:09Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5728746865,144,63,5728746849,182,0,5728746845,173,0,5728746851,56,Back,5728746847,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027863,9,54,1,0,19,7hlumphk42363z3i2nry2wrzj,1,6.4,34.5,2025-05-15T17:01:09.966Z,2025-05-15T17:01:44Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5728747905,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027869,10,43,1,0,19,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-15T17:01:10.603Z,2025-05-15T17:01:13Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5728746905,212,0,5728746971,144,1,5728746901,140,6.4,5728746907,213,0.00,5728746899,56,Back,5728746903,141,34.5,5728746897,155,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027923,12,1,1,0,29,7hlumphk42363z3i2nry2wrzj,1,9.1,49.6,2025-05-15T17:01:19.739Z,2025-05-15T17:01:20Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5728747175,212,15.0,5728747171,140,7.8,5728747169,56,Back,5728747177,213,4.62,5728747173,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027927,13,1,1,0,30,7hlumphk42363z3i2nry2wrzj,1,7.8,27.6,2025-05-15T17:01:20.811Z,2025-05-15T17:01:21Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5728747197,212,10.8,5728747193,140,12.2,5728747191,56,Back,5728747195,141,13.2,5728747199,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027949,14,1,1,0,30,7hlumphk42363z3i2nry2wrzj,1,12.2,13.2,2025-05-15T17:01:21.563Z,2025-05-15T17:01:24Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5728747305,212,9.7,5728747301,140,19.4,5728747299,56,Back,5728747303,141,4.3,5728747307,213,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027953,10,43,1,0,33,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-15T17:01:24.155Z,2025-05-15T17:12:22Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5728772215,144,45,5728747341,233,15,5728747325,56,Left,5728747327,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027955,15,43,1,0,33,7hlumphk42363z3i2nry2wrzj,1,0.0,0.0,2025-05-15T17:01:24.155Z,2025-05-15T17:12:24Z,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,5728747331,285,0,5728747329,56,Back,5728772273,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027971,16,1,1,0,34,7hlumphk42363z3i2nry2wrzj,0,18.0,9.2,2025-05-15T17:01:24.764Z,2025-05-15T17:01:29Z,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,5728747401,140,20.1,5728747405,212,2.9,5728747403,141,6.5,5728747399,56,Back,5728747407,213,5.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027977,12,1,1,0,35,46yo78zak2j7kaxc5ak1fnm60,1,75.0,85.6,2025-05-15T17:01:26.349Z,2025-05-15T17:01:30Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5728747435,140,87.9,5728747441,213,0.04,5728747439,212,13.6,5728747437,141,86.3,5728747433,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027987,13,1,1,0,39,46yo78zak2j7kaxc5ak1fnm60,0,93.6,84.4,2025-05-15T17:01:29.896Z,2025-05-15T17:01:31Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5728747499,56,Center,5728747497,155,,5728747505,212,23.8,5728747501,140,100.0,5728747495,2,,5728747507,213,5.06,5728747503,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027999,14,5,1,0,40,46yo78zak2j7kaxc5ak1fnm60,0,101.4,53.6,2025-05-15T17:01:31.374Z,2025-05-15T17:25:33Z,2mk86jc25lu7lqklnvntxmtxw,M. Rafferty,,,5728747567,346,,5728747593,233,17,5728747565,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815027991,17,5,1,0,40,7hlumphk42363z3i2nry2wrzj,1,-1.4,46.4,2025-05-15T17:01:31.374Z,2025-05-15T17:25:33Z,7e058o66inex7g90wrwaeauw9,A. Eriksson,,,5728747569,233,14,5728747521,346,,5728747519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028081,18,1,1,0,57,7hlumphk42363z3i2nry2wrzj,1,4.4,59.1,2025-05-15T17:01:48.459Z,2025-05-15T17:01:50Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5728748079,124,,5728748089,213,4.62,5728748087,212,9.8,5728748083,140,3.5,5728748081,56,Back,5728748085,141,44.8,5728748093,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028087,19,1,1,0,59,7hlumphk42363z3i2nry2wrzj,1,6.2,44.8,2025-05-15T17:01:50.091Z,2025-05-15T17:01:52Z,3qlfkqrawehngfhe1zmy1a61g,D. Andersson,,,5728748145,213,4.97,5728748139,140,9.1,5728748141,141,28.0,5728748143,212,11.8,5728748137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028095,20,1,1,1,2,7hlumphk42363z3i2nry2wrzj,0,11.6,11.9,2025-05-15T17:01:52.715Z,2025-05-15T17:01:55Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5728748193,140,41.3,5728748197,212,31.8,5728748199,213,0.19,5728748189,155,,5728748191,56,Back,5728748195,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028101,15,1,1,1,4,46yo78zak2j7kaxc5ak1fnm60,0,49.1,64.6,2025-05-15T17:01:55.208Z,2025-05-15T17:01:55Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5728748209,3,,5728748219,213,6.08,5728748211,56,Center,5728748215,141,61.1,5728748213,140,60.3,5728748217,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028103,21,61,1,1,5,7hlumphk42363z3i2nry2wrzj,0,42.3,25.8,2025-05-15T17:01:56.443Z,2025-05-15T17:01:56Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5728748223,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028127,16,1,1,1,6,46yo78zak2j7kaxc5ak1fnm60,0,48.9,58.7,2025-05-15T17:01:57.162Z,2025-05-15T17:02:00Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5728748347,212,10.6,5728748359,286,,5728748343,140,59.0,5728748353,236,,5728748349,213,0.04,5728748355,233,22,5728748341,56,Center,5728748345,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028113,22,74,1,1,6,7hlumphk42363z3i2nry2wrzj,1,42.3,25.8,2025-05-15T17:01:57.163Z,2025-05-15T17:02:00Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5728748267,56,Back,5728748269,285,,5728748363,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815030865,87,1,1,1,9,46yo78zak2j7kaxc5ak1fnm60,1,45.0,75.6,2025-05-15T17:02:00.642Z,2025-05-15T17:13:30Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5728775013,140,31.1,5728775017,212,14.7,5728775019,213,3.00,5728775011,56,Back,5728775015,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028183,18,1,1,1,11,46yo78zak2j7kaxc5ak1fnm60,0,32.6,73.6,2025-05-15T17:02:01.687Z,2025-05-15T17:14:47Z,b5kncgqkpiofwduo2snjz74dl,J. Pikkarainen,,,5728748651,213,6.15,5728748645,140,88.3,5728748641,155,,5728748647,141,61.7,5728748643,56,Center,5728748653,1,,5728748649,212,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028179,23,4,1,1,18,7hlumphk42363z3i2nry2wrzj,1,11.4,36.0,2025-05-15T17:02:09.436Z,2025-05-15T17:14:58Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5728748693,152,,5728748687,13,,5728748695,285,,5728748731,233,19,5728748691,56,Back,5728748689,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028187,19,4,1,1,18,46yo78zak2j7kaxc5ak1fnm60,0,88.6,64.0,2025-05-15T17:02:09.437Z,2025-05-15T17:12:09Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5728748717,286,,5728748753,233,23,5728748713,56,Center,5728748715,152,,5728748711,295,,5728748709,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028237,24,1,1,1,25,7hlumphk42363z3i2nry2wrzj,1,13.8,30.6,2025-05-15T17:02:16.444Z,2025-05-15T17:02:18Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5728748915,152,,5728748923,212,27.8,5728748937,189,,5728748919,140,12.8,5728748921,141,71.4,5728748913,5,,5728748925,213,1.61,5728748917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028255,25,1,1,1,28,7hlumphk42363z3i2nry2wrzj,1,12.9,71.1,2025-05-15T17:02:18.715Z,2025-05-15T17:02:21Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5728749019,141,92.4,5728749015,56,Back,5728749023,213,0.98,5728749021,212,17.4,5728749017,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028265,26,1,1,1,30,7hlumphk42363z3i2nry2wrzj,1,22.1,92.4,2025-05-15T17:02:21.308Z,2025-05-15T17:02:22Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5728749059,141,74.7,5728749063,213,3.85,5728749055,56,Back,5728749061,212,18.5,5728749057,140,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028291,27,1,1,1,31,7hlumphk42363z3i2nry2wrzj,1,8.7,75.4,2025-05-15T17:02:22.476Z,2025-05-15T17:02:24Z,bfnqlxk0wiv1uy0ptwwqhk9hw,K. Peprah Oppong,,,5728749191,141,98.3,5728749189,140,19.8,5728749187,56,Back,5728749193,212,19.5,5728749197,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028325,28,1,1,1,33,7hlumphk42363z3i2nry2wrzj,1,19.8,98.3,2025-05-15T17:02:23.868Z,2025-05-15T17:02:30Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5728749405,213,6.24,5728749401,141,97.2,5728749397,56,Back,5728749403,212,19.2,5728749399,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028329,29,1,1,1,39,7hlumphk42363z3i2nry2wrzj,1,40.0,97.7,2025-05-15T17:02:29.957Z,2025-05-15T17:15:47Z,9d08simhpio6vi217mqtro6ad,A. Traustason,,,5728749409,56,Left,5728780583,141,97.1,5728780587,213,6.26,5728780581,140,54.7,5728780585,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028335,20,43,1,1,39,46yo78zak2j7kaxc5ak1fnm60,1,0.0,0.0,2025-05-15T17:02:30.535Z,2025-05-15T17:15:53Z,3n6cx9whi75ybd9h6pv7i3mga,L. Hien,,,5728780705,144,61,5728749427,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028357,30,1,1,1,43,7hlumphk42363z3i2nry2wrzj,1,74.0,90.8,2025-05-15T17:02:34.588Z,2025-05-15T17:02:36Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5728749527,140,70.7,5728749529,141,69.3,5728749531,212,15.0,5728749533,213,4.48,5728749525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028369,31,1,1,1,45,7hlumphk42363z3i2nry2wrzj,1,70.7,69.3,2025-05-15T17:02:36.139Z,2025-05-15T17:02:39Z,3kgwkv2bjw5h244h675kmsclx,A. Fransson,,,5728749617,213,2.09,5728749613,141,77.9,5728749611,140,67.5,5728749615,212,6.7,5728749609,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028387,32,1,1,1,48,7hlumphk42363z3i2nry2wrzj,1,67.5,77.9,2025-05-15T17:02:39.084Z,2025-05-15T17:02:42Z,5jv0xmo83g4lbzo8nodqbh46i,J. Ceesay,,,5728749715,213,0.83,5728749711,141,95.1,5728749709,140,77.6,5728749707,56,Left,5728749713,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028391,33,1,1,1,51,7hlumphk42363z3i2nry2wrzj,0,77.6,95.3,2025-05-15T17:02:42.445Z,2025-05-15T17:16:11Z,ay6mgdylpu08d9pydxejbd562,Í. Sigurgeirsson,,,5728749741,56,Left,5728749745,141,90.9,5728749737,2,,5728749743,140,78.4,5728749753,213,4.99,5728749749,212,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028395,21,61,1,1,52,46yo78zak2j7kaxc5ak1fnm60,1,17.6,12.6,2025-05-15T17:02:43.129Z,2025-05-15T17:02:43Z,96v3rv4y74yt6ukwh2churhbe,Bernardo Morgado,,,5728749767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028411,34,61,1,1,54,7hlumphk42363z3i2nry2wrzj,0,83.1,57.8,2025-05-15T17:02:45.003Z,2025-05-15T17:16:24Z,ez7xc7vakt4fmabtp61w72yju,I. Lushaku,,,5728749855,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028453,22,12,1,1,55,46yo78zak2j7kaxc5ak1fnm60,1,19.9,40.7,2025-05-15T17:02:46.391Z,2025-05-15T17:02:52Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5728750081,56,Center,5728750085,141,67.2,5728750089,213,0.42,5728750087,212,44.3,5728750083,140,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028463,35,1,1,1,58,7hlumphk42363z3i2nry2wrzj,1,58.4,36.0,2025-05-15T17:02:49.037Z,2025-05-15T17:02:53Z,4er21aspnwqojlenu6lhc2b4l,M. Watson,,,5728750135,3,,5728750145,213,5.57,5728750141,141,28.5,5728750139,140,64.0,5728750143,212,7.8,5728750137,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815028457,23,83,1,2,1,46yo78zak2j7kaxc5ak1fnm60,0,48.3,48.7,2025-05-15T17:02:52.328Z,2025-05-15T17:17:24Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5728750215,399,7e058o66inex7g90wrwaeauw9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
