id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2793539981,6,4,1,0,14,1939bnru25svvgv15k2c7tw2y,0,56.2,7.2,2025-03-30T12:00:52.950Z,2025-03-30T12:00:55Z,amgtzrnw9lmo9o506a0mhzip6,R. Wikström,,,5610177405,56,Right,5610177403,13,,5610177411,285,,5610177409,265,,5610177407,152,,5610177439,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540167,7,1,1,0,27,spvvjmk37iid7hsky9g3nce7,1,41.4,89.7,2025-03-30T12:01:05.829Z,2025-03-30T12:11:09Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610178213,5,,5610178221,141,72.0,5610178219,140,32.8,5610178217,56,Back,5610178223,212,15.0,5610178227,213,4.07,5610178215,152,,5610230721,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540259,8,1,1,0,30,spvvjmk37iid7hsky9g3nce7,1,32.0,65.4,2025-03-30T12:01:08.611Z,2025-03-30T12:01:16Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610178645,140,28.5,5610178651,213,4.53,5610178649,212,19.9,5610178647,141,36.6,5610178643,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540301,9,1,1,0,37,spvvjmk37iid7hsky9g3nce7,1,33.2,34.3,2025-03-30T12:01:16.323Z,2025-03-30T12:01:19Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610178777,140,28.9,5610178779,141,50.7,5610178781,212,12.0,5610178775,56,Back,5610178783,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540321,10,1,1,0,41,spvvjmk37iid7hsky9g3nce7,1,30.1,49.9,2025-03-30T12:01:19.700Z,2025-03-30T12:01:22Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610178891,212,14.7,5610178889,141,28.5,5610178887,140,27.9,5610178885,56,Back,5610178893,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540365,11,1,1,0,43,spvvjmk37iid7hsky9g3nce7,1,30.4,26.8,2025-03-30T12:01:21.940Z,2025-03-30T12:01:25Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610179101,213,5.27,5610179093,56,Back,5610179099,212,18.0,5610179095,140,39.5,5610179097,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540381,12,1,1,0,46,spvvjmk37iid7hsky9g3nce7,1,39.6,5.0,2025-03-30T12:01:25.108Z,2025-03-30T12:01:26Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610179195,56,Back,5610179201,212,5.3,5610179199,141,12.6,5610179203,213,1.75,5610179197,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540405,13,1,1,0,47,spvvjmk37iid7hsky9g3nce7,1,39.5,13.8,2025-03-30T12:01:26.339Z,2025-03-30T12:01:28Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610179301,56,Back,5610179305,141,12.8,5610179309,213,3.21,5610179307,212,9.5,5610179303,140,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540451,14,1,1,0,50,spvvjmk37iid7hsky9g3nce7,1,30.3,16.8,2025-03-30T12:01:28.660Z,2025-03-30T12:01:32Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610179483,56,Back,5610179485,140,25.3,5610179487,141,48.1,5610179491,213,1.81,5610179489,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540487,15,1,1,0,54,spvvjmk37iid7hsky9g3nce7,1,24.5,66.4,2025-03-30T12:01:32.804Z,2025-03-30T12:01:36Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610179687,140,29.5,5610179691,212,9.9,5610179689,141,54.0,5610179685,56,Back,5610179693,213,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540507,16,1,1,0,58,spvvjmk37iid7hsky9g3nce7,1,31.2,55.8,2025-03-30T12:01:36.692Z,2025-03-30T12:01:39Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610179775,141,37.7,5610179771,56,Back,5610179777,212,13.2,5610179773,140,26.7,5610179781,213,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540535,17,1,1,1,1,spvvjmk37iid7hsky9g3nce7,1,27.0,41.0,2025-03-30T12:01:39.619Z,2025-03-30T12:01:43Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610179923,141,62.6,5610179919,56,Back,5610179927,213,1.75,5610179921,140,24.5,5610179925,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540565,18,1,1,1,4,spvvjmk37iid7hsky9g3nce7,1,23.0,63.1,2025-03-30T12:01:43.060Z,2025-03-30T12:01:45Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610180069,140,23.8,5610180073,212,21.5,5610180067,56,Back,5610180075,213,4.75,5610180071,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540639,19,1,1,1,7,spvvjmk37iid7hsky9g3nce7,1,23.6,26.1,2025-03-30T12:01:45.684Z,2025-03-30T12:01:53Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610180527,212,21.0,5610180529,213,5.40,5610180523,140,36.2,5610180521,56,Back,5610180525,141,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540643,20,4,1,1,14,spvvjmk37iid7hsky9g3nce7,1,41.4,5.6,2025-03-30T12:01:52.631Z,2025-03-30T12:01:58Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610180685,295,,5610180723,233,7,5610180683,13,,5610180689,152,,5610180691,286,,5610180687,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540631,7,4,1,1,14,1939bnru25svvgv15k2c7tw2y,0,58.6,94.4,2025-03-30T12:01:52.632Z,2025-03-30T12:01:59Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610180593,152,,5610180745,233,20,5610180595,285,,5610180589,295,,5610180591,56,Left,5610180587,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540755,21,1,1,1,24,spvvjmk37iid7hsky9g3nce7,1,41.1,9.5,2025-03-30T12:02:02.675Z,2025-03-30T12:02:05Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610181179,213,1.84,5610181223,189,,5610181177,212,23.4,5610181173,140,35.2,5610181171,56,Back,5610181175,141,42.7,5610181169,152,,5610181167,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540829,22,1,1,1,28,spvvjmk37iid7hsky9g3nce7,1,37.0,43.6,2025-03-30T12:02:06.676Z,2025-03-30T12:02:10Z,c1kv9ybtguhs625d1vwlwa6ay,J. Kiilerich,,,5610181601,56,Back,5610181605,141,27.7,5610181609,213,4.82,5610181607,212,10.9,5610181603,140,38.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540855,23,1,1,1,32,spvvjmk37iid7hsky9g3nce7,1,43.9,30.1,2025-03-30T12:02:10.820Z,2025-03-30T12:02:12Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610181727,140,68.9,5610181733,213,0.27,5610181729,141,40.7,5610181731,212,27.2,5610181725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540879,24,1,1,1,34,spvvjmk37iid7hsky9g3nce7,1,69.9,41.8,2025-03-30T12:02:12.644Z,2025-03-30T12:02:14Z,15mg49mqn215ce4ojukev0o2x,J. Bergström,,,5610181845,140,72.4,5610181851,213,5.20,5610181849,212,5.6,5610181847,141,34.5,5610181843,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540921,25,1,1,1,36,spvvjmk37iid7hsky9g3nce7,1,70.7,28.0,2025-03-30T12:02:14.627Z,2025-03-30T12:02:17Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610182033,212,12.3,5610182027,56,Right,5610182029,140,73.6,5610182031,141,10.4,5610182035,213,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793540969,26,1,1,1,38,spvvjmk37iid7hsky9g3nce7,1,75.0,10.6,2025-03-30T12:02:17.444Z,2025-03-30T12:02:21Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610182307,213,2.11,5610182299,56,Center,5610182301,140,69.9,5610182305,212,10.5,5610182303,141,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541043,27,1,1,1,42,spvvjmk37iid7hsky9g3nce7,1,71.0,18.5,2025-03-30T12:02:21.011Z,2025-03-30T12:02:25Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610182699,56,Right,5610182709,212,10.8,5610182701,140,73.8,5610182713,213,4.99,5610182705,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553679,113,45,1,1,43,1939bnru25svvgv15k2c7tw2y,0,28.5,97.0,2025-03-30T12:02:21.670Z,2025-03-30T12:48:12Z,6tqclthbz4m9kqiukixum1mhg,G. Rapp,,,5610253979,285,,5610254069,233,143,5610253977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793553683,143,3,1,1,43,spvvjmk37iid7hsky9g3nce7,1,71.5,3.0,2025-03-30T12:02:21.670Z,2025-03-30T12:48:12Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610253263,56,Right,5610253267,286,,5610254047,233,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541065,28,1,1,1,46,spvvjmk37iid7hsky9g3nce7,0,70.2,15.4,2025-03-30T12:02:25.044Z,2025-03-30T12:15:57Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610182809,56,Right,5610182813,141,14.3,5610182817,213,3.42,5610182811,140,67.7,5610182815,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793555305,137,61,1,1,47,1939bnru25svvgv15k2c7tw2y,1,36.8,82.0,2025-03-30T12:02:25.813Z,2025-03-30T12:16:40Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610259815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541093,29,1,1,1,48,spvvjmk37iid7hsky9g3nce7,1,65.1,11.0,2025-03-30T12:02:26.563Z,2025-03-30T12:02:28Z,507n9mr51v21q8isz9ll3m6eh,A. Norén,,,5610182937,213,5.86,5610182931,140,76.4,5610182935,212,13.0,5610182929,56,Right,5610182933,141,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541117,30,1,1,1,49,spvvjmk37iid7hsky9g3nce7,1,75.9,6.2,2025-03-30T12:02:28.083Z,2025-03-30T12:17:05Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610183063,212,18.1,5610183057,56,Center,5610183059,140,86.2,5610183065,213,0.93,5610183061,141,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541147,31,1,1,1,51,spvvjmk37iid7hsky9g3nce7,1,86.5,33.9,2025-03-30T12:02:30.195Z,2025-03-30T12:02:39Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,1.0,,5610183781,154,,5610183203,140,81.8,5610183209,212,8.1,5610183779,210,15,5610183213,213,2.23,5610183201,56,Center,5610183205,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541153,32,15,1,1,52,spvvjmk37iid7hsky9g3nce7,1,82.5,41.5,2025-03-30T12:02:31.363Z,2025-03-30T12:17:35Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5610183823,103,34.8,5610183829,147,46.9,5610264681,113,,5610183881,233,8,5610183815,154,,5610183433,20,,5610183813,29,,5610183825,328,,5610183243,56,Center,5610183239,18,5610183827,146,97.5,5610264683,81,5610183235,22,5610183817,55,31,5610183821,102,48.0,,,,,,,,,,,
2793541167,8,10,1,1,52,1939bnru25svvgv15k2c7tw2y,1,1.9,52.9,2025-03-30T12:02:31.463Z,2025-03-30T12:17:44Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5610183953,233,32,5610183331,182,,5610183561,181,,5610183327,173,,5610183333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541243,9,6,1,1,54,1939bnru25svvgv15k2c7tw2y,0,0.0,55.2,2025-03-30T12:02:33.445Z,2025-03-30T12:45:50Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5610183719,56,Back,5610183721,73,,5610184519,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541165,33,6,1,1,54,spvvjmk37iid7hsky9g3nce7,1,100.0,44.8,2025-03-30T12:02:33.445Z,2025-03-30T12:45:50Z,f0iow2x82mfh6x1olrrjo5puc,A. Manneh,,,5610183357,73,,5610183355,56,Center,5610184495,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793541729,34,1,1,2,24,spvvjmk37iid7hsky9g3nce7,0,99.5,99.5,2025-03-30T12:03:02.948Z,2025-03-30T12:03:10Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610186457,223,,5610186459,56,Center,5610186465,212,30.3,5610186461,140,95.2,5610186453,6,,5610186455,155,,5610186451,2,,5610186467,213,4.56,5610186463,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542097,10,4,1,2,25,1939bnru25svvgv15k2c7tw2y,1,4.2,46.7,2025-03-30T12:03:03.683Z,2025-03-30T12:47:37Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5610188835,294,,5610188841,285,,5610189115,233,35,5610188839,152,,5610188837,56,Back,5610188833,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542045,35,4,1,2,25,spvvjmk37iid7hsky9g3nce7,0,95.8,53.3,2025-03-30T12:03:03.684Z,2025-03-30T12:47:37Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610188215,13,,5610188223,286,,5610188221,152,,5610188219,56,Center,5610188217,294,,5610189149,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542321,11,1,1,3,10,1939bnru25svvgv15k2c7tw2y,0,8.7,42.7,2025-03-30T12:03:48.647Z,2025-03-30T12:03:52Z,c6xakidja1353l11ws0apj1t5,I. Pettersson,,,5610189565,157,,5610189573,141,43.6,5610189577,213,0.01,5610189579,1,,5610189567,152,,5610189569,56,Center,5610189563,5,,5610189575,212,69.0,5610189571,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542315,36,44,1,3,12,spvvjmk37iid7hsky9g3nce7,1,30.1,60.2,2025-03-30T12:03:50.996Z,2025-03-30T12:48:15Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610189541,285,,5610189741,233,12,5610189539,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542339,12,44,1,3,12,1939bnru25svvgv15k2c7tw2y,0,69.9,39.8,2025-03-30T12:03:50.997Z,2025-03-30T12:48:15Z,1vr7p76nx255ikv7w00s6gnsa,T. Silverholt,,,5610189661,286,,5610189759,233,36,5610189657,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542333,37,1,1,3,12,spvvjmk37iid7hsky9g3nce7,0,37.7,66.4,2025-03-30T12:03:51.284Z,2025-03-30T12:03:52Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610189631,141,69.1,5610189637,213,0.26,5610189625,3,,5610189633,212,7.1,5610189627,56,Back,5610189629,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542363,13,61,1,3,14,1939bnru25svvgv15k2c7tw2y,0,56.8,31.2,2025-03-30T12:03:53.001Z,2025-03-30T12:21:18Z,21abg7evjtjt6kzisu43jckmi,B. Zeneli,,,5610189845,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542379,38,1,1,3,15,spvvjmk37iid7hsky9g3nce7,1,40.8,76.0,2025-03-30T12:03:53.668Z,2025-03-30T12:03:56Z,czfitwajt0sayki90i3fk5n85,J. Gustavsson,,,5610189953,212,8.5,5610189949,140,44.0,5610189947,56,Back,5610189951,141,87.5,5610189955,213,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542425,40,1,1,3,17,spvvjmk37iid7hsky9g3nce7,1,42.5,90.8,2025-03-30T12:03:56.324Z,2025-03-30T12:04:00Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610190145,141,87.2,5610190141,56,Back,5610190149,213,3.34,5610190147,212,12.7,5610190143,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542445,41,1,1,3,21,spvvjmk37iid7hsky9g3nce7,1,28.5,87.7,2025-03-30T12:03:59.955Z,2025-03-30T12:21:45Z,a0i74nqik3lbi02ngno0m0ys4,Abdullah Iqbal,,,5610190247,140,32.8,5610190249,141,91.2,5610190253,213,0.49,5610190245,56,Back,5610190251,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542515,42,1,1,3,25,spvvjmk37iid7hsky9g3nce7,1,32.1,90.8,2025-03-30T12:04:04.484Z,2025-03-30T12:04:06Z,drzdo6ouxi5n4jafhfajpor85,N. Røjkjær,,,5610190615,1,,5610190603,155,,5610190611,212,41.9,5610190607,140,46.5,5610190609,141,33.3,5610190613,213,5.08,5610190605,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542539,43,1,1,3,28,spvvjmk37iid7hsky9g3nce7,1,46.7,31.8,2025-03-30T12:04:06.804Z,2025-03-30T12:04:08Z,93qjy2eilbuufwu2kbwpfng7p,V. Gustafson,,,5610190725,213,5.33,5610190721,141,13.2,5610190719,140,55.3,5610190717,56,Right,5610190723,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793542575,44,1,1,3,29,spvvjmk37iid7hsky9g3nce7,1,55.7,18.3,2025-03-30T12:04:08.276Z,2025-03-30T12:04:10Z,23iwje6cgkgc05szzf2l5z97u,H. Johansson,,,5610190925,56,Back,5610190931,212,12.0,5610190927,140,44.5,5610190933,213,2.94,5610190929,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
