id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2800582443,7,1,1,0,24,evf5hhqgnjhwjsth1m6pawxdp,0,44.0,49.4,2025-04-13T12:02:47.161Z,2025-04-13T12:02:49Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5648931559,56,Left,5648931561,140,58.0,5648931567,212,38.3,5648931571,213,1.18,5648931575,1,,5648931563,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582477,4,5,1,0,26,durq4oppf7c08tnbzrlebt0uz,1,43.4,-1.6,2025-04-13T12:02:49.340Z,2025-04-13T12:51:19Z,40l3vtezw1ofwk2occi4z5w45,Carl Johansson,,,5648931711,347,,5648931717,233,8,5648931709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582451,8,5,1,0,26,evf5hhqgnjhwjsth1m6pawxdp,0,56.6,101.6,2025-04-13T12:02:49.340Z,2025-04-13T12:51:19Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5648931735,233,4,5648931603,347,,5648931601,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582607,5,1,1,0,37,durq4oppf7c08tnbzrlebt0uz,1,40.1,0.0,2025-04-13T12:02:59.888Z,2025-04-13T12:03:01Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648932473,141,8.2,5648932467,107,,5648932469,56,Back,5648932471,140,32.8,5648932477,213,2.41,5648932475,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582629,6,1,1,0,38,durq4oppf7c08tnbzrlebt0uz,0,32.8,8.2,2025-04-13T12:03:01.280Z,2025-04-13T12:03:02Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5648932633,1,,5648932623,56,Right,5648932631,213,6.25,5648932629,212,41.1,5648932627,141,5.9,5648932621,157,,5648932625,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582699,9,1,1,0,41,evf5hhqgnjhwjsth1m6pawxdp,1,28.5,90.9,2025-04-13T12:03:04.264Z,2025-04-13T12:11:14Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,5648932983,140,40.1,5648932979,3,,5648932985,141,96.3,5648932981,56,Back,5648932989,213,0.29,5648932987,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582711,10,1,1,0,43,evf5hhqgnjhwjsth1m6pawxdp,0,40.1,96.3,2025-04-13T12:03:06.601Z,2025-04-13T12:11:39Z,d9ta7wtarys9urr5lzoxqv3d,T. Heintz,,,5648933047,140,55.4,5648933049,141,74.2,5648933053,213,5.53,5648933043,155,,5648933045,56,Center,5648933051,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582733,7,1,1,0,44,durq4oppf7c08tnbzrlebt0uz,0,47.3,28.9,2025-04-13T12:03:07.378Z,2025-04-13T12:03:08Z,7uqexxe985u3bbx5lxx2vgand,A. Lohikangas,,,5648933173,141,30.7,5648933169,56,Center,5648933167,157,,5648933179,1,,5648933171,140,72.5,5648933177,213,0.05,5648933175,212,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582775,12,1,1,0,48,evf5hhqgnjhwjsth1m6pawxdp,1,40.6,63.0,2025-04-13T12:03:10.967Z,2025-04-13T12:03:12Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5648933421,212,19.7,5648933415,56,Center,5648933423,213,5.89,5648933419,141,51.8,5648933417,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582901,13,1,1,0,49,evf5hhqgnjhwjsth1m6pawxdp,1,57.9,51.8,2025-04-13T12:03:12.224Z,2025-04-13T12:03:19Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5648934061,212,16.3,5648934057,140,64.3,5648934059,141,30.0,5648934055,56,Center,5648934063,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582949,14,1,1,0,56,evf5hhqgnjhwjsth1m6pawxdp,1,85.8,14.6,2025-04-13T12:03:19.152Z,2025-04-13T12:03:22Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5648934293,140,77.8,5648934297,212,12.8,5648934291,56,Center,5648934299,213,2.29,5648934295,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582961,15,3,1,0,59,evf5hhqgnjhwjsth1m6pawxdp,0,77.2,29.4,2025-04-13T12:03:21.999Z,2025-04-13T12:12:26Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,,5648934351,286,,5648934349,56,Center,5648934465,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582975,8,7,1,0,59,durq4oppf7c08tnbzrlebt0uz,0,22.8,70.6,2025-04-13T12:03:22Z,2025-04-13T12:03:26Z,174tz9lh744fhcxzabu00746h,L. Le Roux,,,5648934445,233,15,5648934423,56,Back,5648934425,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800582991,16,83,1,1,2,evf5hhqgnjhwjsth1m6pawxdp,0,69.2,14.1,2025-04-13T12:03:24.824Z,2025-04-13T12:03:27Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,,5648934711,399,cntz26i7p4q9fyzh55xswpudw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583031,10,1,1,1,3,durq4oppf7c08tnbzrlebt0uz,0,29.2,89.4,2025-04-13T12:03:26.400Z,2025-04-13T12:03:29Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5648934867,236,,5648934869,233,17,5648934705,213,4.48,5648934701,141,79.4,5648934703,212,7.0,5648934695,56,Back,5648934699,140,27.7,5648934873,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583063,17,74,1,1,3,evf5hhqgnjhwjsth1m6pawxdp,1,66.2,20.1,2025-04-13T12:03:26.401Z,2025-04-13T12:43:49Z,b4bzaam658g6wf3knwxlghas5,R. Lundqvist,,,5648934881,233,10,5648934837,56,Right,5648934839,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583161,11,1,1,1,8,durq4oppf7c08tnbzrlebt0uz,0,23.1,76.0,2025-04-13T12:03:31.345Z,2025-04-13T12:03:34Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5648935323,141,29.2,5648935319,56,Back,5648935325,212,40.0,5648935329,1,,5648935327,213,5.36,5648935321,140,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583143,18,8,1,1,10,evf5hhqgnjhwjsth1m6pawxdp,1,51.8,66.3,2025-04-13T12:03:33.168Z,2025-04-13T12:03:33Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5648935209,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583213,20,1,1,1,13,evf5hhqgnjhwjsth1m6pawxdp,1,42.5,40.7,2025-04-13T12:03:36.073Z,2025-04-13T12:03:37Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5648935589,213,0.38,5648935587,212,11.4,5648935581,56,Center,5648935585,141,46.9,5648935583,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583247,21,1,1,1,14,evf5hhqgnjhwjsth1m6pawxdp,1,52.6,46.9,2025-04-13T12:03:37.264Z,2025-04-13T12:03:39Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5648935793,213,3.61,5648935787,140,38.6,5648935789,141,36.0,5648935785,56,Back,5648935791,212,16.5,5648935819,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583305,22,1,1,1,18,evf5hhqgnjhwjsth1m6pawxdp,0,36.3,29.2,2025-04-13T12:03:41.145Z,2025-04-13T12:03:42Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5648936089,141,22.5,5648936087,140,44.3,5648936093,213,5.79,5648936091,212,9.6,5648936085,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583333,12,8,1,1,20,durq4oppf7c08tnbzrlebt0uz,1,60.7,83.5,2025-04-13T12:03:43.482Z,2025-04-13T12:13:43Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5648936209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583371,23,1,1,1,21,evf5hhqgnjhwjsth1m6pawxdp,1,33.0,14.1,2025-04-13T12:03:44.408Z,2025-04-13T12:03:46Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5648936391,141,20.0,5648936395,213,0.78,5648936387,56,Back,5648936389,140,36.9,5648936393,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583377,24,1,1,1,23,evf5hhqgnjhwjsth1m6pawxdp,1,36.9,20.0,2025-04-13T12:03:45.896Z,2025-04-13T12:03:46Z,dp55sn2vl9mg3tpjby7peun3e,T. Santos,,,5648936435,56,Back,5648936443,213,5.29,5648936437,140,39.8,5648936439,141,13.2,5648936441,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583385,25,1,1,1,23,evf5hhqgnjhwjsth1m6pawxdp,0,39.9,13.2,2025-04-13T12:03:46.391Z,2025-04-13T12:03:47Z,as7qhgi67gngq0nb3zmwg8jro,S. Clemmensen,,,5648936503,212,5.0,5648936505,213,1.28,5648936501,141,20.3,5648936497,56,Back,5648936499,140,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583421,14,1,1,1,25,durq4oppf7c08tnbzrlebt0uz,1,52.0,77.9,2025-04-13T12:03:47.857Z,2025-04-13T12:03:49Z,7uqexxe985u3bbx5lxx2vgand,A. Lohikangas,,,5648936661,212,13.8,5648936659,141,88.9,5648936657,140,63.1,5648936655,56,Left,5648936663,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583563,15,2,1,1,26,durq4oppf7c08tnbzrlebt0uz,1,63.1,88.9,2025-04-13T12:03:49.424Z,2025-04-13T12:03:56Z,cntz26i7p4q9fyzh55xswpudw,J. Kalu,,,5648937281,141,76.1,5648937279,140,80.2,5648937277,56,Center,5648937275,7,5svga5s2fg0n058ms3pndyhhw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583783,27,1,1,1,43,evf5hhqgnjhwjsth1m6pawxdp,1,31.2,22.2,2025-04-13T12:04:06.705Z,2025-04-13T12:04:09Z,2erjnb3l5mngpxyicnzhk7phx,G. Svensson,,,5648938293,141,33.0,5648938289,56,Back,5648938287,241,,5648938295,212,8.8,5648938285,5,,5648938297,213,2.15,5648938291,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583869,28,1,1,1,46,evf5hhqgnjhwjsth1m6pawxdp,1,26.6,33.6,2025-04-13T12:04:09.128Z,2025-04-13T12:04:13Z,1dy0207jxgg8gvuygsd95wdn8,D. Kruse,,,5648938793,212,27.9,5648938791,141,71.1,5648938789,140,37.4,5648938787,56,Back,5648938795,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583893,29,1,1,1,50,evf5hhqgnjhwjsth1m6pawxdp,0,52.5,84.7,2025-04-13T12:04:13.448Z,2025-04-13T12:04:15Z,8s2p8s6huogpkao0lce8m5n8,N. Tolf,,,5648938927,213,0.34,5648938921,140,68.8,5648938925,212,18.1,5648938923,141,93.5,5648938919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583953,17,1,1,1,54,durq4oppf7c08tnbzrlebt0uz,0,36.1,8.2,2025-04-13T12:04:16.833Z,2025-04-13T12:04:18Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648939219,212,14.6,5648939211,56,Back,5648939217,141,6.2,5648939215,140,49.9,5648939221,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800583991,30,8,1,1,58,evf5hhqgnjhwjsth1m6pawxdp,1,57.2,95.4,2025-04-13T12:04:20.864Z,2025-04-13T12:04:21Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,5648939393,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584051,18,5,1,1,58,durq4oppf7c08tnbzrlebt0uz,1,49.6,-1.4,2025-04-13T12:04:21.439Z,2025-04-13T12:51:20Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648939725,347,,5648939769,233,31,5648939723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584021,31,5,1,1,58,evf5hhqgnjhwjsth1m6pawxdp,0,50.4,101.4,2025-04-13T12:04:21.439Z,2025-04-13T12:04:27Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,5648939545,56,Left,5648939547,347,,5648939791,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584253,19,1,1,2,6,durq4oppf7c08tnbzrlebt0uz,1,51.7,0.0,2025-04-13T12:04:29.120Z,2025-04-13T12:04:34Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648940815,212,27.8,5648940803,107,,5648940811,140,25.7,5648940819,1,,5648940817,213,2.96,5648940813,141,5.5,5648940807,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584315,20,1,1,2,11,durq4oppf7c08tnbzrlebt0uz,1,23.3,9.2,2025-04-13T12:04:34.385Z,2025-04-13T12:04:38Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5648941141,212,28.0,5648941131,56,Back,5648941137,141,49.6,5648941143,213,1.76,5648941133,140,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584371,21,1,1,2,15,durq4oppf7c08tnbzrlebt0uz,1,20.4,57.8,2025-04-13T12:04:38.368Z,2025-04-13T12:04:41Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5648941433,56,Back,5648941441,212,9.1,5648941437,141,71.1,5648941445,213,1.48,5648941435,140,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584435,22,1,1,2,18,durq4oppf7c08tnbzrlebt0uz,1,18.4,61.8,2025-04-13T12:04:41.104Z,2025-04-13T12:04:44Z,reelt18o0lhvy8vl8h33glpl,A. Björnström,,,5648941773,141,33.6,5648941783,213,4.21,5648941769,56,Back,5648941777,212,21.9,5648941771,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584583,23,1,1,2,21,durq4oppf7c08tnbzrlebt0uz,1,8.3,33.6,2025-04-13T12:04:44.016Z,2025-04-13T12:04:50Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5648942527,141,7.0,5648942529,212,27.8,5648942525,140,28.4,5648942523,56,Back,5648942533,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584609,24,1,1,2,27,durq4oppf7c08tnbzrlebt0uz,0,53.6,7.3,2025-04-13T12:04:50.496Z,2025-04-13T12:04:51Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648942663,213,0.10,5648942655,56,Right,5648942661,212,12.8,5648942657,140,65.7,5648942659,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584627,32,12,1,2,29,evf5hhqgnjhwjsth1m6pawxdp,1,33.3,90.6,2025-04-13T12:04:52.232Z,2025-04-13T12:15:33Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,5649011145,141,100.0,5648942739,56,Back,5649011135,167,,5649011147,212,11.2,5649011149,213,0.70,5649011141,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584661,25,5,1,2,29,durq4oppf7c08tnbzrlebt0uz,1,60.3,-1.8,2025-04-13T12:04:52.767Z,2025-04-13T12:51:20Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648942893,347,,5648942891,56,Right,5648942911,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584639,33,5,1,2,29,evf5hhqgnjhwjsth1m6pawxdp,0,39.7,101.8,2025-04-13T12:04:52.767Z,2025-04-13T12:04:56Z,7hi9yit8aifyojt7i0kg69as5,J. Bager,,,5648942803,347,,5648942801,56,Back,5648942949,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584805,26,1,1,2,31,durq4oppf7c08tnbzrlebt0uz,1,58.4,0.0,2025-04-13T12:04:54.256Z,2025-04-13T12:05:00Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648943623,1,,5648943619,212,23.3,5648943611,107,,5648943617,141,6.8,5648943621,213,2.88,5648943613,56,Back,5648943615,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584849,27,1,1,2,38,durq4oppf7c08tnbzrlebt0uz,1,38.3,12.5,2025-04-13T12:05:00.864Z,2025-04-13T12:05:03Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5648943855,140,39.5,5648943859,212,5.7,5648943857,141,4.3,5648943853,56,Back,5648943861,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584915,28,1,1,2,40,durq4oppf7c08tnbzrlebt0uz,1,39.1,5.0,2025-04-13T12:05:03.265Z,2025-04-13T12:05:07Z,4w8yuib6lrya8ucle0j9maxka,V. Larsson,,,5648944247,56,Back,5648944249,140,26.8,5648944253,212,13.5,5648944255,213,2.84,5648944251,141,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800584991,29,1,1,2,44,durq4oppf7c08tnbzrlebt0uz,1,26.4,11.7,2025-04-13T12:05:07.632Z,2025-04-13T12:05:11Z,2mfqgk982ky4y88ddcljx25n8,J. Rapp,,,5648944693,213,1.68,5648944687,140,22.9,5648944689,141,59.1,5648944695,1,,5648944685,56,Back,5648944691,212,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800585069,30,1,1,2,49,durq4oppf7c08tnbzrlebt0uz,0,22.9,62.9,2025-04-13T12:05:11.827Z,2025-04-13T12:16:06Z,8ebx705t6jvq53z6tjk0ke1d6,E. Grozdanić,,,5648945099,140,85.5,5648945097,56,Center,5648945103,212,65.8,5649014687,157,,5648945105,213,0.04,5648945107,1,,5648945101,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
