id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2793712621,4,8,1,0,12,46yo78zak2j7kaxc5ak1fnm60,1,17.4,98.0,2025-03-30T14:31:49.038Z,2025-03-30T14:36:31Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5611105495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712687,5,61,1,0,14,46yo78zak2j7kaxc5ak1fnm60,0,24.3,95.1,2025-03-30T14:31:50.989Z,2025-03-30T14:36:46Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611105853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712707,6,5,1,0,15,46yo78zak2j7kaxc5ak1fnm60,0,24.1,101.8,2025-03-30T14:31:51.706Z,2025-03-30T15:28:54Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611107037,233,8,5611105953,56,Back,5611105955,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793712903,8,5,1,0,15,6i936isoyj6d0uuxdj537uc97,1,75.9,-1.8,2025-03-30T14:31:51.706Z,2025-03-30T15:28:53Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611106951,347,,5611106949,56,Right,5611106999,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713047,9,1,1,0,25,6i936isoyj6d0uuxdj537uc97,1,74.0,0.0,2025-03-30T14:32:02.171Z,2025-03-30T14:32:09Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611107741,1,,5611107729,107,,5611107731,56,Right,5611107733,140,96.2,5611107737,212,24.7,5611107739,213,0.34,5611107735,141,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713063,10,43,1,0,32,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-03-30T14:32:08.908Z,2025-03-30T14:32:14Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611108327,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713101,11,50,1,0,33,6i936isoyj6d0uuxdj537uc97,1,97.2,5.7,2025-03-30T14:32:09.252Z,2025-03-30T14:37:19Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611107995,286,,5611107993,56,Right,5611108083,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713097,7,7,1,0,33,46yo78zak2j7kaxc5ak1fnm60,1,2.8,94.3,2025-03-30T14:32:09.253Z,2025-03-30T14:37:21Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611107975,56,Back,5611108049,233,11,5611107977,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793720559,63,61,1,0,33,6i936isoyj6d0uuxdj537uc97,1,79.3,5.6,2025-03-30T14:32:09.438Z,2025-03-30T14:38:01Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611151287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713145,9,1,1,0,35,46yo78zak2j7kaxc5ak1fnm60,1,3.5,96.8,2025-03-30T14:32:11.229Z,2025-03-30T14:32:12Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611108197,157,,5611108199,56,Back,5611108209,1,,5611108205,212,30.9,5611108207,213,6.26,5611108201,140,32.9,5611108203,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713151,10,61,1,0,36,46yo78zak2j7kaxc5ak1fnm60,0,30.9,96.3,2025-03-30T14:32:12.781Z,2025-03-30T14:32:13Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611108241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713159,11,5,1,0,37,46yo78zak2j7kaxc5ak1fnm60,0,25.4,101.6,2025-03-30T14:32:13.310Z,2025-03-30T14:32:20Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611108263,347,,5611108259,56,Back,5611109081,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713307,12,5,1,0,37,6i936isoyj6d0uuxdj537uc97,1,74.6,-1.6,2025-03-30T14:32:13.310Z,2025-03-30T15:28:54Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611109001,347,,5611109043,233,11,5611108997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713565,13,1,1,0,52,6i936isoyj6d0uuxdj537uc97,1,77.4,0.0,2025-03-30T14:32:28.490Z,2025-03-30T14:32:30Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611110301,141,12.6,5611110303,212,10.8,5611110297,56,Right,5611110299,140,81.6,5611110295,107,,5611110305,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713577,14,1,1,0,53,6i936isoyj6d0uuxdj537uc97,1,81.6,12.6,2025-03-30T14:32:30.139Z,2025-03-30T14:39:25Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611110361,140,76.5,5611110363,141,6.8,5611110359,56,Right,5611110367,213,3.78,5611110365,212,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713681,15,1,1,0,56,6i936isoyj6d0uuxdj537uc97,1,74.6,5.0,2025-03-30T14:32:33.051Z,2025-03-30T14:32:36Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611110985,141,6.7,5611110989,213,0.21,5611110987,212,5.6,5611110983,140,79.8,5611110981,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713689,12,45,1,0,59,46yo78zak2j7kaxc5ak1fnm60,0,23.2,92.0,2025-03-30T14:32:36.043Z,2025-03-30T14:32:42Z,59dtrk7ly4lepf7s0gywhu51w,E. Pihlström,,,5611111309,233,16,5611111029,56,Back,5611111031,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713723,16,3,1,0,59,6i936isoyj6d0uuxdj537uc97,1,76.8,8.0,2025-03-30T14:32:36.043Z,2025-03-30T14:39:40Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611111207,56,Right,5611111209,286,,5611111363,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793724871,90,1,1,1,0,6i936isoyj6d0uuxdj537uc97,0,77.9,8.6,2025-03-30T14:32:36.334Z,2025-03-30T14:40:40Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611173925,212,8.2,5611173919,56,Right,5611173921,140,72.1,5611173923,141,16.6,5611173927,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793724357,76,8,1,1,0,46yo78zak2j7kaxc5ak1fnm60,1,29.3,84.4,2025-03-30T14:32:36.584Z,2025-03-30T14:40:53Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611175777,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713749,14,1,1,1,2,46yo78zak2j7kaxc5ak1fnm60,1,35.1,88.4,2025-03-30T14:32:38.430Z,2025-03-30T14:32:39Z,5dxrx40pty4wtwdrd341p0aju,O. Faraj,,,5611111325,212,8.1,5611111329,213,3.27,5611111317,140,27.4,5611111321,141,86.9,5611111313,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713793,15,1,1,1,2,46yo78zak2j7kaxc5ak1fnm60,1,27.4,86.9,2025-03-30T14:32:39.085Z,2025-03-30T14:32:41Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611111589,212,9.1,5611111585,141,96.5,5611111593,213,2.35,5611111581,56,Back,5611111583,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713807,16,1,1,1,5,46yo78zak2j7kaxc5ak1fnm60,0,21.3,96.5,2025-03-30T14:32:41.198Z,2025-03-30T14:32:41Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5611111637,141,83.2,5611111633,56,Left,5611111631,155,,5611111643,1,,5611111641,213,6.04,5611111635,140,56.1,5611111639,212,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713835,17,1,1,1,6,6i936isoyj6d0uuxdj537uc97,0,38.7,21.3,2025-03-30T14:32:42.218Z,2025-03-30T14:41:25Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611111795,141,16.2,5611111799,213,6.13,5611111789,3,,5611111797,212,22.9,5611111793,140,60.3,5611111791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713959,17,1,1,1,8,46yo78zak2j7kaxc5ak1fnm60,0,27.5,86.3,2025-03-30T14:32:44.302Z,2025-03-30T14:41:54Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611112573,213,5.04,5611112571,212,5.9,5611112567,140,29.3,5611112565,56,Back,5611112569,141,78.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793727007,102,61,1,1,9,6i936isoyj6d0uuxdj537uc97,0,70.1,10.3,2025-03-30T14:32:45.592Z,2025-03-30T14:42:18Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611185705,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793713973,18,50,1,1,12,46yo78zak2j7kaxc5ak1fnm60,1,59.7,57.8,2025-03-30T14:32:48.910Z,2025-03-30T14:32:55Z,c2pfggtw5hreyomdwogbhjpqs,E. Barsoum,,,5611112977,233,18,5611112637,286,,5611112635,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714007,18,7,1,1,12,6i936isoyj6d0uuxdj537uc97,0,40.3,42.2,2025-03-30T14:32:48.911Z,2025-03-30T14:32:54Z,edzj7i715cpyuuumcttajkc0l,J. Allansson,,,5611112909,233,18,5611112835,285,,5611112833,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714143,19,1,1,1,18,46yo78zak2j7kaxc5ak1fnm60,1,78.5,21.5,2025-03-30T14:32:54.878Z,2025-03-30T14:32:56Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611113567,140,86.8,5611113571,212,13.0,5611113573,213,5.45,5611113569,141,7.3,5611113565,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714165,20,1,1,1,20,46yo78zak2j7kaxc5ak1fnm60,0,86.8,8.3,2025-03-30T14:32:56.749Z,2025-03-30T14:32:58Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611113669,155,,5611113675,141,45.4,5611113679,213,1.23,5611113677,212,26.7,5611113673,140,95.2,5611113671,56,Center,5611113667,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714227,19,12,1,1,23,6i936isoyj6d0uuxdj537uc97,1,5.7,55.2,2025-03-30T14:32:59.868Z,2025-03-30T14:33:01Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611114099,167,,5611114049,213,1.88,5611114045,141,88.4,5611114047,212,23.7,5611114041,56,Back,5611114043,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714233,20,6,1,1,24,6i936isoyj6d0uuxdj537uc97,0,1.0,75.8,2025-03-30T14:33:01.102Z,2025-03-30T15:29:04Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5611114691,233,21,5611114603,73,,5611114601,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793714229,21,6,1,1,24,46yo78zak2j7kaxc5ak1fnm60,1,99.0,24.2,2025-03-30T14:33:01.102Z,2025-03-30T15:29:04Z,3ihcnb7xmqlsefg10xbdraqqd,Carl-Robert Sebastian Ohlsson,,,5611114329,56,Center,5611114643,233,20,5611114331,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715151,22,1,1,2,3,46yo78zak2j7kaxc5ak1fnm60,0,99.5,0.5,2025-03-30T14:33:39.918Z,2025-03-30T14:33:41Z,7qsp3fm0wkymgiej6s7jj06p5,M. Diaby,,,5611119015,6,,5611119025,56,Center,5611119041,213,1.62,5611119029,140,98.3,5611119011,2,,5611119021,223,,5611119033,141,39.7,5611119037,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715339,21,12,1,2,6,6i936isoyj6d0uuxdj537uc97,1,4.8,58.5,2025-03-30T14:33:42.412Z,2025-03-30T14:44:24Z,2iaisohuaaw7ioyox0d9zuvl6,P. Chrupałła,,,5611120105,141,77.0,5611120109,213,0.30,5611120107,212,43.1,5611120103,140,44.1,5611120101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715299,23,1,1,2,11,46yo78zak2j7kaxc5ak1fnm60,0,58.7,40.9,2025-03-30T14:33:47.343Z,2025-03-30T14:33:48Z,9469qatlpe6rdqko8c6ha4out,N. Girmai Netabay,,,5611119893,213,0.80,5611119875,155,,5611119885,141,74.1,5611119889,212,31.5,5611119877,56,Center,5611119881,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715505,23,1,1,2,15,6i936isoyj6d0uuxdj537uc97,1,34.0,26.4,2025-03-30T14:33:52.094Z,2025-03-30T14:45:09Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5611120993,56,Back,5611120997,141,7.0,5611120999,212,13.2,5611120995,140,33.7,5611121001,213,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715609,24,1,1,2,16,6i936isoyj6d0uuxdj537uc97,0,33.7,6.5,2025-03-30T14:33:52.484Z,2025-03-30T14:45:27Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5611121541,56,Center,5611121543,140,75.4,5611121551,1,,5611121547,212,46.3,5611121549,213,0.33,5611121545,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715575,25,4,1,2,25,46yo78zak2j7kaxc5ak1fnm60,1,31.4,88.3,2025-03-30T14:34:01.678Z,2025-03-30T15:29:07Z,9ajfpzjfipsub15tats3mo2j9,C. Gravius,,,5611121793,285,,5611121605,13,,5611121789,233,25,5611121609,56,Back,5611121611,152,,5611121607,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793715613,25,4,1,2,25,6i936isoyj6d0uuxdj537uc97,0,68.6,11.7,2025-03-30T14:34:01.679Z,2025-03-30T15:29:07Z,8uzx6yb66zjn0ke2rwqlg7wus,Y. Agnero,,,5611121743,13,,5611121751,56,Right,5611121757,286,,5611121747,294,,5611121755,152,,5611121827,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793716325,26,1,1,2,55,46yo78zak2j7kaxc5ak1fnm60,0,28.7,83.9,2025-03-30T14:34:31.549Z,2025-03-30T14:34:38Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5611125487,56,Right,5611125495,213,5.76,5611125481,5,,5611125483,157,,5611125491,141,19.2,5611125493,212,88.2,5611125489,140,100.0,5611125497,1,,5611125485,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793716499,27,5,1,3,2,46yo78zak2j7kaxc5ak1fnm60,0,101.4,24.4,2025-03-30T14:34:38.275Z,2025-03-30T15:28:55Z,6pdqmo7vuzy9lt7v6vvmqybu2,R. Forsell,,,5611126507,233,28,5611126423,346,,5611126421,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793716485,28,5,1,3,2,6i936isoyj6d0uuxdj537uc97,1,-1.4,75.6,2025-03-30T14:34:38.275Z,2025-03-30T15:28:54Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611126477,233,27,5611126333,346,,5611126331,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793716365,26,43,1,3,3,6i936isoyj6d0uuxdj537uc97,1,0.0,0.0,2025-03-30T14:34:39.803Z,2025-03-30T14:34:56Z,2s9ra3bnhkcid5uz7abhdhr6d,M. Olsson,,,5611125809,167,0,5611125711,56,Back,5611125713,140,0.0,5611127409,144,12,5611125717,212,14.0,5611125719,213,2.60,5611125715,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793716853,29,1,1,3,25,6i936isoyj6d0uuxdj537uc97,1,4.4,40.1,2025-03-30T14:35:02.061Z,2025-03-30T14:35:06Z,2trecv075gi4o78mfuyh4xiol,T. Rönning,,,5611128429,124,,5611128441,1,,5611128445,74,,5611128435,141,14.7,5611128439,213,5.98,5611128433,140,57.7,5611128431,56,Right,5611128437,212,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793716867,30,1,1,3,30,6i936isoyj6d0uuxdj537uc97,0,57.7,14.7,2025-03-30T14:35:06.509Z,2025-03-30T14:35:26Z,5h0by2ot7i2z6daqdqj6nyiqy,A. Boman,,,5611128565,212,19.1,5611128551,56,Right,5611128575,213,0.12,5611128547,3,,5611128559,141,18.0,5611128555,140,75.8,5611131017,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2793717005,28,1,1,3,31,46yo78zak2j7kaxc5ak1fnm60,0,32.2,81.2,2025-03-30T14:35:07.807Z,2025-03-30T14:46:29Z,a4f6z4alegkvrhm4k864w9lg5,Sebastian Jonas Ohlsson,,,5611220217,157,,5611129365,212,32.7,5611220221,1,,5611129367,213,0.26,5611129363,141,93.5,5611129359,56,Left,5611129361,140,62.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
