id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2807188653,20,1,1,1,31,4jg5vd59i24chckyua90dr1lg,1,5.7,26.1,2025-04-27T14:32:25.242Z,2025-04-27T14:32:27Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685293957,213,5.17,5685293951,140,11.4,5685293955,212,13.5,5685293949,56,Back,5685293953,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188719,21,1,1,1,34,4jg5vd59i24chckyua90dr1lg,0,11.5,8.3,2025-04-27T14:32:27.482Z,2025-04-27T14:32:30Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5685294309,155,,5685294319,213,0.10,5685294313,140,44.4,5685294317,212,34.7,5685294315,141,13.4,5685294311,56,Back,5685294321,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188871,18,1,1,1,38,6i936isoyj6d0uuxdj537uc97,1,54.7,80.3,2025-04-27T14:32:31.457Z,2025-04-27T14:32:36Z,b248ue8bteo0awvp627dokd0,B. Kurtulus,,,5685295159,212,32.7,5685295153,56,Center,5685295161,213,5.13,5685295151,157,,5685295163,1,,5685295155,140,67.4,5685295157,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188927,20,1,1,1,44,6i936isoyj6d0uuxdj537uc97,1,65.2,34.2,2025-04-27T14:32:37.880Z,2025-04-27T14:32:39Z,atxo9oz3czimyk1t4xigfrkrt,V. Granath,,,5685295477,140,38.6,5685295473,56,Back,5685295483,212,28.3,5685295485,213,3.31,5685295481,141,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188971,21,1,1,1,46,6i936isoyj6d0uuxdj537uc97,0,38.5,27.6,2025-04-27T14:32:39.368Z,2025-04-27T14:46:47Z,9uumw2ntt4397bee2p3m2qdt6,G. Wallentin,,,5685295713,141,100.0,5685295707,196,,5685295711,140,78.5,5685295715,212,65.8,5685295717,213,0.88,5685295709,56,Left,5685295719,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807188973,22,5,1,1,47,6i936isoyj6d0uuxdj537uc97,0,78.0,102.0,2025-04-27T14:32:41.078Z,2025-04-27T14:32:45Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685296107,233,22,5685295723,56,Left,5685295725,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189031,22,5,1,1,47,4jg5vd59i24chckyua90dr1lg,1,22.0,-2.0,2025-04-27T14:32:41.078Z,2025-04-27T15:27:38Z,9mvwnz2zlvx54nggvvw3l9ega,R. Ure,,,5685296045,56,Back,5685296047,347,,5685296063,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189197,23,1,1,1,57,4jg5vd59i24chckyua90dr1lg,1,22.5,0.0,2025-04-27T14:32:50.443Z,2025-04-27T14:32:52Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5685297017,107,,5685297027,213,0.34,5685297025,212,18.9,5685297021,140,39.5,5685297023,141,7.3,5685297019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189229,24,1,1,1,58,4jg5vd59i24chckyua90dr1lg,1,39.5,7.3,2025-04-27T14:32:51.963Z,2025-04-27T14:47:00Z,21ht7s882is4sisnr8dpf61yi,J. Persson,,,5685297209,213,3.11,5685413133,156,,5685297197,56,Back,5685297201,140,28.4,5685297207,212,11.7,5685297205,141,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189265,25,1,1,2,0,4jg5vd59i24chckyua90dr1lg,1,27.1,20.7,2025-04-27T14:32:53.818Z,2025-04-27T14:32:55Z,dcewpavwmjbplo5fahrzfxega,J. Voelkerling Persson,,,5685297357,141,18.0,5685297351,56,Back,5685297363,213,3.24,5685297353,140,10.0,5685297361,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189289,26,1,1,2,1,4jg5vd59i24chckyua90dr1lg,1,10.0,18.0,2025-04-27T14:32:55.275Z,2025-04-27T14:32:57Z,6lykrd3hzedl7xljr167gow5x,S. Sandberg,,,5685297575,141,51.3,5685297565,56,Back,5685297583,213,1.71,5685297579,212,22.9,5685297569,140,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189355,27,1,1,2,4,4jg5vd59i24chckyua90dr1lg,1,7.0,51.3,2025-04-27T14:32:57.418Z,2025-04-27T14:33:01Z,dsw7clrtv93nkdnppqhfm1n9,I. Diawara,,,5685297977,56,Back,5685297981,141,77.6,5685297985,213,0.79,5685297979,140,24.0,5685297983,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189391,28,1,1,2,7,4jg5vd59i24chckyua90dr1lg,1,30.2,79.4,2025-04-27T14:33:01.322Z,2025-04-27T14:33:04Z,77767sxrg8n7kfm58qf1wq32s,S. Mamatsashvili,,,5685298219,141,70.6,5685298221,212,15.0,5685298223,213,3.55,5685298217,140,17.1,5685298215,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189435,29,1,1,2,10,4jg5vd59i24chckyua90dr1lg,1,16.2,69.7,2025-04-27T14:33:04.091Z,2025-04-27T14:33:06Z,10lj2qekb1e4c8ful68b1pazt,T. Anker,,,5685298525,212,10.8,5685298527,213,6.09,5685298519,56,Back,5685298521,140,26.3,5685298523,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189441,30,1,1,2,12,4jg5vd59i24chckyua90dr1lg,1,26.8,67.5,2025-04-27T14:33:06.235Z,2025-04-27T14:33:07Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5685298559,212,8.5,5685298557,141,55.8,5685298555,140,29.6,5685298561,213,5.07,5685298553,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189483,31,1,1,2,13,4jg5vd59i24chckyua90dr1lg,1,29.7,55.1,2025-04-27T14:33:07.017Z,2025-04-27T14:33:09Z,di0z3rihhkz11o1ccqo2b654a,L. Walta,,,5685298737,212,8.3,5685298729,140,26.3,5685298735,141,66.1,5685298725,56,Back,5685298739,213,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189603,32,1,1,2,16,4jg5vd59i24chckyua90dr1lg,1,31.4,65.8,2025-04-27T14:33:09.675Z,2025-04-27T14:33:15Z,3xrja99d4b0jewfjzelq4rspg,A. Vikman,,,5685299459,213,0.10,5685299443,56,Center,5685299437,155,,5685299449,140,89.7,5685299461,1,,5685299453,141,74.7,5685299457,212,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189615,33,1,1,2,22,4jg5vd59i24chckyua90dr1lg,0,90.2,75.9,2025-04-27T14:33:15.341Z,2025-04-27T14:33:16Z,rxypx04u4hxdd5dfwoazp2xg,I. Bjerkebo,,,5685299567,213,4.83,5685299561,140,91.6,5685299565,212,12.5,5685299563,141,57.6,5685299559,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189659,23,12,1,2,23,6i936isoyj6d0uuxdj537uc97,1,7.9,47.9,2025-04-27T14:33:16.736Z,2025-04-27T14:33:18Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685299749,213,4.09,5685299827,167,,5685299747,212,16.7,5685299741,56,Back,5685299745,141,28.0,5685299743,140,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807189671,24,6,1,2,24,6i936isoyj6d0uuxdj537uc97,0,2.4,34.2,2025-04-27T14:33:17.864Z,2025-04-27T14:33:24Z,c36ffo382u9flu5foebt4di39,P. Gregor,,,5685299973,56,Back,5685299977,73,,5685300091,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
