id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value,qualifier/12/value,qualifier/17/id,qualifier/17/qualifierId
2810975665,7,1,1,0,15,ac8jow4mdkvnsv5s0och4qqm,1,88.6,93.6,2025-05-05T17:01:45.448Z,2025-05-05T17:01:48Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706225599,141,96.8,5706225595,56,Left,5706225597,140,93.4,5706225603,213,0.41,5706225601,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975675,8,1,1,0,17,ac8jow4mdkvnsv5s0och4qqm,0,92.0,97.1,2025-05-05T17:01:48.088Z,2025-05-05T17:01:49Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5706225657,212,2.0,5706225645,56,Left,5706225653,141,95.0,5706225649,140,93.3,5706225687,236,,5706225689,233,4,5706225659,213,5.48,5706225693,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975679,4,74,1,0,17,93ohqui2qgqm8408viwmm1ken,1,10.0,6.4,2025-05-05T17:01:48.089Z,2025-05-05T17:30:27Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706225685,285,,5706225683,56,Back,5706225711,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975695,5,5,1,0,18,93ohqui2qgqm8408viwmm1ken,0,9.4,-1.8,2025-05-05T17:01:49.207Z,2025-05-05T17:02:42Z,7hugqbtot3c8fmxtfqld9l15g,H. Bolin,,,5706225807,233,9,5706225725,56,Back,5706225727,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975689,9,5,1,0,18,ac8jow4mdkvnsv5s0och4qqm,1,90.6,101.8,2025-05-05T17:01:49.207Z,2025-05-05T17:02:42Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5706225781,233,5,5706225719,56,Left,5706225721,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975751,10,1,1,0,22,ac8jow4mdkvnsv5s0och4qqm,1,91.8,100.0,2025-05-05T17:01:52.873Z,2025-05-05T17:01:57Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706226113,213,3.33,5706226109,141,94.2,5706226105,56,Left,5706226111,212,26.8,5706226103,107,,5706226115,1,,5706226107,140,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975783,11,1,1,0,26,ac8jow4mdkvnsv5s0och4qqm,1,63.2,93.3,2025-05-05T17:01:57Z,2025-05-05T17:02:02Z,dxjb3lzx9qudbom1zbgyupt78,K. Barslund,,,5706226325,213,3.81,5706226317,56,Back,5706226319,140,36.9,5706226323,212,35.2,5706226327,1,,5706226321,141,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975805,12,1,1,0,31,ac8jow4mdkvnsv5s0och4qqm,1,36.9,61.1,2025-05-05T17:02:02.216Z,2025-05-05T17:02:05Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5706226475,212,24.6,5706226477,213,3.48,5706226471,140,14.8,5706226469,56,Back,5706226473,141,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975831,13,1,1,0,35,ac8jow4mdkvnsv5s0och4qqm,1,14.7,44.2,2025-05-05T17:02:05.560Z,2025-05-05T17:02:09Z,8vl4hue7ixvxh4dtner52sfrp,D. Blažević,,,5706226623,155,,5706226633,213,5.92,5706226631,212,35.5,5706226627,140,46.3,5706226629,141,25.6,5706226625,56,Back,5706226635,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975837,14,1,1,0,38,ac8jow4mdkvnsv5s0och4qqm,0,46.5,24.3,2025-05-05T17:02:09.063Z,2025-05-05T17:07:17Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706226653,140,44.4,5706243097,236,,5706226651,56,Back,5706226657,212,2.5,5706226659,213,2.63,5706226655,141,26.1,5706243099,233,6,5706243103,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975843,6,74,1,0,38,93ohqui2qgqm8408viwmm1ken,1,53.7,69.0,2025-05-05T17:02:09.064Z,2025-05-05T17:07:17Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706226697,56,Center,5706226699,285,,5706243117,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975847,7,1,1,0,39,93ohqui2qgqm8408viwmm1ken,0,53.2,68.7,2025-05-05T17:02:10.064Z,2025-05-05T17:02:10Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706226719,212,1.9,5706226713,56,Center,5706226715,140,54.7,5706226717,141,70.2,5706226721,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975851,15,61,1,0,40,ac8jow4mdkvnsv5s0och4qqm,1,51.7,23.3,2025-05-05T17:02:10.818Z,2025-05-05T17:02:10Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706226735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810978913,60,1,1,0,41,93ohqui2qgqm8408viwmm1ken,1,40.9,80.8,2025-05-05T17:02:11.482Z,2025-05-05T17:07:48Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706245221,212,5.0,5706245217,140,40.7,5706245215,56,Back,5706245223,213,1.61,5706245219,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975903,9,1,1,0,42,93ohqui2qgqm8408viwmm1ken,0,44.8,81.8,2025-05-05T17:02:13.086Z,2025-05-05T17:02:18Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706226963,141,100.0,5706226957,155,,5706226967,213,0.46,5706226961,140,69.4,5706226965,212,28.9,5706226959,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975901,16,56,1,0,47,ac8jow4mdkvnsv5s0och4qqm,1,19.2,5.2,2025-05-05T17:02:18.200Z,2025-05-05T17:02:18Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5706226955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975911,10,5,1,0,47,93ohqui2qgqm8408viwmm1ken,0,72.2,101.2,2025-05-05T17:02:18.239Z,2025-05-05T17:02:25Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706227009,56,Left,5706227011,347,,5706227201,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810975935,17,5,1,0,47,ac8jow4mdkvnsv5s0och4qqm,1,27.8,-1.2,2025-05-05T17:02:18.239Z,2025-05-05T17:02:43Z,253za05jf3mmaqkjndm10d2lm,H. Karlsson,,,5706227157,347,,5706227163,233,10,5706227155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976065,18,1,1,0,57,ac8jow4mdkvnsv5s0och4qqm,1,23.6,0.0,2025-05-05T17:02:27.641Z,2025-05-05T17:02:31Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5706227821,212,22.6,5706227823,213,1.64,5706227815,56,Back,5706227819,141,31.2,5706227817,140,22.2,5706227825,1,,5706227813,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976087,19,1,1,1,0,ac8jow4mdkvnsv5s0och4qqm,1,22.5,33.9,2025-05-05T17:02:31.065Z,2025-05-05T17:02:33Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706227929,140,18.8,5706227935,213,1.82,5706227933,212,15.6,5706227931,141,56.1,5706227927,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976095,20,1,1,1,3,ac8jow4mdkvnsv5s0och4qqm,1,19.7,63.3,2025-05-05T17:02:33.320Z,2025-05-05T17:02:34Z,8unnvgvft6knxupbp9oxh621h,E. Hovland,,,5706227983,213,0.70,5706227979,141,79.9,5706227981,212,17.6,5706227975,56,Back,5706227977,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976103,21,1,1,1,4,ac8jow4mdkvnsv5s0och4qqm,0,32.5,79.9,2025-05-05T17:02:34.745Z,2025-05-05T17:02:36Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706228021,213,6.12,5706228017,141,73.8,5706228015,140,55.9,5706228013,56,Center,5706228019,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976129,12,61,1,1,8,93ohqui2qgqm8408viwmm1ken,0,45.3,9.8,2025-05-05T17:02:38.945Z,2025-05-05T17:02:39Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706228127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976153,13,5,1,1,9,93ohqui2qgqm8408viwmm1ken,0,47.2,-1.5,2025-05-05T17:02:39.624Z,2025-05-05T17:02:45Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706228219,56,Back,5706228221,347,,5706228241,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976151,22,5,1,1,9,ac8jow4mdkvnsv5s0och4qqm,1,52.8,101.5,2025-05-05T17:02:39.624Z,2025-05-05T17:02:44Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706228215,56,Left,5706228217,347,,5706228231,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976227,23,1,1,1,17,ac8jow4mdkvnsv5s0och4qqm,1,52.8,100.0,2025-05-05T17:02:48.089Z,2025-05-05T17:02:50Z,2lyhi7j3id7emsh54ehdva3ca,O. Zandén,,,5706228679,141,79.0,5706228675,56,Left,5706228681,212,14.8,5706228683,213,4.77,5706228673,107,,5706228677,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976233,24,2,1,1,20,ac8jow4mdkvnsv5s0och4qqm,1,52.0,79.9,2025-05-05T17:02:50.776Z,2025-05-05T17:08:35Z,aw75jdzi3u012jkwj7t0eln2s,W. Odefalk,,,5706228711,140,70.9,5706229099,7,9niqy9wbsy6b03fa5iyx22gic,5706228709,56,Center,5706228713,141,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976317,15,1,1,1,34,93ohqui2qgqm8408viwmm1ken,1,31.7,27.6,2025-05-05T17:03:04.385Z,2025-05-05T17:03:06Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706229323,241,,5706229329,141,57.8,5706229333,213,1.54,5706229325,56,Back,5706229331,212,20.5,5706229327,140,32.4,5706229321,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976361,16,1,1,1,36,93ohqui2qgqm8408viwmm1ken,1,32.2,58.9,2025-05-05T17:03:06.433Z,2025-05-05T17:08:59Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706229565,141,86.9,5706229569,213,0.97,5706229561,56,Back,5706229567,212,23.1,5706229563,140,44.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976351,25,43,1,1,40,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-05T17:03:10.632Z,2025-05-05T17:10:35Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706256143,144,83,5706229721,399,carpl05zgalgbsd6gnk3akc89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976385,17,1,1,1,41,93ohqui2qgqm8408viwmm1ken,1,52.7,89.6,2025-05-05T17:03:11.704Z,2025-05-05T17:03:13Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706229707,140,33.9,5706229705,56,Back,5706229713,213,3.66,5706229709,141,73.2,5706229711,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976421,18,1,1,1,44,93ohqui2qgqm8408viwmm1ken,1,30.0,66.9,2025-05-05T17:03:15.025Z,2025-05-05T17:03:17Z,7si8brq1p8o6fvw93hq9v9bmc,N. Zätterström,,,5706229899,56,Back,5706229905,212,19.9,5706229907,213,4.19,5706229901,140,20.6,5706229903,141,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976455,19,43,1,1,47,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-05T17:03:17.681Z,2025-05-05T17:10:59Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706257687,144,3,5706230079,56,Back,5706230081,285,0,5706230083,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976441,26,43,1,1,47,ac8jow4mdkvnsv5s0och4qqm,1,0.0,0.0,2025-05-05T17:03:17.681Z,2025-05-05T17:11:01Z,7qgiqoaaarr6c2bs4yffqwju2,V. Lind,,,5706229989,286,0,5706229987,56,Center,5706257823,144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976547,20,1,1,1,56,93ohqui2qgqm8408viwmm1ken,1,52.6,57.5,2025-05-05T17:03:26.737Z,2025-05-05T17:03:32Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706230621,56,Left,5706230627,212,20.9,5706230625,141,86.2,5706230623,140,59.8,5706230629,213,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976573,21,1,1,2,1,93ohqui2qgqm8408viwmm1ken,1,60.3,89.9,2025-05-05T17:03:32.104Z,2025-05-05T17:03:35Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706230791,212,5.0,5706230789,141,82.6,5706230785,56,Left,5706230787,140,60.3,5706230793,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976589,22,1,1,2,5,93ohqui2qgqm8408viwmm1ken,1,57.9,83.3,2025-05-05T17:03:35.473Z,2025-05-05T17:03:38Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706230925,213,1.11,5706230917,56,Left,5706230923,212,7.6,5706230919,140,61.1,5706230921,141,93.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976603,23,1,1,2,7,93ohqui2qgqm8408viwmm1ken,1,61.1,93.3,2025-05-05T17:03:37.257Z,2025-05-05T17:03:39Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706231013,212,5.1,5706231009,141,85.9,5706231005,140,61.7,5706231001,56,Left,5706231017,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976617,24,1,1,2,8,93ohqui2qgqm8408viwmm1ken,1,61.7,85.9,2025-05-05T17:03:39.238Z,2025-05-05T17:03:42Z,dvi2tleym136aqpvwfi4lustm,T. Ali,,,5706231117,140,71.3,5706231121,212,11.4,5706231119,141,93.6,5706231115,56,Left,5706231123,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976627,25,1,1,2,11,93ohqui2qgqm8408viwmm1ken,0,78.5,95.3,2025-05-05T17:03:42.240Z,2025-05-05T17:03:43Z,carpl05zgalgbsd6gnk3akc89,Gabriel Busanello,,,5706231169,213,5.56,5706231163,140,80.5,5706231165,141,92.6,5706231161,56,Left,5706231167,212,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976623,27,61,1,2,12,ac8jow4mdkvnsv5s0och4qqm,1,20.1,8.3,2025-05-05T17:03:42.836Z,2025-05-05T17:03:42Z,ci5y030e6r9umgyjbupwske7d,Daleho Irandust,,,5706231155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976647,28,1,1,2,14,ac8jow4mdkvnsv5s0och4qqm,0,13.1,3.2,2025-05-05T17:03:44.856Z,2025-05-05T17:03:45Z,aqjwz3wm0it916o2vb5tz9vxl,A. Timossi Andersson,,,5706231283,213,0.01,5706231275,56,Back,5706231281,212,19.2,5706231279,141,3.4,5706231285,1,,5706231277,140,31.4,5706231273,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976695,26,1,1,2,15,93ohqui2qgqm8408viwmm1ken,1,72.8,91.8,2025-05-05T17:03:46.104Z,2025-05-05T17:03:49Z,d58ji96mcnebbci6skc46x9uc,O. Rosengren,,,5706231485,212,11.2,5706231479,56,Center,5706231487,213,4.27,5706231481,140,68.2,5706231483,141,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976733,27,1,1,2,19,93ohqui2qgqm8408viwmm1ken,1,65.2,74.1,2025-05-05T17:03:49.849Z,2025-05-05T17:03:52Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706231653,140,56.1,5706231657,212,16.5,5706231651,56,Center,5706231659,213,4.10,5706231655,141,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976781,28,43,1,2,22,93ohqui2qgqm8408viwmm1ken,1,0.0,0.0,2025-05-05T17:03:52.465Z,2025-05-05T17:04:01Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706231879,141,13.1,5706231881,212,24.3,5706231875,56,Right,5706231883,213,4.94,5706232077,144,1,5706231877,140,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976787,29,4,1,2,24,93ohqui2qgqm8408viwmm1ken,1,53.8,43.2,2025-05-05T17:03:55.225Z,2025-05-05T17:04:12Z,as6coaak724tr7igyz1wwlfc9,C. Rösler,,,5706231977,294,,5706232621,233,29,5706231983,286,,5706231975,13,,5706231981,152,,5706231979,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810976795,29,4,1,2,24,ac8jow4mdkvnsv5s0och4qqm,0,46.2,56.8,2025-05-05T17:03:55.226Z,2025-05-05T17:04:12Z,aykbbz6l05b9t5n8uaxp6n2fo,L. Arrhov,,,5706232031,13,,5706232251,294,,5706232289,233,29,5706232033,56,Back,5706232253,285,,5706232035,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810977037,30,1,1,2,52,93ohqui2qgqm8408viwmm1ken,1,52.8,47.9,2025-05-05T17:04:22.435Z,2025-05-05T17:04:25Z,azcjwvw9799e6bawnlcb0lt2i,L. Berg Johnsen,,,5706233377,152,,5706233385,212,5.8,5706233379,56,Back,5706233387,213,3.71,5706233381,140,48.1,5706233375,5,,5706233383,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
